Localidade	"Taxa de incidência de internações de  doenças gastrointestinais infecciosas
(Internações por 10 mil habitantes) (DATASUS)"	"Taxa de incidência de internações de  febre amarela
(Internações por 10 mil habitantes) (DATASUS)"	"Taxa de incidência de internações de  dengue
(Internações por 10 mil habitantes) (DATASUS)"	"Taxa de incidência de internações de  leptospirose
(Internações por 10 mil habitantes) (DATASUS)"	"Taxa de incidência de internações de  malária
(Internações por 10 mil habitantes) (DATASUS)"	"Taxa de incidência de internações de  esquistossomose
(Internações por 10 mil habitantes) (DATASUS)"	"Internações por doenças respiratórias: gripes e pneumonias
(Número de internações) (DATASUS)"	"Incidência de internações por doenças respiratórias: gripes e pneumonias
(Internações por 10 mil habitantes) (DATASUS)"
Barreirinhas (Município) (210170)	9,39	0,00	0,17	0,00	0,00	0,00	238	40,62
Buriticupu (Município) (210232)	97,48	0,00	3,79	0,00	0,00	0,00	355	51,73
Caxias (Município) (210300)	20,26	0,00	0,75	0,00	0,00	0,00	375	23,53
Chapadinha (Município) (210320)	43,82	0,00	0,26	0,00	0,00	0,00	231	30,31
Codó (Município) (210330)	16,22	0,00	0,17	0,00	0,17	0,00	619	51,74
Coroatá (Município) (210360)	2,06	0,00	0,48	0,16	0,00	0,00	92	14,57
Grajaú (Município) (210480)	147,52	0,00	2,00	0,00	0,00	0,00	812	124,77
Imperatriz (Município) (210530)	10,06	0,00	0,28	0,00	0,04	0,00	545	21,67
Itapecuru Mirim (Município) (210540)	15,24	0,00	5,08	0,00	0,00	0,00	310	47,73
Paço do Lumiar (Município) (210750)	9,53	0,00	0,53	0,00	0,00	0,00	139	12,26
Pinheiro (Município) (210860)	32,10	0,00	0,50	0,00	0,12	0,00	340	42,31
Raposa (Município) (210945)	23,12	0,00	0,00	0,00	0,00	0,00	22	7,71
Santa Inês (Município) (210990)	46,53	0,00	0,85	0,00	0,12	0,00	727	88,54
Santa Luzia (Município) (211000)	34,86	0,00	1,33	0,00	0,27	0,00	247	32,74
São José de Ribamar (Município) (211120)	7,45	0,00	0,59	0,00	0,00	0,00	266	15,61
São Luís (Município) (211130)	5,38	0,00	0,83	0,02	0,01	0,00	1.887	17,90
Timon (Município) (211220)	26,65	0,00	3,96	0,00	0,12	0,00	691	42,73
Tutóia (Município) (211250)	76,65	0,00	5,39	0,00	0,00	0,00	134	24,06
Vargem Grande (Município) (211270)	54,59	0,00	1,70	0,00	0,19	0,00	102	19,27
Viana (Município) (211280)	51,89	0,00	0,20	0,00	0,00	0,00	133	26,24
Zé Doca (Município) (211400)	57,17	0,00	2,81	0,00	0,20	0,00	208	41,73
Altos (Município) (220040)	75,91	0,00	12,15	0,00	0,00	0,00	165	41,75
Beneditinos (Município) (220160)	12,98	0,00	1,00	0,00	0,00	0,00	20	19,97
Coivaras (Município) (220273)	28,20	0,00	0,00	0,00	0,00	0,00	12	30,76
Curralinhos (Município) (220325)	2,33	0,00	0,00	0,00	0,00	0,00	10	23,27
Demerval Lobão (Município) (220330)	2,22	0,00	0,00	0,00	0,00	0,00	19	14,08
Floriano (Município) (220390)	74,25	0,00	3,41	0,00	0,00	0,00	268	45,74
José de Freitas (Município) (220550)	35,00	0,00	2,37	0,00	0,26	0,00	228	59,99
Lagoa Alegre (Município) (220555)	7,28	0,00	0,00	0,00	0,00	0,00	6	7,28
Lagoa do Piauí (Município) (220558)	2,53	0,00	0,00	0,00	0,00	0,00	2	5,07
Miguel Leão (Município) (220630)	24,12	0,00	0,00	0,00	0,00	0,00	4	32,15
Monsenhor Gil (Município) (220640)	0,96	0,00	0,00	0,00	0,00	0,00	12	11,53
Nazária (Município) (220672)	4,83	0,00	0,00	0,00	0,00	0,00	8	9,65
Parnaíba (Município) (220770)	56,78	0,00	3,43	0,00	0,07	0,00	473	31,78
Pau D'Arco do Piauí (Município) (220779)	15,43	0,00	5,14	0,00	0,00	0,00	14	36,01
Picos (Município) (220800)	227,11	0,00	0,79	0,00	0,00	0,00	220	28,93
Piripiri (Município) (220840)	8,63	0,00	0,64	0,00	0,00	0,00	155	24,78
Teresina (Município) (221100)	12,66	0,00	0,87	0,00	0,17	0,00	1.944	23,24
União (Município) (221110)	111,28	0,00	10,14	0,00	0,00	0,00	236	54,37
Acaraú (Município) (230020)	47,23	0,00	0,00	0,00	0,00	0,00	107	17,79
Acopiara (Município) (230030)	52,98	0,00	9,11	0,00	0,00	0,00	211	40,07
Aquiraz (Município) (230100)	3,41	0,00	1,31	0,00	0,00	0,00	158	20,74
Aracati (Município) (230110)	10,17	0,00	2,37	0,00	0,00	0,00	330	45,99
Barbalha (Município) (230190)	23,00	0,00	0,69	0,00	0,00	0,00	154	26,64
Beberibe (Município) (230220)	11,47	0,00	2,33	0,00	0,00	0,00	173	33,63
Boa Viagem (Município) (230240)	44,77	0,00	5,41	0,00	0,00	0,00	242	45,14
Camocim (Município) (230260)	40,38	0,00	0,97	0,00	0,00	0,00	174	28,10
Canindé (Município) (230280)	32,84	0,00	2,49	0,13	0,00	0,00	227	29,70
Cascavel (Município) (230350)	10,59	0,00	8,41	0,00	0,00	0,00	189	27,42
Caucaia (Município) (230370)	10,81	0,00	2,26	0,06	0,03	0,00	858	24,87
Chorozinho (Município) (230395)	2,61	0,00	5,21	0,00	0,00	0,00	31	16,16
Crateús (Município) (230410)	32,39	0,00	8,91	0,00	0,00	0,00	320	43,18
Crato (Município) (230420)	39,81	0,00	3,00	0,00	0,00	0,00	561	44,32
Eusébio (Município) (230428)	2,63	0,00	0,20	0,00	0,00	0,00	77	15,57
Fortaleza (Município) (230440)	14,03	0,00	3,10	0,07	0,00	0,00	5.882	23,05
Granja (Município) (230470)	14,97	0,00	3,18	0,00	0,00	0,00	103	19,28
Guaiúba (Município) (230495)	7,90	0,00	2,77	0,00	0,00	0,00	44	17,38
Horizonte (Município) (230523)	11,22	0,00	4,13	0,00	0,00	0,00	218	35,98
Icó (Município) (230540)	17,34	0,00	2,09	0,00	0,00	0,00	123	18,39
Iguatu (Município) (230550)	41,68	0,00	7,60	0,10	0,00	0,00	832	83,16
Itaitinga (Município) (230625)	4,51	0,00	0,27	0,27	0,00	0,00	68	18,03
Itapajé (Município) (230630)	18,52	0,00	4,78	0,00	0,00	0,20	94	18,72
Itapipoca (Município) (230640)	22,42	0,00	34,94	0,08	0,00	0,00	689	56,37
Juazeiro do Norte (Município) (230730)	7,46	0,00	0,50	0,00	0,00	0,00	478	18,29
Limoeiro do Norte (Município) (230760)	71,99	0,00	1,39	0,35	0,00	0,00	232	40,44
Maracanaú (Município) (230765)	1,88	0,00	2,52	0,14	0,00	0,05	480	22,03
Maranguape (Município) (230770)	2,57	0,00	2,41	0,00	0,00	0,00	173	14,37
Morada Nova (Município) (230870)	12,36	0,00	1,77	0,00	0,00	0,00	100	16,05
Pacajus (Município) (230960)	1,05	0,00	3,01	0,00	0,00	0,00	108	16,24
Pacatuba (Município) (230970)	2,57	0,00	2,06	0,00	0,00	0,00	162	20,84
Pindoretama (Município) (231085)	6,08	0,00	2,03	0,00	0,00	0,00	88	44,60
Quixadá (Município) (231130)	9,52	0,00	4,05	0,00	0,00	0,00	409	48,70
Quixeramobim (Município) (231140)	51,74	0,00	3,44	0,26	0,13	0,00	515	68,15
Russas (Município) (231180)	160,41	0,00	10,08	0,00	0,00	0,00	456	62,09
São Gonçalo do Amarante (Município) (231240)	7,57	0,00	1,95	0,00	0,00	0,00	128	27,68
Sobral (Município) (231290)	18,47	0,00	0,71	0,00	0,00	0,00	595	30,10
Tauá (Município) (231330)	87,87	0,00	21,66	0,00	0,00	0,00	454	79,31
Tianguá (Município) (231340)	13,87	0,00	1,11	0,00	0,00	0,00	277	38,41
Trairi (Município) (231350)	3,73	0,00	1,31	0,00	0,00	0,00	63	11,76
Viçosa do Ceará (Município) (231410)	19,06	0,00	0,17	0,00	0,00	0,00	342	59,25
Açu (Município) (240020)	42,94	0,00	1,42	0,00	0,00	0,00	343	60,87
Caicó (Município) (240200)	84,68	0,00	11,17	0,15	0,15	0,00	249	37,59
Ceará-Mirim (Município) (240260)	4,04	0,00	0,28	0,00	0,00	0,00	113	15,73
Parnamirim (Município) (240325)	2,48	0,00	0,87	0,00	0,09	0,00	324	14,12
Extremoz (Município) (240360)	1,50	0,00	0,00	0,00	0,00	0,00	47	17,62
Macaíba (Município) (240710)	2,51	0,00	0,40	0,00	0,00	0,00	106	14,03
Monte Alegre (Município) (240780)	4,12	0,00	0,46	0,00	0,00	0,00	57	26,11
Mossoró (Município) (240800)	3,82	0,00	0,18	0,00	0,00	0,00	351	12,52
Natal (Município) (240810)	2,18	0,00	0,64	0,05	0,04	0,00	1.441	16,87
Nísia Floresta (Município) (240820)	1,94	0,00	0,39	0,39	0,00	0,00	37	14,34
São Gonçalo do Amarante (Município) (241200)	40,54	0,00	0,53	0,00	0,00	0,11	1.039	109,12
São José de Mipibu (Município) (241220)	3,54	0,00	1,42	0,00	0,00	0,00	72	17,00
Vera Cruz (Município) (241480)	2,58	0,00	0,00	0,00	0,00	0,00	10	8,59
Alhandra (Município) (250060)	6,36	0,00	0,53	0,00	0,00	0,00	71	37,63
Bayeux (Município) (250180)	13,13	0,00	1,26	0,11	0,00	0,00	430	45,17
Caaporã (Município) (250300)	121,63	0,00	0,47	0,00	0,00	0,00	118	55,63
Cabedelo (Município) (250320)	8,73	0,00	1,75	0,00	0,00	0,00	212	33,63
Cajazeiras (Município) (250370)	15,34	0,00	7,26	0,00	0,00	0,00	222	36,63
Campina Grande (Município) (250400)	33,82	0,00	7,57	0,00	0,00	0,00	1.932	48,30
Conde (Município) (250460)	9,95	0,00	0,00	0,00	0,00	0,00	136	58,84
Cruz do Espírito Santo (Município) (250490)	9,50	0,00	0,00	0,00	0,00	0,00	42	24,95
Guarabira (Município) (250630)	11,68	0,00	4,53	0,00	0,00	0,00	187	32,59
João Pessoa (Município) (250750)	11,53	0,00	1,23	0,05	0,04	0,00	3.684	47,87
Lucena (Município) (250860)	5,62	0,00	1,61	0,00	0,00	0,00	25	20,06
Mamanguape (Município) (250890)	6,87	0,00	1,37	0,00	0,00	0,00	78	17,86
Patos (Município) (251080)	10,70	0,00	0,95	0,00	0,10	0,00	69	6,59
Pedras de Fogo (Município) (251120)	22,81	0,00	2,50	0,00	0,00	0,36	146	52,04
Pitimbu (Município) (251190)	12,12	0,00	0,55	0,00	0,00	0,00	30	16,53
Rio Tinto (Município) (251290)	3,77	0,00	0,00	0,00	0,00	0,00	33	13,82
Santa Rita (Município) (251370)	15,28	0,00	0,23	0,23	0,00	0,00	542	40,79
Sapé (Município) (251530)	4,45	0,00	1,35	0,00	0,00	0,00	139	26,89
Sousa (Município) (251620)	3,53	0,00	0,73	0,00	0,00	0,00	20	2,94
Abreu e Lima (Município) (260005)	6,24	0,00	1,02	0,10	0,00	0,10	270	27,61
Araçoiaba (Município) (260105)	3,62	0,00	0,00	0,52	0,00	0,00	33	17,07
Araripina (Município) (260110)	102,39	0,00	1,37	0,00	0,00	0,00	21	2,61
Arcoverde (Município) (260120)	13,73	0,00	0,42	0,00	0,00	0,00	100	13,87
Belo Jardim (Município) (260170)	16,55	0,00	2,00	0,00	0,00	0,00	208	27,77
Bezerros (Município) (260190)	2,82	0,00	0,17	0,00	0,00	0,00	81	13,45
Brejo da Madre de Deus (Município) (260260)	8,34	0,00	0,83	0,00	0,00	0,00	103	21,47
Buíque (Município) (260280)	60,25	0,00	0,72	0,00	0,00	0,00	124	22,44
Cabo de Santo Agostinho (Município) (260290)	4,84	0,00	0,71	0,46	0,00	0,10	630	32,12
Camaragibe (Município) (260345)	5,41	0,00	0,53	0,20	0,00	0,07	381	25,13
Carpina (Município) (260400)	7,69	0,00	2,52	0,00	0,00	0,13	121	15,26
Caruaru (Município) (260410)	5,10	0,00	0,44	0,06	0,00	0,03	665	19,71
Escada (Município) (260520)	16,56	0,00	0,60	0,60	0,00	0,00	280	42,16
Garanhuns (Município) (260600)	10,95	0,00	0,67	0,00	0,00	0,07	258	19,09
Goiana (Município) (260620)	15,40	0,00	0,77	0,00	0,00	0,00	306	39,26
Gravatá (Município) (260640)	6,59	0,00	1,74	0,00	0,00	0,00	148	18,40
Igarassu (Município) (260680)	5,95	0,00	0,64	0,00	0,00	0,09	209	19,12
Ipojuca (Município) (260720)	4,55	0,00	0,11	0,23	0,00	0,11	157	17,86
Ilha de Itamaracá (Município) (260760)	2,93	0,00	0,84	0,00	0,00	0,00	34	14,21
Itapissuma (Município) (260775)	3,97	0,00	0,00	0,00	0,00	0,00	49	19,43
Jaboatão dos Guararapes (Município) (260790)	8,61	0,00	0,41	0,22	0,00	0,03	2.015	29,83
Limoeiro (Município) (260890)	13,47	0,00	1,06	0,00	0,00	0,35	279	49,46
Moreno (Município) (260940)	9,69	0,00	1,00	0,00	0,00	0,00	173	28,91
Olinda (Município) (260960)	6,70	0,00	0,85	0,54	0,03	0,05	897	23,11
Ouricuri (Município) (260990)	22,31	0,00	0,00	0,00	0,00	0,00	219	32,35
Palmares (Município) (261000)	41,63	0,00	0,49	0,00	0,00	0,00	210	34,02
Paudalho (Município) (261060)	12,21	0,00	0,37	0,19	0,00	0,00	116	21,46
Paulista (Município) (261070)	4,14	0,00	0,63	0,32	0,00	0,00	537	16,96
Pesqueira (Município) (261090)	57,52	0,00	14,99	0,00	0,00	0,00	250	38,24
Petrolina (Município) (261110)	6,03	0,00	0,22	0,00	0,03	0,00	640	20,01
Recife (Município) (261160)	7,34	0,00	0,44	0,23	0,00	0,02	4.680	29,26
Salgueiro (Município) (261220)	87,06	0,00	3,90	0,00	0,00	0,00	343	58,10
Santa Cruz do Capibaribe (Município) (261250)	4,85	0,00	0,21	0,00	0,00	0,00	133	13,72
São Bento do Una (Município) (261300)	14,18	0,00	0,18	0,00	0,00	0,35	105	18,61
São Lourenço da Mata (Município) (261370)	3,42	0,00	0,28	0,18	0,00	0,00	222	20,50
Serra Talhada (Município) (261390)	82,00	0,00	3,97	0,12	0,00	0,00	901	108,49
Surubim (Município) (261450)	9,70	0,00	0,48	0,00	0,00	0,32	200	32,32
Timbaúba (Município) (261530)	5,17	0,00	0,18	0,18	0,00	0,00	75	13,86
Vitória de Santo Antão (Município) (261640)	50,93	0,00	3,81	0,30	0,00	0,07	1.358	101,41
Arapiraca (Município) (270030)	55,39	0,00	7,56	0,00	0,00	0,00	1.654	72,66
Barra de Santo Antônio (Município) (270050)	18,21	0,00	0,00	0,65	0,00	0,00	57	37,07
Barra de São Miguel (Município) (270060)	27,12	0,00	0,00	0,00	0,00	0,00	25	30,82
Campo Alegre (Município) (270140)	13,78	0,00	0,18	0,00	0,00	0,00	137	24,84
Coqueiro Seco (Município) (270220)	22,35	0,00	0,00	0,00	0,00	0,00	26	44,70
Coruripe (Município) (270230)	21,38	0,00	0,36	0,00	0,18	0,00	246	44,21
Delmiro Gouveia (Município) (270240)	23,73	0,00	2,35	0,00	0,59	0,00	71	13,92
Maceió (Município) (270430)	13,92	0,00	0,13	0,17	0,03	0,00	2.847	28,56
Marechal Deodoro (Município) (270470)	12,24	0,00	0,60	0,20	0,00	0,00	142	28,48
Messias (Município) (270520)	35,07	0,00	0,00	0,00	0,00	0,00	94	54,94
Palmeira dos Índios (Município) (270630)	42,29	0,00	2,72	0,14	0,00	0,00	317	43,11
Paripueira (Município) (270644)	9,62	0,00	0,00	0,00	0,00	0,00	41	32,87
Penedo (Município) (270670)	33,34	0,00	1,57	0,00	0,00	0,00	344	54,09
Pilar (Município) (270690)	72,85	0,00	12,00	0,00	0,00	0,00	201	57,42
Rio Largo (Município) (270770)	30,07	0,00	0,42	0,14	0,00	0,14	300	41,76
Santa Luzia do Norte (Município) (270790)	19,29	0,00	0,00	0,00	0,00	0,00	34	46,85
São Miguel dos Campos (Município) (270860)	25,22	0,00	0,00	0,00	0,00	0,00	204	34,53
Satuba (Município) (270890)	13,98	0,00	0,00	0,00	0,00	0,00	35	22,24
União dos Palmares (Município) (270930)	20,92	0,00	4,73	0,31	0,00	0,15	226	34,51
Aracaju (Município) (280030)	3,37	0,00	0,94	0,03	0,00	0,02	698	11,36
Barra dos Coqueiros (Município) (280060)	4,00	0,00	0,00	0,00	0,00	0,00	16	5,82
Estância (Município) (280210)	5,48	0,00	0,30	0,15	0,00	0,00	181	26,82
Itabaiana (Município) (280290)	1,31	0,00	0,11	0,00	0,00	0,00	105	11,43
Lagarto (Município) (280350)	10,27	0,00	0,70	0,20	0,00	0,00	246	24,52
Nossa Senhora do Socorro (Município) (280480)	4,06	0,00	0,93	0,29	0,00	0,00	277	16,05
São Cristóvão (Município) (280670)	2,95	0,00	0,00	0,24	0,00	0,00	97	11,46
Tobias Barreto (Município) (280740)	9,89	0,00	0,00	0,00	0,00	0,00	50	9,89
Alagoinhas (Município) (290070)	6,95	0,00	0,13	0,00	0,00	0,00	184	12,06
Araci (Município) (290210)	20,84	0,00	1,08	0,00	0,00	0,00	55	9,88
Barra (Município) (290270)	67,09	0,00	7,12	0,00	0,00	0,00	256	47,98
Barreiras (Município) (290320)	13,52	0,00	4,24	0,00	0,00	0,00	547	36,25
Bom Jesus da Lapa (Município) (290390)	5,42	0,00	2,20	0,00	0,00	0,00	101	14,79
Brumado (Município) (290460)	7,12	0,00	7,12	0,00	0,00	0,00	211	30,68
Caetité (Município) (290520)	18,98	0,00	5,75	0,00	0,19	0,00	166	31,82
Camaçari (Município) (290570)	1,71	0,00	0,04	0,04	0,00	0,00	355	12,88
Campo Formoso (Município) (290600)	76,64	0,00	1,40	0,00	0,00	0,00	273	38,18
Candeias (Município) (290650)	4,47	0,00	0,22	0,34	0,00	0,00	161	18,01
Casa Nova (Município) (290720)	36,16	0,00	0,85	0,00	0,00	0,00	262	37,01
Catu (Município) (290750)	8,72	0,00	1,82	0,00	0,18	0,00	86	15,63
Conceição do Coité (Município) (290840)	91,47	0,00	6,55	0,00	0,00	0,00	405	60,33
Cruz das Almas (Município) (290980)	3,16	0,00	0,32	0,00	0,00	0,00	79	12,48
Dias d'Ávila (Município) (291005)	3,20	0,00	0,40	0,00	0,00	0,00	99	13,18
Euclides da Cunha (Município) (291070)	25,43	0,00	2,48	0,00	0,00	0,00	166	27,41
Eunápolis (Município) (291072)	12,82	0,00	8,66	0,00	0,00	0,00	322	29,06
Feira de Santana (Município) (291080)	3,55	0,00	1,27	0,03	0,00	0,02	622	10,26
Guanambi (Município) (291170)	3,90	0,00	2,01	0,00	0,00	0,00	186	21,97
Ilhéus (Município) (291360)	11,81	0,00	6,93	0,22	0,00	0,00	793	42,95
Ipirá (Município) (291400)	9,16	0,00	0,16	0,16	0,00	0,00	70	11,24
Irecê (Município) (291460)	5,83	0,00	1,80	0,00	0,00	0,00	134	18,60
Itaberaba (Município) (291470)	28,72	0,00	0,15	0,00	0,00	0,00	178	27,05
Itabuna (Município) (291480)	28,97	0,00	2,34	0,05	0,00	0,00	363	16,64
Itamaraju (Município) (291560)	12,07	0,00	7,90	0,00	0,00	0,00	203	30,24
Itaparica (Município) (291610)	17,02	0,00	0,45	0,00	0,00	0,00	210	94,05
Itapetinga (Município) (291640)	14,33	0,00	10,45	0,00	0,00	0,00	218	29,20
Jacobina (Município) (291750)	36,76	0,00	7,23	0,00	0,00	0,00	112	13,28
Jaguaquara (Município) (291760)	91,25	0,00	31,15	0,00	0,00	0,18	822	149,72
Jequié (Município) (291800)	32,22	0,00	19,39	0,12	0,00	0,25	1.532	94,92
Juazeiro (Município) (291840)	8,94	0,00	0,42	0,00	0,00	0,00	544	25,33
Lauro de Freitas (Município) (291920)	2,17	0,00	0,33	0,00	0,00	0,00	206	11,17
