Localidade	"População total
(pessoas) (IBGE)"	"População das cidades declarantes do SNIS
(pessoas) (SNIS)"	"População urbana total
(pessoas) (SNIS)"	"Área do município
(km²) (IBGE)"	"População total que mora em domicílios sem acesso ao serviço de coleta de esgoto
(pessoas) (SNIS)"	"População urbana que mora em domicílios sem acesso ao serviço de coleta de esgoto
(pessoas) (SNIS)"	"Parcela da população urbana que mora em domicílios sem acesso ao serviço de coleta de esgoto
(% da população) (SNIS)"	"Parcela da população total que mora em domicílios sem acesso ao serviço de coleta de esgoto
(% da população) (SNIS)"
Dom Eliseu (Município) (150293)	57.251	57.251	36.275	5.268,820	57.251	36.275	100,0%	100,0%
Igarapé-Miri (Município) (150330)	60.675	60.675	27.377	1.996,790	60.675	27.377	100,0%	100,0%
Ipixuna do Pará (Município) (150345)	60.433	60.433	14.401	5.215,560	-	-	-	-
Itaituba (Município) (150360)	98.485	98.485	71.401	62.042,470	98.485	71.401	100,0%	100,0%
Itupiranga (Município) (150370)	51.806	51.806	20.724	7.880,110	51.806	20.724	100,0%	100,0%
Jacundá (Município) (150380)	56.781	56.781	50.505	2.008,320	56.781	50.505	100,0%	100,0%
Juruti (Município) (150390)	55.179	55.179	18.577	8.305,130	-	-	-	-
Marabá (Município) (150420)	266.932	266.932	212.786	15.128,060	54.146	0	0,0%	20,3%
Marituba (Município) (150442)	125.435	125.435	124.134	103,340	125.435	124.134	100,0%	100,0%
Moju (Município) (150470)	78.629	78.629	28.256	9.094,140	78.629	28.256	100,0%	100,0%
Monte Alegre (Município) (150480)	56.391	56.391	24.976	18.152,560	56.391	24.976	100,0%	100,0%
Novo Repartimento (Município) (150506)	72.347	72.347	32.588	15.398,720	71.587	31.838	97,7%	98,9%
Óbidos (Município) (150510)	50.596	50.596	26.118	28.021,440	50.596	26.118	100,0%	100,0%
Oriximiná (Município) (150530)	70.071	70.071	44.800	107.603,660	70.071	44.800	100,0%	100,0%
Paragominas (Município) (150550)	108.547	108.547	84.902	19.342,250	96.707	73.062	86,1%	89,1%
Parauapebas (Município) (150553)	196.259	196.259	176.853	6.886,210	170.508	151.102	85,4%	86,9%
Portel (Município) (150580)	59.322	59.322	28.258	25.384,960	59.322	28.258	100,0%	100,0%
Redenção (Município) (150613)	81.647	81.647	75.713	3.823,810	81.647	75.713	100,0%	100,0%
Rondon do Pará (Município) (150618)	50.460	50.460	37.279	8.246,390	50.460	37.279	100,0%	100,0%
Santa Bárbara do Pará (Município) (150635)	20.077	20.077	6.393	278,150	19.957	6.273	98,1%	99,4%
Santa Izabel do Pará (Município) (150650)	67.686	67.686	48.944	717,660	-	-	-	-
Santana do Araguaia (Município) (150670)	68.934	68.934	36.415	11.591,460	68.934	36.415	100,0%	100,0%
Santarém (Município) (150680)	294.447	294.447	215.693	17.898,390	281.812	203.058	94,1%	95,7%
São Félix do Xingu (Município) (150730)	120.580	120.580	59.555	84.212,850	120.580	59.555	100,0%	100,0%
São Miguel do Guamá (Município) (150760)	56.667	56.667	35.037	1.110,180	56.667	35.037	100,0%	100,0%
Tailândia (Município) (150795)	100.300	100.300	74.264	4.430,220	100.300	74.264	100,0%	100,0%
Tomé-Açu (Município) (150800)	61.095	61.095	34.119	5.145,360	61.095	34.119	100,0%	100,0%
Tucuruí (Município) (150810)	108.885	108.885	103.632	2.086,190	108.885	103.632	100,0%	100,0%
Ulianópolis (Município) (150812)	55.739	55.739	36.685	5.088,470	55.738	36.684	100,0%	100,0%
Vigia (Município) (150820)	51.705	51.705	34.931	539,080	51.705	34.931	100,0%	100,0%
Viseu (Município) (150830)	59.401	59.401	19.268	4.915,070	59.401	19.268	100,0%	100,0%
Macapá (Município) (160030)	465.495	465.495	445.634	6.503,460	423.999	405.348	91,0%	91,1%
Santana (Município) (160060)	113.854	113.854	111.436	1.541,220	112.457	110.039	98,7%	98,8%
Araguaína (Município) (170210)	173.112	173.112	164.416	4.000,420	142.923	134.227	81,6%	82,6%
Gurupi (Município) (170950)	84.628	84.628	82.693	1.836,090	64.253	62.091	75,1%	75,9%
Paraíso do Tocantins (Município) (171610)	49.727	49.727	47.551	1.268,060	39.226	37.050	77,9%	78,9%
Porto Nacional (Município) (171820)	52.510	52.510	45.340	4.449,920	14.649	7.479	16,5%	27,9%
Palmas (Município) (172100)	279.856	279.856	271.779	2.218,940	86.004	88.015	32,4%	30,7%
Açailândia (Município) (210005)	110.543	110.543	83.122	5.806,440	110.543	83.122	100,0%	100,0%
Alcântara (Município) (210020)	21.667	21.667	6.345	1.457,920	21.667	6.345	100,0%	100,0%
Bacabal (Município) (210120)	103.020	103.020	80.200	1.683,070	-	-	-	-
Balsas (Município) (210140)	93.511	93.511	81.468	13.141,760	93.511	81.468	100,0%	100,0%
Barra do Corda (Município) (210160)	86.662	86.662	54.037	5.190,340	86.662	54.037	100,0%	100,0%
Barreirinhas (Município) (210170)	61.621	61.621	24.739	3.026,540	59.951	23.069	93,2%	97,3%
Buriticupu (Município) (210232)	71.227	71.227	39.075	2.545,440	71.227	39.075	100,0%	100,0%
Caxias (Município) (210300)	161.926	161.926	123.728	5.196,770	152.882	114.684	92,7%	94,4%
Chapadinha (Município) (210320)	78.348	78.348	56.485	3.247,390	78.348	56.485	100,0%	100,0%
Codó (Município) (210330)	120.548	120.548	82.768	4.361,340	109.908	72.128	87,1%	91,2%
Coroatá (Município) (210360)	64.123	64.123	44.730	2.263,770	64.123	44.730	100,0%	100,0%
Grajaú (Município) (210480)	68.458	68.458	40.838	8.863,570	68.458	40.838	100,0%	100,0%
Imperatriz (Município) (210530)	253.873	253.873	240.582	1.368,990	187.781	174.490	72,5%	74,0%
Itapecuru Mirim (Município) (210540)	67.104	67.104	37.456	1.471,440	67.104	37.456	100,0%	100,0%
Paço do Lumiar (Município) (210750)	119.915	119.915	89.902	125,260	85.140	63.830	71,0%	71,0%
Pinheiro (Município) (210860)	81.924	81.924	48.724	1.512,970	81.924	48.724	100,0%	100,0%
Raposa (Município) (210945)	30.304	30.304	19.194	66,400	-	-	-	-
Santa Inês (Município) (210990)	83.759	83.759	79.332	786,690	83.759	79.332	100,0%	100,0%
Santa Luzia (Município) (211000)	71.329	71.329	24.844	4.837,040	71.329	24.844	100,0%	100,0%
São José de Ribamar (Município) (211120)	176.008	176.008	40.707	385,780	120.354	27.835	68,4%	68,4%
São Luís (Município) (211130)	1.082.935	1.082.935	1.022.841	834,830	565.864	505.770	49,4%	52,3%
Timon (Município) (211220)	166.295	166.295	144.551	1.764,610	166.295	144.551	100,0%	100,0%
Tutóia (Município) (211250)	57.955	57.955	20.508	1.651,650	57.955	20.508	100,0%	100,0%
Vargem Grande (Município) (211270)	55.710	55.710	30.088	1.957,750	55.710	30.088	100,0%	100,0%
Viana (Município) (211280)	51.503	51.503	28.006	1.168,440	-	-	-	-
Zé Doca (Município) (211400)	50.806	50.806	31.253	2.140,110	50.806	31.253	100,0%	100,0%
Altos (Município) (220040)	39.795	39.795	28.074	957,650	37.605	25.884	92,2%	94,5%
Beneditinos (Município) (220160)	10.032	10.032	6.337	788,580	10.032	6.337	100,0%	100,0%
Coivaras (Município) (220273)	3.942	3.942	1.213	485,500	3.942	1.213	100,0%	100,0%
Curralinhos (Município) (220325)	4.353	4.353	1.385	345,850	-	-	-	-
Demerval Lobão (Município) (220330)	13.575	13.575	11.116	216,810	13.575	11.116	100,0%	100,0%
Floriano (Município) (220390)	58.892	58.892	51.011	3.409,650	56.599	48.718	95,5%	96,1%
José de Freitas (Município) (220550)	38.440	38.440	22.390	1.538,170	38.440	22.390	100,0%	100,0%
Lagoa Alegre (Município) (220555)	8.365	8.365	3.178	394,660	8.365	3.178	100,0%	100,0%
Lagoa do Piauí (Município) (220558)	3.987	3.987	1.726	426,630	3.987	1.726	100,0%	100,0%
Miguel Leão (Município) (220630)	1.231	1.231	847	93,520	-	-	-	-
Monsenhor Gil (Município) (220640)	10.409	10.409	5.348	582,550	10.409	5.348	100,0%	100,0%
Nazária (Município) (220672)	8.398	8.398	1.720	363,590	8.398	1.720	100,0%	100,0%
Parnaíba (Município) (220770)	150.201	150.201	141.727	434,230	100.193	91.719	64,7%	66,7%
Pau D'Arco do Piauí (Município) (220779)	3.957	3.957	586	430,820	-	-	-	-
Picos (Município) (220800)	76.749	76.749	60.956	577,300	47.278	31.485	51,7%	61,6%
Piripiri (Município) (220840)	62.695	62.695	45.160	1.408,930	62.695	45.160	100,0%	100,0%
Teresina (Município) (221100)	847.430	847.430	798.854	1.391,980	648.347	599.771	75,1%	76,5%
União (Município) (221110)	43.689	43.689	21.474	1.173,450	43.689	21.474	100,0%	100,0%
Acaraú (Município) (230020)	61.715	61.715	30.285	842,560	59.062	27.632	91,2%	95,7%
Acopiara (Município) (230030)	53.358	53.358	26.312	2.265,350	49.592	22.546	85,7%	92,9%
Aquiraz (Município) (230100)	78.438	78.438	72.449	481,600	65.611	59.622	82,3%	83,6%
Aracati (Município) (230110)	73.188	73.188	46.600	1.228,060	62.649	36.061	77,4%	85,6%
Barbalha (Município) (230190)	59.343	59.343	40.785	569,510	55.538	36.980	90,7%	93,6%
Beberibe (Município) (230220)	52.719	52.719	23.105	1.623,880	49.512	19.898	86,1%	93,9%
Boa Viagem (Município) (230240)	53.945	53.945	27.337	2.836,780	53.945	27.337	100,0%	100,0%
Camocim (Município) (230260)	62.734	62.734	46.569	1.124,780	44.926	28.761	61,8%	71,6%
Canindé (Município) (230280)	77.261	77.261	48.630	3.218,480	68.673	40.042	82,3%	88,9%
Cascavel (Município) (230350)	70.574	70.574	59.920	835,000	69.451	58.797	98,1%	98,4%
Caucaia (Município) (230370)	358.164	358.164	319.402	1.228,510	246.661	207.899	65,1%	68,9%
Chorozinho (Município) (230395)	19.194	19.194	11.595	278,410	19.194	11.595	100,0%	100,0%
Crateús (Município) (230410)	74.350	74.350	53.756	2.985,150	54.505	33.911	63,1%	73,3%
Crato (Município) (230420)	129.662	129.662	107.759	1.176,470	97.768	75.865	70,4%	75,4%
Eusébio (Município) (230428)	51.913	51.913	51.913	79,010	47.162	47.162	90,8%	90,8%
Fortaleza (Município) (230440)	2.609.716	2.609.716	2.609.716	314,930	1.313.291	1.313.291	50,3%	50,3%
Granja (Município) (230470)	54.146	54.146	26.630	2.663,030	53.146	25.630	96,2%	98,2%
Guaiúba (Município) (230495)	26.091	26.091	20.444	267,130	23.920	18.273	89,4%	91,7%
Horizonte (Município) (230523)	64.673	64.673	59.824	160,760	60.053	55.204	92,3%	92,9%
Icó (Município) (230540)	67.345	67.345	31.342	1.872,000	49.365	13.362	42,6%	73,3%
Iguatu (Município) (230550)	102.013	102.013	78.894	1.029,210	86.437	63.318	80,3%	84,7%
Itaitinga (Município) (230625)	38.933	38.933	38.659	151,630	38.324	38.050	98,4%	98,4%
Itapajé (Município) (230630)	51.538	51.538	36.231	430,570	49.688	34.731	95,9%	96,4%
Itapipoca (Município) (230640)	126.234	126.234	72.771	1.614,160	96.642	43.179	59,3%	76,6%
Juazeiro do Norte (Município) (230730)	268.248	268.248	257.718	248,830	208.222	197.692	76,7%	77,6%
Limoeiro do Norte (Município) (230760)	58.552	58.552	33.804	750,070	47.571	22.823	67,5%	81,2%
Maracanaú (Município) (230765)	223.188	223.188	221.657	106,650	157.205	155.674	70,2%	70,4%
Maranguape (Município) (230770)	125.058	125.058	95.047	590,870	114.827	84.816	89,2%	91,8%
Morada Nova (Município) (230870)	61.722	61.722	35.205	2.778,580	60.122	33.605	95,5%	97,4%
Pacajus (Município) (230960)	69.877	69.877	57.263	254,640	67.968	55.354	96,7%	97,3%
Pacatuba (Município) (230970)	81.627	81.627	70.106	131,990	51.757	40.236	57,4%	63,4%
Pindoretama (Município) (231085)	20.430	20.430	12.335	75,140	20.430	12.335	100,0%	100,0%
Quixadá (Município) (231130)	85.991	85.991	61.327	2.019,830	75.843	51.179	83,5%	88,2%
Quixeramobim (Município) (231140)	77.931	77.931	47.075	3.275,630	77.931	47.075	100,0%	100,0%
Russas (Município) (231180)	75.762	75.762	48.769	1.590,260	64.886	37.893	77,7%	85,6%
São Gonçalo do Amarante (Município) (231240)	47.791	47.791	31.073	834,450	41.168	24.450	78,7%	86,1%
Sobral (Município) (231290)	203.682	203.682	179.960	2.122,900	30.553	27.000	15,0%	15,0%
Tauá (Município) (231330)	57.914	57.914	33.532	4.018,160	53.972	29.590	88,2%	93,2%
Tianguá (Município) (231340)	74.107	74.107	49.287	908,890	62.016	37.196	75,5%	83,7%
Trairi (Município) (231350)	54.820	54.820	20.025	925,720	53.584	18.789	93,8%	97,7%
Viçosa do Ceará (Município) (231410)	59.487	59.487	19.297	1.311,630	56.777	16.587	86,0%	95,4%
Açu (Município) (240020)	57.743	57.743	42.698	1.303,440	57.743	42.698	100,0%	100,0%
Caicó (Município) (240200)	67.747	67.747	62.077	1.228,580	61.950	56.280	90,7%	91,4%
Ceará-Mirim (Município) (240260)	73.370	73.370	38.218	724,380	48.186	16.100	42,1%	65,7%
Parnamirim (Município) (240325)	248.623	248.623	248.623	123,470	239.715	239.715	96,4%	96,4%
Extremoz (Município) (240360)	27.933	27.933	17.928	139,580	-	-	-	-
Macaíba (Município) (240710)	79.211	79.211	48.611	510,770	76.775	46.175	95,0%	96,9%
Monte Alegre (Município) (240780)	22.311	22.311	9.710	210,920	21.033	8.432	86,8%	94,3%
Mossoró (Município) (240800)	291.937	291.937	266.572	2.099,330	161.426	136.061	51,0%	55,3%
Natal (Município) (240810)	877.662	877.662	877.662	167,260	542.636	542.636	61,8%	61,8%
Nísia Floresta (Município) (240820)	26.994	26.994	10.646	307,840	26.994	10.646	100,0%	100,0%
São Gonçalo do Amarante (Município) (241200)	99.724	99.724	84.289	249,120	82.444	67.009	79,5%	82,7%
São José de Mipibu (Município) (241220)	43.598	43.598	19.984	290,330	43.328	19.714	98,6%	99,4%
Vera Cruz (Município) (241480)	12.196	12.196	5.342	83,890	12.196	5.342	100,0%	100,0%
Alhandra (Município) (250060)	19.412	19.412	12.023	182,660	19.412	12.023	100,0%	100,0%
Bayeux (Município) (250180)	96.583	96.583	95.689	27,540	86.839	85.945	89,8%	89,9%
Caaporã (Município) (250300)	21.717	21.717	18.716	150,170	21.717	18.716	100,0%	100,0%
Cabedelo (Município) (250320)	66.858	66.858	66.849	31,920	50.397	50.388	75,4%	75,4%
Cajazeiras (Município) (250370)	61.816	61.816	50.240	565,900	52.282	40.706	81,0%	84,6%
Campina Grande (Município) (250400)	407.754	407.754	388.696	593,030	42.785	23.727	6,1%	10,5%
Conde (Município) (250460)	24.380	24.380	16.504	172,950	24.380	16.504	100,0%	100,0%
Cruz do Espírito Santo (Município) (250490)	17.389	17.389	7.958	191,100	17.389	7.958	100,0%	100,0%
Guarabira (Município) (250630)	58.529	58.529	51.794	165,740	23.946	17.211	33,2%	40,9%
João Pessoa (Município) (250750)	801.718	801.718	798.693	211,480	202.219	199.194	24,9%	25,2%
Lucena (Município) (250860)	12.965	12.965	11.221	88,550	12.965	11.221	100,0%	100,0%
Mamanguape (Município) (250890)	44.694	44.694	36.169	340,480	38.063	29.538	81,7%	85,2%
Patos (Município) (251080)	107.067	107.067	103.455	473,060	97.434	93.822	90,7%	91,0%
Pedras de Fogo (Município) (251120)	28.395	28.395	17.183	404,880	26.799	15.587	90,7%	94,4%
Pitimbu (Município) (251190)	18.938	18.938	11.551	136,440	18.938	11.551	100,0%	100,0%
Rio Tinto (Município) (251290)	24.090	24.090	13.690	465,670	24.090	13.690	100,0%	100,0%
Santa Rita (Município) (251370)	135.915	135.915	117.170	730,210	130.708	111.963	95,6%	96,2%
Sapé (Município) (251530)	52.463	52.463	39.906	315,530	41.504	28.947	72,5%	79,1%
Sousa (Município) (251620)	69.196	69.196	54.556	738,550	-	-	-	-
Abreu e Lima (Município) (260005)	98.990	98.990	90.809	126,190	76.065	67.884	74,8%	76,8%
Araçoiaba (Município) (260105)	20.046	20.046	16.857	96,380	20.046	16.857	100,0%	100,0%
Araripina (Município) (260110)	83.287	83.287	50.540	2.037,390	47.351	14.604	28,9%	56,9%
Arcoverde (Município) (260120)	73.154	73.154	66.641	323,370	69.368	62.855	94,3%	94,8%
Belo Jardim (Município) (260170)	75.729	75.729	60.884	647,700	75.729	60.884	100,0%	100,0%
Bezerros (Município) (260190)	60.469	60.469	51.267	490,820	60.469	51.267	100,0%	100,0%
Brejo da Madre de Deus (Município) (260260)	49.624	49.624	38.579	762,350	29.124	18.079	46,9%	58,7%
Buíque (Município) (260280)	57.120	57.120	23.235	1.320,870	57.120	23.235	100,0%	100,0%
Cabo de Santo Agostinho (Município) (260290)	202.636	202.636	183.753	448,740	181.323	162.440	88,4%	89,5%
Camaragibe (Município) (260345)	155.228	155.228	155.228	51,260	152.848	152.848	98,5%	98,5%
Carpina (Município) (260400)	81.884	81.884	78.819	147,670	81.884	78.819	100,0%	100,0%
Caruaru (Município) (260410)	351.686	351.686	312.238	920,610	183.505	144.057	46,1%	52,2%
Escada (Município) (260520)	67.839	67.839	57.636	342,200	67.839	57.636	100,0%	100,0%
Garanhuns (Município) (260600)	137.810	137.810	122.846	458,550	123.802	108.838	88,6%	89,8%
Goiana (Município) (260620)	78.940	78.940	60.553	445,810	78.940	60.553	100,0%	100,0%
Gravatá (Município) (260640)	82.579	82.579	73.860	506,790	81.054	72.335	97,9%	98,2%
Igarassu (Município) (260680)	113.956	113.956	104.920	305,560	110.365	101.329	96,6%	96,8%
Ipojuca (Município) (260720)	92.965	92.965	68.849	527,110	80.049	55.933	81,2%	86,1%
Ilha de Itamaracá (Município) (260760)	25.346	25.346	19.681	66,680	25.346	19.681	100,0%	100,0%
Itapissuma (Município) (260775)	26.073	26.073	20.096	74,240	23.073	17.096	85,1%	88,5%
Jaboatão dos Guararapes (Município) (260790)	691.125	691.125	676.088	258,690	560.148	545.111	80,6%	81,0%
Limoeiro (Município) (260890)	56.203	56.203	45.174	273,740	56.203	45.174	100,0%	100,0%
Moreno (Município) (260940)	61.577	61.577	54.518	196,070	42.826	35.767	65,6%	69,5%
Olinda (Município) (260960)	390.144	390.144	382.453	41,680	216.937	209.246	54,7%	55,6%
Ouricuri (Município) (260990)	68.236	68.236	34.560	2.381,580	68.236	34.560	100,0%	100,0%
Palmares (Município) (261000)	62.571	62.571	49.284	339,290	62.571	49.284	100,0%	100,0%
Paudalho (Município) (261060)	55.493	55.493	39.258	274,780	55.493	39.258	100,0%	100,0%
Paulista (Município) (261070)	325.590	325.590	325.590	97,310	162.155	162.155	49,8%	49,8%
Pesqueira (Município) (261090)	66.524	66.524	47.702	980,880	0	0	0,0%	0,0%
Petrolina (Município) (261110)	337.683	337.683	251.819	4.561,870	95.468	9.604	3,8%	28,3%
Recife (Município) (261160)	1.625.583	1.625.583	1.625.583	218,440	948.185	948.185	58,3%	58,3%
Salgueiro (Município) (261220)	60.117	60.117	48.529	1.686,810	38.361	26.773	55,2%	63,8%
Santa Cruz do Capibaribe (Município) (261250)	103.660	103.660	101.307	335,310	0	0	0,0%	0,0%
São Bento do Una (Município) (261300)	58.251	58.251	30.524	719,150	35.251	20.774	68,1%	60,5%
São Lourenço da Mata (Município) (261370)	111.197	111.197	104.585	262,110	100.472	93.860	89,7%	90,4%
Serra Talhada (Município) (261390)	84.970	84.970	65.713	2.980,010	18.690	586	0,9%	22,0%
Surubim (Município) (261450)	63.780	63.780	47.998	252,860	63.780	47.998	100,0%	100,0%
Timbaúba (Município) (261530)	53.328	53.328	45.939	292,990	18.328	36.939	80,4%	34,4%
Vitória de Santo Antão (Município) (261640)	136.706	136.706	119.304	335,940	98.108	80.706	67,6%	71,8%
Arapiraca (Município) (270030)	232.671	232.671	197.309	345,660	232.671	197.309	100,0%	100,0%
Barra de Santo Antônio (Município) (270050)	15.909	15.909	14.804	131,630	-	-	-	-
Barra de São Miguel (Município) (270060)	8.336	8.336	7.177	76,620	7.745	6.586	91,8%	92,9%
Campo Alegre (Município) (270140)	57.008	57.008	24.861	312,710	43.188	11.041	44,4%	75,8%
Coqueiro Seco (Município) (270220)	5.895	5.895	5.305	39,610	5.895	5.305	100,0%	100,0%
Coruripe (Município) (270230)	57.079	57.079	50.414	898,630	48.766	42.101	83,5%	85,4%
Delmiro Gouveia (Município) (270240)	52.306	52.306	37.905	626,690	52.306	37.905	100,0%	100,0%
Maceió (Município) (270430)	1.021.709	1.021.709	1.021.031	509,550	609.737	609.059	59,7%	59,7%
Marechal Deodoro (Município) (270470)	51.715	51.715	48.807	332,140	-	-	-	-
Messias (Município) (270520)	17.789	17.789	16.179	114,160	17.789	16.179	100,0%	100,0%
Palmeira dos Índios (Município) (270630)	74.049	74.049	54.310	450,960	71.480	51.741	95,3%	96,5%
Paripueira (Município) (270644)	13.076	13.076	11.580	92,850	13.076	11.580	100,0%	100,0%
Penedo (Município) (270670)	64.292	64.292	47.938	689,880	64.292	47.938	100,0%	100,0%
Pilar (Município) (270690)	35.428	35.428	33.828	251,070	35.428	33.828	100,0%	100,0%
Rio Largo (Município) (270770)	75.688	75.688	61.835	293,820	66.580	52.727	85,3%	88,0%
Santa Luzia do Norte (Município) (270790)	7.357	7.357	6.589	28,860	7.357	6.589	100,0%	100,0%
São Miguel dos Campos (Município) (270860)	61.204	61.204	58.949	360,880	33.902	31.647	53,7%	55,4%
Satuba (Município) (270890)	13.824	13.824	12.110	41,270	13.824	12.110	100,0%	100,0%
União dos Palmares (Município) (270930)	66.255	66.255	50.629	420,720	21.089	5.720	11,3%	31,8%
Aracaju (Município) (280030)	641.523	641.523	641.523	181,860	330.528	330.528	51,5%	51,5%
Barra dos Coqueiros (Município) (280060)	29.248	29.248	24.458	89,600	10.134	5.344	21,8%	34,6%
Estância (Município) (280210)	68.846	68.846	58.532	644,490	65.832	55.518	94,9%	95,6%
Itabaiana (Município) (280290)	94.393	94.393	73.491	337,300	76.393	58.491	79,6%	80,9%
Lagarto (Município) (280350)	103.188	103.188	53.157	968,920	96.833	46.802	88,0%	93,8%
Nossa Senhora do Socorro (Município) (280480)	179.661	179.661	174.071	155,020	129.058	123.468	70,9%	71,8%
São Cristóvão (Município) (280670)	88.118	88.118	74.488	438,040	63.576	49.946	67,1%	72,1%
Tobias Barreto (Município) (280740)	51.770	51.770	34.730	1.024,190	9.770	0	0,0%	18,9%
Alagoinhas (Município) (290070)	155.362	155.362	135.763	707,560	119.400	103.789	76,4%	76,9%
Araci (Município) (290210)	55.637	55.637	21.153	1.495,550	35.065	2.489	11,8%	63,0%
Barra (Município) (290270)	54.563	54.563	24.830	11.422,540	-	-	-	-
Barreiras (Município) (290320)	155.519	155.519	140.031	7.861,760	67.632	52.183	37,3%	43,5%
Bom Jesus da Lapa (Município) (290390)	70.090	70.090	47.587	4.115,510	22.503	0	0,0%	32,1%
Brumado (Município) (290460)	69.473	69.473	48.534	2.207,610	63.959	43.020	88,6%	92,1%
Caetité (Município) (290520)	52.696	52.696	31.549	2.651,540	52.696	31.549	100,0%	100,0%
Camaçari (Município) (290570)	292.074	292.074	278.855	784,660	193.149	179.930	64,5%	66,1%
Campo Formoso (Município) (290600)	73.118	73.118	27.290	7.161,830	70.163	24.335	89,2%	96,0%
Candeias (Município) (290650)	89.271	89.271	81.580	251,630	56.017	48.326	59,2%	62,7%
Casa Nova (Município) (290720)	72.798	72.798	42.086	9.647,070	45.798	20.086	47,7%	62,9%
