Localidade	"Taxa de incidência de internações de  doenças gastrointestinais infecciosas
(Internações por 10 mil habitantes) (DATASUS)"	"Taxa de incidência de internações de  febre amarela
(Internações por 10 mil habitantes) (DATASUS)"	"Taxa de incidência de internações de  dengue
(Internações por 10 mil habitantes) (DATASUS)"	"Taxa de incidência de internações de  leptospirose
(Internações por 10 mil habitantes) (DATASUS)"	"Taxa de incidência de internações de  malária
(Internações por 10 mil habitantes) (DATASUS)"	"Taxa de incidência de internações de  esquistossomose
(Internações por 10 mil habitantes) (DATASUS)"	"Internações por doenças respiratórias: gripes e pneumonias
(Número de internações) (DATASUS)"	"Incidência de internações por doenças respiratórias: gripes e pneumonias
(Internações por 10 mil habitantes) (DATASUS)"
São Félix do Xingu (Município) (150730)	23,47	0,00	6,99	0,00	0,63	0,00	311	27,86
São Miguel do Guamá (Município) (150760)	29,17	0,00	1,45	0,00	0,00	0,00	100	18,12
Tailândia (Município) (150795)	5,54	0,00	0,96	0,00	0,00	0,00	269	28,65
Tomé-Açu (Município) (150800)	50,00	0,00	5,52	0,00	0,00	0,00	230	38,46
Tucuruí (Município) (150810)	3,13	0,00	0,19	0,00	0,00	0,00	154	14,61
Ulianópolis (Município) (150812)	111,44	0,00	1,15	0,00	0,00	0,00	477	91,81
Vigia (Município) (150820)	80,40	0,00	1,58	0,00	0,00	0,00	157	31,01
Viseu (Município) (150830)	141,24	0,00	4,26	0,34	0,00	0,00	470	80,08
Macapá (Município) (160030)	5,44	0,00	0,49	0,40	0,67	0,02	1.640	36,71
Santana (Município) (160060)	11,31	0,00	1,81	0,45	0,90	0,00	709	64,13
Araguaína (Município) (170210)	14,42	0,00	0,42	0,06	0,24	0,00	606	36,25
Gurupi (Município) (170950)	7,25	0,00	0,24	0,00	0,00	0,00	213	25,74
Paraíso do Tocantins (Município) (171610)	11,36	0,00	4,75	0,00	0,00	0,00	390	80,56
Porto Nacional (Município) (171820)	24,11	0,00	2,51	0,00	0,00	0,00	439	84,67
Palmas (Município) (172100)	6,82	0,00	0,72	0,00	0,04	0,00	747	28,15
Açailândia (Município) (210005)	32,00	0,00	1,47	0,00	0,00	0,00	458	42,11
Alcântara (Município) (210020)	28,63	0,00	0,46	0,00	0,00	0,00	14	6,47
Bacabal (Município) (210120)	19,56	0,00	0,59	0,00	0,00	0,00	493	48,21
Balsas (Município) (210140)	66,28	0,00	1,32	0,00	0,00	0,00	864	95,28
Barra do Corda (Município) (210160)	71,84	0,00	0,35	0,00	0,70	0,00	479	55,96
Barreirinhas (Município) (210170)	4,70	0,00	0,67	0,00	0,00	0,00	216	36,23
Buriticupu (Município) (210232)	64,99	0,00	4,17	0,00	0,00	0,00	206	29,62
Caxias (Município) (210300)	16,28	0,00	0,37	0,00	0,12	0,00	417	26,02
Chapadinha (Município) (210320)	39,24	0,00	0,39	0,13	0,00	0,00	205	26,63
Codó (Município) (210330)	9,59	0,00	0,08	0,00	0,42	0,00	397	33,09
Coroatá (Município) (210360)	1,26	0,00	0,00	0,00	0,00	0,00	66	10,39
Grajaú (Município) (210480)	182,97	0,00	2,10	0,00	0,15	0,00	929	139,21
Imperatriz (Município) (210530)	12,48	0,00	1,07	0,00	0,04	0,00	547	21,68
Itapecuru Mirim (Município) (210540)	17,65	0,00	4,41	0,00	0,00	0,00	291	44,28
Paço do Lumiar (Município) (210750)	5,27	0,00	0,26	0,00	0,00	0,00	187	16,16
Pinheiro (Município) (210860)	23,11	0,00	2,60	0,00	0,12	0,12	241	29,78
Raposa (Município) (210945)	49,37	0,00	0,34	0,00	0,00	0,00	40	13,71
Santa Inês (Município) (210990)	41,24	0,00	0,85	0,24	0,00	0,00	530	64,10
Santa Luzia (Município) (211000)	18,87	0,00	0,26	0,00	0,13	0,00	137	18,08
São José de Ribamar (Município) (211120)	5,86	0,00	0,58	0,00	0,00	0,00	313	18,16
São Luís (Município) (211130)	6,47	0,00	0,97	0,10	0,01	0,00	2.528	23,76
Timon (Município) (211220)	15,67	0,00	4,59	0,00	0,00	0,00	808	49,47
Tutóia (Município) (211250)	76,81	0,00	1,59	0,00	0,00	0,00	112	19,82
Vargem Grande (Município) (211270)	48,59	0,00	0,00	0,00	0,00	0,00	91	16,88
Viana (Município) (211280)	29,03	0,00	0,00	0,00	0,00	0,00	189	37,08
Zé Doca (Município) (211400)	6,38	0,00	1,59	0,00	0,00	0,00	146	29,09
Altos (Município) (220040)	31,29	0,00	5,30	0,00	0,25	0,00	138	34,83
Beneditinos (Município) (220160)	19,96	0,00	1,00	0,00	0,00	0,00	37	36,92
Coivaras (Município) (220273)	40,86	0,00	15,32	0,00	0,00	0,00	14	35,75
Curralinhos (Município) (220325)	2,32	0,00	0,00	0,00	0,00	0,00	3	6,95
Demerval Lobão (Município) (220330)	42,14	0,00	2,22	0,00	0,00	0,00	77	56,93
Floriano (Município) (220390)	65,07	0,00	1,53	0,00	0,17	0,00	264	44,97
José de Freitas (Município) (220550)	60,78	0,00	5,24	0,00	0,00	0,00	208	54,49
Lagoa Alegre (Município) (220555)	3,62	0,00	0,00	0,00	0,00	0,00	5	6,03
Lagoa do Piauí (Município) (220558)	2,52	0,00	2,52	0,00	0,00	0,00	1	2,52
Miguel Leão (Município) (220630)	16,14	0,00	0,00	0,00	0,00	0,00	1	8,07
Monsenhor Gil (Município) (220640)	0,00	0,00	0,96	0,00	0,00	0,00	11	10,57
Nazária (Município) (220672)	8,40	0,00	0,00	0,00	0,00	0,00	11	13,21
Parnaíba (Município) (220770)	46,13	0,00	2,54	0,00	0,00	0,00	568	38,03
Pau D'Arco do Piauí (Município) (220779)	7,66	0,00	2,55	0,00	0,00	0,00	7	17,88
Picos (Município) (220800)	216,23	0,00	5,90	0,00	0,00	0,00	246	32,24
Piripiri (Município) (220840)	5,75	0,00	0,48	0,00	0,00	0,00	158	25,24
Teresina (Município) (221100)	13,63	0,00	1,95	0,00	0,07	0,00	1.728	20,56
União (Município) (221110)	116,52	0,00	8,04	0,00	0,23	0,00	222	51,02
Acaraú (Município) (230020)	40,70	0,00	1,65	0,00	0,00	0,00	135	22,25
Acopiara (Município) (230030)	26,09	0,00	1,51	0,00	0,00	0,00	250	47,26
Aquiraz (Município) (230100)	3,51	0,00	3,77	0,00	0,00	0,00	216	28,06
Aracati (Município) (230110)	8,72	0,00	4,84	0,00	0,00	0,00	293	40,55
Barbalha (Município) (230190)	25,37	0,00	4,80	0,00	0,00	0,00	153	26,22
Beberibe (Município) (230220)	11,37	0,00	5,40	0,00	0,00	0,00	126	24,28
Boa Viagem (Município) (230240)	27,73	0,00	2,05	0,00	0,00	0,00	161	29,97
Camocim (Município) (230260)	39,71	0,00	0,32	0,00	0,00	0,00	148	23,79
Canindé (Município) (230280)	25,55	0,00	3,39	0,13	0,00	0,00	214	27,89
Cascavel (Município) (230350)	8,35	0,00	3,45	0,14	0,00	0,00	230	33,09
Caucaia (Município) (230370)	10,13	0,00	2,23	0,06	0,00	0,00	801	22,92
Chorozinho (Município) (230395)	7,30	0,00	1,04	0,00	0,00	0,00	51	26,58
Crateús (Município) (230410)	27,77	0,00	3,10	0,13	0,00	0,00	444	59,85
Crato (Município) (230420)	28,36	0,00	2,82	0,00	0,00	0,00	440	34,47
Eusébio (Município) (230428)	4,17	0,00	3,78	0,00	0,00	0,00	106	21,07
Fortaleza (Município) (230440)	12,01	0,00	2,76	0,07	0,01	0,00	6.634	25,79
Granja (Município) (230470)	18,26	0,00	3,17	0,00	0,00	0,00	75	13,97
Guaiúba (Município) (230495)	3,91	0,00	1,56	0,00	0,00	0,00	52	20,33
Horizonte (Município) (230523)	3,23	0,00	0,65	0,00	0,00	0,00	129	20,81
Icó (Município) (230540)	13,13	0,00	4,47	0,00	0,00	0,00	244	36,39
Iguatu (Município) (230550)	29,38	0,00	6,15	0,00	0,10	0,00	877	87,06
Itaitinga (Município) (230625)	3,15	0,00	2,36	0,00	0,00	0,00	59	15,47
Itapajé (Município) (230630)	8,29	0,00	2,17	0,00	0,00	0,00	66	13,03
Itapipoca (Município) (230640)	15,86	0,00	11,65	0,00	0,00	0,00	507	41,02
Juazeiro do Norte (Município) (230730)	9,25	0,00	2,43	0,00	0,00	0,00	773	29,31
Limoeiro do Norte (Município) (230760)	57,80	0,00	3,46	0,00	0,00	0,00	225	38,94
Maracanaú (Município) (230765)	2,50	0,00	1,23	0,14	0,00	0,00	451	20,52
Maranguape (Município) (230770)	2,54	0,00	0,98	0,00	0,00	0,00	180	14,75
Morada Nova (Município) (230870)	13,05	0,00	0,97	0,00	0,00	0,00	126	20,29
Pacajus (Município) (230960)	2,07	0,00	0,74	0,00	0,00	0,00	110	16,25
Pacatuba (Município) (230970)	2,28	0,00	0,89	0,00	0,00	0,00	172	21,75
Pindoretama (Município) (231085)	7,01	0,00	0,50	0,00	0,00	0,00	46	23,03
Quixadá (Município) (231130)	13,58	0,00	1,42	0,00	0,00	0,00	358	42,27
Quixeramobim (Município) (231140)	39,93	0,00	7,20	0,00	0,00	0,00	388	50,79
Russas (Município) (231180)	117,45	0,00	26,13	0,00	0,00	0,00	626	84,32
São Gonçalo do Amarante (Município) (231240)	5,13	0,00	0,86	0,00	0,00	0,00	167	35,70
Sobral (Município) (231290)	13,57	0,00	0,95	0,05	0,00	0,00	622	31,14
Tauá (Município) (231330)	70,98	0,00	20,01	0,00	0,00	0,00	631	109,78
Tianguá (Município) (231340)	16,76	0,00	1,10	0,00	0,00	0,00	302	41,48
Trairi (Município) (231350)	4,07	0,00	3,15	0,00	0,00	0,00	57	10,56
Viçosa do Ceará (Município) (231410)	16,11	0,00	0,51	0,00	0,17	0,00	214	36,69
Açu (Município) (240020)	26,57	0,00	0,70	0,18	0,00	0,00	348	61,24
Caicó (Município) (240200)	48,08	0,00	12,43	0,00	0,00	0,00	290	43,44
Ceará-Mirim (Município) (240260)	1,93	0,00	0,14	0,00	0,00	0,00	64	8,84
Parnamirim (Município) (240325)	1,70	0,00	1,14	0,04	0,04	0,04	218	9,24
Extremoz (Município) (240360)	2,21	0,00	0,37	0,00	0,00	0,00	49	18,08
Macaíba (Município) (240710)	2,08	0,00	0,26	0,00	0,00	0,00	73	9,51
Monte Alegre (Município) (240780)	1,82	0,00	0,00	0,00	0,00	0,00	37	16,82
Mossoró (Município) (240800)	1,27	0,00	0,39	0,00	0,00	0,00	317	11,15
Natal (Município) (240810)	2,17	0,00	0,59	0,02	0,02	0,00	1.096	12,71
Nísia Floresta (Município) (240820)	2,67	0,00	0,00	0,00	0,00	0,38	20	7,63
São Gonçalo do Amarante (Município) (241200)	31,94	0,00	1,34	0,00	0,10	0,00	719	74,31
São José de Mipibu (Município) (241220)	1,87	0,00	0,00	0,00	0,00	0,00	39	9,12
Vera Cruz (Município) (241480)	1,69	0,00	0,00	0,00	0,00	0,00	14	11,83
Alhandra (Município) (250060)	8,92	0,00	1,05	0,00	0,00	0,00	55	28,86
Bayeux (Município) (250180)	8,26	0,00	0,84	0,10	0,00	0,00	425	44,42
Caaporã (Município) (250300)	192,17	0,00	2,34	0,00	0,00	0,47	97	45,35
Cabedelo (Município) (250320)	5,75	0,00	0,62	0,00	0,00	0,00	217	33,72
Cajazeiras (Município) (250370)	12,78	0,00	1,15	0,00	0,00	0,00	197	32,28
Campina Grande (Município) (250400)	18,19	0,00	3,18	0,00	0,00	0,00	1.463	36,31
Conde (Município) (250460)	12,31	0,00	1,70	0,00	0,00	0,00	89	37,79
Cruz do Espírito Santo (Município) (250490)	14,09	0,00	0,00	0,00	0,00	0,00	40	23,49
Guarabira (Município) (250630)	10,38	0,00	1,38	0,17	0,00	0,00	196	33,92
João Pessoa (Município) (250750)	8,76	0,01	1,17	0,03	0,00	0,01	3.435	44,00
Lucena (Município) (250860)	7,91	0,00	0,79	0,00	0,00	0,00	28	22,16
Mamanguape (Município) (250890)	3,63	0,00	0,23	0,23	0,00	0,00	94	21,35
Patos (Município) (251080)	16,11	0,00	0,76	0,00	0,00	0,00	155	14,69
Pedras de Fogo (Município) (251120)	29,10	0,00	1,06	0,00	0,00	0,35	104	36,91
Pitimbu (Município) (251190)	10,86	0,00	0,00	0,00	0,00	0,00	32	17,37
Rio Tinto (Município) (251290)	2,92	0,00	0,00	0,00	0,00	0,00	31	12,94
Santa Rita (Município) (251370)	12,47	0,00	1,12	0,07	0,00	0,00	493	36,81
Sapé (Município) (251530)	11,93	0,00	0,19	0,00	0,00	0,19	175	33,68
Sousa (Município) (251620)	12,71	0,00	0,88	0,00	0,00	0,00	89	13,01
Abreu e Lima (Município) (260005)	5,09	0,00	1,02	0,00	0,00	0,31	302	30,75
Araçoiaba (Município) (260105)	2,55	0,00	0,00	0,00	0,00	0,51	25	12,77
Araripina (Município) (260110)	106,56	0,00	2,07	0,00	0,00	0,00	71	8,63
Arcoverde (Município) (260120)	16,51	0,00	0,41	0,00	0,00	0,00	158	21,74
Belo Jardim (Município) (260170)	7,32	0,00	2,13	0,00	0,00	0,00	146	19,42
Bezerros (Município) (260190)	1,66	0,00	0,00	0,00	0,00	0,17	86	14,26
Brejo da Madre de Deus (Município) (260260)	5,15	0,00	0,41	0,00	0,00	0,00	120	24,72
Buíque (Município) (260280)	46,87	0,00	7,87	0,18	0,00	0,00	140	25,04
Cabo de Santo Agostinho (Município) (260290)	4,13	0,00	0,66	0,55	0,00	0,05	640	32,26
Camaragibe (Município) (260345)	3,73	0,00	0,52	0,20	0,00	0,07	318	20,81
Carpina (Município) (260400)	4,49	0,00	0,25	0,00	0,00	0,12	121	15,09
Caruaru (Município) (260410)	5,11	0,00	0,32	0,20	0,00	0,09	743	21,70
Escada (Município) (260520)	7,77	0,00	0,30	0,30	0,00	0,00	143	21,37
Garanhuns (Município) (260600)	6,39	0,00	0,29	0,00	0,00	0,22	219	16,10
Goiana (Município) (260620)	9,45	0,00	0,26	0,51	0,00	0,00	429	54,80
Gravatá (Município) (260640)	4,68	0,00	2,22	0,12	0,00	0,12	198	24,39
Igarassu (Município) (260680)	2,43	0,00	0,27	0,45	0,00	0,00	222	20,01
Ipojuca (Município) (260720)	3,46	0,00	0,00	0,22	0,00	0,00	163	18,18
Ilha de Itamaracá (Município) (260760)	3,69	0,00	0,00	0,00	0,00	0,00	36	14,75
Itapissuma (Município) (260775)	3,14	0,00	1,18	0,00	0,00	0,00	49	19,21
Jaboatão dos Guararapes (Município) (260790)	5,96	0,00	0,44	0,46	0,00	0,03	2.055	30,18
Limoeiro (Município) (260890)	6,57	0,00	0,71	0,53	0,00	0,53	248	44,02
Moreno (Município) (260940)	3,97	0,00	0,50	0,50	0,00	0,33	143	23,66
Olinda (Município) (260960)	5,25	0,00	0,59	0,64	0,00	0,03	1.043	26,82
Ouricuri (Município) (260990)	18,93	0,00	0,60	0,00	0,00	0,00	237	35,32
Palmares (Município) (261000)	5,16	0,00	0,81	0,16	0,00	0,16	131	21,12
Paudalho (Município) (261060)	2,57	0,00	0,18	0,18	0,00	0,18	101	18,52
Paulista (Município) (261070)	3,78	0,00	0,47	0,31	0,00	0,00	596	18,64
Pesqueira (Município) (261090)	41,96	0,00	6,99	0,00	0,00	0,00	262	39,84
Petrolina (Município) (261110)	3,28	0,00	0,34	0,03	0,00	0,00	662	20,31
Recife (Município) (261160)	5,20	0,00	0,37	0,30	0,01	0,02	4.670	29,03
Salgueiro (Município) (261220)	72,55	0,00	11,95	0,00	0,00	0,00	461	77,60
Santa Cruz do Capibaribe (Município) (261250)	5,14	0,00	0,10	0,00	0,00	0,00	154	15,52
São Bento do Una (Município) (261300)	4,73	0,00	0,00	0,00	0,00	0,70	78	13,67
São Lourenço da Mata (Município) (261370)	3,11	0,00	0,46	0,18	0,00	0,00	268	24,52
Serra Talhada (Município) (261390)	68,81	0,00	4,54	0,00	0,00	0,00	1.043	124,59
Surubim (Município) (261450)	8,16	0,00	1,12	0,00	0,00	0,00	169	27,03
Timbaúba (Município) (261530)	5,01	0,00	0,19	0,00	0,00	0,00	60	11,14
Vitória de Santo Antão (Município) (261640)	47,53	0,00	3,48	0,07	0,00	0,00	1.173	86,97
Arapiraca (Município) (270030)	33,36	0,00	4,32	0,00	0,00	0,00	1.426	62,18
Barra de Santo Antônio (Município) (270050)	24,41	0,00	0,64	0,64	0,00	0,00	46	29,55
Barra de São Miguel (Município) (270060)	8,55	0,00	1,22	0,00	0,00	0,00	23	28,08
Campo Alegre (Município) (270140)	8,42	0,00	0,72	0,18	0,00	0,00	70	12,54
Coqueiro Seco (Município) (270220)	29,09	0,00	0,00	0,00	0,00	0,00	32	54,76
Coruripe (Município) (270230)	9,97	0,00	0,71	0,00	0,00	0,00	125	22,26
Delmiro Gouveia (Município) (270240)	14,22	0,00	1,56	0,00	0,00	0,00	100	19,47
Maceió (Município) (270430)	9,47	0,00	0,82	0,24	0,02	0,00	2.282	22,70
Marechal Deodoro (Município) (270470)	10,69	0,00	1,39	0,20	0,00	0,00	111	21,97
Messias (Município) (270520)	10,95	0,00	0,58	0,00	0,00	0,00	53	30,55
Palmeira dos Índios (Município) (270630)	20,62	0,00	2,31	0,00	0,00	0,00	263	35,67
Paripueira (Município) (270644)	7,88	0,00	0,79	0,00	0,00	0,00	31	24,43
Penedo (Município) (270670)	24,91	0,00	3,92	0,16	0,00	0,00	292	45,74
Pilar (Município) (270690)	45,52	0,00	13,37	0,57	0,00	0,00	142	40,39
Rio Largo (Município) (270770)	12,75	0,00	2,13	0,13	0,00	0,13	239	31,75
Santa Luzia do Norte (Município) (270790)	27,43	0,00	4,11	0,00	0,00	0,00	18	24,68
São Miguel dos Campos (Município) (270860)	35,43	0,00	0,17	0,00	0,00	0,00	172	28,75
Satuba (Município) (270890)	20,39	0,00	0,76	0,00	0,00	0,00	29	21,90
União dos Palmares (Município) (270930)	15,51	0,00	0,91	0,00	0,00	0,15	183	27,83
Aracaju (Município) (280030)	2,23	0,00	0,71	0,10	0,02	0,03	537	8,61
Barra dos Coqueiros (Município) (280060)	3,56	0,00	0,36	0,00	0,00	0,00	22	7,83
Estância (Município) (280210)	6,03	0,00	1,18	0,15	0,00	0,15	157	23,10
Itabaiana (Município) (280290)	0,86	0,00	0,32	0,22	0,00	0,00	98	10,57
Lagarto (Município) (280350)	9,18	0,00	0,99	0,00	0,00	0,00	255	25,17
Nossa Senhora do Socorro (Município) (280480)	3,31	0,00	1,54	0,34	0,00	0,06	227	12,97
São Cristóvão (Município) (280670)	5,01	0,00	0,23	0,12	0,00	0,00	114	13,28
Tobias Barreto (Município) (280740)	6,87	0,00	0,59	0,00	0,00	0,20	89	17,46
Alagoinhas (Município) (290070)	6,38	0,00	0,07	0,00	0,00	0,00	177	11,53
Araci (Município) (290210)	5,18	0,00	0,36	0,00	0,00	0,00	53	9,46
Barra (Município) (290270)	61,73	0,00	3,53	0,00	0,00	0,00	350	65,07
Barreiras (Município) (290320)	8,48	0,00	1,12	0,00	0,00	0,00	576	37,84
Bom Jesus da Lapa (Município) (290390)	4,64	0,00	0,15	0,00	0,00	0,00	209	30,32
Brumado (Município) (290460)	9,42	0,00	1,16	0,00	0,00	0,00	218	31,58
Caetité (Município) (290520)	30,18	0,00	1,53	0,00	0,00	0,00	233	44,51
Camaçari (Município) (290570)	1,67	0,00	0,04	0,07	0,00	0,00	337	11,98
Campo Formoso (Município) (290600)	53,82	0,00	0,42	0,00	0,00	0,00	186	25,87
Candeias (Município) (290650)	2,94	0,00	0,11	0,00	0,11	0,00	168	19,02
Casa Nova (Município) (290720)	40,42	0,00	1,54	0,00	0,00	0,00	289	40,42
Catu (Município) (290750)	2,35	0,00	1,08	0,00	0,00	0,00	77	13,90
Conceição do Coité (Município) (290840)	70,07	0,00	5,32	0,00	0,00	0,00	457	67,55
Cruz das Almas (Município) (290980)	1,25	0,00	0,63	0,00	0,00	0,00	48	7,53
Dias d'Ávila (Município) (291005)	1,44	0,00	0,26	0,00	0,00	0,00	68	8,87
Euclides da Cunha (Município) (291070)	13,95	0,00	0,66	0,00	0,00	0,00	122	20,02
Eunápolis (Município) (291072)	10,53	0,00	0,54	0,00	0,00	0,00	179	15,98
Feira de Santana (Município) (291080)	2,22	0,00	0,29	0,00	0,00	0,03	520	8,50
Guanambi (Município) (291170)	4,46	0,00	0,23	0,00	0,00	0,00	262	30,74
Ilhéus (Município) (291360)	10,15	0,00	3,07	0,11	0,00	0,00	1.159	63,56
Ipirá (Município) (291400)	2,09	0,00	0,00	0,00	0,00	0,00	37	5,95
Irecê (Município) (291460)	2,06	0,00	0,55	0,00	0,00	0,00	117	16,09
Itaberaba (Município) (291470)	15,14	0,00	0,15	0,00	0,00	0,00	120	18,16
Itabuna (Município) (291480)	24,57	0,00	2,10	0,05	0,00	0,00	483	22,06
Itamaraju (Município) (291560)	9,67	0,00	2,08	0,00	0,00	0,00	130	19,35
Itaparica (Município) (291610)	27,14	0,00	14,68	0,00	0,00	0,00	196	87,20
Itapetinga (Município) (291640)	21,47	0,00	1,06	0,00	0,00	0,00	196	25,98
Jacobina (Município) (291750)	34,41	0,00	1,42	0,00	0,00	0,00	161	19,04
Jaguaquara (Município) (291760)	92,51	0,00	15,60	0,00	0,00	0,00	697	126,44
Jequié (Município) (291800)	32,08	0,00	2,61	0,00	0,00	0,00	1.147	71,18
Juazeiro (Município) (291840)	5,26	0,00	0,97	0,05	0,00	0,05	532	24,56
Lauro de Freitas (Município) (291920)	1,70	0,00	0,85	0,00	0,00	0,00	246	13,08
