Localidade	"Número de moradias permanentes
(habitações) (IBGE)"	"Número de moradias permanentes em áreas urbanas
(habitações) (IBGE)"	"Número de pessoas por moradia
(pessoas por moradia) (IBGE)"	"Número de pessoas por moradia (área urbana)
(pessoas por moradia) (IBGE)"	"PIB, em R$ milhões a preços de 2017
(R$ milhões a preços de 2019) (IBGE)"	"PIB per capita, em R$ a preços de 2017
(R$ por habitante a preços de 2019) (IBGE)"	"Área do município
(km²) (IBGE)"	"Densidade demográfica (pessoas por km²)
(Pessoas por km²) (IBGE)"
Itajaí (Município) (420820)	67.279	64.262	3,05	3,02	20.959,900	102.108,45	288,290	712,04
Itapema (Município) (420830)	17.506	17.229	3,26	3,23	1.654,510	28.981,24	57,800	987,65
Jaraguá do Sul (Município) (420890)	52.552	49.396	3,12	3,08	8.869,060	54.167,16	529,450	309,26
Joinville (Município) (420910)	187.039	182.506	3,01	2,98	29.747,870	52.917,93	1.126,110	499,20
Lages (Município) (420930)	57.386	56.758	2,77	2,75	5.317,770	33.501,58	2.631,500	60,32
Leoberto Leal (Município) (420980)	1.215	317	2,65	2,47	76,990	23.924,40	291,210	11,05
Mafra (Município) (421010)	19.293	15.231	2,87	2,84	1.519,560	27.471,94	1.404,030	39,40
Major Gercino (Município) (421020)	1.253	499	2,72	2,60	46,580	13.691,94	306,180	11,11
Navegantes (Município) (421130)	21.627	20.679	3,36	3,34	3.650,450	50.162,85	112,030	649,58
Nova Trento (Município) (421150)	4.458	3.399	3,06	3,00	537,400	39.453,43	402,890	33,81
Palhoça (Município) (421190)	50.049	49.688	3,15	3,13	5.719,070	36.234,96	395,130	399,44
Paulo Lopes (Município) (421230)	2.457	1.777	2,93	2,92	186,960	25.956,11	449,680	16,02
Rancho Queimado (Município) (421430)	1.092	539	2,61	2,48	114,540	40.203,49	286,290	9,95
Rio do Sul (Município) (421480)	23.232	21.815	2,89	2,86	2.583,410	38.422,44	260,970	257,64
Santo Amaro da Imperatriz (Município) (421570)	7.164	5.479	3,06	3,02	735,330	33.546,12	344,050	63,71
São Bento do Sul (Município) (421580)	27.718	26.630	2,92	2,89	3.169,010	39.154,54	501,630	161,34
São Bonifácio (Município) (421590)	1.136	266	2,59	2,52	56,130	19.065,48	460,360	6,39
São Francisco do Sul (Município) (421620)	15.781	14.853	3,08	3,04	4.115,470	84.669,92	498,650	97,48
São João Batista (Município) (421630)	9.474	8.523	3,45	3,44	771,720	23.585,61	200,580	163,13
São José (Município) (421660)	81.026	80.799	2,87	2,84	10.198,610	43.901,04	150,450	1.544,06
São Pedro de Alcântara (Município) (421725)	1.309	943	4,10	4,52	76,310	14.202,04	140,020	38,37
Tijucas (Município) (421800)	11.390	9.719	3,11	3,06	1.568,810	44.314,09	279,580	126,63
Tubarão (Município) (421870)	37.817	34.567	2,72	2,70	3.627,270	35.256,31	301,760	340,95
Videira (Município) (421930)	17.889	16.475	2,85	2,81	2.303,430	45.230,93	384,520	132,44
Xanxerê (Município) (421950)	15.998	14.545	3,02	2,95	1.633,720	33.775,48	377,760	128,04
Alegrete (Município) (430040)	28.780	25.874	2,73	2,72	2.039,140	25.976,70	7.803,950	10,06
Alvorada (Município) (430060)	66.727	67.578	3,10	3,06	2.622,500	12.695,99	71,310	2.896,62
Araricá (Município) (430087)	1.871	1.564	2,83	2,78	160,570	30.289,60	35,150	150,80
Arroio dos Ratos (Município) (430110)	5.105	4.884	2,78	2,77	254,440	17.921,85	425,930	33,33
Bagé (Município) (430160)	42.668	36.634	2,85	2,78	2.872,640	23.594,74	4.093,580	29,74
Bento Gonçalves (Município) (430210)	40.453	38.198	2,80	2,74	5.887,050	51.965,84	274,070	413,35
Cachoeira do Sul (Município) (430300)	32.566	28.092	2,63	2,61	2.379,110	27.757,07	3.735,160	22,95
Cachoeirinha (Município) (430310)	43.065	43.613	2,93	2,89	6.703,270	53.211,08	44,020	2.861,90
Camaquã (Município) (430350)	23.024	18.628	2,86	2,78	1.925,530	29.247,89	1.679,430	39,20
Campo Bom (Município) (430390)	22.174	21.562	2,89	2,84	2.913,290	45.398,86	60,510	1.060,50
Canguçu (Município) (430450)	19.495	7.993	2,86	2,58	1.060,110	18.998,13	3.525,290	15,83
Canoas (Município) (430460)	115.135	116.603	2,96	2,93	18.200,500	53.320,26	131,100	2.603,76
Capão da Canoa (Município) (430463)	15.137	15.234	3,11	3,08	1.343,870	28.503,17	97,100	485,56
Capela de Santana (Município) (430468)	4.328	2.651	2,61	2,54	201,510	17.849,80	183,070	61,67
Carazinho (Município) (430470)	22.344	22.236	2,78	2,74	2.795,050	45.053,18	665,090	93,28
Caxias do Sul (Município) (430510)	162.760	159.008	2,92	2,88	23.116,760	48.681,94	1.652,310	287,39
Charqueadas (Município) (430535)	11.192	11.099	3,42	3,37	1.233,870	32.231,82	216,510	176,81
Cruz Alta (Município) (430610)	23.591	23.062	2,70	2,67	3.362,810	52.728,40	1.360,290	46,88
Dois Irmãos (Município) (430640)	10.417	10.444	2,90	2,86	1.725,110	57.170,27	65,160	463,12
Eldorado do Sul (Município) (430676)	12.249	11.061	3,09	3,06	1.432,360	37.899,05	509,730	74,15
Erechim (Município) (430700)	36.670	35.194	2,79	2,74	4.775,260	46.658,48	430,670	237,64
Estância Velha (Município) (430760)	15.420	15.225	3,01	2,97	1.498,680	32.268,63	52,150	890,64
Esteio (Município) (430770)	29.256	29.597	2,87	2,83	3.490,150	41.557,37	27,680	3.034,54
Farroupilha (Município) (430790)	22.806	20.220	3,01	2,93	3.160,860	46.102,21	361,680	189,56
Glorinha (Município) (430905)	2.648	801	2,84	2,82	401,440	53.397,45	323,640	23,23
Gravataí (Município) (430920)	91.291	87.843	2,98	2,95	10.902,590	40.045,22	463,500	587,40
Guaíba (Município) (430930)	34.626	34.167	2,86	2,83	5.989,410	60.481,42	376,950	262,71
Ijuí (Município) (431020)	29.732	27.377	2,79	2,74	3.170,810	38.279,60	689,390	120,15
Ivoti (Município) (431080)	7.409	6.832	2,97	2,93	986,250	44.804,88	63,150	348,56
Lajeado (Município) (431140)	27.661	27.907	2,84	2,80	3.645,210	46.444,02	90,610	866,19
Montenegro (Município) (431240)	22.104	20.355	2,86	2,80	3.172,670	50.187,71	424,440	148,94
Nova Hartz (Município) (431306)	6.554	5.533	3,06	3,01	730,820	36.477,07	62,560	320,26
Nova Santa Rita (Município) (431337)	8.002	6.910	3,21	3,19	1.219,460	47.449,80	217,870	117,96
Novo Hamburgo (Município) (431340)	89.140	88.745	2,79	2,75	9.100,060	36.591,41	223,820	1.111,13
Parobé (Município) (431405)	18.637	17.816	2,98	2,94	1.220,100	21.989,32	108,760	510,18
Passo Fundo (Município) (431410)	68.497	67.703	2,87	2,83	8.758,050	44.516,07	783,420	251,13
Pelotas (Município) (431440)	126.289	120.264	2,71	2,66	8.281,290	24.152,65	1.610,080	212,95
Portão (Município) (431480)	11.230	9.344	3,03	2,97	1.278,530	37.610,41	159,900	212,60
Porto Alegre (Município) (431490)	568.358	568.358	2,60	2,60	76.332,760	51.685,60	496,680	2.973,47
Rio Grande (Município) (431560)	73.827	72.016	2,82	2,77	8.147,580	39.197,46	2.709,520	76,71
Santa Cruz do Sul (Município) (431680)	44.930	40.725	2,81	2,75	8.698,460	68.989,40	733,410	171,91
Santa Maria (Município) (431690)	96.926	93.383	2,85	2,81	7.123,070	25.798,15	1.781,760	154,96
Sant'Ana do Livramento (Município) (431710)	30.350	27.645	2,73	2,71	2.130,440	25.677,83	6.941,610	11,95
Santa Rosa (Município) (431720)	25.895	23.176	2,79	2,74	2.697,430	37.339,88	489,800	147,49
Santo Ângelo (Município) (431750)	28.531	27.146	2,77	2,74	2.278,500	28.850,59	680,500	116,06
Santo Antônio da Patrulha (Município) (431760)	15.285	10.835	2,75	2,74	1.191,260	28.378,96	1.049,810	39,99
São Borja (Município) (431800)	21.719	19.557	2,90	2,88	1.807,230	28.690,74	3.616,690	17,42
São Gabriel (Município) (431830)	22.353	20.033	2,81	2,79	1.685,500	26.845,54	5.023,820	12,50
São Jerônimo (Município) (431840)	8.167	6.423	2,88	2,82	599,460	25.479,74	936,380	25,13
São Leopoldo (Município) (431870)	78.902	79.630	2,89	2,86	7.765,630	34.004,59	102,740	2.222,84
Sapiranga (Município) (431990)	27.137	26.527	2,93	2,89	3.186,770	40.054,93	138,030	576,41
Sapucaia do Sul (Município) (432000)	47.371	47.796	2,92	2,88	3.381,130	24.437,75	58,310	2.372,82
Taquara (Município) (432120)	20.516	17.136	2,79	2,77	1.350,420	23.593,08	457,880	125,01
Tramandaí (Município) (432160)	15.307	15.105	3,03	3,00	981,730	21.172,07	144,410	321,10
Triunfo (Município) (432200)	9.565	6.239	2,91	2,92	8.379,860	300.709,21	818,800	34,03
Uruguaiana (Município) (432240)	41.532	39.291	3,12	3,09	2.942,860	22.698,13	5.703,590	22,73
Vacaria (Município) (432250)	21.983	20.797	2,95	2,92	2.157,300	33.262,39	2.124,580	30,53
Venâncio Aires (Município) (432260)	25.529	16.385	2,74	2,68	3.177,230	45.480,65	772,230	90,46
Viamão (Município) (432300)	83.687	79.189	3,01	2,99	3.629,830	14.405,34	1.497,090	168,31
Campo Grande (Município) (500270)	285.380	282.640	2,99	2,98	27.113,290	31.762,64	8.092,950	105,48
Corumbá (Município) (500320)	31.125	28.895	3,49	3,39	3.071,880	28.271,58	64.721,720	1,68
Dourados (Município) (500370)	68.346	65.926	3,11	2,98	8.173,460	38.396,50	4.086,240	52,09
Naviraí (Município) (500570)	16.539	15.936	3,12	2,99	1.518,600	29.467,37	3.193,550	16,14
Nova Andradina (Município) (500620)	16.389	14.432	3,11	3,00	1.759,130	34.565,21	4.776,000	10,66
Ponta Porã (Município) (500660)	25.132	20.827	3,45	3,32	2.529,210	29.166,30	5.330,450	16,27
Sidrolândia (Município) (500790)	14.830	9.974	3,46	3,40	1.491,690	29.046,70	5.286,410	9,71
Três Lagoas (Município) (500830)	35.838	35.308	3,17	3,07	8.813,520	77.570,84	10.206,950	11,13
Alta Floresta (Município) (510025)	17.541	15.467	2,85	2,81	1.413,870	28.282,51	8.953,190	5,58
Barão de Melgaço (Município) (510160)	2.579	1.158	2,92	2,93	86,180	11.450,54	11.174,470	0,67
Barra do Garças (Município) (510180)	20.540	19.484	2,84	2,70	1.737,740	29.756,87	9.079,290	6,43
Cáceres (Município) (510250)	29.275	25.717	3,09	3,06	1.741,240	19.236,39	24.593,030	3,68
Chapada dos Guimarães (Município) (510300)	6.417	4.000	2,91	2,90	528,840	28.281,67	6.611,790	2,83
Cuiabá (Município) (510340)	192.340	188.607	3,02	3,02	23.781,470	40.968,00	3.293,540	176,25
Jangada (Município) (510490)	2.345	942	3,38	3,22	255,610	32.253,43	1.015,310	7,81
Lucas do Rio Verde (Município) (510525)	15.926	15.170	3,60	3,52	3.337,540	58.261,97	3.675,220	15,59
Nossa Senhora do Livramento (Município) (510610)	4.118	1.478	2,77	2,82	177,120	15.546,35	4.934,710	2,31
Nova Brasilândia (Município) (510620)	1.677	1.325	2,40	2,43	67,160	16.667,99	3.278,860	1,23
Planalto da Serra (Município) (510645)	998	755	2,65	2,64	59,890	22.625,55	2.442,450	1,08
Poconé (Município) (510650)	10.300	7.408	3,12	3,15	489,050	15.220,42	17.164,000	1,87
Primavera do Leste (Município) (510704)	18.252	17.565	3,15	3,09	3.525,760	61.399,85	5.482,070	10,47
Rondonópolis (Município) (510760)	71.136	69.545	3,03	2,98	9.329,700	43.329,49	4.686,620	45,94
Rosário Oeste (Município) (510770)	6.007	3.520	2,86	2,94	295,850	17.239,70	7.419,630	2,31
Santo Antônio do Leverger (Município) (510780)	6.495	2.340	2,96	3,19	508,900	26.426,52	11.735,750	1,64
Sinop (Município) (510790)	39.382	33.521	3,30	3,21	4.961,290	38.188,44	3.942,230	32,95
Sorriso (Município) (510792)	23.031	20.503	3,49	3,44	5.217,640	64.978,44	9.347,560	8,59
Tangará da Serra (Município) (510795)	29.631	27.520	3,18	3,12	2.782,140	29.506,49	11.601,250	8,13
Várzea Grande (Município) (510840)	86.252	86.112	3,11	3,07	7.022,570	26.145,65	1.048,210	256,24
Abadia de Goiás (Município) (520005)	2.468	1.808	3,20	3,23	192,370	24.365,75	147,730	53,44
Águas Lindas de Goiás (Município) (520025)	51.187	51.718	3,65	3,61	1.729,130	9.243,10	188,390	993,03
Anápolis (Município) (520110)	120.671	120.059	3,04	3,00	14.902,270	40.662,04	933,160	392,74
Aparecida de Goiânia (Município) (520140)	157.815	159.588	3,31	3,27	12.911,400	24.738,74	278,540	1.873,74
Aragoiânia (Município) (520180)	3.118	2.075	3,03	3,01	110,620	11.713,33	218,180	43,28
Bela Vista de Goiás (Município) (520330)	9.418	6.831	2,93	2,96	935,880	33.874,51	1.275,850	21,65
Bonfinópolis (Município) (520355)	2.748	2.580	3,16	3,14	78,690	9.051,52	123,430	70,44
Brazabrantes (Município) (520360)	1.258	854	2,80	2,77	101,470	28.777,24	123,070	28,65
Caldas Novas (Município) (520450)	26.703	25.890	3,05	3,02	2.484,350	30.491,41	1.608,440	50,66
Caldazinha (Município) (520455)	1.271	744	2,85	2,81	49,010	13.522,50	249,690	14,51
Catalão (Município) (520510)	32.350	30.456	3,05	3,03	6.360,550	64.419,07	3.821,460	25,84
Caturaí (Município) (520520)	1.750	1.373	2,84	2,83	69,490	13.961,36	205,080	24,27
Cidade Ocidental (Município) (520549)	18.341	14.571	3,50	3,44	717,740	11.174,64	389,990	164,70
Cristalina (Município) (520620)	15.745	12.931	3,39	3,40	2.175,670	40.819,27	6.162,090	8,65
Formosa (Município) (520800)	34.979	32.099	3,21	3,21	2.167,740	19.314,12	5.811,790	19,31
Goianápolis (Município) (520840)	3.739	3.448	2,95	2,90	170,700	15.484,19	169,010	65,23
Goianésia (Município) (520860)	20.921	19.664	3,14	3,13	1.230,720	18.713,33	1.547,270	42,51
Goiânia (Município) (520870)	485.904	483.858	2,94	2,95	52.243,600	36.516,19	728,840	1.962,98
Goianira (Município) (520880)	11.955	11.870	3,30	3,27	763,430	19.335,22	212,550	185,76
Guapó (Município) (520920)	5.231	4.249	2,76	2,76	193,930	13.428,93	517,260	27,92
Hidrolândia (Município) (520970)	6.294	3.808	3,14	3,12	667,180	33.762,38	953,730	20,72
Inhumas (Município) (521000)	17.706	16.699	2,91	2,89	1.031,070	20.004,02	615,280	83,77
Itumbiara (Município) (521150)	35.599	34.420	2,82	2,80	4.449,670	44.254,22	2.464,510	40,80
Jataí (Município) (521190)	32.173	29.806	2,98	2,96	4.300,780	44.800,77	7.174,230	13,38
Luziânia (Município) (521250)	57.716	54.201	3,36	3,34	3.757,450	19.364,40	3.961,100	48,99
Mineiros (Município) (521310)	18.462	16.928	3,28	3,26	2.288,720	37.852,59	9.038,770	6,69
Nerópolis (Município) (521450)	8.546	8.268	3,20	3,17	710,260	25.977,66	204,220	133,88
Nova Veneza (Município) (521500)	2.872	2.491	3,17	3,16	177,870	19.535,44	123,380	73,80
Novo Gama (Município) (521523)	30.662	30.658	3,48	3,44	893,750	8.378,07	194,990	547,08
Planaltina (Município) (521760)	26.442	25.250	3,31	3,29	1.024,910	11.716,75	2.543,680	34,39
Rio Verde (Município) (521880)	64.214	60.210	3,23	3,19	9.047,290	43.644,33	8.386,830	24,72
Santo Antônio de Goiás (Município) (521973)	1.630	1.506	3,39	3,33	145,910	26.398,64	132,810	41,62
Santo Antônio do Descoberto (Município) (521975)	20.703	18.501	3,38	3,40	633,790	9.055,69	944,150	74,13
Senador Canedo (Município) (522045)	28.081	28.292	3,57	3,53	3.009,830	29.988,21	248,290	404,23
Terezópolis de Goiás (Município) (522119)	2.285	1.989	3,23	3,21	197,920	26.785,93	106,910	69,11
Trindade (Município) (522140)	36.968	35.806	3,18	3,14	2.123,840	18.082,33	710,330	165,35
Valparaíso de Goiás (Município) (522185)	45.568	46.132	3,36	3,32	2.414,560	15.755,15	61,450	2.493,98
Brasília (Município) (530010)	956.640	908.798	3,05	3,10	241.563,480	82.873,95	5.780,000	504,30
