Localidade	"Extensão da rede de distribuição de água, em km
(km) (SNIS)"	"Extensão da rede de distribuição de esgoto, em km
(km) (SNIS)"	"Investimentos realizados pelo prestador de serviços, em R$ de 2017
(R$ a preços de 2019) (ITB)"	"Investimentos realizados pelo município, em R$ de 2017
(R$ a preços de 2019) (ITB)"	"Investimentos realizados pelo governo estadual, em R$ de 2017
(R$ a preços de 2019) (ITB)"	"Investimentos totais em saneamento
(R$ a preços de 2019) (ITB)"	"Investimentos per capita em saneamento
(R$ a preços de 2019) (ITB)"
Maranguape (Município) (230770)	233,00	7,00	9.616.465,20	0,00	0,00	9.616.465,20	84,68
Morada Nova (Município) (230870)	465,00	4,00	44.379,85	0,00	0,00	44.379,85	0,72
Pacajus (Município) (230960)	114,00	9,00	441.866,11	0,00	0,00	441.866,11	7,15
Pacatuba (Município) (230970)	110,00	19,00	137.172,33	0,00	0,00	137.172,33	1,90
Pindoretama (Município) (231085)	23,00	0,00	7.382,59	0,00	0,00	7.382,59	0,40
Quixadá (Município) (231130)	119,00	16,00	22.256.782,94	0,00	0,00	22.256.782,94	276,13
Quixeramobim (Município) (231140)	222,00	0,00	742.255,64	0,00	0,00	742.255,64	10,33
Russas (Município) (231180)	86,00	51,00	1.533.658,45	0,00	0,00	1.533.658,45	21,96
São Gonçalo do Amarante (Município) (231240)	57,00	11,00	179.421,68	0,00	0,00	179.421,68	4,09
Sobral (Município) (231290)	362,00	275,00	704.217,89	0,00	0,00	704.217,89	3,74
Tauá (Município) (231330)	69,00	19,00	833.715,06	0,00	0,00	833.715,06	14,96
Tianguá (Município) (231340)	158,00	70,00	609.641,61	0,00	0,00	609.641,61	8,85
Trairi (Município) (231350)	6,00	7,00	48.131,13	0,00	0,00	48.131,13	0,94
Viçosa do Ceará (Município) (231410)	42,00	15,00	66.868,58	0,00	0,00	66.868,58	1,22
Açu (Município) (240020)	136,94	0,00	744.926,73	0,00	0,00	744.926,73	14,00
Caicó (Município) (240200)	110,15	10,23	3.462.123,25	0,00	0,00	3.462.123,25	55,21
Ceará-Mirim (Município) (240260)	168,04	42,80	144.102,72	0,00	0,00	144.102,72	2,11
Parnamirim (Município) (240325)	296,68	1,00	2.734.595,10	0,00	0,00	2.734.595,10	13,51
Extremoz (Município) (240360)	121,00	0,00	288.740,02	0,00	0,00	288.740,02	11,75
Macaíba (Município) (240710)	189,70	21,53	8.066.899,87	0,00	0,00	8.066.899,87	116,13
Monte Alegre (Município) (240780)	64,84	3,06	130.118,90	0,00	0,00	130.118,90	6,29
Mossoró (Município) (240800)	390,91	187,81	50.746.950,73	0,00	0,00	50.746.950,73	195,32
Natal (Município) (240810)	1.566,23	517,36	101.708.687,15	0,00	0,00	101.708.687,15	126,54
Nísia Floresta (Município) (240820)	47,92	0,00	191.402,88	0,00	0,00	191.402,88	8,05
São Gonçalo do Amarante (Município) (241200)	344,00	0,00	0,00	0,00	0,00	0,00	0,00
São José de Mipibu (Município) (241220)	60,39	1,00	150.375,50	0,00	0,00	150.375,50	3,78
Vera Cruz (Município) (241480)	19,77	0,00	66.817,01	0,00	0,00	66.817,01	6,23
Alhandra (Município) (250060)	16,58	0,00	0,00	0,00	0,00	0,00	0,00
Bayeux (Município) (250180)	103,89	19,70	0,00	0,00	0,00	0,00	0,00
Caaporã (Município) (250300)	30,86	0,00	4.432,78	0,00	0,00	4.432,78	0,22
Cabedelo (Município) (250320)	73,27	5,40	0,00	0,00	0,00	0,00	0,00
Cajazeiras (Município) (250370)	107,27	22,20	2.759.213,74	0,00	0,00	2.759.213,74	47,21
Campina Grande (Município) (250400)	560,87	301,40	26.672.399,73	0,00	0,00	26.672.399,73	69,24
Conde (Município) (250460)	18,85	0,00	0,00	0,00	0,00	0,00	0,00
Cruz do Espírito Santo (Município) (250490)	18,32	0,00	0,00	0,00	0,00	0,00	0,00
Guarabira (Município) (250630)	113,50	35,00	2.759.213,74	0,00	0,00	2.759.213,74	49,87
João Pessoa (Município) (250750)	999,18	511,50	53.785.478,00	0,00	0,00	53.785.478,00	74,34
Lucena (Município) (250860)	18,82	0,00	0,00	0,00	0,00	0,00	0,00
Mamanguape (Município) (250890)	48,08	0,00	0,00	0,00	0,00	0,00	0,00
Patos (Município) (251080)	158,59	11,10	4.598.689,58	0,00	0,00	4.598.689,58	45,68
Pedras de Fogo (Município) (251120)	14,71	3,70	0,00	0,00	0,00	0,00	0,00
Pitimbu (Município) (251190)	6,04	0,00	0,00	0,00	0,00	0,00	0,00
Rio Tinto (Município) (251290)	44,01	0,00	0,00	0,00	0,00	0,00	0,00
Santa Rita (Município) (251370)	103,53	14,70	0,00	0,00	0,00	0,00	0,00
Sapé (Município) (251530)	85,75	17,10	0,00	0,00	0,00	0,00	0,00
Sousa (Município) (251620)	265,50	119,40	622.017,12	0,00	0,00	622.017,12	9,45
Abreu e Lima (Município) (260005)	175,55	71,10	257.158,54	0,00	0,00	257.158,54	2,72
Araçoiaba (Município) (260105)	15,64	0,00	25.463,71	0,00	0,00	25.463,71	1,40
Araripina (Município) (260110)	94,00	458,00	2.720.914,09	0,00	0,00	2.720.914,09	35,20
Arcoverde (Município) (260120)	127,83	4,76	567.798,91	0,00	0,00	567.798,91	8,25
Belo Jardim (Município) (260170)	163,35	0,00	449.144,36	0,00	0,00	449.144,36	6,20
Bezerros (Município) (260190)	122,45	0,00	2.909.193,77	0,00	0,00	2.909.193,77	49,59
Brejo da Madre de Deus (Município) (260260)	60,80	0,00	151.423,39	0,00	0,00	151.423,39	3,35
Buíque (Município) (260280)	35,19	0,00	58.109,54	0,00	0,00	58.109,54	1,12
Cabo de Santo Agostinho (Município) (260290)	301,59	28,40	158.435.151,66	0,00	0,00	158.435.151,66	856,29
Camaragibe (Município) (260345)	254,64	5,00	964.561,01	0,00	0,00	964.561,01	6,68
Carpina (Município) (260400)	173,98	0,00	324.060,77	0,00	0,00	324.060,77	4,33
Caruaru (Município) (260410)	596,75	281,18	34.290.661,31	0,00	0,00	34.290.661,31	108,89
Escada (Município) (260520)	84,29	0,00	10.935.749,65	0,00	0,00	10.935.749,65	172,17
Garanhuns (Município) (260600)	254,22	20,00	1.394.657,08	0,00	0,00	1.394.657,08	10,78
Goiana (Município) (260620)	111,84	0,00	436.093,97	0,00	0,00	436.093,97	5,77
Gravatá (Município) (260640)	283,34	5,96	830.334,16	0,00	0,00	830.334,16	10,86
Igarassu (Município) (260680)	154,32	2,20	3.458.373,13	0,00	0,00	3.458.373,13	33,90
Ipojuca (Município) (260720)	100,86	0,00	8.024.726,81	0,00	0,00	8.024.726,81	99,52
Ilha de Itamaracá (Município) (260760)	70,07	0,00	215.267,37	0,00	0,00	215.267,37	9,84
Itapissuma (Município) (260775)	35,98	0,00	93.002,48	0,00	0,00	93.002,48	3,91
Jaboatão dos Guararapes (Município) (260790)	905,19	161,70	3.327.384,11	0,00	0,00	3.327.384,11	5,16
Limoeiro (Município) (260890)	95,76	0,00	200.806,07	0,00	0,00	200.806,07	3,62
Moreno (Município) (260940)	98,64	40,04	5.451.911,70	0,00	0,00	5.451.911,70	96,16
Olinda (Município) (260960)	677,16	338,50	3.694.899,43	0,00	0,00	3.694.899,43	9,78
Ouricuri (Município) (260990)	126,74	0,00	260.285,21	0,00	0,00	260.285,21	4,04
Palmares (Município) (261000)	101,93	0,00	113.610,06	0,00	0,00	113.610,06	1,91
Paudalho (Município) (261060)	70,63	0,00	2.912.421,37	0,00	0,00	2.912.421,37	56,71
Paulista (Município) (261070)	571,74	236,94	8.481.888,88	0,00	0,00	8.481.888,88	28,23
Pesqueira (Município) (261090)	97,01	0,00	255.047,02	0,00	0,00	255.047,02	4,05
Petrolina (Município) (261110)	662,54	450,00	7.175.071,74	0,00	0,00	7.175.071,74	24,41
Recife (Município) (261160)	2.472,37	1.288,62	579.524.384,09	0,00	0,00	579.524.384,09	376,88
Salgueiro (Município) (261220)	158,54	0,00	24.221.022,13	0,00	0,00	24.221.022,13	427,71
Santa Cruz do Capibaribe (Município) (261250)	161,41	160,00	1.074.541,93	0,00	0,00	1.074.541,93	12,27
São Bento do Una (Município) (261300)	68,86	0,00	323.459,96	0,00	0,00	323.459,96	6,08
São Lourenço da Mata (Município) (261370)	151,72	17,99	809.933,25	0,00	0,00	809.933,25	7,87
Serra Talhada (Município) (261390)	140,99	0,00	373.580,26	0,00	0,00	373.580,26	4,72
Surubim (Município) (261450)	114,90	0,00	301.386,48	0,00	0,00	301.386,48	5,15
Timbaúba (Município) (261530)	101,60	0,00	617.542,01	0,00	0,00	617.542,01	11,47
Vitória de Santo Antão (Município) (261640)	234,87	67,54	1.456.006,05	0,00	0,00	1.456.006,05	11,20
Arapiraca (Município) (270030)	590,45	0,00	1.317.896,38	0,00	0,00	1.317.896,38	6,16
Barra de Santo Antônio (Município) (270050)	-	-	-	-	-	-	-
Barra de São Miguel (Município) (270060)	38,50	0,00	7.791,92	0,00	0,00	7.791,92	1,03
Campo Alegre (Município) (270140)	191,40	60,00	0,00	0,00	0,00	0,00	0,00
Coqueiro Seco (Município) (270220)	9,60	0,00	146.157,05	0,00	0,00	146.157,05	26,45
Coruripe (Município) (270230)	-	-	-	-	-	-	-
Delmiro Gouveia (Município) (270240)	131,10	55,00	0,00	0,00	0,00	0,00	0,00
Maceió (Município) (270430)	1.400,00	316,40	12.663.561,38	0,00	0,00	12.663.561,38	13,58
Marechal Deodoro (Município) (270470)	107,00	28,00	21.997,93	0,00	0,00	21.997,93	0,48
Messias (Município) (270520)	17,10	0,00	67.952,69	0,00	0,00	67.952,69	4,33
Palmeira dos Índios (Município) (270630)	212,60	0,00	2.800,01	0,00	0,00	2.800,01	0,04
Paripueira (Município) (270644)	25,40	0,00	0,00	0,00	0,00	0,00	0,00
Penedo (Município) (270670)	74,00	0,00	114.052,61	0,00	0,00	114.052,61	1,89
Pilar (Município) (270690)	47,00	0,00	0,00	0,00	0,00	0,00	0,00
Rio Largo (Município) (270770)	170,40	0,00	180.897,54	0,00	0,00	180.897,54	2,64
Santa Luzia do Norte (Município) (270790)	11,10	0,00	108.251,07	0,00	0,00	108.251,07	15,71
São Miguel dos Campos (Município) (270860)	165,00	71,94	102.659,98	0,00	0,00	102.659,98	1,88
Satuba (Município) (270890)	18,05	0,00	0,00	0,00	0,00	0,00	0,00
União dos Palmares (Município) (270930)	103,00	0,00	91.950,69	0,00	0,00	91.950,69	1,47
Aracaju (Município) (280030)	2.212,76	613,89	158.241.707,97	0,00	0,00	158.241.707,97	277,06
Barra dos Coqueiros (Município) (280060)	47,22	0,00	12.513.452,06	0,00	0,00	12.513.452,06	501,02
Estância (Município) (280210)	133,95	0,00	156.698,40	0,00	0,00	156.698,40	2,43
Itabaiana (Município) (280290)	149,22	0,00	3.380.740,95	0,00	0,00	3.380.740,95	38,87
Lagarto (Município) (280350)	391,10	25,20	1.694.840,45	0,00	0,00	1.694.840,45	17,87
Nossa Senhora do Socorro (Município) (280480)	481,84	173,09	5.828.226,62	0,00	0,00	5.828.226,62	36,24
São Cristóvão (Município) (280670)	134,32	57,41	0,00	0,00	0,00	0,00	0,00
Tobias Barreto (Município) (280740)	79,28	0,00	2.286.476,09	0,00	0,00	2.286.476,09	47,60
Alagoinhas (Município) (290070)	420,00	130,00	5.348.103,28	0,00	0,00	5.348.103,28	37,68
Araci (Município) (290210)	49,72	33,24	0,00	0,00	0,00	0,00	0,00
Barra (Município) (290270)	137,10	0,00	332.934,58	0,00	0,00	332.934,58	6,75
Barreiras (Município) (290320)	283,55	30,75	0,00	0,00	0,00	0,00	0,00
Bom Jesus da Lapa (Município) (290390)	124,00	60,00	366.729,31	0,00	0,00	366.729,31	5,78
Brumado (Município) (290460)	229,87	3,57	0,00	0,00	0,00	0,00	0,00
Caetité (Município) (290520)	104,65	0,00	0,00	0,00	0,00	0,00	0,00
Camaçari (Município) (290570)	950,64	30,99	0,00	0,00	0,00	0,00	0,00
Campo Formoso (Município) (290600)	45,57	0,00	0,00	0,00	0,00	0,00	0,00
Candeias (Município) (290650)	291,86	50,31	0,00	0,00	0,00	0,00	0,00
Casa Nova (Município) (290720)	-	-	-	-	-	-	-
Catu (Município) (290750)	120,00	0,00	268.004,24	0,00	0,00	268.004,24	5,25
Conceição do Coité (Município) (290840)	145,35	0,00	0,00	0,00	0,00	0,00	0,00
Cruz das Almas (Município) (290980)	201,75	0,00	0,00	0,00	0,00	0,00	0,00
Dias d'Ávila (Município) (291005)	207,76	49,16	0,00	0,00	0,00	0,00	0,00
Euclides da Cunha (Município) (291070)	222,81	0,00	0,00	0,00	0,00	0,00	0,00
Eunápolis (Município) (291072)	282,18	5,88	0,00	0,00	0,00	0,00	0,00
Feira de Santana (Município) (291080)	1.832,55	475,49	0,00	0,00	0,00	0,00	0,00
Guanambi (Município) (291170)	309,91	0,00	0,00	0,00	0,00	0,00	0,00
Ilhéus (Município) (291360)	549,24	127,01	0,00	0,00	0,00	0,00	0,00
Ipirá (Município) (291400)	125,71	2,78	0,00	0,00	0,00	0,00	0,00
Irecê (Município) (291460)	333,61	12,66	0,00	0,00	0,00	0,00	0,00
Itaberaba (Município) (291470)	209,90	7,34	0,00	0,00	0,00	0,00	0,00
Itabuna (Município) (291480)	402,10	312,00	1.037.855,98	0,00	0,00	1.037.855,98	5,07
Itamaraju (Município) (291560)	165,04	5,94	18.777.997,72	0,00	0,00	18.777.997,72	297,74
Itaparica (Município) (291610)	125,40	23,89	0,00	0,00	0,00	0,00	0,00
Itapetinga (Município) (291640)	144,10	117,60	340.409,46	0,00	0,00	340.409,46	4,99
Jacobina (Município) (291750)	228,33	0,00	0,00	0,00	0,00	0,00	0,00
Jaguaquara (Município) (291760)	120,25	0,00	0,00	0,00	0,00	0,00	0,00
Jequié (Município) (291800)	488,18	264,76	0,00	0,00	0,00	0,00	0,00
Juazeiro (Município) (291840)	363,00	208,00	2.882.479,95	0,00	0,00	2.882.479,95	14,56
