Localidade	"Número de moradias permanentes
(habitações) (IBGE)"	"Número de moradias permanentes em áreas urbanas
(habitações) (IBGE)"	"Número de pessoas por moradia
(pessoas por moradia) (IBGE)"	"Número de pessoas por moradia (área urbana)
(pessoas por moradia) (IBGE)"	"PIB, em R$ milhões a preços de 2017
(R$ milhões a preços de 2019) (IBGE)"	"PIB per capita, em R$ a preços de 2017
(R$ por habitante a preços de 2019) (IBGE)"	"Área do município
(km²) (IBGE)"	"Densidade demográfica (pessoas por km²)
(Pessoas por km²) (IBGE)"
Parauapebas (Município) (150553)	49.447	46.395	3,71	3,56	18.753,820	102.283,15	6.886,210	26,63
Portel (Município) (150580)	11.173	5.946	5,12	4,58	530,120	9.266,96	25.384,960	2,25
Redenção (Município) (150613)	23.457	22.389	3,41	3,31	1.588,190	19.872,98	3.823,810	20,90
Rondon do Pará (Município) (150618)	14.517	11.185	3,41	3,27	565,970	11.439,32	8.246,390	6,00
Santa Bárbara do Pará (Município) (150635)	5.165	1.659	3,72	3,68	147,170	7.666,05	278,150	69,02
Santa Izabel do Pará (Município) (150650)	17.691	13.898	3,69	3,39	666,330	10.211,74	717,660	90,92
Santana do Araguaia (Município) (150670)	16.194	8.673	4,02	3,96	711,550	10.936,43	11.591,460	5,61
Santarém (Município) (150680)	81.038	62.763	3,58	3,39	4.562,050	15.702,98	17.898,390	16,23
São Félix do Xingu (Município) (150730)	26.076	13.541	4,28	4,07	1.240,930	11.116,18	84.212,850	1,33
São Miguel do Guamá (Município) (150760)	14.649	9.740	3,77	3,50	671,460	12.166,13	1.110,180	49,71
Tailândia (Município) (150795)	19.097	14.509	4,92	4,79	896,750	9.549,40	4.430,220	21,20
Tomé-Açu (Município) (150800)	15.784	9.231	3,79	3,62	621,840	10.399,59	5.145,360	11,62
Tucuruí (Município) (150810)	27.282	26.851	3,86	3,74	3.555,920	33.727,42	2.086,190	50,54
Ulianópolis (Município) (150812)	9.919	6.905	5,24	4,95	1.458,440	28.070,69	5.088,470	10,21
Vigia (Município) (150820)	13.650	9.325	3,71	3,67	387,860	7.661,89	539,080	93,90
Viseu (Município) (150830)	14.320	4.846	4,10	3,93	498,090	8.486,22	4.915,070	11,94
Macapá (Município) (160030)	113.201	106.638	3,95	4,01	10.704,330	23.960,07	6.503,460	68,70
Santana (Município) (160060)	25.733	25.413	4,30	4,26	2.270,040	20.531,26	1.541,220	71,74
Araguaína (Município) (170210)	49.543	47.733	3,37	3,33	3.661,550	21.902,37	4.000,420	41,79
Gurupi (Município) (170950)	26.281	25.990	3,15	3,11	2.002,790	24.199,45	1.836,090	45,08
Paraíso do Tocantins (Município) (171610)	15.188	14.664	3,19	3,16	1.087,250	22.459,71	1.268,060	38,18
Porto Nacional (Município) (171820)	15.544	13.506	3,34	3,31	1.347,990	25.999,90	4.449,920	11,65
Palmas (Município) (172100)	79.920	77.388	3,32	3,33	7.945,660	29.937,43	2.218,940	119,61
Açailândia (Município) (210005)	30.578	23.530	3,56	3,48	2.145,370	19.724,80	5.806,440	18,73
Alcântara (Município) (210020)	6.749	1.920	3,21	3,30	120,520	5.566,39	1.457,920	14,85
Bacabal (Município) (210120)	29.192	23.621	3,50	3,37	1.278,940	12.506,14	1.683,070	60,76
Balsas (Município) (210140)	23.675	21.314	3,83	3,71	3.511,740	38.727,16	13.141,760	6,90
Barra do Corda (Município) (210160)	24.059	15.742	3,56	3,39	695,630	8.126,26	5.190,340	16,49
Barreirinhas (Município) (210170)	13.583	5.935	4,39	4,03	454,950	7.630,47	3.026,540	19,70
Buriticupu (Município) (210232)	16.674	9.573	4,17	3,99	523,460	7.526,66	2.545,440	27,32
Caxias (Município) (210300)	44.653	35.168	3,59	3,48	1.710,880	10.673,58	5.196,770	30,84
Chapadinha (Município) (210320)	19.613	14.826	3,92	3,74	675,450	8.775,27	3.247,390	23,70
Codó (Município) (210330)	32.877	23.250	3,65	3,54	1.066,370	8.889,24	4.361,340	27,51
Coroatá (Município) (210360)	17.700	13.019	3,59	3,40	412,820	6.501,40	2.263,770	28,05
Grajaú (Município) (210480)	16.600	10.412	4,02	3,78	647,170	9.698,02	8.863,570	7,53
Imperatriz (Município) (210530)	76.258	74.401	3,31	3,21	6.919,740	27.424,47	1.368,990	184,31
Itapecuru Mirim (Município) (210540)	17.459	10.135	3,76	3,62	559,150	8.508,92	1.471,440	44,66
Paço do Lumiar (Município) (210750)	30.136	23.570	3,84	3,68	837,260	7.236,94	125,260	923,63
Pinheiro (Município) (210860)	21.689	13.500	3,73	3,56	805,880	9.959,37	1.512,970	53,48
Raposa (Município) (210945)	7.278	4.685	4,01	3,94	237,310	8.136,12	66,400	439,26
Santa Inês (Município) (210990)	22.537	21.961	3,67	3,57	1.291,230	15.617,22	786,690	105,10
Santa Luzia (Município) (211000)	19.431	7.341	3,90	3,59	610,870	8.063,01	4.837,040	15,66
São José de Ribamar (Município) (211120)	47.291	10.030	3,65	3,98	1.908,540	11.070,27	385,780	446,90
São Luís (Município) (211130)	303.309	284.203	3,51	3,54	32.909,630	30.924,37	834,830	1.274,75
Timon (Município) (211220)	45.009	40.083	3,63	3,54	1.680,770	10.289,88	1.764,610	92,57
Tutóia (Município) (211250)	12.623	4.782	4,48	4,18	359,580	6.364,21	1.651,650	34,21
Vargem Grande (Município) (211270)	12.333	7.222	4,37	4,03	325,010	6.027,89	1.957,750	27,54
Viana (Município) (211280)	13.710	7.751	3,72	3,58	393,600	7.721,26	1.168,440	43,63
Zé Doca (Município) (211400)	13.206	8.689	3,80	3,55	456,220	9.089,80	2.140,110	23,45
Altos (Município) (220040)	11.364	8.181	3,49	3,42	351,830	8.878,97	957,650	41,38
Beneditinos (Município) (220160)	3.035	1.948	3,30	3,25	63,810	6.367,17	788,580	12,71
Coivaras (Município) (220273)	1.117	372	3,51	3,24	28,800	7.354,47	485,500	8,07
Curralinhos (Município) (220325)	1.208	393	3,57	3,50	26,330	6.097,36	345,850	12,49
Demerval Lobão (Município) (220330)	4.157	3.441	3,25	3,22	151,960	11.234,68	216,810	62,39
Floriano (Município) (220390)	17.685	15.452	3,32	3,29	1.098,800	18.718,29	3.409,650	17,22
José de Freitas (Município) (220550)	10.115	5.969	3,77	3,72	309,060	8.097,16	1.538,170	24,81
Lagoa Alegre (Município) (220555)	2.148	833	3,86	3,78	48,170	5.810,04	394,660	21,01
Lagoa do Piauí (Município) (220558)	1.165	522	3,40	3,29	51,810	13.073,93	426,630	9,29
Miguel Leão (Município) (220630)	367	251	3,38	3,39	17,190	13.874,02	93,520	13,25
Monsenhor Gil (Município) (220640)	3.124	1.661	3,33	3,22	99,170	9.526,28	582,550	17,87
Nazária (Município) (220672)	2.410	501	3,46	3,41	69,480	8.340,68	363,590	22,91
Parnaíba (Município) (220770)	42.380	40.312	3,52	3,50	2.001,940	13.404,51	434,230	343,94
Pau D'Arco do Piauí (Município) (220779)	1.128	183	3,47	3,16	23,470	5.995,45	430,820	9,09
Picos (Município) (220800)	23.248	18.648	3,28	3,25	1.452,650	19.036,42	577,300	132,18
Piripiri (Município) (220840)	18.612	13.739	3,36	3,28	639,090	10.209,05	1.408,930	44,43
Teresina (Município) (221100)	240.003	227.178	3,50	3,49	21.420,660	25.482,59	1.391,980	603,89
União (Município) (221110)	11.864	5.954	3,67	3,59	332,300	7.637,18	1.173,450	37,08
Acaraú (Município) (230020)	16.441	8.340	3,69	3,57	631,040	10.398,77	842,560	72,02
Acopiara (Município) (230030)	16.841	8.876	3,14	2,94	403,710	7.631,20	2.265,350	23,35
Aquiraz (Município) (230100)	22.205	20.860	3,47	3,41	1.990,090	25.856,35	481,600	159,82
Aracati (Município) (230110)	22.201	14.478	3,25	3,18	1.306,820	18.087,91	1.228,060	58,83
Barbalha (Município) (230190)	16.462	11.596	3,54	3,46	877,350	15.036,80	569,510	102,45
Beberibe (Município) (230220)	15.795	7.093	3,28	3,21	701,290	13.516,31	1.623,880	31,95
Boa Viagem (Município) (230240)	16.986	9.134	3,16	2,98	406,660	7.569,20	2.836,780	18,94
Camocim (Município) (230260)	17.585	13.374	3,54	3,45	646,640	10.396,04	1.124,780	55,30
Canindé (Município) (230280)	22.359	14.707	3,43	3,28	682,280	8.892,69	3.218,480	23,84
Cascavel (Município) (230350)	21.080	18.108	3,30	3,26	937,090	13.483,72	835,000	83,23
Caucaia (Município) (230370)	99.892	90.182	3,50	3,46	6.727,600	19.247,79	1.228,510	284,51
Chorozinho (Município) (230395)	6.143	3.793	3,12	3,06	154,420	8.047,51	278,410	68,92
Crateús (Município) (230410)	24.317	17.929	3,05	2,99	745,160	10.044,15	2.985,150	24,85
Crato (Município) (230420)	38.028	32.185	3,36	3,30	1.710,730	13.401,03	1.176,470	108,51
Eusébio (Município) (230428)	14.240	14.318	3,53	3,51	3.064,680	60.918,35	79,010	636,77
Fortaleza (Município) (230440)	793.475	793.475	3,24	3,24	67.627,610	26.294,85	314,930	8.166,56
Granja (Município) (230470)	14.823	7.758	3,62	3,40	342,720	6.384,26	2.663,030	20,16
Guaiúba (Município) (230495)	7.171	5.679	3,57	3,53	185,330	7.244,70	267,130	95,76
Horizonte (Município) (230523)	17.573	16.452	3,53	3,49	1.694,040	27.322,35	160,760	385,67
Icó (Município) (230540)	20.438	9.970	3,28	3,13	594,410	8.865,86	1.872,000	35,81
Iguatu (Município) (230550)	32.265	25.171	3,12	3,10	1.745,690	17.329,83	1.029,210	97,87
Itaitinga (Município) (230625)	10.417	10.397	3,66	3,64	525,400	13.778,84	151,630	251,47
Itapajé (Município) (230630)	14.503	10.392	3,49	3,43	629,020	12.413,90	430,570	117,68
Itapipoca (Município) (230640)	33.554	20.135	3,68	3,54	1.443,310	11.676,07	1.614,160	76,58
Juazeiro do Norte (Município) (230730)	77.562	75.130	3,40	3,37	4.602,470	17.453,18	248,830	1.059,77
Limoeiro do Norte (Município) (230760)	19.222	11.387	3,01	2,93	975,970	16.890,51	750,070	77,04
Maracanaú (Município) (230765)	64.869	64.806	3,39	3,37	8.471,290	38.549,86	106,650	2.060,51
Maranguape (Município) (230770)	32.459	25.245	3,76	3,67	1.276,940	10.464,97	590,870	206,51
Morada Nova (Município) (230870)	20.445	11.996	3,04	2,95	770,560	12.410,11	2.778,580	22,35
Pacajus (Município) (230960)	19.714	16.415	3,43	3,38	1.119,870	16.546,98	254,640	265,78
Pacatuba (Município) (230970)	20.970	18.207	3,77	3,73	1.171,970	14.820,62	131,990	599,10
Pindoretama (Município) (231085)	6.004	3.690	3,33	3,27	202,810	10.153,04	75,140	265,84
Quixadá (Município) (231130)	24.821	18.148	3,41	3,33	989,890	11.689,21	2.019,830	41,93
Quixeramobim (Município) (231140)	23.005	14.319	3,32	3,22	859,150	11.247,48	3.275,630	23,32
Russas (Município) (231180)	22.883	15.108	3,24	3,16	1.068,760	14.395,49	1.590,260	46,69
São Gonçalo do Amarante (Município) (231240)	13.482	8.881	3,47	3,43	1.741,140	37.217,34	834,450	56,06
Sobral (Município) (231290)	56.630	50.454	3,53	3,50	4.616,170	23.109,75	2.122,900	94,09
Tauá (Município) (231330)	18.217	11.009	3,16	3,02	595,210	10.355,38	4.018,160	14,30
Tianguá (Município) (231340)	20.428	13.940	3,56	3,47	1.017,210	13.972,09	908,890	80,10
Trairi (Município) (231350)	15.000	5.707	3,60	3,46	724,390	13.415,13	925,720	58,33
Viçosa do Ceará (Município) (231410)	15.189	5.381	3,84	3,52	408,380	7.000,98	1.311,630	44,47
Açu (Município) (240020)	16.522	12.328	3,44	3,41	1.001,050	17.615,18	1.303,440	43,60
Caicó (Município) (240200)	20.681	19.107	3,23	3,20	1.123,420	16.827,95	1.228,580	54,34
Ceará-Mirim (Município) (240260)	19.306	10.230	3,75	3,69	845,560	11.683,21	724,380	99,91
Parnamirim (Município) (240325)	67.015	67.241	3,52	3,51	5.282,310	22.384,29	123,470	1.911,24
Extremoz (Município) (240360)	7.230	4.757	3,75	3,66	317,240	11.703,24	139,580	194,21
Macaíba (Município) (240710)	21.642	13.496	3,55	3,49	1.633,960	21.275,29	510,770	150,36
Monte Alegre (Município) (240780)	6.343	2.841	3,47	3,37	196,280	8.923,33	210,920	104,29
Mossoró (Município) (240800)	81.515	74.940	3,49	3,46	7.507,060	26.406,54	2.099,330	135,42
Natal (Município) (240810)	264.156	264.156	3,26	3,26	23.018,630	26.702,38	167,260	5.153,79
Nísia Floresta (Município) (240820)	7.098	2.882	3,69	3,59	356,690	13.609,90	307,840	85,13
São Gonçalo do Amarante (Município) (241200)	27.162	23.210	3,56	3,52	2.005,360	20.725,27	249,120	388,40
São José de Mipibu (Município) (241220)	12.014	5.626	3,56	3,48	782,210	18.287,44	290,330	147,32
Vera Cruz (Município) (241480)	3.097	1.390	3,82	3,73	100,740	8.514,61	83,890	141,04
Alhandra (Município) (250060)	5.464	3.467	3,49	3,40	861,360	45.199,01	182,660	104,33
Bayeux (Município) (250180)	30.410	30.345	3,15	3,12	1.301,790	13.606,10	27,540	3.474,62
Caaporã (Município) (250300)	5.948	5.183	3,60	3,56	482,330	22.552,37	150,170	142,42
Cabedelo (Município) (250320)	18.736	18.861	3,44	3,41	2.762,950	42.929,66	31,920	2.016,61
Cajazeiras (Município) (250370)	18.824	15.548	3,24	3,19	1.090,210	17.863,58	565,900	107,85
Campina Grande (Município) (250400)	121.830	117.193	3,31	3,28	9.080,760	22.537,81	593,030	679,42
Conde (Município) (250460)	6.315	4.309	3,73	3,70	679,660	28.855,48	172,950	136,19
Cruz do Espírito Santo (Município) (250490)	4.580	2.145	3,72	3,63	141,330	8.299,85	191,100	89,10
Guarabira (Município) (250630)	17.688	15.868	3,27	3,22	950,240	16.445,90	165,740	348,61
João Pessoa (Município) (250750)	241.122	240.743	3,24	3,23	21.028,880	26.934,61	211,480	3.691,87
Lucena (Município) (250860)	3.384	2.988	3,73	3,66	230,350	18.230,92	88,550	142,69
Mamanguape (Município) (250890)	12.598	10.415	3,49	3,42	576,940	13.103,27	340,480	129,32
Patos (Município) (251080)	31.446	30.653	3,36	3,33	1.611,850	15.273,73	473,060	223,08
Pedras de Fogo (Município) (251120)	8.048	5.069	3,50	3,36	535,320	19.000,43	404,880	69,59
Pitimbu (Município) (251190)	5.148	3.261	3,58	3,45	165,370	8.976,88	136,440	135,02
Rio Tinto (Município) (251290)	7.218	4.296	3,32	3,17	271,910	11.350,82	465,670	51,44
Santa Rita (Município) (251370)	36.517	31.945	3,67	3,61	2.504,130	18.697,70	730,210	183,41
Sapé (Município) (251530)	15.291	11.971	3,40	3,30	563,670	10.847,41	315,530	164,69
Sousa (Município) (251620)	20.436	16.278	3,35	3,31	1.115,410	16.299,13	738,550	92,66
Abreu e Lima (Município) (260005)	31.477	29.135	3,12	3,09	1.620,750	16.504,46	126,190	778,18
Araçoiaba (Município) (260105)	5.420	4.605	3,61	3,58	138,130	7.055,21	96,380	203,14
Araripina (Município) (260110)	23.067	14.633	3,57	3,41	938,550	11.404,27	2.037,390	40,39
Arcoverde (Município) (260120)	22.567	20.814	3,22	3,18	1.053,330	14.494,31	323,370	224,73
Belo Jardim (Município) (260170)	24.838	20.405	3,03	2,96	1.585,420	21.086,65	647,700	116,08
Bezerros (Município) (260190)	21.568	18.612	2,80	2,75	708,960	11.757,09	490,820	122,86
Brejo da Madre de Deus (Município) (260260)	14.852	11.638	3,27	3,24	339,780	6.999,76	762,350	63,67
Buíque (Município) (260280)	14.690	6.439	3,81	3,53	383,930	6.867,55	1.320,870	42,32
Cabo de Santo Agostinho (Município) (260290)	59.758	54.902	3,32	3,28	9.505,880	47.916,81	448,740	442,09
Camaragibe (Município) (260345)	47.248	47.480	3,23	3,22	1.603,180	10.489,25	51,260	2.981,84
Carpina (Município) (260400)	23.974	23.246	3,35	3,32	1.444,710	18.015,20	147,670	543,08
Caruaru (Município) (260410)	107.739	96.468	3,18	3,15	7.547,750	22.048,30	920,610	371,85
Escada (Município) (260520)	20.274	17.677	3,30	3,22	903,620	13.505,65	342,200	195,52
Garanhuns (Município) (260600)	41.809	37.817	3,25	3,21	2.247,680	16.520,17	458,550	296,71
Goiana (Município) (260620)	24.028	18.833	3,26	3,19	2.913,820	37.219,67	445,810	175,61
Gravatá (Município) (260640)	26.232	23.771	3,09	3,05	1.143,690	14.087,97	506,790	160,19
Igarassu (Município) (260680)	33.211	30.827	3,34	3,31	2.823,200	25.453,25	305,560	363,00
Ipojuca (Município) (260720)	24.692	18.969	3,63	3,50	8.668,080	96.677,22	527,110	170,10
Ilha de Itamaracá (Município) (260760)	6.061	5.693	4,03	3,33	257,830	10.561,15	66,680	366,10
Itapissuma (Município) (260775)	7.224	5.953	3,53	3,30	1.643,930	64.432,66	74,240	343,69
Jaboatão dos Guararapes (Município) (260790)	220.365	216.924	3,09	3,07	16.208,560	23.803,11	258,690	2.632,23
Limoeiro (Município) (260890)	18.348	14.898	3,07	3,04	719,740	12.775,92	273,740	205,80
Moreno (Município) (260940)	18.422	16.560	3,28	3,23	675,150	11.171,45	196,070	308,23
Olinda (Município) (260960)	126.653	124.878	3,07	3,05	6.445,840	16.577,91	41,680	9.328,49
Ouricuri (Município) (260990)	18.540	9.971	3,62	3,41	594,710	8.863,29	2.381,580	28,17
Palmares (Município) (261000)	17.363	13.949	3,57	3,50	980,450	15.808,60	339,290	182,79
Paudalho (Município) (261060)	15.884	11.383	3,43	3,39	619,690	11.360,60	274,780	198,51
Paulista (Município) (261070)	101.409	101.904	3,15	3,14	5.040,920	15.764,26	97,310	3.286,02
Pesqueira (Município) (261090)	20.600	15.356	3,19	3,07	728,000	11.068,87	980,880	67,05
Petrolina (Município) (261110)	89.975	68.895	3,62	3,53	6.418,390	19.687,28	4.561,870	71,47
Recife (Município) (261160)	527.396	527.396	3,05	3,05	60.877,990	37.847,96	218,440	7.363,69
Salgueiro (Município) (261220)	16.848	13.778	3,53	3,48	935,990	15.754,96	1.686,810	35,22
Santa Cruz do Capibaribe (Município) (261250)	29.062	28.510	3,41	3,40	1.519,750	15.315,12	335,310	295,94
São Bento do Una (Município) (261300)	16.417	9.032	3,47	3,31	885,400	15.520,76	719,150	79,32
São Lourenço da Mata (Município) (261370)	33.915	32.122	3,22	3,20	1.096,700	10.034,06	262,110	417,00
Serra Talhada (Município) (261390)	25.777	20.425	3,25	3,17	1.509,490	18.031,94	2.980,010	28,09
Surubim (Município) (261450)	19.588	14.948	3,19	3,15	798,220	12.765,33	252,860	247,30
Timbaúba (Município) (261530)	16.969	15.003	3,17	3,09	776,440	14.420,17	292,990	183,78
Vitória de Santo Antão (Município) (261640)	44.122	39.144	3,06	3,01	3.555,140	26.359,54	335,940	401,47
Arapiraca (Município) (270030)	65.467	55.664	3,50	3,49	4.141,620	18.059,71	345,660	663,46
Barra de Santo Antônio (Município) (270050)	3.948	3.691	3,94	3,92	150,400	9.662,84	131,630	118,25
Barra de São Miguel (Município) (270060)	2.274	1.987	3,60	3,55	151,250	18.465,16	76,620	106,91
Campo Alegre (Município) (270140)	12.271	5.663	4,55	4,30	411,720	7.376,71	312,710	178,49
Coqueiro Seco (Município) (270220)	1.706	1.540	3,43	3,41	57,470	9.834,02	39,610	147,55
Coruripe (Município) (270230)	15.160	13.461	3,70	3,68	1.285,880	22.899,58	898,630	62,49
Delmiro Gouveia (Município) (270240)	14.857	10.866	3,46	3,42	577,710	11.250,69	626,690	81,94
Maceió (Município) (270430)	324.094	324.012	3,10	3,10	22.013,700	21.897,23	509,550	1.972,95
Marechal Deodoro (Município) (270470)	13.768	13.031	3,67	3,66	1.497,680	29.649,95	332,140	152,08
Messias (Município) (270520)	4.414	3.969	3,93	3,98	171,570	9.888,84	114,160	151,99
Palmeira dos Índios (Município) (270630)	22.954	17.026	3,21	3,18	882,570	11.971,11	450,960	163,49
Paripueira (Município) (270644)	3.194	2.830	3,97	3,97	138,620	10.926,02	92,850	136,64
Penedo (Município) (270670)	18.396	13.939	3,47	3,42	776,360	12.160,68	689,880	92,54
Pilar (Município) (270690)	9.899	9.441	3,55	3,56	541,390	15.400,84	251,070	140,01
Rio Largo (Município) (270770)	20.935	17.169	3,60	3,58	881,870	11.716,62	293,820	256,17
Santa Luzia do Norte (Município) (270790)	2.107	1.898	3,46	3,44	104,040	14.267,82	28,860	252,69
São Miguel dos Campos (Município) (270860)	15.853	15.317	3,77	3,76	1.363,860	22.795,51	360,880	165,79
Satuba (Município) (270890)	4.284	3.815	3,09	3,04	126,500	9.553,45	41,270	320,85
União dos Palmares (Município) (270930)	18.633	14.476	3,53	3,47	754,280	11.469,55	420,720	156,31
Aracaju (Município) (280030)	201.082	201.082	3,10	3,10	17.956,810	28.787,74	181,860	3.429,98
Barra dos Coqueiros (Município) (280060)	7.743	6.551	3,63	3,59	529,920	18.862,94	89,600	313,54
Estância (Município) (280210)	20.591	18.075	3,30	3,20	2.154,010	31.698,58	644,490	105,44
Itabaiana (Município) (280290)	29.386	23.658	3,16	3,05	1.727,330	18.627,07	337,300	274,93
Lagarto (Município) (280350)	31.224	16.822	3,24	3,10	1.487,460	14.683,04	968,920	104,55
Nossa Senhora do Socorro (Município) (280480)	51.242	50.917	3,41	3,33	3.083,350	17.621,77	155,020	1.128,73
São Cristóvão (Município) (280670)	25.315	21.951	3,39	3,30	941,820	10.975,13	438,040	195,91
Tobias Barreto (Município) (280740)	15.881	10.908	3,21	3,13	520,870	10.219,01	1.024,190	49,77
Alagoinhas (Município) (290070)	46.169	40.304	3,33	3,33	3.323,020	21.639,88	707,560	217,03
Araci (Município) (290210)	15.113	6.188	3,71	3,44	409,520	7.309,94	1.495,550	37,46
