Localidade	"População total
(pessoas) (IBGE)"	"População das cidades declarantes do SNIS
(pessoas) (SNIS)"	"População urbana total
(pessoas) (SNIS)"	"Área do município
(km²) (IBGE)"	"População total que mora em domicílios sem acesso ao serviço de coleta de esgoto
(pessoas) (SNIS)"	"População urbana que mora em domicílios sem acesso ao serviço de coleta de esgoto
(pessoas) (SNIS)"	"Parcela da população urbana que mora em domicílios sem acesso ao serviço de coleta de esgoto
(% da população) (SNIS)"	"Parcela da população total que mora em domicílios sem acesso ao serviço de coleta de esgoto
(% da população) (SNIS)"
Confins (Município) (311787)	6.077	6.077	6.077	42,360	6.077	6.077	100,0%	100,0%
Congonhas (Município) (311800)	49.616	49.616	48.304	304,070	8.124	6.812	14,1%	16,4%
Conselheiro Lafaiete (Município) (311830)	118.578	118.578	113.239	370,250	5.339	0	0,0%	4,5%
Contagem (Município) (311860)	613.815	613.815	611.738	195,050	10.686	8.609	1,4%	1,7%
Coronel Fabriciano (Município) (311940)	104.637	104.637	103.326	221,250	1.311	0	0,0%	1,3%
Curvelo (Município) (312090)	75.014	75.014	68.104	3.296,200	9.720	2.810	4,1%	13,0%
Divinópolis (Município) (312230)	217.404	217.404	211.791	708,120	5.613	0	0,0%	2,6%
Esmeraldas (Município) (312410)	62.262	62.262	58.072	909,680	52.807	48.617	83,7%	84,8%
Florestal (Município) (312600)	6.744	6.744	5.624	194,240	1.120	0	0,0%	16,6%
Formiga (Município) (312610)	65.464	65.464	59.794	1.501,920	4.977	0	0,0%	7,6%
Fortuna de Minas (Município) (312640)	2.746	2.746	1.893	198,710	996	143	7,6%	36,3%
Frutal (Município) (312710)	54.511	54.511	46.988	2.426,970	7.523	0	0,0%	13,8%
Funilândia (Município) (312720)	3.942	3.942	2.075	199,800	2.612	745	35,9%	66,3%
Governador Valadares (Município) (312770)	266.190	266.190	255.702	2.342,330	6.932	5.960	2,3%	2,6%
Guaxupé (Município) (312870)	49.792	49.792	46.820	286,400	49.792	46.820	100,0%	100,0%
Ibirité (Município) (312980)	162.867	162.867	162.494	72,570	27.002	26.629	16,4%	16,6%
Igarapé (Município) (313010)	36.363	36.363	34.078	110,940	8.746	6.461	19,0%	24,1%
Inhaúma (Município) (313100)	5.846	5.846	4.269	245,000	3.859	2.282	53,5%	66,0%
Ipatinga (Município) (313130)	243.541	243.541	240.998	164,880	2.543	0	0,0%	1,0%
Itabira (Município) (313170)	111.514	111.514	103.929	1.253,700	11.966	7.625	7,3%	10,7%
Itabirito (Município) (313190)	46.589	46.589	44.659	542,610	9.318	7.388	16,5%	20,0%
Itaguara (Município) (313220)	12.534	12.534	9.651	410,470	2.492	571	5,9%	19,9%
Itajubá (Município) (313240)	91.643	91.643	83.663	294,840	7.980	0	0,0%	8,7%
Itatiaiuçu (Município) (313370)	10.142	10.142	6.355	295,150	10.142	6.355	100,0%	100,0%
Itaúna (Município) (313380)	86.762	86.762	81.674	495,770	4.580	0	0,0%	5,3%
Ituiutaba (Município) (313420)	98.392	98.392	94.295	2.598,050	4.285	188	0,2%	4,4%
Jaboticatubas (Município) (313460)	17.679	17.679	11.082	1.114,970	6.597	0	0,0%	37,3%
Janaúba (Município) (313510)	67.581	67.581	61.275	2.181,320	54.420	48.114	78,5%	80,5%
Januária (Município) (313520)	65.744	65.744	41.499	6.661,590	58.232	33.987	81,9%	88,6%
João Monlevade (Município) (313620)	74.655	74.655	74.317	99,160	338	0	0,0%	0,5%
Nova União (Município) (313660)	5.575	5.575	2.882	172,130	5.575	2.882	100,0%	100,0%
Juatuba (Município) (313665)	23.080	23.080	22.690	97,170	10.149	9.759	43,0%	44,0%
Juiz de Fora (Município) (313670)	525.225	525.225	519.254	1.435,750	15.426	9.455	1,8%	2,9%
Lagoa da Prata (Município) (313720)	47.076	47.076	46.005	439,980	1.531	460	1,0%	3,3%
Lagoa Santa (Município) (313760)	54.732	54.732	51.011	229,410	30.166	26.445	51,8%	55,1%
Lavras (Município) (313820)	94.228	94.228	89.788	564,740	4.440	0	0,0%	4,7%
Leopoldina (Município) (313840)	51.286	51.286	45.843	943,080	51.286	45.843	100,0%	100,0%
Manhuaçu (Município) (313940)	81.455	81.455	66.372	628,320	4.655	754	1,1%	5,7%
Mariana (Município) (314000)	55.353	55.353	48.638	1.194,210	17.975	15.821	32,5%	32,5%
Mário Campos (Município) (314015)	13.594	13.594	12.838	35,200	8.299	7.543	58,8%	61,0%
Mateus Leme (Município) (314070)	28.417	28.417	25.176	301,380	8.259	5.018	19,9%	29,1%
Matozinhos (Município) (314110)	34.624	34.624	31.485	252,280	8.307	5.168	16,4%	24,0%
Moeda (Município) (314230)	4.723	4.723	1.802	155,110	4.723	1.802	100,0%	100,0%
Montes Claros (Município) (314330)	370.216	370.216	352.327	3.568,940	17.889	0	0,0%	4,8%
Muriaé (Município) (314390)	102.074	102.074	94.436	841,690	7.638	0	0,0%	7,5%
Nova Lima (Município) (314480)	83.507	83.507	81.686	429,000	68.589	66.768	81,7%	82,1%
Nova Serrana (Município) (314520)	79.174	79.174	74.873	282,470	4.301	0	0,0%	5,4%
Ouro Preto (Município) (314610)	70.886	70.886	61.646	1.245,870	23.939	19.205	31,2%	33,8%
Paracatu (Município) (314700)	86.153	86.153	75.022	8.229,600	11.131	0	0,0%	12,9%
Pará de Minas (Município) (314710)	85.908	85.908	81.199	551,250	4.709	0	0,0%	5,5%
Passos (Município) (314790)	107.661	107.661	102.143	1.338,070	6.764	1.246	1,2%	6,3%
Patos de Minas (Município) (314800)	140.950	140.950	129.787	3.190,190	11.163	0	0,0%	7,9%
Patrocínio (Município) (314810)	83.882	83.882	74.003	2.874,340	10.518	639	0,9%	12,5%
Pedro Leopoldo (Município) (314930)	59.670	59.670	50.744	292,950	17.039	8.113	16,0%	28,6%
Pirapora (Município) (315120)	53.832	53.832	52.840	549,510	37.060	36.068	68,3%	68,8%
Poços de Caldas (Município) (315180)	154.974	154.974	151.199	546,670	4.078	303	0,2%	2,6%
Ponte Nova (Município) (315210)	57.706	57.706	51.467	470,640	1.650	1.030	2,0%	2,9%
Pouso Alegre (Município) (315250)	134.215	134.215	122.886	542,800	11.329	0	0,0%	8,4%
Prudente de Morais (Município) (315360)	9.776	9.776	9.394	124,190	7.736	7.354	78,3%	79,1%
Raposos (Município) (315390)	15.502	15.502	14.704	72,230	1.685	887	6,0%	10,9%
Ribeirão das Neves (Município) (315460)	303.029	303.029	300.816	155,450	54.785	52.572	17,5%	18,1%
Rio Acima (Município) (315480)	9.307	9.307	8.134	229,810	258	34	0,4%	2,8%
Rio Manso (Município) (315530)	5.372	5.372	2.861	231,540	5.372	2.861	100,0%	100,0%
Sabará (Município) (315670)	127.897	127.897	124.671	302,420	0	0	0,0%	0,0%
Santa Bárbara (Município) (315720)	28.435	28.435	25.291	684,060	28.435	25.291	100,0%	100,0%
Santa Luzia (Município) (315780)	205.666	205.666	205.094	235,080	17.490	16.918	8,2%	8,5%
São Francisco (Município) (316110)	54.180	54.180	34.428	3.308,100	44.440	24.688	71,7%	82,0%
São João del Rei (Município) (316250)	85.353	85.353	80.693	1.452,000	-	-	-	-
São Joaquim de Bicas (Município) (316292)	26.653	26.653	19.412	71,760	15.429	8.188	42,2%	57,9%
São José da Lapa (Município) (316295)	20.524	20.524	11.817	47,930	8.707	0	0,0%	42,4%
São José da Varginha (Município) (316310)	4.345	4.345	2.455	205,500	2.745	1.275	51,9%	63,2%
São Sebastião do Paraíso (Município) (316470)	65.984	65.984	60.879	814,930	5.105	0	0,0%	7,7%
Sarzedo (Município) (316553)	27.104	27.104	26.808	62,130	892	596	2,2%	3,3%
Sete Lagoas (Município) (316720)	218.574	218.574	213.271	536,640	10.929	10.664	5,0%	5,0%
Taquaraçu de Minas (Município) (316830)	3.840	3.840	1.776	329,290	3.840	1.776	100,0%	100,0%
Teófilo Otoni (Município) (316860)	135.549	135.549	110.733	3.242,270	26.856	2.040	1,8%	19,8%
Timóteo (Município) (316870)	82.718	82.718	82.597	144,380	82.718	82.597	100,0%	100,0%
Três Corações (Município) (316930)	73.894	73.894	66.847	828,040	7.047	0	0,0%	9,5%
Três Pontas (Município) (316940)	54.289	54.289	46.649	689,790	6.746	140	0,3%	12,4%
Ubá (Município) (316990)	104.004	104.004	100.026	407,450	4.273	295	0,3%	4,1%
Uberaba (Município) (317010)	302.623	302.623	295.863	4.523,960	4.510	2.959	1,0%	1,5%
Uberlândia (Município) (317020)	619.536	619.536	602.359	4.115,210	17.177	0	0,0%	2,8%
Unaí (Município) (317040)	78.703	78.703	63.243	8.448,080	23.310	7.850	12,4%	29,6%
Varginha (Município) (317070)	125.208	125.208	121.119	395,400	4.089	0	0,0%	3,3%
Vespasiano (Município) (317120)	108.771	108.771	108.771	71,080	16.039	16.039	14,7%	14,7%
Viçosa (Município) (317130)	73.333	73.333	68.342	299,420	12.293	9.759	14,3%	16,8%
Aracruz (Município) (320060)	84.429	84.429	73.719	1.423,870	28.631	17.921	24,3%	33,9%
Cachoeiro de Itapemirim (Município) (320120)	192.156	192.156	175.661	864,580	15.388	1.639	0,9%	8,0%
Cariacica (Município) (320130)	352.431	352.431	341.219	279,720	271.335	260.123	76,2%	77,0%
Colatina (Município) (320150)	113.054	113.054	99.509	1.416,800	20.984	13.306	13,4%	18,6%
Fundão (Município) (320220)	17.632	17.632	14.891	288,720	17.632	14.891	100,0%	100,0%
Guarapari (Município) (320240)	107.836	107.836	102.963	591,820	62.131	57.258	55,6%	57,6%
Linhares (Município) (320320)	145.639	145.639	125.295	3.496,560	55.469	35.125	28,0%	38,1%
São Mateus (Município) (320490)	111.832	111.832	86.715	2.345,730	47.321	35.952	41,5%	42,3%
Serra (Município) (320500)	422.569	422.569	419.660	547,640	230.053	227.144	54,1%	54,4%
Viana (Município) (320510)	66.745	66.745	61.232	312,280	45.446	39.933	65,2%	68,1%
Vila Velha (Município) (320520)	424.948	424.948	422.887	209,970	311.714	309.653	73,2%	73,4%
Vitória (Município) (320530)	333.162	333.162	333.162	96,540	134.466	134.466	40,4%	40,4%
Angra dos Reis (Município) (330010)	177.101	177.101	170.601	825,080	97.406	90.906	53,3%	55,0%
Araruama (Município) (330020)	116.418	116.418	110.679	638,480	40.418	35.279	31,9%	34,7%
Barra do Piraí (Município) (330030)	95.726	95.726	92.877	584,610	17.000	14.151	15,2%	17,8%
Barra Mansa (Município) (330040)	178.880	178.880	177.250	547,130	1.015	1.376	0,8%	0,6%
Belford Roxo (Município) (330045)	474.596	474.596	474.596	78,990	279.999	279.999	59,0%	59,0%
Cabo Frio (Município) (330070)	195.197	195.197	147.253	413,650	90.647	42.703	29,0%	46,4%
Cachoeiras de Macacu (Município) (330080)	55.139	55.139	47.693	954,750	25.139	22.693	47,6%	45,6%
Campos dos Goytacazes (Município) (330100)	472.300	472.300	426.462	4.032,440	154.238	108.400	25,4%	32,7%
Duque de Caxias (Município) (330170)	867.067	867.067	864.116	467,270	482.067	479.116	55,4%	55,6%
Guapimirim (Município) (330185)	53.527	53.527	51.721	358,350	-	-	-	-
Itaboraí (Município) (330190)	222.618	222.618	219.967	430,590	128.156	125.505	57,1%	57,6%
Itaguaí (Município) (330200)	113.182	113.182	108.117	273,370	68.932	63.867	59,1%	60,9%
Itaperuna (Município) (330220)	97.219	97.219	89.639	1.106,170	73.474	65.894	73,5%	75,6%
Japeri (Município) (330227)	97.337	97.337	97.337	81,700	61.087	61.087	62,8%	62,8%
Macaé (Município) (330240)	217.951	217.951	213.872	1.215,290	147.451	145.872	68,2%	67,7%
Magé (Município) (330250)	230.568	230.568	218.309	393,910	132.873	120.614	55,2%	57,6%
Maricá (Município) (330270)	135.121	135.121	133.033	362,000	118.536	116.448	87,5%	87,7%
Mesquita (Município) (330285)	169.537	169.537	169.537	41,490	95.948	95.948	56,6%	56,6%
Nilópolis (Município) (330320)	157.986	157.986	157.986	19,390	162	162	0,1%	0,1%
Niterói (Município) (330330)	491.807	491.807	491.807	134,070	35.407	35.407	7,2%	7,2%
Nova Friburgo (Município) (330340)	183.391	183.391	160.518	935,430	36.638	13.765	8,6%	20,0%
Nova Iguaçu (Município) (330350)	801.746	801.746	792.992	520,810	440.317	431.563	54,4%	54,9%
Paracambi (Município) (330360)	48.129	48.129	42.612	190,950	32.810	27.293	64,1%	68,2%
Petrópolis (Município) (330390)	297.192	297.192	282.498	791,140	59.277	50.513	17,9%	19,9%
Queimados (Município) (330414)	140.374	140.374	140.374	75,700	82.747	82.747	58,9%	58,9%
Resende (Município) (330420)	122.068	122.068	114.487	1.099,340	9.068	2.989	2,6%	7,4%
Rio Bonito (Município) (330430)	56.436	56.436	41.916	459,460	56.436	41.916	100,0%	100,0%
Rio das Ostras (Município) (330452)	116.134	116.134	109.792	228,110	73.842	69.122	63,0%	63,6%
Rio de Janeiro (Município) (330455)	6.390.290	6.390.290	6.390.290	1.200,180	1.390.011	1.390.011	21,8%	21,8%
São Gonçalo (Município) (330490)	1.016.128	1.016.128	1.015.387	248,320	622.044	621.303	61,2%	61,2%
São João de Meriti (Município) (330510)	460.062	460.062	460.062	35,220	236.206	236.206	51,3%	51,3%
São Pedro da Aldeia (Município) (330520)	91.542	91.542	85.576	332,920	30.783	24.817	29,0%	33,6%
Saquarema (Município) (330550)	77.522	77.522	73.577	352,800	21.222	17.677	24,0%	27,4%
Seropédica (Município) (330555)	80.138	80.138	65.890	283,630	54.138	39.890	60,5%	67,6%
Tanguá (Município) (330575)	31.438	31.438	28.058	142,530	4.660	1.280	4,6%	14,8%
Teresópolis (Município) (330580)	167.622	167.622	149.668	773,340	133.523	115.569	77,2%	79,7%
Três Rios (Município) (330600)	78.256	78.256	75.965	322,840	1.656	855	1,1%	2,1%
Valença (Município) (330610)	72.679	72.679	62.948	1.300,770	43.569	33.838	53,8%	59,9%
Volta Redonda (Município) (330630)	260.180	260.180	260.062	182,110	2.719	2.601	1,0%	1,0%
Americana (Município) (350160)	214.873	214.873	213.869	133,910	0	0	0,0%	0,0%
Amparo (Município) (350190)	66.649	66.649	52.456	445,320	13.330	1.050	2,0%	20,0%
Andradina (Município) (350210)	55.361	55.361	51.674	964,230	7.215	3.528	6,8%	13,0%
Araçatuba (Município) (350280)	183.441	183.441	179.903	1.167,130	7.136	3.598	2,0%	3,9%
Araraquara (Município) (350320)	212.617	212.617	206.573	1.003,630	5.999	334	0,2%	2,8%
Araras (Município) (350330)	121.055	121.055	114.537	644,830	0	0	0,0%	0,0%
Artur Nogueira (Município) (350380)	45.847	45.847	41.510	178,030	5.582	1.245	3,0%	12,2%
Arujá (Município) (350390)	77.279	77.279	74.195	96,170	35.664	32.580	43,9%	46,1%
Assis (Município) (350400)	96.336	96.336	92.131	460,610	2.712	0	0,0%	2,8%
Atibaia (Município) (350410)	128.914	128.914	117.332	478,520	56.637	45.055	38,4%	43,9%
Avaré (Município) (350450)	83.910	83.910	80.325	1.213,060	7.834	4.249	5,3%	9,3%
Barretos (Município) (350550)	113.338	113.338	109.885	1.566,160	3.908	573	0,5%	3,4%
Barueri (Município) (350570)	245.652	245.652	245.652	65,700	57.066	57.066	23,2%	23,2%
Batatais (Município) (350590)	57.286	57.286	50.661	849,530	7.341	716	1,4%	12,8%
Bauru (Município) (350600)	348.146	348.146	342.323	667,680	12.670	6.847	2,0%	3,6%
Bebedouro (Município) (350610)	75.069	75.069	71.535	683,190	0	0	0,0%	0,0%
Bertioga (Município) (350635)	50.304	50.304	49.483	491,550	28.650	27.829	56,2%	57,0%
Birigui (Município) (350650)	110.907	110.907	107.601	530,030	3.306	0	0,0%	3,0%
Biritiba-Mirim (Município) (350660)	29.168	29.168	25.034	317,410	15.141	11.007	44,0%	51,9%
Boituva (Município) (350700)	50.420	50.420	47.429	248,950	12.301	9.310	19,6%	24,4%
Botucatu (Município) (350750)	130.201	130.201	125.446	1.482,640	9.266	4.511	3,6%	7,1%
Bragança Paulista (Município) (350760)	150.023	150.023	145.434	512,580	28.418	23.829	16,4%	18,9%
Caçapava (Município) (350850)	86.054	86.054	73.631	368,990	10.509	0	0,0%	12,2%
Caieiras (Município) (350900)	88.841	88.841	86.641	97,640	18.584	16.384	18,9%	20,9%
Cajamar (Município) (350920)	66.131	66.131	64.799	131,390	8.383	7.051	10,9%	12,7%
Campinas (Município) (350950)	1.098.630	1.098.630	1.079.739	794,570	145.683	126.792	11,7%	13,3%
Campo Limpo Paulista (Município) (350960)	75.637	75.637	75.637	79,400	31.979	31.979	42,3%	42,3%
Campos do Jordão (Município) (350970)	48.324	48.324	48.023	290,520	25.911	25.610	53,3%	53,6%
Capivari (Município) (351040)	49.650	49.650	46.919	322,880	6.016	3.285	7,0%	12,1%
Caraguatatuba (Município) (351050)	104.150	104.150	99.846	484,950	35.744	31.440	31,5%	34,3%
Carapicuíba (Município) (351060)	373.358	373.358	373.358	34,550	109.693	109.693	29,4%	29,4%
Catanduva (Município) (351110)	113.873	113.873	112.959	290,600	1.817	1.045	0,9%	1,6%
Cosmópolis (Município) (351280)	61.013	61.013	56.664	154,670	6.113	1.764	3,1%	10,0%
Cotia (Município) (351300)	209.027	209.027	209.027	323,990	114.926	114.926	55,0%	55,0%
Cruzeiro (Município) (351340)	77.575	77.575	75.598	305,700	1.977	0	0,0%	2,5%
Cubatão (Município) (351350)	120.293	120.293	120.293	142,880	65.541	65.541	54,5%	54,5%
Diadema (Município) (351380)	390.980	390.980	390.980	30,730	16.655	16.655	4,3%	4,3%
Embu das Artes (Município) (351500)	245.148	245.148	245.148	70,400	80.573	80.573	32,9%	32,9%
Embu-Guaçu (Município) (351510)	63.653	63.653	61.955	155,640	43.255	41.557	67,1%	68,0%
Fernandópolis (Município) (351550)	65.157	65.157	63.161	549,800	0	0	0,0%	0,0%
Ferraz de Vasconcelos (Município) (351570)	172.222	172.222	164.494	29,560	35.360	27.632	16,8%	20,5%
Franca (Município) (351620)	323.307	323.307	317.631	605,680	0	0	0,0%	0,0%
Francisco Morato (Município) (351630)	157.603	157.603	157.283	49,000	98.398	98.078	62,4%	62,4%
Franco da Rocha (Município) (351640)	135.150	135.150	124.511	132,780	59.329	48.690	39,1%	43,9%
Guararema (Município) (351830)	26.439	26.439	22.752	270,820	17.272	13.585	59,7%	65,3%
Guaratinguetá (Município) (351840)	113.258	113.258	107.892	752,640	14.503	9.137	8,5%	12,8%
Guarujá (Município) (351870)	294.669	294.669	294.612	144,790	102.847	102.790	34,9%	34,9%
Guarulhos (Município) (351880)	1.244.518	1.244.518	1.244.518	318,680	198.770	198.770	16,0%	16,0%
Hortolândia (Município) (351907)	198.758	198.758	198.758	62,420	74.718	74.718	37,6%	37,6%
Ibitinga (Município) (351960)	54.146	54.146	52.006	689,390	2.324	184	0,4%	4,3%
Ibiúna (Município) (351970)	72.249	72.249	25.294	1.058,080	58.327	11.372	45,0%	80,7%
Indaiatuba (Município) (352050)	209.859	209.859	207.749	311,550	6.789	4.679	2,3%	3,2%
Itanhaém (Município) (352210)	89.332	89.332	88.496	601,710	63.615	62.779	70,9%	71,2%
Itapecerica da Serra (Município) (352220)	156.077	156.077	154.783	150,740	124.309	123.015	79,5%	79,6%
Itapetininga (Município) (352230)	147.219	147.219	133.630	1.789,350	13.338	0	0,0%	9,1%
Itapeva (Município) (352240)	88.491	88.491	74.578	1.826,260	18.500	4.587	6,2%	20,9%
Itapevi (Município) (352250)	206.558	206.558	206.558	82,660	87.951	87.951	42,6%	42,6%
Itapira (Município) (352260)	69.317	69.317	64.300	518,420	780	724	1,1%	1,1%
Itaquaquecetuba (Município) (352310)	329.144	329.144	329.144	82,620	116.484	116.484	35,4%	35,4%
Itararé (Município) (352320)	48.143	48.143	44.463	1.003,860	9.195	5.518	12,4%	19,1%
Itatiba (Município) (352340)	104.533	104.533	88.251	322,280	15.555	0	0,0%	14,9%
Itu (Município) (352390)	156.983	156.983	146.923	640,720	10.060	0	0,0%	6,4%
Itupeva (Município) (352400)	47.682	47.682	41.406	200,820	15.198	8.922	21,5%	31,9%
Jaboticabal (Município) (352430)	72.305	72.305	70.151	706,600	2.154	0	0,0%	3,0%
Jacareí (Município) (352440)	214.223	214.223	211.264	464,270	19.860	16.901	8,0%	9,3%
Jaguariúna (Município) (352470)	46.533	46.533	45.191	141,390	2.308	1.630	3,6%	5,0%
Jandira (Município) (352500)	110.842	110.842	110.842	17,450	37.242	37.242	33,6%	33,6%
Jaú (Município) (352530)	133.900	133.900	129.714	687,100	5.481	1.295	1,0%	4,1%
Jundiaí (Município) (352590)	377.183	377.183	360.957	431,210	8.633	0	0,0%	2,3%
Juquitiba (Município) (352620)	29.081	29.081	22.506	522,170	25.442	18.867	83,8%	87,5%
Leme (Município) (352670)	93.417	93.417	91.489	402,870	0	34	0,0%	0,0%
Lençóis Paulista (Município) (352680)	62.393	62.393	60.994	809,540	1.399	0	0,0%	2,2%
Limeira (Município) (352690)	280.096	280.096	271.737	580,710	8.403	44	0,0%	3,0%
Lins (Município) (352710)	72.260	72.260	71.415	570,060	0	0	0,0%	0,0%
Lorena (Município) (352720)	83.224	83.224	80.840	414,160	2.681	297	0,4%	3,2%
Mairiporã (Município) (352850)	84.104	84.104	73.501	320,700	41.106	30.503	41,5%	48,9%
Marília (Município) (352900)	219.664	219.664	209.809	1.170,520	10.179	349	0,2%	4,6%
Matão (Município) (352930)	77.546	77.546	76.123	524,900	1.423	0	0,0%	1,8%
Mauá (Município) (352940)	425.169	425.169	425.169	61,910	72.792	72.792	17,1%	17,1%
Mirassol (Município) (353030)	54.618	54.618	53.238	243,230	2.412	1.032	1,9%	4,4%
Mococa (Município) (353050)	66.399	66.399	61.250	855,160	4.449	0	0,0%	6,7%
Mogi das Cruzes (Município) (353060)	396.468	396.468	365.319	712,540	57.602	26.453	7,2%	14,5%
Mogi Guaçu (Município) (353070)	139.211	139.211	132.161	812,750	11.015	3.965	3,0%	7,9%
Mogi Mirim (Município) (353080)	87.266	87.266	81.657	497,710	5.986	377	0,5%	6,9%
Mongaguá (Município) (353110)	47.984	47.984	47.775	143,210	12.568	12.359	25,9%	26,2%
Monte Alto (Município) (353130)	47.100	47.100	44.980	346,950	0	0	0,0%	0,0%
Monte Mor (Município) (353180)	50.702	50.702	47.625	240,570	23.655	20.578	43,2%	46,7%
Nova Odessa (Município) (353340)	52.627	52.627	51.769	73,790	0	0	0,0%	0,0%
Olímpia (Município) (353390)	50.630	50.630	47.816	802,560	2.814	0	0,0%	5,6%
Osasco (Município) (353440)	668.877	668.877	668.877	64,950	158.685	158.685	23,7%	23,7%
Ourinhos (Município) (353470)	104.420	104.420	101.723	295,820	4.428	1.731	1,7%	4,2%
Paulínia (Município) (353650)	86.800	86.800	86.720	138,780	6.430	6.350	7,3%	7,4%
Penápolis (Município) (353730)	59.096	59.096	56.442	711,320	2.929	275	0,5%	5,0%
Peruíbe (Município) (353760)	61.030	61.030	60.348	326,220	17.397	16.715	27,7%	28,5%
Piedade (Município) (353780)	52.447	52.447	23.899	746,870	35.608	7.060	29,5%	67,9%
Pindamonhangaba (Município) (353800)	150.162	150.162	144.761	730,000	6.090	689	0,5%	4,1%
Piracicaba (Município) (353870)	369.919	369.919	361.976	1.378,070	558	2.294	0,6%	0,2%
Pirapora do Bom Jesus (Município) (353910)	16.238	16.238	16.238	108,490	8.967	8.967	55,2%	55,2%
Pirassununga (Município) (353930)	70.869	70.869	64.938	727,120	6.286	355	0,5%	8,9%
Poá (Município) (353980)	107.556	107.556	105.857	17,260	2.324	625	0,6%	2,2%
Porto Feliz (Município) (354060)	49.404	49.404	41.526	556,710	3.012	0	0,0%	6,1%
Porto Ferreira (Município) (354070)	51.999	51.999	51.066	244,910	2.465	1.532	3,0%	4,7%
Praia Grande (Município) (354100)	272.390	272.390	272.390	149,250	88.581	88.581	32,5%	32,5%
Presidente Prudente (Município) (354140)	210.393	210.393	206.101	560,640	421	0	0,0%	0,2%
Registro (Município) (354260)	54.338	54.338	48.237	722,200	14.447	8.346	17,3%	26,6%
Ribeirão Pires (Município) (354330)	114.361	114.361	114.361	99,080	29.311	29.311	25,6%	25,6%
Ribeirão Preto (Município) (354340)	619.746	619.746	617.987	650,920	14.119	12.360	2,0%	2,3%
Rio Claro (Município) (354390)	188.977	188.977	184.378	498,420	0	0	0,0%	0,0%
Rio Grande da Serra (Município) (354410)	45.014	45.014	45.014	36,340	26.465	26.465	58,8%	58,8%
Salesópolis (Município) (354500)	15.828	15.828	10.077	425,000	7.096	1.345	13,3%	44,8%
Salto (Município) (354520)	107.382	107.382	106.627	133,060	8.477	7.722	7,2%	7,9%
Santa Bárbara d'Oeste (Município) (354580)	181.509	181.509	180.084	271,030	2.071	1.356	0,8%	1,1%
Santa Isabel (Município) (354680)	51.467	51.467	40.387	363,330	26.467	15.387	38,1%	51,4%
Santana de Parnaíba (Município) (354730)	113.945	113.945	113.945	179,950	76.426	76.426	67,1%	67,1%
Santo André (Município) (354780)	680.496	680.496	680.496	175,780	13.610	13.610	2,0%	2,0%
Santos (Município) (354850)	419.614	419.614	419.300	281,030	0	0	0,0%	0,0%
São Bernardo do Campo (Município) (354870)	774.886	774.886	761.923	409,530	65.846	52.883	6,9%	8,5%
São Caetano do Sul (Município) (354880)	150.638	150.638	150.638	15,330	0	0	0,0%	0,0%
São Carlos (Município) (354890)	226.322	226.322	217.258	1.136,910	0	0	0,0%	0,0%
São João da Boa Vista (Município) (354910)	84.584	84.584	81.209	516,400	2.825	0	0,0%	3,3%
São Joaquim da Barra (Município) (354940)	47.256	47.256	46.409	410,860	1.578	731	1,6%	3,3%
São José do Rio Pardo (Município) (354970)	52.176	52.176	46.203	419,680	5.576	0	0,0%	10,7%
São José do Rio Preto (Município) (354980)	415.769	415.769	390.545	431,940	28.291	3.067	0,8%	6,8%
São José dos Campos (Município) (354990)	643.603	643.603	630.510	1.099,410	25.057	11.964	1,9%	3,9%
São Lourenço da Serra (Município) (354995)	14.241	14.241	12.963	186,460	10.460	9.182	70,8%	73,4%
São Paulo (Município) (355030)	11.376.685	11.376.685	11.274.419	1.521,110	440.278	338.233	3,0%	3,9%
São Roque (Município) (355060)	80.661	80.661	73.157	306,910	45.246	37.742	51,6%	56,1%
São Sebastião (Município) (355070)	76.344	76.344	75.484	402,400	39.032	38.172	50,6%	51,1%
São Vicente (Município) (355100)	336.809	336.809	336.173	148,100	88.142	87.506	26,0%	26,2%
Sertãozinho (Município) (355170)	112.401	112.401	111.071	403,090	401	71	0,1%	0,4%
Sorocaba (Município) (355220)	600.692	600.692	594.579	450,380	15.017	13.779	2,3%	2,5%
Sumaré (Município) (355240)	246.247	246.247	243.348	153,470	21.032	18.133	7,5%	8,5%
Suzano (Município) (355250)	267.583	267.583	258.163	206,240	38.851	29.431	11,4%	14,5%
Taboão da Serra (Município) (355280)	251.608	251.608	251.608	20,390	23.833	23.833	9,5%	9,5%
Taquaritinga (Município) (355370)	54.279	54.279	51.444	594,340	2.835	0	0,0%	5,2%
Tatuí (Município) (355400)	109.425	109.425	104.256	523,750	5.763	594	0,6%	5,3%
Taubaté (Município) (355410)	283.899	283.899	277.774	625,000	9.708	3.583	1,3%	3,4%
Tupã (Município) (355500)	63.498	63.498	60.951	627,990	864	0	0,0%	1,4%
Ubatuba (Município) (355540)	80.604	80.604	78.667	708,110	51.360	49.423	62,8%	63,7%
Valinhos (Município) (355620)	110.390	110.390	105.049	148,540	294	178	0,2%	0,3%
Vargem Grande Paulista (Município) (355645)	44.555	44.555	44.555	42,490	32.891	32.891	73,8%	73,8%
Várzea Paulista (Município) (355650)	109.247	109.247	109.247	35,120	20.116	20.116	18,4%	18,4%
Vinhedo (Município) (355670)	66.087	66.087	64.010	81,600	11.677	9.600	15,0%	17,7%
Votorantim (Município) (355700)	110.755	110.755	106.531	183,520	7.755	3.531	3,3%	7,0%
