Localidade	"Número de moradias permanentes
(habitações) (IBGE)"	"Número de moradias permanentes em áreas urbanas
(habitações) (IBGE)"	"Número de pessoas por moradia
(pessoas por moradia) (IBGE)"	"Número de pessoas por moradia (área urbana)
(pessoas por moradia) (IBGE)"	"PIB, em R$ milhões a preços de 2017
(R$ milhões a preços de 2019) (IBGE)"	"PIB per capita, em R$ a preços de 2017
(R$ por habitante a preços de 2019) (IBGE)"	"Área do município
(km²) (IBGE)"	"Densidade demográfica (pessoas por km²)
(Pessoas por km²) (IBGE)"
Dom Eliseu (Município) (150293)	16.875	11.596	3,44	3,17	679,820	11.706,67	5.268,820	11,02
Igarapé-Miri (Município) (150330)	15.511	7.927	3,93	3,47	376,720	6.176,38	1.996,790	30,55
Ipixuna do Pará (Município) (150345)	14.682	3.961	4,24	3,74	540,970	8.692,03	5.215,560	11,93
Itaituba (Município) (150360)	30.828	23.386	3,20	3,05	1.770,650	17.971,97	62.042,470	1,59
Itupiranga (Município) (150370)	16.305	6.729	3,18	3,08	560,410	10.811,46	7.880,110	6,58
Jacundá (Município) (150380)	16.250	15.185	3,54	3,37	489,190	8.503,84	2.008,320	28,64
Juruti (Município) (150390)	12.253	4.610	4,60	4,11	1.045,820	18.567,55	8.305,130	6,78
Marabá (Município) (150420)	78.185	66.282	3,47	3,27	8.596,000	31.650,18	15.128,060	17,95
Marituba (Município) (150442)	35.301	36.786	3,62	3,44	1.787,970	13.984,01	103,340	1.237,22
Moju (Município) (150470)	20.189	7.952	3,95	3,61	892,440	11.179,94	9.094,140	8,78
Monte Alegre (Município) (150480)	17.735	8.575	3,18	2,92	690,190	12.223,18	18.152,560	3,11
Novo Repartimento (Município) (150506)	19.597	9.444	3,77	3,52	839,900	11.380,40	15.398,720	4,79
Óbidos (Município) (150510)	14.611	8.246	3,47	3,18	624,490	12.310,70	28.021,440	1,81
Oriximiná (Município) (150530)	17.652	11.978	4,03	3,79	1.700,270	23.921,23	107.603,660	0,66
Paragominas (Município) (150550)	32.204	26.990	3,42	3,19	2.949,840	26.810,43	19.342,250	5,69
Parauapebas (Município) (150553)	55.102	52.886	3,67	3,45	18.431,900	91.086,52	6.886,210	29,39
Portel (Município) (150580)	12.451	6.777	4,84	4,24	648,020	10.742,75	25.384,960	2,38
Redenção (Município) (150613)	26.140	25.521	3,15	3,00	1.699,980	20.614,79	3.823,810	21,57
Rondon do Pará (Município) (150618)	16.178	12.750	3,15	2,95	520,490	10.220,72	8.246,390	6,18
Santa Bárbara do Pará (Município) (150635)	5.756	1.891	3,56	3,45	165,800	8.091,06	278,150	73,67
Santa Izabel do Pará (Município) (150650)	19.714	15.843	3,49	3,14	718,730	10.441,15	717,660	95,92
Santana do Araguaia (Município) (150670)	18.046	9.886	3,92	3,78	803,110	11.349,19	11.591,460	6,10
Santarém (Município) (150680)	90.307	71.544	3,28	3,03	4.835,190	16.318,45	17.898,390	16,55
São Félix do Xingu (Município) (150730)	29.058	15.435	4,30	3,99	1.392,550	11.157,74	84.212,850	1,48
São Miguel do Guamá (Município) (150760)	16.324	11.103	3,51	3,19	668,080	11.646,31	1.110,180	51,67
Tailândia (Município) (150795)	21.281	16.538	4,86	4,63	846,500	8.192,92	4.430,220	23,32
Tomé-Açu (Município) (150800)	17.589	10.522	3,51	3,28	639,360	10.360,82	5.145,360	11,99
Tucuruí (Município) (150810)	30.403	30.607	3,64	3,44	6.460,220	58.455,07	2.086,190	52,98
Ulianópolis (Município) (150812)	11.054	7.871	5,20	4,81	1.245,380	21.649,34	5.088,470	11,30
Vigia (Município) (150820)	15.211	10.630	3,43	3,32	373,290	7.148,88	539,080	96,86
Viseu (Município) (150830)	15.958	5.524	3,74	3,51	613,440	10.269,37	4.915,070	12,15
Macapá (Município) (160030)	129.403	119.929	3,67	3,79	9.994,880	21.054,88	6.503,460	72,99
Santana (Município) (160060)	28.545	28.420	4,05	3,98	1.909,860	16.539,74	1.541,220	74,92
Araguaína (Município) (170210)	54.219	52.823	3,25	3,16	4.013,610	22.809,80	4.000,420	43,99
Gurupi (Município) (170950)	28.762	28.762	2,97	2,91	2.155,990	25.209,50	1.836,090	46,58
Paraíso do Tocantins (Município) (171610)	16.622	16.228	3,03	2,97	1.196,350	23.756,02	1.268,060	39,71
Porto Nacional (Município) (171820)	17.011	14.946	3,11	3,05	2.627,600	49.738,85	4.449,920	11,87
Palmas (Município) (172100)	89.213	85.958	3,21	3,24	8.246,270	28.754,00	2.218,940	129,24
Açailândia (Município) (210005)	33.074	25.973	3,37	3,22	2.202,290	19.780,01	5.806,440	19,18
Alcântara (Município) (210020)	7.300	2.119	2,97	3,00	116,770	5.387,81	1.457,920	14,87
Bacabal (Município) (210120)	31.575	26.074	3,27	3,09	1.138,000	11.010,12	1.683,070	61,41
Balsas (Município) (210140)	25.607	23.526	3,70	3,51	3.046,410	32.142,28	13.141,760	7,21
Barra do Corda (Município) (210160)	26.023	17.377	3,35	3,13	651,890	7.481,35	5.190,340	16,79
Barreirinhas (Município) (210170)	14.691	6.551	4,25	3,83	459,510	7.357,04	3.026,540	20,64
Buriticupu (Município) (210232)	18.036	10.566	3,99	3,74	497,780	6.915,64	2.545,440	28,28
Caxias (Município) (210300)	48.298	38.819	3,37	3,20	1.714,090	10.538,06	5.196,770	31,30
Chapadinha (Município) (210320)	21.215	16.365	3,72	3,48	657,990	8.332,67	3.247,390	24,32
Codó (Município) (210330)	35.560	25.663	3,40	3,23	957,340	7.924,31	4.361,340	27,70
Coroatá (Município) (210360)	19.144	14.370	3,36	3,13	399,400	6.201,64	2.263,770	28,45
Grajaú (Município) (210480)	17.956	11.493	3,86	3,59	671,920	9.705,28	8.863,570	7,81
Imperatriz (Município) (210530)	82.482	82.125	3,09	2,94	6.599,570	25.924,47	1.368,990	185,95
Itapecuru Mirim (Município) (210540)	18.885	11.187	3,59	3,38	595,840	8.797,73	1.471,440	46,03
Paço do Lumiar (Município) (210750)	32.596	26.017	3,76	3,53	869,380	7.101,58	125,260	977,33
Pinheiro (Município) (210860)	23.460	14.902	3,51	3,29	830,420	10.081,04	1.512,970	54,45
Raposa (Município) (210945)	7.872	5.172	3,92	3,78	213,930	6.931,73	66,400	464,80
Santa Inês (Município) (210990)	24.376	24.241	3,61	3,44	1.225,220	13.920,89	786,690	111,88
Santa Luzia (Município) (211000)	21.018	8.103	3,41	3,08	547,870	7.654,34	4.837,040	14,80
São José de Ribamar (Município) (211120)	51.150	11.072	3,45	3,69	1.996,200	11.315,19	385,780	457,31
São Luís (Município) (211130)	324.448	301.371	3,37	3,42	29.727,650	27.226,41	834,830	1.307,90
Timon (Município) (211220)	48.683	44.245	3,44	3,29	1.802,650	10.754,47	1.764,610	94,99
Tutóia (Município) (211250)	13.653	5.278	4,29	3,93	395,610	6.750,50	1.651,650	35,48
Vargem Grande (Município) (211270)	13.339	7.972	4,24	3,83	308,640	5.461,52	1.957,750	28,87
Viana (Município) (211280)	14.829	8.555	3,49	3,29	409,290	7.910,74	1.168,440	44,28
Zé Doca (Município) (211400)	14.284	9.592	3,58	3,28	387,440	7.584,33	2.140,110	23,87
Altos (Município) (220040)	12.156	8.777	3,28	3,20	372,900	9.354,20	957,650	41,63
Beneditinos (Município) (220160)	3.246	2.089	3,09	3,04	69,200	6.894,39	788,580	12,73
Coivaras (Município) (220273)	1.195	399	3,31	3,05	29,760	7.528,46	485,500	8,14
Curralinhos (Município) (220325)	1.292	422	3,38	3,29	26,140	5.986,49	345,850	12,63
Demerval Lobão (Município) (220330)	4.446	3.693	3,06	3,01	133,260	9.802,06	216,810	62,71
Floriano (Município) (220390)	18.916	16.578	3,12	3,08	1.019,280	17.285,07	3.409,650	17,29
José de Freitas (Município) (220550)	10.820	6.404	3,56	3,51	319,680	8.292,48	1.538,170	25,06
Lagoa Alegre (Município) (220555)	2.298	894	3,65	3,57	58,730	6.995,83	394,660	21,27
Lagoa do Piauí (Município) (220558)	1.246	560	3,21	3,09	43,750	10.947,45	426,630	9,37
Miguel Leão (Município) (220630)	393	269	3,12	3,14	14,730	11.991,04	93,520	13,13
Monsenhor Gil (Município) (220640)	3.341	1.781	3,12	3,00	91,030	8.745,51	582,550	17,87
Nazária (Município) (220672)	2.578	537	3,27	3,21	78,870	9.361,31	363,590	23,17
Parnaíba (Município) (220770)	45.331	43.249	3,32	3,28	2.037,540	13.534,25	434,230	346,70
Pau D'Arco do Piauí (Município) (220779)	1.207	196	3,29	3,00	24,340	6.122,52	430,820	9,23
Picos (Município) (220800)	24.868	20.007	3,09	3,05	1.425,590	18.531,43	577,300	133,25
Piripiri (Município) (220840)	19.908	14.741	3,15	3,07	657,160	10.475,51	1.408,930	44,53
Teresina (Município) (221100)	253.956	240.554	3,35	3,33	19.113,870	22.481,67	1.391,980	610,78
União (Município) (221110)	12.690	6.388	3,45	3,37	338,800	7.742,12	1.173,450	37,29
Acaraú (Município) (230020)	17.888	9.112	3,48	3,35	633,970	10.192,64	842,560	73,82
Acopiara (Município) (230030)	18.324	9.698	2,92	2,72	396,720	7.405,32	2.265,350	23,65
Aquiraz (Município) (230100)	24.161	22.791	3,28	3,21	2.205,360	27.870,84	481,600	164,30
Aracati (Município) (230110)	24.155	15.817	3,05	2,96	1.275,380	17.321,75	1.228,060	59,96
Barbalha (Município) (230190)	17.912	12.669	3,34	3,24	926,360	15.488,07	569,510	105,02
Beberibe (Município) (230220)	17.187	7.749	3,09	3,00	798,630	15.037,30	1.623,880	32,71
Boa Viagem (Município) (230240)	18.482	9.979	2,92	2,74	404,560	7.484,99	2.836,780	19,05
Camocim (Município) (230260)	19.134	14.611	3,29	3,20	663,550	10.535,08	1.124,780	56,00
Canindé (Município) (230280)	24.328	16.068	3,19	3,04	713,660	9.206,89	3.218,480	24,08
Cascavel (Município) (230350)	22.936	19.783	3,10	3,05	895,960	12.605,09	835,000	85,12
Caucaia (Município) (230370)	108.688	98.527	3,33	3,28	5.860,370	16.178,90	1.228,510	294,85
Chorozinho (Município) (230395)	6.683	4.144	2,87	2,80	268,100	13.965,83	278,410	68,95
Crateús (Município) (230410)	26.459	19.588	2,81	2,75	745,270	10.013,53	2.985,150	24,93
Crato (Município) (230420)	41.377	35.164	3,16	3,09	1.537,560	11.772,70	1.176,470	111,01
Eusébio (Município) (230428)	15.494	15.644	3,40	3,37	2.955,750	56.121,50	79,010	666,63
Fortaleza (Município) (230440)	861.007	861.007	3,05	3,05	61.579,400	23.436,66	314,930	8.343,07
Granja (Município) (230470)	16.128	8.475	3,37	3,15	367,680	6.763,10	2.663,030	20,41
Guaiúba (Município) (230495)	7.802	6.204	3,37	3,33	209,200	7.945,16	267,130	98,57
Horizonte (Município) (230523)	19.120	17.975	3,45	3,39	1.596,810	24.220,47	160,760	410,09
Icó (Município) (230540)	22.238	10.893	3,03	2,88	559,410	8.289,27	1.872,000	36,05
Iguatu (Município) (230550)	35.107	27.500	2,92	2,89	1.501,970	14.637,05	1.029,210	99,70
Itaitinga (Município) (230625)	11.334	11.359	3,47	3,44	663,520	16.879,24	151,630	259,24
Itapajé (Município) (230630)	15.781	11.353	3,29	3,22	549,960	10.587,33	430,570	120,64
Itapipoca (Município) (230640)	36.509	21.999	3,49	3,34	1.560,070	12.239,16	1.614,160	78,97
Juazeiro do Norte (Município) (230730)	84.392	82.082	3,20	3,16	4.427,530	16.375,01	248,830	1.086,61
Limoeiro do Norte (Município) (230760)	20.914	12.441	2,82	2,73	916,870	15.562,57	750,070	78,55
Maracanaú (Município) (230765)	70.582	70.802	3,19	3,15	8.537,590	37.977,92	106,650	2.107,91
Maranguape (Município) (230770)	35.318	27.581	3,58	3,49	1.367,890	10.814,52	590,870	214,07
Morada Nova (Município) (230870)	22.245	13.106	2,77	2,68	842,270	13.684,72	2.778,580	22,15
Pacajus (Município) (230960)	21.450	17.933	3,31	3,24	1.064,220	15.007,81	254,640	278,48
Pacatuba (Município) (230970)	22.816	19.891	3,63	3,58	1.035,660	12.504,37	131,990	627,48
Pindoretama (Município) (231085)	6.532	4.031	3,16	3,09	221,070	10.708,87	75,140	274,74
Quixadá (Município) (231130)	27.006	19.827	3,21	3,12	937,280	10.822,44	2.019,830	42,88
Quixeramobim (Município) (231140)	25.030	15.645	3,14	3,04	1.037,830	13.194,21	3.275,630	24,01
Russas (Município) (231180)	24.899	16.506	3,07	2,98	1.129,320	14.767,19	1.590,260	48,09
São Gonçalo do Amarante (Município) (231240)	14.670	9.703	3,29	3,23	3.081,370	63.842,83	834,450	57,84
Sobral (Município) (231290)	61.617	55.123	3,34	3,29	4.455,730	21.679,33	2.122,900	96,82
Tauá (Município) (231330)	19.822	12.029	2,93	2,80	595,530	10.246,74	4.018,160	14,46
Tianguá (Município) (231340)	22.227	15.230	3,36	3,26	1.247,940	16.701,76	908,890	82,21
Trairi (Município) (231350)	16.321	6.235	3,38	3,23	658,870	11.934,61	925,720	59,64
Viçosa do Ceará (Município) (231410)	16.526	5.879	3,63	3,31	413,410	6.886,72	1.311,630	45,77
Açu (Município) (240020)	17.864	13.363	3,26	3,22	893,970	15.364,85	1.303,440	44,64
Caicó (Município) (240200)	22.361	20.711	3,05	3,02	1.145,090	16.784,75	1.228,580	55,53
Ceará-Mirim (Município) (240260)	20.874	11.089	3,54	3,47	808,620	10.949,67	724,380	101,95
Parnamirim (Município) (240325)	72.459	72.888	3,52	3,49	5.022,890	19.720,13	123,470	2.062,91
Extremoz (Município) (240360)	7.818	5.157	3,62	3,53	387,210	13.667,36	139,580	202,98
Macaíba (Município) (240710)	23.400	14.630	3,42	3,36	1.479,240	18.483,39	510,770	156,69
Monte Alegre (Município) (240780)	6.858	3.079	3,28	3,17	208,370	9.276,56	210,920	106,50
Mossoró (Município) (240800)	88.137	81.232	3,35	3,32	6.166,120	20.858,33	2.099,330	140,82
Natal (Município) (240810)	287.625	287.625	3,08	3,08	23.454,680	26.497,08	167,260	5.292,11
Nísia Floresta (Município) (240820)	7.674	3.125	3,57	3,45	356,970	13.041,43	307,840	88,92
São Gonçalo do Amarante (Município) (241200)	29.368	25.158	3,46	3,41	1.414,300	13.935,05	249,120	407,40
São José de Mipibu (Município) (241220)	12.990	6.098	3,39	3,31	762,410	17.329,36	290,330	151,53
Vera Cruz (Município) (241480)	3.349	1.507	3,69	3,60	106,730	8.627,60	83,890	147,47
Alhandra (Município) (250060)	5.819	3.710	3,36	3,27	1.108,880	56.636,09	182,660	107,19
Bayeux (Município) (250180)	32.384	32.479	3,00	2,96	1.355,760	13.975,43	27,540	3.523,02
Caaporã (Município) (250300)	6.334	5.548	3,45	3,40	322,070	14.725,13	150,170	145,65
Cabedelo (Município) (250320)	19.952	20.187	3,41	3,37	2.895,220	42.556,16	31,920	2.131,69
Cajazeiras (Município) (250370)	20.046	16.642	3,10	3,04	1.095,980	17.623,96	565,900	109,89
Campina Grande (Município) (250400)	129.739	125.436	3,16	3,12	8.648,690	21.077,30	593,030	691,93
Conde (Município) (250460)	6.726	4.612	3,68	3,64	636,030	25.678,47	172,950	143,21
Cruz do Espírito Santo (Município) (250490)	4.877	2.295	3,60	3,50	127,580	7.265,56	191,100	91,88
Guarabira (Município) (250630)	18.837	16.985	3,13	3,07	947,210	16.086,77	165,740	355,25
João Pessoa (Município) (250750)	264.010	264.009	3,07	3,06	19.737,920	24.319,82	211,480	3.837,80
Lucena (Município) (250860)	3.604	3.198	3,64	3,55	187,660	14.302,11	88,550	148,18
Mamanguape (Município) (250890)	13.416	11.148	3,35	3,27	625,130	13.890,28	340,480	132,18
Patos (Município) (251080)	33.487	32.810	3,22	3,17	1.711,980	15.882,57	473,060	227,86
Pedras de Fogo (Município) (251120)	8.571	5.426	3,33	3,18	425,350	14.924,91	404,880	70,39
Pitimbu (Município) (251190)	5.482	3.490	3,50	3,35	264,140	13.769,99	136,440	140,59
Rio Tinto (Município) (251290)	7.686	4.598	3,14	2,99	238,560	9.876,75	465,670	51,87
Santa Rita (Município) (251370)	38.888	34.192	3,52	3,45	2.222,360	16.239,26	730,210	187,41
Sapé (Município) (251530)	16.284	12.813	3,24	3,13	529,880	10.055,24	315,530	167,01
Sousa (Município) (251620)	21.763	17.423	3,20	3,15	1.085,480	15.606,28	738,550	94,18
Abreu e Lima (Município) (260005)	34.213	31.782	2,90	2,87	2.003,670	20.164,90	126,190	787,40
Araçoiaba (Município) (260105)	5.891	5.023	3,44	3,39	139,030	6.859,38	96,380	210,29
Araripina (Município) (260110)	25.072	15.963	3,34	3,18	987,500	11.790,02	2.037,390	41,11
Arcoverde (Município) (260120)	24.529	22.705	3,00	2,96	978,160	13.278,18	323,370	227,81
Belo Jardim (Município) (260170)	26.997	22.259	2,81	2,74	1.804,830	23.752,18	647,700	117,32
Bezerros (Município) (260190)	23.442	20.304	2,58	2,53	711,600	11.752,51	490,820	123,36
Brejo da Madre de Deus (Município) (260260)	16.142	12.695	3,11	3,07	353,200	7.044,62	762,350	65,77
Buíque (Município) (260280)	15.966	7.024	3,61	3,34	411,080	7.124,98	1.320,870	43,68
Cabo de Santo Agostinho (Município) (260290)	64.950	59.892	3,15	3,10	9.964,400	48.689,25	448,740	456,07
Camaragibe (Município) (260345)	51.354	51.795	3,04	3,02	1.757,190	11.238,05	51,260	3.050,53
Carpina (Município) (260400)	26.057	25.359	3,17	3,14	1.318,990	15.951,99	147,670	559,95
Caruaru (Município) (260410)	117.101	105.236	3,04	3,00	6.877,210	19.311,06	920,610	386,84
Escada (Município) (260520)	22.036	19.283	3,10	3,01	871,160	12.758,47	342,200	199,53
Garanhuns (Município) (260600)	45.443	41.254	3,05	3,00	2.342,970	16.899,40	458,550	302,35
Goiana (Município) (260620)	26.116	20.544	3,03	2,96	9.146,860	115.419,25	445,810	177,76
Gravatá (Município) (260640)	28.512	25.931	2,92	2,87	1.068,950	12.841,62	506,790	164,25
Igarassu (Município) (260680)	36.097	33.629	3,20	3,16	2.479,120	21.483,19	305,560	377,66
Ipojuca (Município) (260720)	26.837	20.693	3,52	3,38	10.879,740	115.089,32	527,110	179,34
Ilha de Itamaracá (Município) (260760)	6.588	6.209	3,91	3,23	239,400	9.282,99	66,680	386,73
Itapissuma (Município) (260775)	7.851	6.494	3,35	3,13	1.398,050	53.081,10	74,240	354,79
Jaboatão dos Guararapes (Município) (260790)	239.514	236.639	2,91	2,88	13.545,570	19.463,25	258,690	2.690,27
Limoeiro (Município) (260890)	19.942	16.251	2,82	2,78	743,520	13.243,98	273,740	205,09
Moreno (Município) (260940)	20.022	18.065	3,10	3,04	682,660	10.989,60	196,070	316,82
Olinda (Município) (260960)	137.659	136.227	2,84	2,81	5.438,690	13.917,85	41,680	9.375,28
Ouricuri (Município) (260990)	20.151	10.877	3,41	3,20	612,340	8.903,41	2.381,580	28,88
Palmares (Município) (261000)	18.872	15.216	3,33	3,25	833,880	13.271,65	339,290	185,19
Paudalho (Município) (261060)	17.264	12.418	3,24	3,19	758,420	13.557,29	274,780	203,59
Paulista (Município) (261070)	110.221	111.165	2,98	2,95	4.019,150	12.240,33	97,310	3.374,23
Pesqueira (Município) (261090)	22.390	16.752	2,99	2,86	691,970	10.346,33	980,880	68,19
Petrolina (Município) (261110)	97.794	75.157	3,51	3,41	5.990,720	17.454,51	4.561,870	75,24
Recife (Município) (261160)	573.777	573.777	2,85	2,85	51.859,620	31.743,72	218,440	7.479,10
Salgueiro (Município) (261220)	18.313	15.030	3,30	3,25	792,730	13.113,10	1.686,810	35,84
Santa Cruz do Capibaribe (Município) (261250)	31.588	31.101	3,35	3,32	1.428,400	13.505,89	335,310	315,41
São Bento do Una (Município) (261300)	17.843	9.854	3,30	3,13	953,040	16.201,53	719,150	81,80
São Lourenço da Mata (Município) (261370)	36.862	35.041	3,04	3,01	1.107,310	9.877,95	262,110	427,69
Serra Talhada (Município) (261390)	28.016	22.282	3,05	2,97	1.337,330	15.628,86	2.980,010	28,71
Surubim (Município) (261450)	21.290	16.307	3,02	2,97	771,790	11.989,36	252,860	254,58
Timbaúba (Município) (261530)	18.443	16.366	2,88	2,79	647,080	12.189,93	292,990	181,18
Vitória de Santo Antão (Município) (261640)	47.957	42.702	2,87	2,81	3.691,940	26.835,27	335,940	409,53
Arapiraca (Município) (270030)	71.308	60.528	3,28	3,28	4.100,980	17.511,69	345,660	677,51
Barra de Santo Antônio (Município) (270050)	4.300	4.015	3,74	3,72	161,230	10.036,60	131,630	122,04
Barra de São Miguel (Município) (270060)	2.478	2.161	3,39	3,35	171,750	20.443,64	76,620	109,65
Campo Alegre (Município) (270140)	13.366	6.158	4,31	4,08	495,630	8.612,43	312,710	184,03
Coqueiro Seco (Município) (270220)	1.858	1.675	3,19	3,18	66,880	11.301,28	39,610	149,41
Coruripe (Município) (270230)	16.513	14.637	3,48	3,47	1.378,290	23.971,06	898,630	63,98
Delmiro Gouveia (Município) (270240)	16.182	11.815	3,25	3,23	475,860	9.047,19	626,690	83,93
Maceió (Município) (270430)	367.033	367.033	2,80	2,80	21.827,920	21.210,09	509,550	2.019,67
Marechal Deodoro (Município) (270470)	14.996	14.170	3,48	3,48	1.900,330	36.362,94	332,140	157,34
Messias (Município) (270520)	4.808	4.316	3,74	3,79	178,880	9.944,52	114,160	157,57
Palmeira dos Índios (Município) (270630)	25.001	18.514	2,97	2,94	778,610	10.492,26	450,960	164,56
Paripueira (Município) (270644)	3.479	3.077	3,81	3,81	150,090	11.325,91	92,850	142,72
Penedo (Município) (270670)	20.038	15.157	3,22	3,17	898,340	13.928,38	689,880	93,49
Pilar (Município) (270690)	10.782	10.266	3,30	3,31	433,000	12.179,43	251,070	141,60
Rio Largo (Município) (270770)	22.802	18.669	3,33	3,33	1.020,540	13.424,76	293,820	258,73
Santa Luzia do Norte (Município) (270790)	2.295	2.064	3,22	3,20	154,050	20.857,03	28,860	255,95
São Miguel dos Campos (Município) (270860)	17.267	16.656	3,58	3,58	979,180	15.837,43	360,880	171,32
Satuba (Município) (270890)	4.666	4.148	2,99	2,95	209,300	15.004,59	41,270	338,01
União dos Palmares (Município) (270930)	20.295	15.742	3,28	3,23	934,650	14.059,69	420,720	158,01
Aracaju (Município) (280030)	228.221	228.221	2,85	2,85	16.373,280	25.185,55	181,860	3.574,82
Barra dos Coqueiros (Município) (280060)	8.479	7.301	3,52	3,41	385,550	12.935,02	89,600	332,67
Estância (Município) (280210)	22.548	20.146	3,07	2,92	1.633,880	23.584,37	644,490	107,49
Itabaiana (Município) (280290)	32.179	26.368	2,96	2,81	1.805,070	18.961,64	337,300	282,23
Lagarto (Município) (280350)	34.191	18.749	3,04	2,86	1.505,150	14.458,86	968,920	107,44
Nossa Senhora do Socorro (Município) (280480)	56.113	56.752	3,24	3,11	2.597,290	14.276,47	155,020	1.173,59
São Cristóvão (Município) (280670)	27.721	24.466	3,22	3,08	909,860	10.196,54	438,040	203,71
Tobias Barreto (Município) (280740)	17.390	12.158	3,00	2,88	545,080	10.450,94	1.024,190	50,92
Alagoinhas (Município) (290070)	49.839	43.182	3,13	3,16	3.509,540	22.500,08	707,560	220,45
Araci (Município) (290210)	16.314	6.630	3,43	3,21	381,010	6.811,66	1.495,550	37,40
