Localidade	"Extensão da rede de distribuição de água, em km
(km) (SNIS)"	"Extensão da rede de distribuição de esgoto, em km
(km) (SNIS)"	"Investimentos realizados pelo prestador de serviços, em R$ de 2017
(R$ a preços de 2019) (ITB)"	"Investimentos realizados pelo município, em R$ de 2017
(R$ a preços de 2019) (ITB)"	"Investimentos realizados pelo governo estadual, em R$ de 2017
(R$ a preços de 2019) (ITB)"	"Investimentos totais em saneamento
(R$ a preços de 2019) (ITB)"	"Investimentos per capita em saneamento
(R$ a preços de 2019) (ITB)"
Porto Ferreira (Município) (354070)	338,00	313,00	3.554.517,71	0,00	0,00	3.554.517,71	63,30
Praia Grande (Município) (354100)	1.004,27	640,46	214.369.703,65	0,00	0,00	214.369.703,65	659,45
Presidente Prudente (Município) (354140)	1.117,90	951,83	9.050.667,09	0,00	0,00	9.050.667,09	39,57
Registro (Município) (354260)	225,18	219,32	6.889.824,55	0,00	0,00	6.889.824,55	122,33
Ribeirão Pires (Município) (354330)	570,62	362,59	17.226.824,46	0,00	0,00	17.226.824,46	139,61
Ribeirão Preto (Município) (354340)	2.338,52	1.990,07	15.911.057,82	0,00	0,00	15.911.057,82	22,62
Rio Claro (Município) (354390)	925,57	738,00	0,00	0,00	0,00	0,00	0,00
Rio Grande da Serra (Município) (354410)	168,37	85,12	29.997.156,31	0,00	0,00	29.997.156,31	589,96
Salesópolis (Município) (354500)	62,43	52,23	3.020.432,12	0,00	0,00	3.020.432,12	176,23
Salto (Município) (354520)	600,00	466,00	1.383.973,85	0,00	0,00	1.383.973,85	11,66
Santa Bárbara d'Oeste (Município) (354580)	831,86	713,74	13.261.075,85	0,00	0,00	13.261.075,85	68,54
Santa Isabel (Município) (354680)	120,18	78,83	3.282.636,39	0,00	0,00	3.282.636,39	57,20
Santana de Parnaíba (Município) (354730)	707,36	311,90	31.801.243,21	0,00	0,00	31.801.243,21	228,05
Santo André (Município) (354780)	39,95	68,51	1.336.908.104,21	0,00	0,00	1.336.908.104,21	1.859,99
Santos (Município) (354850)	1.404,05	549,99	34.595.902,97	0,00	0,00	34.595.902,97	79,84
São Bernardo do Campo (Município) (354870)	2.028,09	1.288,10	151.633.443,30	0,00	0,00	151.633.443,30	180,74
São Caetano do Sul (Município) (354880)	457,08	327,15	3.999.253,44	0,00	0,00	3.999.253,44	24,82
São Carlos (Município) (354890)	1.056,13	989,00	1.933.265,10	0,00	0,00	1.933.265,10	7,67
São João da Boa Vista (Município) (354910)	562,74	364,69	3.210.029,34	0,00	0,00	3.210.029,34	35,19
São Joaquim da Barra (Município) (354940)	248,00	273,00	0,00	0,00	0,00	0,00	0,00
São José do Rio Pardo (Município) (354970)	270,00	250,00	552.916,39	0,00	0,00	552.916,39	10,06
São José do Rio Preto (Município) (354980)	2.055,00	1.987,40	44.604.013,17	0,00	0,00	44.604.013,17	96,82
São José dos Campos (Município) (354990)	1.841,68	1.260,56	18.069.103,44	0,00	0,00	18.069.103,44	25,03
São Lourenço da Serra (Município) (354995)	34,50	34,40	751.079,29	0,00	0,00	751.079,29	47,46
São Paulo (Município) (355030)	22.120,41	17.782,18	1.508.590.846,30	0,00	0,00	1.508.590.846,30	123,13
São Roque (Município) (355060)	341,30	139,56	5.952.859,87	0,00	0,00	5.952.859,87	65,40
São Sebastião (Município) (355070)	357,37	266,12	14.333.748,12	0,00	0,00	14.333.748,12	161,09
São Vicente (Município) (355100)	890,66	358,27	21.866.557,09	0,00	0,00	21.866.557,09	59,78
Sertãozinho (Município) (355170)	540,00	440,00	3.635.024,14	0,00	142.000,00	3.777.024,14	30,02
Sorocaba (Município) (355220)	2.094,64	1.451,54	83.415.128,82	0,00	0,00	83.415.128,82	122,78
Sumaré (Município) (355240)	795,00	678,00	38.726.669,00	0,00	0,00	38.726.669,00	137,11
Suzano (Município) (355250)	906,83	642,13	44.203.138,26	0,00	0,00	44.203.138,26	148,51
Taboão da Serra (Município) (355280)	420,30	322,47	19.756.322,75	0,00	0,00	19.756.322,75	68,20
Taquaritinga (Município) (355370)	276,00	274,00	61.300,00	0,00	0,00	61.300,00	1,07
Tatuí (Município) (355400)	464,22	250,08	6.342.406,18	0,00	0,00	6.342.406,18	52,09
Taubaté (Município) (355410)	904,37	612,53	15.061.069,90	0,00	0,00	15.061.069,90	47,82
Tupã (Município) (355500)	339,45	270,82	2.714.717,23	0,00	0,00	2.714.717,23	41,43
Ubatuba (Município) (355540)	418,43	142,38	4.700.144,71	0,00	0,00	4.700.144,71	51,76
Valinhos (Município) (355620)	672,45	629,54	7.409.123,73	0,00	0,00	7.409.123,73	57,35
Vargem Grande Paulista (Município) (355645)	326,26	78,17	5.642.405,44	0,00	0,00	5.642.405,44	107,28
Várzea Paulista (Município) (355650)	300,60	222,59	6.525.415,88	0,00	0,00	6.525.415,88	53,56
Vinhedo (Município) (355670)	562,90	352,26	10.299.315,09	0,00	0,00	10.299.315,09	130,82
Votorantim (Município) (355700)	571,70	421,26	14.143.022,44	0,00	0,00	14.143.022,44	115,47
Votuporanga (Município) (355710)	522,11	502,68	5.530.108,26	0,00	0,00	5.530.108,26	58,49
Adrianópolis (Município) (410020)	52,95	-	394.280,01	0,00	0,00	394.280,01	66,61
Agudos do Sul (Município) (410030)	53,31	14,92	1.683.079,14	0,00	0,00	1.683.079,14	179,61
Almirante Tamandaré (Município) (410040)	488,27	242,59	11.362.464,13	0,00	0,00	11.362.464,13	95,79
Apucarana (Município) (410140)	621,44	667,80	13.153.147,82	0,00	0,00	13.153.147,82	97,43
Arapongas (Município) (410150)	628,83	486,35	10.988.031,51	0,00	0,00	10.988.031,51	89,31
Araucária (Município) (410180)	680,06	519,54	4.585.523,64	0,00	0,00	4.585.523,64	31,88
Balsa Nova (Município) (410230)	213,15	15,90	1.339.165,24	0,00	0,00	1.339.165,24	103,48
Bocaiúva do Sul (Município) (410310)	59,20	31,20	692.494,14	0,00	0,00	692.494,14	53,50
Cambé (Município) (410370)	379,49	520,52	7.104.567,85	0,00	0,00	7.104.567,85	66,69
Campina Grande do Sul (Município) (410400)	246,74	173,66	2.759.787,62	0,00	0,00	2.759.787,62	63,75
Campo Largo (Município) (410420)	676,92	566,69	9.019.100,42	0,00	0,00	9.019.100,42	68,33
Campo Magro (Município) (410425)	131,53	47,75	4.920.785,63	0,00	0,00	4.920.785,63	167,84
Campo Mourão (Município) (410430)	500,83	537,20	5.053.908,92	0,00	0,00	5.053.908,92	53,28
Cascavel (Município) (410480)	1.468,06	1.458,46	57.924.173,60	0,00	0,00	57.924.173,60	176,35
Castro (Município) (410490)	288,37	246,76	2.426.997,64	0,00	0,00	2.426.997,64	33,95
Cerro Azul (Município) (410520)	45,19	1,20	2.005.888,31	0,00	0,00	2.005.888,31	112,82
Cianorte (Município) (410550)	673,83	253,94	5.643.659,40	0,00	0,00	5.643.659,40	68,31
Colombo (Município) (410580)	950,93	596,61	10.691.151,24	0,00	0,00	10.691.151,24	43,87
Contenda (Município) (410620)	128,91	70,84	1.699.226,25	0,00	0,00	1.699.226,25	91,43
Curitiba (Município) (410690)	7.418,84	6.331,21	106.522.203,75	0,00	0,00	106.522.203,75	55,10
Fazenda Rio Grande (Município) (410765)	608,56	528,92	4.314.451,57	0,00	0,00	4.314.451,57	43,05
Foz do Iguaçu (Município) (410830)	1.535,89	1.232,98	26.232.199,07	0,00	0,00	26.232.199,07	101,47
Francisco Beltrão (Município) (410840)	569,27	409,15	6.826.901,50	0,00	0,00	6.826.901,50	74,94
Guarapuava (Município) (410940)	1.063,81	818,48	11.395.625,91	0,00	0,00	11.395.625,91	62,78
Ibiporã (Município) (410980)	459,78	299,57	2.890.227,98	0,00	0,00	2.890.227,98	52,98
Irati (Município) (411070)	398,31	300,73	5.256.269,67	0,00	0,00	5.256.269,67	86,56
Itaperuçu (Município) (411125)	71,73	41,47	3.698.765,39	0,00	0,00	3.698.765,39	129,17
Lapa (Município) (411320)	284,63	129,37	2.498.938,27	0,00	0,00	2.498.938,27	51,89
Londrina (Município) (411370)	2.018,43	1.874,96	68.855.026,22	0,00	0,00	68.855.026,22	120,85
Mandirituba (Município) (411430)	133,50	41,96	2.404.359,70	0,00	0,00	2.404.359,70	89,48
Marechal Cândido Rondon (Município) (411460)	600,23	159,45	4.474.934,74	0,00	0,00	4.474.934,74	84,52
Maringá (Município) (411520)	1.967,58	1.773,54	18.538.142,32	0,00	0,00	18.538.142,32	43,76
Palmas (Município) (411760)	239,04	151,75	1.585.361,97	0,00	0,00	1.585.361,97	31,09
Paranaguá (Município) (411820)	653,77	579,55	47.889.372,83	0,00	0,00	47.889.372,83	309,09
Paranavaí (Município) (411840)	749,65	552,43	21.339.124,74	0,00	0,00	21.339.124,74	241,46
Pato Branco (Município) (411850)	669,09	409,12	21.368.602,25	0,00	0,00	21.368.602,25	257,82
Pinhais (Município) (411915)	617,68	482,54	7.350.829,86	0,00	0,00	7.350.829,86	55,62
Piraquara (Município) (411950)	567,38	441,93	13.658.430,90	0,00	0,00	13.658.430,90	120,83
Ponta Grossa (Município) (411990)	1.465,40	1.604,09	29.347.463,99	0,00	0,00	29.347.463,99	83,44
Prudentópolis (Município) (412060)	186,60	177,20	4.302.958,61	0,00	0,00	4.302.958,61	82,37
Quatro Barras (Município) (412080)	175,14	124,45	8.325.729,41	0,00	0,00	8.325.729,41	353,40
Quitandinha (Município) (412120)	61,21	16,56	1.645.318,65	0,00	0,00	1.645.318,65	86,37
Rio Branco do Sul (Município) (412220)	149,03	-	978.080,58	0,00	0,00	978.080,58	30,19
Rolândia (Município) (412240)	350,85	239,64	5.760.093,70	0,00	0,00	5.760.093,70	86,51
São José dos Pinhais (Município) (412550)	1.414,20	859,17	37.953.762,75	0,00	0,00	37.953.762,75	117,38
Sarandi (Município) (412625)	-	-	0,00	0,00	0,00	0,00	0,00
Telêmaco Borba (Município) (412710)	341,86	256,28	9.967.650,00	0,00	0,00	9.967.650,00	126,21
Tijucas do Sul (Município) (412760)	113,40	-	521.910,35	0,00	0,00	521.910,35	30,94
Toledo (Município) (412770)	810,83	731,48	9.016.854,36	0,00	0,00	9.016.854,36	64,12
Tunas do Paraná (Município) (412788)	26,45	-	247.409,08	0,00	0,00	247.409,08	28,21
Umuarama (Município) (412810)	503,78	561,02	9.962.284,45	0,00	0,00	9.962.284,45	89,30
União da Vitória (Município) (412820)	353,92	89,31	4.559.268,62	0,00	0,00	4.559.268,62	79,27
Doutor Ulysses (Município) (412863)	16,50	12,00	0,00	0,00	0,00	0,00	0,00
Águas Mornas (Município) (420060)	35,18	-	32.031,00	0,00	0,00	32.031,00	4,95
Alfredo Wagner (Município) (420070)	21,75	14,00	30.033,52	0,00	0,00	30.033,52	2,99
Angelina (Município) (420090)	10,57	-	549.506,61	0,00	0,00	549.506,61	114,46
Anitápolis (Município) (420110)	19,00	-	15.750,00	0,00	0,00	15.750,00	4,87
Antônio Carlos (Município) (420120)	85,17	-	157.734,30	0,00	0,00	157.734,30	18,53
Araranguá (Município) (420140)	593,46	63,18	4.546.299,06	0,00	0,00	4.546.299,06	66,63
Balneário Camboriú (Município) (420200)	381,00	310,00	12.165.972,03	0,00	0,00	12.165.972,03	85,50
Biguaçu (Município) (420230)	258,06	-	1.834.885,97	0,00	0,00	1.834.885,97	26,79
Blumenau (Município) (420240)	1.598,46	364,00	39.084.650,20	0,00	0,00	39.084.650,20	109,42
Brusque (Município) (420290)	777,49	-	2.707.740,95	0,00	0,00	2.707.740,95	20,10
Caçador (Município) (420300)	257,00	-	5.474.000,00	0,00	0,00	5.474.000,00	69,65
Camboriú (Município) (420320)	301,10	-	2.739.830,10	0,00	0,00	2.739.830,10	33,01
Canelinha (Município) (420370)	75,00	-	222.881,00	0,00	0,00	222.881,00	18,21
Canoinhas (Município) (420380)	377,93	51,17	3.624.411,48	0,00	0,00	3.624.411,48	66,62
Chapecó (Município) (420420)	687,13	242,21	14.192.806,97	0,00	0,00	14.192.806,97	64,41
Concórdia (Município) (420430)	309,37	3,81	10.707.767,96	0,00	0,00	10.707.767,96	143,46
Criciúma (Município) (420460)	1.137,96	157,80	12.724.125,67	0,00	0,00	12.724.125,67	59,13
Florianópolis (Município) (420540)	1.485,27	660,72	44.541.297,89	0,00	0,00	44.541.297,89	88,91
Garopaba (Município) (420570)	123,12	-	2.545.253,82	0,00	0,00	2.545.253,82	110,29
Gaspar (Município) (420590)	418,81	1,90	2.103.458,20	1.660.004,54	0,00	3.763.462,74	54,04
Governador Celso Ramos (Município) (420600)	155,00	-	153.715,11	0,00	0,00	153.715,11	10,62
Içara (Município) (420700)	215,63	48,11	255.122,18	0,00	0,00	255.122,18	4,52
Indaial (Município) (420750)	388,02	20,04	17.414.821,18	0,00	0,00	17.414.821,18	250,84
Itajaí (Município) (420820)	709,81	163,26	36.190.972,37	0,00	0,00	36.190.972,37	164,85
Itapema (Município) (420830)	291,17	175,90	48.427.968,44	0,00	0,00	48.427.968,44	741,49
Jaraguá do Sul (Município) (420890)	892,60	590,80	49.400.891,74	0,00	0,00	49.400.891,74	278,01
Joinville (Município) (420910)	2.252,34	553,57	84.483.950,17	24.578.855,55	0,00	109.062.805,72	184,71
Lages (Município) (420930)	783,13	156,25	10.310.814,83	0,00	0,00	10.310.814,83	65,45
Leoberto Leal (Município) (420980)	7,56	-	14.974,19	0,00	0,00	14.974,19	4,92
Mafra (Município) (421010)	307,80	-	216.366,47	0,00	0,00	216.366,47	3,84
Major Gercino (Município) (421020)	11,66	-	12.921,34	0,00	0,00	12.921,34	3,75
Navegantes (Município) (421130)	348,00	-	0,00	1.642.827,00	0,00	1.642.827,00	20,16
Nova Trento (Município) (421150)	132,00	-	539.264,67	0,00	0,00	539.264,67	37,07
Palhoça (Município) (421190)	715,00	85,00	0,00	3.776.140,61	0,00	3.776.140,61	21,98
Paulo Lopes (Município) (421230)	42,67	-	44.427,75	0,00	0,00	44.427,75	5,93
Rancho Queimado (Município) (421430)	18,25	8,99	43.346,35	0,00	0,00	43.346,35	15,06
Rio do Sul (Município) (421480)	270,50	-	12.787.315,28	0,00	0,00	12.787.315,28	179,95
Santo Amaro da Imperatriz (Município) (421570)	161,09	49,67	313.038,13	0,00	0,00	313.038,13	13,47
São Bento do Sul (Município) (421580)	606,00	155,00	13.288.267,24	0,00	0,00	13.288.267,24	157,24
São Bonifácio (Município) (421590)	7,36	-	22.080,55	0,00	0,00	22.080,55	7,78
São Francisco do Sul (Município) (421620)	460,17	-	24.434.657,69	0,00	0,00	24.434.657,69	463,47
São João Batista (Município) (421630)	182,20	-	3.498.877,50	0,00	0,00	3.498.877,50	93,49
São José (Município) (421660)	608,90	98,73	6.359.776,91	0,00	0,00	6.359.776,91	25,79
São Pedro de Alcântara (Município) (421725)	12,35	-	0,00	0,00	0,00	0,00	0,00
Tijucas (Município) (421800)	300,00	62,00	10.877.311,93	0,00	0,00	10.877.311,93	283,21
Tubarão (Município) (421870)	620,02	-	32.171.223,94	0,00	0,00	32.171.223,94	304,40
Videira (Município) (421930)	276,12	1,43	0,00	1.377.585,02	0,00	1.377.585,02	25,96
Xanxerê (Município) (421950)	224,30	-	600.721,43	0,00	0,00	600.721,43	11,78
Alegrete (Município) (430040)	281,11	70,82	2.846.890,04	0,00	0,00	2.846.890,04	38,69
Alvorada (Município) (430060)	599,95	250,20	3.373.186,78	0,00	0,00	3.373.186,78	16,04
Araricá (Município) (430087)	-	-	0,00	0,00	0,00	0,00	0,00
Arroio dos Ratos (Município) (430110)	102,30	-	123.037,42	0,00	0,00	123.037,42	8,69
Bagé (Município) (430160)	482,00	319,92	4.121.639,88	0,00	0,00	4.121.639,88	34,02
Bento Gonçalves (Município) (430210)	368,10	0,69	5.900.579,53	0,00	0,00	5.900.579,53	48,99
Cachoeira do Sul (Município) (430300)	250,94	168,02	1.429.878,13	0,00	0,00	1.429.878,13	17,39
Cachoeirinha (Município) (430310)	398,91	368,74	12.419.068,50	0,00	0,00	12.419.068,50	95,32
Camaquã (Município) (430350)	231,41	-	253.613,42	0,00	0,00	253.613,42	3,83
Campo Bom (Município) (430390)	344,52	6,00	9.317.429,41	0,00	0,00	9.317.429,41	139,67
Canguçu (Município) (430450)	78,21	56,00	26.415,68	0,00	0,00	26.415,68	0,47
Canoas (Município) (430460)	844,88	752,48	3.870.179,81	0,00	0,00	3.870.179,81	11,17
Capão da Canoa (Município) (430463)	360,60	80,80	14.418.269,32	0,00	0,00	14.418.269,32	271,79
Capela de Santana (Município) (430468)	33,00	-	50.480,69	0,00	0,00	50.480,69	4,23
Carazinho (Município) (430470)	323,17	-	8.689.558,52	0,00	0,00	8.689.558,52	139,91
Caxias do Sul (Município) (430510)	2.056,85	1.802,39	15.630.112,20	0,00	0,00	15.630.112,20	30,59
Charqueadas (Município) (430535)	117,52	-	2.690.887,74	0,00	0,00	2.690.887,74	65,97
Cruz Alta (Município) (430610)	224,31	59,06	3.975.376,34	0,00	0,00	3.975.376,34	65,93
Dois Irmãos (Município) (430640)	108,10	47,66	1.344.890,81	0,00	0,00	1.344.890,81	41,16
Eldorado do Sul (Município) (430676)	99,31	18,60	6.022.145,68	0,00	0,00	6.022.145,68	145,87
Erechim (Município) (430700)	400,32	-	1.242.614,77	0,00	0,00	1.242.614,77	11,74
Estância Velha (Município) (430760)	162,98	7,20	9.048.851,08	0,00	0,00	9.048.851,08	180,90
Esteio (Município) (430770)	204,91	4,10	11.223.955,19	0,00	0,00	11.223.955,19	134,90
Farroupilha (Município) (430790)	121,02	-	10.505.764,26	0,00	0,00	10.505.764,26	145,25
Glorinha (Município) (430905)	34,36	22,43	191.976,64	0,00	0,00	191.976,64	23,71
Gravataí (Município) (430920)	700,62	614,58	10.702.876,72	0,00	0,00	10.702.876,72	38,02
Guaíba (Município) (430930)	589,98	110,54	10.480.812,14	0,00	0,00	10.480.812,14	106,79
Ijuí (Município) (431020)	299,42	44,64	6.723.427,14	0,00	0,00	6.723.427,14	80,54
Ivoti (Município) (431080)	149,00	7,50	161.799,98	0,00	0,00	161.799,98	6,66
Lajeado (Município) (431140)	344,62	6,46	256.684,87	0,00	0,00	256.684,87	3,06
Montenegro (Município) (431240)	233,23	-	244.956,47	0,00	0,00	244.956,47	3,75
Nova Hartz (Município) (431306)	21,50	2,00	0,00	33.500,00	0,00	33.500,00	1,55
Nova Santa Rita (Município) (431337)	85,59	-	144.218,84	0,00	0,00	144.218,84	4,92
Novo Hamburgo (Município) (431340)	896,42	73,07	29.874.733,02	0,00	0,00	29.874.733,02	121,07
Parobé (Município) (431405)	135,37	-	1.489.634,51	0,00	0,00	1.489.634,51	25,56
Passo Fundo (Município) (431410)	798,91	317,22	9.792.232,56	0,00	0,00	9.792.232,56	48,17
Pelotas (Município) (431440)	1.060,96	488,75	23.641.289,79	0,00	0,00	23.641.289,79	69,04
Portão (Município) (431480)	86,65	-	25.996,43	0,00	0,00	25.996,43	0,70
Porto Alegre (Município) (431490)	4.170,02	2.022,88	52.610.045,08	0,00	0,00	52.610.045,08	35,46
Rio Grande (Município) (431560)	547,58	183,94	7.289.738,77	0,00	0,00	7.289.738,77	34,55
Santa Cruz do Sul (Município) (431680)	598,01	161,72	7.015.297,27	0,00	0,00	7.015.297,27	53,79
Santa Maria (Município) (431690)	740,58	304,03	7.412.609,79	0,00	0,00	7.412.609,79	26,27
Sant'Ana do Livramento (Município) (431710)	282,35	98,67	254.742,54	0,00	0,00	254.742,54	3,31
Santa Rosa (Município) (431720)	253,31	98,25	10.953.760,89	0,00	0,00	10.953.760,89	149,53
Santo Ângelo (Município) (431750)	435,17	68,34	4.037.292,25	0,00	0,00	4.037.292,25	52,03
Santo Antônio da Patrulha (Município) (431760)	144,51	-	10.796.460,80	0,00	0,00	10.796.460,80	251,70
São Borja (Município) (431800)	197,93	49,64	5.764.584,33	0,00	0,00	5.764.584,33	95,63
São Gabriel (Município) (431830)	209,00	27,00	0,00	0,00	0,00	0,00	0,00
São Jerônimo (Município) (431840)	62,99	-	335.152,50	0,00	0,00	335.152,50	13,82
São Leopoldo (Município) (431870)	773,00	131,50	6.580.302,27	0,00	0,00	6.580.302,27	27,78
Sapiranga (Município) (431990)	270,18	1,80	249.941,69	0,00	0,00	249.941,69	3,06
Sapucaia do Sul (Município) (432000)	346,30	1,97	8.877.166,48	0,00	0,00	8.877.166,48	62,93
Taquara (Município) (432120)	447,63	-	155.097,30	0,00	0,00	155.097,30	2,70
Tramandaí (Município) (432160)	398,83	54,91	9.083.744,21	0,00	0,00	9.083.744,21	175,65
Triunfo (Município) (432200)	90,23	-	600.093,06	0,00	0,00	600.093,06	20,32
Uruguaiana (Município) (432240)	316,06	236,94	29.538.711,00	0,00	0,00	29.538.711,00	232,64
Vacaria (Município) (432250)	268,17	-	622.172,23	0,00	0,00	622.172,23	9,40
Venâncio Aires (Município) (432260)	251,32	7,73	7.218.040,98	0,00	0,00	7.218.040,98	100,88
Viamão (Município) (432300)	516,68	230,16	2.087.599,32	0,00	0,00	2.087.599,32	8,18
Campo Grande (Município) (500270)	4.005,74	2.245,80	105.428.493,67	0,00	0,00	105.428.493,67	117,67
Corumbá (Município) (500320)	403,40	203,46	3.816.857,86	0,00	1.428.179,50	5.245.037,36	47,07
Dourados (Município) (500370)	1.355,72	723,41	43.428.952,73	0,00	4.074.566,79	47.503.519,52	213,07
Naviraí (Município) (500570)	234,62	96,47	5.396.118,10	0,00	0,00	5.396.118,10	98,33
Nova Andradina (Município) (500620)	345,94	47,24	2.891.516,57	0,00	1.791.911,17	4.683.427,74	86,13
Ponta Porã (Município) (500660)	382,70	236,74	10.139.584,74	0,00	0,00	10.139.584,74	109,59
Sidrolândia (Município) (500790)	110,22	28,11	3.932.977,66	0,00	145.410,99	4.078.388,65	70,73
Três Lagoas (Município) (500830)	746,44	486,74	18.578.413,98	0,00	10.114.026,42	28.692.440,40	236,37
Alta Floresta (Município) (510025)	221,48	117,51	1.711.366,00	0,00	0,00	1.711.366,00	33,05
Barão de Melgaço (Município) (510160)	-	-	0,00	0,00	0,00	0,00	0,00
Barra do Garças (Município) (510180)	403,21	190,00	5.226.202,64	0,00	0,00	5.226.202,64	85,66
Cáceres (Município) (510250)	282,42	39,50	2.565.127,84	0,00	0,00	2.565.127,84	27,18
Chapada dos Guimarães (Município) (510300)	111,00	-	0,00	55.368,26	0,00	55.368,26	2,80
Cuiabá (Município) (510340)	2.623,00	1.100,00	247.327.656,10	0,00	0,00	247.327.656,10	403,77
Jangada (Município) (510490)	25,01	-	55.135,18	0,00	0,00	55.135,18	6,56
Lucas do Rio Verde (Município) (510525)	436,50	108,50	1.558.569,44	0,00	0,00	1.558.569,44	23,78
Nossa Senhora do Livramento (Município) (510610)	25,68	-	0,00	0,00	0,00	0,00	0,00
Nova Brasilândia (Município) (510620)	21,50	-	0,00	0,00	0,00	0,00	0,00
Planalto da Serra (Município) (510645)	-	-	0,00	0,00	0,00	0,00	0,00
Poconé (Município) (510650)	107,18	-	292.415,61	0,00	0,00	292.415,61	8,90
Primavera do Leste (Município) (510704)	348,21	320,18	11.229.243,17	0,00	0,00	11.229.243,17	181,06
Rondonópolis (Município) (510760)	1.136,07	704,23	19.650.823,37	0,00	0,00	19.650.823,37	84,52
Rosário Oeste (Município) (510770)	-	-	0,00	0,00	0,00	0,00	0,00
Santo Antônio do Leverger (Município) (510780)	-	-	0,00	0,00	0,00	0,00	0,00
Sinop (Município) (510790)	952,56	225,61	7.640.351,90	0,00	0,00	7.640.351,90	53,43
Sorriso (Município) (510792)	462,89	311,28	10.720.087,36	0,00	0,00	10.720.087,36	118,70
Tangará da Serra (Município) (510795)	355,15	138,34	1.239.501,58	0,00	0,00	1.239.501,58	11,95
Várzea Grande (Município) (510840)	1.250,45	187,67	0,00	0,00	0,00	0,00	0,00
Abadia de Goiás (Município) (520005)	105,47	18,96	21.938,11	0,00	0,00	21.938,11	2,50
Águas Lindas de Goiás (Município) (520025)	223,94	430,15	783.943,78	0,00	0,00	783.943,78	3,69
Anápolis (Município) (520110)	2.044,43	730,77	20.111.946,05	0,00	0,00	20.111.946,05	51,98
Aparecida de Goiânia (Município) (520140)	2.996,94	937,17	113.245.868,10	0,00	0,00	113.245.868,10	195,87
Aragoiânia (Município) (520180)	98,86	-	204.157,64	0,00	0,00	204.157,64	19,81
Bela Vista de Goiás (Município) (520330)	148,67	98,55	112.397,01	0,00	0,00	112.397,01	3,75
Bonfinópolis (Município) (520355)	69,99	-	30.092,48	0,00	0,00	30.092,48	3,10
Brazabrantes (Município) (520360)	26,83	-	3.610,71	0,00	0,00	3.610,71	0,98
Caldas Novas (Município) (520450)	200,00	80,00	0,00	0,00	0,00	0,00	0,00
Caldazinha (Município) (520455)	17,28	-	7.603,69	0,00	0,00	7.603,69	2,00
Catalão (Município) (520510)	502,32	360,69	772.550,25	772.550,25	0,00	1.545.100,50	14,20
Caturaí (Município) (520520)	28,18	-	37.203,11	0,00	0,00	37.203,11	7,34
Cidade Ocidental (Município) (520549)	294,74	52,55	927.869,08	0,00	0,00	927.869,08	13,00
Cristalina (Município) (520620)	143,63	80,45	1.418.308,42	0,00	0,00	1.418.308,42	24,04
Formosa (Município) (520800)	365,90	404,99	3.002.350,03	0,00	0,00	3.002.350,03	24,69
Goianápolis (Município) (520840)	85,75	-	4.014,38	0,00	0,00	4.014,38	0,36
Goianésia (Município) (520860)	303,98	161,17	0,00	0,00	0,00	0,00	0,00
Goiânia (Município) (520870)	7.650,59	4.376,88	46.534.219,96	0,00	0,00	46.534.219,96	30,69
Goianira (Município) (520880)	169,19	99,71	540.264,41	0,00	0,00	540.264,41	12,20
Guapó (Município) (520920)	82,40	54,58	236.219,94	0,00	0,00	236.219,94	16,62
Hidrolândia (Município) (520970)	107,31	-	56.915,90	0,00	0,00	56.915,90	2,62
Inhumas (Município) (521000)	256,84	99,98	3.073.894,21	0,00	0,00	3.073.894,21	58,15
Itumbiara (Município) (521150)	594,37	266,44	586.572,58	0,00	0,00	586.572,58	5,60
Jataí (Município) (521190)	558,78	503,80	21.471.120,32	0,00	0,00	21.471.120,32	212,83
Luziânia (Município) (521250)	881,03	100,81	47.723.894,09	0,00	0,00	47.723.894,09	229,11
Mineiros (Município) (521310)	440,00	398,00	3.380.968,50	0,00	0,00	3.380.968,50	50,61
Nerópolis (Município) (521450)	105,28	-	1.020.476,04	0,00	0,00	1.020.476,04	34,19
Nova Veneza (Município) (521500)	31,18	-	13.232,47	0,00	0,00	13.232,47	1,34
Novo Gama (Município) (521523)	351,34	101,96	1.121.738,81	0,00	0,00	1.121.738,81	9,69
Planaltina (Município) (521760)	236,65	233,93	3.270.883,21	0,00	0,00	3.270.883,21	36,38
Rio Verde (Município) (521880)	728,50	458,42	65.464.569,47	0,00	0,00	65.464.569,47	277,81
Santo Antônio de Goiás (Município) (521973)	41,66	-	15.349,90	0,00	0,00	15.349,90	2,44
Santo Antônio do Descoberto (Município) (521975)	204,70	62,80	319.978,02	0,00	0,00	319.978,02	4,28
Senador Canedo (Município) (522045)	787,57	22,90	111.849,08	3.741.024,58	0,00	3.852.873,66	33,40
Terezópolis de Goiás (Município) (522119)	38,24	33,65	6.266,76	0,00	0,00	6.266,76	0,78
Trindade (Município) (522140)	1.331,29	335,72	9.201.782,07	0,00	0,00	9.201.782,07	72,11
Valparaíso de Goiás (Município) (522185)	345,31	108,76	1.186.863,26	0,00	0,00	1.186.863,26	7,05
Brasília (Município) (530010)	9.269,00	7.286,00	268.925.696,51	0,00	0,00	268.925.696,51	89,19
