Localidade	"Extensão da rede de distribuição de água, em km
(km) (SNIS)"	"Extensão da rede de distribuição de esgoto, em km
(km) (SNIS)"	"Investimentos realizados pelo prestador de serviços, em R$ de 2017
(R$ a preços de 2019) (ITB)"	"Investimentos realizados pelo município, em R$ de 2017
(R$ a preços de 2019) (ITB)"	"Investimentos realizados pelo governo estadual, em R$ de 2017
(R$ a preços de 2019) (ITB)"	"Investimentos totais em saneamento
(R$ a preços de 2019) (ITB)"	"Investimentos per capita em saneamento
(R$ a preços de 2019) (ITB)"
Marabá (Município) (150420)	235,12	0,00	0,00	0,00	68.801.730,28	68.801.730,28	273,15
Marituba (Município) (150442)	59,05	0,00	0,00	0,00	2.055.251,64	2.055.251,64	17,47
Moju (Município) (150470)	25,00	0,00	0,00	0,00	0,00	0,00	0,00
Monte Alegre (Município) (150480)	55,63	0,00	0,00	0,00	2.532.957,87	2.532.957,87	45,11
Novo Repartimento (Município) (150506)	29,70	0,00	0,00	0,00	0,00	0,00	0,00
Óbidos (Município) (150510)	66,00	0,00	0,00	0,00	0,00	0,00	0,00
Oriximiná (Município) (150530)	285,00	0,00	0,00	1.267.708,58	194.505,98	1.462.214,56	21,88
Paragominas (Município) (150550)	176,00	8,70	736.446,19	26.816.214,68	0,00	27.552.660,86	265,50
Parauapebas (Município) (150553)	572,25	42,00	0,00	0,00	0,00	0,00	0,00
Portel (Município) (150580)	22,00	0,00	0,00	0,00	0,00	0,00	0,00
Redenção (Município) (150613)	650,00	13,00	28.407.736,04	14.381.415,47	0,00	42.789.151,52	541,57
Rondon do Pará (Município) (150618)	-	-	-	-	-	-	-
Santa Bárbara do Pará (Município) (150635)	-	-	-	-	-	-	-
Santa Izabel do Pará (Município) (150650)	-	-	-	-	-	-	-
Santana do Araguaia (Município) (150670)	149,00	0,00	0,00	400.398,14	0,00	400.398,14	6,35
Santarém (Município) (150680)	361,03	0,00	0,00	0,00	0,00	0,00	0,00
São Félix do Xingu (Município) (150730)	7,00	0,00	0,00	0,00	0,00	0,00	0,00
São Miguel do Guamá (Município) (150760)	51,20	0,00	0,00	0,00	0,00	0,00	0,00
Tailândia (Município) (150795)	49,50	0,00	0,00	0,00	0,00	0,00	0,00
Tomé-Açu (Município) (150800)	85,00	0,00	0,00	80.392,11	0,00	80.392,11	1,36
Tucuruí (Município) (150810)	148,00	0,00	0,00	0,00	0,00	0,00	0,00
Ulianópolis (Município) (150812)	-	-	-	-	-	-	-
Vigia (Município) (150820)	35,00	0,00	0,00	0,00	0,00	0,00	0,00
Viseu (Município) (150830)	15,00	0,00	0,00	0,00	0,00	0,00	0,00
Macapá (Município) (160030)	694,52	89,29	3.054.344,51	0,00	28.361.480,86	31.415.825,38	71,85
Santana (Município) (160060)	154,20	9,42	0,00	0,00	0,00	0,00	0,00
Araguaína (Município) (170210)	785,99	88,56	16.818.794,82	0,00	0,00	16.818.794,82	102,50
Gurupi (Município) (170950)	467,30	136,26	3.860.974,49	0,00	0,00	3.860.974,49	47,20
Paraíso do Tocantins (Município) (171610)	243,99	19,79	10.266.792,69	0,00	0,00	10.266.792,69	215,13
Porto Nacional (Município) (171820)	314,58	35,45	6.872.139,19	0,00	0,00	6.872.139,19	133,44
Palmas (Município) (172100)	1.436,67	692,93	55.488.989,02	0,00	0,00	55.488.989,02	215,15
Açailândia (Município) (210005)	95,00	0,00	0,00	0,00	0,00	0,00	0,00
Alcântara (Município) (210020)	12,83	0,00	0,00	0,00	0,00	0,00	0,00
Bacabal (Município) (210120)	177,00	29,01	500.350,42	0,00	0,00	500.350,42	4,91
Balsas (Município) (210140)	278,08	0,00	92.427,86	0,00	0,00	92.427,86	1,04
Barra do Corda (Município) (210160)	105,20	0,00	162.732,18	0,00	0,00	162.732,18	1,91
Barreirinhas (Município) (210170)	46,40	10,35	57.312,90	0,00	0,00	57.312,90	0,98
Buriticupu (Município) (210232)	52,80	0,00	147.910,10	0,00	0,00	147.910,10	2,16
Caxias (Município) (210300)	130,00	49,17	1.394.008,46	0,00	0,00	1.394.008,46	8,75
Chapadinha (Município) (210320)	71,96	0,00	3.036.723,11	0,00	0,00	3.036.723,11	39,84
Codó (Município) (210330)	283,00	35,00	973.045,66	0,00	0,00	973.045,66	8,13
Coroatá (Município) (210360)	56,20	0,00	738.793,10	0,00	0,00	738.793,10	11,70
Grajaú (Município) (210480)	39,00	0,00	238.290,84	0,00	0,00	238.290,84	3,66
Imperatriz (Município) (210530)	843,22	112,94	676.924,19	0,00	0,00	676.924,19	2,69
Itapecuru Mirim (Município) (210540)	54,16	0,00	1.020.760,09	0,00	0,00	1.020.760,09	15,72
Paço do Lumiar (Município) (210750)	398,15	48,79	304.554,12	0,00	0,00	304.554,12	2,69
Pinheiro (Município) (210860)	76,79	0,00	242.951,03	0,00	0,00	242.951,03	3,02
Raposa (Município) (210945)	-	-	-	-	-	-	-
Santa Inês (Município) (210990)	145,87	0,00	170.161,82	0,00	0,00	170.161,82	2,07
Santa Luzia (Município) (211000)	31,82	0,00	10.529,98	0,00	0,00	10.529,98	0,14
São José de Ribamar (Município) (211120)	161,80	0,00	0,00	0,00	0,00	0,00	0,00
São Luís (Município) (211130)	5.897,49	935,65	44.321.094,44	0,00	0,00	44.321.094,44	42,05
Timon (Município) (211220)	408,10	0,00	605.085,76	0,00	0,00	605.085,76	3,74
Tutóia (Município) (211250)	11,62	0,00	164.082,51	0,00	0,00	164.082,51	2,95
Vargem Grande (Município) (211270)	56,50	0,00	0,00	0,00	0,00	0,00	0,00
Viana (Município) (211280)	46,00	0,00	0,00	0,00	0,00	0,00	0,00
Zé Doca (Município) (211400)	30,70	0,00	40.013,34	0,00	0,00	40.013,34	0,80
Altos (Município) (220040)	28,14	10,38	0,00	0,00	0,00	0,00	0,00
Beneditinos (Município) (220160)	18,47	7,00	0,00	7.669,37	0,00	7.669,37	0,77
Coivaras (Município) (220273)	30,00	0,00	0,00	141.588,45	0,00	141.588,45	36,30
Curralinhos (Município) (220325)	-	-	-	-	-	-	-
Demerval Lobão (Município) (220330)	32,64	0,00	1.916.626,65	0,00	0,00	1.916.626,65	142,01
Floriano (Município) (220390)	206,47	0,00	640.868,91	0,00	0,00	640.868,91	10,94
José de Freitas (Município) (220550)	49,38	0,00	23.273,16	0,00	0,00	23.273,16	0,61
Lagoa Alegre (Município) (220555)	17,06	0,00	0,00	0,00	0,00	0,00	0,00
Lagoa do Piauí (Município) (220558)	-	-	-	-	-	-	-
Miguel Leão (Município) (220630)	-	-	-	-	-	-	-
Monsenhor Gil (Município) (220640)	29,91	0,00	0,00	0,00	0,00	0,00	0,00
Nazária (Município) (220672)	6,01	0,00	0,00	0,00	0,00	0,00	0,00
Parnaíba (Município) (220770)	235,96	0,00	11.960.677,86	0,00	0,00	11.960.677,86	80,36
Pau D'Arco do Piauí (Município) (220779)	-	-	-	-	-	-	-
Picos (Município) (220800)	109,53	44,23	1.509.508,38	0,00	0,00	1.509.508,38	19,85
Piripiri (Município) (220840)	148,92	0,00	2.282.479,05	0,00	0,00	2.282.479,05	36,50
Teresina (Município) (221100)	1.529,01	477,13	5.833.709,21	5.059.268,17	0,00	10.892.977,38	13,02
União (Município) (221110)	64,92	0,00	6.001.896,35	0,00	0,00	6.001.896,35	138,28
Acaraú (Município) (230020)	107,00	21,00	95.054,87	0,00	0,00	95.054,87	1,58
Acopiara (Município) (230030)	40,00	24,00	32.352,25	0,00	0,00	32.352,25	0,61
Aquiraz (Município) (230100)	116,00	37,00	89.152,29	0,00	0,00	89.152,29	1,17
Aracati (Município) (230110)	102,00	57,00	1.627.919,25	0,00	0,00	1.627.919,25	22,69
Barbalha (Município) (230190)	53,00	46,00	13.398,37	0,00	0,00	13.398,37	0,23
Beberibe (Município) (230220)	43,00	18,00	59.899,99	0,00	0,00	59.899,99	1,16
Boa Viagem (Município) (230240)	217,76	68,50	252.813,43	2.855.999,65	0,00	3.108.813,08	57,99
Camocim (Município) (230260)	120,89	82,30	0,00	0,00	0,00	0,00	0,00
Canindé (Município) (230280)	109,30	23,00	19.524,11	0,00	0,00	19.524,11	0,26
Cascavel (Município) (230350)	115,00	5,00	112.145,47	0,00	0,00	112.145,47	1,63
Caucaia (Município) (230370)	574,00	455,00	30.530.457,31	0,00	0,00	30.530.457,31	88,51
Chorozinho (Município) (230395)	29,00	6,18	12.823,87	0,00	0,00	12.823,87	0,67
Crateús (Município) (230410)	136,00	132,00	978.749,17	0,00	0,00	978.749,17	13,21
Crato (Município) (230420)	258,95	98,90	0,00	0,00	0,00	0,00	0,00
Eusébio (Município) (230428)	183,00	51,00	85.856,89	0,00	0,00	85.856,89	1,74
Fortaleza (Município) (230440)	3.931,00	1.986,00	155.429.429,74	0,00	0,00	155.429.429,74	60,91
Granja (Município) (230470)	43,00	1,86	0,00	0,00	0,00	0,00	0,00
Guaiúba (Município) (230495)	39,00	11,00	11.089,70	0,00	0,00	11.089,70	0,44
Horizonte (Município) (230523)	163,00	4,00	298.219,48	0,00	0,00	298.219,48	4,92
Icó (Município) (230540)	135,00	48,00	66.943,29	324.556,61	0,00	391.499,90	5,85
Iguatu (Município) (230550)	313,57	31,00	1.345.167,37	0,00	0,00	1.345.167,37	13,44
Itaitinga (Município) (230625)	182,00	3,00	74.044,63	0,00	0,00	74.044,63	1,96
Itapajé (Município) (230630)	36,00	1,20	0,00	0,00	0,00	0,00	0,00
Itapipoca (Município) (230640)	215,00	50,00	90.579,67	0,00	0,00	90.579,67	0,74
Juazeiro do Norte (Município) (230730)	962,00	149,00	820.420,72	0,00	0,00	820.420,72	3,14
Limoeiro do Norte (Município) (230760)	138,00	70,00	559.000,63	0,00	0,00	559.000,63	9,74
Maracanaú (Município) (230765)	523,00	369,00	1.084.806,08	0,00	0,00	1.084.806,08	4,98
Maranguape (Município) (230770)	235,00	10,00	11.769.615,46	0,00	0,00	11.769.615,46	97,75
Morada Nova (Município) (230870)	489,00	4,00	6.496,04	0,00	0,00	6.496,04	0,10
Pacajus (Município) (230960)	137,00	12,00	51.766,92	0,00	0,00	51.766,92	0,78
Pacatuba (Município) (230970)	192,00	92,00	529.935,13	0,00	0,00	529.935,13	6,82
Pindoretama (Município) (231085)	28,00	0,00	12.297,09	0,00	0,00	12.297,09	0,62
Quixadá (Município) (231130)	140,00	16,00	418.984,86	0,00	0,00	418.984,86	4,99
Quixeramobim (Município) (231140)	321,98	0,00	398.437,10	0,00	0,00	398.437,10	5,27
Russas (Município) (231180)	130,00	51,00	298.403,08	0,00	0,00	298.403,08	4,06
São Gonçalo do Amarante (Município) (231240)	102,00	61,00	115.614,99	0,00	0,00	115.614,99	2,50
Sobral (Município) (231290)	489,00	340,00	338.476,55	0,00	0,00	338.476,55	1,71
Tauá (Município) (231330)	74,00	19,00	5.948.731,02	0,00	0,00	5.948.731,02	103,92
Tianguá (Município) (231340)	178,00	70,00	2.789.272,90	0,00	0,00	2.789.272,90	38,68
Trairi (Município) (231350)	40,00	7,00	224.796,73	0,00	0,00	224.796,73	4,20
Viçosa do Ceará (Município) (231410)	42,00	15,22	15.050.408,74	0,00	0,00	15.050.408,74	260,75
Açu (Município) (240020)	136,95	0,00	3.106.621,93	0,00	0,00	3.106.621,93	55,13
Caicó (Município) (240200)	110,16	10,37	10.731.725,68	0,00	0,00	10.731.725,68	162,00
Ceará-Mirim (Município) (240260)	174,40	42,80	91.692,61	0,00	0,00	91.692,61	1,28
Parnamirim (Município) (240325)	299,52	26,60	14.022.026,26	0,00	0,00	14.022.026,26	61,12
Extremoz (Município) (240360)	-	-	-	-	-	-	-
Macaíba (Município) (240710)	191,25	21,53	880.056,57	0,00	0,00	880.056,57	11,65
Monte Alegre (Município) (240780)	67,89	3,06	491.363,43	0,00	0,00	491.363,43	22,51
Mossoró (Município) (240800)	390,91	211,22	80.042.083,97	0,00	0,00	80.042.083,97	285,54
Natal (Município) (240810)	1.578,71	541,61	27.812.341,88	0,00	0,00	27.812.341,88	32,57
Nísia Floresta (Município) (240820)	52,10	0,00	245.754,19	0,00	0,00	245.754,19	9,53
São Gonçalo do Amarante (Município) (241200)	3.000,00	41,00	0,00	0,00	0,00	0,00	0,00
São José de Mipibu (Município) (241220)	60,39	0,30	1.644.223,54	0,00	0,00	1.644.223,54	38,83
Vera Cruz (Município) (241480)	19,78	0,00	109.740,16	0,00	0,00	109.740,16	9,42
Alhandra (Município) (250060)	19,93	0,00	116.052,33	0,00	0,00	116.052,33	6,15
Bayeux (Município) (250180)	104,76	19,80	1.077.710,71	0,00	0,00	1.077.710,71	11,32
Caaporã (Município) (250300)	33,41	0,00	100.042,68	0,00	0,00	100.042,68	4,72
Cabedelo (Município) (250320)	74,53	5,48	2.959.415,13	0,00	0,00	2.959.415,13	46,95
Cajazeiras (Município) (250370)	142,70	22,92	842.036,16	0,00	0,00	842.036,16	13,89
Campina Grande (Município) (250400)	578,97	314,91	11.209.136,65	0,00	0,00	11.209.136,65	28,02
Conde (Município) (250460)	18,97	0,00	2.498.616,54	0,00	0,00	2.498.616,54	108,10
Cruz do Espírito Santo (Município) (250490)	18,38	0,00	64.731,97	0,00	0,00	64.731,97	3,84
Guarabira (Município) (250630)	123,31	35,11	1.956.372,78	0,00	0,00	1.956.372,78	34,09
João Pessoa (Município) (250750)	1.006,94	512,01	60.760.999,85	0,00	0,00	60.760.999,85	78,95
Lucena (Município) (250860)	19,41	0,00	952.326,22	0,00	0,00	952.326,22	76,43
Mamanguape (Município) (250890)	56,39	5,83	289.470,30	0,00	143.086,20	432.556,50	9,90
Patos (Município) (251080)	190,67	11,12	2.324.025,19	0,00	114.119,76	2.438.144,95	23,28
Pedras de Fogo (Município) (251120)	14,97	3,77	99.151,49	0,00	0,00	99.151,49	3,53
Pitimbu (Município) (251190)	6,22	0,00	45.177,90	0,00	0,00	45.177,90	2,49
Rio Tinto (Município) (251290)	44,30	0,00	148.799,93	0,00	0,00	148.799,93	6,23
Santa Rita (Município) (251370)	106,80	14,79	7.850.709,02	0,00	0,00	7.850.709,02	59,09
Sapé (Município) (251530)	87,70	17,27	890.635,37	0,00	0,00	890.635,37	17,23
Sousa (Município) (251620)	271,56	130,50	418.876,64	0,00	0,00	418.876,64	6,16
Abreu e Lima (Município) (260005)	191,87	73,85	159.169,27	0,00	0,00	159.169,27	1,63
Araçoiaba (Município) (260105)	17,61	0,00	176.618,94	0,00	0,00	176.618,94	9,14
Araripina (Município) (260110)	114,55	94,54	48.330,10	426.170,25	0,00	474.500,34	5,89
Arcoverde (Município) (260120)	149,35	7,28	221.003.618,20	0,00	0,00	221.003.618,20	3.065,15
Belo Jardim (Município) (260170)	198,96	72,42	542.995,59	0,00	0,00	542.995,59	7,25
Bezerros (Município) (260190)	134,09	0,00	417.062,11	0,00	0,00	417.062,11	6,93
Brejo da Madre de Deus (Município) (260260)	103,65	0,00	36.791,30	0,00	0,00	36.791,30	0,77
Buíque (Município) (260280)	41,12	0,00	12.449,73	0,00	0,00	12.449,73	0,23
Cabo de Santo Agostinho (Município) (260290)	377,10	42,59	14.035.393,27	0,00	0,00	14.035.393,27	71,55
Camaragibe (Município) (260345)	307,09	6,68	138.464,93	0,00	0,00	138.464,93	0,91
Carpina (Município) (260400)	174,26	0,00	55.988,27	0,00	0,00	55.988,27	0,71
Caruaru (Município) (260410)	784,15	346,50	9.207.514,62	0,00	0,00	9.207.514,62	27,29
Escada (Município) (260520)	121,11	0,00	242.016,58	0,00	0,00	242.016,58	3,64
Garanhuns (Município) (260600)	308,75	29,34	7.093.276,09	0,00	0,00	7.093.276,09	52,49
Goiana (Município) (260620)	145,58	0,00	1.180.000,52	0,00	0,00	1.180.000,52	15,14
Gravatá (Município) (260640)	288,52	6,02	761.807,58	0,00	0,00	761.807,58	9,47
Igarassu (Município) (260680)	220,88	5,28	385.115,24	0,00	0,00	385.115,24	3,52
Ipojuca (Município) (260720)	135,34	30,66	2.910.169,52	0,00	0,00	2.910.169,52	33,10
Ilha de Itamaracá (Município) (260760)	103,12	0,00	2.682.377,00	0,00	0,00	2.682.377,00	112,13
Itapissuma (Município) (260775)	40,50	0,00	16.353,07	0,00	0,00	16.353,07	0,65
Jaboatão dos Guararapes (Município) (260790)	1.011,82	176,44	5.586.793,24	0,00	0,00	5.586.793,24	8,27
Limoeiro (Município) (260890)	113,02	0,00	81.145,90	0,00	0,00	81.145,90	1,44
Moreno (Município) (260940)	132,56	62,37	11.893.145,58	0,00	0,00	11.893.145,58	198,76
Olinda (Município) (260960)	761,47	447,48	2.567.250,61	0,00	0,00	2.567.250,61	6,61
Ouricuri (Município) (260990)	131,49	0,00	658.055,95	0,00	0,00	658.055,95	9,72
Palmares (Município) (261000)	115,78	0,00	688.286,19	0,00	0,00	688.286,19	11,15
Paudalho (Município) (261060)	70,64	0,00	455.605,22	0,00	0,00	455.605,22	8,43
Paulista (Município) (261070)	682,83	472,85	3.034.965,50	0,00	0,00	3.034.965,50	9,58
Pesqueira (Município) (261090)	114,82	0,00	712.716,07	0,00	0,00	712.716,07	10,90
Petrolina (Município) (261110)	668,64	477,68	57.471.999,69	0,00	0,00	57.471.999,69	179,66
Recife (Município) (261160)	3.051,15	1.318,28	585.417.401,74	0,00	0,00	585.417.401,74	366,00
Salgueiro (Município) (261220)	165,49	4,87	5.383.008,79	0,00	0,00	5.383.008,79	91,18
Santa Cruz do Capibaribe (Município) (261250)	202,80	104,00	241.125,33	405.759,50	0,00	646.884,83	6,68
São Bento do Una (Município) (261300)	83,03	105,00	119.278,15	0,00	0,00	119.278,15	2,11
São Lourenço da Mata (Município) (261370)	192,94	23,62	690.331,48	0,00	0,00	690.331,48	6,37
Serra Talhada (Município) (261390)	170,98	20,00	1.466.665,09	879.145,59	0,00	2.345.810,68	28,25
Surubim (Município) (261450)	143,05	0,00	5.196.004,80	0,00	0,00	5.196.004,80	83,98
Timbaúba (Município) (261530)	118,17	0,00	388.028,98	0,00	0,00	388.028,98	7,17
Vitória de Santo Antão (Município) (261640)	276,85	93,10	673.069,63	0,00	0,00	673.069,63	5,03
Arapiraca (Município) (270030)	597,01	110,00	126.734,28	0,00	0,00	126.734,28	0,56
Barra de Santo Antônio (Município) (270050)	150,00	0,00	0,00	0,00	0,00	0,00	0,00
Barra de São Miguel (Município) (270060)	51,00	0,00	0,00	0,00	0,00	0,00	0,00
Campo Alegre (Município) (270140)	50,40	14,00	0,00	0,00	0,00	0,00	0,00
Coqueiro Seco (Município) (270220)	9,60	0,00	135.733,96	0,00	0,00	135.733,96	23,33
Coruripe (Município) (270230)	205,00	13,00	0,00	0,00	0,00	0,00	0,00
Delmiro Gouveia (Município) (270240)	169,73	75,00	0,00	179.296,52	0,00	179.296,52	3,52
Maceió (Município) (270430)	1.444,00	318,40	17.245.468,78	0,00	0,00	17.245.468,78	17,30
Marechal Deodoro (Município) (270470)	122,00	28,00	41.783,16	0,00	0,00	41.783,16	0,84
Messias (Município) (270520)	18,10	10,70	0,00	0,00	0,00	0,00	0,00
Palmeira dos Índios (Município) (270630)	267,75	4,91	0,00	0,00	0,00	0,00	0,00
Paripueira (Município) (270644)	26,60	0,00	3.137,69	0,00	0,00	3.137,69	0,25
Penedo (Município) (270670)	140,00	0,00	225.119,64	0,00	0,00	225.119,64	3,54
Pilar (Município) (270690)	83,00	0,00	0,00	0,00	0,00	0,00	0,00
Rio Largo (Município) (270770)	185,40	0,00	418,36	0,00	0,00	418,36	0,01
Santa Luzia do Norte (Município) (270790)	12,00	0,00	0,00	0,00	0,00	0,00	0,00
São Miguel dos Campos (Município) (270860)	165,00	71,94	274.331,89	0,00	0,00	274.331,89	4,64
Satuba (Município) (270890)	18,45	0,00	0,00	0,00	0,00	0,00	0,00
União dos Palmares (Município) (270930)	107,10	0,00	34.431,21	0,00	0,00	34.431,21	0,53
Aracaju (Município) (280030)	2.277,25	687,70	66.612.188,34	0,00	0,00	66.612.188,34	108,39
Barra dos Coqueiros (Município) (280060)	67,57	36,05	16.540.348,63	0,00	0,00	16.540.348,63	601,58
Estância (Município) (280210)	178,88	2,09	2.955.052,03	0,00	0,00	2.955.052,03	43,78
Itabaiana (Município) (280290)	183,40	36,00	1.505.953,48	0,00	0,00	1.505.953,48	16,39
Lagarto (Município) (280350)	440,26	25,20	29.430,54	0,00	0,00	29.430,54	0,29
Nossa Senhora do Socorro (Município) (280480)	482,92	173,09	2.902.056,02	0,00	0,00	2.902.056,02	16,82
São Cristóvão (Município) (280670)	136,82	52,91	10.174.798,52	0,00	0,00	10.174.798,52	120,24
Tobias Barreto (Município) (280740)	103,21	0,00	0,00	0,00	0,00	0,00	0,00
Alagoinhas (Município) (290070)	-	-	-	-	-	-	-
Araci (Município) (290210)	49,72	44,11	100.866,79	286.302,33	0,00	387.169,12	6,96
Barra (Município) (290270)	156,21	0,00	45.553,52	0,00	0,00	45.553,52	0,85
Barreiras (Município) (290320)	297,37	33,46	5.165.812,36	0,00	0,00	5.165.812,36	34,23
Bom Jesus da Lapa (Município) (290390)	156,00	125,00	799.631,62	0,00	0,00	799.631,62	11,71
Brumado (Município) (290460)	290,25	3,57	398.994,25	0,00	0,00	398.994,25	5,80
Caetité (Município) (290520)	115,54	0,00	28.229.017,74	0,00	0,00	28.229.017,74	541,14
Camaçari (Município) (290570)	995,46	39,40	42.650.240,75	0,00	0,00	42.650.240,75	154,77
Campo Formoso (Município) (290600)	63,63	4,00	955.761,15	0,00	0,00	955.761,15	13,37
Candeias (Município) (290650)	164,21	50,31	36.636.523,54	0,00	0,00	36.636.523,54	409,72
Casa Nova (Município) (290720)	104,60	68,00	99.350,29	0,00	0,00	99.350,29	1,40
Catu (Município) (290750)	129,53	0,00	245.441,82	0,00	0,00	245.441,82	4,46
Conceição do Coité (Município) (290840)	156,42	4,69	246.169,32	0,00	0,00	246.169,32	3,67
Cruz das Almas (Município) (290980)	208,39	0,00	14.431.480,29	0,00	0,00	14.431.480,29	227,99
Dias d'Ávila (Município) (291005)	209,41	49,28	8.551.832,85	0,00	0,00	8.551.832,85	113,87
Euclides da Cunha (Município) (291070)	366,31	7,30	3.310.277,90	0,00	0,00	3.310.277,90	54,66
Eunápolis (Município) (291072)	301,77	10,80	659.950,21	0,00	0,00	659.950,21	5,96
Feira de Santana (Município) (291080)	2.078,41	515,68	34.041.484,02	0,00	0,00	34.041.484,02	56,16
Guanambi (Município) (291170)	442,40	236,24	13.210.206,30	0,00	0,00	13.210.206,30	156,07
Ilhéus (Município) (291360)	550,04	137,02	954.197,77	0,00	0,00	954.197,77	5,17
Ipirá (Município) (291400)	131,64	2,78	67.682,93	0,00	0,00	67.682,93	1,09
Irecê (Município) (291460)	404,26	12,67	19.646.290,31	0,00	0,00	19.646.290,31	272,71
Itaberaba (Município) (291470)	234,76	7,34	5.676.341,49	0,00	0,00	5.676.341,49	86,26
Itabuna (Município) (291480)	428,10	331,50	394.124,73	0,00	0,00	394.124,73	1,81
Itamaraju (Município) (291560)	167,75	161,80	905.986,47	0,00	0,00	905.986,47	13,50
Itaparica (Município) (291610)	129,33	23,89	7.424.525,52	0,00	0,00	7.424.525,52	332,51
Itapetinga (Município) (291640)	175,52	132,13	156.391,09	0,00	0,00	156.391,09	2,09
Jacobina (Município) (291750)	423,49	7,00	4.307.652,28	0,00	0,00	4.307.652,28	51,08
