Localidade	"Taxa de incidência de internações de  doenças gastrointestinais infecciosas
(Internações por 10 mil habitantes) (DATASUS)"	"Taxa de incidência de internações de  febre amarela
(Internações por 10 mil habitantes) (DATASUS)"	"Taxa de incidência de internações de  dengue
(Internações por 10 mil habitantes) (DATASUS)"	"Taxa de incidência de internações de  leptospirose
(Internações por 10 mil habitantes) (DATASUS)"	"Taxa de incidência de internações de  malária
(Internações por 10 mil habitantes) (DATASUS)"	"Taxa de incidência de internações de  esquistossomose
(Internações por 10 mil habitantes) (DATASUS)"	"Internações por doenças respiratórias: gripes e pneumonias
(Número de internações) (DATASUS)"	"Incidência de internações por doenças respiratórias: gripes e pneumonias
(Internações por 10 mil habitantes) (DATASUS)"
Santarém (Município) (150680)	9,54	0,00	0,51	0,34	0,17	0,00	860	29,40
São Félix do Xingu (Município) (150730)	26,16	0,00	2,93	0,00	0,52	0,00	349	30,04
São Miguel do Guamá (Município) (150760)	16,09	0,00	1,25	0,00	0,00	0,00	104	18,59
Tailândia (Município) (150795)	3,09	0,00	0,31	0,00	0,00	0,00	190	19,56
Tomé-Açu (Município) (150800)	58,06	0,00	3,14	0,17	0,00	0,00	191	31,59
Tucuruí (Município) (150810)	1,49	0,00	0,09	0,00	0,00	0,00	130	12,13
Ulianópolis (Município) (150812)	45,84	0,00	1,67	0,00	0,00	0,00	376	69,78
Vigia (Município) (150820)	71,13	0,00	1,56	0,20	0,00	0,00	96	18,76
Viseu (Município) (150830)	107,53	0,00	22,01	0,00	0,00	0,00	401	67,90
Macapá (Município) (160030)	2,48	0,00	1,45	0,46	1,62	0,00	1.474	32,31
Santana (Município) (160060)	7,57	0,00	2,05	0,62	0,45	0,00	708	63,09
Araguaína (Município) (170210)	8,52	0,00	0,71	0,00	0,06	0,00	512	30,09
Gurupi (Município) (170950)	5,38	0,00	0,36	0,00	0,00	0,00	243	29,03
Paraíso do Tocantins (Município) (171610)	3,46	0,00	1,02	0,00	0,00	0,00	197	40,14
Porto Nacional (Município) (171820)	13,80	0,00	1,92	0,00	0,00	0,00	342	65,54
Palmas (Município) (172100)	4,47	0,00	1,14	0,00	0,04	0,00	643	23,58
Açailândia (Município) (210005)	21,15	0,00	6,56	0,00	0,00	0,00	460	41,94
Alcântara (Município) (210020)	31,40	0,00	1,85	0,00	0,46	0,00	27	12,47
Bacabal (Município) (210120)	13,15	0,00	0,58	0,00	0,10	0,00	371	36,14
Balsas (Município) (210140)	31,36	0,00	2,28	0,00	0,00	0,00	570	61,86
Barra do Corda (Município) (210160)	44,11	0,00	3,48	0,12	0,00	0,00	566	65,70
Barreirinhas (Município) (210170)	12,21	0,00	0,50	0,00	0,00	0,00	172	28,39
Buriticupu (Município) (210232)	49,85	0,00	6,96	0,00	0,00	0,00	228	32,38
Caxias (Município) (210300)	11,11	0,00	0,50	0,00	0,00	0,00	406	25,20
Chapadinha (Município) (210320)	37,72	0,00	1,80	0,00	0,00	0,00	183	23,56
Codó (Município) (210330)	4,57	0,00	0,08	0,00	0,08	0,00	312	25,94
Coroatá (Município) (210360)	0,78	0,00	0,16	0,00	0,00	0,00	53	8,30
Grajaú (Município) (210480)	111,64	0,00	7,39	0,00	0,00	0,00	589	87,10
Imperatriz (Município) (210530)	8,22	0,00	0,75	0,00	0,04	0,00	485	19,16
Itapecuru Mirim (Município) (210540)	17,91	0,00	13,85	0,00	0,00	0,00	191	28,75
Paço do Lumiar (Município) (210750)	3,31	0,00	0,17	0,00	0,00	0,00	162	13,74
Pinheiro (Município) (210860)	11,05	0,00	6,02	0,00	0,12	0,00	239	29,35
Raposa (Município) (210945)	27,89	0,00	0,67	0,00	0,00	0,00	29	9,75
Santa Inês (Município) (210990)	35,20	0,00	1,68	0,12	0,12	0,00	467	56,10
Santa Luzia (Município) (211000)	24,77	0,00	1,27	0,00	0,00	0,00	114	16,04
São José de Ribamar (Município) (211120)	3,73	0,00	0,63	0,00	0,00	0,00	262	15,03
São Luís (Município) (211130)	3,21	0,00	0,83	0,04	0,03	0,00	2.073	19,30
Timon (Município) (211220)	12,25	0,00	4,85	0,00	0,00	0,00	804	48,77
Tutóia (Município) (211250)	66,55	0,00	2,79	0,00	0,00	0,00	150	26,20
Vargem Grande (Município) (211270)	46,13	0,00	3,28	0,00	0,00	0,00	138	25,16
Viana (Município) (211280)	22,05	0,00	0,00	0,00	0,00	0,00	115	22,44
Zé Doca (Município) (211400)	8,12	0,00	5,35	0,20	0,00	0,00	216	42,77
Altos (Município) (220040)	23,42	0,00	1,76	0,00	0,00	0,00	123	30,97
Beneditinos (Município) (220160)	16,95	0,00	1,00	0,00	0,00	0,00	17	16,95
Coivaras (Município) (220273)	33,08	0,00	0,00	0,00	0,00	0,00	9	22,90
Curralinhos (Município) (220325)	2,31	0,00	0,00	0,00	0,00	0,00	3	6,92
Demerval Lobão (Município) (220330)	28,78	0,00	8,85	0,00	0,00	0,00	85	62,72
Floriano (Município) (220390)	31,29	0,00	1,19	0,00	0,00	0,00	196	33,33
José de Freitas (Município) (220550)	53,77	0,00	2,09	0,00	0,00	0,00	176	45,94
Lagoa Alegre (Município) (220555)	13,21	0,00	1,20	0,00	0,00	0,00	6	7,20
Lagoa do Piauí (Município) (220558)	7,55	0,00	0,00	0,00	0,00	0,00	3	7,55
Miguel Leão (Município) (220630)	0,00	0,00	0,00	0,00	0,00	0,00	4	32,39
Monsenhor Gil (Município) (220640)	6,72	0,00	0,96	0,00	0,00	0,00	12	11,53
Nazária (Município) (220672)	5,98	0,00	0,00	0,00	0,00	0,00	22	26,30
Parnaíba (Município) (220770)	39,45	0,00	0,93	0,00	0,00	0,00	474	31,64
Pau D'Arco do Piauí (Município) (220779)	10,16	0,00	2,54	0,00	0,00	0,00	4	10,16
Picos (Município) (220800)	121,11	0,00	1,31	0,00	0,00	0,00	220	28,74
Piripiri (Município) (220840)	3,67	0,00	0,64	0,00	0,00	0,00	162	25,86
Teresina (Município) (221100)	8,79	0,00	1,65	0,00	0,04	0,02	2.002	23,71
União (Município) (221110)	80,95	0,00	21,79	0,00	0,00	0,00	220	50,45
Acaraú (Município) (230020)	38,23	0,00	2,45	0,00	0,00	0,00	164	26,79
Acopiara (Município) (230030)	18,26	0,00	2,26	0,00	0,00	0,00	203	38,20
Aquiraz (Município) (230100)	3,60	0,00	7,59	0,00	0,00	0,00	199	25,61
Aracati (Município) (230110)	9,49	0,00	5,78	0,00	0,00	0,00	278	38,23
Barbalha (Município) (230190)	15,29	0,00	12,23	0,00	0,00	0,00	210	35,68
Beberibe (Município) (230220)	6,31	0,00	6,69	0,00	0,00	0,00	161	30,78
Boa Viagem (Município) (230240)	20,25	0,00	11,52	0,00	0,19	0,00	207	38,45
Camocim (Município) (230260)	37,78	0,00	0,16	0,00	0,00	0,00	137	21,93
Canindé (Município) (230280)	12,73	0,00	1,04	0,13	0,00	0,00	231	30,00
Cascavel (Município) (230350)	6,28	0,00	6,28	0,00	0,00	0,00	241	34,41
Caucaia (Município) (230370)	10,48	0,00	5,85	0,00	0,00	0,00	926	26,16
Chorozinho (Município) (230395)	3,13	0,00	1,56	0,00	0,00	0,00	18	9,38
Crateús (Município) (230410)	11,04	0,00	6,19	0,00	0,00	0,00	494	66,51
Crato (Município) (230420)	10,72	0,08	3,26	0,00	0,00	0,00	368	28,60
Eusébio (Município) (230428)	1,76	0,00	6,65	0,39	0,00	0,00	105	20,54
Fortaleza (Município) (230440)	10,46	0,00	7,23	0,09	0,01	0,00	7.506	28,97
Granja (Município) (230470)	8,16	0,00	2,97	0,00	0,00	0,00	99	18,36
Guaiúba (Município) (230495)	6,58	0,00	0,39	0,00	0,00	0,00	29	11,22
Horizonte (Município) (230523)	4,58	0,00	5,68	0,00	0,00	0,00	167	26,36
Icó (Município) (230540)	15,33	0,00	6,99	0,00	0,00	0,00	257	38,25
Iguatu (Município) (230550)	24,46	0,00	17,36	0,00	0,00	0,00	647	63,82
Itaitinga (Município) (230625)	5,97	0,00	4,41	0,00	0,00	0,00	118	30,62
Itapajé (Município) (230630)	11,35	0,00	1,57	0,00	0,00	0,00	90	17,61
Itapipoca (Município) (230640)	13,85	0,00	6,80	0,08	0,00	0,00	479	38,34
Juazeiro do Norte (Município) (230730)	7,03	0,00	2,14	0,00	0,00	0,00	686	25,79
Limoeiro do Norte (Município) (230760)	48,47	0,00	2,75	0,00	0,00	0,00	187	32,14
Maracanaú (Município) (230765)	4,06	0,00	3,48	0,00	0,00	0,00	530	23,93
Maranguape (Município) (230770)	2,59	0,00	3,40	0,00	0,00	0,08	205	16,59
Morada Nova (Município) (230870)	11,95	0,00	6,14	0,00	0,00	0,00	96	15,51
Pacajus (Município) (230960)	2,76	0,00	1,74	0,15	0,00	0,00	135	19,62
Pacatuba (Município) (230970)	2,74	0,00	1,62	0,00	0,00	0,00	125	15,55
Pindoretama (Município) (231085)	1,98	0,00	2,97	0,00	0,00	0,00	57	28,21
Quixadá (Município) (231130)	13,12	0,00	1,05	0,12	0,00	0,00	381	44,64
Quixeramobim (Município) (231140)	41,46	0,00	15,16	0,00	0,00	0,00	466	60,38
Russas (Município) (231180)	78,65	0,00	22,66	0,00	0,00	0,00	492	65,58
São Gonçalo do Amarante (Município) (231240)	3,81	0,00	2,96	0,00	0,00	0,00	138	29,18
Sobral (Município) (231290)	11,25	0,00	4,01	0,00	0,00	0,05	577	28,60
Tauá (Município) (231330)	52,34	0,00	6,07	0,00	0,00	0,00	628	108,84
Tianguá (Município) (231340)	14,43	0,00	7,21	0,00	0,00	0,00	431	58,66
Trairi (Município) (231350)	6,62	0,00	7,17	0,00	0,18	0,00	106	19,48
Viçosa do Ceará (Município) (231410)	12,39	0,00	1,36	0,00	0,00	0,00	203	34,45
Açu (Município) (240020)	6,11	0,00	0,35	0,00	0,00	0,00	175	30,55
Caicó (Município) (240200)	53,38	0,00	4,16	0,15	0,00	0,00	240	35,68
Ceará-Mirim (Município) (240260)	2,33	0,00	0,27	0,00	0,00	0,00	87	11,94
Parnamirim (Município) (240325)	0,95	0,00	0,21	0,04	0,04	0,04	245	10,11
Extremoz (Município) (240360)	3,27	0,00	1,09	0,00	0,00	0,00	49	17,80
Macaíba (Município) (240710)	1,67	0,00	0,00	0,00	0,00	0,00	75	9,61
Monte Alegre (Município) (240780)	2,71	0,00	0,00	0,00	0,00	0,00	26	11,74
Mossoró (Município) (240800)	1,28	0,00	0,07	0,00	0,00	0,00	317	11,00
Natal (Município) (240810)	1,67	0,00	0,51	0,03	0,01	0,00	1.092	12,55
Nísia Floresta (Município) (240820)	1,88	0,00	0,00	0,00	0,00	0,00	29	10,90
São Gonçalo do Amarante (Município) (241200)	27,78	0,00	1,42	0,10	0,10	0,00	781	79,48
São José de Mipibu (Município) (241220)	1,16	0,00	0,46	0,00	0,00	0,00	53	12,27
Vera Cruz (Município) (241480)	0,83	0,00	0,00	0,00	0,00	0,00	18	14,98
Alhandra (Município) (250060)	2,60	0,00	0,52	0,00	0,00	0,00	52	27,03
Bayeux (Município) (250180)	9,36	0,00	0,62	0,00	0,00	0,00	517	53,78
Caaporã (Município) (250300)	110,42	0,00	10,67	0,00	0,00	0,00	103	47,78
Cabedelo (Município) (250320)	4,42	0,00	0,61	0,00	0,00	0,00	202	30,78
Cajazeiras (Município) (250370)	5,37	0,00	1,47	0,00	0,00	0,00	114	18,56
Campina Grande (Município) (250400)	14,12	0,00	1,65	0,07	0,00	0,00	1.166	28,79
Conde (Município) (250460)	9,59	0,00	1,25	0,00	0,00	0,00	123	51,30
Cruz do Espírito Santo (Município) (250490)	16,85	0,00	1,16	0,00	0,00	0,00	61	35,44
Guarabira (Município) (250630)	8,94	0,00	0,34	0,00	0,00	0,00	281	48,31
João Pessoa (Município) (250750)	8,57	0,00	0,48	0,05	0,01	0,03	3.600	45,49
Lucena (Município) (250860)	6,25	0,00	0,00	0,00	0,00	0,78	29	22,65
Mamanguape (Município) (250890)	2,25	0,00	0,00	0,00	0,00	0,00	43	9,69
Patos (Município) (251080)	11,01	0,00	0,19	0,00	0,00	0,00	108	10,16
Pedras de Fogo (Município) (251120)	21,21	0,00	0,35	0,00	0,00	0,00	94	33,23
Pitimbu (Município) (251190)	6,42	0,00	0,54	0,00	0,00	0,00	29	15,52
Rio Tinto (Município) (251290)	1,67	0,00	0,00	0,00	0,00	0,00	20	8,33
Santa Rita (Município) (251370)	13,86	0,00	0,37	0,00	0,00	0,00	651	48,24
Sapé (Município) (251530)	6,89	0,00	0,38	0,00	0,00	0,00	144	27,58
Sousa (Município) (251620)	16,27	0,00	0,73	0,00	0,00	0,00	156	22,67
Abreu e Lima (Município) (260005)	4,97	0,00	0,71	0,61	0,00	0,10	273	27,69
Araçoiaba (Município) (260105)	2,52	0,00	0,00	0,00	0,00	0,00	35	17,66
Araripina (Município) (260110)	63,65	0,00	2,05	0,00	0,00	0,00	224	27,05
Arcoverde (Município) (260120)	15,01	0,00	2,89	0,00	0,00	0,00	180	24,78
Belo Jardim (Município) (260170)	1,99	0,00	0,53	0,00	0,00	0,00	72	9,54
Bezerros (Município) (260190)	1,49	0,00	0,17	0,00	0,00	0,00	107	17,72
Brejo da Madre de Deus (Município) (260260)	5,91	0,00	1,83	0,00	0,00	0,20	90	18,33
Buíque (Município) (260280)	44,76	0,00	25,30	0,00	0,00	0,00	178	31,49
Cabo de Santo Agostinho (Município) (260290)	4,04	0,00	0,75	0,60	0,00	0,00	684	34,11
Camaragibe (Município) (260345)	2,86	0,06	0,45	0,06	0,00	0,00	260	16,88
Carpina (Município) (260400)	2,71	0,00	1,23	0,00	0,00	0,12	130	16,04
Caruaru (Município) (260410)	3,28	0,00	0,86	0,00	0,00	0,09	686	19,76
Escada (Município) (260520)	5,19	0,00	0,45	0,30	0,00	0,00	146	21,67
Garanhuns (Município) (260600)	5,26	0,00	0,95	0,00	0,00	0,00	171	12,49
Goiana (Município) (260620)	11,07	0,00	0,89	0,13	0,00	0,00	435	55,33
Gravatá (Município) (260640)	3,05	0,00	0,49	0,00	0,00	0,00	134	16,36
Igarassu (Município) (260680)	3,47	0,00	0,27	0,27	0,00	0,00	151	13,43
Ipojuca (Município) (260720)	2,52	0,00	0,22	0,00	0,00	0,11	189	20,69
Ilha de Itamaracá (Município) (260760)	2,41	0,00	0,00	0,00	0,00	0,00	30	12,05
Itapissuma (Município) (260775)	5,04	0,00	0,00	0,00	0,00	0,00	50	19,38
Jaboatão dos Guararapes (Município) (260790)	5,01	0,01	0,34	0,45	0,00	0,07	1.949	28,41
Limoeiro (Município) (260890)	8,18	0,00	13,33	0,00	0,00	0,53	224	39,81
Moreno (Município) (260940)	4,10	0,00	0,82	0,00	0,00	0,00	149	24,42
Olinda (Município) (260960)	4,49	0,00	1,00	0,62	0,03	0,08	898	23,06
Ouricuri (Município) (260990)	7,54	0,00	0,30	0,00	0,00	0,00	203	30,00
Palmares (Município) (261000)	4,82	0,00	0,96	0,16	0,00	0,00	160	25,68
Paudalho (Município) (261060)	1,27	0,00	0,55	0,18	0,00	0,00	99	17,99
Paulista (Município) (261070)	3,53	0,00	0,43	0,34	0,00	0,03	496	15,37
Pesqueira (Município) (261090)	44,14	0,00	68,93	0,00	0,00	0,30	245	37,04
Petrolina (Município) (261110)	2,77	0,00	0,36	0,00	0,00	0,00	645	19,43
Recife (Município) (261160)	4,75	0,00	0,72	0,17	0,01	0,03	4.278	26,45
Salgueiro (Município) (261220)	36,31	0,00	1,51	0,00	0,00	0,00	405	67,76
Santa Cruz do Capibaribe (Município) (261250)	5,22	0,00	3,84	0,00	0,00	0,00	174	17,15
São Bento do Una (Município) (261300)	5,90	0,00	0,87	0,00	0,00	0,17	93	16,13
São Lourenço da Mata (Município) (261370)	3,54	0,00	0,27	0,09	0,00	0,09	209	18,95
Serra Talhada (Município) (261390)	47,30	0,00	5,57	0,00	0,00	0,00	835	98,99
Surubim (Município) (261450)	9,97	0,00	3,17	0,00	0,00	0,16	175	27,70
Timbaúba (Município) (261530)	4,11	0,00	0,75	0,00	0,00	0,56	90	16,80
Vitória de Santo Antão (Município) (261640)	34,39	0,00	22,75	0,07	0,00	0,00	1.226	90,28
Arapiraca (Município) (270030)	22,42	0,00	15,97	0,00	0,00	0,00	1.139	49,30
Barra de Santo Antônio (Município) (270050)	21,60	0,00	0,64	0,00	0,00	0,00	77	48,91
Barra de São Miguel (Município) (270060)	7,26	0,00	0,00	0,00	0,00	0,00	25	30,24
Campo Alegre (Município) (270140)	8,86	0,00	1,42	0,00	0,00	0,00	65	11,52
Coqueiro Seco (Município) (270220)	28,96	0,00	1,70	0,00	0,00	0,00	22	37,48
Coruripe (Município) (270230)	18,89	0,00	6,36	0,00	0,00	0,00	215	37,97
Delmiro Gouveia (Município) (270240)	15,58	0,00	4,81	0,00	0,00	0,00	126	24,23
Maceió (Município) (270430)	7,53	0,00	0,23	0,09	0,01	0,00	2.702	26,65
Marechal Deodoro (Município) (270470)	5,48	0,00	1,96	0,00	0,00	0,00	119	23,27
Messias (Município) (270520)	14,22	0,00	0,57	0,00	0,00	0,00	63	35,84
Palmeira dos Índios (Município) (270630)	14,89	0,00	11,78	0,00	0,00	0,00	239	32,35
Paripueira (Município) (270644)	9,31	0,00	0,00	0,00	0,00	0,00	41	31,82
Penedo (Município) (270670)	19,66	0,00	1,25	0,00	0,00	0,00	299	46,66
Pilar (Município) (270690)	30,88	0,00	20,40	0,00	0,00	0,00	171	48,45
Rio Largo (Município) (270770)	12,16	0,00	0,79	0,00	0,00	0,00	319	42,17
Santa Luzia do Norte (Município) (270790)	20,48	0,00	0,00	0,00	0,00	0,00	32	43,69
São Miguel dos Campos (Município) (270860)	28,91	0,00	0,17	0,00	0,00	0,00	146	24,12
Satuba (Município) (270890)	10,46	0,00	0,00	0,00	0,00	0,00	39	29,15
União dos Palmares (Município) (270930)	15,90	0,00	3,03	0,15	0,00	0,00	253	38,32
Aracaju (Município) (280030)	2,56	0,00	0,51	0,17	0,02	0,02	816	12,90
Barra dos Coqueiros (Município) (280060)	1,39	0,00	0,35	0,00	0,00	0,00	37	12,90
Estância (Município) (280210)	5,26	0,00	0,29	0,00	0,00	0,15	129	18,86
Itabaiana (Município) (280290)	1,07	0,00	3,31	0,11	0,00	0,11	117	12,50
Lagarto (Município) (280350)	8,61	0,00	0,98	0,10	0,00	0,10	249	24,35
Nossa Senhora do Socorro (Município) (280480)	3,10	0,00	0,90	0,51	0,00	0,00	283	15,96
São Cristóvão (Município) (280670)	3,10	0,00	0,69	0,11	0,00	0,00	118	13,57
Tobias Barreto (Município) (280740)	8,95	0,00	2,14	0,00	0,00	0,00	113	22,00
Alagoinhas (Município) (290070)	6,47	0,00	0,00	0,00	0,00	0,00	221	14,30
Araci (Município) (290210)	4,08	0,00	2,13	0,00	0,00	0,00	38	6,74
Barra (Município) (290270)	46,14	0,00	17,35	0,00	0,00	0,00	253	46,69
Barreiras (Município) (290320)	3,38	0,00	0,52	0,00	0,00	0,00	391	25,40
Bom Jesus da Lapa (Município) (290390)	6,76	0,00	4,60	0,00	0,00	0,00	250	35,96
Brumado (Município) (290460)	6,64	0,00	0,87	0,00	0,00	0,00	190	27,43
Caetité (Município) (290520)	10,47	0,00	2,09	0,00	0,00	0,19	159	30,27
Camaçari (Município) (290570)	1,32	0,00	0,24	0,00	0,03	0,03	341	11,88
Campo Formoso (Município) (290600)	34,04	0,00	2,08	0,00	0,00	0,00	260	35,98
Candeias (Município) (290650)	0,90	0,00	0,23	0,00	0,00	0,00	140	15,76
Casa Nova (Município) (290720)	32,84	0,00	6,51	0,00	0,00	0,00	250	34,64
Catu (Município) (290750)	4,13	0,00	1,26	0,00	0,00	0,00	145	26,02
Conceição do Coité (Município) (290840)	38,45	0,00	5,43	0,15	0,00	0,00	347	50,92
Cruz das Almas (Município) (290980)	1,56	0,00	0,00	0,00	0,00	0,00	41	6,39
Dias d'Ávila (Município) (291005)	1,02	0,00	0,64	0,00	0,00	0,00	75	9,61
Euclides da Cunha (Município) (291070)	12,32	0,00	2,66	0,00	0,00	0,00	123	20,48
Eunápolis (Município) (291072)	6,54	0,00	0,35	0,00	0,00	0,00	177	15,64
Feira de Santana (Município) (291080)	1,05	0,00	0,52	0,03	0,00	0,00	481	7,79
Guanambi (Município) (291170)	5,59	0,00	0,35	0,00	0,00	0,00	220	25,64
Ilhéus (Município) (291360)	8,77	0,00	5,16	0,44	0,00	0,06	1.157	64,20
Ipirá (Município) (291400)	0,97	0,00	1,13	0,00	0,00	0,00	26	4,19
Irecê (Município) (291460)	2,45	0,00	0,68	0,14	0,00	0,00	111	15,13
Itaberaba (Município) (291470)	15,83	0,00	0,45	0,00	0,15	0,00	126	19,00
Itabuna (Município) (291480)	20,71	0,00	1,91	0,09	0,00	0,00	458	20,85
Itamaraju (Município) (291560)	7,88	0,00	1,64	0,00	0,00	0,00	159	23,64
Itaparica (Município) (291610)	14,15	0,00	6,63	0,00	0,44	0,00	99	43,78
Itapetinga (Município) (291640)	17,98	0,00	2,36	0,00	0,00	0,00	238	31,24
Jacobina (Município) (291750)	30,66	0,00	3,77	0,00	0,00	0,12	138	16,27
Jaguaquara (Município) (291760)	55,55	0,00	24,53	0,00	0,00	0,00	659	118,85
Jequié (Município) (291800)	21,98	0,00	8,36	0,00	0,00	0,00	827	51,20
Juazeiro (Município) (291840)	4,12	0,00	0,64	0,00	0,00	0,00	469	21,48
Lauro de Freitas (Município) (291920)	2,04	0,00	0,31	0,05	0,05	0,00	230	12,01
