Localidade	"Número de moradias permanentes
(habitações) (IBGE)"	"Número de moradias permanentes em áreas urbanas
(habitações) (IBGE)"	"Número de pessoas por moradia
(pessoas por moradia) (IBGE)"	"Número de pessoas por moradia (área urbana)
(pessoas por moradia) (IBGE)"	"PIB, em R$ milhões a preços de 2017
(R$ milhões a preços de 2019) (IBGE)"	"PIB per capita, em R$ a preços de 2017
(R$ por habitante a preços de 2019) (IBGE)"	"Área do município
(km²) (IBGE)"	"Densidade demográfica (pessoas por km²)
(Pessoas por km²) (IBGE)"
Capitão Poço (Município) (150230)	16.158	7.461	3,27	2,92	497,610	9.430,10	2.899,550	18,20
Castanhal (Município) (150240)	56.561	52.653	3,40	3,24	3.736,830	19.404,93	1.028,890	187,16
Dom Eliseu (Município) (150293)	16.277	11.101	3,52	3,27	680,760	11.890,74	5.268,820	10,87
Igarapé-Miri (Município) (150330)	14.961	7.588	4,06	3,61	366,060	6.033,19	1.996,790	30,39
Ipixuna do Pará (Município) (150345)	14.161	3.792	4,27	3,80	502,680	8.318,03	5.215,560	11,59
Itaituba (Município) (150360)	29.735	22.387	3,31	3,19	1.655,820	16.812,93	62.042,470	1,59
Itupiranga (Município) (150370)	15.727	6.442	3,29	3,22	530,130	10.232,97	7.880,110	6,57
Jacundá (Município) (150380)	15.674	14.536	3,62	3,47	507,650	8.940,55	2.008,320	28,27
Juruti (Município) (150390)	11.819	4.413	4,67	4,21	975,610	17.680,77	8.305,130	6,64
Marabá (Município) (150420)	75.413	63.451	3,54	3,35	7.759,570	29.069,48	15.128,060	17,64
Marituba (Município) (150442)	34.049	35.215	3,68	3,53	1.795,450	14.313,81	103,340	1.213,77
Moju (Município) (150470)	19.473	7.612	4,04	3,71	900,750	11.455,69	9.094,140	8,65
Monte Alegre (Município) (150480)	17.106	8.209	3,30	3,04	706,850	12.534,85	18.152,560	3,11
Novo Repartimento (Município) (150506)	18.902	9.041	3,83	3,60	853,540	11.797,85	15.398,720	4,70
Óbidos (Município) (150510)	14.093	7.894	3,59	3,31	635,490	12.560,14	28.021,440	1,81
Oriximiná (Município) (150530)	17.026	11.466	4,12	3,91	1.880,310	26.834,35	107.603,660	0,65
Paragominas (Município) (150550)	31.062	25.837	3,49	3,29	2.764,490	25.468,15	19.342,250	5,61
Parauapebas (Município) (150553)	53.148	50.627	3,69	3,49	13.105,370	66.775,90	6.886,210	28,50
Portel (Município) (150580)	12.010	6.488	4,94	4,36	707,810	11.931,73	25.384,960	2,34
Redenção (Município) (150613)	25.213	24.431	3,24	3,10	1.705,430	20.887,89	3.823,810	21,35
Rondon do Pará (Município) (150618)	15.604	12.205	3,23	3,05	537,300	10.648,03	8.246,390	6,12
Santa Bárbara do Pará (Município) (150635)	5.552	1.810	3,62	3,53	152,080	7.575,02	278,150	72,18
Santa Izabel do Pará (Município) (150650)	19.015	15.166	3,56	3,23	653,430	9.653,77	717,660	94,31
Santana do Araguaia (Município) (150670)	17.406	9.464	3,96	3,85	789,920	11.459,11	11.591,460	5,95
Santarém (Município) (150680)	87.105	68.488	3,38	3,15	4.740,400	16.099,35	17.898,390	16,45
São Félix do Xingu (Município) (150730)	28.028	14.776	4,30	4,03	1.466,300	12.160,37	84.212,850	1,43
São Miguel do Guamá (Município) (150760)	15.745	10.629	3,60	3,30	685,710	12.100,63	1.110,180	51,04
Tailândia (Município) (150795)	20.527	15.832	4,89	4,69	906,220	9.035,14	4.430,220	22,64
Tomé-Açu (Município) (150800)	16.965	10.073	3,60	3,39	667,100	10.919,10	5.145,360	11,87
Tucuruí (Município) (150810)	29.325	29.300	3,71	3,54	4.514,600	41.462,13	2.086,190	52,19
Ulianópolis (Município) (150812)	10.662	7.535	5,23	4,87	1.352,890	24.271,90	5.088,470	10,95
Vigia (Município) (150820)	14.672	10.176	3,52	3,43	379,190	7.333,75	539,080	95,91
Viseu (Município) (150830)	15.392	5.288	3,86	3,64	688,560	11.591,66	4.915,070	12,09
Macapá (Município) (160030)	123.760	115.324	3,76	3,86	9.676,900	20.788,40	6.503,460	71,58
Santana (Município) (160060)	27.575	27.380	4,13	4,07	1.822,490	16.007,27	1.541,220	73,87
Araguaína (Município) (170210)	52.613	51.069	3,29	3,22	3.937,510	22.745,43	4.000,420	43,27
Gurupi (Município) (170950)	27.910	27.807	3,03	2,97	2.107,450	24.902,50	1.836,090	46,09
Paraíso do Tocantins (Município) (171610)	16.130	15.689	3,08	3,03	1.265,960	25.458,19	1.268,060	39,22
Porto Nacional (Município) (171820)	16.507	14.450	3,18	3,14	1.583,830	30.162,44	4.449,920	11,80
Palmas (Município) (172100)	86.001	83.001	3,25	3,27	8.395,340	29.998,79	2.218,940	126,12
Açailândia (Município) (210005)	32.220	25.132	3,43	3,31	2.074,500	18.766,48	5.806,440	19,04
Alcântara (Município) (210020)	7.112	2.050	3,05	3,10	121,990	5.630,44	1.457,920	14,86
Bacabal (Município) (210120)	30.760	25.229	3,35	3,18	1.170,100	11.357,95	1.683,070	61,21
Balsas (Município) (210140)	24.946	22.764	3,75	3,58	2.474,100	26.457,87	13.141,760	7,12
Barra do Corda (Município) (210160)	25.351	16.814	3,42	3,21	624,600	7.207,28	5.190,340	16,70
Barreirinhas (Município) (210170)	14.312	6.339	4,31	3,90	458,000	7.432,61	3.026,540	20,36
Buriticupu (Município) (210232)	17.570	10.224	4,05	3,82	509,130	7.148,05	2.545,440	27,98
Caxias (Município) (210300)	47.051	37.562	3,44	3,29	1.730,140	10.684,73	5.196,770	31,16
Chapadinha (Município) (210320)	20.667	15.835	3,79	3,57	680,430	8.684,76	3.247,390	24,13
Codó (Município) (210330)	34.642	24.832	3,48	3,33	1.062,910	8.817,34	4.361,340	27,64
Coroatá (Município) (210360)	18.650	13.905	3,44	3,22	416,660	6.497,85	2.263,770	28,33
Grajaú (Município) (210480)	17.492	11.121	3,91	3,67	591,960	8.647,01	8.863,570	7,72
Imperatriz (Município) (210530)	80.353	79.465	3,16	3,03	7.230,990	28.482,71	1.368,990	185,45
Itapecuru Mirim (Município) (210540)	18.397	10.825	3,65	3,46	571,570	8.517,68	1.471,440	45,60
Paço do Lumiar (Município) (210750)	31.755	25.174	3,78	3,57	822,110	6.855,81	125,260	957,34
Pinheiro (Município) (210860)	22.854	14.419	3,58	3,38	825,240	10.073,27	1.512,970	54,15
Raposa (Município) (210945)	7.669	5.004	3,95	3,84	218,420	7.207,73	66,400	456,39
Santa Inês (Município) (210990)	23.747	23.456	3,53	3,38	1.267,690	15.134,95	786,690	106,47
Santa Luzia (Município) (211000)	20.475	7.841	3,48	3,17	579,900	8.129,92	4.837,040	14,75
São José de Ribamar (Município) (211120)	49.830	10.713	3,53	3,80	1.984,290	11.273,87	385,780	456,24
São Luís (Município) (211130)	317.243	295.536	3,41	3,46	29.381,890	27.131,72	834,830	1.297,20
Timon (Município) (211220)	47.426	42.812	3,51	3,38	1.660,900	9.987,65	1.764,610	94,24
Tutóia (Município) (211250)	13.301	5.107	4,36	4,02	404,020	6.971,22	1.651,650	35,09
Vargem Grande (Município) (211270)	12.995	7.714	4,29	3,90	294,210	5.281,13	1.957,750	28,46
Viana (Município) (211280)	14.446	8.278	3,57	3,38	418,050	8.116,93	1.168,440	44,08
Zé Doca (Município) (211400)	13.915	9.281	3,65	3,37	395,090	7.776,52	2.140,110	23,74
Altos (Município) (220040)	11.886	8.574	3,35	3,27	359,070	9.023,00	957,650	41,55
Beneditinos (Município) (220160)	3.174	2.041	3,16	3,10	66,430	6.621,76	788,580	12,72
Coivaras (Município) (220273)	1.168	390	3,38	3,11	27,800	7.051,13	485,500	8,12
Curralinhos (Município) (220325)	1.263	412	3,45	3,36	24,960	5.733,03	345,850	12,59
Demerval Lobão (Município) (220330)	4.347	3.607	3,12	3,08	144,040	10.611,02	216,810	62,61
Floriano (Município) (220390)	18.496	16.194	3,18	3,15	1.057,700	17.959,95	3.409,650	17,27
José de Freitas (Município) (220550)	10.580	6.256	3,63	3,58	307,290	7.994,04	1.538,170	24,99
Lagoa Alegre (Município) (220555)	2.247	873	3,72	3,64	56,220	6.720,76	394,660	21,20
Lagoa do Piauí (Município) (220558)	1.218	547	3,27	3,16	40,540	10.167,22	426,630	9,35
Miguel Leão (Município) (220630)	384	263	3,21	3,22	12,100	9.832,50	93,520	13,16
Monsenhor Gil (Município) (220640)	3.267	1.740	3,19	3,07	95,760	9.199,52	582,550	17,87
Nazária (Município) (220672)	2.521	525	3,33	3,28	76,140	9.066,48	363,590	23,10
Parnaíba (Município) (220770)	44.325	42.247	3,39	3,35	1.987,050	13.229,25	434,230	345,90
Pau D'Arco do Piauí (Município) (220779)	1.180	191	3,35	3,07	23,150	5.851,57	430,820	9,18
Picos (Município) (220800)	24.316	19.543	3,16	3,12	1.448,720	18.876,02	577,300	132,94
Piripiri (Município) (220840)	19.466	14.399	3,22	3,14	664,690	10.601,89	1.408,930	44,50
Teresina (Município) (221100)	249.217	236.010	3,40	3,38	19.858,550	23.433,86	1.391,980	608,79
União (Município) (221110)	12.408	6.240	3,52	3,44	336,400	7.699,99	1.173,450	37,23
Acaraú (Município) (230020)	17.392	8.847	3,55	3,42	603,090	9.772,11	842,560	73,25
Acopiara (Município) (230030)	17.816	9.416	2,99	2,79	390,150	7.311,95	2.265,350	23,55
Aquiraz (Município) (230100)	23.491	22.128	3,34	3,27	2.235,960	28.506,09	481,600	162,87
Aracati (Município) (230110)	23.485	15.357	3,12	3,03	1.261,740	17.239,76	1.228,060	59,60
Barbalha (Município) (230190)	17.415	12.301	3,41	3,32	885,900	14.928,48	569,510	104,20
Beberibe (Município) (230220)	16.710	7.524	3,15	3,07	655,740	12.438,45	1.623,880	32,46
Boa Viagem (Município) (230240)	17.969	9.689	3,00	2,82	381,610	7.073,99	2.836,780	19,02
Camocim (Município) (230260)	18.603	14.186	3,37	3,28	635,840	10.135,50	1.124,780	55,77
Canindé (Município) (230280)	23.653	15.601	3,27	3,12	666,410	8.625,40	3.218,480	24,01
Cascavel (Município) (230350)	22.300	19.208	3,16	3,12	906,350	12.842,55	835,000	84,52
Caucaia (Município) (230370)	105.673	95.663	3,39	3,34	5.641,810	15.752,02	1.228,510	291,54
Chorozinho (Município) (230395)	6.498	4.024	2,95	2,88	144,210	7.513,25	278,410	68,94
Crateús (Município) (230410)	25.725	19.019	2,89	2,83	691,010	9.294,04	2.985,150	24,91
Crato (Município) (230420)	40.229	34.142	3,22	3,16	1.567,910	12.092,27	1.176,470	110,21
Eusébio (Município) (230428)	15.064	15.189	3,45	3,42	3.191,880	61.485,24	79,010	657,08
Fortaleza (Município) (230440)	837.881	837.881	3,11	3,11	62.273,630	23.862,23	314,930	8.286,65
Granja (Município) (230470)	15.681	8.229	3,45	3,24	388,340	7.172,08	2.663,030	20,33
Guaiúba (Município) (230495)	7.586	6.024	3,44	3,39	174,410	6.684,69	267,130	97,67
Horizonte (Município) (230523)	18.590	17.452	3,48	3,43	1.509,340	23.338,07	160,760	402,29
Icó (Município) (230540)	21.621	10.576	3,11	2,96	558,030	8.286,17	1.872,000	35,97
Iguatu (Município) (230550)	34.133	26.701	2,99	2,95	1.474,200	14.451,08	1.029,210	99,12
Itaitinga (Município) (230625)	11.020	11.029	3,53	3,51	590,970	15.179,27	151,630	256,76
Itapajé (Município) (230630)	15.343	11.023	3,36	3,29	545,660	10.587,53	430,570	119,70
Itapipoca (Município) (230640)	35.496	21.359	3,56	3,41	1.378,190	10.917,74	1.614,160	78,20
Juazeiro do Norte (Município) (230730)	82.051	79.696	3,27	3,23	4.336,170	16.164,80	248,830	1.078,03
Limoeiro do Norte (Município) (230760)	20.334	12.079	2,88	2,80	957,870	16.359,26	750,070	78,06
Maracanaú (Município) (230765)	68.624	68.744	3,25	3,22	8.395,380	37.615,73	106,650	2.092,75
Maranguape (Município) (230770)	34.338	26.779	3,64	3,55	1.304,900	10.434,32	590,870	211,65
Morada Nova (Município) (230870)	21.628	12.725	2,85	2,77	780,820	12.650,55	2.778,580	22,21
Pacajus (Município) (230960)	20.855	17.412	3,35	3,29	1.038,140	14.856,73	254,640	274,42
Pacatuba (Município) (230970)	22.183	19.313	3,68	3,63	984,550	12.061,55	131,990	618,41
Pindoretama (Município) (231085)	6.351	3.914	3,22	3,15	215,870	10.566,35	75,140	271,89
Quixadá (Município) (231130)	26.257	19.251	3,27	3,19	1.007,170	11.712,47	2.019,830	42,57
Quixeramobim (Município) (231140)	24.336	15.190	3,20	3,10	902,890	11.585,81	3.275,630	23,79
Russas (Município) (231180)	24.208	16.026	3,13	3,04	950,240	12.542,47	1.590,260	47,64
São Gonçalo do Amarante (Município) (231240)	14.263	9.421	3,35	3,30	2.447,320	51.208,81	834,450	57,27
Sobral (Município) (231290)	59.908	53.521	3,40	3,36	4.294,550	21.084,59	2.122,900	95,95
Tauá (Município) (231330)	19.272	11.679	3,01	2,87	533,890	9.218,74	4.018,160	14,41
Tianguá (Município) (231340)	21.610	14.787	3,43	3,33	1.085,150	14.642,97	908,890	81,54
Trairi (Município) (231350)	15.868	6.054	3,45	3,31	668,060	12.186,41	925,720	59,22
Viçosa do Ceará (Município) (231410)	16.068	5.708	3,70	3,38	391,340	6.578,54	1.311,630	45,35
Açu (Município) (240020)	17.405	13.009	3,32	3,28	809,380	14.016,88	1.303,440	44,30
Caicó (Município) (240200)	21.786	20.162	3,11	3,08	1.099,080	16.223,33	1.228,580	55,14
Ceará-Mirim (Município) (240260)	20.338	10.795	3,61	3,54	813,150	11.082,91	724,380	101,29
Parnamirim (Município) (240325)	70.597	70.955	3,52	3,50	5.400,380	21.721,14	123,470	2.013,61
Extremoz (Município) (240360)	7.617	5.020	3,67	3,57	368,040	13.175,82	139,580	200,13
Macaíba (Município) (240710)	22.799	14.242	3,47	3,41	1.414,980	17.863,43	510,770	155,08
Monte Alegre (Município) (240780)	6.682	2.997	3,34	3,24	198,970	8.917,94	210,920	105,78
Mossoró (Município) (240800)	85.872	79.078	3,40	3,37	6.030,060	20.655,35	2.099,330	139,06
Natal (Município) (240810)	279.579	279.579	3,14	3,14	22.656,220	25.814,29	167,260	5.247,17
Nísia Floresta (Município) (240820)	7.477	3.042	3,61	3,50	350,840	12.996,98	307,840	87,69
São Gonçalo do Amarante (Município) (241200)	28.613	24.491	3,49	3,44	1.391,430	13.952,84	249,120	400,30
São José de Mipibu (Município) (241220)	12.656	5.936	3,44	3,37	678,010	15.551,48	290,330	150,17
Vera Cruz (Município) (241480)	3.263	1.467	3,74	3,64	100,840	8.268,13	83,890	145,38
Alhandra (Município) (250060)	5.698	3.627	3,41	3,31	894,260	46.067,17	182,660	106,27
Bayeux (Município) (250180)	31.712	31.751	3,05	3,01	1.270,450	13.153,94	27,540	3.507,52
Caaporã (Município) (250300)	6.203	5.424	3,50	3,45	317,570	14.623,29	150,170	144,62
Cabedelo (Município) (250320)	19.538	19.735	3,42	3,39	2.572,830	38.482,02	31,920	2.094,88
Cajazeiras (Município) (250370)	19.630	16.269	3,15	3,09	1.077,070	17.423,74	565,900	109,24
Campina Grande (Município) (250400)	127.047	122.626	3,21	3,17	8.678,560	21.283,82	593,030	687,58
Conde (Município) (250460)	6.586	4.509	3,70	3,66	614,350	25.198,89	172,950	140,97
Cruz do Espírito Santo (Município) (250490)	4.776	2.244	3,64	3,55	140,730	8.093,12	191,100	90,99
Guarabira (Município) (250630)	18.446	16.604	3,17	3,12	973,250	16.628,50	165,740	353,13
João Pessoa (Município) (250750)	256.149	256.014	3,13	3,12	19.421,700	24.225,10	211,480	3.791,08
Lucena (Município) (250860)	3.529	3.126	3,67	3,59	194,480	15.000,36	88,550	146,42
Mamanguape (Município) (250890)	13.138	10.898	3,40	3,32	634,580	14.198,23	340,480	131,27
Patos (Município) (251080)	32.792	32.075	3,27	3,23	1.602,550	14.967,77	473,060	226,33
Pedras de Fogo (Município) (251120)	8.393	5.304	3,38	3,24	462,640	16.292,99	404,880	70,13
Pitimbu (Município) (251190)	5.368	3.412	3,53	3,39	285,190	15.059,11	136,440	138,81
Rio Tinto (Município) (251290)	7.527	4.495	3,20	3,05	269,090	11.170,38	465,670	51,73
Santa Rita (Município) (251370)	38.081	33.426	3,57	3,51	2.260,870	16.634,43	730,210	186,13
Sapé (Município) (251530)	15.946	12.526	3,29	3,19	574,230	10.945,46	315,530	166,27
Sousa (Município) (251620)	21.311	17.033	3,25	3,20	1.086,630	15.703,68	738,550	93,69
Abreu e Lima (Município) (260005)	33.276	30.874	2,97	2,94	1.467,590	14.825,66	126,190	784,43
Araçoiaba (Município) (260105)	5.730	4.879	3,50	3,46	133,670	6.668,19	96,380	207,99
Araripina (Município) (260110)	24.385	15.507	3,42	3,26	814,920	9.784,53	2.037,390	40,88
Arcoverde (Município) (260120)	23.857	22.056	3,07	3,02	983,500	13.444,21	323,370	226,22
Belo Jardim (Município) (260170)	26.257	21.623	2,88	2,82	1.559,470	20.592,83	647,700	116,92
Bezerros (Município) (260190)	22.800	19.724	2,65	2,60	664,990	10.997,26	490,820	123,20
Brejo da Madre de Deus (Município) (260260)	15.700	12.332	3,16	3,13	337,070	6.792,53	762,350	65,09
Buíque (Município) (260280)	15.529	6.823	3,68	3,41	394,560	6.907,62	1.320,870	43,24
Cabo de Santo Agostinho (Município) (260290)	63.171	58.180	3,21	3,16	8.971,610	44.274,51	448,740	451,57
Camaragibe (Município) (260345)	49.947	50.315	3,11	3,09	1.527,280	9.838,95	51,260	3.028,43
Carpina (Município) (260400)	25.343	24.634	3,23	3,20	1.323,320	16.160,95	147,670	554,53
Caruaru (Município) (260410)	113.893	102.228	3,09	3,05	6.489,240	18.451,80	920,610	382,01
Escada (Município) (260520)	21.432	18.732	3,17	3,08	800,580	11.801,18	342,200	198,24
Garanhuns (Município) (260600)	44.198	40.075	3,12	3,07	2.166,720	15.722,51	458,550	300,53
Goiana (Município) (260620)	25.401	19.957	3,11	3,03	5.772,770	73.128,57	445,810	177,07
Gravatá (Município) (260640)	27.731	25.190	2,98	2,93	1.052,720	12.748,00	506,790	162,95
Igarassu (Município) (260680)	35.108	32.668	3,25	3,21	2.434,490	21.363,42	305,560	372,94
Ipojuca (Município) (260720)	26.102	20.102	3,56	3,42	11.415,450	122.793,00	527,110	176,37
Ilha de Itamaracá (Município) (260760)	6.408	6.032	3,96	3,26	231,210	9.122,10	66,680	380,09
Itapissuma (Município) (260775)	7.636	6.308	3,41	3,19	1.255,230	48.142,79	74,240	351,22
Jaboatão dos Guararapes (Município) (260790)	232.953	229.876	2,97	2,94	13.893,550	20.102,81	258,690	2.671,59
Limoeiro (Município) (260890)	19.396	15.787	2,90	2,86	714,090	12.705,47	273,740	205,32
Moreno (Município) (260940)	19.474	17.549	3,16	3,11	653,270	10.609,03	196,070	314,05
Olinda (Município) (260960)	133.888	132.334	2,91	2,89	5.462,950	14.002,39	41,680	9.360,24
Ouricuri (Município) (260990)	19.599	10.566	3,48	3,27	572,420	8.388,88	2.381,580	28,65
Palmares (Município) (261000)	18.355	14.781	3,41	3,33	843,470	13.480,20	339,290	184,42
Paudalho (Município) (261060)	16.791	12.063	3,30	3,25	695,890	12.540,12	274,780	201,96
Paulista (Município) (261070)	107.202	107.988	3,04	3,02	3.942,160	12.107,73	97,310	3.345,84
Pesqueira (Município) (261090)	21.777	16.273	3,05	2,93	667,710	10.037,16	980,880	67,82
Petrolina (Município) (261110)	95.115	73.009	3,55	3,45	5.974,300	17.692,04	4.561,870	74,02
Recife (Município) (261160)	557.880	557.880	2,91	2,91	51.202,460	31.497,91	218,440	7.441,95
Salgueiro (Município) (261220)	17.811	14.600	3,38	3,32	812,840	13.520,92	1.686,810	35,64
Santa Cruz do Capibaribe (Município) (261250)	30.723	30.212	3,37	3,35	1.347,610	13.000,33	335,310	309,15
São Bento do Una (Município) (261300)	17.354	9.572	3,36	3,19	1.001,330	17.189,85	719,150	81,00
São Lourenço da Mata (Município) (261370)	35.852	34.040	3,10	3,07	1.089,010	9.793,52	262,110	424,24
Serra Talhada (Município) (261390)	27.249	21.645	3,12	3,04	1.330,930	15.663,50	2.980,010	28,51
Surubim (Município) (261450)	20.707	15.841	3,08	3,03	724,600	11.360,87	252,860	252,24
Timbaúba (Município) (261530)	17.938	15.898	2,97	2,89	642,250	12.043,45	292,990	182,02
Vitória de Santo Antão (Município) (261640)	46.643	41.482	2,93	2,88	3.324,630	24.319,59	335,940	406,93
Arapiraca (Município) (270030)	69.305	58.861	3,36	3,35	4.034,350	17.339,31	345,660	673,13
Barra de Santo Antônio (Município) (270050)	4.179	3.904	3,81	3,79	178,510	11.220,45	131,630	120,86
Barra de São Miguel (Município) (270060)	2.408	2.101	3,46	3,42	164,220	19.700,55	76,620	108,80
Campo Alegre (Município) (270140)	12.991	5.988	4,39	4,15	463,030	8.122,23	312,710	182,30
Coqueiro Seco (Município) (270220)	1.806	1.629	3,26	3,26	63,500	10.771,61	39,610	148,83
Coruripe (Município) (270230)	16.049	14.234	3,56	3,54	1.522,620	26.675,69	898,630	63,52
Delmiro Gouveia (Município) (270240)	15.728	11.490	3,33	3,30	474,000	9.062,14	626,690	83,46
Maceió (Município) (270430)	352.123	352.093	2,90	2,90	22.080,220	21.611,07	509,550	2.005,11
Marechal Deodoro (Município) (270470)	14.575	13.780	3,55	3,54	1.699,620	32.865,06	332,140	155,70
Messias (Município) (270520)	4.673	4.197	3,81	3,85	181,860	10.223,04	114,160	155,83
Palmeira dos Índios (Município) (270630)	24.299	18.004	3,05	3,02	751,360	10.146,76	450,960	164,20
Paripueira (Município) (270644)	3.381	2.992	3,87	3,87	160,380	12.264,97	92,850	140,83
Penedo (Município) (270670)	19.475	14.740	3,30	3,25	894,250	13.909,16	689,880	93,19
Pilar (Município) (270690)	10.479	9.983	3,38	3,39	437,790	12.357,12	251,070	141,11
Rio Largo (Município) (270770)	22.162	18.155	3,42	3,41	1.019,230	13.466,22	293,820	257,60
Santa Luzia do Norte (Município) (270790)	2.231	2.007	3,30	3,28	118,070	16.048,93	28,860	254,95
São Miguel dos Campos (Município) (270860)	16.782	16.197	3,65	3,64	977,940	15.978,40	360,880	169,60
Satuba (Município) (270890)	4.535	4.034	3,05	3,00	144,070	10.421,46	41,270	334,98
União dos Palmares (Município) (270930)	19.725	15.308	3,36	3,31	816,320	12.320,95	420,720	157,48
Aracaju (Município) (280030)	218.790	218.790	2,93	2,93	17.170,320	26.764,93	181,860	3.527,62
Barra dos Coqueiros (Município) (280060)	8.226	7.042	3,56	3,47	373,630	12.774,49	89,600	326,44
Estância (Município) (280210)	21.876	19.431	3,15	3,01	1.515,890	22.018,62	644,490	106,82
Itabaiana (Município) (280290)	31.220	25.432	3,02	2,89	1.687,040	17.872,55	337,300	279,85
Lagarto (Município) (280350)	33.172	18.083	3,11	2,94	1.422,720	13.787,67	968,920	106,50
Nossa Senhora do Socorro (Município) (280480)	54.440	54.736	3,30	3,18	2.533,050	14.099,04	155,020	1.158,97
São Cristóvão (Município) (280670)	26.895	23.597	3,28	3,16	929,800	10.551,79	438,040	201,17
Tobias Barreto (Município) (280740)	16.872	11.726	3,07	2,96	505,100	9.756,69	1.024,190	50,55
Alagoinhas (Município) (290070)	48.584	42.200	3,20	3,22	3.287,110	21.157,72	707,560	219,57
Araci (Município) (290210)	15.903	6.479	3,50	3,26	406,330	7.303,27	1.495,550	37,20
