Localidade	"Taxa de incidência de internações de  doenças gastrointestinais infecciosas
(Internações por 10 mil habitantes) (DATASUS)"	"Taxa de incidência de internações de  febre amarela
(Internações por 10 mil habitantes) (DATASUS)"	"Taxa de incidência de internações de  dengue
(Internações por 10 mil habitantes) (DATASUS)"	"Taxa de incidência de internações de  leptospirose
(Internações por 10 mil habitantes) (DATASUS)"	"Taxa de incidência de internações de  malária
(Internações por 10 mil habitantes) (DATASUS)"	"Taxa de incidência de internações de  esquistossomose
(Internações por 10 mil habitantes) (DATASUS)"	"Internações por doenças respiratórias: gripes e pneumonias
(Número de internações) (DATASUS)"	"Incidência de internações por doenças respiratórias: gripes e pneumonias
(Internações por 10 mil habitantes) (DATASUS)"
Parintins (Município) (130340)	6,94	0,00	0,09	0,00	0,00	0,00	441	38,74
Presidente Figueiredo (Município) (130353)	12,73	0,00	0,00	0,00	3,47	0,00	143	41,36
Rio Preto da Eva (Município) (130356)	4,37	0,00	0,00	0,00	1,25	0,00	99	30,94
Tabatinga (Município) (130406)	0,47	0,00	0,16	0,00	0,31	0,00	82	12,89
Tefé (Município) (130420)	14,03	0,00	1,77	0,48	0,97	0,00	236	38,05
Boa Vista (Município) (140010)	6,45	0,00	1,23	0,00	6,57	0,00	1.369	41,23
Abaetetuba (Município) (150010)	35,47	0,00	2,48	0,20	0,26	0,00	648	42,25
Acará (Município) (150020)	33,09	0,00	0,74	0,00	0,55	0,00	164	30,32
Alenquer (Município) (150040)	16,65	0,18	0,00	0,00	0,36	0,00	63	11,40
Altamira (Município) (150060)	29,16	0,00	4,49	0,00	0,00	0,00	588	52,77
Ananindeua (Município) (150080)	38,02	0,00	0,14	0,10	0,00	0,00	2.554	49,49
Barcarena (Município) (150130)	10,31	0,00	0,33	0,00	0,00	0,00	711	58,67
Belém (Município) (150140)	21,94	0,00	0,06	0,36	0,03	0,00	2.888	19,89
Benevides (Município) (150150)	4,75	0,00	0,16	0,16	0,00	0,00	135	22,13
Bragança (Município) (150170)	44,61	0,00	15,22	0,24	0,00	0,00	1.269	102,19
Breu Branco (Município) (150178)	7,79	0,00	0,16	0,00	0,31	0,00	86	13,40
Breves (Município) (150180)	26,13	0,00	0,00	0,60	0,40	0,00	679	67,97
Cametá (Município) (150210)	39,97	0,00	0,22	0,07	1,72	0,00	586	43,70
Capanema (Município) (150220)	20,10	0,00	0,30	0,30	0,00	0,00	310	46,17
Capitão Poço (Município) (150230)	70,59	0,00	1,70	0,00	0,00	0,00	671	126,99
Castanhal (Município) (150240)	11,42	0,00	0,92	0,00	0,10	0,00	645	33,03
Dom Eliseu (Município) (150293)	52,35	0,00	11,02	0,00	0,17	0,00	141	24,28
Igarapé-Miri (Município) (150330)	126,08	0,00	0,33	0,00	0,00	0,00	462	75,75
Ipixuna do Pará (Município) (150345)	49,33	0,00	0,32	0,00	0,16	0,00	317	50,93
Itaituba (Município) (150360)	37,25	0,00	0,51	0,00	0,81	0,00	544	55,22
Itupiranga (Município) (150370)	7,33	0,00	3,67	0,00	0,00	0,00	126	24,31
Jacundá (Município) (150380)	18,60	0,00	12,69	0,00	0,17	0,00	165	28,68
Juruti (Município) (150390)	1,07	0,00	0,00	0,00	0,00	0,00	47	8,34
Marabá (Município) (150420)	1,80	0,00	0,22	0,00	0,00	0,00	533	19,62
Marituba (Município) (150442)	16,74	0,00	1,25	1,25	0,00	0,00	542	42,39
Moju (Município) (150470)	53,87	0,00	0,38	0,00	0,00	0,00	250	31,32
Monte Alegre (Município) (150480)	20,01	0,18	0,35	0,00	0,35	0,00	198	35,07
Novo Repartimento (Município) (150506)	21,14	0,00	3,25	0,00	0,14	0,00	400	54,20
Óbidos (Município) (150510)	101,52	0,00	0,99	0,20	0,20	0,00	466	91,86
Oriximiná (Município) (150530)	23,92	0,14	2,53	0,98	0,14	0,00	325	45,72
Paragominas (Município) (150550)	10,36	0,00	0,55	0,09	0,00	0,00	342	31,08
Parauapebas (Município) (150553)	7,41	0,00	1,14	0,00	0,20	0,00	390	19,27
Portel (Município) (150580)	12,76	0,00	0,33	0,17	0,33	0,00	196	32,49
Redenção (Município) (150613)	13,58	0,00	4,61	0,00	0,00	0,00	318	38,56
Rondon do Pará (Município) (150618)	177,52	0,00	3,93	0,00	0,00	0,00	235	46,15
Santa Bárbara do Pará (Município) (150635)	3,42	0,00	0,00	0,00	0,00	0,00	40	19,52
Santa Izabel do Pará (Município) (150650)	12,49	0,00	0,00	0,00	0,00	0,00	147	21,36
Santana do Araguaia (Município) (150670)	31,37	0,00	1,41	0,00	0,00	0,00	124	17,52
Santarém (Município) (150680)	3,78	0,00	0,10	0,07	0,51	0,00	687	23,19
São Félix do Xingu (Município) (150730)	26,28	0,00	1,60	0,00	0,16	0,00	550	44,07
São Miguel do Guamá (Município) (150760)	12,90	0,00	0,35	0,00	0,00	0,00	171	29,81
Tailândia (Município) (150795)	3,87	0,00	0,19	0,10	0,00	0,00	206	19,94
Tomé-Açu (Município) (150800)	45,05	0,00	0,32	0,00	0,16	0,00	225	36,46
Tucuruí (Município) (150810)	1,45	0,00	0,00	0,00	0,18	0,00	135	12,22
Ulianópolis (Município) (150812)	57,02	0,00	0,17	0,00	0,00	0,00	412	71,62
Vigia (Município) (150820)	55,54	0,00	1,34	0,00	0,19	0,00	46	8,81
Viseu (Município) (150830)	119,03	0,00	5,02	0,00	0,00	0,00	454	76,00
Macapá (Município) (160030)	3,31	0,02	0,29	0,23	1,35	0,00	1.261	26,56
Santana (Município) (160060)	9,27	0,00	0,35	0,87	1,56	0,00	696	60,27
Araguaína (Município) (170210)	11,93	0,06	1,99	0,00	0,00	0,00	636	36,14
Gurupi (Município) (170950)	3,16	0,00	0,23	0,00	0,00	0,00	228	26,66
Paraíso do Tocantins (Município) (171610)	3,18	0,00	1,19	0,00	0,00	0,00	167	33,16
Porto Nacional (Município) (171820)	12,30	0,00	0,76	0,00	0,00	0,00	349	66,06
Palmas (Município) (172100)	5,79	0,00	0,70	0,03	0,03	0,00	579	20,19
Açailândia (Município) (210005)	18,77	0,00	1,26	0,00	0,09	0,00	309	27,75
Alcântara (Município) (210020)	23,53	0,00	0,46	0,00	0,00	0,00	30	13,84
Bacabal (Município) (210120)	47,41	0,00	1,35	0,00	0,00	0,00	379	36,67
Balsas (Município) (210140)	16,99	0,00	1,48	0,00	0,11	0,00	408	43,05
Barra do Corda (Município) (210160)	12,74	0,00	0,23	0,00	0,00	0,00	329	37,76
Barreirinhas (Município) (210170)	4,00	0,00	0,16	0,00	0,00	0,00	167	26,74
Buriticupu (Município) (210232)	116,84	0,00	0,00	0,00	0,00	0,00	264	36,68
Caxias (Município) (210300)	17,03	0,00	0,25	0,00	0,00	0,00	642	39,47
Chapadinha (Município) (210320)	23,81	0,00	0,13	0,00	0,00	0,00	152	19,25
Codó (Município) (210330)	14,15	0,00	0,25	0,00	0,00	0,00	423	35,01
Coroatá (Município) (210360)	1,55	0,00	0,00	0,00	0,00	0,00	64	9,94
Grajaú (Município) (210480)	41,45	0,00	1,16	0,00	0,00	0,00	486	70,20
Imperatriz (Município) (210530)	11,78	0,00	0,47	0,00	0,04	0,00	535	21,02
Itapecuru Mirim (Município) (210540)	23,77	0,00	8,71	0,00	0,00	0,00	231	34,11
Paço do Lumiar (Município) (210750)	4,25	0,00	0,00	0,00	0,00	0,00	181	14,79
Pinheiro (Município) (210860)	20,64	0,00	2,19	0,00	0,00	0,00	399	48,44
Raposa (Município) (210945)	23,65	0,00	0,00	0,00	0,00	0,00	29	9,40
Santa Inês (Município) (210990)	32,84	0,00	0,68	0,11	0,23	0,00	339	38,52
Santa Luzia (Município) (211000)	28,50	0,00	0,42	0,00	0,00	0,00	262	36,60
São José de Ribamar (Município) (211120)	6,29	0,00	0,34	0,00	0,00	0,00	423	23,98
São Luís (Município) (211130)	3,58	0,00	0,13	0,04	0,00	0,03	1.350	12,36
Timon (Município) (211220)	11,87	0,00	7,82	0,00	0,18	0,00	708	42,24
Tutóia (Município) (211250)	60,23	0,00	1,37	0,00	0,00	0,00	100	17,06
Vargem Grande (Município) (211270)	46,01	0,00	1,42	0,00	0,00	0,00	149	26,37
Viana (Município) (211280)	50,06	0,00	0,00	0,00	0,00	0,00	152	29,38
Zé Doca (Município) (211400)	24,27	0,00	0,98	0,00	0,39	0,00	184	36,02
Altos (Município) (220040)	63,21	0,00	2,26	0,00	0,00	0,00	198	49,67
Beneditinos (Município) (220160)	16,94	0,00	0,00	0,00	0,00	0,00	36	35,87
Coivaras (Município) (220273)	25,30	0,00	2,53	0,00	0,00	0,00	12	30,36
Curralinhos (Município) (220325)	0,00	0,00	0,00	0,00	0,00	0,00	4	9,16
Demerval Lobão (Município) (220330)	6,62	0,00	1,47	0,00	0,00	0,00	55	40,46
Floriano (Município) (220390)	51,72	0,00	3,90	0,00	0,00	0,00	184	31,20
José de Freitas (Município) (220550)	31,91	0,00	0,26	0,00	0,00	0,00	229	59,40
Lagoa Alegre (Município) (220555)	7,15	0,00	0,00	0,00	0,00	0,00	16	19,06
Lagoa do Piauí (Município) (220558)	7,51	0,00	0,00	0,00	0,00	0,00	9	22,52
Miguel Leão (Município) (220630)	0,00	0,00	0,00	0,00	0,00	0,00	4	32,57
Monsenhor Gil (Município) (220640)	0,00	0,00	0,96	0,00	0,00	0,00	16	15,37
Nazária (Município) (220672)	7,12	0,00	0,00	0,00	0,00	0,00	28	33,23
Parnaíba (Município) (220770)	43,44	0,00	2,59	0,00	0,00	0,00	712	47,29
Pau D'Arco do Piauí (Município) (220779)	25,16	0,00	0,00	0,00	0,00	0,00	16	40,25
Picos (Município) (220800)	32,89	0,00	0,00	0,00	0,00	0,00	183	23,79
Piripiri (Município) (220840)	2,07	0,00	0,32	0,00	0,00	0,00	219	34,91
Teresina (Município) (221100)	8,09	0,00	1,47	0,01	0,02	0,00	2.360	27,76
União (Município) (221110)	35,88	0,00	0,91	0,00	0,00	0,00	206	47,07
Acaraú (Município) (230020)	33,28	0,00	0,16	0,00	0,00	0,00	208	33,44
Acopiara (Município) (230030)	16,99	0,00	0,93	0,00	0,00	0,00	56	10,45
Aquiraz (Município) (230100)	3,92	0,00	0,63	0,00	0,00	0,00	168	21,23
Aracati (Município) (230110)	5,84	0,00	4,62	0,14	0,00	0,00	274	37,21
Barbalha (Município) (230190)	28,09	0,00	0,33	0,00	0,00	0,00	270	45,14
Beberibe (Município) (230220)	3,01	0,00	0,94	0,00	0,00	0,00	92	17,32
Boa Viagem (Município) (230240)	5,55	0,00	0,93	0,00	0,00	0,00	186	34,41
Camocim (Município) (230260)	48,27	0,00	0,00	0,16	0,00	0,00	219	34,77
Canindé (Município) (230280)	17,16	0,00	2,32	0,00	0,00	0,00	274	35,35
Cascavel (Município) (230350)	4,50	0,00	1,83	0,00	0,00	0,00	253	35,59
Caucaia (Município) (230370)	12,81	0,00	2,48	0,08	0,00	0,00	1.102	30,42
Chorozinho (Município) (230395)	9,38	0,00	1,56	0,00	0,00	0,00	41	21,36
Crateús (Município) (230410)	14,91	0,00	2,28	0,00	0,00	0,00	437	58,72
Crato (Município) (230420)	6,20	0,00	0,77	0,00	0,00	0,00	475	36,37
Eusébio (Município) (230428)	1,71	0,00	0,38	0,00	0,00	0,00	104	19,75
Fortaleza (Município) (230440)	11,78	0,00	2,34	0,05	0,01	0,00	7.923	30,15
Granja (Município) (230470)	4,41	0,00	0,55	0,00	0,00	0,00	92	16,92
Guaiúba (Município) (230495)	2,66	0,00	0,38	0,00	0,00	0,00	26	9,87
Horizonte (Município) (230523)	5,46	0,00	0,46	0,15	0,00	0,00	157	23,81
Icó (Município) (230540)	21,49	0,00	2,37	0,00	0,00	0,00	330	48,90
Iguatu (Município) (230550)	22,22	0,00	0,49	0,00	0,00	0,00	717	69,87
Itaitinga (Município) (230625)	3,31	0,00	0,25	0,00	0,00	0,00	86	21,88
Itapajé (Município) (230630)	15,59	0,00	0,58	0,00	0,00	0,00	143	27,53
Itapipoca (Município) (230640)	7,85	0,00	0,08	0,00	0,00	0,00	394	30,91
Juazeiro do Norte (Município) (230730)	7,95	0,00	0,81	0,04	0,00	0,04	835	30,88
Limoeiro do Norte (Município) (230760)	45,83	0,00	0,51	0,00	0,00	0,00	181	30,72
Maracanaú (Município) (230765)	3,11	0,00	1,07	0,04	0,00	0,00	750	33,36
Maranguape (Município) (230770)	3,24	0,00	2,29	0,00	0,00	0,08	291	23,01
Morada Nova (Município) (230870)	19,98	0,00	0,81	0,00	0,00	0,00	253	41,11
Pacajus (Município) (230960)	2,96	0,00	1,69	0,00	0,00	0,00	192	27,08
Pacatuba (Município) (230970)	2,54	0,00	0,97	0,12	0,00	0,00	191	23,06
Pindoretama (Município) (231085)	3,39	0,00	0,00	0,00	0,00	0,00	36	17,44
Quixadá (Município) (231130)	13,74	0,00	1,73	0,00	0,12	0,00	297	34,29
Quixeramobim (Município) (231140)	46,15	0,00	0,38	0,00	0,00	0,13	454	57,72
Russas (Município) (231180)	67,34	0,00	6,15	0,13	0,00	0,13	426	55,70
São Gonçalo do Amarante (Município) (231240)	3,32	0,00	0,41	0,00	0,21	0,00	137	28,38
Sobral (Município) (231290)	14,55	0,00	0,34	0,05	0,00	0,00	713	34,69
Tauá (Município) (231330)	17,03	0,00	0,17	0,00	0,00	0,00	557	95,84
Tianguá (Município) (231340)	9,90	0,00	0,00	0,00	0,00	0,00	310	41,49
Trairi (Município) (231350)	3,44	0,00	0,00	0,00	0,00	0,00	94	17,03
Viçosa do Ceará (Município) (231410)	14,99	0,00	0,00	0,00	0,00	0,00	212	35,32
Açu (Município) (240020)	2,92	0,00	0,86	0,00	0,00	0,00	105	18,05
Caicó (Município) (240200)	27,85	0,00	1,03	0,00	0,00	0,00	298	43,68
Ceará-Mirim (Município) (240260)	2,03	0,00	0,41	0,00	0,00	0,00	105	14,22
Parnamirim (Município) (240325)	0,79	0,00	0,12	0,00	0,00	0,00	97	3,81
Extremoz (Município) (240360)	2,82	0,00	0,35	0,00	0,00	0,00	40	14,12
Macaíba (Município) (240710)	0,62	0,00	0,25	0,00	0,00	0,00	73	9,12
Monte Alegre (Município) (240780)	2,23	0,00	0,00	0,00	0,00	0,00	32	14,25
Mossoró (Município) (240800)	1,42	0,00	0,10	0,00	0,00	0,00	386	13,06
Natal (Município) (240810)	1,74	0,00	0,18	0,00	0,02	0,02	988	11,16
Nísia Floresta (Município) (240820)	0,73	0,00	0,00	0,00	0,37	0,00	28	10,23
São Gonçalo do Amarante (Município) (241200)	24,63	0,00	1,38	0,10	0,00	0,10	842	82,96
São José de Mipibu (Município) (241220)	0,68	0,00	0,00	0,00	0,00	0,00	24	5,46
Vera Cruz (Município) (241480)	0,00	0,00	0,00	0,00	0,00	0,00	10	8,08
Alhandra (Município) (250060)	3,58	0,00	0,51	0,00	0,00	0,00	47	24,01
Bayeux (Município) (250180)	4,23	0,00	0,31	0,21	0,00	0,00	373	38,45
Caaporã (Município) (250300)	43,89	0,00	2,29	0,00	0,00	0,00	53	24,23
Cabedelo (Município) (250320)	3,38	0,00	0,15	0,15	0,00	0,00	200	29,40
Cajazeiras (Município) (250370)	8,20	0,00	1,29	0,00	0,00	0,00	254	40,84
Campina Grande (Município) (250400)	13,28	0,00	3,61	0,07	0,00	0,00	1.352	32,95
Conde (Município) (250460)	4,44	0,00	0,00	0,40	0,00	0,00	103	41,58
Cruz do Espírito Santo (Município) (250490)	8,54	0,00	0,00	0,00	0,00	0,00	45	25,63
Guarabira (Município) (250630)	3,74	0,00	0,00	0,00	0,00	0,00	153	25,98
João Pessoa (Município) (250750)	4,47	0,00	0,44	0,04	0,00	0,00	3.617	44,57
Lucena (Município) (250860)	4,57	0,00	0,00	0,00	0,00	0,00	25	19,05
Mamanguape (Município) (250890)	1,56	0,00	0,00	0,00	0,00	0,00	57	12,67
Patos (Município) (251080)	10,85	0,00	0,09	0,09	0,00	0,00	67	6,22
Pedras de Fogo (Município) (251120)	8,42	0,00	0,00	0,00	0,00	0,35	49	17,19
Pitimbu (Município) (251190)	1,56	0,00	0,52	0,00	0,00	0,00	25	13,03
Rio Tinto (Município) (251290)	0,83	0,00	0,00	0,00	0,00	0,00	28	11,59
Santa Rita (Município) (251370)	7,01	0,00	0,07	0,00	0,00	0,00	536	39,17
Sapé (Município) (251530)	4,17	0,00	0,19	0,00	0,00	0,00	133	25,24
Sousa (Município) (251620)	7,62	0,00	0,14	0,14	0,00	0,00	147	21,13
Abreu e Lima (Município) (260005)	5,13	0,00	0,20	0,70	0,00	0,00	277	27,88
Araçoiaba (Município) (260105)	2,47	0,00	0,49	0,49	0,00	0,00	36	17,76
Araripina (Município) (260110)	42,86	0,00	0,12	0,24	0,00	0,00	339	40,47
Arcoverde (Município) (260120)	12,22	0,00	0,54	0,00	0,14	0,00	198	26,88
Belo Jardim (Município) (260170)	6,58	0,00	2,24	0,00	0,00	0,00	218	28,69
Bezerros (Município) (260190)	2,48	0,00	1,32	0,17	0,00	0,17	127	20,97
Brejo da Madre de Deus (Município) (260260)	4,19	0,00	0,60	0,00	0,00	0,00	89	17,75
Buíque (Município) (260280)	70,89	0,00	2,43	0,35	0,00	0,00	251	43,50
Cabo de Santo Agostinho (Município) (260290)	5,13	0,00	0,15	0,78	0,00	0,15	536	26,19
Camaragibe (Município) (260345)	3,65	0,06	0,38	0,32	0,00	0,00	386	24,69
Carpina (Município) (260400)	2,78	0,12	0,36	0,00	0,12	0,12	143	17,29
Caruaru (Município) (260410)	2,53	0,00	0,79	0,00	0,03	0,03	715	20,08
Escada (Município) (260520)	5,13	0,00	0,29	0,29	0,00	0,15	107	15,67
Garanhuns (Município) (260600)	5,70	0,00	1,08	0,00	0,00	0,00	215	15,51
Goiana (Município) (260620)	11,74	0,00	0,00	0,00	0,00	0,00	424	53,50
Gravatá (Município) (260640)	3,96	0,12	1,56	0,00	0,00	0,00	149	17,90
Igarassu (Município) (260680)	4,25	0,00	0,26	0,61	0,00	0,00	249	21,58
Ipojuca (Município) (260720)	2,86	0,00	0,00	0,11	0,00	0,21	138	14,60
Ilha de Itamaracá (Município) (260760)	3,49	0,00	0,00	0,00	0,00	0,00	41	15,90
Itapissuma (Município) (260775)	5,32	0,00	0,00	0,00	0,00	0,38	72	27,34
Jaboatão dos Guararapes (Município) (260790)	5,03	0,01	0,27	0,56	0,01	0,06	2.076	29,83
Limoeiro (Município) (260890)	6,23	0,00	0,18	0,00	0,00	0,18	256	45,60
Moreno (Município) (260940)	5,96	0,00	0,16	0,64	0,00	0,00	146	23,50
Olinda (Município) (260960)	6,06	0,08	0,38	0,72	0,00	0,03	1.111	28,43
Ouricuri (Município) (260990)	6,69	0,00	0,00	0,00	0,00	0,00	221	32,13
Palmares (Município) (261000)	5,89	0,00	0,16	0,64	0,00	0,16	90	14,32
Paudalho (Município) (261060)	3,40	0,00	0,00	0,18	0,00	0,00	109	19,48
Paulista (Município) (261070)	3,56	0,00	0,18	0,30	0,03	0,03	585	17,82
Pesqueira (Município) (261090)	29,01	0,00	1,94	0,00	0,00	0,00	368	55,02
Petrolina (Município) (261110)	3,53	0,00	0,06	0,03	0,00	0,00	589	17,16
Recife (Município) (261160)	5,07	0,02	0,21	0,29	0,03	0,00	4.789	29,31
Salgueiro (Município) (261220)	38,21	0,00	0,00	0,17	0,00	0,00	316	52,27
Santa Cruz do Capibaribe (Município) (261250)	4,35	0,00	0,95	0,00	0,00	0,19	138	13,05
São Bento do Una (Município) (261300)	7,14	0,00	1,70	0,00	0,00	0,17	126	21,42
São Lourenço da Mata (Município) (261370)	3,84	0,00	0,36	0,18	0,00	0,00	278	24,80
Serra Talhada (Município) (261390)	53,06	0,00	2,34	0,00	0,23	0,00	918	107,28
Surubim (Município) (261450)	16,62	0,00	3,57	0,00	0,00	0,00	312	48,47
Timbaúba (Município) (261530)	3,58	0,00	0,19	0,00	0,00	0,00	73	13,75
Vitória de Santo Antão (Município) (261640)	43,98	0,00	2,33	0,07	0,00	0,15	731	53,13
Arapiraca (Município) (270030)	32,79	0,00	1,79	0,00	0,00	0,00	1.296	55,34
Barra de Santo Antônio (Município) (270050)	9,34	0,00	0,00	0,00	0,00	0,00	52	32,37
Barra de São Miguel (Município) (270060)	3,57	0,00	0,00	0,00	0,00	0,00	17	20,24
Campo Alegre (Município) (270140)	4,00	0,00	0,00	0,00	0,00	0,00	73	12,69
Coqueiro Seco (Município) (270220)	18,59	0,00	0,00	0,00	0,00	0,00	20	33,80
Coruripe (Município) (270230)	72,52	0,00	3,13	0,00	0,00	0,00	316	54,96
Delmiro Gouveia (Município) (270240)	15,78	0,00	0,38	0,00	0,19	0,00	90	17,11
Maceió (Município) (270430)	7,22	0,00	0,07	0,29	0,02	0,00	2.358	22,91
Marechal Deodoro (Município) (270470)	8,61	0,00	0,00	0,00	0,00	0,00	152	29,09
Messias (Município) (270520)	8,89	0,00	0,00	0,00	0,00	0,00	71	39,47
Palmeira dos Índios (Município) (270630)	24,39	0,13	1,89	0,13	0,00	0,13	248	33,42
Paripueira (Município) (270644)	7,55	0,00	0,00	0,00	0,00	0,00	38	28,67
Penedo (Município) (270670)	17,37	0,00	0,62	0,00	0,00	0,00	351	54,42
Pilar (Município) (270690)	59,63	0,00	2,81	0,28	0,00	0,00	281	79,04
Rio Largo (Município) (270770)	7,10	0,00	0,00	0,00	0,00	0,26	293	38,54
Santa Luzia do Norte (Município) (270790)	13,54	0,00	0,00	0,00	0,00	0,00	21	28,43
São Miguel dos Campos (Município) (270860)	10,35	0,00	0,00	0,00	0,00	0,00	132	21,35
Satuba (Município) (270890)	7,89	0,00	0,00	0,72	0,00	0,00	34	24,37
União dos Palmares (Município) (270930)	14,89	0,00	0,45	0,00	0,15	0,00	244	36,70
Aracaju (Município) (280030)	5,00	0,00	0,20	0,17	0,02	0,03	824	12,67
Barra dos Coqueiros (Município) (280060)	1,68	0,00	0,00	0,00	0,00	0,00	33	11,07
Estância (Município) (280210)	4,62	0,00	0,14	0,43	0,00	0,00	155	22,37
Itabaiana (Município) (280290)	1,58	0,00	0,00	0,11	0,00	0,00	160	16,81
Lagarto (Município) (280350)	8,26	0,00	0,00	0,10	0,00	0,00	226	21,71
Nossa Senhora do Socorro (Município) (280480)	4,73	0,00	0,22	0,22	0,00	0,05	408	22,43
São Cristóvão (Município) (280670)	10,53	0,00	0,56	0,11	0,00	0,00	193	21,63
Tobias Barreto (Município) (280740)	3,26	0,00	0,00	0,00	0,00	0,00	47	9,01
Alagoinhas (Município) (290070)	6,92	0,00	0,19	0,00	0,00	0,00	159	10,19
Araci (Município) (290210)	9,65	0,00	0,00	0,00	0,00	0,00	93	16,63
Barra (Município) (290270)	48,26	0,00	0,55	0,00	0,00	0,00	170	30,96
Barreiras (Município) (290320)	1,52	0,00	0,25	0,00	0,00	0,00	370	23,47
Bom Jesus da Lapa (Município) (290390)	4,96	0,00	0,99	0,14	0,00	0,00	317	44,89
Brumado (Município) (290460)	6,89	0,00	0,29	0,00	0,00	0,00	151	21,67
Caetité (Município) (290520)	7,95	0,00	0,19	0,00	0,00	0,00	176	33,30
Camaçari (Município) (290570)	2,09	0,00	0,03	0,00	0,00	0,00	354	11,92
Campo Formoso (Município) (290600)	33,77	0,00	0,14	0,00	0,00	0,14	237	32,27
Candeias (Município) (290650)	1,23	0,00	0,00	0,11	0,00	0,00	102	11,37
Casa Nova (Município) (290720)	2,45	0,00	0,27	0,00	0,00	0,00	118	16,08
Catu (Município) (290750)	2,48	0,00	0,00	0,00	0,00	0,00	157	27,81
Conceição do Coité (Município) (290840)	83,31	0,00	0,15	0,00	0,00	0,00	269	39,38
Cruz das Almas (Município) (290980)	0,62	0,00	0,00	0,00	0,00	0,00	50	7,70
Dias d'Ávila (Município) (291005)	1,24	0,00	0,12	0,00	0,00	0,00	23	2,85
Euclides da Cunha (Município) (291070)	19,06	0,00	0,16	0,16	0,00	0,00	119	19,22
Eunápolis (Município) (291072)	13,44	0,00	1,91	0,09	0,00	0,00	295	25,59
Feira de Santana (Município) (291080)	1,04	0,00	0,08	0,02	0,00	0,02	505	8,05
Guanambi (Município) (291170)	2,42	0,00	0,00	0,00	0,00	0,00	191	22,00
Ilhéus (Município) (291360)	10,60	0,00	1,25	0,06	0,00	0,00	1.078	61,13
Ipirá (Município) (291400)	1,44	0,00	0,00	0,00	0,00	0,00	22	3,51
Irecê (Município) (291460)	1,21	0,00	0,13	0,00	0,00	0,00	88	11,81
Itaberaba (Município) (291470)	11,68	0,00	0,30	0,00	0,00	0,00	160	23,95
Itabuna (Município) (291480)	13,75	0,00	0,36	0,09	0,00	0,00	427	19,32
Itamaraju (Município) (291560)	3,12	0,00	2,38	0,00	0,00	0,00	229	34,00
Itaparica (Município) (291610)	14,87	0,00	5,25	0,00	0,00	0,00	65	28,43
Itapetinga (Município) (291640)	14,70	0,00	0,64	0,00	0,00	0,00	158	20,38
Jacobina (Município) (291750)	26,54	0,00	0,12	0,12	0,00	0,00	223	26,66
Jaguaquara (Município) (291760)	24,27	0,00	0,36	0,00	0,00	0,00	202	36,05
Jequié (Município) (291800)	3,70	0,00	0,31	0,00	0,00	0,00	388	23,92
Juazeiro (Município) (291840)	7,76	0,00	0,00	0,00	0,00	0,00	554	24,98
Lauro de Freitas (Município) (291920)	2,33	0,00	0,10	0,00	0,00	0,00	228	11,54
