Localidade	"Taxa de incidência de internações de  doenças gastrointestinais infecciosas
(Internações por 10 mil habitantes) (DATASUS)"	"Taxa de incidência de internações de  febre amarela
(Internações por 10 mil habitantes) (DATASUS)"	"Taxa de incidência de internações de  dengue
(Internações por 10 mil habitantes) (DATASUS)"	"Taxa de incidência de internações de  leptospirose
(Internações por 10 mil habitantes) (DATASUS)"	"Taxa de incidência de internações de  malária
(Internações por 10 mil habitantes) (DATASUS)"	"Taxa de incidência de internações de  esquistossomose
(Internações por 10 mil habitantes) (DATASUS)"	"Internações por doenças respiratórias: gripes e pneumonias
(Número de internações) (DATASUS)"	"Incidência de internações por doenças respiratórias: gripes e pneumonias
(Internações por 10 mil habitantes) (DATASUS)"
Araguaína (Município) (170210)	5,98	0,00	5,15	0,00	0,11	0,00	622	34,47
Gurupi (Município) (170950)	3,46	0,00	1,04	0,00	0,12	0,00	239	27,58
Paraíso do Tocantins (Município) (171610)	2,73	0,00	8,39	0,00	0,00	0,00	288	56,19
Porto Nacional (Município) (171820)	24,52	0,00	18,86	0,00	0,00	0,00	418	78,85
Palmas (Município) (172100)	6,72	0,00	1,64	0,00	0,00	0,03	587	19,62
Açailândia (Município) (210005)	18,41	0,00	1,07	0,00	0,09	0,00	321	28,55
Alcântara (Município) (210020)	17,65	0,00	1,36	0,00	0,00	0,00	21	9,50
Bacabal (Município) (210120)	9,43	0,00	0,00	0,10	0,00	0,00	334	31,82
Balsas (Município) (210140)	10,12	0,00	2,85	0,11	0,00	0,00	368	38,78
Barra do Corda (Município) (210160)	14,74	0,00	2,72	0,00	0,00	0,00	255	28,91
Barreirinhas (Município) (210170)	4,64	0,00	0,16	0,00	0,00	0,00	142	22,71
Buriticupu (Município) (210232)	113,74	0,00	0,69	0,00	0,00	0,00	247	34,14
Caxias (Município) (210300)	6,73	0,00	0,67	0,00	0,18	0,00	592	35,90
Chapadinha (Município) (210320)	21,96	0,00	0,88	0,00	0,00	0,00	243	30,50
Codó (Município) (210330)	6,76	0,00	0,49	0,00	0,00	0,00	433	35,24
Coroatá (Município) (210360)	1,68	0,00	0,00	0,00	0,00	0,00	92	14,09
Grajaú (Município) (210480)	57,39	0,00	1,58	0,00	0,14	0,00	302	43,44
Imperatriz (Município) (210530)	9,66	0,00	2,01	0,00	0,04	0,00	641	24,78
Itapecuru Mirim (Município) (210540)	15,25	0,00	0,88	0,15	0,00	0,00	187	27,42
Paço do Lumiar (Município) (210750)	3,27	0,00	0,33	0,00	0,00	0,00	213	17,43
Pinheiro (Município) (210860)	15,59	0,00	0,48	0,24	0,12	0,00	428	51,33
Raposa (Município) (210945)	8,13	0,00	0,33	0,65	0,00	0,00	48	15,60
Santa Inês (Município) (210990)	34,93	0,00	1,68	0,00	0,11	0,00	462	51,88
Santa Luzia (Município) (211000)	33,44	0,00	0,41	0,00	0,00	0,00	255	35,09
São José de Ribamar (Município) (211120)	2,87	0,00	0,17	0,00	0,06	0,00	388	21,84
São Luís (Município) (211130)	2,51	0,00	0,33	0,05	0,01	0,00	1.604	14,56
Timon (Município) (211220)	8,16	0,00	0,59	0,00	0,00	0,00	512	30,28
Tutóia (Município) (211250)	40,10	0,00	1,02	0,00	0,00	0,00	116	19,71
Vargem Grande (Município) (211270)	41,05	0,00	0,71	0,00	0,00	0,00	146	25,84
Viana (Município) (211280)	14,87	0,00	0,19	0,00	0,00	0,00	105	20,02
Zé Doca (Município) (211400)	10,25	0,00	1,93	0,00	0,39	0,00	291	56,27
Altos (Município) (220040)	35,29	0,00	0,99	0,00	0,00	0,00	204	50,34
Beneditinos (Município) (220160)	12,42	0,00	0,96	0,00	0,00	0,00	38	36,30
Coivaras (Município) (220273)	14,93	0,00	0,00	0,00	0,00	0,00	16	39,80
Curralinhos (Município) (220325)	2,25	0,00	0,00	0,00	0,00	0,00	6	13,50
Demerval Lobão (Município) (220330)	5,79	0,00	0,00	0,00	0,00	0,00	88	63,69
Floriano (Município) (220390)	38,54	0,00	1,84	0,00	0,00	0,00	215	35,87
José de Freitas (Município) (220550)	28,06	0,00	0,51	0,26	0,00	0,00	291	74,22
Lagoa Alegre (Município) (220555)	1,17	0,00	0,00	0,00	0,00	0,00	21	24,58
Lagoa do Piauí (Município) (220558)	0,00	0,00	0,00	0,00	0,00	0,00	10	24,61
Miguel Leão (Município) (220630)	0,00	0,00	0,00	0,00	0,00	0,00	0	0,00
Monsenhor Gil (Município) (220640)	1,89	0,00	0,00	0,00	0,00	0,00	13	12,31
Nazária (Município) (220672)	1,17	0,00	0,00	1,17	0,00	0,00	26	30,34
Parnaíba (Município) (220770)	24,30	0,00	1,57	0,07	0,07	0,00	661	43,18
Pau D'Arco do Piauí (Município) (220779)	14,83	0,00	0,00	0,00	0,00	0,00	11	27,19
Picos (Município) (220800)	17,77	0,00	4,35	0,13	0,00	0,13	167	21,35
Piripiri (Município) (220840)	2,20	0,00	0,31	0,00	0,00	0,00	208	32,63
Teresina (Município) (221100)	5,13	0,00	2,06	0,03	0,03	0,00	3.196	36,95
União (Município) (221110)	16,41	0,00	0,90	0,00	0,00	0,00	206	46,31
Acaraú (Município) (230020)	14,05	0,00	0,00	0,00	0,00	0,00	126	20,11
Acopiara (Município) (230030)	20,82	0,00	6,26	0,00	0,00	0,00	199	36,67
Aquiraz (Município) (230100)	4,48	0,00	0,50	0,12	0,00	0,00	206	25,66
Aracati (Município) (230110)	4,16	0,00	2,82	0,00	0,00	0,00	223	29,91
Barbalha (Município) (230190)	8,72	0,00	0,49	0,00	0,00	0,00	305	50,18
Beberibe (Município) (230220)	4,48	0,00	1,68	0,00	0,00	0,00	139	25,95
Boa Viagem (Município) (230240)	1,47	0,00	0,55	0,37	0,00	0,00	240	44,06
Camocim (Município) (230260)	46,18	0,00	0,16	0,00	0,00	0,00	389	61,10
Canindé (Município) (230280)	14,81	0,00	0,65	0,00	0,00	0,00	313	40,65
Cascavel (Município) (230350)	7,67	0,00	5,99	0,00	0,00	0,00	395	55,06
Caucaia (Município) (230370)	12,70	0,00	0,69	0,03	0,00	0,00	853	23,60
Chorozinho (Município) (230395)	3,95	0,00	0,00	0,00	0,00	0,00	46	22,70
Crateús (Município) (230410)	24,38	0,00	1,07	0,13	0,00	0,00	897	119,48
Crato (Município) (230420)	5,60	0,00	1,14	0,00	0,00	0,08	486	36,78
Eusébio (Município) (230428)	5,04	0,00	0,37	0,37	0,00	0,00	133	24,81
Fortaleza (Município) (230440)	14,47	0,00	1,96	0,18	0,00	0,00	7.642	28,63
Granja (Município) (230470)	6,03	0,00	0,00	0,00	0,00	0,00	181	33,06
Guaiúba (Município) (230495)	7,67	0,00	0,00	0,00	0,00	0,00	62	23,79
Horizonte (Município) (230523)	3,86	0,00	0,59	0,00	0,00	0,00	150	22,28
Icó (Município) (230540)	17,35	0,00	6,17	0,00	0,00	0,00	279	41,02
Iguatu (Município) (230550)	15,02	0,00	17,17	0,00	0,00	0,00	748	72,98
Itaitinga (Município) (230625)	4,21	0,00	0,00	0,00	0,00	0,00	147	38,70
Itapajé (Município) (230630)	7,40	0,00	0,00	0,38	0,00	0,00	109	20,69
Itapipoca (Município) (230640)	4,33	0,00	0,15	0,00	0,00	0,00	483	37,34
Juazeiro do Norte (Município) (230730)	4,78	0,00	0,55	0,04	0,00	0,00	964	35,16
Limoeiro do Norte (Município) (230760)	35,61	0,00	1,85	0,17	0,00	0,00	412	69,20
Maracanaú (Município) (230765)	3,47	0,00	0,75	0,18	0,00	0,00	531	23,30
Maranguape (Município) (230770)	3,72	0,00	2,09	0,31	0,00	0,00	232	17,99
Morada Nova (Município) (230870)	14,22	0,00	0,48	0,00	0,00	0,00	292	47,18
Pacajus (Município) (230960)	2,35	0,00	0,00	0,00	0,00	0,00	160	22,16
Pacatuba (Município) (230970)	3,96	0,00	1,44	0,00	0,00	0,00	195	23,37
Pindoretama (Município) (231085)	5,35	0,00	0,00	0,00	0,00	0,00	84	40,84
Quixadá (Município) (231130)	12,88	0,00	0,46	0,00	0,00	0,00	319	36,36
Quixeramobim (Município) (231140)	36,75	0,00	0,99	0,00	0,00	0,00	591	72,89
Russas (Município) (231180)	58,06	0,00	24,04	0,26	0,00	0,00	543	69,44
São Gonçalo do Amarante (Município) (231240)	5,58	0,00	0,21	0,00	0,00	0,00	106	21,89
Sobral (Município) (231290)	8,62	0,00	0,14	0,00	0,00	0,00	602	28,81
Tauá (Município) (231330)	23,28	0,00	1,19	0,00	0,00	0,00	636	108,05
Tianguá (Município) (231340)	12,25	0,00	0,00	0,00	0,00	0,00	485	63,86
Trairi (Município) (231350)	3,40	0,00	0,18	0,18	0,00	0,00	105	18,78
Viçosa do Ceará (Município) (231410)	12,97	0,00	0,00	0,00	0,00	0,00	370	60,77
Açu (Município) (240020)	3,10	0,00	3,45	0,00	0,00	0,00	195	33,61
Caicó (Município) (240200)	16,92	0,00	1,03	0,00	0,00	0,00	281	41,35
Ceará-Mirim (Município) (240260)	1,50	0,00	0,95	0,00	0,00	0,00	103	14,01
Parnamirim (Município) (240325)	0,80	0,00	1,07	0,00	0,00	0,04	112	4,28
Extremoz (Município) (240360)	1,40	0,00	2,10	0,00	0,00	0,00	58	20,29
Macaíba (Município) (240710)	0,50	0,00	0,50	0,00	0,00	0,00	82	10,15
Monte Alegre (Município) (240780)	0,45	0,00	0,45	0,00	0,00	0,00	31	13,81
Mossoró (Município) (240800)	0,74	0,00	0,64	0,00	0,03	0,00	371	12,48
Natal (Município) (240810)	1,28	0,00	1,11	0,03	0,02	0,00	1.029	11,64
Nísia Floresta (Município) (240820)	0,72	0,00	0,72	0,00	0,00	0,00	5	1,81
São Gonçalo do Amarante (Município) (241200)	22,07	0,00	2,15	0,00	0,00	0,00	1.001	97,75
São José de Mipibu (Município) (241220)	0,91	0,00	1,14	0,00	0,00	0,00	23	5,24
Vera Cruz (Município) (241480)	4,81	0,00	0,00	0,00	0,00	0,00	11	8,81
Alhandra (Município) (250060)	2,04	0,00	1,53	0,00	0,51	0,00	67	34,20
Bayeux (Município) (250180)	2,68	0,00	1,34	0,21	0,00	0,00	402	41,49
Caaporã (Município) (250300)	2,29	0,00	1,83	0,00	0,00	0,00	40	18,33
Cabedelo (Município) (250320)	3,25	0,00	5,91	0,00	0,15	0,15	229	33,81
Cajazeiras (Município) (250370)	7,42	0,00	4,19	0,00	0,16	0,00	343	55,33
Campina Grande (Município) (250400)	6,47	0,00	1,64	0,12	0,00	0,00	1.616	39,44
Conde (Município) (250460)	5,27	0,00	2,84	0,00	6,08	0,00	97	39,32
Cruz do Espírito Santo (Município) (250490)	2,89	0,00	0,58	0,00	0,00	0,00	39	22,52
Guarabira (Município) (250630)	1,36	0,00	1,36	0,00	0,00	0,00	99	16,83
João Pessoa (Município) (250750)	3,44	0,00	5,45	0,09	0,01	0,02	3.393	41,94
Lucena (Município) (250860)	5,35	0,00	5,35	0,00	0,00	0,00	31	23,70
Mamanguape (Município) (250890)	7,35	0,00	0,67	0,00	0,00	0,00	222	49,46
Patos (Município) (251080)	7,34	0,00	1,39	0,00	0,00	0,00	184	17,10
Pedras de Fogo (Município) (251120)	4,22	0,00	0,70	0,00	0,35	0,35	82	28,81
Pitimbu (Município) (251190)	1,57	0,00	1,05	0,00	0,00	0,00	26	13,64
Rio Tinto (Município) (251290)	4,96	0,00	0,41	0,00	0,00	0,00	84	34,75
Santa Rita (Município) (251370)	3,59	0,00	1,83	0,15	0,00	0,00	420	30,75
Sapé (Município) (251530)	1,14	0,00	0,57	0,00	0,00	0,19	165	31,35
Sousa (Município) (251620)	11,38	0,00	0,29	0,00	0,00	0,00	235	33,84
Abreu e Lima (Município) (260005)	4,50	0,00	2,50	0,80	0,00	0,00	266	26,60
Araçoiaba (Município) (260105)	5,36	0,00	0,97	0,00	0,00	0,49	21	10,23
Araripina (Município) (260110)	27,01	0,00	0,12	0,00	0,00	0,00	355	42,05
Arcoverde (Município) (260120)	13,05	0,00	1,48	0,13	0,00	0,00	105	14,12
Belo Jardim (Município) (260170)	5,36	0,00	0,65	0,00	0,00	0,00	235	30,74
Bezerros (Município) (260190)	6,25	0,00	0,33	0,00	0,00	0,00	104	17,11
Brejo da Madre de Deus (Município) (260260)	1,18	0,00	0,39	0,00	0,00	0,00	56	11,04
Buíque (Município) (260280)	66,46	0,00	3,94	0,00	0,00	0,00	132	22,61
Cabo de Santo Agostinho (Município) (260290)	4,64	0,00	1,88	0,82	0,05	0,00	565	27,29
Camaragibe (Município) (260345)	7,48	0,06	2,22	0,13	0,00	0,00	306	19,39
Carpina (Município) (260400)	2,87	0,12	2,63	0,12	0,00	0,24	132	15,78
Caruaru (Município) (260410)	3,13	0,00	1,33	0,22	0,00	0,00	951	26,33
Escada (Município) (260520)	2,61	0,00	0,15	1,60	0,00	0,29	124	18,00
Garanhuns (Município) (260600)	5,37	0,00	1,14	0,00	0,00	0,00	334	23,89
Goiana (Município) (260620)	6,90	0,00	2,01	0,38	0,00	0,13	382	47,89
Gravatá (Município) (260640)	3,21	0,00	0,36	0,00	0,00	0,00	288	34,26
Igarassu (Município) (260680)	4,44	0,00	6,07	0,68	0,00	0,09	255	21,79
Ipojuca (Município) (260720)	5,61	0,10	1,04	0,00	0,00	0,10	191	19,85
Ilha de Itamaracá (Município) (260760)	3,05	0,00	1,90	0,76	0,00	0,00	46	17,52
Itapissuma (Município) (260775)	3,75	0,00	3,75	0,00	0,00	0,00	55	20,64
Jaboatão dos Guararapes (Município) (260790)	4,76	0,03	2,16	0,56	0,00	0,03	2.018	28,73
Limoeiro (Município) (260890)	3,02	0,00	0,18	0,00	0,00	0,00	149	26,49
Moreno (Município) (260940)	6,53	0,16	0,96	0,00	0,00	0,16	116	18,48
Olinda (Município) (260960)	5,50	0,05	3,18	1,45	0,00	0,13	1.294	32,97
Ouricuri (Município) (260990)	3,46	0,00	0,29	0,00	0,00	0,00	276	39,74
Palmares (Município) (261000)	4,58	0,00	1,90	0,95	0,00	0,16	87	13,75
Paudalho (Município) (261060)	3,19	0,00	1,59	0,00	0,00	0,00	82	14,51
Paulista (Município) (261070)	4,40	0,00	2,56	0,42	0,00	0,03	715	21,55
Pesqueira (Município) (261090)	25,37	0,00	0,30	0,00	0,00	0,00	303	44,96
Petrolina (Município) (261110)	4,98	0,00	1,52	0,00	0,00	0,00	630	18,04
Recife (Município) (261160)	6,18	0,04	2,05	0,32	0,01	0,07	4.490	27,28
Salgueiro (Município) (261220)	22,98	0,00	7,55	0,00	0,00	0,00	315	51,70
Santa Cruz do Capibaribe (Município) (261250)	2,41	0,00	0,09	0,00	0,00	0,00	137	12,69
São Bento do Una (Município) (261300)	6,05	0,00	0,17	0,00	0,00	0,00	124	20,84
São Lourenço da Mata (Município) (261370)	4,77	0,09	1,06	0,53	0,00	0,18	268	23,67
Serra Talhada (Município) (261390)	41,92	0,12	9,73	0,00	0,00	0,00	1.006	116,50
Surubim (Município) (261450)	9,99	0,00	1,54	0,00	0,00	0,00	290	44,55
Timbaúba (Município) (261530)	2,26	0,00	2,07	0,19	0,00	0,00	64	12,07
Vitória de Santo Antão (Município) (261640)	34,45	0,00	4,18	0,07	0,00	0,14	827	59,60
Arapiraca (Município) (270030)	21,19	0,00	12,38	0,00	0,00	0,00	1.026	44,27
Barra de Santo Antônio (Município) (270050)	8,16	0,00	0,63	0,00	0,00	0,00	52	32,64
Barra de São Miguel (Município) (270060)	8,41	0,00	0,00	0,00	0,00	0,00	17	20,43
Campo Alegre (Município) (270140)	4,03	0,00	3,50	0,00	0,00	0,00	81	14,19
Coqueiro Seco (Município) (270220)	22,24	0,00	10,27	0,00	0,00	0,00	32	54,75
Coruripe (Município) (270230)	15,28	0,00	6,67	0,00	0,00	0,00	261	45,84
Delmiro Gouveia (Município) (270240)	6,54	0,00	3,46	0,00	0,00	0,19	103	19,80
Maceió (Município) (270430)	5,51	0,00	1,59	0,26	0,00	0,00	2.325	22,82
Marechal Deodoro (Município) (270470)	5,20	0,00	1,54	0,19	0,00	0,00	142	27,36
Messias (Município) (270520)	5,04	0,00	0,56	0,00	0,00	0,00	40	22,40
Palmeira dos Índios (Município) (270630)	23,08	0,00	8,88	0,00	0,00	0,00	258	35,24
Paripueira (Município) (270644)	6,83	0,00	5,31	0,00	0,00	0,00	42	31,88
Penedo (Município) (270670)	33,45	0,00	12,88	0,16	0,00	0,31	236	37,06
Pilar (Município) (270690)	48,99	0,00	41,87	0,57	0,00	0,00	176	50,13
Rio Largo (Município) (270770)	8,25	0,00	7,32	0,27	0,00	0,00	282	37,54
Santa Luzia do Norte (Município) (270790)	20,56	0,00	1,37	0,00	0,00	0,00	43	58,94
São Miguel dos Campos (Município) (270860)	9,80	0,00	0,33	0,00	0,00	0,00	88	14,37
Satuba (Município) (270890)	8,68	0,00	2,89	0,00	0,00	0,00	50	36,16
União dos Palmares (Município) (270930)	4,72	0,00	3,35	0,61	0,00	0,00	202	30,79
Aracaju (Município) (280030)	3,59	0,00	5,42	0,08	0,00	0,02	886	13,49
Barra dos Coqueiros (Município) (280060)	2,63	0,00	5,92	0,00	0,00	0,00	40	13,15
Estância (Município) (280210)	4,48	0,00	2,89	0,00	0,00	0,14	180	26,02
Itabaiana (Município) (280290)	1,99	0,00	6,29	0,00	0,00	0,00	213	22,32
Lagarto (Município) (280350)	4,50	0,00	5,17	0,00	0,00	0,00	201	19,25
Nossa Senhora do Socorro (Município) (280480)	6,15	0,00	7,57	0,33	0,05	0,00	422	22,98
São Cristóvão (Município) (280670)	5,55	0,00	5,22	0,33	0,00	0,00	192	21,32
Tobias Barreto (Município) (280740)	0,19	0,00	0,57	0,00	0,00	0,38	22	4,22
Alagoinhas (Município) (290070)	7,59	0,00	0,33	0,00	0,00	0,00	270	17,81
Araci (Município) (290210)	9,56	0,00	2,21	0,00	0,00	0,00	108	19,86
Barra (Município) (290270)	14,00	0,00	0,37	0,00	0,00	0,00	132	24,64
Barreiras (Município) (290320)	1,74	0,00	1,16	0,00	0,00	0,00	294	18,91
Bom Jesus da Lapa (Município) (290390)	8,24	0,00	1,30	0,00	0,00	0,00	254	36,73
Brumado (Município) (290460)	7,74	0,00	16,82	0,00	0,00	0,00	189	28,13
Caetité (Município) (290520)	14,52	0,00	1,37	0,00	0,00	0,00	164	32,17
Camaçari (Município) (290570)	1,74	0,00	1,17	0,13	0,00	0,00	332	11,10
Campo Formoso (Município) (290600)	21,07	0,00	0,00	0,00	0,00	0,00	196	27,53
Candeias (Município) (290650)	1,26	0,00	0,92	0,11	0,00	0,00	134	15,39
Casa Nova (Município) (290720)	3,47	0,00	0,14	0,00	0,00	0,00	153	21,26
Catu (Município) (290750)	17,91	0,00	2,92	0,00	0,00	0,00	236	43,14
Conceição do Coité (Município) (290840)	35,73	0,00	0,75	0,00	0,00	0,00	231	34,68
Cruz das Almas (Município) (290980)	3,80	0,00	3,64	0,00	0,00	0,00	173	27,36
Dias d'Ávila (Município) (291005)	0,49	0,00	0,37	0,25	0,00	0,00	30	3,70
Euclides da Cunha (Município) (291070)	20,14	0,00	6,60	0,00	0,00	0,00	132	21,79
Eunápolis (Município) (291072)	7,67	0,00	0,26	0,09	0,00	0,00	243	21,43
Feira de Santana (Município) (291080)	1,64	0,00	5,27	0,02	0,02	0,02	578	9,40
Guanambi (Município) (291170)	1,78	0,00	0,59	0,00	0,00	0,00	179	21,19
Ilhéus (Município) (291360)	15,03	0,00	7,21	0,18	0,06	0,00	1.203	74,11
Ipirá (Município) (291400)	0,50	0,00	1,01	0,00	0,00	0,00	14	2,35
Irecê (Município) (291460)	0,55	0,00	1,51	0,00	0,00	0,00	121	16,58
Itaberaba (Município) (291470)	6,82	0,00	0,93	0,00	0,00	0,00	140	21,71
Itabuna (Município) (291480)	1,50	0,00	0,14	0,05	0,00	0,00	288	13,51
Itamaraju (Município) (291560)	2,64	0,00	0,47	0,00	0,00	0,00	191	29,62
Itaparica (Município) (291610)	7,20	0,00	2,70	0,00	0,00	0,00	84	37,79
Itapetinga (Município) (291640)	12,34	0,00	0,13	0,00	0,00	0,00	189	24,82
Jacobina (Município) (291750)	14,53	0,00	5,22	0,00	0,00	0,12	308	38,25
Jaguaquara (Município) (291760)	12,68	0,00	0,18	0,00	0,00	0,00	125	22,97
Jequié (Município) (291800)	3,59	0,00	1,80	0,00	0,00	0,00	397	25,45
Juazeiro (Município) (291840)	4,15	0,00	1,11	0,00	0,00	0,00	529	24,41
Lauro de Freitas (Município) (291920)	1,26	0,00	0,96	0,10	0,00	0,00	264	13,30
