Localidade	"População total
(pessoas) (IBGE)"	"População das cidades declarantes do SNIS
(pessoas) (SNIS)"	"População urbana total
(pessoas) (SNIS)"	"Área do município
(km²) (IBGE)"	"População total que mora em domicílios sem acesso ao serviço de coleta de esgoto
(pessoas) (SNIS)"	"População urbana que mora em domicílios sem acesso ao serviço de coleta de esgoto
(pessoas) (SNIS)"	"Parcela da população urbana que mora em domicílios sem acesso ao serviço de coleta de esgoto
(% da população) (SNIS)"	"Parcela da população total que mora em domicílios sem acesso ao serviço de coleta de esgoto
(% da população) (SNIS)"
Portel (Município) (150580)	58.282	58.282	27.762	25.384,960	58.282	27.762	100,0%	100,0%
Redenção (Município) (150613)	80.797	80.797	74.925	3.823,810	80.797	74.925	100,0%	100,0%
Rondon do Pará (Município) (150618)	49.977	49.977	36.922	8.246,390	-	-	-	-
Santa Bárbara do Pará (Município) (150635)	19.645	19.645	6.255	278,150	19.525	6.135	98,1%	99,4%
Santa Izabel do Pará (Município) (150650)	66.490	66.490	48.079	717,660	-	-	-	-
Santana do Araguaia (Município) (150670)	67.033	67.033	35.410	11.591,460	67.033	35.410	100,0%	100,0%
Santarém (Município) (150680)	292.520	292.520	214.281	17.898,390	292.520	214.281	100,0%	100,0%
São Félix do Xingu (Município) (150730)	116.186	116.186	57.384	84.212,850	116.186	57.384	100,0%	100,0%
São Miguel do Guamá (Município) (150760)	55.942	55.942	34.589	1.110,180	55.942	34.589	100,0%	100,0%
Tailândia (Município) (150795)	97.161	97.161	71.940	4.430,220	97.161	71.940	100,0%	100,0%
Tomé-Açu (Município) (150800)	60.456	60.456	33.762	5.145,360	60.456	33.762	100,0%	100,0%
Tucuruí (Município) (150810)	107.189	107.189	102.018	2.086,190	107.189	102.018	100,0%	100,0%
Ulianópolis (Município) (150812)	53.881	53.881	35.462	5.088,470	53.880	35.461	100,0%	100,0%
Vigia (Município) (150820)	51.173	51.173	34.572	539,080	51.173	34.572	100,0%	100,0%
Viseu (Município) (150830)	59.054	59.054	19.155	4.915,070	59.054	19.155	100,0%	100,0%
Macapá (Município) (160030)	456.171	456.171	436.708	6.503,460	431.374	411.911	94,3%	94,6%
Santana (Município) (160060)	112.218	112.218	109.834	1.541,220	110.844	108.460	98,7%	98,8%
Araguaína (Município) (170210)	170.183	170.183	161.634	4.000,420	140.364	131.815	81,6%	82,5%
Gurupi (Município) (170950)	83.707	83.707	81.793	1.836,090	63.332	61.418	75,1%	75,7%
Paraíso do Tocantins (Município) (171610)	49.076	49.076	46.928	1.268,060	43.614	41.466	88,4%	88,9%
Porto Nacional (Município) (171820)	52.182	52.182	45.056	4.449,920	16.084	9.712	21,6%	30,8%
Palmas (Município) (172100)	272.726	272.726	264.855	2.218,940	78.874	71.003	26,8%	28,9%
Açailândia (Município) (210005)	109.685	109.685	82.476	5.806,440	109.685	82.476	100,0%	100,0%
Alcântara (Município) (210020)	21.659	21.659	6.343	1.457,920	21.659	6.343	100,0%	100,0%
Bacabal (Município) (210120)	102.656	102.656	79.917	1.683,070	95.015	72.276	90,4%	92,6%
Balsas (Município) (210140)	92.144	92.144	80.277	13.141,760	92.144	80.277	100,0%	100,0%
Barra do Corda (Município) (210160)	86.151	86.151	53.719	5.190,340	86.151	53.719	100,0%	100,0%
Barreirinhas (Município) (210170)	60.588	60.588	24.325	3.026,540	59.041	22.778	93,6%	97,4%
Buriticupu (Município) (210232)	70.417	70.417	38.631	2.545,440	70.417	38.631	100,0%	100,0%
Caxias (Município) (210300)	161.137	161.137	123.125	5.196,770	152.093	114.081	92,7%	94,4%
Chapadinha (Município) (210320)	77.684	77.684	56.007	3.247,390	77.684	56.007	100,0%	100,0%
Codó (Município) (210330)	120.265	120.265	82.574	4.361,340	110.635	72.944	88,3%	92,0%
Coroatá (Município) (210360)	63.821	63.821	44.519	2.263,770	63.821	44.519	100,0%	100,0%
Grajaú (Município) (210480)	67.626	67.626	40.342	8.863,570	67.626	40.342	100,0%	100,0%
Imperatriz (Município) (210530)	253.123	253.123	239.871	1.368,990	189.042	175.790	73,3%	74,7%
Itapecuru Mirim (Município) (210540)	66.433	66.433	37.081	1.471,440	66.433	37.081	100,0%	100,0%
Paço do Lumiar (Município) (210750)	117.877	117.877	88.374	125,260	88.622	66.441	75,2%	75,2%
Pinheiro (Município) (210860)	81.438	81.438	48.435	1.512,970	81.438	48.435	100,0%	100,0%
Raposa (Município) (210945)	29.755	29.755	18.846	66,400	-	-	-	-
Santa Inês (Município) (210990)	83.238	83.238	78.838	786,690	83.238	78.838	100,0%	100,0%
Santa Luzia (Município) (211000)	71.067	71.067	24.752	4.837,040	71.067	24.752	100,0%	100,0%
São José de Ribamar (Município) (211120)	174.267	174.267	40.304	385,780	142.141	32.874	81,6%	81,6%
São Luís (Município) (211130)	1.073.893	1.073.893	1.014.301	834,830	554.718	495.126	48,8%	51,7%
Timon (Município) (211220)	164.869	164.869	143.312	1.764,610	164.869	143.312	100,0%	100,0%
Tutóia (Município) (211250)	57.253	57.253	20.260	1.651,650	57.253	20.260	100,0%	100,0%
Vargem Grande (Município) (211270)	54.845	54.845	29.621	1.957,750	54.845	29.621	100,0%	100,0%
Viana (Município) (211280)	51.249	51.249	27.868	1.168,440	-	-	-	-
Zé Doca (Município) (211400)	50.507	50.507	31.069	2.140,110	50.507	31.069	100,0%	100,0%
Altos (Município) (220040)	39.715	39.715	28.018	957,650	37.525	25.828	92,2%	94,5%
Beneditinos (Município) (220160)	10.027	10.027	6.334	788,580	10.027	6.334	100,0%	100,0%
Coivaras (Município) (220273)	3.930	3.930	1.210	485,500	3.930	1.210	100,0%	100,0%
Curralinhos (Município) (220325)	4.337	4.337	1.380	345,850	-	-	-	-
Demerval Lobão (Município) (220330)	13.552	13.552	11.097	216,810	13.552	11.097	100,0%	100,0%
Floriano (Município) (220390)	58.803	58.803	50.934	3.409,650	56.853	48.984	96,2%	96,7%
José de Freitas (Município) (220550)	38.314	38.314	22.317	1.538,170	38.314	22.317	100,0%	100,0%
Lagoa Alegre (Município) (220555)	8.330	8.330	3.164	394,660	8.330	3.164	100,0%	100,0%
Lagoa do Piauí (Município) (220558)	3.975	3.975	1.720	426,630	-	-	-	-
Miguel Leão (Município) (220630)	1.235	1.235	850	93,520	1.235	850	100,0%	100,0%
Monsenhor Gil (Município) (220640)	10.410	10.410	5.349	582,550	10.410	5.349	100,0%	100,0%
Nazária (Município) (220672)	8.366	8.366	1.713	363,590	8.366	1.713	100,0%	100,0%
Parnaíba (Município) (220770)	149.803	149.803	141.352	434,230	111.846	103.395	73,1%	74,7%
Pau D'Arco do Piauí (Município) (220779)	3.937	3.937	583	430,820	-	-	-	-
Picos (Município) (220800)	76.544	76.544	60.793	577,300	57.230	41.479	68,2%	74,8%
Piripiri (Município) (220840)	62.650	62.650	45.128	1.408,930	62.650	45.128	100,0%	100,0%
Teresina (Município) (221100)	844.245	844.245	795.851	1.391,980	675.724	627.330	78,8%	80,0%
União (Município) (221110)	43.606	43.606	21.433	1.173,450	43.606	21.433	100,0%	100,0%
Acaraú (Município) (230020)	61.210	61.210	30.038	842,560	58.687	27.515	91,6%	95,9%
Acopiara (Município) (230030)	53.135	53.135	26.202	2.265,350	49.232	22.299	85,1%	92,7%
Aquiraz (Município) (230100)	77.717	77.717	71.783	481,600	64.597	58.663	81,7%	83,1%
Aracati (Município) (230110)	72.727	72.727	46.307	1.228,060	63.033	36.613	79,1%	86,7%
Barbalha (Município) (230190)	58.855	58.855	40.449	569,510	54.864	36.458	90,1%	93,2%
Beberibe (Município) (230220)	52.310	52.310	22.925	1.623,880	49.030	19.645	85,7%	93,7%
Boa Viagem (Município) (230240)	53.838	53.838	27.283	2.836,780	35.613	9.058	33,2%	66,1%
Camocim (Município) (230260)	62.473	62.473	46.375	1.124,780	44.665	28.567	61,6%	71,5%
Canindé (Município) (230280)	76.998	76.998	48.464	3.218,480	66.661	38.127	78,7%	86,6%
Cascavel (Município) (230350)	70.047	70.047	59.472	835,000	68.876	58.301	98,0%	98,3%
Caucaia (Município) (230370)	353.932	353.932	315.628	1.228,510	249.258	210.954	66,8%	70,4%
Chorozinho (Município) (230395)	19.192	19.192	11.593	278,410	7.602	3	0,0%	39,6%
Crateús (Município) (230410)	74.271	74.271	53.699	2.985,150	54.793	34.221	63,7%	73,8%
Crato (Município) (230420)	128.680	128.680	106.943	1.176,470	93.153	71.416	66,8%	72,4%
Eusébio (Município) (230428)	51.127	51.127	51.127	79,010	46.704	46.704	91,3%	91,3%
Fortaleza (Município) (230440)	2.591.188	2.591.188	2.591.188	314,930	1.320.597	1.320.597	51,0%	51,0%
Granja (Município) (230470)	53.918	53.918	26.518	2.663,030	52.918	25.518	96,2%	98,1%
Guaiúba (Município) (230495)	25.841	25.841	20.248	267,130	23.710	18.117	89,5%	91,8%
Horizonte (Município) (230523)	63.365	63.365	58.614	160,760	59.013	54.262	92,6%	93,1%
Icó (Município) (230540)	67.198	67.198	31.274	1.872,000	49.348	13.424	42,9%	73,4%
Iguatu (Município) (230550)	101.386	101.386	78.410	1.029,210	85.886	62.910	80,2%	84,7%
Itaitinga (Município) (230625)	38.540	38.540	38.269	151,630	37.832	37.561	98,1%	98,2%
Itapajé (Município) (230630)	51.113	51.113	35.932	430,570	49.263	34.432	95,8%	96,4%
Itapipoca (Município) (230640)	124.950	124.950	72.031	1.614,160	97.331	44.412	61,7%	77,9%
Juazeiro do Norte (Município) (230730)	266.022	266.022	255.580	248,830	207.515	197.073	77,1%	78,0%
Limoeiro do Norte (Município) (230760)	58.175	58.175	33.586	750,070	48.250	23.661	70,4%	82,9%
Maracanaú (Município) (230765)	221.504	221.504	219.985	106,650	156.277	154.758	70,3%	70,6%
Maranguape (Município) (230770)	123.570	123.570	93.916	590,870	116.482	86.828	92,5%	94,3%
Morada Nova (Município) (230870)	61.903	61.903	35.309	2.778,580	60.303	33.709	95,5%	97,4%
Pacajus (Município) (230960)	68.800	68.800	56.380	254,640	66.949	54.529	96,7%	97,3%
Pacatuba (Município) (230970)	80.378	80.378	69.034	131,990	49.579	38.235	55,4%	61,7%
Pindoretama (Município) (231085)	20.207	20.207	12.200	75,140	20.207	12.200	100,0%	100,0%
Quixadá (Município) (231130)	85.351	85.351	60.870	2.019,830	75.697	51.216	84,1%	88,7%
Quixeramobim (Município) (231140)	77.174	77.174	46.618	3.275,630	77.174	46.618	100,0%	100,0%
Russas (Município) (231180)	75.018	75.018	48.290	1.590,260	64.331	37.603	77,9%	85,8%
São Gonçalo do Amarante (Município) (231240)	47.297	47.297	30.752	834,450	41.310	24.765	80,5%	87,3%
Sobral (Município) (231290)	201.756	201.756	178.258	2.122,900	23.702	16.106	9,0%	11,7%
Tauá (Município) (231330)	57.701	57.701	33.408	4.018,160	54.268	29.975	89,7%	94,1%
Tianguá (Município) (231340)	73.468	73.468	48.862	908,890	61.980	37.374	76,5%	84,4%
Trairi (Município) (231350)	54.418	54.418	19.878	925,720	53.169	18.629	93,7%	97,7%
Viçosa do Ceará (Município) (231410)	58.922	58.922	19.114	1.311,630	56.212	16.404	85,8%	95,4%
Açu (Município) (240020)	57.292	57.292	42.365	1.303,440	57.292	42.365	100,0%	100,0%
Caicó (Município) (240200)	67.259	67.259	61.630	1.228,580	61.576	55.947	90,8%	91,6%
Ceará-Mirim (Município) (240260)	72.878	72.878	37.961	724,380	48.057	16.276	42,9%	65,9%
Parnamirim (Município) (240325)	242.384	242.384	242.384	123,470	235.610	235.610	97,2%	97,2%
Extremoz (Município) (240360)	27.525	27.525	17.666	139,580	27.525	17.666	100,0%	100,0%
Macaíba (Município) (240710)	78.021	78.021	47.880	510,770	75.595	45.454	94,9%	96,9%
Monte Alegre (Município) (240780)	22.155	22.155	9.642	210,920	20.920	8.407	87,2%	94,4%
Mossoró (Município) (240800)	288.162	288.162	263.125	2.099,330	158.706	133.669	50,8%	55,1%
Natal (Município) (240810)	869.954	869.954	869.954	167,260	543.047	543.047	62,4%	62,4%
Nísia Floresta (Município) (240820)	26.606	26.606	10.493	307,840	26.606	10.493	100,0%	100,0%
São Gonçalo do Amarante (Município) (241200)	98.260	98.260	83.052	249,120	83.478	68.270	82,2%	85,0%
São José de Mipibu (Município) (241220)	43.191	43.191	19.797	290,330	42.920	19.526	98,6%	99,4%
Vera Cruz (Município) (241480)	12.016	12.016	5.263	83,890	12.016	5.263	100,0%	100,0%
Alhandra (Município) (250060)	19.238	19.238	11.915	182,660	19.238	11.915	100,0%	100,0%
Bayeux (Município) (250180)	96.140	96.140	95.250	27,540	87.347	86.457	90,8%	90,9%
Caaporã (Município) (250300)	21.555	21.555	18.576	150,170	21.555	18.576	100,0%	100,0%
Cabedelo (Município) (250320)	65.634	65.634	65.625	31,920	52.560	52.551	80,1%	80,1%
Cajazeiras (Município) (250370)	61.431	61.431	49.927	565,900	52.144	40.640	81,4%	84,9%
Campina Grande (Município) (250400)	405.072	405.072	386.140	593,030	47.460	28.528	7,4%	11,7%
Conde (Município) (250460)	23.975	23.975	16.230	172,950	23.975	16.230	100,0%	100,0%
Cruz do Espírito Santo (Município) (250490)	17.212	17.212	7.877	191,100	17.212	7.877	100,0%	100,0%
Guarabira (Município) (250630)	58.162	58.162	51.470	165,740	24.405	17.713	34,4%	42,0%
João Pessoa (Município) (250750)	791.438	791.438	788.452	211,480	192.212	189.226	24,0%	24,3%
Lucena (Município) (250860)	12.804	12.804	11.082	88,550	12.804	11.082	100,0%	100,0%
Mamanguape (Município) (250890)	44.369	44.369	35.906	340,480	41.519	33.056	92,1%	93,6%
Patos (Município) (251080)	106.314	106.314	102.728	473,060	99.297	95.711	93,2%	93,4%
Pedras de Fogo (Município) (251120)	28.286	28.286	17.117	404,880	26.690	15.521	90,7%	94,4%
Pitimbu (Município) (251190)	18.685	18.685	11.397	136,440	18.685	11.397	100,0%	100,0%
Rio Tinto (Município) (251290)	24.023	24.023	13.652	465,670	24.023	13.652	100,0%	100,0%
Santa Rita (Município) (251370)	134.940	134.940	116.329	730,210	129.839	111.228	95,6%	96,2%
Sapé (Município) (251530)	52.218	52.218	39.719	315,530	41.277	28.778	72,5%	79,0%
Sousa (Município) (251620)	68.822	68.822	54.261	738,550	40.003	27.432	50,6%	58,1%
Abreu e Lima (Município) (260005)	98.602	98.602	90.453	126,190	76.600	68.451	75,7%	77,7%
Araçoiaba (Município) (260105)	19.816	19.816	16.664	96,380	19.816	16.664	100,0%	100,0%
Araripina (Município) (260110)	82.800	82.800	50.244	2.037,390	47.269	14.713	29,3%	57,1%
Arcoverde (Município) (260120)	72.625	72.625	66.159	323,370	68.766	62.300	94,2%	94,7%
Belo Jardim (Município) (260170)	75.462	75.462	60.669	647,700	22.307	11.789	19,4%	29,6%
Bezerros (Município) (260190)	60.386	60.386	51.197	490,820	60.386	51.197	100,0%	100,0%
Brejo da Madre de Deus (Município) (260260)	49.092	49.092	38.165	762,350	29.092	18.165	47,6%	59,3%
Buíque (Município) (260280)	56.523	56.523	22.992	1.320,870	56.523	22.992	100,0%	100,0%
Cabo de Santo Agostinho (Município) (260290)	200.546	200.546	181.858	448,740	176.565	157.877	86,8%	88,0%
Camaragibe (Município) (260345)	154.054	154.054	154.054	51,260	151.320	151.320	98,2%	98,2%
Carpina (Município) (260400)	81.054	81.054	78.020	147,670	81.054	78.020	100,0%	100,0%
Caruaru (Município) (260410)	347.088	347.088	308.156	920,610	194.247	155.315	50,4%	56,0%
Escada (Município) (260520)	67.381	67.381	57.247	342,200	67.381	57.247	100,0%	100,0%
Garanhuns (Município) (260600)	136.949	136.949	122.078	458,550	123.242	108.371	88,8%	90,0%
Goiana (Município) (260620)	78.618	78.618	60.306	445,810	78.618	60.306	100,0%	100,0%
Gravatá (Município) (260640)	81.893	81.893	73.246	506,790	80.381	71.734	97,9%	98,2%
Igarassu (Município) (260680)	112.463	112.463	103.545	305,560	110.008	101.090	97,6%	97,8%
Ipojuca (Município) (260720)	91.341	91.341	67.646	527,110	80.423	56.728	83,9%	88,0%
Ilha de Itamaracá (Município) (260760)	24.888	24.888	19.326	66,680	24.888	19.326	100,0%	100,0%
Itapissuma (Município) (260775)	25.798	25.798	19.884	74,240	22.798	16.884	84,9%	88,4%
Jaboatão dos Guararapes (Município) (260790)	686.122	686.122	671.194	258,690	640.433	625.505	93,2%	93,3%
Limoeiro (Município) (260890)	56.269	56.269	45.227	273,740	56.269	45.227	100,0%	100,0%
Moreno (Município) (260940)	61.016	61.016	54.022	196,070	43.016	36.022	66,7%	70,5%
Olinda (Município) (260960)	389.494	389.494	381.816	41,680	248.628	240.950	63,1%	63,8%
Ouricuri (Município) (260990)	67.676	67.676	34.276	2.381,580	67.676	34.276	100,0%	100,0%
Palmares (Município) (261000)	62.300	62.300	49.071	339,290	62.300	49.071	100,0%	100,0%
Paudalho (Município) (261060)	55.028	55.028	38.929	274,780	55.028	38.929	100,0%	100,0%
Paulista (Município) (261070)	322.730	322.730	322.730	97,310	198.433	198.433	61,5%	61,5%
Pesqueira (Município) (261090)	66.153	66.153	47.436	980,880	66.153	47.436	100,0%	100,0%
Petrolina (Município) (261110)	331.951	331.951	247.544	4.561,870	122.424	38.017	15,4%	36,9%
Recife (Município) (261160)	1.617.183	1.617.183	1.617.183	218,440	971.177	971.177	60,1%	60,1%
Salgueiro (Município) (261220)	59.769	59.769	48.248	1.686,810	39.832	28.311	58,7%	66,6%
Santa Cruz do Capibaribe (Município) (261250)	101.485	101.485	99.181	335,310	101.485	99.181	100,0%	100,0%
São Bento do Una (Município) (261300)	57.659	57.659	30.214	719,150	57.659	30.214	100,0%	100,0%
São Lourenço da Mata (Município) (261370)	110.264	110.264	103.708	262,110	99.661	93.105	89,8%	90,4%
Serra Talhada (Município) (261390)	84.352	84.352	65.235	2.980,010	18.902	285	0,4%	22,4%
Surubim (Município) (261450)	63.166	63.166	47.536	252,860	63.166	47.536	100,0%	100,0%
Timbaúba (Município) (261530)	53.581	53.581	46.157	292,990	53.581	46.157	100,0%	100,0%
Vitória de Santo Antão (Município) (261640)	135.805	135.805	118.518	335,940	97.583	80.296	67,8%	71,9%
Arapiraca (Município) (270030)	231.053	231.053	195.937	345,660	161.053	161.937	82,6%	69,7%
Barra de Santo Antônio (Município) (270050)	15.742	15.742	14.649	131,630	-	-	-	-
Barra de São Miguel (Município) (270060)	8.266	8.266	7.117	76,620	8.266	7.117	100,0%	100,0%
Campo Alegre (Município) (270140)	56.430	56.430	24.609	312,710	43.782	11.961	48,6%	77,6%
Coqueiro Seco (Município) (270220)	5.870	5.870	5.283	39,610	5.870	5.283	100,0%	100,0%
Coruripe (Município) (270230)	56.631	56.631	50.018	898,630	48.400	41.787	83,5%	85,5%
Delmiro Gouveia (Município) (270240)	51.997	51.997	37.681	626,690	7.997	37.301	99,0%	15,4%
Maceió (Município) (270430)	1.013.773	1.013.773	1.013.100	509,550	659.254	658.581	65,0%	65,0%
Marechal Deodoro (Município) (270470)	51.132	51.132	48.257	332,140	37.248	34.373	71,2%	72,8%
Messias (Município) (270520)	17.576	17.576	15.986	114,160	17.576	15.986	100,0%	100,0%
Palmeira dos Índios (Município) (270630)	73.878	73.878	54.184	450,960	71.509	51.815	95,6%	96,8%
Paripueira (Município) (270644)	12.887	12.887	11.413	92,850	12.887	11.413	100,0%	100,0%
Penedo (Município) (270670)	64.074	64.074	47.776	689,880	64.074	47.776	100,0%	100,0%
Pilar (Município) (270690)	35.295	35.295	33.701	251,070	31.295	29.701	88,1%	88,7%
Rio Largo (Município) (270770)	75.645	75.645	61.800	293,820	75.645	61.800	100,0%	100,0%
Santa Luzia do Norte (Município) (270790)	7.325	7.325	6.561	28,860	7.325	6.561	100,0%	100,0%
São Miguel dos Campos (Município) (270860)	60.539	60.539	58.308	360,880	709	683	1,2%	1,2%
Satuba (Município) (270890)	13.381	13.381	11.722	41,270	13.381	11.722	100,0%	100,0%
União dos Palmares (Município) (270930)	66.017	66.017	50.447	420,720	27.521	12.471	24,7%	41,7%
Aracaju (Município) (280030)	632.744	632.744	632.744	181,860	380.114	380.114	60,1%	60,1%
Barra dos Coqueiros (Município) (280060)	28.677	28.677	23.981	89,600	13.260	8.564	35,7%	46,2%
Estância (Município) (280210)	68.405	68.405	58.157	644,490	67.365	57.117	98,2%	98,5%
Itabaiana (Município) (280290)	93.572	93.572	72.851	337,300	75.572	57.851	79,4%	80,8%
Lagarto (Município) (280350)	102.257	102.257	52.677	968,920	95.795	46.215	87,7%	93,7%
Nossa Senhora do Socorro (Município) (280480)	177.344	177.344	171.826	155,020	127.581	122.063	71,0%	71,9%
São Cristóvão (Município) (280670)	86.979	86.979	73.525	438,040	62.521	49.067	66,7%	71,9%
Tobias Barreto (Município) (280740)	51.375	51.375	34.465	1.024,190	51.375	34.465	100,0%	100,0%
Alagoinhas (Município) (290070)	154.495	154.495	135.005	707,560	121.802	105.937	78,5%	78,8%
Araci (Município) (290210)	56.370	56.370	21.432	1.495,550	55.335	20.397	95,2%	98,2%
Barra (Município) (290270)	54.188	54.188	24.659	11.422,540	-	-	-	-
Barreiras (Município) (290320)	153.918	153.918	138.590	7.861,760	95.426	80.098	57,8%	62,0%
Bom Jesus da Lapa (Município) (290390)	69.526	69.526	47.204	4.115,510	22.322	0	0,0%	32,1%
Brumado (Município) (290460)	69.255	69.255	48.382	2.207,610	64.853	43.980	90,9%	93,6%
Caetité (Município) (290520)	52.531	52.531	31.450	2.651,540	52.531	31.450	100,0%	100,0%
Camaçari (Município) (290570)	286.919	286.919	273.933	784,660	205.358	192.372	70,2%	71,6%
Campo Formoso (Município) (290600)	72.271	72.271	26.974	7.161,830	69.310	24.013	89,0%	95,9%
Candeias (Município) (290650)	88.806	88.806	81.155	251,630	55.791	48.140	59,3%	62,8%
