Localidade	"Número de moradias permanentes
(habitações) (IBGE)"	"Número de moradias permanentes em áreas urbanas
(habitações) (IBGE)"	"Número de pessoas por moradia
(pessoas por moradia) (IBGE)"	"Número de pessoas por moradia (área urbana)
(pessoas por moradia) (IBGE)"	"PIB, em R$ milhões a preços de 2017
(R$ milhões a preços de 2019) (IBGE)"	"PIB per capita, em R$ a preços de 2017
(R$ por habitante a preços de 2019) (IBGE)"	"Área do município
(km²) (IBGE)"	"Densidade demográfica (pessoas por km²)
(Pessoas por km²) (IBGE)"
Açailândia (Município) (210005)	29.020	22.031	3,67	3,63	1.815,680	17.061,12	5.806,440	18,33
Alcântara (Município) (210020)	6.405	1.798	3,37	3,52	195,680	9.057,29	1.457,920	14,82
Bacabal (Município) (210120)	27.704	22.116	3,65	3,56	1.052,870	10.404,37	1.683,070	60,13
Balsas (Município) (210140)	22.469	19.956	3,87	3,80	2.910,680	33.434,13	13.141,760	6,62
Barra do Corda (Município) (210160)	22.833	14.739	3,69	3,56	620,010	7.365,24	5.190,340	16,22
Barreirinhas (Município) (210170)	12.890	5.557	4,51	4,20	377,840	6.505,18	3.026,540	19,19
Buriticupu (Município) (210232)	15.825	8.963	4,26	4,12	482,400	7.159,65	2.545,440	26,47
Caxias (Município) (210300)	42.377	32.927	3,73	3,67	1.760,150	11.136,05	5.196,770	30,41
Chapadinha (Município) (210320)	18.614	13.881	4,04	3,90	575,330	7.654,07	3.247,390	23,15
Codó (Município) (210330)	31.201	21.768	3,82	3,76	1.058,160	8.886,20	4.361,340	27,30
Coroatá (Município) (210360)	16.798	12.189	3,73	3,58	374,450	5.977,96	2.263,770	27,67
Grajaú (Município) (210480)	15.754	9.749	4,09	3,95	607,870	9.422,94	8.863,570	7,28
Imperatriz (Município) (210530)	72.371	69.659	3,46	3,40	6.138,440	24.547,58	1.368,990	182,66
Itapecuru Mirim (Município) (210540)	16.569	9.489	3,86	3,76	517,470	8.097,24	1.471,440	43,43
Paço do Lumiar (Município) (210750)	28.600	22.068	3,86	3,75	697,100	6.318,87	125,260	880,74
Pinheiro (Município) (210860)	20.584	12.640	3,87	3,74	677,250	8.511,78	1.512,970	52,59
Raposa (Município) (210945)	6.907	4.386	4,01	4,00	176,850	6.379,31	66,400	417,52
Santa Inês (Município) (210990)	21.388	20.562	3,68	3,63	1.097,180	13.935,49	786,690	100,08
Santa Luzia (Município) (211000)	18.440	6.873	4,06	3,80	572,730	7.642,16	4.837,040	15,49
São José de Ribamar (Município) (211120)	44.881	9.391	3,74	4,13	1.620,440	9.661,90	385,780	434,74
São Luís (Município) (211130)	289.987	273.304	3,59	3,59	31.686,030	30.478,77	834,830	1.245,30
Timon (Município) (211220)	42.715	37.529	3,73	3,69	1.495,000	9.374,76	1.764,610	90,37
Tutóia (Município) (211250)	11.980	4.477	4,56	4,32	298,490	5.463,98	1.651,650	33,08
Vargem Grande (Município) (211270)	11.705	6.762	4,41	4,12	272,110	5.270,12	1.957,750	26,37
Viana (Município) (211280)	13.011	7.257	3,86	3,77	334,770	6.661,15	1.168,440	43,01
Zé Doca (Município) (211400)	12.533	8.136	3,94	3,73	416,710	8.443,19	2.140,110	23,06
Altos (Município) (220040)	10.865	7.806	3,61	3,55	274,300	6.991,75	957,650	40,97
Beneditinos (Município) (220160)	2.902	1.859	3,43	3,38	56,610	5.693,45	788,580	12,61
Coivaras (Município) (220273)	1.068	355	3,63	3,36	25,320	6.539,39	485,500	7,98
Curralinhos (Município) (220325)	1.155	375	3,69	3,62	20,200	4.736,48	345,850	12,33
Demerval Lobão (Município) (220330)	3.975	3.283	3,37	3,34	95,160	7.102,19	216,810	61,80
Floriano (Município) (220390)	16.909	14.744	3,44	3,42	984,680	16.931,09	3.409,650	17,06
José de Freitas (Município) (220550)	9.672	5.696	3,90	3,86	282,000	7.475,47	1.538,170	24,53
Lagoa Alegre (Município) (220555)	2.053	795	3,99	3,91	45,040	5.503,88	394,660	20,74
Lagoa do Piauí (Município) (220558)	1.114	498	3,52	3,41	55,810	14.236,00	426,630	9,19
Miguel Leão (Município) (220630)	351	239	3,52	3,56	12,540	10.146,83	93,520	13,22
Monsenhor Gil (Município) (220640)	2.987	1.585	3,46	3,35	91,880	8.888,06	582,550	17,74
Nazária (Município) (220672)	2.305	478	3,57	3,53	51,390	6.246,66	363,590	22,63
Parnaíba (Município) (220770)	40.521	38.466	3,65	3,62	1.739,330	11.773,53	434,230	340,22
Pau D'Arco do Piauí (Município) (220779)	1.079	175	3,58	3,26	21,650	5.610,99	430,820	8,96
Picos (Município) (220800)	22.228	17.794	3,40	3,37	1.238,060	16.402,23	577,300	130,75
Piripiri (Município) (220840)	17.795	13.110	3,49	3,41	565,040	9.100,61	1.408,930	44,07
Teresina (Município) (221100)	231.129	218.677	3,59	3,58	18.649,490	22.463,02	1.391,980	596,44
União (Município) (221110)	11.344	5.681	3,80	3,73	352,950	8.191,98	1.173,450	36,72
Acaraú (Município) (230020)	15.542	7.863	3,79	3,67	580,990	9.872,67	842,560	69,84
Acopiara (Município) (230030)	15.920	8.367	3,25	3,05	367,180	7.092,81	2.265,350	22,85
Aquiraz (Município) (230100)	20.990	19.665	3,55	3,50	1.519,580	20.406,64	481,600	154,62
Aracati (Município) (230110)	20.986	13.648	3,35	3,28	1.218,270	17.314,06	1.228,060	57,30
Barbalha (Município) (230190)	15.561	10.932	3,64	3,56	825,620	14.593,11	569,510	99,34
Beberibe (Município) (230220)	14.931	6.687	3,37	3,30	598,020	11.874,05	1.623,880	31,01
Boa Viagem (Município) (230240)	16.057	8.610	3,29	3,11	288,270	5.456,71	2.836,780	18,62
Camocim (Município) (230260)	16.623	12.608	3,66	3,58	758,670	12.463,78	1.124,780	54,12
Canindé (Município) (230280)	21.136	13.864	3,56	3,41	615,770	8.187,50	3.218,480	23,37
Cascavel (Município) (230350)	19.926	17.071	3,39	3,36	810,400	12.005,33	835,000	80,84
Caucaia (Município) (230370)	94.427	85.015	3,56	3,53	5.384,650	16.021,40	1.228,510	273,58
Chorozinho (Município) (230395)	5.807	3.576	3,26	3,20	131,490	6.939,96	278,410	68,05
Crateús (Município) (230410)	22.986	16.902	3,18	3,13	616,660	8.435,58	2.985,150	24,49
Crato (Município) (230420)	35.947	30.341	3,45	3,40	1.526,940	12.317,67	1.176,470	105,37
Eusébio (Município) (230428)	13.461	13.498	3,57	3,56	2.316,330	48.263,96	79,010	607,47
Fortaleza (Município) (230440)	751.422	751.422	3,33	3,33	63.958,540	25.581,43	314,930	7.938,89
Granja (Município) (230470)	14.012	7.313	3,75	3,53	280,150	5.333,43	2.663,030	19,72
Guaiúba (Município) (230495)	6.779	5.354	3,65	3,62	158,400	6.406,03	267,130	92,57
Horizonte (Município) (230523)	16.612	15.510	3,52	3,48	1.595,370	27.309,54	160,760	363,38
Icó (Município) (230540)	19.320	9.399	3,41	3,26	521,320	7.910,73	1.872,000	35,20
Iguatu (Município) (230550)	30.500	23.729	3,22	3,20	1.519,970	15.488,05	1.029,210	95,35
Itaitinga (Município) (230625)	9.847	9.802	3,74	3,73	390,600	10.610,16	151,630	242,78
Itapajé (Município) (230630)	13.710	9.797	3,58	3,53	536,200	10.913,85	430,570	114,11
Itapipoca (Município) (230640)	31.718	18.982	3,76	3,62	1.296,730	10.867,63	1.614,160	73,92
Juazeiro do Norte (Município) (230730)	73.318	70.825	3,49	3,47	3.953,860	15.466,03	248,830	1.027,39
Limoeiro do Norte (Município) (230760)	18.171	10.735	3,10	3,03	804,590	14.302,55	750,070	75,00
Maracanaú (Município) (230765)	61.320	61.093	3,48	3,47	7.434,960	34.839,84	106,650	2.001,01
Maranguape (Município) (230770)	30.684	23.798	3,82	3,75	1.275,760	10.875,52	590,870	198,53
Morada Nova (Município) (230870)	19.327	11.308	3,19	3,11	669,680	10.851,47	2.778,580	22,21
Pacajus (Município) (230960)	18.635	15.475	3,46	3,42	1.007,970	15.622,38	254,640	253,39
Pacatuba (Município) (230970)	19.822	17.164	3,80	3,77	968,290	12.840,17	131,990	571,32
Pindoretama (Município) (231085)	5.675	3.479	3,39	3,34	167,910	8.724,18	75,140	256,15
Quixadá (Município) (231130)	23.463	17.108	3,51	3,43	952,570	11.580,29	2.019,830	40,73
Quixeramobim (Município) (231140)	21.747	13.499	3,39	3,30	771,890	10.457,56	3.275,630	22,53
Russas (Município) (231180)	21.631	14.243	3,32	3,24	1.022,910	14.261,92	1.590,260	45,10
São Gonçalo do Amarante (Município) (231240)	12.744	8.372	3,54	3,51	646,360	14.318,69	834,450	54,10
Sobral (Município) (231290)	53.532	47.563	3,61	3,59	4.174,880	21.616,48	2.122,900	90,98
Tauá (Município) (231330)	17.221	10.378	3,27	3,14	471,260	8.369,47	4.018,160	14,01
Tianguá (Município) (231340)	19.310	13.142	3,65	3,57	758,510	10.754,90	908,890	77,60
Trairi (Município) (231350)	14.179	5.380	3,70	3,56	527,380	10.052,19	925,720	56,67
Viçosa do Ceará (Município) (231410)	14.358	5.073	3,93	3,61	344,150	6.102,63	1.311,630	43,00
Açu (Município) (240020)	15.683	11.683	3,45	3,42	977,150	18.085,07	1.303,440	41,45
Caicó (Município) (240200)	19.632	18.107	3,24	3,22	1.114,660	17.534,15	1.228,580	51,74
Ceará-Mirim (Município) (240260)	18.327	9.695	3,77	3,71	808,940	11.722,98	724,380	95,26
Parnamirim (Município) (240325)	63.615	63.722	3,37	3,36	4.912,830	22.935,82	123,470	1.734,81
Extremoz (Município) (240360)	6.863	4.508	3,69	3,61	297,110	11.732,35	139,580	181,44
Macaíba (Município) (240710)	20.544	12.790	3,49	3,44	1.851,190	25.829,39	510,770	140,32
Monte Alegre (Município) (240780)	6.021	2.693	3,48	3,39	181,480	8.658,94	210,920	99,37
Mossoró (Município) (240800)	77.379	71.018	3,45	3,43	7.993,940	29.967,02	2.099,330	127,07
Natal (Município) (240810)	249.583	249.583	3,28	3,28	23.113,770	28.270,62	167,260	4.888,02
Nísia Floresta (Município) (240820)	6.738	2.732	3,64	3,54	307,920	12.567,78	307,840	79,59
São Gonçalo do Amarante (Município) (241200)	25.784	21.996	3,51	3,47	1.870,120	20.692,65	249,120	362,78
São José de Mipibu (Município) (241220)	11.404	5.332	3,55	3,48	782,060	19.304,95	290,330	139,53
Vera Cruz (Município) (241480)	2.939	1.317	3,76	3,68	92,760	8.393,97	83,890	131,73
Alhandra (Município) (250060)	5.240	3.313	3,50	3,43	525,730	28.690,98	182,660	100,32
Bayeux (Município) (250180)	29.161	29.000	3,45	3,43	1.281,230	12.743,10	27,540	3.651,33
Caaporã (Município) (250300)	5.704	4.953	3,62	3,59	489,860	23.718,65	150,170	137,53
Cabedelo (Município) (250320)	17.966	18.025	3,35	3,34	2.700,280	44.835,83	31,920	1.887,08
Cajazeiras (Município) (250370)	18.051	14.859	3,28	3,23	961,990	16.269,14	565,900	104,49
Campina Grande (Município) (250400)	116.827	112.000	3,34	3,32	8.824,630	22.627,55	593,030	657,64
Conde (Município) (250460)	6.056	4.118	3,66	3,64	606,530	27.378,07	172,950	128,09
Cruz do Espírito Santo (Município) (250490)	4.392	2.050	3,72	3,64	130,850	8.019,42	191,100	85,38
Guarabira (Município) (250630)	16.962	15.164	3,30	3,27	861,350	15.387,56	165,740	337,73
João Pessoa (Município) (250750)	226.977	226.382	3,27	3,27	19.578,180	26.368,69	211,480	3.510,95
Lucena (Município) (250860)	3.245	2.856	3,71	3,65	155,010	12.886,66	88,550	135,85
Mamanguape (Município) (250890)	12.081	9.954	3,52	3,46	598,020	14.058,83	340,480	124,93
Patos (Município) (251080)	30.155	29.295	3,38	3,37	1.454,180	14.253,89	473,060	215,66
Pedras de Fogo (Município) (251120)	7.717	4.844	3,56	3,43	459,100	16.707,35	404,880	67,87
Pitimbu (Município) (251190)	4.936	3.117	3,54	3,42	156,360	8.938,98	136,440	128,21
Rio Tinto (Município) (251290)	6.921	4.106	3,39	3,24	244,520	10.435,74	465,670	50,32
Santa Rita (Município) (251370)	35.017	30.529	3,48	3,44	2.343,850	19.212,82	730,210	167,07
Sapé (Município) (251530)	14.663	11.441	3,45	3,36	602,550	11.916,38	315,530	160,25
Sousa (Município) (251620)	19.597	15.556	3,39	3,37	1.033,850	15.556,69	738,550	89,98
Abreu e Lima (Município) (260005)	29.776	27.493	3,20	3,18	1.555,890	16.335,99	126,190	754,74
Araçoiaba (Município) (260105)	5.128	4.345	3,63	3,60	111,360	5.981,71	96,380	193,16
Araripina (Município) (260110)	21.820	13.809	3,59	3,44	835,670	10.676,73	2.037,390	38,42
Arcoverde (Município) (260120)	21.348	19.641	3,27	3,24	954,600	13.660,57	323,370	216,10
Belo Jardim (Município) (260170)	23.496	19.255	3,11	3,05	1.476,160	20.222,43	647,700	112,70
Bezerros (Município) (260190)	20.402	17.563	2,89	2,84	704,010	11.959,94	490,820	119,93
Brejo da Madre de Deus (Município) (260260)	14.049	10.982	3,29	3,27	313,070	6.769,47	762,350	60,67
Buíque (Município) (260280)	13.897	6.076	3,84	3,57	452,580	8.490,55	1.320,870	40,36
Cabo de Santo Agostinho (Município) (260290)	56.529	51.809	3,35	3,31	8.745,770	46.219,64	448,740	421,68
Camaragibe (Município) (260345)	44.695	44.805	3,29	3,28	1.429,750	9.736,35	51,260	2.864,92
Carpina (Município) (260400)	22.678	21.937	3,37	3,36	1.326,420	17.332,74	147,670	518,25
Caruaru (Município) (260410)	101.917	91.033	3,18	3,16	6.720,120	20.735,03	920,610	352,04
Escada (Município) (260520)	19.179	16.681	3,36	3,28	797,200	12.374,64	342,200	188,26
Garanhuns (Município) (260600)	39.550	35.686	3,32	3,28	2.211,200	16.857,62	458,550	286,05
Goiana (Município) (260620)	22.730	17.772	3,34	3,28	1.672,700	22.037,66	445,810	170,26
Gravatá (Município) (260640)	24.814	22.432	3,14	3,10	1.051,720	13.510,40	506,790	153,61
Igarassu (Município) (260680)	31.416	29.090	3,34	3,32	2.209,050	21.037,94	305,560	343,64
Ipojuca (Município) (260720)	23.358	17.900	3,59	3,47	10.181,490	121.407,67	527,110	159,10
Ilha de Itamaracá (Município) (260760)	5.734	5.372	3,98	3,29	199,600	8.756,53	66,680	341,82
Itapissuma (Município) (260775)	6.834	5.618	3,56	3,34	922,970	37.949,57	74,240	327,62
Jaboatão dos Guararapes (Município) (260790)	208.457	204.701	3,14	3,13	14.649,160	22.372,44	258,690	2.531,12
Limoeiro (Município) (260890)	17.356	14.058	3,19	3,16	666,320	12.039,84	273,740	202,17
Moreno (Município) (260940)	17.426	15.627	3,32	3,28	577,790	9.991,53	196,070	294,93
Olinda (Município) (260960)	119.810	117.842	3,17	3,16	6.154,260	16.226,55	41,680	9.099,37
Ouricuri (Município) (260990)	17.538	9.409	3,74	3,53	531,410	8.111,94	2.381,580	27,51
Palmares (Município) (261000)	16.424	13.163	3,66	3,60	912,670	15.188,10	339,290	177,11
Paudalho (Município) (261060)	15.026	10.742	3,48	3,44	607,980	11.625,55	274,780	190,33
Paulista (Município) (261070)	95.929	96.163	3,19	3,18	4.826,420	15.760,31	97,310	3.146,98
Pesqueira (Município) (261090)	19.487	14.491	3,26	3,14	680,540	10.713,97	980,880	64,76
Petrolina (Município) (261110)	85.113	65.013	3,59	3,50	6.205,500	20.322,43	4.561,870	66,94
Recife (Município) (261160)	498.577	498.577	3,12	3,12	59.927,800	38.537,81	218,440	7.119,00
Salgueiro (Município) (261220)	15.937	13.001	3,60	3,56	1.117,780	19.492,82	1.686,810	33,99
Santa Cruz do Capibaribe (Município) (261250)	27.492	26.903	3,34	3,34	1.421,900	15.473,74	335,310	274,05
São Bento do Una (Município) (261300)	15.530	8.523	3,51	3,35	832,400	15.292,13	719,150	75,69
São Lourenço da Mata (Município) (261370)	32.082	30.312	3,27	3,25	1.463,820	13.970,19	262,110	399,77
Serra Talhada (Município) (261390)	24.384	19.274	3,30	3,23	1.435,940	17.840,18	2.980,010	27,01
Surubim (Município) (261450)	18.529	14.106	3,22	3,19	752,630	12.596,06	252,860	236,31
Timbaúba (Município) (261530)	16.052	14.157	3,32	3,25	826,620	15.491,46	292,990	182,13
Vitória de Santo Antão (Município) (261640)	41.737	36.938	3,11	3,07	3.101,540	23.875,07	335,940	386,70
Arapiraca (Município) (270030)	61.841	52.640	3,53	3,51	3.896,940	17.864,42	345,660	631,09
Barra de Santo Antônio (Município) (270050)	3.729	3.490	3,93	3,91	121,610	8.292,45	131,630	111,41
Barra de São Miguel (Município) (270060)	2.148	1.879	3,61	3,55	146,600	18.903,52	76,620	101,22
Campo Alegre (Município) (270140)	11.591	5.355	4,51	4,26	430,790	8.232,56	312,710	167,34
Coqueiro Seco (Município) (270220)	1.611	1.457	3,47	3,45	44,820	8.024,41	39,610	141,03
Coruripe (Município) (270230)	14.320	12.729	3,72	3,69	1.238,780	23.274,93	898,630	59,23
Delmiro Gouveia (Município) (270240)	14.034	10.276	3,48	3,45	725,250	14.838,66	626,690	77,99
Maceió (Município) (270430)	298.297	298.171	3,20	3,20	21.611,110	22.667,58	509,550	1.871,04
Marechal Deodoro (Município) (270470)	13.005	12.323	3,65	3,64	1.374,320	28.930,52	332,140	143,02
Messias (Município) (270520)	4.170	3.754	3,91	3,95	131,630	8.079,41	114,160	142,72
Palmeira dos Índios (Município) (270630)	21.682	16.101	3,26	3,22	868,180	12.273,21	450,960	156,86
Paripueira (Município) (270644)	3.017	2.676	3,93	3,92	109,920	9.279,95	92,850	127,57
Penedo (Município) (270670)	17.377	13.182	3,50	3,44	722,810	11.870,74	689,880	88,26
Pilar (Município) (270690)	9.351	8.928	3,60	3,60	747,020	22.217,67	251,070	133,92
Rio Largo (Município) (270770)	19.776	16.236	3,49	3,47	910,580	13.205,99	293,820	234,68
Santa Luzia do Norte (Município) (270790)	1.990	1.795	3,50	3,48	69,210	9.934,59	28,860	241,43
São Miguel dos Campos (Município) (270860)	14.975	14.485	3,76	3,74	1.670,690	29.664,80	360,880	156,06
Satuba (Município) (270890)	4.047	3.608	3,71	3,65	143,770	9.571,64	41,270	363,96
União dos Palmares (Município) (270930)	17.601	13.689	3,57	3,51	775,010	12.316,73	420,720	149,56
Aracaju (Município) (280030)	184.807	184.807	3,18	3,18	17.563,360	29.884,86	181,860	3.231,67
Barra dos Coqueiros (Município) (280060)	7.288	6.094	3,58	3,58	537,450	20.624,54	89,600	290,84
Estância (Município) (280210)	19.381	16.814	3,37	3,30	2.021,120	30.986,41	644,490	101,21
Itabaiana (Município) (280290)	27.660	22.008	3,20	3,13	1.584,000	17.898,11	337,300	262,38
Lagarto (Município) (280350)	29.390	15.649	3,29	3,18	1.316,130	13.624,22	968,920	99,70
Nossa Senhora do Socorro (Município) (280480)	48.232	47.365	3,42	3,38	3.121,520	18.896,06	155,020	1.065,64
São Cristóvão (Município) (280670)	23.828	20.419	3,40	3,35	1.003,810	12.391,06	438,040	184,94
Tobias Barreto (Município) (280740)	14.949	10.147	3,26	3,22	477,550	9.790,77	1.024,190	47,62
Alagoinhas (Município) (290070)	43.874	38.493	3,27	3,26	3.302,300	23.018,95	707,560	202,75
Araci (Município) (290210)	14.362	5.910	3,64	3,37	359,720	6.874,66	1.495,550	34,99
Barra (Município) (290270)	12.112	5.682	4,14	4,02	326,210	6.506,82	11.422,540	4,39
