Localidade	"População total
(pessoas) (IBGE)"	"População das cidades declarantes do SNIS
(pessoas) (SNIS)"	"População urbana total
(pessoas) (SNIS)"	"Área do município
(km²) (IBGE)"	"População total que mora em domicílios sem acesso ao serviço de coleta de esgoto
(pessoas) (SNIS)"	"População urbana que mora em domicílios sem acesso ao serviço de coleta de esgoto
(pessoas) (SNIS)"	"Parcela da população urbana que mora em domicílios sem acesso ao serviço de coleta de esgoto
(% da população) (SNIS)"	"Parcela da população total que mora em domicílios sem acesso ao serviço de coleta de esgoto
(% da população) (SNIS)"
Acará (Município) (150020)	55.591	-	13.097	4.343,810	-	-	-	-
Alenquer (Município) (150040)	56.789	56.789	29.915	23.645,450	-	-	-	-
Altamira (Município) (150060)	114.594	114.594	97.264	159.533,330	77.486	60.156	61,9%	67,6%
Ananindeua (Município) (150080)	530.598	530.598	529.293	190,450	519.580	518.275	97,9%	97,9%
Barcarena (Município) (150130)	124.680	124.680	45.319	1.310,590	117.792	38.431	84,8%	94,5%
Belém (Município) (150140)	1.492.745	1.492.745	1.479.971	1.059,460	1.257.276	1.244.502	84,1%	84,2%
Benevides (Município) (150150)	62.737	-	35.117	187,830	-	-	-	-
Bragança (Município) (150170)	127.686	127.686	81.895	2.091,930	-	-	-	-
Breu Branco (Município) (150178)	66.046	66.046	36.875	3.941,910	-	-	-	-
Breves (Município) (150180)	102.701	102.701	51.494	9.563,010	-	-	-	-
Cametá (Município) (150210)	137.890	-	60.265	3.081,370	-	-	-	-
Capanema (Município) (150220)	69.027	69.027	55.027	614,690	-	-	-	-
Capitão Poço (Município) (150230)	54.303	54.303	22.437	2.899,550	-	-	-	-
Castanhal (Município) (150240)	200.793	200.793	177.865	1.028,890	-	-	-	-
Dom Eliseu (Município) (150293)	59.719	59.719	37.838	5.268,820	-	-	-	-
Igarapé-Miri (Município) (150330)	62.698	62.698	28.290	1.996,790	-	-	-	-
Ipixuna do Pará (Município) (150345)	64.053	-	15.264	5.215,560	-	-	-	-
Itaituba (Município) (150360)	101.247	101.247	73.404	62.042,470	-	-	-	-
Itupiranga (Município) (150370)	53.269	53.269	21.310	7.880,110	52.769	21.310	100,0%	99,1%
Jacundá (Município) (150380)	59.155	59.155	52.616	2.008,320	-	-	-	-
Juruti (Município) (150390)	57.943	57.943	19.507	8.305,130	-	-	-	-
Marabá (Município) (150420)	279.349	279.349	222.684	15.128,060	277.269	220.604	99,1%	99,3%
Marituba (Município) (150442)	131.521	131.521	130.157	103,340	117.271	115.907	89,1%	89,2%
Moju (Município) (150470)	82.094	82.094	29.502	9.094,140	-	-	-	-
Monte Alegre (Município) (150480)	58.032	58.032	25.703	18.152,560	-	-	-	-
Novo Repartimento (Município) (150506)	75.919	75.919	34.197	15.398,720	75.719	34.197	100,0%	99,7%
Óbidos (Município) (150510)	52.137	52.137	26.913	28.021,440	-	-	-	-
Oriximiná (Município) (150530)	73.096	73.096	46.734	107.603,660	-	-	-	-
Paragominas (Município) (150550)	113.145	113.145	88.499	19.342,250	87.224	62.578	70,7%	77,1%
Parauapebas (Município) (150553)	208.273	208.273	187.680	6.886,210	175.923	155.330	82,8%	84,5%
Portel (Município) (150580)	62.043	62.043	29.554	25.384,960	-	-	-	-
Redenção (Município) (150613)	84.787	84.787	78.625	3.823,810	80.177	74.015	94,1%	94,6%
Rondon do Pará (Município) (150618)	52.357	52.357	38.680	8.246,390	-	-	-	-
Santa Bárbara do Pará (Município) (150635)	21.079	21.079	6.712	278,150	20.949	6.582	98,1%	99,4%
Santa Izabel do Pará (Município) (150650)	70.801	70.801	51.196	717,660	-	-	-	-
Santana do Araguaia (Município) (150670)	72.817	72.817	38.466	11.591,460	-	-	-	-
Santarém (Município) (150680)	304.589	304.589	223.122	17.898,390	291.901	210.434	94,3%	95,8%
São Félix do Xingu (Município) (150730)	128.481	128.481	63.457	84.212,850	-	-	-	-
São Miguel do Guamá (Município) (150760)	58.986	58.986	36.471	1.110,180	-	-	-	-
Tailândia (Município) (150795)	106.339	106.339	78.735	4.430,220	-	-	-	-
Tomé-Açu (Município) (150800)	63.447	63.447	35.433	5.145,360	-	-	-	-
Tucuruí (Município) (150810)	113.659	-	108.175	2.086,190	-	-	-	-
Ulianópolis (Município) (150812)	59.210	59.210	38.969	5.088,470	58.100	37.859	97,2%	98,1%
Vigia (Município) (150820)	53.686	53.686	36.269	539,080	-	-	-	-
Viseu (Município) (150830)	61.403	61.403	19.917	4.915,070	-	-	-	-
Macapá (Município) (160030)	503.327	503.327	481.852	6.503,460	448.059	426.584	88,5%	89,0%
Santana (Município) (160060)	121.364	121.364	118.786	1.541,220	119.931	117.353	98,8%	98,8%
Araguaína (Município) (170210)	180.470	180.470	171.405	4.000,420	124.813	115.748	67,5%	69,2%
Gurupi (Município) (170950)	86.647	86.647	84.666	1.836,090	60.695	58.714	69,4%	70,1%
Paraíso do Tocantins (Município) (171610)	51.252	51.252	49.009	1.268,060	38.148	35.905	73,3%	74,4%
Porto Nacional (Município) (171820)	53.010	53.010	45.771	4.449,920	11.027	3.788	8,3%	20,8%
Palmas (Município) (172100)	299.127	299.127	290.494	2.218,940	42.859	34.226	11,8%	14,3%
Açailândia (Município) (210005)	112.445	112.445	84.552	5.806,440	-	-	-	-
Alcântara (Município) (210020)	22.097	22.097	6.471	1.457,920	-	-	-	-
Bacabal (Município) (210120)	104.949	104.949	81.702	1.683,070	100.119	76.872	94,1%	95,4%
Balsas (Município) (210140)	94.887	94.887	82.667	13.141,760	-	-	-	-
Barra do Corda (Município) (210160)	88.212	88.212	55.004	5.190,340	-	-	-	-
Barreirinhas (Município) (210170)	62.528	62.528	25.103	3.026,540	57.978	20.553	81,9%	92,7%
Buriticupu (Município) (210232)	72.358	72.358	39.696	2.545,440	-	-	-	-
Caxias (Município) (210300)	164.880	164.880	125.985	5.196,770	155.780	116.885	92,8%	94,5%
Chapadinha (Município) (210320)	79.675	79.675	57.442	3.247,390	-	-	-	-
Codó (Município) (210330)	122.859	122.859	84.355	4.361,340	111.498	72.994	86,5%	90,8%
Coroatá (Município) (210360)	65.296	65.296	45.548	2.263,770	61.518	41.770	91,7%	94,2%
Grajaú (Município) (210480)	69.527	-	41.476	8.863,570	-	-	-	-
Imperatriz (Município) (210530)	258.682	258.682	245.139	1.368,990	183.049	169.506	69,2%	70,8%
Itapecuru Mirim (Município) (210540)	68.203	68.203	38.069	1.471,440	65.083	34.949	91,8%	95,4%
Paço do Lumiar (Município) (210750)	122.197	122.197	91.613	125,260	74.931	56.177	61,3%	61,3%
Pinheiro (Município) (210860)	83.387	83.387	49.595	1.512,970	-	-	-	-
Raposa (Município) (210945)	30.761	-	19.483	66,400	-	-	-	-
Santa Inês (Município) (210990)	89.044	89.044	84.337	786,690	-	-	-	-
Santa Luzia (Município) (211000)	72.667	72.667	25.310	4.837,040	-	-	-	-
São José de Ribamar (Município) (211120)	177.687	177.687	41.095	385,780	108.958	25.199	61,3%	61,3%
São Luís (Município) (211130)	1.101.884	1.101.884	1.040.739	834,830	554.810	493.665	47,4%	50,4%
Timon (Município) (211220)	169.107	169.107	146.996	1.764,610	165.790	143.679	97,7%	98,0%
Tutóia (Município) (211250)	58.860	58.860	20.829	1.651,650	57.642	19.611	94,2%	97,9%
Vargem Grande (Município) (211270)	56.510	56.510	30.521	1.957,750	-	-	-	-
Viana (Município) (211280)	52.441	-	28.516	1.168,440	-	-	-	-
Zé Doca (Município) (211400)	51.714	51.714	31.812	2.140,110	-	-	-	-
Altos (Município) (220040)	40.524	40.524	28.589	957,650	38.368	26.433	92,5%	94,7%
Beneditinos (Município) (220160)	10.467	10.467	6.612	788,580	-	-	-	-
Coivaras (Município) (220273)	4.020	4.020	1.237	485,500	-	-	-	-
Curralinhos (Município) (220325)	4.443	-	1.414	345,850	-	-	-	-
Demerval Lobão (Município) (220330)	13.817	13.817	11.314	216,810	-	-	-	-
Floriano (Município) (220390)	59.935	59.935	51.915	3.409,650	57.659	49.639	95,6%	96,2%
José de Freitas (Município) (220550)	39.208	39.208	22.838	1.538,170	37.703	21.333	93,4%	96,2%
Lagoa Alegre (Município) (220555)	8.542	8.542	3.245	394,660	-	-	-	-
Lagoa do Piauí (Município) (220558)	4.064	4.064	1.759	426,630	-	-	-	-
Miguel Leão (Município) (220630)	1.246	-	857	93,520	-	-	-	-
Monsenhor Gil (Município) (220640)	10.564	10.564	5.428	582,550	-	-	-	-
Nazária (Município) (220672)	8.570	8.570	1.755	363,590	-	-	-	-
Parnaíba (Município) (220770)	153.078	153.078	144.442	434,230	90.721	82.085	56,8%	59,3%
Pau D'Arco do Piauí (Município) (220779)	4.045	-	599	430,820	-	-	-	-
Picos (Município) (220800)	78.222	78.222	62.126	577,300	21.034	4.938	8,0%	26,9%
Piripiri (Município) (220840)	63.742	63.742	45.914	1.408,930	-	-	-	-
Teresina (Município) (221100)	864.845	864.845	815.271	1.391,980	570.856	521.282	63,9%	66,0%
União (Município) (221110)	44.485	44.485	21.865	1.173,450	25.627	3.007	13,8%	57,6%
Acaraú (Município) (230020)	62.641	62.641	30.740	842,560	60.156	28.255	91,9%	96,0%
Acopiara (Município) (230030)	54.270	54.270	26.762	2.265,350	50.782	23.274	87,0%	93,6%
Aquiraz (Município) (230100)	80.271	80.271	74.142	481,600	68.922	62.793	84,7%	85,9%
Aracati (Município) (230110)	74.547	74.547	47.466	1.228,060	64.446	37.365	78,7%	86,5%
Barbalha (Município) (230190)	60.781	59.732	41.052	569,510	55.136	36.456	88,8%	92,3%
Beberibe (Município) (230220)	53.573	53.573	23.479	1.623,880	50.025	19.931	84,9%	93,4%
Boa Viagem (Município) (230240)	54.470	54.470	27.603	2.836,780	-	-	-	-
Camocim (Município) (230260)	63.661	63.661	47.257	1.124,780	41.606	25.202	53,3%	65,4%
Canindé (Município) (230280)	76.997	76.997	48.464	3.218,480	63.369	34.836	71,9%	82,3%
Cascavel (Município) (230350)	71.743	71.743	60.912	835,000	70.465	59.634	97,9%	98,2%
Caucaia (Município) (230370)	361.400	361.400	322.287	1.228,510	258.944	219.831	68,2%	71,7%
Chorozinho (Município) (230395)	20.264	20.264	12.241	278,410	-	-	-	-
Crateús (Município) (230410)	75.074	75.074	54.279	2.985,150	54.324	33.529	61,8%	72,4%
Crato (Município) (230420)	132.123	132.123	109.804	1.176,470	88.548	66.229	60,3%	67,0%
Eusébio (Município) (230428)	53.618	53.618	53.618	79,010	48.971	48.971	91,3%	91,3%
Fortaleza (Município) (230440)	2.669.342	2.669.342	2.669.342	314,930	1.334.808	1.334.808	50,0%	50,0%
Granja (Município) (230470)	54.748	54.748	26.926	2.663,030	53.748	25.926	96,3%	98,2%
Guaiúba (Município) (230495)	26.064	26.064	20.423	267,130	24.215	18.574	91,0%	92,9%
Horizonte (Município) (230523)	67.337	67.337	62.288	160,760	63.464	58.415	93,8%	94,3%
Icó (Município) (230540)	68.018	68.018	31.655	1.872,000	49.901	13.538	42,8%	73,4%
Iguatu (Município) (230550)	102.498	102.498	79.270	1.029,210	86.358	63.130	79,6%	84,3%
Itaitinga (Município) (230625)	37.980	37.980	37.713	151,630	37.510	37.243	98,8%	98,8%
Itapajé (Município) (230630)	52.675	-	37.030	430,570	-	-	-	-
Itapipoca (Município) (230640)	129.358	129.358	74.572	1.614,160	104.076	49.290	66,1%	80,5%
Juazeiro do Norte (Município) (230730)	274.207	274.207	263.443	248,830	215.052	204.288	77,6%	78,4%
Limoeiro do Norte (Município) (230760)	59.540	59.540	34.374	750,070	44.080	18.914	55,0%	74,0%
Maracanaú (Município) (230765)	227.886	227.886	226.323	106,650	160.392	158.829	70,2%	70,4%
Maranguape (Município) (230770)	128.978	128.978	98.026	590,870	117.819	86.867	88,6%	91,4%
Morada Nova (Município) (230870)	61.890	61.890	35.301	2.778,580	60.490	33.901	96,0%	97,7%
Pacajus (Município) (230960)	72.203	72.203	59.169	254,640	70.612	57.578	97,3%	97,8%
Pacatuba (Município) (230970)	83.432	83.432	71.657	131,990	52.614	40.839	57,0%	63,1%
Pindoretama (Município) (231085)	20.567	20.567	12.417	75,140	-	-	-	-
Quixadá (Município) (231130)	87.728	87.728	62.566	2.019,830	75.686	50.524	80,8%	86,3%
Quixeramobim (Município) (231140)	81.082	81.082	48.978	3.275,630	-	-	-	-
Russas (Município) (231180)	78.194	78.194	50.334	1.590,260	66.830	38.970	77,4%	85,5%
São Gonçalo do Amarante (Município) (231240)	48.422	48.422	31.484	834,450	42.564	25.626	81,4%	87,9%
Sobral (Município) (231290)	208.935	208.935	184.601	2.122,900	6.605	9.571	5,2%	3,2%
Tauá (Município) (231330)	58.859	58.859	34.079	4.018,160	55.343	30.563	89,7%	94,0%
Tianguá (Município) (231340)	75.946	75.946	50.511	908,890	62.236	36.801	72,9%	82,0%
Trairi (Município) (231350)	55.918	55.918	20.426	925,720	54.850	19.358	94,8%	98,1%
Viçosa do Ceará (Município) (231410)	60.889	60.889	19.752	1.311,630	43.062	13.827	70,0%	70,7%
Açu (Município) (240020)	58.017	58.017	42.901	1.303,440	-	-	-	-
Caicó (Município) (240200)	67.952	67.952	62.265	1.228,580	53.891	48.269	77,5%	79,3%
Ceará-Mirim (Município) (240260)	73.497	73.497	38.284	724,380	51.379	16.166	42,2%	69,9%
Parnamirim (Município) (240325)	261.469	261.469	261.469	123,470	245.756	245.771	94,0%	94,0%
Extremoz (Município) (240360)	28.583	28.583	18.345	139,580	-	-	-	-
Macaíba (Município) (240710)	80.792	80.792	49.581	510,770	78.293	47.113	95,0%	96,9%
Monte Alegre (Município) (240780)	22.451	22.451	9.771	210,920	21.054	8.408	86,1%	93,8%
Mossoró (Município) (240800)	297.378	297.378	271.540	2.099,330	149.534	124.004	45,7%	50,3%
Natal (Município) (240810)	884.122	884.122	884.122	167,260	507.030	507.030	57,4%	57,4%
Nísia Floresta (Município) (240820)	27.602	27.602	10.886	307,840	27.070	10.368	95,2%	98,1%
São Gonçalo do Amarante (Município) (241200)	102.400	102.400	86.551	249,120	69.973	54.190	62,6%	68,3%
São José de Mipibu (Município) (241220)	43.899	43.899	20.122	290,330	43.623	19.851	98,7%	99,4%
Vera Cruz (Município) (241480)	12.481	12.481	5.467	83,890	-	-	-	-
Alhandra (Município) (250060)	19.588	19.588	12.132	182,660	-	-	-	-
Bayeux (Município) (250180)	96.880	96.880	95.983	27,540	86.809	85.912	89,5%	89,6%
Caaporã (Município) (250300)	21.828	21.828	18.811	150,170	-	-	-	-
Cabedelo (Município) (250320)	67.736	67.736	67.727	31,920	43.037	43.028	63,5%	63,5%
Cajazeiras (Município) (250370)	61.993	61.993	50.384	565,900	50.634	39.025	77,5%	81,7%
Campina Grande (Município) (250400)	409.731	409.731	390.581	593,030	35.193	16.043	4,1%	8,6%
Conde (Município) (250460)	24.670	24.670	16.701	172,950	-	-	-	-
Cruz do Espírito Santo (Município) (250490)	17.319	17.319	7.926	191,100	-	-	-	-
Guarabira (Município) (250630)	58.833	58.833	52.063	165,740	22.087	15.317	29,4%	37,5%
João Pessoa (Município) (250750)	809.015	809.015	805.962	211,480	156.846	153.793	19,1%	19,4%
Lucena (Município) (250860)	13.080	13.080	11.320	88,550	-	-	-	-
Mamanguape (Município) (250890)	44.882	44.882	36.321	340,480	37.426	28.865	79,5%	83,4%
Patos (Município) (251080)	107.605	107.605	103.975	473,060	91.066	87.436	84,1%	84,6%
Pedras de Fogo (Município) (251120)	28.458	28.458	17.221	404,880	26.079	14.842	86,2%	91,6%
Pitimbu (Município) (251190)	19.065	19.065	11.629	136,440	-	-	-	-
Rio Tinto (Município) (251290)	24.176	24.176	13.739	465,670	-	-	-	-
Santa Rita (Município) (251370)	136.586	136.586	117.748	730,210	131.187	112.349	95,4%	96,1%
Sapé (Município) (251530)	52.625	52.625	40.029	315,530	41.426	28.830	72,0%	78,7%
Sousa (Município) (251620)	69.444	-	54.752	738,550	-	-	-	-
Abreu e Lima (Município) (260005)	99.990	99.990	91.726	126,190	77.188	68.924	75,1%	77,2%
Araçoiaba (Município) (260105)	20.524	20.524	17.259	96,380	-	-	-	-
Araripina (Município) (260110)	84.418	84.418	51.226	2.037,390	47.534	14.342	28,0%	56,3%
Arcoverde (Município) (260120)	74.338	74.338	67.719	323,370	70.522	63.903	94,4%	94,9%
Belo Jardim (Município) (260170)	76.439	76.439	61.454	647,700	-	-	-	-
Bezerros (Município) (260190)	60.798	60.798	51.546	490,820	-	-	-	-
Brejo da Madre de Deus (Município) (260260)	50.742	50.742	39.448	762,350	29.942	18.648	47,3%	59,0%
Buíque (Município) (260280)	58.378	58.378	23.747	1.320,870	-	-	-	-
Cabo de Santo Agostinho (Município) (260290)	207.048	207.048	187.754	448,740	182.978	163.684	87,2%	88,4%
Camaragibe (Município) (260345)	157.828	157.828	157.828	51,260	155.730	155.730	98,7%	98,7%
Carpina (Município) (260400)	83.641	83.641	80.510	147,670	-	-	-	-
Caruaru (Município) (260410)	361.118	361.118	320.612	920,610	163.017	122.511	38,2%	45,1%
Escada (Município) (260520)	68.875	68.875	58.516	342,200	-	-	-	-
Garanhuns (Município) (260600)	139.788	139.788	124.609	458,550	121.631	106.452	85,4%	87,0%
Goiana (Município) (260620)	79.758	79.758	61.181	445,810	-	-	-	-
Gravatá (Município) (260640)	84.074	84.074	75.197	506,790	82.827	73.950	98,3%	98,5%
Igarassu (Município) (260680)	117.019	117.019	107.740	305,560	113.582	104.303	96,8%	97,1%
Ipojuca (Município) (260720)	96.204	96.204	71.248	527,110	82.155	57.199	80,3%	85,4%
Ilha de Itamaracá (Município) (260760)	26.258	26.258	20.389	66,680	-	-	-	-
Itapissuma (Município) (260775)	26.651	26.651	20.541	74,240	-	-	-	-
Jaboatão dos Guararapes (Município) (260790)	702.298	702.298	687.018	258,690	569.303	554.023	80,6%	81,1%
Limoeiro (Município) (260890)	56.250	56.250	45.212	273,740	-	-	-	-
Moreno (Município) (260940)	62.784	62.784	55.587	196,070	44.332	37.135	66,8%	70,6%
Olinda (Município) (260960)	392.482	392.482	384.745	41,680	214.893	207.156	53,8%	54,8%
Ouricuri (Município) (260990)	69.459	69.459	35.180	2.381,580	-	-	-	-
Palmares (Município) (261000)	63.250	63.250	49.819	339,290	-	-	-	-
Paudalho (Município) (261060)	56.506	56.506	39.975	274,780	-	-	-	-
Paulista (Município) (261070)	331.774	331.774	331.774	97,310	156.963	156.963	47,3%	47,3%
Pesqueira (Município) (261090)	67.395	67.395	48.327	980,880	-	-	-	-
Petrolina (Município) (261110)	349.145	349.145	260.366	4.561,870	57.229	0	0,0%	16,4%
Recife (Município) (261160)	1.645.727	1.645.727	1.645.727	218,440	922.339	922.339	56,0%	56,0%
Salgueiro (Município) (261220)	60.930	60.930	49.185	1.686,810	36.572	24.827	50,5%	60,0%
Santa Cruz do Capibaribe (Município) (261250)	107.937	107.937	105.487	335,310	0	0	0,0%	0,0%
São Bento do Una (Município) (261300)	59.504	59.504	31.180	719,150	27.354	4.404	14,1%	46,0%
São Lourenço da Mata (Município) (261370)	113.230	113.230	106.497	262,110	91.142	84.409	79,3%	80,5%
Serra Talhada (Município) (261390)	86.350	86.350	66.780	2.980,010	19.124	16	0,0%	22,2%
Surubim (Município) (261450)	65.089	65.089	48.983	252,860	56.778	40.672	83,0%	87,2%
Timbaúba (Município) (261530)	53.022	53.022	45.675	292,990	-	-	-	-
Vitória de Santo Antão (Município) (261640)	138.757	138.757	121.094	335,940	97.923	80.260	66,3%	70,6%
Arapiraca (Município) (270030)	231.747	231.747	196.526	345,660	227.467	192.246	97,8%	98,2%
Barra de Santo Antônio (Município) (270050)	15.932	-	14.826	131,630	-	-	-	-
Barra de São Miguel (Município) (270060)	8.322	8.322	7.165	76,620	6.918	5.761	80,4%	83,1%
Campo Alegre (Município) (270140)	57.063	57.063	24.885	312,710	43.213	11.035	44,3%	75,7%
Coqueiro Seco (Município) (270220)	5.845	5.845	5.260	39,610	-	-	-	-
Coruripe (Município) (270230)	56.933	56.933	50.285	898,630	43.197	36.549	72,7%	75,9%
Delmiro Gouveia (Município) (270240)	52.016	52.016	37.695	626,690	-	-	-	-
Maceió (Município) (270430)	1.018.948	1.018.948	1.018.272	509,550	580.436	579.760	56,9%	57,0%
Marechal Deodoro (Município) (270470)	51.901	51.901	48.983	332,140	25.253	22.335	45,6%	48,7%
Messias (Município) (270520)	17.856	17.856	16.240	114,160	-	-	-	-
Palmeira dos Índios (Município) (270630)	73.218	73.218	53.700	450,960	69.870	50.352	93,8%	95,4%
Paripueira (Município) (270644)	13.176	13.176	11.669	92,850	-	-	-	-
Penedo (Município) (270670)	63.683	63.683	47.484	689,880	-	-	-	-
Pilar (Município) (270690)	35.111	35.111	33.525	251,070	-	-	-	-
Rio Largo (Município) (270770)	75.120	75.120	61.371	293,820	50.708	36.959	60,2%	67,5%
Santa Luzia do Norte (Município) (270790)	7.296	7.296	6.535	28,860	-	-	-	-
São Miguel dos Campos (Município) (270860)	61.251	61.251	58.994	360,880	31.188	28.931	49,0%	50,9%
Satuba (Município) (270890)	13.828	13.828	12.113	41,270	-	-	-	-
União dos Palmares (Município) (270930)	65.611	65.611	50.137	420,720	20.446	5.229	10,4%	31,2%
Aracaju (Município) (280030)	657.013	657.013	657.013	181,860	294.404	294.404	44,8%	44,8%
Barra dos Coqueiros (Município) (280060)	30.407	30.407	25.428	89,600	11.688	6.709	26,4%	38,4%
Estância (Município) (280210)	69.184	69.184	58.820	644,490	63.244	52.880	89,9%	91,4%
Itabaiana (Município) (280290)	95.427	95.427	74.296	337,300	-	-	-	-
Lagarto (Município) (280350)	104.408	104.408	53.785	968,920	98.857	48.234	89,7%	94,7%
Nossa Senhora do Socorro (Município) (280480)	183.628	183.628	177.915	155,020	123.913	118.200	66,4%	67,5%
São Cristóvão (Município) (280670)	90.072	90.072	76.139	438,040	-	-	-	-
Tobias Barreto (Município) (280740)	52.191	52.191	35.013	1.024,190	-	-	-	-
Alagoinhas (Município) (290070)	151.596	151.596	132.472	707,560	98.879	80.112	60,5%	65,2%
Araci (Município) (290210)	54.379	54.379	20.675	1.495,550	35.979	4.719	22,8%	66,2%
Barra (Município) (290270)	53.578	53.578	24.381	11.422,540	-	-	-	-
Barreiras (Município) (290320)	155.439	155.439	139.959	7.861,760	19.203	4.590	3,3%	12,4%
Bom Jesus da Lapa (Município) (290390)	69.148	69.148	46.947	4.115,510	47.065	24.864	53,0%	68,1%
Brumado (Município) (290460)	67.195	67.195	46.942	2.207,610	62.131	41.878	89,2%	92,5%
Caetité (Município) (290520)	50.975	50.975	30.518	2.651,540	-	-	-	-
Camaçari (Município) (290570)	299.132	299.132	285.593	784,660	159.888	177.346	62,1%	53,5%
Campo Formoso (Município) (290600)	71.206	71.206	26.576	7.161,830	68.488	23.858	89,8%	96,2%
Candeias (Município) (290650)	87.076	87.076	79.574	251,630	49.534	42.032	52,8%	56,9%
Casa Nova (Município) (290720)	71.969	71.969	41.607	9.647,070	41.969	11.607	27,9%	58,3%
Catu (Município) (290750)	54.704	54.704	45.791	433,190	-	-	-	-
Conceição do Coité (Município) (290840)	66.612	66.612	38.951	1.015,250	63.755	37.871	97,2%	95,7%
Cruz das Almas (Município) (290980)	63.239	63.239	53.829	139,120	39.439	32.100	59,6%	62,4%
Dias d'Ávila (Município) (291005)	81.089	81.089	76.247	184,230	48.221	43.379	56,9%	59,5%
Euclides da Cunha (Município) (291070)	60.585	60.585	29.508	1.992,640	50.373	19.296	65,4%	83,1%
Eunápolis (Município) (291072)	113.380	113.380	105.704	1.425,970	100.628	92.952	87,9%	88,8%
Feira de Santana (Município) (291080)	614.872	614.872	564.052	1.304,430	246.445	195.628	34,7%	40,1%
Guanambi (Município) (291170)	84.481	84.481	67.047	1.272,370	30.874	13.440	20,1%	36,6%
Ilhéus (Município) (291360)	162.327	162.327	136.815	1.584,690	63.441	43.301	31,7%	39,1%
Ipirá (Município) (291400)	59.595	59.595	29.132	3.105,280	56.466	26.516	91,0%	94,8%
Irecê (Município) (291460)	72.967	72.967	67.276	319,170	60.318	54.627	81,2%	82,7%
Itaberaba (Município) (291470)	64.489	64.489	50.733	2.386,390	52.577	38.821	76,5%	81,5%
Itabuna (Município) (291480)	213.223	213.223	207.989	401,030	45.204	39.970	19,2%	21,2%
Itamaraju (Município) (291560)	64.486	64.486	50.904	2.360,290	22.532	8.950	17,6%	34,9%
Itaparica (Município) (291610)	22.228	22.228	22.228	118,040	10.334	10.334	46,5%	46,5%
Itapetinga (Município) (291640)	76.147	76.147	73.920	1.651,150	4.571	6.639	9,0%	6,0%
Jacobina (Município) (291750)	80.518	80.518	56.764	2.192,910	74.962	51.208	90,2%	93,1%
Jaguaquara (Município) (291760)	54.423	54.423	41.449	924,740	37.028	24.054	58,0%	68,0%
Jequié (Município) (291800)	155.966	155.966	143.163	2.969,030	19.793	6.990	4,9%	12,7%
Juazeiro (Município) (291840)	216.707	216.707	175.996	6.721,200	32.416	715	0,4%	15,0%
Lauro de Freitas (Município) (291920)	198.440	198.440	198.440	57,660	103.404	103.404	52,1%	52,1%
