Localidade	"Taxa de incidência de internações de  doenças gastrointestinais infecciosas
(Internações por 10 mil habitantes) (DATASUS)"	"Taxa de incidência de internações de  febre amarela
(Internações por 10 mil habitantes) (DATASUS)"	"Taxa de incidência de internações de  dengue
(Internações por 10 mil habitantes) (DATASUS)"	"Taxa de incidência de internações de  leptospirose
(Internações por 10 mil habitantes) (DATASUS)"	"Taxa de incidência de internações de  malária
(Internações por 10 mil habitantes) (DATASUS)"	"Taxa de incidência de internações de  esquistossomose
(Internações por 10 mil habitantes) (DATASUS)"	"Internações por doenças respiratórias: gripes e pneumonias
(Número de internações) (DATASUS)"	"Incidência de internações por doenças respiratórias: gripes e pneumonias
(Internações por 10 mil habitantes) (DATASUS)"
Novo Airão (Município) (130320)	6,62	0,00	0,66	0,00	0,00	0,00	30	19,85
Parintins (Município) (130340)	20,11	0,00	0,00	0,00	0,10	0,00	409	39,73
Presidente Figueiredo (Município) (130353)	25,07	0,00	6,80	0,00	2,51	0,00	139	49,77
Rio Preto da Eva (Município) (130356)	14,42	0,00	3,42	0,00	1,52	0,00	155	58,84
Tabatinga (Município) (130406)	1,31	0,00	0,37	0,37	2,44	0,00	101	18,92
Tefé (Município) (130420)	23,85	0,00	3,76	0,00	1,47	0,00	110	17,97
Boa Vista (Município) (140010)	15,62	0,00	3,27	0,00	5,54	0,00	1.152	39,62
Abaetetuba (Município) (150010)	106,66	0,00	14,15	0,07	0,63	0,00	1.165	81,59
Acará (Município) (150020)	47,88	0,00	1,86	0,00	0,00	0,00	185	34,46
Alenquer (Município) (150040)	110,75	0,00	1,51	0,00	2,83	0,00	609	114,90
Altamira (Município) (150060)	159,53	0,00	52,51	0,00	6,25	0,00	1.962	194,77
Ananindeua (Município) (150080)	83,68	0,00	15,88	0,17	0,23	0,00	5.358	112,09
Barcarena (Município) (150130)	29,03	0,00	5,36	0,00	0,49	0,00	435	42,37
Belém (Município) (150140)	35,06	0,00	2,25	0,29	0,27	0,01	4.856	34,63
Benevides (Município) (150150)	40,65	0,00	5,29	0,19	0,00	0,00	156	29,50
Bragança (Município) (150170)	106,78	0,00	24,32	0,61	0,00	0,00	1.864	162,48
Breu Branco (Município) (150178)	21,10	0,00	2,04	0,00	1,30	0,00	116	21,47
Breves (Município) (150180)	34,74	0,00	3,30	0,32	1,71	0,00	445	47,42
Cametá (Município) (150210)	62,76	0,00	14,10	0,16	38,80	0,00	574	46,79
Capanema (Município) (150220)	102,43	0,00	9,82	0,00	0,47	0,00	532	82,94
Capitão Poço (Município) (150230)	274,31	0,00	1,34	0,00	0,38	0,00	325	62,43
Castanhal (Município) (150240)	14,59	0,00	6,76	0,00	0,11	0,00	716	40,66
Dom Eliseu (Município) (150293)	151,08	0,00	4,40	0,00	0,38	0,00	325	62,23
Igarapé-Miri (Município) (150330)	130,94	0,00	4,79	0,34	1,20	0,00	573	97,95
Ipixuna do Pará (Município) (150345)	103,15	0,00	2,44	0,00	0,94	0,00	181	33,95
Itaituba (Município) (150360)	79,94	0,00	12,79	0,20	10,54	0,00	562	57,52
Itupiranga (Município) (150370)	40,90	0,00	17,14	0,00	0,58	0,00	97	18,89
Jacundá (Município) (150380)	228,20	0,00	69,36	0,00	18,59	0,00	221	42,34
Juruti (Município) (150390)	12,01	0,00	4,14	0,00	0,21	0,00	71	14,70
Marabá (Município) (150420)	16,00	0,00	1,76	0,00	0,21	0,00	783	32,80
Marituba (Município) (150442)	19,58	0,00	8,21	0,09	0,45	0,00	568	51,24
Moju (Município) (150470)	33,23	0,00	2,94	0,14	0,84	0,00	289	40,52
Monte Alegre (Município) (150480)	64,89	0,00	47,09	0,00	1,08	0,00	384	69,02
Novo Repartimento (Município) (150506)	55,03	0,00	10,38	0,00	1,42	0,00	198	31,13
Óbidos (Município) (150510)	152,37	0,00	0,00	0,00	1,61	0,00	500	100,90
Oriximiná (Município) (150530)	30,04	0,00	6,26	0,47	0,94	0,00	203	31,77
Paragominas (Município) (150550)	7,54	0,00	2,61	0,00	0,30	0,00	457	45,95
Parauapebas (Município) (150553)	7,36	0,00	4,31	0,00	0,31	0,00	419	26,15
Portel (Município) (150580)	31,17	0,00	2,07	0,00	2,82	0,38	143	26,85
Redenção (Município) (150613)	42,09	0,00	10,72	0,00	0,00	0,00	539	70,46
Rondon do Pará (Município) (150618)	314,05	0,00	19,15	0,00	1,05	0,00	514	108,19
Santa Bárbara do Pará (Município) (150635)	21,61	0,00	3,41	0,00	0,00	0,00	35	19,90
Santa Izabel do Pará (Município) (150650)	234,22	0,00	1,65	0,16	0,16	0,00	172	28,33
Santana do Araguaia (Município) (150670)	41,50	0,00	2,07	0,00	0,00	0,00	167	28,76
Santarém (Município) (150680)	23,43	0,00	2,86	0,40	0,67	0,00	1.206	40,60
São Félix do Xingu (Município) (150730)	39,40	0,00	9,40	0,00	0,73	0,00	351	36,68
São Miguel do Guamá (Município) (150760)	57,31	0,00	4,78	0,00	0,57	0,00	126	24,07
Tailândia (Município) (150795)	19,17	0,00	10,19	0,12	1,09	0,00	343	41,61
Tomé-Açu (Município) (150800)	33,72	0,00	15,38	0,35	2,27	0,00	210	36,70
Tucuruí (Município) (150810)	6,07	0,00	3,03	0,10	1,92	0,00	312	31,54
Ulianópolis (Município) (150812)	188,98	0,00	32,31	0,00	0,89	0,00	657	145,39
Vigia (Município) (150820)	61,67	0,00	4,13	0,21	0,00	0,00	145	29,91
Viseu (Município) (150830)	109,89	0,00	22,57	0,00	0,17	0,00	702	122,84
Macapá (Município) (160030)	10,02	0,00	3,61	0,93	2,65	0,00	1.993	48,97
Santana (Município) (160060)	17,11	0,00	4,47	0,78	1,75	0,00	709	68,93
Araguaína (Município) (170210)	13,30	0,00	4,11	0,00	0,65	0,00	688	44,86
Gurupi (Município) (170950)	17,51	0,00	1,93	0,00	0,13	0,00	246	31,68
Paraíso do Tocantins (Município) (171610)	17,76	0,00	4,00	0,00	0,00	0,00	546	121,19
Porto Nacional (Município) (171820)	33,56	0,00	6,87	0,00	0,00	0,00	520	105,12
Palmas (Município) (172100)	11,64	0,00	2,68	0,00	0,04	0,00	751	31,91
Açailândia (Município) (210005)	35,91	0,00	5,04	0,10	0,38	0,00	249	23,66
Alcântara (Município) (210020)	99,24	0,00	0,93	0,00	1,39	0,00	20	9,27
Bacabal (Município) (210120)	58,34	0,00	3,18	0,00	0,00	0,00	722	71,76
Balsas (Município) (210140)	44,42	0,00	2,46	0,00	0,00	0,00	1.009	118,26
Barra do Corda (Município) (210160)	78,13	0,00	4,07	0,00	0,36	0,00	166	19,89
Barreirinhas (Município) (210170)	52,74	0,00	6,95	0,00	0,00	0,00	432	76,97
Buriticupu (Município) (210232)	98,91	0,00	13,12	0,00	0,00	0,00	342	51,56
Caxias (Município) (210300)	20,02	0,00	2,56	0,00	0,00	0,00	472	30,19
Chapadinha (Município) (210320)	35,95	0,00	6,46	0,00	0,00	0,00	281	37,83
Codó (Município) (210330)	15,35	0,00	0,76	0,17	0,00	0,00	566	47,74
Coroatá (Município) (210360)	27,01	0,00	3,86	0,00	0,00	0,00	338	54,35
Grajaú (Município) (210480)	32,75	0,00	1,42	0,00	0,00	0,00	824	130,37
Imperatriz (Município) (210530)	18,29	0,00	4,02	0,00	0,00	0,00	1.214	48,79
Itapecuru Mirim (Município) (210540)	13,65	0,00	1,11	0,00	0,00	0,00	201	31,89
Paço do Lumiar (Município) (210750)	30,44	0,00	4,18	0,00	0,28	0,00	315	29,23
Pinheiro (Município) (210860)	21,93	0,00	1,90	0,00	0,00	0,00	269	34,10
Raposa (Município) (210945)	101,34	0,00	0,37	0,00	0,00	0,00	109	40,32
Santa Inês (Município) (210990)	59,86	0,00	12,69	0,00	0,13	0,00	820	105,10
Santa Luzia (Município) (211000)	67,78	0,00	1,74	0,00	0,13	0,00	325	43,62
São José de Ribamar (Município) (211120)	7,92	0,00	2,12	0,06	0,06	0,00	269	16,26
São Luís (Município) (211130)	9,92	0,00	3,39	0,01	0,09	0,00	3.536	34,42
Timon (Município) (211220)	43,26	0,00	3,81	0,00	0,19	0,00	582	36,97
Tutóia (Município) (211250)	72,22	0,00	30,15	0,00	0,00	0,00	267	49,70
Vargem Grande (Município) (211270)	79,14	0,00	0,79	0,00	0,00	0,00	212	41,95
Viana (Município) (211280)	24,66	0,00	0,00	0,00	0,00	0,00	212	42,50
Zé Doca (Município) (211400)	7,56	0,00	1,94	0,00	0,77	0,00	347	67,23
Altos (Município) (220040)	85,06	0,00	20,24	0,00	0,26	0,00	86	22,03
Beneditinos (Município) (220160)	37,27	0,00	11,08	0,00	0,00	0,00	43	43,32
Coivaras (Município) (220273)	39,04	0,00	0,00	0,00	0,00	0,00	15	39,04
Curralinhos (Município) (220325)	11,83	0,00	2,37	0,00	0,00	0,00	5	11,83
Demerval Lobão (Município) (220330)	108,70	0,00	25,49	0,00	0,00	0,00	149	111,70
Floriano (Município) (220390)	92,18	0,00	3,97	0,00	0,17	0,00	305	52,65
José de Freitas (Município) (220550)	54,00	0,00	5,88	0,00	0,00	0,00	207	55,33
Lagoa Alegre (Município) (220555)	6,18	0,00	0,00	0,00	0,00	0,00	10	12,35
Lagoa do Piauí (Município) (220558)	15,42	0,00	2,57	0,00	0,00	0,00	8	20,55
Miguel Leão (Município) (220630)	24,10	0,00	0,00	0,00	0,00	0,00	1	8,03
Monsenhor Gil (Município) (220640)	15,48	0,00	1,94	0,00	1,94	0,00	21	20,32
Nazária (Município) (220672)	9,82	0,00	0,00	0,00	0,00	0,00	4	4,91
Parnaíba (Município) (220770)	70,19	0,00	6,47	0,00	0,00	0,00	452	30,80
Pau D'Arco do Piauí (Município) (220779)	10,50	0,00	5,25	0,00	0,00	0,00	7	18,38
Picos (Município) (220800)	259,71	0,00	7,07	0,00	0,00	0,00	177	23,61
Piripiri (Município) (220840)	9,68	0,00	2,90	0,00	0,32	0,00	192	30,99
Teresina (Município) (221100)	17,91	0,00	5,96	0,00	0,10	0,00	1.442	17,53
União (Município) (221110)	113,36	0,00	15,86	0,00	0,00	0,00	416	97,03
Acaraú (Município) (230020)	34,53	0,00	0,17	0,00	0,00	0,00	236	40,54
Acopiara (Município) (230030)	51,88	0,00	23,32	0,00	0,00	0,00	227	44,10
Aquiraz (Município) (230100)	7,07	0,00	6,25	0,27	0,00	0,00	172	23,38
Aracati (Município) (230110)	6,02	0,00	9,89	0,00	0,00	0,00	335	48,01
Barbalha (Município) (230190)	24,12	0,00	6,61	0,00	0,00	0,00	167	29,84
Beberibe (Município) (230220)	9,63	0,00	9,83	0,00	0,00	0,00	157	31,50
Boa Viagem (Município) (230240)	38,35	0,00	19,56	0,00	0,00	0,00	293	55,63
Camocim (Município) (230260)	26,93	0,00	2,15	0,17	0,00	0,00	103	17,02
Canindé (Município) (230280)	26,59	0,00	7,21	0,13	0,00	0,00	296	39,55
Cascavel (Município) (230350)	9,28	0,00	4,34	0,00	0,00	0,00	315	47,13
Caucaia (Município) (230370)	14,24	0,00	9,64	0,06	0,03	0,00	901	27,23
Chorozinho (Município) (230395)	8,98	0,00	2,11	0,00	0,00	0,00	41	21,66
Crateús (Município) (230410)	15,35	0,00	34,81	0,14	0,00	0,00	318	43,59
Crato (Município) (230420)	40,01	0,00	15,08	0,00	0,00	0,00	508	41,40
Eusébio (Município) (230428)	7,65	0,00	1,28	0,21	0,00	0,00	99	21,05
Fortaleza (Município) (230440)	16,36	0,00	8,97	0,15	0,00	0,01	6.194	25,01
Granja (Município) (230470)	23,36	0,00	49,60	0,19	0,00	0,00	154	29,49
Guaiúba (Município) (230495)	7,37	0,00	8,60	0,00	0,00	0,00	95	38,91
Horizonte (Município) (230523)	8,80	0,00	2,29	0,18	0,00	0,00	249	43,81
Icó (Município) (230540)	29,08	0,00	17,66	0,00	0,00	0,00	231	35,17
Iguatu (Município) (230550)	51,27	0,00	34,42	0,21	0,00	0,00	976	100,28
Itaitinga (Município) (230625)	1,38	0,00	3,85	0,55	0,00	0,00	92	25,33
Itapajé (Município) (230630)	15,13	0,00	22,08	0,20	0,00	0,00	123	25,15
Itapipoca (Município) (230640)	20,90	0,00	33,13	0,08	0,00	0,00	709	60,23
Juazeiro do Norte (Município) (230730)	13,17	0,00	2,77	0,00	0,04	0,00	685	27,09
Limoeiro do Norte (Município) (230760)	52,31	0,00	5,81	0,18	0,00	0,00	331	58,30
Maracanaú (Município) (230765)	3,46	0,00	5,63	0,00	0,00	0,00	375	17,75
Maranguape (Município) (230770)	4,16	0,00	2,60	0,09	0,00	0,00	261	22,60
Morada Nova (Município) (230870)	0,16	0,00	0,16	0,00	0,00	0,00	27	4,36
Pacajus (Município) (230960)	2,69	0,00	3,96	0,32	0,00	0,00	132	20,89
Pacatuba (Município) (230970)	2,44	0,00	6,23	0,27	0,00	0,00	149	20,17
Pindoretama (Município) (231085)	10,02	0,00	2,64	0,00	0,00	0,00	69	36,37
Quixadá (Município) (231130)	14,24	0,00	18,42	0,00	0,12	0,00	418	51,32
Quixeramobim (Município) (231140)	50,09	0,00	7,00	0,00	0,00	0,00	402	55,17
Russas (Município) (231180)	90,69	0,00	7,91	0,00	0,00	0,00	571	80,66
São Gonçalo do Amarante (Município) (231240)	5,61	0,00	12,58	0,22	0,00	0,00	142	31,89
Sobral (Município) (231290)	25,69	0,00	2,31	0,10	0,00	0,00	849	44,51
Tauá (Município) (231330)	85,33	0,18	10,53	0,00	0,00	0,00	398	71,05
Tianguá (Município) (231340)	13,05	0,00	0,86	0,00	0,00	0,00	329	47,19
Trairi (Município) (231350)	13,67	0,00	3,27	0,00	0,00	0,00	86	16,55
Viçosa do Ceará (Município) (231410)	16,52	0,00	0,18	0,00	0,00	0,00	255	45,79
Açu (Município) (240020)	28,71	0,00	5,22	0,00	0,00	0,00	256	47,73
Caicó (Município) (240200)	53,53	0,00	3,64	0,00	0,00	0,00	346	54,79
Ceará-Mirim (Município) (240260)	2,62	0,00	3,65	0,15	0,00	0,15	132	19,25
Parnamirim (Município) (240325)	2,49	0,00	1,92	0,00	0,00	0,00	391	18,76
Extremoz (Município) (240360)	6,41	0,00	0,80	0,00	0,00	0,00	63	25,25
Macaíba (Município) (240710)	1,13	0,00	5,24	0,00	0,14	0,00	143	20,26
Monte Alegre (Município) (240780)	1,92	0,00	0,96	0,00	0,00	0,00	38	18,25
Mossoró (Município) (240800)	2,77	0,00	3,65	0,04	0,00	0,00	343	13,02
Natal (Município) (240810)	2,52	0,00	4,87	0,11	0,05	0,00	1.624	20,03
Nísia Floresta (Município) (240820)	6,21	0,00	2,07	0,00	0,00	0,00	67	27,74
São Gonçalo do Amarante (Município) (241200)	30,88	0,00	12,24	0,00	0,22	0,11	986	110,73
São José de Mipibu (Município) (241220)	9,22	0,00	3,49	0,00	0,00	0,00	162	40,35
Vera Cruz (Município) (241480)	1,84	0,00	0,00	0,00	0,00	0,00	14	12,86
Alhandra (Município) (250060)	14,31	0,00	2,75	0,00	0,00	0,00	74	40,73
Bayeux (Município) (250180)	11,88	0,00	2,30	0,10	0,00	0,30	578	57,72
Caaporã (Município) (250300)	119,94	0,00	6,34	0,00	0,00	0,49	168	81,91
Cabedelo (Município) (250320)	13,37	0,00	3,55	0,00	0,00	0,00	234	39,59
Cajazeiras (Município) (250370)	19,56	0,00	1,36	0,00	0,00	0,00	214	36,40
Campina Grande (Município) (250400)	25,62	0,00	8,62	0,05	0,00	0,00	1.348	34,77
Conde (Município) (250460)	16,53	0,00	1,38	0,00	0,00	0,00	127	58,30
Cruz do Espírito Santo (Município) (250490)	19,80	0,00	4,33	0,00	0,00	0,00	53	32,80
Guarabira (Município) (250630)	5,03	0,00	19,94	0,18	0,00	0,18	125	22,46
João Pessoa (Município) (250750)	21,32	0,00	5,09	0,05	0,04	0,00	4.959	67,64
Lucena (Município) (250860)	3,37	0,00	0,84	0,00	0,00	0,84	40	33,66
Mamanguape (Município) (250890)	16,67	0,00	0,23	0,00	0,00	0,00	128	30,05
Patos (Município) (251080)	19,14	0,00	9,18	0,00	0,00	0,00	255	25,16
Pedras de Fogo (Município) (251120)	23,73	0,00	0,37	0,00	0,00	0,37	55	20,08
Pitimbu (Município) (251190)	34,18	0,00	2,90	0,00	0,00	0,00	53	30,70
Rio Tinto (Município) (251290)	71,65	0,00	3,04	0,00	0,00	0,00	106	46,03
Santa Rita (Município) (251370)	22,12	0,00	8,17	0,25	0,08	0,08	659	54,39
Sapé (Município) (251530)	25,02	0,00	2,58	0,00	0,00	0,00	162	32,17
Sousa (Município) (251620)	20,71	0,00	3,63	0,00	0,00	0,00	136	20,56
Abreu e Lima (Município) (260005)	3,80	0,00	8,12	0,74	0,00	0,00	187	19,72
Araçoiaba (Município) (260105)	7,07	0,00	3,81	0,00	0,00	0,00	36	19,58
Araripina (Município) (260110)	79,57	0,00	12,73	0,00	0,00	0,00	21	2,70
Arcoverde (Município) (260120)	16,01	0,00	1,44	0,00	0,14	0,00	163	23,51
Belo Jardim (Município) (260170)	10,18	0,00	0,83	0,14	0,00	0,00	210	28,88
Bezerros (Município) (260190)	2,55	0,00	1,53	0,00	0,00	0,00	97	16,51
Brejo da Madre de Deus (Município) (260260)	6,12	0,00	0,00	0,00	0,00	0,00	71	15,53
Buíque (Município) (260280)	80,81	0,00	10,62	0,00	0,00	0,00	172	32,63
Cabo de Santo Agostinho (Município) (260290)	4,11	0,00	1,12	0,69	0,00	0,16	566	30,24
Camaragibe (Município) (260345)	2,68	0,00	2,61	0,34	0,00	0,07	231	15,86
Carpina (Município) (260400)	7,00	0,00	9,25	0,00	0,00	0,26	101	13,34
Caruaru (Município) (260410)	4,29	0,00	0,53	0,06	0,00	0,00	613	19,18
Escada (Município) (260520)	16,26	0,00	2,35	0,63	0,00	0,16	375	58,63
Garanhuns (Município) (260600)	15,89	0,00	1,84	0,08	0,00	0,00	232	17,80
Goiana (Município) (260620)	13,95	0,00	12,37	0,66	0,00	0,13	312	41,06
Gravatá (Município) (260640)	5,83	0,00	3,50	0,52	0,00	0,00	141	18,27
Igarassu (Município) (260680)	1,74	0,00	8,60	0,48	0,00	0,00	151	14,58
Ipojuca (Município) (260720)	3,52	0,00	1,58	0,36	0,00	0,00	178	21,63
Ilha de Itamaracá (Município) (260760)	3,13	0,00	5,37	0,89	0,00	0,00	23	10,29
Itapissuma (Município) (260775)	2,91	0,00	8,32	0,42	0,00	0,00	31	12,89
Jaboatão dos Guararapes (Município) (260790)	9,80	0,00	3,17	0,35	0,02	0,06	1.703	26,21
Limoeiro (Município) (260890)	9,75	0,00	7,04	0,00	0,00	0,72	206	37,19
Moreno (Município) (260940)	18,16	0,00	8,38	0,35	0,00	0,00	113	19,73
Olinda (Município) (260960)	3,75	0,00	4,36	0,90	0,03	0,00	696	18,39
Ouricuri (Município) (260990)	80,53	0,00	18,02	0,00	0,00	0,00	587	90,39
Palmares (Município) (261000)	71,56	0,00	21,23	0,00	0,00	0,00	384	64,20
Paudalho (Município) (261060)	8,68	0,00	3,28	0,00	0,00	0,39	109	21,03
Paulista (Município) (261070)	2,97	0,00	7,15	0,63	0,03	0,13	413	13,61
Pesqueira (Município) (261090)	39,80	0,00	14,21	0,00	0,00	0,00	289	45,64
Petrolina (Município) (261110)	6,17	0,00	0,83	0,00	0,00	0,00	776	25,89
Recife (Município) (261160)	4,51	0,00	3,43	0,40	0,01	0,06	3.821	24,71
Salgueiro (Município) (261220)	65,62	0,00	8,77	0,00	0,00	0,00	283	49,66
Santa Cruz do Capibaribe (Município) (261250)	4,68	0,00	0,45	0,00	0,00	0,00	111	12,36
São Bento do Una (Município) (261300)	4,09	0,00	0,93	0,19	0,00	0,00	118	21,91
São Lourenço da Mata (Município) (261370)	2,02	0,00	0,77	0,29	0,00	0,00	131	12,61
Serra Talhada (Município) (261390)	69,61	0,00	10,52	0,00	0,00	0,00	1.016	127,21
Surubim (Município) (261450)	6,59	0,00	3,04	0,00	0,00	0,34	211	35,68
Timbaúba (Município) (261530)	7,46	0,00	1,12	0,00	0,00	0,75	68	12,69
Vitória de Santo Antão (Município) (261640)	42,62	0,00	16,12	0,46	0,00	0,46	1.181	90,21
Arapiraca (Município) (270030)	54,83	0,00	6,62	0,00	0,00	0,00	1.542	71,35
Barra de Santo Antônio (Município) (270050)	40,83	0,00	2,08	0,00	0,00	0,00	136	94,11
Barra de São Miguel (Município) (270060)	26,09	0,00	1,30	0,00	0,00	0,00	50	65,22
Campo Alegre (Município) (270140)	12,21	0,00	0,39	0,00	0,00	0,00	72	13,96
Coqueiro Seco (Município) (270220)	55,79	0,00	1,80	0,00	0,00	0,00	72	129,57
Coruripe (Município) (270230)	23,33	0,00	3,60	0,00	0,00	0,00	220	41,73
Delmiro Gouveia (Município) (270240)	40,62	0,00	7,42	0,00	0,41	0,00	93	19,18
Maceió (Município) (270430)	20,86	0,00	0,47	0,41	0,00	0,00	5.676	60,18
Marechal Deodoro (Município) (270470)	17,75	0,00	2,78	0,86	0,00	0,00	187	40,00
Messias (Município) (270520)	11,27	0,00	0,00	0,00	0,00	0,00	37	23,17
Palmeira dos Índios (Município) (270630)	18,14	0,00	6,24	0,00	0,00	0,14	250	35,43
Paripueira (Município) (270644)	12,93	0,00	0,00	0,00	0,00	0,00	35	30,17
Penedo (Município) (270670)	26,88	0,00	6,93	0,33	0,00	0,00	335	55,25
Pilar (Município) (270690)	101,00	0,00	17,33	0,60	0,00	0,00	310	92,63
Rio Largo (Município) (270770)	31,21	0,00	2,76	0,29	0,00	0,29	399	57,92
Santa Luzia do Norte (Município) (270790)	27,42	0,00	0,00	0,00	0,00	0,00	39	56,28
São Miguel dos Campos (Município) (270860)	33,90	0,00	0,00	0,00	0,00	0,00	222	40,03
Satuba (Município) (270890)	22,27	0,00	0,00	0,00	0,00	0,00	63	42,52
União dos Palmares (Município) (270930)	36,87	0,00	2,55	0,00	0,00	0,64	362	57,79
Aracaju (Município) (280030)	2,90	0,00	3,30	0,24	0,02	0,03	969	16,72
Barra dos Coqueiros (Município) (280060)	1,96	0,00	0,78	0,00	0,00	0,00	33	12,93
Estância (Município) (280210)	7,10	0,00	1,54	0,00	0,00	0,46	180	27,77
Itabaiana (Município) (280290)	5,13	0,00	6,72	0,11	0,00	0,00	106	12,08
Lagarto (Município) (280350)	4,39	0,00	2,61	0,21	0,00	0,10	222	23,19
Nossa Senhora do Socorro (Município) (280480)	3,68	0,00	1,72	0,37	0,00	0,00	255	15,64
São Cristóvão (Município) (280670)	2,25	0,00	1,25	0,38	0,00	0,00	94	11,76
Tobias Barreto (Município) (280740)	13,01	0,00	2,48	0,00	0,00	0,21	95	19,62
Alagoinhas (Município) (290070)	6,23	0,00	0,77	0,21	0,00	0,00	240	16,80
Araci (Município) (290210)	34,81	0,00	1,15	0,00	0,00	0,00	146	28,08
Barra (Município) (290270)	53,68	0,00	11,06	0,00	0,00	0,00	329	66,15
Barreiras (Município) (290320)	98,00	0,00	21,54	0,00	0,00	0,00	780	56,00
Bom Jesus da Lapa (Município) (290390)	4,52	0,00	2,03	0,00	0,00	0,00	85	13,26
Brumado (Município) (290460)	54,95	0,00	3,09	0,15	0,00	0,15	310	47,85
Caetité (Município) (290520)	28,54	0,00	2,73	0,00	0,00	0,00	176	36,94
Camaçari (Município) (290570)	2,01	0,00	0,80	0,04	0,00	0,04	346	13,88
Campo Formoso (Município) (290600)	49,13	0,00	5,82	0,00	0,00	0,15	363	54,21
Candeias (Município) (290650)	1,55	0,00	1,43	0,12	0,00	0,00	110	13,15
Casa Nova (Município) (290720)	61,54	0,00	7,46	0,00	0,00	0,00	229	34,88
Catu (Município) (290750)	10,89	0,00	3,11	0,00	0,00	0,00	68	13,23
Conceição do Coité (Município) (290840)	109,36	0,00	14,87	0,00	0,00	0,00	395	63,15
Cruz das Almas (Município) (290980)	3,56	0,00	0,51	0,00	0,00	0,00	54	9,15
Dias d'Ávila (Município) (291005)	3,53	0,00	1,62	0,00	0,00	0,00	72	10,58
Euclides da Cunha (Município) (291070)	36,38	0,00	2,47	0,00	0,00	0,00	152	26,84
Eunápolis (Município) (291072)	16,96	0,00	14,10	0,00	0,00	0,00	193	19,03
Feira de Santana (Município) (291080)	3,48	0,00	1,67	0,04	0,00	0,04	647	11,50
Guanambi (Município) (291170)	9,45	0,00	12,34	0,00	0,13	0,00	217	27,33
Ilhéus (Município) (291360)	44,08	0,00	16,04	0,43	0,00	0,00	822	44,24
Ipirá (Município) (291400)	12,34	0,00	3,04	0,00	0,00	0,00	119	20,11
Irecê (Município) (291460)	4,79	0,00	1,94	0,00	0,00	0,00	221	33,05
Itaberaba (Município) (291470)	31,21	0,00	1,78	0,00	0,00	0,00	115	18,60
Itabuna (Município) (291480)	40,77	0,00	1,85	0,29	0,00	0,00	398	19,39
Itamaraju (Município) (291560)	14,43	0,00	2,38	0,00	0,00	0,16	278	44,09
Itaparica (Município) (291610)	22,53	0,00	0,00	0,00	0,00	0,00	256	122,71
Itapetinga (Município) (291640)	66,02	0,00	3,04	0,00	0,00	0,00	791	114,53
Jacobina (Município) (291750)	95,57	0,00	32,49	0,00	0,00	0,38	653	82,22
Jaguaquara (Município) (291760)	64,29	0,00	20,46	0,00	0,00	0,00	803	156,44
Jequié (Município) (291800)	51,27	0,00	22,94	0,07	0,07	0,20	1.765	116,01
Juazeiro (Município) (291840)	26,53	0,00	2,90	0,00	0,00	0,00	968	48,46
Lauro de Freitas (Município) (291920)	1,55	0,00	1,43	0,00	0,00	0,00	198	11,83
