Localidade	"Taxa de incidência de internações de  doenças gastrointestinais infecciosas
(Internações por 10 mil habitantes) (DATASUS)"	"Taxa de incidência de internações de  febre amarela
(Internações por 10 mil habitantes) (DATASUS)"	"Taxa de incidência de internações de  dengue
(Internações por 10 mil habitantes) (DATASUS)"	"Taxa de incidência de internações de  leptospirose
(Internações por 10 mil habitantes) (DATASUS)"	"Taxa de incidência de internações de  malária
(Internações por 10 mil habitantes) (DATASUS)"	"Taxa de incidência de internações de  esquistossomose
(Internações por 10 mil habitantes) (DATASUS)"	"Internações por doenças respiratórias: gripes e pneumonias
(Número de internações) (DATASUS)"	"Incidência de internações por doenças respiratórias: gripes e pneumonias
(Internações por 10 mil habitantes) (DATASUS)"
Rondon do Pará (Município) (150618)	275,63	0,00	11,66	0,00	0,21	0,00	356	74,11
Santa Bárbara do Pará (Município) (150635)	16,10	0,00	2,22	0,00	0,00	0,00	42	23,32
Santa Izabel do Pará (Município) (150650)	212,54	0,00	10,34	0,32	0,00	0,00	403	65,09
Santana do Araguaia (Município) (150670)	66,09	0,00	10,51	0,00	0,00	0,00	219	36,55
Santarém (Município) (150680)	19,59	0,00	0,67	0,28	0,56	0,00	1.494	52,53
São Félix do Xingu (Município) (150730)	39,34	0,00	18,42	0,00	3,30	0,00	461	46,14
São Miguel do Guamá (Município) (150760)	44,63	0,00	2,82	0,00	0,00	0,00	111	20,90
Tailândia (Município) (150795)	15,21	0,00	1,40	0,00	0,12	0,00	275	32,18
Tomé-Açu (Município) (150800)	64,58	0,00	14,85	0,00	2,07	0,00	204	35,22
Tucuruí (Município) (150810)	5,46	0,00	2,19	0,00	0,70	0,00	220	21,86
Ulianópolis (Município) (150812)	146,02	0,00	10,86	0,00	0,00	0,00	382	81,31
Vigia (Município) (150820)	73,80	0,00	5,91	0,00	0,61	0,00	101	20,59
Viseu (Município) (150830)	153,74	0,00	17,55	0,00	0,00	0,00	463	80,43
Macapá (Município) (160030)	10,35	0,10	2,67	0,58	1,93	0,00	1.897	45,65
Santana (Município) (160060)	21,93	0,00	3,45	0,77	0,96	0,00	736	70,49
Araguaína (Município) (170210)	18,45	0,00	1,86	0,06	0,19	0,00	564	36,13
Gurupi (Município) (170950)	14,65	0,00	1,02	0,00	0,00	0,00	215	27,38
Paraíso do Tocantins (Município) (171610)	16,86	0,00	15,98	0,00	0,00	0,00	395	86,49
Porto Nacional (Município) (171820)	36,97	0,00	4,22	0,00	0,00	0,00	525	105,48
Palmas (Município) (172100)	11,61	0,04	3,22	0,00	0,08	0,00	680	28,09
Açailândia (Município) (210005)	32,14	0,00	0,66	0,00	0,28	0,00	243	22,83
Alcântara (Município) (210020)	15,27	0,00	0,46	0,00	0,00	0,00	16	7,41
Bacabal (Município) (210120)	68,98	0,00	3,76	0,00	0,00	0,00	516	50,99
Balsas (Município) (210140)	53,07	0,00	3,68	0,00	0,00	0,00	852	97,87
Barra do Corda (Município) (210160)	53,81	0,00	1,31	0,00	0,24	0,00	157	18,65
Barreirinhas (Município) (210170)	11,54	0,00	0,86	0,00	0,00	0,00	215	37,02
Buriticupu (Município) (210232)	80,89	0,00	4,01	0,00	0,15	0,00	245	36,36
Caxias (Município) (210300)	27,65	0,00	1,64	0,00	0,00	0,00	733	46,38
Chapadinha (Município) (210320)	34,06	0,00	1,46	0,00	0,13	0,00	179	23,81
Codó (Município) (210330)	14,61	0,00	0,08	0,08	0,00	0,00	647	54,33
Coroatá (Município) (210360)	23,79	0,00	2,71	0,00	0,16	0,00	288	45,98
Grajaú (Município) (210480)	74,10	0,00	1,55	0,00	0,00	0,00	731	113,32
Imperatriz (Município) (210530)	10,20	0,00	0,84	0,00	0,04	0,00	841	33,63
Itapecuru Mirim (Município) (210540)	13,14	0,00	0,63	0,00	0,00	0,00	174	27,23
Paço do Lumiar (Município) (210750)	15,59	0,00	1,27	0,00	0,09	0,00	240	21,75
Pinheiro (Município) (210860)	15,21	0,00	0,63	0,00	0,25	0,00	165	20,74
Raposa (Município) (210945)	77,19	0,00	0,72	0,00	0,00	0,00	155	55,91
Santa Inês (Município) (210990)	70,24	0,00	7,87	0,00	0,64	0,00	648	82,30
Santa Luzia (Município) (211000)	27,22	0,00	0,13	0,00	0,00	0,00	164	21,88
São José de Ribamar (Município) (211120)	12,28	0,00	0,66	0,06	0,00	0,00	346	20,63
São Luís (Município) (211130)	8,43	0,00	0,85	0,03	0,01	0,00	2.090	20,10
Timon (Município) (211220)	20,57	0,00	2,95	0,00	0,00	0,00	348	21,82
Tutóia (Município) (211250)	71,39	0,00	20,68	0,00	0,18	0,00	149	27,27
Vargem Grande (Município) (211270)	67,59	0,00	0,58	0,00	0,00	0,00	93	18,01
Viana (Município) (211280)	38,80	0,00	0,00	0,00	0,00	0,00	148	29,45
Zé Doca (Município) (211400)	7,09	0,00	2,03	0,00	0,20	0,00	100	20,26
Altos (Município) (220040)	49,19	0,00	41,80	0,00	0,00	0,00	70	17,84
Beneditinos (Município) (220160)	15,09	0,00	5,03	0,00	0,00	0,00	23	23,13
Coivaras (Município) (220273)	49,07	0,00	5,17	0,00	0,00	0,00	14	36,16
Curralinhos (Município) (220325)	0,00	0,00	0,00	0,00	0,00	0,00	4	9,38
Demerval Lobão (Município) (220330)	33,59	0,00	20,15	0,00	0,00	0,00	73	54,49
Floriano (Município) (220390)	89,41	0,00	10,32	0,00	0,00	0,00	254	43,67
José de Freitas (Município) (220550)	19,35	0,00	3,18	0,00	0,00	0,00	138	36,58
Lagoa Alegre (Município) (220555)	15,88	0,00	0,00	0,00	0,00	0,00	13	15,88
Lagoa do Piauí (Município) (220558)	22,96	0,00	2,55	0,00	0,00	0,00	3	7,65
Miguel Leão (Município) (220630)	80,91	0,00	0,00	0,00	0,00	0,00	2	16,18
Monsenhor Gil (Município) (220640)	7,74	0,00	2,90	0,00	0,00	0,00	17	16,45
Nazária (Município) (220672)	4,86	0,00	0,00	0,00	0,00	0,00	4	4,86
Parnaíba (Município) (220770)	60,51	0,00	9,14	0,00	0,00	0,00	403	27,28
Pau D'Arco do Piauí (Município) (220779)	5,18	0,00	0,00	0,00	0,00	0,00	1	2,59
Picos (Município) (220800)	231,71	0,00	3,84	0,00	0,00	0,00	106	14,04
Piripiri (Município) (220840)	2,58	0,00	0,64	0,00	0,32	0,00	90	14,50
Teresina (Município) (221100)	13,38	0,00	3,48	0,00	0,05	0,00	1.155	13,91
União (Município) (221110)	123,94	0,00	13,69	0,00	0,00	0,00	176	40,85
Acaraú (Município) (230020)	43,33	0,00	1,02	0,00	0,00	0,00	135	22,94
Acopiara (Município) (230030)	43,66	0,00	11,01	0,00	0,00	0,00	218	42,11
Aquiraz (Município) (230100)	2,01	0,00	4,70	0,13	0,00	0,00	109	14,64
Aracati (Município) (230110)	4,12	0,00	4,83	0,00	0,00	0,00	267	37,95
Barbalha (Município) (230190)	32,52	0,00	7,78	0,00	0,00	0,00	141	24,92
Beberibe (Município) (230220)	5,36	0,00	1,79	0,00	0,00	0,00	78	15,49
Boa Viagem (Município) (230240)	31,61	0,00	4,92	0,00	0,00	0,00	172	32,56
Camocim (Município) (230260)	30,56	0,00	0,82	0,00	0,00	0,00	117	19,22
Canindé (Município) (230280)	30,18	0,00	5,45	0,00	0,00	0,00	211	28,06
Cascavel (Município) (230350)	5,48	0,00	1,93	0,00	0,00	0,00	166	24,59
Caucaia (Município) (230370)	12,59	0,00	3,93	0,12	0,00	0,00	750	22,32
Chorozinho (Município) (230395)	3,69	0,00	3,17	0,00	0,00	0,00	22	11,61
Crateús (Município) (230410)	16,55	0,00	3,42	0,00	0,00	0,00	324	44,32
Crato (Município) (230420)	40,17	0,00	20,57	0,00	0,00	0,00	541	43,64
Eusébio (Município) (230428)	3,33	0,00	0,83	0,00	0,00	0,00	51	10,63
Fortaleza (Município) (230440)	14,76	0,00	5,75	0,10	0,01	0,01	4.708	18,83
Granja (Município) (230470)	15,80	0,00	7,61	0,00	0,00	0,00	107	20,37
Guaiúba (Município) (230495)	3,64	0,00	1,62	0,00	0,00	0,00	35	14,15
Horizonte (Município) (230523)	4,28	0,00	0,51	0,00	0,00	0,00	127	21,74
Icó (Município) (230540)	15,78	0,00	5,77	0,00	0,00	0,00	141	21,40
Iguatu (Município) (230550)	31,79	0,00	7,85	0,10	0,00	0,00	874	89,06
Itaitinga (Município) (230625)	1,09	0,00	0,00	0,00	0,00	0,00	66	17,93
Itapajé (Município) (230630)	17,30	0,00	5,70	0,00	0,00	0,00	84	17,10
Itapipoca (Município) (230640)	19,78	0,00	13,16	0,00	0,00	0,00	737	61,77
Juazeiro do Norte (Município) (230730)	10,33	0,00	3,40	0,00	0,04	0,04	572	22,37
Limoeiro do Norte (Município) (230760)	41,60	0,00	5,51	0,00	0,18	0,00	283	50,31
Maracanaú (Município) (230765)	1,97	0,00	1,59	0,05	0,00	0,00	308	14,43
Maranguape (Município) (230770)	3,92	0,00	1,62	0,09	0,00	0,00	198	16,88
Morada Nova (Município) (230870)	6,81	0,00	0,32	0,00	0,00	0,00	69	11,18
Pacajus (Município) (230960)	2,01	0,00	3,72	0,15	0,00	0,00	92	14,26
Pacatuba (Município) (230970)	2,78	0,00	0,66	0,13	0,00	0,00	134	17,77
Pindoretama (Município) (231085)	3,12	0,00	3,64	0,00	0,00	0,00	44	22,86
Quixadá (Município) (231130)	7,29	0,00	2,92	0,00	0,00	0,00	272	33,07
Quixeramobim (Município) (231140)	61,51	0,00	7,86	0,00	0,00	0,00	362	49,04
Russas (Município) (231180)	98,29	0,00	6,55	0,70	0,00	0,00	493	68,74
São Gonçalo do Amarante (Município) (231240)	5,76	0,00	1,33	0,00	0,00	0,00	123	27,25
Sobral (Município) (231290)	22,06	0,00	0,83	0,05	0,00	0,00	560	29,00
Tauá (Município) (231330)	62,16	0,00	17,40	0,00	0,00	0,00	328	58,25
Tianguá (Município) (231340)	6,38	0,00	0,00	0,14	0,00	0,00	186	26,37
Trairi (Município) (231350)	5,91	0,00	1,14	0,00	0,00	0,00	49	9,34
Viçosa do Ceará (Município) (231410)	16,31	0,00	0,00	0,18	0,00	0,00	220	39,01
Açu (Município) (240020)	15,92	0,00	3,33	0,00	0,00	0,00	202	37,39
Caicó (Município) (240200)	59,93	0,00	2,83	0,16	0,00	0,00	255	40,11
Ceará-Mirim (Município) (240260)	2,75	0,00	1,30	0,14	0,00	0,00	94	13,62
Parnamirim (Município) (240325)	1,17	0,00	0,51	0,09	0,00	0,00	293	13,68
Extremoz (Município) (240360)	3,55	0,00	1,18	0,00	0,00	0,00	71	28,04
Macaíba (Município) (240710)	2,23	0,00	0,98	0,00	0,42	0,00	130	18,14
Monte Alegre (Município) (240780)	1,91	0,00	1,43	0,00	0,00	0,00	31	14,79
Mossoró (Município) (240800)	2,55	0,00	1,16	0,00	0,00	0,00	308	11,55
Natal (Município) (240810)	2,23	0,00	2,04	0,07	0,06	0,01	1.363	16,67
Nísia Floresta (Município) (240820)	5,31	0,00	0,82	0,00	0,00	0,41	48	19,59
São Gonçalo do Amarante (Município) (241200)	27,11	0,00	3,76	0,00	0,00	0,11	895	99,03
São José de Mipibu (Município) (241220)	8,39	0,00	1,23	0,00	0,00	0,00	113	27,89
Vera Cruz (Município) (241480)	1,81	0,00	2,71	0,00	0,00	0,00	13	11,76
Alhandra (Município) (250060)	15,83	0,00	0,55	0,00	0,00	0,00	70	38,20
Bayeux (Município) (250180)	18,30	0,00	2,49	0,00	0,00	0,20	650	64,65
Caaporã (Município) (250300)	87,15	0,00	9,68	0,00	0,00	0,00	111	53,75
Cabedelo (Município) (250320)	12,29	0,00	2,99	0,00	0,00	0,00	224	37,19
Cajazeiras (Município) (250370)	25,03	0,00	1,69	0,00	0,00	0,00	193	32,64
Campina Grande (Município) (250400)	20,15	0,00	2,15	0,00	0,00	0,00	1.320	33,85
Conde (Município) (250460)	25,28	0,00	4,51	0,45	0,00	0,00	141	63,65
Cruz do Espírito Santo (Município) (250490)	6,74	0,00	0,00	0,00	0,00	0,00	28	17,16
Guarabira (Município) (250630)	8,40	0,00	5,54	0,00	0,00	0,00	174	31,08
João Pessoa (Município) (250750)	17,60	0,00	3,41	0,05	0,03	0,01	4.491	60,49
Lucena (Município) (250860)	6,65	0,00	0,00	0,00	0,00	0,00	48	39,90
Mamanguape (Município) (250890)	5,88	0,00	0,47	0,00	0,00	0,00	127	29,86
Patos (Município) (251080)	13,13	0,00	2,84	0,00	0,00	0,00	170	16,66
Pedras de Fogo (Município) (251120)	14,92	0,00	0,00	0,00	0,00	0,73	48	17,47
Pitimbu (Município) (251190)	21,72	0,00	1,72	0,00	0,00	0,00	36	20,58
Rio Tinto (Município) (251290)	5,12	0,00	0,00	0,00	0,00	0,00	41	17,50
Santa Rita (Município) (251370)	14,43	0,00	2,46	0,00	0,00	0,49	478	39,18
Sapé (Município) (251530)	11,67	0,00	1,38	0,00	0,00	0,00	153	30,26
Sousa (Município) (251620)	1,20	0,00	0,90	0,00	0,00	0,00	16	2,41
Abreu e Lima (Município) (260005)	4,51	0,00	1,68	0,73	0,00	0,00	175	18,37
Araçoiaba (Município) (260105)	4,83	0,00	1,61	0,00	0,00	0,00	27	14,50
Araripina (Município) (260110)	77,81	0,00	12,52	0,00	0,00	0,00	21	2,68
Arcoverde (Município) (260120)	15,88	0,00	4,58	0,00	0,00	0,00	117	16,74
Belo Jardim (Município) (260170)	7,95	0,00	1,78	0,00	0,00	0,00	165	22,60
Bezerros (Município) (260190)	1,53	0,00	0,34	0,00	0,00	0,00	103	17,50
Brejo da Madre de Deus (Município) (260260)	8,22	0,00	0,43	0,00	0,00	0,00	101	21,84
Buíque (Município) (260280)	77,86	0,00	18,20	0,00	0,00	0,00	76	14,26
Cabo de Santo Agostinho (Município) (260290)	5,50	0,00	1,74	0,48	0,00	0,21	641	33,88
Camaragibe (Município) (260345)	2,86	0,00	1,29	0,27	0,00	0,00	255	17,37
Carpina (Município) (260400)	6,27	0,00	6,14	0,00	0,00	0,52	92	12,02
Caruaru (Município) (260410)	6,02	0,00	0,93	0,06	0,00	0,00	623	19,22
Escada (Município) (260520)	21,89	0,00	0,62	0,47	0,00	0,31	461	71,56
Garanhuns (Município) (260600)	12,05	0,00	1,22	0,00	0,00	0,08	228	17,38
Goiana (Município) (260620)	11,59	0,00	4,08	0,00	0,00	0,00	333	43,87
Gravatá (Município) (260640)	3,60	0,00	1,16	0,00	0,00	0,13	93	11,95
Igarassu (Município) (260680)	3,14	0,00	1,33	0,38	0,00	0,19	211	20,09
Ipojuca (Município) (260720)	4,17	0,00	0,72	0,12	0,00	0,36	190	22,66
Ilha de Itamaracá (Município) (260760)	1,32	0,00	1,32	0,44	0,00	0,44	31	13,60
Itapissuma (Município) (260775)	2,88	0,00	1,23	0,41	0,00	0,00	29	11,92
Jaboatão dos Guararapes (Município) (260790)	8,26	0,00	1,71	0,18	0,02	0,05	1.920	29,32
Limoeiro (Município) (260890)	13,55	0,00	4,70	0,00	0,00	0,36	228	41,20
Moreno (Município) (260940)	6,92	0,17	2,42	0,35	0,00	0,17	112	19,37
Olinda (Município) (260960)	4,77	0,00	2,08	0,42	0,00	0,03	768	20,25
Ouricuri (Município) (260990)	95,71	0,00	27,02	0,00	0,00	0,00	570	87,01
Palmares (Município) (261000)	28,96	0,17	2,66	0,00	0,00	0,00	279	46,43
Paudalho (Município) (261060)	14,34	0,38	2,49	0,00	0,00	0,00	140	26,77
Paulista (Município) (261070)	3,23	0,03	1,53	0,29	0,00	0,07	451	14,73
Pesqueira (Município) (261090)	64,39	0,00	39,04	0,00	0,00	0,00	258	40,62
Petrolina (Município) (261110)	6,68	0,00	0,62	0,03	0,00	0,00	709	23,22
Recife (Município) (261160)	5,95	0,02	1,40	0,27	0,03	0,03	3.814	24,53
Salgueiro (Município) (261220)	101,67	0,00	3,49	0,00	0,00	0,17	315	54,93
Santa Cruz do Capibaribe (Município) (261250)	5,77	0,00	0,11	0,00	0,00	0,00	122	13,28
São Bento do Una (Município) (261300)	11,76	0,00	0,55	0,00	0,00	0,00	94	17,27
São Lourenço da Mata (Município) (261370)	3,82	0,00	1,05	0,10	0,00	0,10	172	16,42
Serra Talhada (Município) (261390)	95,17	0,00	16,65	0,00	0,00	0,00	919	114,18
Surubim (Município) (261450)	8,03	0,00	1,34	0,00	0,00	0,00	197	32,97
Timbaúba (Município) (261530)	8,81	0,19	1,50	0,19	0,00	0,00	87	16,30
Vitória de Santo Antão (Município) (261640)	48,80	0,00	15,63	0,38	0,00	0,38	1.470	113,16
Arapiraca (Município) (270030)	45,34	0,00	12,51	0,00	0,05	0,00	1.471	67,43
Barra de Santo Antônio (Município) (270050)	34,09	0,00	0,68	0,00	0,00	0,00	89	60,69
Barra de São Miguel (Município) (270060)	27,08	0,00	3,87	1,29	0,00	0,00	34	43,84
Campo Alegre (Município) (270140)	9,17	0,00	0,57	0,00	0,00	0,00	76	14,52
Coqueiro Seco (Município) (270220)	37,59	0,00	0,00	0,00	0,00	0,00	54	96,67
Coruripe (Município) (270230)	23,49	0,00	6,39	0,00	0,00	0,00	180	33,82
Delmiro Gouveia (Município) (270240)	23,73	0,00	3,48	0,00	0,61	0,00	66	13,50
Maceió (Município) (270430)	15,44	0,00	1,10	0,18	0,00	0,02	3.856	40,45
Marechal Deodoro (Município) (270470)	15,37	0,00	3,58	0,00	0,00	0,00	170	35,79
Messias (Município) (270520)	7,98	0,00	0,61	0,00	0,00	0,00	41	25,17
Palmeira dos Índios (Município) (270630)	31,52	0,00	9,05	0,00	0,00	0,14	238	33,65
Paripueira (Município) (270644)	13,51	0,00	1,69	0,00	0,00	0,00	26	21,95
Penedo (Município) (270670)	30,38	0,00	12,48	0,00	0,00	0,00	323	53,05
Pilar (Município) (270690)	88,03	0,00	28,85	0,00	0,00	0,00	266	79,11
Rio Largo (Município) (270770)	24,22	0,00	5,22	0,00	0,00	0,15	351	50,90
Santa Luzia do Norte (Município) (270790)	33,01	0,00	0,00	0,00	0,00	0,00	47	67,46
São Miguel dos Campos (Município) (270860)	32,85	0,00	0,18	0,00	0,00	0,00	225	39,95
Satuba (Município) (270890)	23,97	0,00	0,67	0,00	0,00	0,00	62	41,28
União dos Palmares (Município) (270930)	20,34	0,00	2,54	0,00	0,00	0,16	209	33,22
Aracaju (Município) (280030)	4,32	0,00	2,74	0,02	0,00	0,07	823	14,00
Barra dos Coqueiros (Município) (280060)	3,45	0,00	0,38	0,38	0,00	0,00	34	13,05
Estância (Município) (280210)	3,37	0,00	0,77	0,00	0,00	0,31	100	15,33
Itabaiana (Município) (280290)	4,41	0,00	5,20	0,00	0,00	0,00	83	9,38
Lagarto (Município) (280350)	5,90	0,00	2,79	0,10	0,00	0,21	245	25,36
Nossa Senhora do Socorro (Município) (280480)	3,75	0,00	2,54	0,30	0,00	0,00	360	21,79
São Cristóvão (Município) (280670)	1,85	0,00	1,85	0,25	0,00	0,12	102	12,59
Tobias Barreto (Município) (280740)	9,84	0,00	0,82	0,00	0,00	0,00	65	13,33
Alagoinhas (Município) (290070)	7,53	0,00	0,35	0,00	0,00	0,07	264	18,40
Araci (Município) (290210)	27,14	0,00	2,68	0,00	0,00	0,00	109	20,83
Barra (Município) (290270)	81,78	0,00	2,19	0,00	0,00	0,00	251	50,07
Barreiras (Município) (290320)	61,17	0,00	2,13	0,00	0,00	0,00	658	46,64
Bom Jesus da Lapa (Município) (290390)	3,86	0,00	1,24	0,00	0,00	0,00	69	10,66
Brumado (Município) (290460)	32,94	0,00	6,00	0,00	0,00	0,00	193	29,71
Caetité (Município) (290520)	33,91	0,00	2,51	0,21	0,00	0,00	227	47,52
Camaçari (Município) (290570)	1,88	0,00	0,35	0,04	0,00	0,04	332	13,01
Campo Formoso (Município) (290600)	49,03	0,00	6,69	0,00	0,00	0,00	296	43,98
Candeias (Município) (290650)	1,90	0,00	0,83	0,00	0,00	0,00	98	11,65
Casa Nova (Município) (290720)	68,29	0,00	2,56	0,00	0,00	0,00	197	29,70
Catu (Município) (290750)	8,89	0,00	4,06	0,00	0,00	0,00	85	16,43
Conceição do Coité (Município) (290840)	113,12	0,00	37,44	0,00	0,00	0,00	391	62,03
Cruz das Almas (Município) (290980)	10,59	0,00	2,02	0,00	0,00	0,00	79	13,28
Dias d'Ávila (Município) (291005)	3,30	0,00	5,74	0,00	0,00	0,00	98	14,07
Euclides da Cunha (Município) (291070)	28,26	0,00	3,51	0,00	0,00	0,00	188	33,00
Eunápolis (Município) (291072)	27,97	0,00	7,11	0,00	0,00	0,00	300	29,23
Feira de Santana (Município) (291080)	4,33	0,00	1,90	0,07	0,00	0,00	798	14,05
Guanambi (Município) (291170)	3,00	0,00	17,39	0,00	0,00	0,00	172	21,52
Ilhéus (Município) (291360)	26,27	0,00	15,64	0,16	0,00	0,00	818	43,67
Ipirá (Município) (291400)	12,71	0,00	3,56	0,00	0,00	0,00	126	21,36
Irecê (Município) (291460)	5,92	0,00	0,74	0,00	0,00	0,00	192	28,43
Itaberaba (Município) (291470)	29,18	0,00	3,22	0,00	0,00	0,00	203	32,72
Itabuna (Município) (291480)	35,41	0,00	6,70	0,10	0,00	0,00	396	19,23
Itamaraju (Município) (291560)	9,04	0,00	3,17	0,00	0,00	0,32	222	35,22
Itaparica (Município) (291610)	23,34	0,00	0,95	0,00	0,00	0,00	209	99,55
Itapetinga (Município) (291640)	54,36	0,00	17,02	0,00	0,00	0,00	491	70,24
Jacobina (Município) (291750)	72,00	0,00	45,11	0,00	0,00	0,25	423	53,15
Jaguaquara (Município) (291760)	75,53	0,00	10,65	0,00	0,00	0,00	768	148,74
Jequié (Município) (291800)	59,66	0,00	25,40	0,13	0,00	0,13	2.014	132,18
Juazeiro (Município) (291840)	11,27	0,00	0,79	0,00	0,00	0,00	513	25,46
Lauro de Freitas (Município) (291920)	1,58	0,00	0,88	0,12	0,00	0,00	206	12,04
