"Município de residência";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"150190 Bujaru";1;-;1;-;-;-;-;-;-;-;-;-;2
"150195 Cachoeira do Piriá";-;-;2;-;1;-;-;-;-;-;1;-;4
"150210 Cametá";1;8;4;1;4;1;2;-;1;-;-;-;22
"150215 Canaã dos Carajás";4;38;71;79;39;4;4;6;4;2;1;-;252
"150220 Capanema";1;1;2;4;-;-;-;-;2;-;-;-;10
"150230 Capitão Poço";2;1;-;1;1;1;-;1;-;-;-;-;7
"150240 Castanhal";1;5;9;26;9;2;-;1;3;-;-;-;56
"150270 Conceição do Araguaia";27;40;48;25;12;13;1;3;-;1;1;2;173
"150275 Concórdia do Pará";-;-;-;-;-;-;-;-;-;-;1;-;1
"150276 Cumaru do Norte";2;-;3;19;15;1;-;-;-;-;1;1;42
"150277 Curionópolis";1;1;7;3;6;1;-;-;-;-;-;-;19
"150280 Curralinho";-;-;-;-;-;-;-;-;-;1;1;-;2
"150290 Curuçá";-;4;-;-;1;-;-;-;-;-;-;-;5
"150293 Dom Eliseu";6;7;8;10;4;1;2;2;6;2;3;4;55
"150295 Eldorado do Carajás";-;-;-;2;-;-;-;-;-;-;1;2;5
"150304 Floresta do Araguaia";2;1;-;-;-;-;-;-;-;-;-;-;3
"150307 Garrafão do Norte";1;-;-;-;-;-;-;-;-;-;-;-;1
"150309 Goianésia do Pará";5;13;25;22;18;3;2;-;-;-;-;-;88
"150320 Igarapé-Açu";-;1;1;1;-;-;-;-;1;-;-;-;4
"150330 Igarapé-Miri";7;6;8;2;3;1;-;1;1;-;-;1;30
"150340 Inhangapi";-;1;1;2;-;-;-;-;-;-;-;-;4
"150345 Ipixuna do Pará";3;2;6;5;1;1;-;-;1;-;-;-;19
"150350 Irituia";33;6;8;5;-;1;-;-;-;-;-;1;54
"150360 Itaituba";107;39;15;35;19;2;-;3;1;1;3;9;234
"150370 Itupiranga";35;48;33;17;13;1;2;5;6;5;2;6;173
"150375 Jacareacanga";-;-;-;-;-;2;-;-;-;-;-;-;2
"150380 Jacundá";3;1;1;-;1;-;-;-;-;-;-;-;6
"150390 Juruti";170;103;41;-;-;-;-;-;3;4;15;31;367
"150400 Limoeiro do Ajuru";-;1;-;-;-;-;-;-;-;-;-;-;1
"150405 Mãe do Rio";1;-;-;-;-;-;-;-;-;-;-;-;1
"150420 Marabá";12;23;48;45;4;3;6;2;1;2;3;2;151
"150430 Maracanã";-;-;-;1;-;-;-;-;-;-;-;-;1
"150440 Marapanim";6;2;5;1;1;-;-;-;-;-;-;-;15
"150442 Marituba";9;26;30;43;7;-;4;1;-;3;5;1;129
"150445 Medicilândia";1;2;19;8;-;-;-;-;-;-;-;-;30
"150460 Mocajuba";-;-;-;-;-;-;-;-;-;-;1;-;1
"150470 Moju";-;-;-;-;-;-;-;-;-;1;1;-;2
"150475 Mojuí dos Campos";-;-;2;-;1;-;-;-;-;-;-;-;3
"150480 Monte Alegre";20;48;68;40;3;1;1;-;-;-;-;-;181
"150490 Muaná";2;3;15;4;-;-;-;-;-;-;1;-;25
"150495 Nova Esperança do Piriá";-;-;-;-;-;-;-;-;3;1;-;-;4
"150497 Nova Ipixuna";3;2;4;1;1;1;-;-;-;-;-;3;15
"150503 Novo Progresso";93;128;59;28;4;4;2;-;1;2;3;3;327
"150506 Novo Repartimento";1;8;1;12;18;2;-;-;-;-;-;-;42
"150510 Óbidos";3;17;17;5;3;1;-;-;-;-;-;-;46
"150530 Oriximiná";36;184;104;18;23;4;4;-;4;2;9;4;392
"150540 Ourém";-;-;3;2;-;-;-;-;-;-;-;-;5
"150543 Ourilândia do Norte";12;8;25;22;33;7;2;1;-;-;-;-;110
"150548 Pacajá";21;28;50;35;15;1;3;2;4;4;27;22;212
"150549 Palestina do Pará";1;3;7;5;14;9;-;1;-;-;-;-;40
"150550 Paragominas";10;31;33;12;3;3;-;2;2;1;3;-;100
"150553 Parauapebas";86;114;112;87;112;23;16;6;4;18;108;57;743
"150555 Pau D'Arco";5;1;-;2;-;-;-;-;-;-;-;-;8
"150560 Peixe-Boi";-;-;-;-;-;-;-;-;-;1;-;-;1
"150563 Piçarra";6;1;5;7;2;3;1;-;-;2;-;2;29
"150565 Placas";3;-;2;4;7;1;2;2;-;-;-;2;23
"150570 Ponta de Pedras";1;-;-;1;4;-;-;4;1;-;1;-;12
"150580 Portel";78;60;23;-;-;2;-;-;1;-;-;2;166
"150590 Porto de Moz";1;-;-;-;-;-;-;-;-;-;-;-;1
"150600 Prainha";29;47;37;59;15;8;2;1;-;-;-;3;201
"150610 Primavera";1;-;2;1;1;-;-;-;-;1;-;-;6
"150613 Redenção";8;13;28;16;10;3;-;1;1;2;-;1;83
"150616 Rio Maria";79;51;-;13;4;-;-;2;-;-;1;1;151
"150618 Rondon do Pará";7;7;1;10;4;3;2;-;-;-;2;-;36
"150619 Rurópolis";133;82;28;25;6;-;-;-;-;-;1;12;287
"150620 Salinópolis";8;9;20;19;3;2;1;-;2;-;-;-;64
"150630 Salvaterra";-;1;-;1;2;-;1;4;2;-;1;1;13
"150635 Santa Bárbara do Pará";2;-;-;2;1;-;-;1;1;1;1;-;9
"150650 Santa Izabel do Pará";7;-;2;8;-;-;-;-;-;-;-;-;17
"150658 Santa Maria das Barreiras";53;47;1;6;7;-;-;-;-;-;-;2;116
"150660 Santa Maria do Pará";-;1;-;1;1;-;-;-;-;-;-;-;3
"150670 Santana do Araguaia";25;4;1;4;2;-;-;-;-;-;-;1;37
"150680 Santarém";99;240;274;121;67;5;1;-;1;8;7;5;828
"150690 Santarém Novo";1;1;2;-;-;-;-;-;-;-;-;-;4
"150700 Santo Antônio do Tauá";3;8;12;-;1;2;-;-;-;-;2;-;28
"150710 São Caetano de Odivelas";-;2;-;-;-;-;-;-;-;-;-;-;2
"150715 São Domingos do Araguaia";13;21;35;52;6;2;-;-;1;-;-;-;130
"150720 São Domingos do Capim";-;-;-;3;1;-;-;-;-;-;1;-;5
"150730 São Félix do Xingu";72;41;30;33;26;20;1;3;2;1;13;2;244
"150740 São Francisco do Pará";-;-;1;-;-;-;-;-;2;-;2;1;6
"150745 São Geraldo do Araguaia";13;18;40;40;11;1;-;-;-;1;-;-;124
"150746 São João da Ponta";-;1;-;1;-;-;-;-;-;-;-;-;2
"150747 São João de Pirabas";-;5;1;-;-;-;-;-;1;1;-;-;8
"150750 São João do Araguaia";1;2;-;5;2;-;-;-;-;-;2;-;12
"150760 São Miguel do Guamá";4;7;16;-;-;-;-;1;1;1;2;-;32
"150775 Sapucaia";1;-;-;-;-;-;-;-;-;-;-;-;1
"150780 Senador José Porfírio";1;-;-;-;-;-;-;-;1;13;14;8;37
"150790 Soure";5;3;13;12;6;2;1;-;-;-;-;-;42
"150795 Tailândia";-;10;12;16;1;-;-;-;-;-;-;2;41
"150796 Terra Alta";-;-;12;9;-;1;3;-;1;-;-;-;26
"150797 Terra Santa";-;-;-;-;1;-;-;-;-;-;-;-;1
"150800 Tomé-Açu";-;1;24;18;1;-;1;1;-;-;1;-;47
"150803 Tracuateua";-;-;2;2;-;-;-;-;3;3;4;-;14
"150805 Trairão";2;5;-;-;-;-;-;-;-;-;-;1;8
"150808 Tucumã";12;11;2;-;-;1;-;-;-;-;-;2;28
"150810 Tucuruí";9;18;13;7;4;2;-;-;-;-;1;-;54
"150812 Ulianópolis";1;2;-;-;-;-;-;-;-;-;-;-;3
"150815 Uruará";29;14;21;19;13;4;1;-;1;1;-;-;103
"150820 Vigia";1;-;2;1;3;-;-;-;-;-;-;1;8
"150830 Viseu";-;-;4;-;4;-;-;-;-;1;-;-;9
"150835 Vitória do Xingu";31;34;22;19;10;6;2;2;1;1;1;1;130
"150840 Xinguara";19;18;16;5;6;-;-;1;-;-;-;2;67
"150000 Município ignorado - PA";-;-;-;2;-;-;-;-;-;-;-;-;2
"Total";1695;2019;1930;1486;739;201;102;100;98;128;295;231;9024
