"Município de residência";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"150304 Floresta do Araguaia";-;1;-;-;-;-;-;-;-;-;-;1;2
"150307 Garrafão do Norte";-;-;-;-;2;-;-;-;-;-;2;1;5
"150309 Goianésia do Pará";66;91;24;4;1;-;-;-;-;-;-;1;187
"150310 Gurupá";-;-;-;-;-;-;-;-;-;6;16;-;22
"150320 Igarapé-Açu";2;4;14;8;7;2;3;3;3;3;2;1;52
"150330 Igarapé-Miri";6;-;2;3;-;-;-;2;-;1;-;1;15
"150340 Inhangapi";28;29;8;6;-;2;1;3;-;-;-;-;77
"150345 Ipixuna do Pará";6;11;13;6;8;4;1;1;1;-;-;-;51
"150350 Irituia";-;2;2;4;2;5;17;15;12;9;20;5;93
"150360 Itaituba";16;15;18;6;1;6;2;6;8;20;89;42;229
"150370 Itupiranga";24;18;10;3;1;-;5;3;2;1;16;47;130
"150375 Jacareacanga";-;-;-;1;-;-;-;-;-;-;-;-;1
"150380 Jacundá";32;55;19;10;3;-;-;-;2;-;1;-;122
"150390 Juruti";6;1;1;-;-;-;-;2;1;-;1;-;12
"150400 Limoeiro do Ajuru";1;-;-;-;-;-;-;-;-;-;-;-;1
"150405 Mãe do Rio";-;-;4;1;3;2;7;4;-;-;-;-;21
"150410 Magalhães Barata";1;1;-;-;1;3;2;2;-;-;-;-;10
"150420 Marabá";73;101;65;55;16;9;5;11;2;1;3;5;346
"150430 Maracanã";2;1;1;-;-;-;3;-;-;-;-;1;8
"150440 Marapanim";-;1;10;6;11;20;3;4;3;-;3;-;61
"150442 Marituba";144;58;37;16;6;2;7;15;13;3;3;16;320
"150445 Medicilândia";-;-;2;-;-;1;-;-;1;1;1;-;6
"150460 Mocajuba";-;2;4;-;1;-;1;1;-;3;-;3;15
"150470 Moju";13;9;10;3;3;1;1;-;1;-;4;3;48
"150480 Monte Alegre";5;21;28;53;41;24;124;222;82;28;10;3;641
"150490 Muaná";1;2;-;-;1;-;-;-;-;2;-;4;10
"150495 Nova Esperança do Piriá";2;5;4;2;1;-;2;2;1;2;-;-;21
"150497 Nova Ipixuna";7;6;1;3;2;1;2;1;1;-;-;2;26
"150500 Nova Timboteua";-;1;3;-;-;1;-;-;-;-;-;-;5
"150503 Novo Progresso";5;21;10;8;2;4;8;3;-;3;1;3;68
"150506 Novo Repartimento";100;122;64;12;2;-;-;-;-;-;1;7;308
"150510 Óbidos";-;-;-;-;-;-;-;1;-;1;1;-;3
"150520 Oeiras do Pará";1;-;-;1;-;-;-;-;-;-;-;-;2
"150530 Oriximiná";2;9;15;7;10;11;20;29;79;111;266;79;638
"150540 Ourém";-;-;3;-;-;5;3;-;1;-;-;-;12
"150543 Ourilândia do Norte";71;49;37;24;24;3;10;4;3;3;-;2;230
"150548 Pacajá";16;28;117;71;3;2;-;-;-;-;1;3;241
"150549 Palestina do Pará";8;10;8;1;2;2;3;-;1;-;-;2;37
"150550 Paragominas";25;61;49;30;27;10;17;2;2;-;3;5;231
"150553 Parauapebas";352;526;249;51;55;20;3;2;2;4;13;73;1350
"150555 Pau D'Arco";2;1;4;1;4;1;-;-;1;-;2;-;16
"150560 Peixe-Boi";-;1;-;3;-;1;-;-;-;-;-;-;5
"150563 Piçarra";9;15;5;4;3;4;-;1;-;-;-;1;42
"150565 Placas";7;8;22;12;2;1;2;2;-;-;3;-;59
"150570 Ponta de Pedras";-;4;18;10;2;-;-;-;-;-;-;2;36
"150580 Portel";-;1;1;-;1;-;1;1;4;2;2;8;21
"150590 Porto de Moz";-;-;-;-;-;-;-;-;1;-;-;-;1
"150600 Prainha";-;-;-;-;-;-;-;-;3;1;-;-;4
"150610 Primavera";17;5;5;2;1;-;-;-;-;-;-;-;30
"150611 Quatipuru";2;-;-;-;-;-;-;-;-;-;-;-;2
"150613 Redenção";26;16;34;15;1;6;1;1;1;1;-;5;107
"150616 Rio Maria";3;2;3;-;-;1;1;-;-;-;3;-;13
"150618 Rondon do Pará";14;33;27;25;14;2;6;-;-;1;-;4;126
"150619 Rurópolis";29;14;21;6;3;1;2;6;1;11;32;29;155
"150620 Salinópolis";4;9;66;98;54;54;18;28;21;5;9;9;375
"150630 Salvaterra";36;40;49;33;14;8;5;10;1;-;-;5;201
"150635 Santa Bárbara do Pará";20;15;17;14;7;8;6;10;1;2;1;-;101
"150650 Santa Izabel do Pará";24;28;21;15;28;14;17;15;6;5;2;3;178
"150655 Santa Luzia do Pará";40;9;4;2;-;2;1;-;1;1;-;1;61
"150658 Santa Maria das Barreiras";4;-;1;-;-;-;-;-;-;1;4;16;26
"150660 Santa Maria do Pará";7;-;-;-;-;-;-;-;-;7;4;-;18
"150670 Santana do Araguaia";-;3;-;4;-;-;-;1;-;-;20;24;52
"150680 Santarém";46;74;114;81;32;20;21;27;36;8;16;4;479
"150690 Santarém Novo";14;19;24;12;6;3;4;16;15;5;9;9;136
"150700 Santo Antônio do Tauá";3;2;4;1;1;-;2;2;2;-;-;3;20
"150710 São Caetano de Odivelas";1;2;3;2;5;2;3;6;2;-;-;-;26
"150715 São Domingos do Araguaia";10;86;96;33;24;-;-;-;1;1;-;-;251
"150720 São Domingos do Capim";-;-;3;2;1;1;-;-;-;1;-;-;8
"150730 São Félix do Xingu";11;10;8;12;11;6;9;14;22;25;68;35;231
"150740 São Francisco do Pará";4;3;4;1;-;-;-;-;-;-;-;-;12
"150745 São Geraldo do Araguaia";41;35;50;20;16;8;3;1;4;-;-;3;181
"150746 São João da Ponta";1;1;1;-;3;2;2;5;2;-;-;-;17
"150747 São João de Pirabas";6;6;11;10;4;6;-;1;1;-;-;2;47
"150750 São João do Araguaia";8;6;5;1;4;1;2;2;-;1;1;-;31
"150760 São Miguel do Guamá";7;2;8;9;5;2;1;4;1;3;-;-;42
"150770 São Sebastião da Boa Vista";4;-;5;2;-;1;-;-;-;-;-;-;12
"150780 Senador José Porfírio";-;-;-;1;-;1;-;-;-;-;-;-;2
"150790 Soure";8;12;29;16;19;60;40;49;24;11;5;2;275
"150795 Tailândia";48;18;9;3;5;5;2;1;2;1;-;-;94
"150796 Terra Alta";1;-;-;-;2;-;-;1;5;-;-;-;9
"150797 Terra Santa";1;2;-;-;1;-;-;-;-;-;-;-;4
"150800 Tomé-Açu";11;3;9;5;3;2;4;3;2;2;1;4;49
"150803 Tracuateua";1;3;13;17;29;10;9;1;1;1;-;2;87
"150808 Tucumã";42;41;79;70;16;8;6;-;-;3;2;2;269
"150810 Tucuruí";60;43;45;21;9;1;1;1;-;-;2;7;190
"150812 Ulianópolis";8;3;8;21;11;8;23;19;15;3;-;1;120
"150815 Uruará";3;4;4;9;9;8;17;39;9;1;2;-;105
"150820 Vigia";-;2;2;8;3;3;-;-;1;1;-;-;20
"150830 Viseu";-;-;6;-;5;3;-;-;-;5;-;-;19
"150835 Vitória do Xingu";23;5;14;6;7;29;41;21;18;5;12;13;194
"150840 Xinguara";10;12;15;9;7;4;1;-;-;2;4;-;64
"Total";2585;3131;3100;1752;1066;707;717;859;567;425;780;672;16361
