"Município de residência";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"150445 Medicilândia";1;5;38;1;-;-;1;-;15;24;7;1;93
"150460 Mocajuba";-;1;-;1;-;-;-;-;-;-;-;-;2
"150470 Moju";11;5;3;7;4;-;7;3;3;4;4;9;60
"150480 Monte Alegre";-;4;7;-;1;1;2;3;6;2;10;63;99
"150490 Muaná";-;-;-;-;-;-;-;1;-;-;-;-;1
"150495 Nova Esperança do Piriá";-;-;-;-;1;-;-;1;-;-;-;-;2
"150497 Nova Ipixuna";-;2;-;-;-;-;-;-;-;1;-;7;10
"150500 Nova Timboteua";-;-;-;1;-;-;-;-;-;-;1;-;2
"150503 Novo Progresso";5;19;50;20;14;8;8;5;2;8;77;185;401
"150506 Novo Repartimento";2;-;1;7;3;-;2;2;2;1;1;4;25
"150510 Óbidos";-;-;-;-;1;-;-;-;-;-;-;-;1
"150520 Oeiras do Pará";-;-;-;-;-;-;-;-;2;-;1;-;3
"150530 Oriximiná";14;5;4;5;2;-;-;1;1;2;1;3;38
"150540 Ourém";-;-;-;-;1;-;-;-;-;-;-;-;1
"150543 Ourilândia do Norte";7;9;13;19;18;13;4;3;5;9;40;92;232
"150548 Pacajá";2;9;71;26;27;21;2;1;2;6;48;20;235
"150550 Paragominas";-;-;1;-;-;2;2;6;2;-;2;27;42
"150553 Parauapebas";6;26;10;8;9;6;8;2;4;6;29;44;158
"150555 Pau D'Arco";1;9;14;2;2;4;2;-;-;-;-;-;34
"150560 Peixe-Boi";-;-;-;-;-;-;1;-;-;-;-;-;1
"150563 Piçarra";2;2;5;2;-;2;1;1;2;5;13;2;37
"150565 Placas";-;6;21;11;12;3;4;5;-;1;1;1;65
"150570 Ponta de Pedras";-;-;-;-;-;-;-;1;-;-;1;-;2
"150580 Portel";1;-;-;2;-;2;2;62;64;43;14;14;204
"150590 Porto de Moz";-;3;-;-;1;1;-;-;1;1;-;-;7
"150600 Prainha";-;-;-;-;-;-;-;-;-;2;136;97;235
"150610 Primavera";-;-;-;2;1;-;7;8;1;9;-;-;28
"150611 Quatipuru";-;1;-;-;-;1;1;-;6;19;2;-;30
"150613 Redenção";3;24;10;4;8;4;3;-;3;5;8;8;80
"150616 Rio Maria";13;20;39;12;-;-;-;-;1;4;5;7;101
"150618 Rondon do Pará";2;-;-;3;10;15;2;-;-;-;2;5;39
"150619 Rurópolis";11;32;85;48;21;9;2;-;-;1;4;11;224
"150620 Salinópolis";1;10;29;20;50;50;47;70;53;54;23;26;433
"150630 Salvaterra";-;-;4;-;-;-;-;-;-;-;-;-;4
"150635 Santa Bárbara do Pará";3;2;2;1;-;1;5;2;7;3;5;16;47
"150650 Santa Izabel do Pará";1;-;1;-;1;3;2;5;5;3;12;6;39
"150660 Santa Maria do Pará";-;-;3;-;3;-;2;5;5;3;-;1;22
"150670 Santana do Araguaia";-;2;9;13;-;-;-;-;-;1;-;-;25
"150680 Santarém";4;8;31;32;38;65;38;56;34;38;36;60;440
"150690 Santarém Novo";-;-;17;42;92;53;19;6;6;10;15;18;278
"150700 Santo Antônio do Tauá";-;-;1;1;1;2;-;-;1;-;2;1;9
"150710 São Caetano de Odivelas";-;-;-;-;-;-;-;1;-;2;6;1;10
"150715 São Domingos do Araguaia";-;1;4;-;1;3;3;1;-;6;17;30;66
"150720 São Domingos do Capim";-;-;1;-;1;-;-;-;-;3;62;6;73
"150730 São Félix do Xingu";50;43;33;24;17;3;10;1;1;7;75;68;332
"150740 São Francisco do Pará";34;9;2;-;1;3;-;-;-;-;-;1;50
"150745 São Geraldo do Araguaia";1;-;-;-;-;-;-;-;-;-;1;1;3
"150746 São João da Ponta";-;1;-;-;-;-;1;-;-;1;2;-;5
"150747 São João de Pirabas";-;1;6;6;1;1;5;6;1;14;3;3;47
"150750 São João do Araguaia";1;2;1;1;1;-;-;2;17;81;37;23;166
"150760 São Miguel do Guamá";2;5;1;1;-;-;-;-;-;-;-;2;11
"150770 São Sebastião da Boa Vista";-;-;-;-;-;1;-;-;-;-;-;-;1
"150775 Sapucaia";-;-;-;1;-;-;-;-;-;-;-;2;3
"150780 Senador José Porfírio";-;2;1;1;-;-;-;-;-;-;1;-;5
"150790 Soure";-;1;5;2;12;5;9;18;17;20;37;22;148
"150795 Tailândia";-;-;3;1;2;17;43;26;25;31;32;23;203
"150796 Terra Alta";-;-;2;2;3;1;-;-;2;3;1;-;14
"150800 Tomé-Açu";1;5;3;4;-;-;-;2;2;1;2;1;21
"150803 Tracuateua";-;2;-;-;-;-;-;1;-;6;-;1;10
"150808 Tucumã";5;7;25;17;2;-;-;-;3;30;70;97;256
"150810 Tucuruí";6;1;4;-;2;2;1;5;-;5;14;30;70
"150812 Ulianópolis";-;-;-;-;-;-;-;2;18;7;32;32;91
"150815 Uruará";16;9;16;21;7;20;14;26;28;53;52;23;285
"150820 Vigia";1;8;3;1;2;1;1;3;9;4;3;1;37
"150830 Viseu";-;-;1;-;11;3;11;19;4;14;-;2;65
"150835 Vitória do Xingu";-;2;3;3;1;1;5;41;12;21;43;13;145
"150840 Xinguara";1;9;19;19;19;4;-;-;-;4;10;18;103
"150000 Município ignorado - PA";-;-;-;-;1;-;-;-;-;-;-;-;1
"Total";662;960;1791;1259;1146;959;813;1210;1031;1196;1975;1851;14853
