"Município de residência";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"150442 Marituba";47;29;53;58;6;-;1;-;5;2;7;15;223
"150445 Medicilândia";-;-;1;1;-;1;1;1;-;-;-;1;6
"150460 Mocajuba";2;5;2;1;-;-;-;-;-;-;-;-;10
"150470 Moju";45;49;34;12;10;1;5;4;4;4;-;6;174
"150480 Monte Alegre";3;1;-;4;6;4;-;-;-;-;-;-;18
"150490 Muaná";-;-;2;2;-;1;-;-;-;-;-;-;5
"150495 Nova Esperança do Piriá";-;1;1;1;8;1;-;-;-;-;-;-;12
"150497 Nova Ipixuna";3;16;8;8;-;-;1;-;-;1;-;-;37
"150500 Nova Timboteua";-;-;-;-;1;1;-;-;-;-;-;-;2
"150503 Novo Progresso";73;19;5;5;4;6;4;-;-;1;-;12;129
"150506 Novo Repartimento";9;1;19;10;13;5;-;-;-;-;-;-;57
"150510 Óbidos";1;1;4;-;-;-;-;-;-;-;2;-;8
"150520 Oeiras do Pará";-;1;1;-;1;-;-;-;-;-;-;-;3
"150530 Oriximiná";367;258;33;31;-;1;-;-;-;-;1;6;697
"150540 Ourém";21;20;16;4;8;3;3;-;-;5;2;10;92
"150543 Ourilândia do Norte";51;29;66;53;24;8;5;5;2;1;10;11;265
"150548 Pacajá";212;75;9;6;4;2;-;2;-;-;5;21;336
"150549 Palestina do Pará";4;4;-;1;1;-;-;-;-;-;-;-;10
"150550 Paragominas";15;15;26;13;5;6;-;1;-;3;1;2;87
"150553 Parauapebas";504;331;147;120;44;36;21;15;18;14;27;60;1337
"150555 Pau D'Arco";10;16;8;9;4;-;-;1;-;-;-;1;49
"150563 Piçarra";10;1;3;1;-;-;-;-;-;-;-;2;17
"150565 Placas";3;3;5;4;2;16;7;4;-;-;-;1;45
"150570 Ponta de Pedras";1;-;2;11;-;-;-;-;-;-;-;-;14
"150580 Portel";3;12;1;3;5;4;1;2;-;3;2;2;38
"150600 Prainha";-;1;-;1;-;-;1;-;-;-;-;-;3
"150610 Primavera";-;1;5;7;5;7;2;1;-;-;1;-;29
"150611 Quatipuru";5;41;71;1;-;-;-;-;-;-;-;-;118
"150613 Redenção";208;93;40;35;7;6;2;4;4;-;4;80;483
"150616 Rio Maria";194;63;47;27;5;4;2;-;1;-;3;62;408
"150618 Rondon do Pará";83;77;33;23;4;2;-;1;-;3;3;10;239
"150619 Rurópolis";178;65;54;12;17;5;2;1;-;-;5;26;365
"150620 Salinópolis";5;13;9;9;2;4;6;2;-;1;-;1;52
"150630 Salvaterra";-;-;-;1;-;-;-;-;-;-;-;-;1
"150635 Santa Bárbara do Pará";2;-;-;1;-;-;-;-;-;-;6;-;9
"150650 Santa Izabel do Pará";63;25;45;19;5;5;5;1;-;1;-;5;174
"150655 Santa Luzia do Pará";2;2;8;9;-;-;-;-;-;-;-;1;22
"150658 Santa Maria das Barreiras";50;38;31;5;1;6;3;1;-;-;4;5;144
"150660 Santa Maria do Pará";6;3;5;6;2;-;-;-;-;-;-;-;22
"150670 Santana do Araguaia";28;37;5;2;-;-;-;-;-;1;-;3;76
"150680 Santarém";40;312;404;134;47;11;2;5;4;43;16;5;1023
"150690 Santarém Novo";-;-;-;-;-;-;1;-;-;-;-;-;1
"150700 Santo Antônio do Tauá";-;-;7;10;-;-;-;-;-;-;-;1;18
"150710 São Caetano de Odivelas";-;1;-;-;-;-;-;-;-;-;-;-;1
"150715 São Domingos do Araguaia";29;5;15;23;25;17;7;1;-;-;-;2;124
"150720 São Domingos do Capim";-;-;1;-;2;1;-;-;-;-;-;-;4
"150730 São Félix do Xingu";38;20;15;38;24;11;3;-;-;4;5;42;200
"150740 São Francisco do Pará";2;1;5;4;2;-;-;1;21;3;4;1;44
"150745 São Geraldo do Araguaia";101;47;64;43;23;17;3;1;8;16;6;15;344
"150746 São João da Ponta";1;-;1;1;9;3;1;-;-;-;-;-;16
"150747 São João de Pirabas";1;2;5;-;1;-;4;-;2;-;1;-;16
"150750 São João do Araguaia";6;3;5;5;3;9;1;3;4;2;-;-;41
"150760 São Miguel do Guamá";7;13;29;24;-;-;-;-;-;-;-;2;75
"150770 São Sebastião da Boa Vista";1;-;1;1;-;-;-;-;-;-;-;-;3
"150775 Sapucaia";6;3;1;2;-;-;-;-;-;-;-;3;15
"150780 Senador José Porfírio";1;-;-;-;-;-;-;-;-;-;-;-;1
"150790 Soure";4;12;-;-;1;-;2;-;-;-;1;-;20
"150795 Tailândia";96;45;46;63;4;-;-;-;1;1;1;1;258
"150796 Terra Alta";1;2;4;1;2;-;-;-;-;-;1;-;11
"150797 Terra Santa";-;9;-;-;-;-;-;-;-;-;-;-;9
"150800 Tomé-Açu";4;17;4;3;3;2;-;-;-;2;-;1;36
"150803 Tracuateua";1;5;8;2;1;-;-;-;-;-;-;-;17
"150805 Trairão";2;-;-;-;1;-;-;-;-;-;-;-;3
"150808 Tucumã";80;18;25;42;9;4;4;2;-;4;9;14;211
"150810 Tucuruí";56;83;89;64;9;4;-;-;-;-;3;6;314
"150812 Ulianópolis";-;1;5;4;2;-;-;-;-;-;-;-;12
"150815 Uruará";2;-;-;1;-;-;-;-;-;-;-;-;3
"150820 Vigia";-;-;2;1;-;-;-;-;-;-;-;2;5
"150830 Viseu";3;2;7;8;4;1;1;-;1;-;-;-;27
"150835 Vitória do Xingu";-;-;1;-;-;-;-;-;-;-;-;1;2
"150840 Xinguara";105;101;36;21;11;6;5;2;-;-;10;12;309
"Total";4317;3285;2771;2140;779;451;225;132;172;310;353;758;15693
