"Município de residência";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"150747 São João de Pirabas";2;1;3;1;2;-;2;-;3;1;-;-;15
"150750 São João do Araguaia";32;4;16;6;3;1;-;4;1;-;6;14;87
"150760 São Miguel do Guamá";-;-;7;13;2;1;-;2;-;3;3;-;31
"150770 São Sebastião da Boa Vista";-;-;-;-;3;-;-;2;-;-;-;-;5
"150775 Sapucaia";5;1;1;-;-;-;-;-;-;-;-;-;7
"150780 Senador José Porfírio";-;-;-;1;-;-;-;-;-;-;-;-;1
"150790 Soure";17;33;70;27;7;3;3;1;5;3;2;-;171
"150795 Tailândia";39;26;20;10;4;28;28;18;16;9;1;5;204
"150796 Terra Alta";-;-;1;2;-;-;-;-;-;-;1;-;4
"150797 Terra Santa";-;2;14;1;2;3;-;-;-;-;-;-;22
"150800 Tomé-Açu";4;11;14;2;5;4;-;2;1;-;-;-;43
"150803 Tracuateua";12;21;18;4;1;-;1;1;1;1;-;-;60
"150805 Trairão";-;1;-;-;-;-;-;-;-;-;-;-;1
"150808 Tucumã";55;104;98;56;22;9;1;-;-;3;1;6;355
"150810 Tucuruí";137;190;104;16;8;3;2;2;7;3;1;6;479
"150812 Ulianópolis";41;122;69;16;14;43;54;68;25;11;-;3;466
"150815 Uruará";37;14;14;14;12;2;1;4;3;2;-;2;105
"150820 Vigia";3;1;6;1;-;-;-;-;-;-;-;2;13
"150830 Viseu";4;5;23;3;-;-;-;-;-;2;-;-;37
"150835 Vitória do Xingu";49;34;26;10;9;9;3;1;-;-;-;7;148
"150840 Xinguara";50;71;29;9;4;-;1;-;-;1;-;6;171
"Total";3745;4380;3306;1723;828;383;305;376;432;421;437;490;16826
