"Município de residência";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"170610 Cristalândia";-;-;-;-;-;-;-;-;-;-;1;-;1
"170650 Darcinópolis";-;-;-;-;-;-;-;-;-;-;-;1;1
"170700 Dianópolis";1;-;-;-;-;1;-;1;-;-;2;34;39
"170710 Divinópolis do Tocantins";-;-;1;8;1;1;1;-;-;-;1;1;14
"170720 Dois Irmãos do Tocantins";-;2;-;-;-;-;-;1;-;-;-;1;4
"170740 Esperantina";-;1;2;3;3;1;-;-;-;-;-;1;11
"170755 Fátima";-;-;1;-;-;-;-;-;-;-;-;-;1
"170765 Figueirópolis";-;1;-;1;2;-;-;-;-;1;1;-;6
"170770 Filadélfia";1;-;1;1;-;-;-;-;-;-;-;-;3
"170820 Formoso do Araguaia";2;3;-;1;5;-;1;-;-;2;9;9;32
"170825 Fortaleza do Tabocão";-;1;-;3;-;-;-;-;-;-;-;-;4
"170830 Goianorte";-;-;-;1;-;-;-;-;-;-;-;-;1
"170900 Goiatins";-;-;-;-;1;-;-;-;-;-;-;-;1
"170930 Guaraí";4;1;-;-;2;1;2;1;-;-;3;-;14
"170950 Gurupi";6;5;5;7;5;1;1;2;2;3;6;4;47
"170980 Ipueiras";1;-;-;1;1;1;-;-;-;-;1;-;5
"171050 Itacajá";-;5;30;17;-;1;-;-;-;2;1;2;58
"171070 Itaguatins";-;-;-;1;-;-;2;-;-;-;-;-;3
"171090 Itapiratins";-;1;1;-;-;-;-;-;-;1;-;-;3
"171110 Itaporã do Tocantins";-;-;1;-;-;-;-;-;-;-;-;1;2
"171150 Jaú do Tocantins";-;-;-;-;2;-;-;-;-;-;-;-;2
"171190 Lagoa da Confusão";-;1;-;-;1;-;-;-;-;-;-;1;3
"171195 Lagoa do Tocantins";-;-;-;-;1;-;-;-;-;-;-;-;1
"171200 Lajeado";2;-;-;1;2;2;-;-;2;1;2;1;13
"171215 Lavandeira";1;-;-;2;-;-;-;-;-;-;-;-;3
"171245 Luzinópolis";-;-;1;1;-;-;-;-;-;-;-;2;4
"171250 Marianópolis do Tocantins";1;-;1;4;1;-;-;-;-;-;1;2;10
"171270 Mateiros";1;-;-;-;1;-;-;-;-;-;-;-;2
"171280 Maurilândia do Tocantins";-;-;-;-;-;-;-;-;-;-;-;1;1
"171320 Miracema do Tocantins";2;-;2;-;-;-;-;2;-;1;1;1;9
"171330 Miranorte";-;-;1;-;2;1;-;1;1;2;-;1;9
"171360 Monte do Carmo";-;1;1;1;1;1;-;-;-;-;4;5;14
"171370 Monte Santo do Tocantins";-;-;-;-;-;-;-;-;-;-;-;2;2
"171395 Muricilândia";-;-;-;-;3;1;-;-;-;-;-;-;4
"171420 Natividade";1;4;20;57;59;-;-;-;1;1;3;9;155
"171430 Nazaré";-;3;2;1;-;-;-;-;-;-;1;-;7
"171488 Nova Olinda";3;2;-;3;-;1;-;1;-;-;-;1;11
"171510 Novo Acordo";-;1;1;4;-;-;-;-;-;-;-;-;6
"171550 Oliveira de Fátima";-;-;-;-;-;-;-;-;-;2;1;3;6
"172100 Palmas";19;33;76;105;115;45;17;14;15;21;216;478;1154
"171570 Palmeirante";1;-;-;-;1;-;1;-;-;-;-;-;3
"171380 Palmeiras do Tocantins";-;-;-;-;1;-;-;-;-;-;-;-;1
"171575 Palmeirópolis";1;3;-;-;4;1;1;-;1;-;1;2;14
"171610 Paraíso do Tocantins";4;1;8;5;1;3;1;2;-;3;15;19;62
"171620 Paranã";1;1;-;-;2;1;-;-;-;-;-;-;5
"171650 Pedro Afonso";1;-;1;1;-;-;1;1;-;1;1;3;10
"171660 Peixe";1;-;-;-;-;-;-;-;-;-;-;-;1
"171665 Pequizeiro";1;-;1;-;-;-;-;2;-;-;-;-;4
"171700 Pindorama do Tocantins";1;5;10;7;5;-;-;1;4;3;1;11;48
"171750 Pium";2;1;-;-;-;-;-;1;-;1;1;-;6
"171780 Ponte Alta do Bom Jesus";-;-;-;1;-;2;-;-;-;-;1;1;5
"171790 Ponte Alta do Tocantins";1;1;-;-;-;-;-;-;-;-;-;-;2
"171800 Porto Alegre do Tocantins";-;-;-;3;1;1;2;-;1;-;-;-;8
"171820 Porto Nacional";-;-;1;4;10;9;6;2;11;6;23;35;107
"171830 Praia Norte";1;2;1;2;2;-;-;-;1;-;-;-;9
"171845 Pugmil";-;-;-;-;-;-;-;1;-;1;2;-;4
"171850 Recursolândia";-;1;-;-;-;-;-;-;-;1;-;-;2
"171870 Rio dos Bois";-;-;2;3;2;2;1;-;-;1;-;4;15
"171875 Rio Sono";-;1;-;-;-;-;-;-;-;-;-;-;1
"171880 Sampaio";1;1;-;-;-;-;-;-;-;-;-;-;2
"171884 Sandolândia";-;1;-;-;3;-;-;-;-;-;-;-;4
"171886 Santa Fé do Araguaia";-;-;-;-;2;-;-;-;-;-;-;-;2
"171888 Santa Maria do Tocantins";-;-;1;-;3;-;-;-;-;-;-;1;5
"171890 Santa Rosa do Tocantins";-;-;-;-;-;-;-;3;-;-;-;2;5
"171900 Santa Tereza do Tocantins";-;-;1;-;1;-;-;-;-;-;1;1;4
"172000 Santa Terezinha do Tocantins";-;1;-;4;5;-;-;-;-;-;-;-;10
"172015 São Félix do Tocantins";-;-;-;-;-;-;-;-;-;-;1;-;1
"172025 São Salvador do Tocantins";-;-;2;-;-;-;-;-;-;-;-;-;2
"172030 São Sebastião do Tocantins";-;1;1;-;-;-;-;-;-;-;-;-;2
"172049 São Valério";-;-;-;-;-;-;-;-;-;-;-;1;1
"172065 Silvanópolis";-;-;-;-;-;-;-;1;-;-;2;-;3
"172080 Sítio Novo do Tocantins";1;-;-;-;-;-;-;-;-;-;1;-;2
"172090 Taguatinga";-;1;1;3;-;2;1;1;2;1;1;-;13
"172093 Taipas do Tocantins";-;-;-;1;-;-;-;-;-;-;-;-;1
"172097 Talismã";18;7;6;2;-;-;-;-;1;-;-;2;36
"172110 Tocantínia";-;-;4;-;1;-;-;-;1;-;2;2;10
"172120 Tocantinópolis";2;2;4;3;6;-;2;1;-;2;1;3;26
"172208 Wanderlândia";-;-;-;-;-;2;-;-;-;-;-;-;2
"172210 Xambioá";-;-;-;-;1;-;-;-;-;-;-;-;1
"Total";182;165;281;426;344;120;52;65;58;85;342;697;2817
