"Município de residência";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"171510 Novo Acordo";5;65;47;7;3;-;-;-;-;-;1;7;135
"171515 Novo Alegre";-;1;3;2;8;4;1;-;-;-;-;-;19
"171550 Oliveira de Fátima";-;-;-;2;-;-;-;-;-;-;-;-;2
"172100 Palmas";427;441;534;521;405;185;59;23;7;17;74;71;2764
"171575 Palmeirópolis";14;50;62;44;8;1;-;-;1;-;-;-;180
"171610 Paraíso do Tocantins";90;98;77;87;53;37;18;5;3;2;16;93;579
"171620 Paranã";-;-;-;5;-;-;-;-;-;-;-;-;5
"171630 Pau D'Arco";-;2;-;-;-;-;-;-;-;-;-;-;2
"171650 Pedro Afonso";-;2;5;9;3;1;-;-;-;-;1;-;21
"171660 Peixe";1;-;-;3;8;4;-;1;-;-;1;-;18
"171665 Pequizeiro";-;-;-;-;1;-;-;-;-;-;-;1;2
"171700 Pindorama do Tocantins";-;1;6;6;-;-;-;-;-;-;-;1;14
"171720 Piraquê";1;-;-;-;-;-;-;-;-;-;-;-;1
"171750 Pium";27;87;88;21;9;-;-;-;-;-;4;1;237
"171780 Ponte Alta do Bom Jesus";4;11;3;9;1;-;-;-;-;1;48;8;85
"171790 Ponte Alta do Tocantins";4;26;26;26;5;5;-;-;-;-;-;4;96
"171800 Porto Alegre do Tocantins";1;1;6;6;2;3;-;-;-;3;9;-;31
"171820 Porto Nacional";237;190;170;123;61;15;2;1;2;1;6;23;831
"171830 Praia Norte";-;-;1;1;-;2;-;-;-;-;1;-;5
"171845 Pugmil";-;-;1;-;-;-;-;-;-;1;18;1;21
"171850 Recursolândia";-;2;-;3;1;-;-;-;-;-;-;-;6
"171855 Riachinho";-;-;-;1;-;-;-;-;-;-;-;-;1
"171875 Rio Sono";-;-;2;-;-;-;-;-;-;-;-;-;2
"171880 Sampaio";-;8;-;1;-;1;-;-;-;-;-;-;10
"171884 Sandolândia";11;22;24;14;8;1;-;-;-;3;1;-;84
"171888 Santa Maria do Tocantins";11;6;6;-;-;1;-;-;-;-;-;1;25
"171889 Santa Rita do Tocantins";-;-;-;1;-;-;-;-;-;-;-;-;1
"171890 Santa Rosa do Tocantins";1;18;35;72;17;19;2;18;2;2;6;-;192
"171900 Santa Tereza do Tocantins";2;2;7;1;1;-;-;-;-;-;7;5;25
"172000 Santa Terezinha do Tocantins";-;-;-;-;-;-;-;1;-;-;2;1;4
"172010 São Bento do Tocantins";-;3;1;-;-;-;-;-;-;-;-;-;4
"172015 São Félix do Tocantins";-;-;-;1;-;-;-;-;-;-;-;-;1
"172020 São Miguel do Tocantins";2;1;2;1;2;-;-;-;-;1;-;-;9
"172025 São Salvador do Tocantins";2;3;5;25;32;8;2;-;-;-;-;-;77
"172030 São Sebastião do Tocantins";-;3;2;2;5;-;-;-;-;-;-;-;12
"172049 São Valério";1;-;-;-;1;-;-;-;-;-;-;-;2
"172065 Silvanópolis";10;4;5;5;3;-;-;-;-;3;5;24;59
"172080 Sítio Novo do Tocantins";3;4;3;1;1;-;-;-;-;-;4;3;19
"172085 Sucupira";-;-;1;1;-;-;-;-;-;-;-;-;2
"172090 Taguatinga";132;69;41;43;21;11;-;6;5;-;1;7;336
"172093 Taipas do Tocantins";-;4;11;8;10;3;1;-;-;-;-;-;37
"172097 Talismã";-;3;3;2;-;-;-;-;-;-;-;-;8
"172110 Tocantínia";2;5;5;10;4;1;-;-;-;-;-;1;28
"172120 Tocantinópolis";2;19;42;4;12;4;7;4;1;-;2;2;99
"172208 Wanderlândia";-;-;-;-;-;-;-;1;-;-;1;1;3
"170000 Município ignorado - TO";1;-;-;-;-;-;-;-;-;-;-;-;1
"Total";1328;1532;1835;1661;1047;439;130;104;53;57;366;445;8997
