 Morbidade Hospitalar do SUS - por local de residência - Amazonas
Valor total por Município e Ano/mês atendimento
Lista Morb  CID-10: Dengue [dengue clásssico]
Período:Jan/2008-Fev/2021
"Município";"2007/Nov";"2007/Dez";"2008/Jan";"2008/Fev";"2008/Mar";"2008/Abr";"2008/Mai";"2008/Jun";"2008/Jul";"2008/Ago";"2008/Set";"2008/Out";"2008/Nov";"2008/Dez";"2009/Jan";"2009/Fev";"2009/Mar";"2009/Abr";"2009/Mai";"2009/Jun";"2009/Jul";"2009/Ago";"2009/Set";"2009/Out";"2009/Nov";"2009/Dez";"2010/Jan";"2010/Fev";"2010/Mar";"2010/Abr";"2010/Mai";"2010/Jun";"2010/Jul";"2010/Ago";"2010/Set";"2010/Out";"2010/Nov";"2010/Dez";"2011/Jan";"2011/Fev";"2011/Mar";"2011/Abr";"2011/Mai";"2011/Jun";"2011/Jul";"2011/Ago";"2011/Set";"2011/Out";"2011/Nov";"2011/Dez";"2012/Jan";"2012/Fev";"2012/Mar";"2012/Abr";"2012/Mai";"2012/Jun";"2012/Jul";"2012/Ago";"2012/Set";"2012/Out";"2012/Nov";"2012/Dez";"2013/Jan";"2013/Fev";"2013/Mar";"2013/Abr";"2013/Mai";"2013/Jun";"2013/Jul";"2013/Ago";"2013/Set";"2013/Out";"2013/Nov";"2013/Dez";"2014/Jan";"2014/Fev";"2014/Mar";"2014/Abr";"2014/Mai";"2014/Jun";"2014/Jul";"2014/Ago";"2014/Set";"2014/Out";"2014/Nov";"2014/Dez";"2015/Jan";"2015/Fev";"2015/Mar";"2015/Abr";"2015/Mai";"2015/Jun";"2015/Jul";"2015/Ago";"2015/Set";"2015/Out";"2015/Nov";"2015/Dez";"2016/Jan";"2016/Fev";"2016/Mar";"2016/Abr";"2016/Mai";"2016/Jun";"2016/Jul";"2016/Ago";"2016/Set";"2016/Out";"2016/Nov";"2016/Dez";"2017/Jan";"2017/Fev";"2017/Mar";"2017/Abr";"2017/Mai";"2017/Jun";"2017/Jul";"2017/Ago";"2017/Set";"2017/Out";"2017/Nov";"2017/Dez";"2018/Jan";"2018/Fev";"2018/Mar";"2018/Abr";"2018/Mai";"2018/Jun";"2018/Jul";"2018/Ago";"2018/Set";"2018/Out";"2018/Nov";"2018/Dez";"2019/Jan";"2019/Fev";"2019/Mar";"2019/Abr";"2019/Mai";"2019/Jun";"2019/Jul";"2019/Ago";"2019/Set";"2019/Out";"2019/Nov";"2019/Dez";"2020/Jan";"2020/Fev";"2020/Mar";"2020/Abr";"2020/Mai";"2020/Jun";"2020/Jul";"2020/Ago";"2020/Set";"2020/Out";"2020/Nov";"2020/Dez";"2021/Jan";"2021/Fev";"Total"
"130165 Guajará";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;426,39;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;327,76;-;287,76;-;287,76;-;879,28;287,76;1556,75;1239,04;3205,36;1207,04;863,28;2589,84;863,28;863,28;575,52;287,76;303,76;-;575,52;-;-;-;287,76;287,76;-;287,76;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;365,71;-;-;-;-;-;-;-;-;-;-;-;-;311,76;-;-;-;-;287,76;-;863,28;940,18;-;-;303,76;895,28;5259,92;9216,80;4644,40;959,28;-;-;287,76;-;-;-;-;-;1197,99;599,52;303,76;607,52;44822,86
"130170 Humaitá";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;327,76;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;295,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;359,96;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1559,00
"130180 Ipixuna";-;-;-;-;-;-;-;-;261,60;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;687,72;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;303,76;-;-;1253,08
"130185 Iranduba";-;-;261,60;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;575,52;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;325,71;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;303,76;-;-;-;-;-;-;-;-;-;319,76;-;-;357,71;-;-;-;-;-;-;-;-;319,76;-;-;-;-;-;-;-;-;-;-;-;303,76;-;-;-;-;-;303,76;-;-;-;-;-;-;-;-;311,76;-;-;-;-;-;-;-;-;303,76;-;-;303,76;-;-;-;-;-;-;-;-;623,52;-;-;4901,90
"130190 Itacoatiara";-;-;-;261,60;261,60;261,60;-;-;523,20;-;261,60;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;335,76;311,76;1255,04;599,52;-;639,52;-;-;311,76;-;-;-;-;-;935,28;-;-;-;-;-;-;-;-;-;-;623,72;287,76;-;319,76;-;-;631,52;-;-;-;-;287,76;2494,08;3493,36;7601,83;311,76;911,28;-;-;-;-;311,76;319,76;1542,80;599,52;631,52;1894,56;-;311,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;327,76;1590,80;-;-;-;-;-;-;319,76;-;-;-;-;31634,35
"130195 Itamarati";261,60;-;-;261,60;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;810,96
"130200 Itapiranga";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;319,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;319,76
"130210 Japurá";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;311,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;311,76
"130220 Juruá";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76
"130230 Jutaí";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1303,04;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1303,04
"130240 Lábrea";-;-;-;-;-;1046,40;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;575,52;-;-;-;-;-;-;-;-;-;575,52;1151,04;575,52;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;287,76;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;333,71;295,76;-;-;-;-;591,52;295,76;1774,76;591,52;-;9821,35
"130250 Manacapuru";-;261,60;-;261,60;523,20;1046,40;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;1179,04;295,76;-;311,76;295,76;303,76;-;287,76;-;303,76;607,52;-;-;623,52;911,28;943,40;-;-;-;-;295,76;951,28;-;295,76;303,76;311,76;-;-;-;-;-;-;303,76;55,27;-;935,28;-;-;-;-;-;-;-;-;-;-;-;319,76;60,22;-;-;-;-;-;-;-;-;-;-;-;-;-;631,52;-;311,76;-;-;311,76;-;-;-;295,76;311,76;-;-;-;-;52,22;-;-;-;-;55,27;639,52;615,52;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;303,76;-;-;-;327,76;-;-;-;-;-;-;-;591,52;16724,62
"130260 Manaus";-;9898,42;41171,04;64964,26;59066,58;43145,18;13388,11;3190,50;2289,73;3263,83;1537,53;625,42;1898,45;2358,08;7167,93;11701,51;9061,18;7871,32;5179,08;9463,08;4732,25;4941,34;3728,67;1223,04;2896,63;1913,70;2391,87;2969,06;10299,70;10598,23;14468,08;18619,56;13527,11;20767,95;15487,86;18869,96;23668,71;41085,98;96680,61;232243,81;169988,00;53058,92;13558,54;5266,21;4837,61;3310,93;729,00;2890,18;3921,71;4857,43;6886,68;11273,26;8805,92;2714,64;3193,42;3629,98;5700,92;6226,30;3620,71;3405,21;6103,16;6896,58;22741,04;26302,86;25511,52;25070,13;13140,91;8848,45;2725,76;2863,13;2797,84;2971,44;2515,34;4398,42;2680,89;3060,08;4720,25;3639,61;4956,25;702,72;3460,58;676,23;3515,46;992,82;2396,54;2529,52;1448,01;1046,64;5018,62;3595,03;5577,90;4648,55;3712,46;1986,38;3723,16;2513,37;1183,04;3198,90;2420,03;5782,38;6386,35;5386,02;2320,46;1304,58;1540,75;364,50;1719,04;-;677,86;1654,29;1436,03;2633,25;1461,38;2943,32;1350,92;583,52;653,47;919,28;707,18;303,76;658,66;303,76;687,46;-;303,76;996,02;1900,90;3114,49;1004,84;336,15;939,54;-;-;1386,08;672,27;393,54;1301,32;1050,36;859,76;1261,38;1677,08;623,52;311,76;-;1548,75;2853,96;3448,44;9038,70;8511,54;4119,28;2560,00;6659,96;6172,25;5572,40;-;1712,22;6466,98;4687,43;3545,37;5252,64;1514581,45
"130270 Manicoré";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;311,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;887,28
"130280 Maraã";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;975,28;1558,80;1247,04;311,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4092,88
"130290 Maués";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2645,84;2334,08;287,76;303,76;-;-;-;-;-;1438,80;3013,60;1183,04;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;863,28;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;647,52;295,76;303,76;-;943,28;2134,32;1275,10;5076,28;935,28;7144,43;7202,60;6178,71;5515,68;4660,40;3061,60;2754,98;1255,04;927,28;797,19;1215,04;295,76;2126,32;1902,76;303,76;2438,08;-;-;-;-;-;-;-;-;-;319,76;303,76;-;295,76;607,52;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;325,71;-;-;-;-;-;-;-;-;-;-;-;-;-;74176,88
"130310 Nova Olinda do Norte";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;311,76;-;-;-;311,76;1255,04;311,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2190,32
"130320 Novo Airão";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;311,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;599,52
"130330 Novo Aripuanã";-;-;-;-;-;-;-;-;-;-;-;-;-;311,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;575,52;1726,56;575,52;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3764,88
"130340 Parintins";-;-;-;-;-;-;261,60;261,60;-;-;-;-;-;1438,80;-;-;374,10;-;-;-;-;-;-;364,50;-;-;-;-;-;287,76;-;303,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;1064,45;-;-;-;-;-;-;319,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5251,85
"130350 Pauini";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;364,50;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;652,26
"130353 Presidente Figueiredo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;575,52;-;-;-;-;-;-;-;-;-;327,76;-;-;-;319,76;-;-;607,52;303,76;-;-;-;599,52;1574,80;1502,80;927,28;599,52;295,76;-;-;-;-;-;-;327,76;-;303,76;-;-;-;-;-;-;303,76;-;-;-;-;287,76;-;607,52;-;-;-;607,52;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;311,76;-;327,76;-;-;311,76;-;-;-;-;-;-;391,03;-;583,52;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;311,76;-;-;303,76;-;364,50;-;295,76;-;303,76;-;1247,04;681,06;-;-;15793,31
"130356 Rio Preto da Eva";-;-;261,60;-;-;-;261,60;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;575,52;1726,56;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;364,50;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;311,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3789,30
"130360 Santa Isabel do Rio Negro";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;575,52;-;-;-;-;-;-;-;-;-;-;-;-;287,76;575,52;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2302,08
"130370 Santo Antônio do Içá";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;863,28;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;863,28
"130380 São Gabriel da Cachoeira";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;575,52;903,28;287,76;319,76;-;-;303,76;-;-;-;-;-;-;-;-;-;287,76;575,52;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;44,22;-;-;-;-;-;-;44,22;-;47,27;-;-;-;-;-;-;-;-;-;-;47,27;-;88,44;47,27;44,22;179,93;287,76;47,27;-;-;-;-;-;-;-;-;-;-;4418,99
"130390 São Paulo de Olivença";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;575,52;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;575,52
"130400 Silves";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;863,28;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2014,32
"130406 Tabatinga";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;295,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;903,28;-;-;959,48;-;-;-;-;-;-;-;-;-;1069,35;-;1457,49;436,06;-;-;-;-;-;343,76;303,76;335,76;295,76;943,67;623,52;303,76;-;-;-;-;355,82;-;-;-;-;-;-;-;-;367,76;-;-;-;-;-;-;-;-;-;-;-;416,00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;919,28;-;-;405,00;-;-;-;-;-;-;-;-;-;647,52;-;639,52;623,52;12645,83
"130410 Tapauá";-;-;-;-;-;-;-;784,80;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287,76;575,52;-;863,28;575,52;-;-;-;-;-;-;-;-;-;1438,80;863,28;-;287,76;1151,04;-;-;575,52;287,76;2589,84;287,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;351,76;-;-;-;-;-;-;-;-;10920,40
"130420 Tefé";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;575,52;1151,04;287,76;2589,84;2877,60;575,52;287,76;-;-;-;-;-;287,76;-;-;-;-;-;-;287,76;-;-;-;287,76;-;-;-;-;287,76;575,52;1151,04;1151,04;1438,80;863,28;1151,04;287,76;863,28;-;-;863,28;583,52;639,52;1007,40;287,76;-;583,52;295,76;-;911,28;295,76;583,52;295,76;863,28;871,28;871,28;591,52;871,28;583,52;583,52;-;287,76;287,76;-;-;-;-;-;575,52;-;295,76;-;287,76;295,76;311,76;-;591,52;-;-;295,76;295,76;-;-;-;295,76;591,52;-;295,76;-;-;-;-;295,76;295,76;-;-;295,76;591,52;-;-;-;295,76;591,52;-;-;-;-;295,76;-;295,76;295,76;-;-;-;-;-;295,76;-;-;311,76;-;-;311,76;-;-;-;37441,40
"Total";261,60;10683,22;42217,44;66795,46;61420,98;48654,78;15480,91;4236,90;3074,53;3263,83;2322,33;1488,70;2473,97;6122,96;8894,49;14363,35;11737,36;8811,34;6058,36;10038,60;4732,25;4941,34;3728,67;1587,54;3184,39;2201,46;4362,22;3705,26;11834,44;12037,03;19763,76;22704,20;16156,95;23717,55;17845,94;21787,56;34315,83;48887,50;103770,85;252082,07;188413,12;59845,40;17898,94;7984,05;6348,41;5405,37;1616,28;3753,46;4784,99;5145,19;7510,20;12800,06;11196,00;3298,16;4072,70;3941,74;5988,68;6522,06;3908,47;4005,73;8213,48;7496,10;26455,37;29705,84;28389,12;29890,29;17593,31;11227,27;3589,04;5269,21;4268,64;4458,24;3122,86;5755,53;3831,93;8170,69;11343,51;13431,88;5903,75;3185,51;4331,86;971,99;5026,26;3499,61;5184,33;5255,36;9761,68;7545,36;11082,04;10397,51;10702,99;8269,87;7698,05;5923,32;5901,54;7877,41;3557,12;12189,89;10589,18;13759,65;13706,54;11205,46;6948,86;5786,12;4530,35;1291,78;3379,51;3025,82;2172,66;5363,41;5369,11;6166,37;7703,61;6180,68;2965,96;583,52;653,47;1340,15;1656,41;895,28;658,66;903,28;1051,44;303,76;591,52;1587,54;3091,94;3714,01;1596,36;380,37;1571,06;1526,07;863,28;2265,36;2398,83;2128,10;3355,64;1050,36;2874,08;2201,56;1677,08;919,28;1022,75;2414,08;8389,86;14841,82;10108,35;12622,72;11573,14;5363,54;4465,64;7992,95;7059,53;6947,32;1742,56;5314,65;11030,33;10205,85;6822,73;8801,76;1951367,75
 Fonte: Ministério da Saúde - Sistema de Informações Hospitalares do SUS (SIH/SUS)
 Notas:
 
 Situação da base de dados nacional em 29/04/2016.
 Dados de janeiro de 2015 até março de 2016 sujeitos a retificação.
 
 Consulte o site da Secretaria Estadual de Saúde para mais informações.
