"Município de notificação";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"150350 Irituia";1;2;3;2;-;-;3;-;1;-;1;-;13
"150360 Itaituba";2;2;-;1;1;1;8;7;4;-;2;2;30
"150370 Itupiranga";1;-;-;-;-;1;-;1;-;-;4;3;10
"150380 Jacundá";-;-;1;-;-;-;-;-;-;-;1;1;3
"150390 Juruti";-;1;-;1;-;-;1;1;-;-;-;-;4
"150400 Limoeiro do Ajuru";-;-;1;-;1;-;-;-;-;1;-;-;3
"150405 Mãe do Rio";1;7;108;9;6;4;-;1;2;4;3;8;153
"150410 Magalhães Barata";-;-;3;-;-;-;-;-;-;-;-;-;3
"150420 Marabá";6;7;3;1;1;-;1;-;1;2;-;2;24
"150430 Maracanã";-;2;8;2;3;2;-;7;2;-;-;-;26
"150440 Marapanim";3;3;39;25;9;16;10;42;20;-;-;11;178
"150442 Marituba";3;9;7;12;2;3;2;5;4;1;5;7;60
"150445 Medicilândia";1;-;7;3;3;4;4;3;2;1;-;-;28
"150460 Mocajuba";-;-;-;-;-;-;-;1;1;-;-;-;2
"150470 Moju";-;-;-;-;-;-;-;1;1;4;30;21;57
"150475 Mojuí dos Campos";-;-;-;-;-;3;-;3;1;-;-;-;7
"150495 Nova Esperança do Piriá";-;-;2;2;1;3;-;1;1;2;1;-;13
"150497 Nova Ipixuna";1;5;-;-;-;-;-;-;-;2;-;-;8
"150500 Nova Timboteua";-;-;16;13;8;8;1;30;3;4;-;-;83
"150503 Novo Progresso";9;7;11;9;9;12;4;-;3;2;1;1;68
"150506 Novo Repartimento";1;2;3;39;27;8;2;8;-;1;-;1;92
"150510 Óbidos";-;1;-;-;-;-;-;-;-;-;-;-;1
"150530 Oriximiná";1;-;1;-;-;-;1;2;-;2;1;2;10
"150543 Ourilândia do Norte";1;-;3;5;1;1;-;1;3;-;-;-;15
"150548 Pacajá";3;7;4;30;5;3;1;-;1;-;-;1;55
"150549 Palestina do Pará";3;5;9;9;-;-;-;-;-;-;-;1;27
"150553 Parauapebas";13;31;40;51;24;9;1;5;2;9;29;42;256
"150555 Pau D'Arco";1;7;12;16;6;8;2;2;-;-;-;-;54
"150560 Peixe-Boi";-;-;-;-;-;1;-;-;1;-;-;-;2
"150570 Ponta de Pedras";2;-;2;-;-;-;-;-;-;-;-;-;4
"150580 Portel";-;-;1;1;-;-;-;-;-;-;-;-;2
"150600 Prainha";-;-;1;-;-;-;-;-;-;-;-;-;1
"150610 Primavera";2;-;-;-;1;-;-;-;-;-;-;-;3
"150611 Quatipuru";-;-;9;4;3;1;1;-;1;-;1;3;23
"150613 Redenção";18;20;21;7;2;1;2;2;2;-;1;-;76
"150616 Rio Maria";-;-;1;4;-;-;-;-;-;-;-;-;5
"150618 Rondon do Pará";3;-;-;4;-;-;-;-;2;1;27;21;58
"150620 Salinópolis";-;-;-;-;3;-;1;3;-;-;1;-;8
"150635 Santa Bárbara do Pará";3;-;3;-;-;-;-;-;-;-;1;-;7
"150650 Santa Izabel do Pará";6;-;-;-;-;-;-;-;-;-;-;-;6
"150655 Santa Luzia do Pará";-;2;1;3;1;1;-;2;-;-;-;-;10
"150658 Santa Maria das Barreiras";1;10;10;13;1;-;-;-;-;-;-;-;35
"150660 Santa Maria do Pará";-;10;2;15;3;-;-;-;-;-;-;-;30
"150670 Santana do Araguaia";-;-;1;-;-;1;-;-;-;-;-;-;2
"150680 Santarém";2;8;8;2;2;6;3;5;1;-;-;3;40
"150690 Santarém Novo";-;-;-;-;-;1;7;6;-;-;-;-;14
"150700 Santo Antônio do Tauá";2;14;4;-;-;-;-;-;-;-;1;-;21
"150710 São Caetano de Odivelas";-;-;1;3;4;-;-;-;-;-;-;-;8
"150720 São Domingos do Capim";-;-;-;1;-;-;-;-;-;-;-;1;2
"150730 São Félix do Xingu";3;1;11;1;-;-;-;-;1;7;29;11;64
"150740 São Francisco do Pará";2;-;1;10;-;-;-;-;-;-;-;-;13
"150745 São Geraldo do Araguaia";1;-;2;1;1;-;-;-;-;-;-;-;5
"150746 São João da Ponta";-;-;1;1;-;-;-;-;-;-;-;-;2
"150747 São João de Pirabas";1;-;1;-;1;2;1;1;-;-;1;-;8
"150750 São João do Araguaia";15;2;8;14;7;3;5;2;2;9;7;9;83
"150760 São Miguel do Guamá";-;1;2;1;2;-;-;-;1;-;1;-;8
"150770 São Sebastião da Boa Vista";-;-;-;-;1;-;-;-;-;-;-;-;1
"150780 Senador José Porfírio";2;-;1;-;-;-;-;-;-;-;-;-;3
"150790 Soure";-;1;1;2;-;-;-;-;-;-;-;-;4
"150795 Tailândia";-;1;-;-;-;1;2;-;-;1;-;-;5
"150796 Terra Alta";-;-;3;15;2;1;-;-;-;1;-;-;22
"150800 Tomé-Açu";-;-;-;-;-;-;-;-;1;-;-;-;1
"150803 Tracuateua";2;3;4;1;-;-;-;-;2;1;-;-;13
"150810 Tucuruí";21;26;12;9;7;1;-;2;5;5;-;1;89
"150812 Ulianópolis";-;-;1;-;1;-;-;-;-;-;-;-;2
"150820 Vigia";1;8;5;3;2;2;-;1;1;-;-;-;23
"150830 Viseu";-;-;17;13;27;13;-;1;-;-;-;-;71
"150835 Vitória do Xingu";-;5;1;1;3;9;1;-;-;1;-;-;21
"150840 Xinguara";1;2;-;-;-;-;-;-;-;1;2;6;12
"Total";261;444;763;632;448;221;132;232;122;101;178;236;3770
