"Município de residência";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"210520 Igarapé Grande";-;1;-;-;-;-;-;-;-;-;-;-;1
"210530 Imperatriz";28;46;56;36;25;3;7;9;3;11;6;20;250
"210540 Itapecuru Mirim";1;3;6;3;3;-;1;3;-;1;1;-;22
"210542 Itinga do Maranhão";-;1;-;-;-;-;-;-;-;-;-;-;1
"210547 Jenipapo dos Vieiras";2;6;3;-;-;-;-;-;-;-;-;-;11
"210550 João Lisboa";-;2;4;8;3;1;-;-;-;1;-;-;19
"210560 Joselândia";2;2;9;4;5;-;-;-;-;-;-;-;22
"210565 Junco do Maranhão";1;1;3;2;2;-;-;1;-;-;-;-;10
"210580 Lago do Junco";-;-;-;2;-;-;-;-;-;-;-;-;2
"210594 Lago dos Rodrigues";-;-;-;-;1;-;-;-;-;-;-;-;1
"210590 Lago Verde";-;2;1;-;-;-;-;-;-;-;-;-;3
"210592 Lagoa do Mato";-;-;-;-;1;-;-;-;-;-;-;-;1
"210598 Lajeado Novo";2;4;-;-;-;1;-;-;-;-;-;-;7
"210600 Lima Campos";-;2;1;-;1;-;-;-;-;-;-;-;4
"210620 Luís Domingues";-;-;-;6;10;3;-;-;-;-;-;-;19
"210637 Maranhãozinho";-;-;-;14;4;2;2;-;-;-;-;-;22
"210640 Mata Roma";-;-;-;-;1;-;-;-;-;-;-;-;1
"210660 Matões";8;9;3;-;-;-;-;-;-;-;-;9;29
"210667 Milagres do Maranhão";-;-;-;1;-;1;-;-;-;-;-;-;2
"210670 Mirador";-;1;-;-;-;-;-;-;-;-;-;-;1
"210675 Miranda do Norte";-;-;1;-;-;-;-;-;-;-;-;-;1
"210680 Mirinzal";-;9;8;3;-;-;1;-;-;-;-;-;21
"210700 Montes Altos";-;-;4;6;8;2;-;-;1;-;1;1;23
"210710 Morros";-;1;-;4;4;1;-;5;-;-;-;-;15
"210720 Nina Rodrigues";-;-;1;1;1;-;1;-;-;-;-;-;4
"210730 Nova Iorque";4;3;1;-;-;-;-;-;-;-;-;-;8
"210735 Nova Olinda do Maranhão";-;1;-;-;-;-;-;-;-;-;-;-;1
"210740 Olho d'Água das Cunhãs";3;8;-;-;-;-;-;-;-;-;-;2;13
"210750 Paço do Lumiar";3;-;4;2;4;7;7;4;1;1;-;-;33
"210760 Palmeirândia";-;-;-;-;-;-;-;1;-;-;-;-;1
"210770 Paraibano";2;8;7;14;11;3;-;-;-;-;-;-;45
"210780 Parnarama";37;1;-;1;1;-;-;-;-;-;-;3;43
"210790 Passagem Franca";-;1;-;1;-;-;-;-;-;-;-;-;2
"210800 Pastos Bons";-;-;-;-;1;-;-;-;-;-;-;-;1
"210820 Pedreiras";93;77;79;22;16;3;1;-;2;-;-;5;298
"210830 Penalva";2;1;1;6;1;-;-;-;-;-;-;-;11
"210845 Peritoró";-;1;-;-;-;-;-;-;-;-;-;-;1
"210850 Pindaré-Mirim";5;-;1;4;-;-;-;-;-;-;-;-;10
"210860 Pinheiro";1;3;-;-;-;1;-;-;-;-;-;-;5
"210870 Pio XII";1;7;4;8;1;6;-;-;-;-;-;1;28
"210890 Poção de Pedras";1;5;3;2;-;-;-;-;-;-;-;-;11
"210900 Porto Franco";-;1;9;6;8;9;-;-;-;-;-;-;33
"210905 Porto Rico do Maranhão";-;-;1;1;1;-;-;-;1;3;-;-;7
"210910 Presidente Dutra";-;7;3;-;2;1;-;-;1;-;-;1;15
"210920 Presidente Juscelino";1;1;-;-;-;-;-;-;-;-;-;-;2
"210923 Presidente Médici";3;-;1;-;-;-;-;-;-;-;-;-;4
"210940 Primeira Cruz";-;3;5;-;-;-;-;-;-;-;-;2;10
"210945 Raposa";-;-;-;-;-;5;1;-;2;-;-;-;8
"210950 Riachão";13;5;9;9;16;10;-;-;-;-;1;-;63
"210960 Rosário";-;-;-;-;-;1;1;-;-;1;-;-;3
"210980 Santa Helena";3;27;120;35;11;1;-;-;1;-;-;-;198
"210990 Santa Inês";4;8;12;10;8;1;2;1;-;-;-;-;46
"211000 Santa Luzia";-;6;4;2;4;-;-;-;-;-;-;-;16
"211003 Santa Luzia do Paruá";-;3;14;16;5;3;4;-;-;-;-;-;45
"211010 Santa Quitéria do Maranhão";-;3;2;1;4;2;1;-;-;-;-;-;13
"211020 Santa Rita";-;6;4;-;1;-;-;-;-;-;-;-;11
"211027 Santo Amaro do Maranhão";-;-;-;-;1;-;-;1;-;-;-;-;2
"211030 Santo Antônio dos Lopes";1;13;1;2;4;-;-;-;-;-;-;-;21
"211060 São Bernardo";-;-;-;-;1;1;-;-;-;10;9;1;22
"211070 São Domingos do Maranhão";3;3;2;-;3;-;-;-;1;-;-;-;12
"211080 São Félix de Balsas";11;1;2;-;-;2;-;-;-;-;-;-;16
"211085 São Francisco do Brejão";1;3;5;1;1;-;-;-;-;-;-;-;11
"211090 São Francisco do Maranhão";-;2;2;-;-;-;2;-;-;-;-;-;6
"211102 São João do Carú";-;-;-;-;1;-;-;-;-;-;-;-;1
"211105 São João do Paraíso";-;3;3;-;-;-;-;-;1;-;-;-;7
"211107 São João do Soter";-;1;3;5;-;1;-;-;1;-;-;1;12
"211110 São João dos Patos";-;-;-;2;3;-;-;-;1;-;1;-;7
"211120 São José de Ribamar";4;2;8;18;10;6;9;5;5;-;-;1;68
"211125 São José dos Basílios";1;-;1;-;-;1;-;-;-;-;-;-;3
"211130 São Luís";48;55;104;170;199;181;133;135;101;36;21;19;1202
"211140 São Luís Gonzaga do Maranhão";-;1;-;-;2;-;-;-;-;-;-;-;3
"211150 São Mateus do Maranhão";-;-;-;-;-;-;-;-;1;-;-;-;1
"211153 São Pedro da Água Branca";1;-;-;-;-;-;-;-;-;-;-;3;4
"211157 São Pedro dos Crentes";4;-;-;-;-;-;-;-;-;-;-;-;4
"211167 São Roberto";1;-;-;-;-;-;-;-;-;-;-;-;1
"211174 Senador Alexandre Costa";4;-;5;-;-;-;-;-;-;-;-;-;9
"211176 Senador La Rocque";-;1;-;-;-;-;-;1;-;-;-;-;2
"211180 Sítio Novo";-;2;5;2;4;-;-;-;-;-;-;-;13
"211190 Sucupira do Norte";-;-;-;-;-;-;-;1;1;-;-;-;2
"211195 Sucupira do Riachão";-;3;1;5;9;4;1;-;-;-;-;-;23
"211200 Tasso Fragoso";3;2;-;-;-;-;-;-;-;-;-;1;6
"211210 Timbiras";-;-;1;-;-;-;-;-;-;-;1;-;2
"211220 Timon";9;15;46;22;35;25;7;4;1;-;-;1;165
"211223 Trizidela do Vale";20;17;25;6;5;-;-;-;-;-;-;-;73
"211227 Tufilândia";-;7;19;3;-;-;-;-;-;-;-;-;29
"211230 Tuntum";9;3;1;5;9;2;-;2;1;-;-;-;32
"211240 Turiaçu";1;1;-;1;3;1;29;13;10;5;1;5;70
"211245 Turilândia";-;1;6;4;1;-;-;-;-;1;-;-;13
"211250 Tutóia";-;6;5;5;3;2;-;-;-;-;-;-;21
"211260 Urbano Santos";3;2;2;4;11;2;-;-;-;-;-;-;24
"211270 Vargem Grande";15;40;66;18;6;-;-;2;-;-;1;2;150
"211285 Vila Nova dos Martírios";2;-;5;2;-;-;-;-;-;-;-;-;9
"211300 Vitorino Freire";3;1;1;8;4;1;-;-;-;-;-;3;21
"211400 Zé Doca";3;2;4;13;3;2;-;-;-;-;-;-;27
"Total";585;807;1122;780;664;448;290;245;160;94;57;119;5371
