"Município de residência";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"170384 Campos Lindos";18;6;7;4;8;2;-;-;-;-;3;2;50
"170386 Cariri do Tocantins";-;-;-;-;-;1;-;-;-;-;-;-;1
"170388 Carmolândia";-;-;-;-;1;-;1;-;1;-;-;-;3
"170389 Carrasco Bonito";1;2;2;1;-;-;-;-;-;-;-;-;6
"170390 Caseara";-;-;1;-;-;-;-;-;-;-;-;-;1
"170410 Centenário";1;9;2;5;3;-;-;-;-;-;-;-;20
"170510 Chapada da Natividade";-;-;2;2;-;-;-;-;-;-;-;-;4
"170550 Colinas do Tocantins";14;16;17;20;31;34;25;30;18;8;13;14;240
"171670 Colméia";-;-;3;3;-;-;-;-;-;-;-;-;6
"170555 Combinado";-;1;1;1;1;-;-;-;-;-;-;-;4
"170560 Conceição do Tocantins";3;3;3;-;-;-;-;-;-;-;-;-;9
"170600 Couto Magalhães";-;1;-;-;-;-;-;-;1;-;-;-;2
"170610 Cristalândia";-;-;-;-;2;2;-;-;-;-;-;-;4
"170625 Crixás do Tocantins";3;2;12;9;1;1;-;-;-;-;-;-;28
"170650 Darcinópolis";1;1;3;5;4;-;1;-;-;1;1;-;17
"170700 Dianópolis";10;4;14;1;1;-;1;2;-;1;-;1;35
"170710 Divinópolis do Tocantins";4;-;2;2;-;3;-;1;-;2;-;1;15
"170720 Dois Irmãos do Tocantins";-;1;4;-;1;-;-;-;-;-;1;-;7
"170730 Dueré";11;12;7;9;9;3;-;-;-;1;-;-;52
"170740 Esperantina";1;-;-;-;-;-;-;-;-;-;1;-;2
"170755 Fátima";-;2;2;1;-;-;-;-;-;-;-;-;5
"170765 Figueirópolis";1;3;1;-;-;-;-;-;-;-;-;-;5
"170770 Filadélfia";40;5;1;2;-;-;-;-;-;-;-;-;48
"170820 Formoso do Araguaia";4;14;33;24;4;1;-;-;-;-;-;-;80
"170825 Fortaleza do Tabocão";-;4;6;-;-;-;-;-;-;-;-;-;10
"170830 Goianorte";12;-;-;-;-;-;-;-;-;-;-;5;17
"170900 Goiatins";1;4;4;8;-;-;-;-;-;-;-;-;17
"170930 Guaraí";14;21;13;14;4;1;-;3;-;1;1;2;74
"170950 Gurupi";99;126;85;48;6;1;-;-;-;2;3;10;380
"170980 Ipueiras";14;5;5;1;-;-;-;-;-;-;-;-;25
"171050 Itacajá";16;13;23;2;-;-;-;-;-;-;-;-;54
"171070 Itaguatins";1;2;8;9;1;-;-;-;-;-;-;-;21
"171090 Itapiratins";7;3;1;-;-;-;-;-;-;-;-;-;11
"171110 Itaporã do Tocantins";-;4;-;-;-;-;-;-;-;-;1;-;5
"171150 Jaú do Tocantins";1;1;-;3;-;-;-;-;-;-;-;-;5
"171180 Juarina";-;-;-;-;-;-;-;1;-;-;-;-;1
"171190 Lagoa da Confusão";-;1;1;1;-;-;-;-;-;-;-;-;3
"171195 Lagoa do Tocantins";-;-;-;-;-;-;-;-;-;1;-;-;1
"171200 Lajeado";1;4;-;1;-;1;-;-;-;-;-;-;7
"171215 Lavandeira";1;2;1;3;-;-;-;-;-;-;-;-;7
"171245 Luzinópolis";-;-;2;4;3;-;-;-;-;-;-;-;9
"171250 Marianópolis do Tocantins";3;5;3;-;-;-;-;-;-;-;-;-;11
"171280 Maurilândia do Tocantins";-;3;-;2;3;3;-;-;-;-;-;-;11
"171320 Miracema do Tocantins";3;10;8;1;5;-;-;-;-;-;2;-;29
"171330 Miranorte";37;6;4;12;11;10;6;5;6;10;14;9;130
"171360 Monte do Carmo";1;2;1;-;1;-;-;-;-;-;-;-;5
"171420 Natividade";-;-;1;3;-;-;-;-;-;-;-;1;5
"171488 Nova Olinda";-;-;-;1;-;1;-;-;-;1;1;-;4
"171510 Novo Acordo";5;2;1;3;1;-;-;-;-;-;-;1;13
"171515 Novo Alegre";-;-;1;-;-;-;-;-;-;-;-;-;1
"172100 Palmas";278;279;446;519;1085;921;483;322;282;183;165;56;5019
"171380 Palmeiras do Tocantins";-;-;1;-;-;-;-;-;-;-;-;-;1
"171575 Palmeirópolis";-;4;3;3;-;1;-;-;-;1;1;1;14
"171610 Paraíso do Tocantins";28;7;21;25;45;38;15;16;25;21;33;6;280
"171620 Paranã";25;72;17;4;1;-;-;-;-;-;-;-;119
"171630 Pau D'Arco";-;-;-;-;-;-;-;-;-;-;1;-;1
"171650 Pedro Afonso";-;1;-;1;-;1;-;3;-;-;-;-;6
"171660 Peixe";-;1;1;3;3;-;-;-;-;-;-;-;8
"171665 Pequizeiro";-;-;1;-;1;-;-;-;-;-;-;-;2
"171700 Pindorama do Tocantins";-;1;3;4;1;-;-;-;-;-;-;-;9
"171720 Piraquê";-;-;2;-;2;-;-;-;-;-;-;-;4
"171750 Pium";3;5;5;4;-;-;-;1;-;-;-;-;18
"171780 Ponte Alta do Bom Jesus";1;-;-;-;-;-;-;-;-;-;-;-;1
"171790 Ponte Alta do Tocantins";-;-;3;3;1;-;2;-;-;-;-;1;10
"171800 Porto Alegre do Tocantins";-;-;2;-;1;-;-;-;-;-;-;-;3
"171820 Porto Nacional";15;27;23;19;16;8;1;2;1;1;-;1;114
"171830 Praia Norte";-;2;1;6;2;-;-;-;1;-;-;-;12
"171840 Presidente Kennedy";6;2;13;2;6;-;-;-;-;-;-;-;29
"171845 Pugmil";3;3;-;-;-;-;-;-;-;-;-;-;6
"171855 Riachinho";-;-;1;-;-;-;1;8;1;5;1;-;17
"171870 Rio dos Bois";2;2;2;5;1;2;1;-;-;-;-;-;15
"171880 Sampaio";-;2;2;-;1;-;-;-;1;1;15;1;23
"171886 Santa Fé do Araguaia";-;-;5;6;4;1;-;-;-;-;-;-;16
"171888 Santa Maria do Tocantins";-;-;1;-;-;-;-;-;-;-;-;-;1
"171889 Santa Rita do Tocantins";1;-;-;-;-;-;-;-;-;-;-;-;1
"171890 Santa Rosa do Tocantins";3;8;6;7;1;2;-;-;-;1;1;-;29
"171900 Santa Tereza do Tocantins";19;16;-;-;-;-;-;-;-;-;-;5;40
"172000 Santa Terezinha do Tocantins";-;-;2;1;3;-;-;-;-;-;1;-;7
"172010 São Bento do Tocantins";1;1;2;7;4;-;-;-;-;-;1;-;16
"172020 São Miguel do Tocantins";-;1;2;1;-;-;-;-;-;-;-;-;4
"172025 São Salvador do Tocantins";1;2;-;-;-;-;-;-;-;-;-;-;3
"172030 São Sebastião do Tocantins";-;2;2;-;-;-;-;-;-;-;-;-;4
"172065 Silvanópolis";43;57;23;9;1;-;-;-;-;2;-;10;145
"172080 Sítio Novo do Tocantins";8;4;18;8;14;-;2;4;1;2;2;-;63
"172085 Sucupira";-;1;-;1;-;-;-;-;-;-;-;-;2
"172090 Taguatinga";1;3;7;6;3;1;-;1;1;-;-;-;23
"172093 Taipas do Tocantins";-;-;1;-;-;-;-;-;-;-;-;-;1
"172110 Tocantínia";3;6;15;11;2;-;-;-;-;-;-;-;37
"172120 Tocantinópolis";40;15;41;45;57;50;14;12;6;10;5;9;304
"172125 Tupirama";-;-;-;-;-;1;-;-;-;-;-;-;1
"172130 Tupiratins";1;1;-;-;-;-;-;-;-;-;-;-;2
"172210 Xambioá";-;-;5;2;-;-;-;-;-;-;-;-;7
"Total";937;988;1220;1129;1637;1185;607;452;382;319;312;150;9318
