DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - Mato Grosso
Casos Prováveis por Município infecção e Mês 1º Sintoma(s)
Período:2009
"Município infecção";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"510350 Diamantino";4;5;50;127;238;85;26;18;6;7;28;14;608
"510360 Dom Aquino";-;-;1;-;1;-;-;-;-;-;-;2;4
"510370 Feliz Natal";-;-;-;-;2;1;-;1;-;1;12;9;26
"510380 Figueirópolis D'Oeste";-;-;-;-;1;6;10;30;27;15;18;14;121
"510385 Gaúcha do Norte";-;-;-;-;-;-;-;-;-;9;43;24;76
"510390 General Carneiro";2;1;10;9;2;1;-;-;-;1;8;11;45
"510395 Glória D'Oeste";-;-;-;1;1;-;-;1;1;3;4;10;21
"510410 Guarantã do Norte";-;10;7;2;3;2;-;-;-;1;10;102;137
"510420 Guiratinga";-;1;5;1;7;5;2;1;-;-;1;3;26
"510450 Indiavaí";3;1;1;-;-;-;-;-;4;35;119;18;181
"510452 Ipiranga do Norte";-;-;-;1;-;-;-;-;-;1;1;6;9
"510454 Itanhangá";2;6;35;62;43;1;-;1;-;3;5;6;164
"510455 Itaúba";-;-;2;3;1;6;49;23;9;28;15;69;205
"510460 Itiquira";-;1;-;1;-;-;-;-;-;-;-;1;3
"510480 Jaciara";-;1;29;42;84;42;21;6;6;29;50;56;366
"510490 Jangada";1;-;-;43;7;-;-;-;-;-;-;1;52
"510500 Jauru";-;1;2;16;1;5;1;4;33;38;36;86;223
"510510 Juara";2;-;3;1;4;3;1;1;-;-;3;15;33
"510515 Juína";29;25;53;43;54;16;13;3;3;25;45;161;470
"510517 Juruena";13;32;27;20;-;-;-;-;-;3;34;103;232
"510520 Juscimeira";-;1;1;4;11;26;23;22;12;10;16;29;155
"510523 Lambari D'Oeste";-;-;6;8;3;8;6;4;-;1;4;4;44
"510525 Lucas do Rio Verde";10;32;73;67;95;24;12;5;3;9;70;119;519
"510558 Marcelândia";2;-;2;-;3;5;2;-;1;-;3;8;26
"510560 Matupá";6;15;2;4;5;2;9;10;3;15;72;51;194
"510562 Mirassol d'Oeste";-;1;3;1;6;3;2;2;4;13;65;72;172
"510590 Nobres";2;4;40;46;34;4;7;5;3;7;47;30;229
"510600 Nortelândia";1;3;21;58;145;17;1;-;-;1;1;-;248
"510610 Nossa Senhora do Livramento";2;5;5;39;11;10;2;1;3;4;24;46;152
"510615 Nova Bandeirantes";-;-;-;1;-;-;-;-;-;-;1;12;14
"510620 Nova Brasilândia";1;-;-;1;2;1;1;2;1;2;99;119;229
"510621 Nova Canaã do Norte";-;3;-;2;-;-;-;-;1;-;12;24;42
"510880 Nova Guarita";-;-;-;-;-;-;-;-;-;-;1;-;1
"510618 Nova Lacerda";-;1;-;1;7;5;7;1;-;1;4;5;32
"510885 Nova Marilândia";1;1;2;5;3;4;-;2;-;2;-;-;20
"510890 Nova Maringá";-;-;10;19;4;2;1;-;-;-;-;2;38
"510895 Nova Monte Verde";-;1;-;-;-;-;-;-;-;-;-;-;1
"510622 Nova Mutum";12;27;112;249;257;67;5;1;1;1;8;6;746
"510617 Nova Nazaré";-;1;-;-;-;-;-;-;-;-;-;1;2
"510623 Nova Olímpia";22;22;70;138;81;15;3;-;-;8;10;10;379
"510619 Nova Santa Helena";-;-;-;-;-;-;-;-;-;2;8;8;18
"510624 Nova Ubiratã";-;-;-;1;6;6;11;10;11;25;135;215;420
"510625 Nova Xavantina";6;13;64;58;43;4;5;-;-;-;4;6;203
"510627 Novo Horizonte do Norte";-;-;-;-;1;13;29;50;7;2;-;-;102
"510626 Novo Mundo";-;-;-;-;-;-;-;-;-;-;-;1;1
"510628 Novo São Joaquim";2;-;1;7;15;5;2;1;14;46;137;41;271
"510629 Paranaíta";1;-;-;1;2;-;-;-;-;-;2;5;11
"510630 Paranatinga";1;3;6;45;27;28;24;29;41;265;304;85;858
"510637 Pedra Preta";-;-;-;-;2;-;-;1;3;10;66;39;121
"510642 Peixoto de Azevedo";2;1;1;1;2;-;-;1;-;3;11;27;49
"510645 Planalto da Serra";1;-;-;7;1;2;3;-;-;-;13;3;30
"510650 Poconé";5;25;86;62;25;3;-;5;2;-;2;3;218
"510665 Pontal do Araguaia";1;2;5;7;16;1;-;-;-;-;20;109;161
"510670 Ponte Branca";-;-;-;-;-;-;-;-;-;-;-;1;1
"510675 Pontes e Lacerda";9;16;43;63;129;65;24;12;6;1;2;20;390
"510677 Porto Alegre do Norte";-;2;-;-;-;-;-;-;-;-;-;-;2
"510680 Porto dos Gaúchos";-;-;-;-;-;-;-;-;-;-;-;4;4
"510682 Porto Esperidião";-;-;1;1;-;1;1;-;5;-;25;17;51
"510685 Porto Estrela";-;-;-;1;2;-;-;-;-;-;1;7;11
"510700 Poxoréo";-;-;1;3;3;-;-;-;-;-;1;3;11
"510704 Primavera do Leste";1;1;4;8;6;-;1;-;1;3;94;200;319
"510706 Querência";4;3;4;14;5;30;25;10;3;1;-;1;100
"510715 Reserva do Cabaçal";1;-;1;4;1;1;-;-;-;-;1;3;12
"510718 Ribeirão Cascalheira";5;1;2;2;1;4;-;-;-;1;18;44;78
"510719 Ribeirãozinho";-;-;-;1;4;11;7;8;4;-;-;1;36
"510720 Rio Branco";37;58;80;44;8;2;-;1;-;1;7;19;257
"510760 Rondonópolis";1;5;4;16;6;1;2;1;-;5;147;414;602
"510770 Rosário Oeste";185;110;34;29;11;1;-;3;-;1;4;20;398
"510775 Salto do Céu";2;28;105;50;20;-;-;-;-;1;8;3;217
"510724 Santa Carmem";-;2;3;-;2;5;-;4;1;6;23;82;128
"510776 Santa Rita do Trivelato";-;-;-;4;1;-;-;2;4;10;7;4;32
"510777 Santa Terezinha";-;-;-;-;1;-;-;-;-;-;-;-;1
"510726 Santo Afonso";1;-;-;1;-;-;1;-;1;-;-;-;4
"510779 Santo Antônio do Leste";-;-;-;4;-;-;-;3;5;1;6;7;26
"510780 Santo Antônio do Leverger";1;-;1;3;12;1;-;1;-;-;2;1;22
"510785 São Félix do Araguaia";-;24;21;1;-;-;-;-;-;-;-;-;46
"510729 São José do Povo";-;-;-;1;-;8;4;6;-;3;3;5;30
"510730 São José do Rio Claro";-;-;2;9;8;11;13;7;-;1;15;38;104
"510735 São José do Xingu";6;7;16;12;4;7;3;1;3;1;-;-;60
"510710 São José dos Quatro Marcos";-;2;21;17;25;7;2;-;-;10;85;160;329
"510740 São Pedro da Cipa";1;1;11;22;25;9;2;-;-;-;3;5;79
"510787 Sapezal";-;1;1;2;9;12;17;12;9;24;32;41;160
"510790 Sinop";4;15;61;227;560;485;454;308;250;290;479;706;3839
"510792 Sorriso";2;4;3;5;18;26;76;71;70;218;818;637;1948
"510794 Tabaporã";-;-;1;-;-;-;-;-;-;-;5;31;37
"510795 Tangará da Serra";41;105;337;466;358;150;26;4;9;6;13;44;1559
"510800 Tapurah";2;-;2;1;5;3;13;-;1;-;1;15;43
"510805 Terra Nova do Norte";-;-;-;-;-;-;-;-;1;-;-;9;10
"510810 Tesouro";-;-;-;-;-;-;-;-;-;-;-;1;1
"510820 Torixoréu";1;-;-;-;-;-;-;-;-;-;-;1;2
"510830 União do Sul";1;2;1;3;-;-;-;-;-;2;11;7;27
"510835 Vale de São Domingos";-;-;-;4;4;3;10;20;36;65;13;2;157
"510840 Várzea Grande";23;46;359;849;1166;314;193;109;74;103;427;566;4229
"510850 Vera";-;1;-;2;1;1;-;-;1;-;13;8;27
"510550 Vila Bela da Santíssima Trindade";-;-;3;2;-;-;-;-;-;-;6;217;228
"510860 Vila Rica";1;2;4;2;-;1;-;-;-;-;-;1;11
"520870 Goiânia";-;-;-;-;-;-;-;2;-;-;1;2;5
"000000 Ignorado ou exterior";112;143;267;1009;996;313;155;88;90;158;335;601;4267
"Total";832;1360;3742;9628;8730;3030;1883;1398;1390;2679;8233;9573;52478
 Fonte: Ministério da Saúde/SVS - Sistema de Informação de Agravos de Notificação - Sinan Net
 Notas:
 
 ncluídas notificações de indivíduos residentes no Brasil, independente de sua confirmação, exceto os descartados, pois em situações de epidemia nem sempre é possível confirmar todos os casos.
 Para tabular os óbitos por dengue até 2012, deve-se considerar apenas os casos graves (DCC, FHD, SCD, DSA, DG) em que a evolução seja "óbito pelo agravo notificado" com critério de confirmação laboratorial e clínico-epidemiológico. A partir de 2013,
 Períodos Disponíveis ou período - Correspondem aos anos de notificação dos casos.
 Para cálculo da incidência utilize locais de residência.
 Dados de 2007 atualizados em 30/08/2009.
 Dados de 2008 atualizados em 17/03/2011.
 Dados de 2009 atualizados em 23/06/2011.
 Dados de 2010 atualizados em 18/06/2011.
 Dados de 2011 atualizados em 11/01/2012.
 Dados de 2012 atualizados em 25/07/2013.
 Dados de 2013 atualizados em 10/07/2014.
 Data da publicação dos dados 04/02/2019.
 
