DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - Mato Grosso
Casos Prováveis por Município infecção e Mês 1º Sintoma(s)
Período:2017
"Município infecção";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"510320 Colíder";9;5;9;1;1;-;-;1;-;-;1;-;27
"510325 Colniza";14;17;10;18;7;4;2;3;7;21;30;21;154
"510330 Comodoro";2;6;4;-;-;-;-;-;-;-;-;3;15
"510335 Confresa";1;-;-;-;-;-;1;-;-;-;-;-;2
"510337 Cotriguaçu";3;-;1;-;-;2;-;1;1;1;2;3;14
"510340 Cuiabá";321;592;780;531;392;201;113;88;64;76;82;109;3349
"510350 Diamantino";1;-;-;1;-;-;-;-;-;-;-;-;2
"510370 Feliz Natal";-;-;2;-;1;-;-;-;-;-;-;1;4
"510385 Gaúcha do Norte";-;-;-;1;1;-;1;1;-;-;2;4;10
"510390 General Carneiro";-;1;2;-;1;-;-;-;-;3;3;1;11
"510410 Guarantã do Norte";6;4;4;2;-;3;-;1;-;1;-;5;26
"510450 Indiavaí";-;-;-;1;-;-;-;-;-;-;-;-;1
"510454 Itanhangá";-;3;3;3;-;-;2;3;-;-;-;-;14
"510455 Itaúba";-;-;-;1;-;-;-;1;-;-;-;-;2
"510460 Itiquira";-;2;-;-;-;-;-;-;-;-;-;-;2
"510480 Jaciara";-;-;1;13;10;1;-;-;-;1;-;-;26
"510490 Jangada";-;4;-;-;-;-;-;-;-;-;-;-;4
"510510 Juara";8;13;2;3;4;-;1;-;1;1;2;6;41
"510515 Juína";14;3;5;12;3;2;-;2;1;1;2;5;50
"510520 Juscimeira";5;5;15;9;9;14;11;6;3;-;-;-;77
"510523 Lambari D'Oeste";-;-;-;-;1;-;-;-;-;-;-;-;1
"510525 Lucas do Rio Verde";8;4;2;3;-;-;1;-;-;2;1;2;23
"510558 Marcelândia";1;-;-;-;-;4;-;1;-;1;1;2;10
"510560 Matupá";23;15;7;2;8;2;6;-;-;7;11;9;90
"510562 Mirassol d'Oeste";-;-;3;1;-;-;1;-;-;1;-;-;6
"510590 Nobres";-;1;-;-;-;-;-;-;-;1;2;-;4
"510615 Nova Bandeirantes";5;-;-;-;-;-;-;-;-;-;-;-;5
"510620 Nova Brasilândia";2;2;-;1;-;-;-;-;-;-;-;-;5
"510621 Nova Canaã do Norte";1;-;-;1;-;-;-;-;-;-;-;-;2
"510880 Nova Guarita";-;-;1;-;-;-;1;-;-;-;-;-;2
"510885 Nova Marilândia";1;-;-;-;-;-;-;-;-;-;-;-;1
"510890 Nova Maringá";-;-;-;-;-;1;-;-;-;-;-;-;1
"510895 Nova Monte Verde";22;17;9;-;-;1;-;1;1;-;1;7;59
"510622 Nova Mutum";3;1;4;1;2;1;-;2;-;2;3;2;21
"510617 Nova Nazaré";-;1;30;18;1;-;-;-;-;-;-;-;50
"510619 Nova Santa Helena";-;-;1;-;-;-;-;-;-;-;-;-;1
"510624 Nova Ubiratã";1;-;-;-;-;-;-;-;-;-;-;-;1
"510625 Nova Xavantina";2;1;1;-;1;4;-;1;-;-;-;2;12
"510627 Novo Horizonte do Norte";-;-;-;-;1;-;-;-;-;-;-;-;1
"510626 Novo Mundo";1;1;-;-;-;1;1;-;-;-;-;-;4
"510628 Novo São Joaquim";-;-;5;1;-;-;-;-;-;-;-;-;6
"510629 Paranaíta";8;3;1;2;-;1;3;14;-;4;17;39;92
"510630 Paranatinga";2;5;12;2;2;-;-;1;-;-;-;2;26
"510637 Pedra Preta";-;4;4;-;-;-;-;-;-;-;-;-;8
"510642 Peixoto de Azevedo";15;2;5;5;4;1;3;-;1;-;1;6;43
"510650 Poconé";4;2;-;1;-;-;-;-;-;-;-;1;8
"510665 Pontal do Araguaia";-;1;1;-;-;-;-;-;-;-;-;-;2
"510670 Ponte Branca";-;-;-;-;-;-;-;-;-;-;-;1;1
"510675 Pontes e Lacerda";8;11;31;6;4;2;6;6;1;1;5;3;84
"510677 Porto Alegre do Norte";-;6;9;-;1;-;-;-;-;-;-;-;16
"510680 Porto dos Gaúchos";5;2;-;-;-;-;-;-;-;1;1;-;9
"510700 Poxoréo";-;1;-;-;-;1;-;-;-;-;-;-;2
"510704 Primavera do Leste";4;3;14;2;3;2;1;-;-;1;2;3;35
"510706 Querência";2;2;4;-;-;-;-;-;-;-;-;-;8
"510715 Reserva do Cabaçal";-;2;5;-;-;1;-;-;-;-;1;1;10
"510718 Ribeirão Cascalheira";-;-;-;-;-;-;-;-;-;-;-;1;1
"510719 Ribeirãozinho";-;-;-;1;-;-;-;1;-;-;2;-;4
"510760 Rondonópolis";7;6;4;14;4;7;8;-;2;-;5;1;58
"510770 Rosário Oeste";3;-;-;-;-;-;-;-;-;-;-;-;3
"510724 Santa Carmem";-;-;-;2;1;3;-;-;-;1;2;1;10
"510774 Santa Cruz do Xingu";-;-;-;-;-;-;-;-;-;1;-;-;1
"510776 Santa Rita do Trivelato";-;-;-;-;1;-;-;-;-;-;-;-;1
"510779 Santo Antônio do Leste";-;10;1;-;-;-;-;-;-;-;2;-;13
"510780 Santo Antônio do Leverger";-;-;1;-;-;-;-;-;-;-;-;-;1
"510785 São Félix do Araguaia";-;-;-;-;-;-;-;-;-;-;-;1;1
"510730 São José do Rio Claro";-;-;-;2;1;2;1;-;-;-;-;-;6
"510735 São José do Xingu";-;-;-;-;-;-;-;-;1;-;3;1;5
"510710 São José dos Quatro Marcos";1;-;1;2;1;1;-;-;1;-;-;-;7
"510787 Sapezal";-;-;-;3;-;-;-;-;-;-;1;-;4
"510790 Sinop";46;61;64;54;55;36;13;21;18;13;10;19;410
"510792 Sorriso";3;1;7;6;3;2;-;1;-;1;2;6;32
"510794 Tabaporã";6;8;1;1;1;-;-;-;-;-;-;-;17
"510795 Tangará da Serra";10;34;23;12;23;8;3;1;4;3;5;4;130
"510800 Tapurah";1;-;-;-;-;-;-;-;-;-;-;-;1
"510805 Terra Nova do Norte";1;2;-;1;-;-;-;-;-;-;-;-;4
"510810 Tesouro";-;-;1;-;-;-;-;-;-;-;-;-;1
"510820 Torixoréu";1;2;-;1;2;-;-;-;2;5;8;4;25
"510830 União do Sul";-;-;-;-;1;-;-;-;-;-;-;-;1
"510835 Vale de São Domingos";-;-;1;-;-;-;-;-;-;1;-;-;2
"510840 Várzea Grande";305;281;488;264;176;120;77;70;28;41;56;200;2106
"510850 Vera";4;1;-;-;-;-;-;-;1;-;-;-;6
"510550 Vila Bela da Santíssima Trindade";-;1;1;1;-;-;-;1;1;-;-;1;6
"520753 Faina";-;-;-;-;1;-;-;-;-;-;-;-;1
"520870 Goiânia";-;-;-;-;1;-;-;-;-;-;-;-;1
"000000 Ignorado ou exterior";180;223;251;164;86;54;37;31;41;45;38;105;1255
"Total";1226;1491;1953;1274;891;543;314;289;201;259;352;632;9425
 Fonte: Ministério da Saúde/SVS - Sistema de Informação de Agravos de Notificação - Sinan Net
 Notas:
 
 Incluídas notificações de casos descartados.
 As bases de dados de dengue aqui disponíveis compõem um banco único a partir de 2014, podendo haver pequenas divergências com os dados disponibilizados pelo CGARB (Coordenação Geral de Vigilância de Arboviroses-CGARB) em sua série histórica, que par
 Para tabular os casos graves (classificação final igual a dengue com complicações, febre hemorrágica da dengue, síndrome do choque da dengue, dengue com sinais de alarme e dengue grave) é necessário considerar também o critério de confirmação (labor
 Para o Período de 2020 o estado do Espírito Santo passou a utilizar sistema o e-SUS Vigilância em Saúde. Portanto, para os casos de Arbovirose urbanas do Espírito Santo foram considerados apenas os dados disponibilizados pelo Sinan online (dengue e
 Períodos Disponíveis ou período - Correspondem aos anos de notificação dos casos.
 Para cálculo da incidência utilize locais de residência.
 Dados de 2014 atualizados em 13/07/2015.
 Dados de 2015 atualizados em 27/09/2016.
 Dados de 2016 atualizados em 06/07/2017.
 Dados de 2017 atualizados em 18/07/2018.
 Dados de 2018 atualizados em 01/10/2019.
 Dados de 2019 atualizados em 10/07/2020.
 Dados de 2020 atualizados em 11/01/2021, sujeitos a revisão.
 *Data da publicação dos dados 03/2021.
 
