DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - Maranhão
Casos Prováveis por Município infecção e Mês 1º Sintoma(s)
Período:2013
"Município infecção";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"211003 Santa Luzia do Paruá";-;-;2;9;-;-;-;-;-;-;-;-;11
"211010 Santa Quitéria do Maranhão";-;-;-;-;-;-;1;-;-;-;-;-;1
"211027 Santo Amaro do Maranhão";-;-;-;-;-;-;-;-;1;-;-;-;1
"211060 São Bernardo";-;-;-;3;-;-;-;1;-;-;-;2;6
"211070 São Domingos do Maranhão";-;-;-;-;-;7;1;1;1;1;2;-;13
"211085 São Francisco do Brejão";-;1;-;-;-;-;-;-;-;-;1;-;2
"211090 São Francisco do Maranhão";-;-;1;-;-;-;-;-;-;-;-;-;1
"211105 São João do Paraíso";2;2;-;-;-;-;-;-;-;-;-;-;4
"211107 São João do Soter";2;3;-;1;-;4;-;-;-;-;-;-;10
"211110 São João dos Patos";-;5;6;10;7;1;2;-;-;-;-;-;31
"211120 São José de Ribamar";-;1;2;3;2;7;5;4;4;-;1;1;30
"211125 São José dos Basílios";-;-;-;-;-;-;-;-;-;-;1;-;1
"211130 São Luís";2;1;1;9;-;2;-;1;-;-;3;4;23
"211157 São Pedro dos Crentes";13;18;-;-;-;-;-;-;-;-;-;-;31
"211160 São Raimundo das Mangabeiras";-;-;-;1;-;-;-;-;-;-;-;-;1
"211163 São Raimundo do Doca Bezerra";-;2;-;-;-;-;-;-;-;-;-;-;2
"211174 Senador Alexandre Costa";-;-;1;1;-;-;-;-;-;-;-;-;2
"211176 Senador La Rocque";1;1;-;-;-;-;-;-;-;-;-;-;2
"211180 Sítio Novo";1;1;3;6;1;-;-;-;-;-;3;-;15
"211200 Tasso Fragoso";-;1;-;-;-;-;-;-;-;-;-;-;1
"211210 Timbiras";-;1;1;-;-;-;-;-;-;-;-;-;2
"211220 Timon";3;1;3;1;-;2;4;1;-;-;4;-;19
"211230 Tuntum";-;-;1;4;7;1;-;-;-;-;1;1;15
"211240 Turiaçu";-;-;-;-;-;-;-;-;-;-;2;-;2
"211260 Urbano Santos";1;4;19;2;1;-;-;-;-;-;-;-;27
"211270 Vargem Grande";-;-;-;-;1;-;-;-;-;-;-;-;1
"211280 Viana";-;-;-;-;-;-;-;-;1;-;-;-;1
"211400 Zé Doca";1;-;5;8;4;-;-;2;1;-;-;1;22
"221100 Teresina";2;-;-;-;-;-;-;-;-;-;-;-;2
"000000 Ignorado ou exterior";81;158;229;423;390;235;140;135;110;70;50;40;2061
"Total";278;531;532;667;501;321;176;179;147;84;77;59;3552
 Fonte: Ministério da Saúde/SVS - Sistema de Informação de Agravos de Notificação - Sinan Net
 Notas:
 
 ncluídas notificações de indivíduos residentes no Brasil, independente de sua confirmação, exceto os descartados, pois em situações de epidemia nem sempre é possível confirmar todos os casos.
 Para tabular os óbitos por dengue até 2012, deve-se considerar apenas os casos graves (DCC, FHD, SCD, DSA, DG) em que a evolução seja "óbito pelo agravo notificado" com critério de confirmação laboratorial e clínico-epidemiológico. A partir de 2013,
 Períodos Disponíveis ou período - Correspondem aos anos de notificação dos casos.
 Para cálculo da incidência utilize locais de residência.
 Dados de 2007 atualizados em 30/08/2009.
 Dados de 2008 atualizados em 17/03/2011.
 Dados de 2009 atualizados em 23/06/2011.
 Dados de 2010 atualizados em 18/06/2011.
 Dados de 2011 atualizados em 11/01/2012.
 Dados de 2012 atualizados em 25/07/2013.
 Dados de 2013 atualizados em 10/07/2014.
 Data da publicação dos dados 04/02/2019.
 
