DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - Tocantins
Casos Prováveis por Município infecção e Mês 1º Sintoma(s)
Período:2015
"Município infecção";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"170610 Cristalândia";1;2;2;-;-;-;-;-;-;-;1;2;8
"170700 Dianópolis";-;1;18;21;41;8;-;2;-;-;1;7;99
"170710 Divinópolis do Tocantins";1;3;3;2;8;6;-;1;1;4;8;29;66
"170720 Dois Irmãos do Tocantins";1;-;-;-;-;-;-;-;-;-;-;17;18
"170730 Dueré";-;1;9;3;7;-;-;-;-;-;-;-;20
"170755 Fátima";1;-;1;-;-;-;-;-;-;-;-;-;2
"170765 Figueirópolis";1;-;-;-;3;1;-;-;-;-;-;-;5
"170820 Formoso do Araguaia";3;3;22;19;19;11;14;2;5;5;-;3;106
"170830 Goianorte";-;-;-;-;-;-;-;-;-;-;-;1;1
"170900 Goiatins";-;2;4;-;-;1;-;1;-;1;-;-;9
"170930 Guaraí";-;-;1;1;2;3;1;1;2;1;1;1;14
"170950 Gurupi";-;4;6;11;8;9;-;7;-;2;5;2;54
"170980 Ipueiras";-;-;-;-;-;2;1;-;-;-;-;-;3
"171050 Itacajá";-;1;-;-;-;-;-;-;-;-;-;-;1
"171070 Itaguatins";1;-;1;-;-;-;-;-;-;-;-;-;2
"171090 Itapiratins";-;-;1;-;-;-;-;-;-;-;-;-;1
"171110 Itaporã do Tocantins";-;1;-;1;1;-;-;-;-;-;-;-;3
"171150 Jaú do Tocantins";-;-;1;11;16;2;-;-;-;-;-;-;30
"171190 Lagoa da Confusão";2;-;-;-;-;-;-;-;-;1;-;2;5
"171195 Lagoa do Tocantins";1;1;2;1;-;-;-;-;-;-;-;-;5
"171200 Lajeado";-;-;-;-;-;-;-;-;-;-;-;1;1
"171245 Luzinópolis";-;-;-;-;-;-;1;-;-;-;-;-;1
"171250 Marianópolis do Tocantins";2;-;-;-;1;2;1;-;-;-;3;15;24
"171280 Maurilândia do Tocantins";-;-;1;1;-;-;-;-;-;-;-;-;2
"171320 Miracema do Tocantins";2;-;1;2;-;2;1;3;-;2;12;37;62
"171330 Miranorte";1;-;-;2;2;-;-;-;1;1;-;1;8
"171360 Monte do Carmo";-;-;-;1;3;-;-;-;-;-;-;-;4
"171370 Monte Santo do Tocantins";-;-;-;2;-;-;-;1;-;-;-;-;3
"171395 Muricilândia";-;-;-;-;-;-;-;-;-;3;-;4;7
"171420 Natividade";-;1;2;5;2;1;-;-;-;-;-;-;11
"171488 Nova Olinda";-;-;-;2;-;1;1;-;-;-;-;-;4
"171500 Nova Rosalândia";1;1;3;1;-;-;-;-;-;-;-;1;7
"171510 Novo Acordo";-;-;-;-;1;-;-;-;-;-;-;-;1
"171515 Novo Alegre";-;-;-;-;-;-;-;1;2;3;2;1;9
"171525 Novo Jardim";-;-;1;-;-;-;-;-;-;-;-;-;1
"172100 Palmas";150;390;866;641;572;302;187;155;77;89;196;359;3984
"171570 Palmeirante";-;-;1;-;-;-;-;-;-;-;-;-;1
"171575 Palmeirópolis";19;16;35;25;8;5;-;-;-;-;-;-;108
"171610 Paraíso do Tocantins";7;7;18;26;17;14;8;2;3;4;12;59;177
"171620 Paranã";2;4;12;26;23;1;1;1;-;-;-;-;70
"171630 Pau D'Arco";-;-;-;-;5;-;-;-;-;-;-;2;7
"171650 Pedro Afonso";-;5;3;3;3;3;-;3;-;-;2;1;23
"171660 Peixe";-;-;-;-;-;-;-;-;-;-;2;2;4
"171700 Pindorama do Tocantins";-;-;-;-;-;-;-;-;-;-;-;2;2
"171750 Pium";-;13;6;9;7;5;1;-;-;1;-;-;42
"171780 Ponte Alta do Bom Jesus";-;-;-;-;2;-;-;-;-;-;-;-;2
"171790 Ponte Alta do Tocantins";-;-;-;1;1;-;1;-;-;-;-;1;4
"171800 Porto Alegre do Tocantins";-;-;1;-;1;-;-;-;-;1;-;-;3
"171820 Porto Nacional";7;13;18;25;22;19;6;1;-;1;1;2;115
"171855 Riachinho";-;-;1;6;2;4;3;-;-;-;-;-;16
"171865 Rio da Conceição";-;-;1;-;4;-;-;2;-;-;1;-;8
"171870 Rio dos Bois";-;-;-;-;-;-;-;-;1;-;-;-;1
"171875 Rio Sono";-;-;-;-;-;-;-;-;-;-;-;1;1
"171880 Sampaio";-;1;1;-;-;-;-;-;-;-;-;-;2
"171886 Santa Fé do Araguaia";1;2;-;-;1;-;-;-;-;-;-;1;5
"171888 Santa Maria do Tocantins";-;-;-;-;-;2;-;-;-;-;-;-;2
"171890 Santa Rosa do Tocantins";-;-;1;-;-;-;-;-;-;-;-;-;1
"172010 São Bento do Tocantins";1;-;-;-;-;-;-;-;-;-;-;-;1
"172020 São Miguel do Tocantins";-;-;11;5;2;-;-;-;-;-;-;-;18
"172025 São Salvador do Tocantins";-;-;-;1;-;-;1;-;-;-;-;-;2
"172049 São Valério";-;-;3;-;-;-;-;-;-;-;-;5;8
"172065 Silvanópolis";-;1;1;2;-;3;1;1;-;-;-;-;9
"172080 Sítio Novo do Tocantins";-;-;-;-;-;-;-;1;-;-;-;-;1
"172090 Taguatinga";1;-;3;2;2;-;-;-;-;-;-;1;9
"172093 Taipas do Tocantins";-;-;-;-;1;-;1;-;-;-;-;-;2
"172097 Talismã";-;-;1;1;-;1;-;-;-;-;-;-;3
"172110 Tocantínia";-;2;1;1;-;-;-;-;1;-;-;-;5
"172120 Tocantinópolis";-;10;30;11;7;8;3;1;1;6;13;15;105
"172208 Wanderlândia";-;-;-;-;-;1;1;-;-;-;-;2;4
"172210 Xambioá";-;1;-;-;-;-;1;-;-;-;-;-;2
"210900 Porto Franco";-;-;1;-;-;-;-;-;-;-;-;-;1
"211020 Santa Rita";-;1;-;-;-;-;-;-;-;-;-;-;1
"261160 Recife";-;-;-;-;-;-;1;-;-;-;-;-;1
"317040 Unaí";-;-;-;1;-;-;-;-;-;-;-;-;1
"520010 Abadiânia";-;-;-;-;1;-;-;-;-;-;-;-;1
"520870 Goiânia";-;-;-;1;-;1;-;-;-;-;-;-;2
"521308 Minaçu";-;-;-;-;-;-;-;-;-;-;-;1;1
"521800 Porangatu";-;1;-;-;-;-;-;-;-;-;-;-;1
"522160 Uruaçu";-;-;-;-;1;-;-;-;-;-;-;-;1
"000000 Ignorado ou exterior";58;78;218;231;219;208;86;41;26;43;126;231;1565
"Total";356;643;1446;1292;1215;740;390;279;142;185;415;861;7964
 Fonte: Ministério da Saúde/SVS - Sistema de Informação de Agravos de Notificação - Sinan Net
 Notas:
 
 Incluídas notificações de casos descartados.
 As bases de dados de dengue aqui disponíveis compõem um banco único a partir de 2014, podendo haver pequenas divergências com os dados disponibilizados pelo CGARB (Coordenação Geral de Vigilância de Arboviroses-CGARB) em sua série histórica, que par
 Para tabular os casos graves (classificação final igual a dengue com complicações, febre hemorrágica da dengue, síndrome do choque da dengue, dengue com sinais de alarme e dengue grave) é necessário considerar também o critério de confirmação (labor
 Para o Período de 2020 o estado do Espírito Santo passou a utilizar sistema o e-SUS Vigilância em Saúde. Portanto, para os casos de Arbovirose urbanas do Espírito Santo foram considerados apenas os dados disponibilizados pelo Sinan online (dengue e
 Períodos Disponíveis ou período - Correspondem aos anos de notificação dos casos.
 Para cálculo da incidência utilize locais de residência.
 Dados de 2014 atualizados em 13/07/2015.
 Dados de 2015 atualizados em 27/09/2016.
 Dados de 2016 atualizados em 06/07/2017.
 Dados de 2017 atualizados em 18/07/2018.
 Dados de 2018 atualizados em 01/10/2019.
 Dados de 2019 atualizados em 10/07/2020.
 Dados de 2020 atualizados em 11/01/2021, sujeitos a revisão.
 *Data da publicação dos dados 03/2021.
 
