DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - Pará
Casos Prováveis por Município infecção e Mês 1º Sintoma(s)
Período:2015
"Município infecção";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"150580 Portel";2;5;24;9;3;5;7;1;1;-;1;-;58
"150600 Prainha";-;-;-;1;-;-;-;-;1;-;17;18;37
"150613 Redenção";3;-;1;1;3;4;-;1;-;-;1;12;26
"150616 Rio Maria";-;-;-;-;2;-;-;-;-;1;-;-;3
"150618 Rondon do Pará";-;3;16;10;8;1;-;-;-;-;-;-;38
"150619 Rurópolis";-;-;-;1;-;-;4;4;4;-;-;-;13
"150620 Salinópolis";-;3;6;4;-;-;4;-;-;-;-;-;17
"150630 Salvaterra";-;-;-;-;1;-;1;1;-;2;-;-;5
"150650 Santa Izabel do Pará";17;22;34;3;3;3;3;11;15;23;4;6;144
"150655 Santa Luzia do Pará";-;-;-;1;-;-;-;-;-;-;-;-;1
"150660 Santa Maria do Pará";-;-;-;-;1;-;-;-;-;-;-;-;1
"150670 Santana do Araguaia";-;-;1;3;1;3;1;-;-;-;-;3;12
"150680 Santarém";-;-;3;3;2;-;-;-;-;-;-;-;8
"150690 Santarém Novo";-;-;-;1;-;-;-;-;-;1;2;4;8
"150700 Santo Antônio do Tauá";-;-;1;-;5;-;-;2;-;-;-;1;9
"150720 São Domingos do Capim";-;-;-;-;2;1;-;1;-;-;-;-;4
"150730 São Félix do Xingu";5;1;31;15;10;5;1;-;-;-;-;-;68
"150745 São Geraldo do Araguaia";2;9;3;5;2;2;-;2;-;-;2;1;28
"150746 São João da Ponta";4;1;-;-;-;1;2;-;-;-;-;-;8
"150747 São João de Pirabas";-;-;-;-;-;-;-;1;-;-;-;-;1
"150750 São João do Araguaia";1;1;-;-;-;-;-;-;-;-;-;-;2
"150770 São Sebastião da Boa Vista";-;-;-;-;1;-;-;-;-;-;-;1;2
"150780 Senador José Porfírio";39;33;40;28;25;13;1;1;-;-;-;-;180
"150795 Tailândia";4;2;4;3;-;1;-;2;1;-;-;1;18
"150796 Terra Alta";-;2;-;-;-;-;-;-;-;-;-;-;2
"150800 Tomé-Açu";3;6;-;5;4;8;15;5;2;1;1;2;52
"150808 Tucumã";3;2;5;8;6;-;-;1;-;-;-;1;26
"150810 Tucuruí";-;1;3;2;-;2;-;1;-;3;2;2;16
"150812 Ulianópolis";-;-;-;-;1;-;1;-;-;-;-;-;2
"150815 Uruará";-;-;2;-;2;-;-;-;-;-;-;-;4
"150835 Vitória do Xingu";-;2;4;6;2;-;2;-;-;-;-;-;16
"150840 Xinguara";1;-;1;-;12;4;3;-;-;-;3;6;30
"160030 Macapá";-;-;1;-;-;-;-;-;-;-;-;-;1
"160060 Santana";-;1;-;-;-;-;-;-;-;-;-;-;1
"350950 Campinas";-;-;-;-;-;-;-;-;-;-;1;-;1
"520160 Araçu";-;-;-;-;-;-;-;1;-;-;-;-;1
"520430 Caçu";-;1;-;-;-;-;-;-;-;-;-;-;1
"000000 Ignorado ou exterior";163;302;576;547;440;288;210;260;266;239;280;406;3977
"Total";364;652;1254;1047;926;572;453;551;483;418;504;678;7902
 Fonte: Ministério da Saúde/SVS - Sistema de Informação de Agravos de Notificação - Sinan Net
 Notas:
 
 Incluídas notificações de casos descartados.
 As bases de dados de dengue aqui disponíveis compõem um banco único a partir de 2014, podendo haver pequenas divergências com os dados disponibilizados pelo CGARB (Coordenação Geral de Vigilância de Arboviroses-CGARB) em sua série histórica, que par
 Para tabular os casos graves (classificação final igual a dengue com complicações, febre hemorrágica da dengue, síndrome do choque da dengue, dengue com sinais de alarme e dengue grave) é necessário considerar também o critério de confirmação (labor
 Para o Período de 2020 o estado do Espírito Santo passou a utilizar sistema o e-SUS Vigilância em Saúde. Portanto, para os casos de Arbovirose urbanas do Espírito Santo foram considerados apenas os dados disponibilizados pelo Sinan online (dengue e
 Períodos Disponíveis ou período - Correspondem aos anos de notificação dos casos.
 Para cálculo da incidência utilize locais de residência.
 Dados de 2014 atualizados em 13/07/2015.
 Dados de 2015 atualizados em 27/09/2016.
 Dados de 2016 atualizados em 06/07/2017.
 Dados de 2017 atualizados em 18/07/2018.
 Dados de 2018 atualizados em 01/10/2019.
 Dados de 2019 atualizados em 10/07/2020.
 Dados de 2020 atualizados em 11/01/2021, sujeitos a revisão.
 *Data da publicação dos dados 03/2021.
 
