DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - Brasil
Casos Prováveis por Município infecção e Sorotipo                     
Período:2015
"Município infecção";"Ign/Branco";"DEN 1";"DEN 2";"DEN 3";"DEN 4";"Total"
"210630 Magalhães de Almeida";2;-;-;-;-;2
"210632 Maracaçumé";6;-;-;-;-;6
"210660 Matões";6;-;-;-;-;6
"210663 Matões do Norte";1;-;-;-;-;1
"210667 Milagres do Maranhão";1;-;-;-;-;1
"210670 Mirador";6;-;-;-;-;6
"210680 Mirinzal";3;-;-;-;-;3
"210690 Monção";1;-;-;-;-;1
"210700 Montes Altos";1;-;-;-;-;1
"210710 Morros";1;-;-;-;-;1
"210720 Nina Rodrigues";2;-;-;-;-;2
"210730 Nova Iorque";2;-;-;-;-;2
"210735 Nova Olinda do Maranhão";79;-;-;-;-;79
"210750 Paço do Lumiar";32;-;-;-;-;32
"210770 Paraibano";6;-;-;-;-;6
"210780 Parnarama";10;-;-;1;-;11
"210790 Passagem Franca";3;-;-;-;-;3
"210800 Pastos Bons";2;-;-;-;-;2
"210805 Paulino Neves";3;-;-;-;-;3
"210820 Pedreiras";33;-;-;-;-;33
"210825 Pedro do Rosário";10;-;-;-;-;10
"210840 Peri Mirim";6;-;-;-;-;6
"210845 Peritoró";14;-;-;-;-;14
"210850 Pindaré-Mirim";4;-;-;-;-;4
"210860 Pinheiro";118;-;-;-;-;118
"210890 Poção de Pedras";1;-;-;-;-;1
"210900 Porto Franco";19;-;-;-;-;19
"210905 Porto Rico do Maranhão";2;-;-;-;-;2
"210910 Presidente Dutra";19;-;-;-;-;19
"210927 Presidente Sarney";5;-;-;-;-;5
"210930 Presidente Vargas";10;-;-;-;-;10
"210950 Riachão";10;-;-;-;-;10
"210955 Ribamar Fiquene";1;-;-;-;-;1
"210960 Rosário";14;-;-;-;-;14
"210980 Santa Helena";75;-;-;-;-;75
"210990 Santa Inês";25;-;-;-;-;25
"211000 Santa Luzia";-;1;-;-;-;1
"211003 Santa Luzia do Paruá";3;-;-;-;-;3
"211020 Santa Rita";4;-;-;-;-;4
"211060 São Bernardo";3;-;-;-;-;3
"211070 São Domingos do Maranhão";24;-;-;-;-;24
"211085 São Francisco do Brejão";6;-;-;-;-;6
"211105 São João do Paraíso";14;-;-;-;-;14
"211107 São João do Soter";1;-;-;-;-;1
"211110 São João dos Patos";3;-;-;-;-;3
"211120 São José de Ribamar";43;-;-;-;-;43
"211130 São Luís";236;1;2;-;-;239
"211140 São Luís Gonzaga do Maranhão";1;-;-;-;-;1
"211160 São Raimundo das Mangabeiras";1;-;-;-;-;1
"211174 Senador Alexandre Costa";55;-;-;-;-;55
"211176 Senador La Rocque";2;-;-;-;-;2
"211180 Sítio Novo";4;-;-;-;-;4
"211190 Sucupira do Norte";1;-;-;-;-;1
"211200 Tasso Fragoso";25;-;-;-;-;25
"211220 Timon";45;-;-;-;-;45
"211223 Trizidela do Vale";2;-;-;-;-;2
"211230 Tuntum";68;-;-;-;-;68
"211250 Tutóia";1;-;-;-;-;1
"211260 Urbano Santos";18;2;-;-;-;20
"211270 Vargem Grande";39;-;-;-;-;39
"211280 Viana";1;-;-;-;-;1
"211400 Zé Doca";145;-;-;-;-;145
"220005 Acauã";6;-;-;-;-;6
"220020 Água Branca";5;-;-;-;-;5
"220025 Alagoinha do Piauí";3;-;-;-;-;3
"220027 Alegrete do Piauí";3;1;-;-;-;4
"220030 Alto Longá";1;-;-;-;-;1
"220040 Altos";15;-;-;-;-;15
"220045 Alvorada do Gurguéia";51;6;-;-;-;57
"220050 Amarante";1;-;-;-;-;1
"220060 Angical do Piauí";1;1;-;-;-;2
"220115 Baixa Grande do Ribeiro";4;-;-;-;-;4
"220120 Barras";65;-;-;-;-;65
"220150 Batalha";7;-;-;-;-;7
"220157 Belém do Piauí";3;-;-;-;-;3
"220170 Bertolínia";1;-;-;-;-;1
"220173 Betânia do Piauí";15;-;-;-;-;15
"220190 Bom Jesus";34;-;-;-;-;34
"220192 Bonfim do Piauí";2;-;-;-;-;2
"220196 Brasileira";7;-;-;-;-;7
"220202 Buriti dos Montes";12;-;-;-;-;12
"220209 Caldeirão Grande do Piauí";2;-;-;-;-;2
"220211 Campo Alegre do Fidalgo";28;1;-;-;-;29
"220213 Campo Grande do Piauí";10;-;-;-;-;10
"220220 Campo Maior";8;-;-;-;-;8
"220230 Canto do Buriti";5;-;-;-;-;5
"220240 Capitão de Campos";2;-;-;-;-;2
"220245 Capitão Gervásio Oliveira";1;-;-;-;-;1
"220260 Castelo do Piauí";1;-;-;-;-;1
"220270 Cocal";8;-;-;-;-;8
"220280 Conceição do Canindé";3;-;-;-;-;3
"220290 Corrente";2;-;-;-;-;2
"220310 Cristino Castro";4;1;-;-;-;5
"220320 Curimatá";22;-;-;-;-;22
"220323 Currais";4;-;-;-;-;4
"220330 Demerval Lobão";9;-;-;-;-;9
"220335 Dirceu Arcoverde";13;-;-;-;-;13
"220340 Dom Expedito Lopes";8;-;-;-;-;8
"220345 Dom Inocêncio";2;-;-;-;-;2
"220350 Elesbão Veloso";2;-;-;-;-;2
"220370 Esperantina";45;-;-;-;-;45
"220390 Floriano";5;-;-;-;-;5
"220420 Francisco Santos";1;-;-;-;-;1
"220430 Fronteiras";7;-;-;-;-;7
"220435 Geminiano";1;-;-;-;-;1
"220450 Guadalupe";2;-;-;-;-;2
"220460 Hugo Napoleão";3;-;-;-;-;3
"220470 Inhuma";-;1;-;-;-;1
"220480 Ipiranga do Piauí";1;-;-;-;-;1
"220500 Itainópolis";1;-;-;-;-;1
"220515 Jacobina do Piauí";10;-;-;-;-;10
"220525 Jardim do Mulato";1;-;-;-;-;1
"220545 Joca Marques";14;-;-;-;-;14
"220550 José de Freitas";11;-;-;-;-;11
"220553 Jurema";7;-;-;-;-;7
"220555 Lagoa Alegre";2;-;-;-;-;2
"220557 Lagoa de São Francisco";12;-;-;-;-;12
"220556 Lagoa do Barro do Piauí";2;-;-;-;-;2
"220560 Landri Sales";7;-;-;-;-;7
"220570 Luís Correia";9;-;-;-;-;9
"220595 Marcolândia";9;-;-;-;-;9
"220600 Marcos Parente";1;-;-;-;-;1
"220620 Miguel Alves";1;-;-;-;-;1
"220630 Miguel Leão";3;-;-;-;-;3
"220635 Milton Brandão";10;-;-;-;-;10
"220640 Monsenhor Gil";28;-;-;-;-;28
"220650 Monsenhor Hipólito";9;-;-;-;-;9
"220670 Nazaré do Piauí";2;-;-;-;-;2
"220672 Nazária";1;-;-;-;-;1
"220680 Nossa Senhora dos Remédios";49;-;-;-;-;49
"220690 Novo Oriente do Piauí";2;-;-;-;-;2
"220700 Oeiras";78;-;-;-;-;78
"220740 Palmeira do Piauí";1;-;-;-;-;1
"220760 Parnaguá";29;3;-;-;-;32
"220770 Parnaíba";171;-;-;-;-;171
"220777 Patos do Piauí";3;-;-;-;-;3
"220780 Paulistana";5;-;-;-;-;5
"220790 Pedro II";62;2;-;-;-;64
"220793 Pedro Laurentino";1;-;-;-;-;1
"220800 Picos";312;-;-;-;-;312
"220810 Pimenteiras";5;-;-;-;-;5
"220820 Pio IX";7;-;-;-;-;7
"220830 Piracuruca";5;-;-;-;-;5
"220840 Piripiri";17;-;-;-;-;17
"220850 Porto";1;-;-;-;-;1
"220885 Riacho Frio";1;-;-;-;-;1
"220930 Santa Luz";4;-;-;-;-;4
"220937 Santa Rosa do Piauí";1;-;-;-;-;1
"220945 Santo Antônio dos Milagres";4;1;-;-;-;5
"220965 São Francisco de Assis do Piauí";1;-;-;-;-;1
"220997 São João do Arraial";22;-;-;-;-;22
"221000 São João do Piauí";5;-;-;-;-;5
"221005 São José do Divino";3;-;-;-;-;3
"221039 São Miguel do Fidalgo";1;-;-;-;-;1
"221040 São Miguel do Tapuio";6;-;-;-;-;6
"221050 São Pedro do Piauí";5;-;-;-;-;5
"221060 São Raimundo Nonato";52;-;-;-;-;52
"221063 Sebastião Leal";8;-;1;-;-;9
"221080 Simplício Mendes";11;-;-;-;-;11
"221093 Sussuapara";1;-;-;-;-;1
"221100 Teresina";2656;2;1;1;-;2660
"221110 União";6;-;-;-;-;6
"221120 Uruçuí";26;-;-;-;-;26
"221160 Vila Nova do Piauí";1;-;-;-;-;1
"230010 Abaiara";33;-;-;-;-;33
"230015 Acarape";1;-;-;-;-;1
"230020 Acaraú";56;-;-;-;-;56
"230030 Acopiara";40;-;-;-;-;40
"230040 Aiuaba";4;-;-;-;-;4
"230050 Alcântaras";786;-;-;-;-;786
"230060 Altaneira";1;-;-;-;-;1
"230075 Amontada";21;-;-;-;-;21
"230080 Antonina do Norte";1;-;-;-;-;1
"230090 Apuiarés";15;-;-;-;-;15
"230100 Aquiraz";239;1;-;-;-;240
"230110 Aracati";302;-;-;-;-;302
"230120 Aracoiaba";117;-;-;-;-;117
"230125 Ararendá";10;1;-;-;-;11
"230130 Araripe";11;-;-;-;-;11
"230140 Aratuba";12;-;-;-;-;12
"230150 Arneiroz";217;-;-;-;-;217
"230160 Assaré";14;-;-;-;-;14
"230170 Aurora";11;-;-;-;-;11
"230180 Baixio";46;-;-;-;-;46
"230185 Banabuiú";5;-;-;-;-;5
"230190 Barbalha";563;5;-;-;-;568
"230195 Barreira";1;-;-;-;-;1
"230200 Barro";399;-;-;-;-;399
