DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - Tocantins
Casos Prováveis por Município infecção e Mês 1º Sintoma(s)
Período:2009
"Município infecção";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"171900 Santa Tereza do Tocantins";-;-;1;-;-;-;-;-;-;-;-;-;1
"172020 São Miguel do Tocantins";1;7;7;3;4;1;-;-;-;-;-;-;23
"172025 São Salvador do Tocantins";-;1;-;-;-;-;-;-;-;-;-;-;1
"172030 São Sebastião do Tocantins";-;-;7;-;-;2;-;-;-;-;-;-;9
"172049 São Valério";-;-;-;-;-;-;-;-;-;-;1;1;2
"172065 Silvanópolis";-;-;1;1;-;-;-;-;-;-;1;-;3
"172080 Sítio Novo do Tocantins";1;4;1;-;5;1;1;-;-;-;-;-;13
"172090 Taguatinga";-;2;-;1;-;2;4;2;7;26;55;89;188
"172093 Taipas do Tocantins";-;-;-;-;-;-;-;-;-;-;-;1;1
"172097 Talismã";-;-;-;-;1;-;-;-;-;-;-;-;1
"172110 Tocantínia";-;4;-;-;1;1;-;-;-;-;1;1;8
"172120 Tocantinópolis";21;32;48;28;31;7;3;2;1;1;2;4;180
"172125 Tupirama";1;2;-;-;-;-;-;-;-;-;-;-;3
"172130 Tupiratins";-;-;-;1;-;1;-;-;-;-;-;-;2
"172208 Wanderlândia";7;-;4;4;2;-;-;-;-;-;-;-;17
"172210 Xambioá";7;1;-;1;1;-;-;-;-;-;-;-;10
"292560 Presidente Dutra";1;-;-;-;-;-;-;-;-;-;-;-;1
"292740 Salvador";1;-;-;-;-;-;-;-;-;-;-;-;1
"520870 Goiânia";-;-;-;-;1;-;-;-;-;-;-;-;1
"000000 Ignorado ou exterior";19;32;59;24;40;16;2;6;4;9;23;20;254
"Total";397;387;491;390;420;328;174;127;133;163;414;682;4106
 Fonte: Ministério da Saúde/SVS - Sistema de Informação de Agravos de Notificação - Sinan Net
 Notas:
 
 ncluídas notificações de indivíduos residentes no Brasil, independente de sua confirmação, exceto os descartados, pois em situações de epidemia nem sempre é possível confirmar todos os casos.
 Para tabular os óbitos por dengue até 2012, deve-se considerar apenas os casos graves (DCC, FHD, SCD, DSA, DG) em que a evolução seja "óbito pelo agravo notificado" com critério de confirmação laboratorial e clínico-epidemiológico. A partir de 2013,
 Períodos Disponíveis ou período - Correspondem aos anos de notificação dos casos.
 Para cálculo da incidência utilize locais de residência.
 Dados de 2007 atualizados em 30/08/2009.
 Dados de 2008 atualizados em 17/03/2011.
 Dados de 2009 atualizados em 23/06/2011.
 Dados de 2010 atualizados em 18/06/2011.
 Dados de 2011 atualizados em 11/01/2012.
 Dados de 2012 atualizados em 25/07/2013.
 Dados de 2013 atualizados em 10/07/2014.
 Data da publicação dos dados 04/02/2019.
 
