DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - Tocantins
Casos Prováveis por Município infecção e Mês 1º Sintoma(s)
Período:2019
"Município infecção";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"170765 Figueirópolis";-;-;11;14;2;-;-;-;-;-;-;-;27
"170770 Filadélfia";-;-;1;1;3;-;-;-;-;-;-;-;5
"170820 Formoso do Araguaia";40;57;64;104;106;45;1;1;-;1;1;-;420
"170825 Fortaleza do Tabocão";-;-;6;-;-;-;-;-;-;-;-;-;6
"170900 Goiatins";1;1;1;-;1;-;-;-;-;-;-;-;4
"170930 Guaraí";5;22;30;7;4;2;1;-;-;-;-;-;71
"170950 Gurupi";5;10;28;48;60;13;2;3;1;1;2;2;175
"170980 Ipueiras";2;1;-;-;1;-;-;-;-;-;-;-;4
"171050 Itacajá";-;1;-;-;2;6;-;-;-;-;-;-;9
"171070 Itaguatins";-;1;-;2;2;-;-;-;-;-;-;-;5
"171090 Itapiratins";-;1;1;-;-;-;-;-;-;-;-;-;2
"171110 Itaporã do Tocantins";-;-;1;3;6;4;-;-;-;-;-;-;14
"171150 Jaú do Tocantins";-;-;2;2;8;6;-;-;-;-;-;-;18
"171190 Lagoa da Confusão";1;13;43;11;2;4;-;-;-;1;-;-;75
"171195 Lagoa do Tocantins";-;-;2;1;-;-;-;-;-;-;-;-;3
"171200 Lajeado";-;2;3;14;7;2;-;-;-;1;-;1;30
"171215 Lavandeira";1;-;1;-;1;1;-;-;-;-;-;-;4
"171240 Lizarda";-;-;4;1;-;-;-;-;-;1;-;-;6
"171245 Luzinópolis";-;-;1;3;1;-;-;-;-;-;1;1;7
"171250 Marianópolis do Tocantins";3;3;2;-;1;1;-;-;-;-;-;-;10
"171280 Maurilândia do Tocantins";-;-;-;6;-;1;-;2;3;-;-;-;12
"171320 Miracema do Tocantins";2;1;4;1;-;1;-;1;-;-;-;3;13
"171330 Miranorte";-;3;5;12;2;1;-;-;-;-;-;2;25
"171360 Monte do Carmo";21;47;18;-;-;-;-;-;-;-;1;6;93
"171395 Muricilândia";-;1;3;3;-;-;-;-;-;-;-;-;7
"171420 Natividade";1;3;5;10;1;1;-;-;-;-;-;-;21
"171430 Nazaré";-;1;-;-;-;-;-;-;-;-;-;-;1
"171488 Nova Olinda";-;3;7;6;4;2;-;-;-;-;-;-;22
"171500 Nova Rosalândia";4;1;-;2;-;1;1;-;-;-;-;-;9
"171510 Novo Acordo";1;-;-;-;-;-;-;-;-;-;-;-;1
"171515 Novo Alegre";-;1;-;1;-;-;-;-;-;-;-;-;2
"171525 Novo Jardim";-;5;8;2;4;1;-;-;1;-;-;-;21
"171550 Oliveira de Fátima";-;1;-;-;-;-;-;-;-;-;-;-;1
"172100 Palmas";32;58;14;7;4;4;2;3;-;1;-;4;129
"171570 Palmeirante";1;-;1;-;-;1;-;-;-;-;-;1;4
"171380 Palmeiras do Tocantins";1;-;-;3;-;-;-;-;-;-;-;-;4
"171575 Palmeirópolis";13;6;12;7;1;-;-;-;-;-;-;-;39
"171610 Paraíso do Tocantins";46;116;77;74;68;28;2;11;8;13;32;28;503
"171620 Paranã";-;5;-;-;1;-;-;-;-;-;-;-;6
"171650 Pedro Afonso";5;2;17;-;-;-;-;-;-;-;-;-;24
"171660 Peixe";-;-;7;58;59;6;-;-;-;1;-;-;131
"171665 Pequizeiro";-;-;-;-;1;-;-;-;-;-;-;-;1
"171700 Pindorama do Tocantins";-;1;-;-;-;-;-;-;-;-;-;-;1
"171720 Piraquê";-;-;-;-;-;-;-;-;-;-;-;2;2
"171750 Pium";-;-;-;1;-;1;-;-;-;-;-;-;2
"171780 Ponte Alta do Bom Jesus";3;6;17;25;9;1;-;-;-;-;-;-;61
"171790 Ponte Alta do Tocantins";7;25;5;-;-;-;-;-;-;-;-;-;37
"171800 Porto Alegre do Tocantins";2;7;10;2;-;-;-;-;-;-;-;-;21
"171820 Porto Nacional";490;319;119;57;47;6;1;6;1;2;6;81;1135
"171830 Praia Norte";7;6;11;7;1;-;-;-;-;1;-;1;34
"171840 Presidente Kennedy";-;-;-;-;1;-;-;-;-;1;-;2;4
"171845 Pugmil";1;-;2;1;1;-;-;-;-;-;-;-;5
"171850 Recursolândia";1;3;-;-;1;-;-;-;-;-;-;-;5
"171855 Riachinho";-;1;1;4;-;1;-;-;-;-;-;-;7
"171865 Rio da Conceição";1;3;-;-;1;-;-;-;-;-;-;-;5
"171870 Rio dos Bois";-;1;3;9;3;-;-;-;-;-;-;1;17
"171875 Rio Sono";-;2;-;1;1;-;1;1;-;2;1;-;9
"171880 Sampaio";-;1;2;1;-;-;-;-;-;-;-;-;4
"171884 Sandolândia";-;-;14;1;1;-;-;-;-;-;-;-;16
"171886 Santa Fé do Araguaia";-;-;2;4;-;-;1;-;-;2;-;-;9
"171889 Santa Rita do Tocantins";2;4;-;-;1;-;-;-;-;-;-;-;7
"171890 Santa Rosa do Tocantins";1;-;1;2;2;-;-;-;-;-;-;-;6
"171900 Santa Tereza do Tocantins";1;-;1;2;7;2;1;-;-;-;-;-;14
"172010 São Bento do Tocantins";-;-;1;1;8;1;-;-;-;-;-;-;11
"172015 São Félix do Tocantins";-;2;1;-;-;-;-;-;-;-;-;-;3
"172020 São Miguel do Tocantins";6;3;3;6;-;1;-;1;1;-;-;-;21
"172025 São Salvador do Tocantins";-;-;1;-;-;-;-;-;-;-;-;-;1
"172030 São Sebastião do Tocantins";1;-;-;-;-;-;-;-;-;-;-;-;1
"172049 São Valério";-;1;3;27;14;4;-;-;-;-;-;-;49
"172065 Silvanópolis";5;24;10;4;1;-;-;-;-;-;-;-;44
"172085 Sucupira";-;-;5;1;1;-;-;-;-;-;-;-;7
"172090 Taguatinga";-;4;2;-;-;-;-;-;-;-;-;-;6
"172093 Taipas do Tocantins";2;6;18;35;24;-;-;-;-;-;-;-;85
"172097 Talismã";3;11;9;10;3;-;-;-;-;-;-;-;36
"172110 Tocantínia";1;12;-;10;10;8;1;-;1;-;-;-;43
"172120 Tocantinópolis";6;10;19;32;40;9;7;6;1;-;2;1;133
"172125 Tupirama";-;-;6;7;-;-;-;-;-;-;-;-;13
"172130 Tupiratins";-;-;1;-;1;-;-;-;-;-;-;-;2
"172208 Wanderlândia";-;2;-;1;-;1;-;-;-;-;-;-;4
"172210 Xambioá";1;2;4;1;3;3;-;-;-;-;-;-;14
"291110 Formosa do Rio Preto";1;-;-;-;-;-;-;-;-;-;-;-;1
"510269 Canabrava do Norte";-;-;-;-;-;-;-;-;-;-;-;1;1
"520870 Goiânia";-;-;-;-;1;-;-;-;-;-;-;-;1
"521800 Porangatu";-;-;-;1;-;-;-;-;-;-;-;-;1
"521910 Santa Bárbara de Goiás";1;-;-;-;-;-;-;-;-;-;-;-;1
"530010 Brasília";-;1;-;-;-;-;-;-;-;-;-;-;1
"000000 Ignorado ou exterior";1534;1774;1457;1134;636;179;52;26;24;84;132;245;7277
"Total";2460;2904;2740;2385;1736;485;114;86;53;130;237;438;13768
 Fonte: Ministério da Saúde/SVS - Sistema de Informação de Agravos de Notificação - Sinan Net
 Notas:
 
 Incluídas notificações de casos descartados.
 As bases de dados de dengue aqui disponíveis compõem um banco único a partir de 2014, podendo haver pequenas divergências com os dados disponibilizados pelo CGARB (Coordenação Geral de Vigilância de Arboviroses-CGARB) em sua série histórica, que par
 Para tabular os casos graves (classificação final igual a dengue com complicações, febre hemorrágica da dengue, síndrome do choque da dengue, dengue com sinais de alarme e dengue grave) é necessário considerar também o critério de confirmação (labor
 Para o Período de 2020 o estado do Espírito Santo passou a utilizar sistema o e-SUS Vigilância em Saúde. Portanto, para os casos de Arbovirose urbanas do Espírito Santo foram considerados apenas os dados disponibilizados pelo Sinan online (dengue e
 Períodos Disponíveis ou período - Correspondem aos anos de notificação dos casos.
 Para cálculo da incidência utilize locais de residência.
 Dados de 2014 atualizados em 13/07/2015.
 Dados de 2015 atualizados em 27/09/2016.
 Dados de 2016 atualizados em 06/07/2017.
 Dados de 2017 atualizados em 18/07/2018.
 Dados de 2018 atualizados em 01/10/2019.
 Dados de 2019 atualizados em 10/07/2020.
 Dados de 2020 atualizados em 11/01/2021, sujeitos a revisão.
 *Data da publicação dos dados 03/2021.
 
