DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - Tocantins
Casos Prováveis por Município infecção e Mês 1º Sintoma(s)
Período:2007
"Município infecção";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"171360 Monte do Carmo";-;2;1;-;1;3;1;-;1;-;-;-;9
"171370 Monte Santo do Tocantins";-;2;1;-;-;2;2;-;-;1;3;1;12
"171395 Muricilândia";-;-;-;-;-;1;-;-;-;-;-;1;2
"171420 Natividade";48;35;16;5;2;2;1;-;-;-;2;9;120
"171430 Nazaré";-;-;1;-;1;-;-;2;-;-;-;4;8
"171488 Nova Olinda";2;4;1;1;2;-;1;-;-;-;1;2;14
"171500 Nova Rosalândia";-;-;1;1;-;-;-;-;-;1;-;1;4
"171510 Novo Acordo";-;-;2;-;1;-;-;-;-;-;-;-;3
"171515 Novo Alegre";-;-;1;-;-;-;-;-;-;-;-;-;1
"171525 Novo Jardim";-;2;4;2;-;-;-;-;-;-;-;-;8
"172100 Palmas";865;1496;1481;695;383;151;41;8;9;41;63;69;5302
"171380 Palmeiras do Tocantins";-;-;-;-;1;-;-;-;-;-;-;-;1
"171575 Palmeirópolis";1;-;1;13;23;5;2;2;-;2;8;3;60
"171610 Paraíso do Tocantins";36;34;60;52;13;12;9;6;9;22;42;86;381
"171620 Paranã";-;8;61;16;6;1;-;-;-;-;-;-;92
"171630 Pau D'Arco";-;-;-;-;1;-;-;-;-;-;-;-;1
"171650 Pedro Afonso";2;2;4;5;4;-;4;1;-;-;-;-;22
"171660 Peixe";82;7;1;-;-;-;-;-;-;2;-;10;102
"171665 Pequizeiro";3;8;11;6;-;-;-;-;-;-;-;-;28
"171700 Pindorama do Tocantins";-;1;-;-;-;-;-;-;-;-;-;2;3
"171720 Piraquê";-;-;-;1;-;-;-;-;-;-;-;-;1
"171750 Pium";-;-;1;1;-;-;-;-;-;-;-;1;3
"171780 Ponte Alta do Bom Jesus";-;2;2;1;1;-;-;1;-;-;-;-;7
"171790 Ponte Alta do Tocantins";1;4;3;2;2;5;-;-;-;-;-;5;22
"171800 Porto Alegre do Tocantins";-;-;1;-;-;-;-;-;-;-;-;-;1
"171820 Porto Nacional";7;47;92;79;82;47;8;1;1;2;6;10;382
"171830 Praia Norte";-;-;4;4;-;-;-;-;-;2;3;-;13
"171840 Presidente Kennedy";-;-;-;-;1;-;1;-;-;-;-;2;4
"171845 Pugmil";-;-;1;-;1;-;1;-;-;-;-;-;3
"171850 Recursolândia";-;3;17;13;1;-;-;-;-;1;1;-;36
"171855 Riachinho";-;-;1;-;-;-;8;32;7;-;6;2;56
"171870 Rio dos Bois";-;-;1;6;13;5;3;-;-;-;-;-;28
"171880 Sampaio";-;5;10;4;1;-;1;-;-;1;10;7;39
"171886 Santa Fé do Araguaia";2;1;1;1;-;-;-;-;-;-;-;-;5
"171888 Santa Maria do Tocantins";-;-;-;-;-;9;5;-;-;-;-;1;15
"171889 Santa Rita do Tocantins";1;-;-;1;1;1;-;-;1;1;-;-;6
"171890 Santa Rosa do Tocantins";1;2;5;13;7;1;-;-;-;-;-;-;29
"171900 Santa Tereza do Tocantins";-;2;3;-;1;-;-;-;-;-;-;-;6
"172000 Santa Terezinha do Tocantins";-;1;-;1;1;-;-;-;-;-;-;1;4
"172010 São Bento do Tocantins";2;1;1;4;3;-;-;-;-;2;7;1;21
"172015 São Félix do Tocantins";-;1;-;-;-;-;-;-;-;-;-;1;2
"172020 São Miguel do Tocantins";-;1;-;-;-;-;-;-;3;20;27;4;55
"172025 São Salvador do Tocantins";-;-;1;3;9;15;20;10;4;13;52;16;143
"172030 São Sebastião do Tocantins";-;-;-;-;-;-;-;9;24;31;23;-;87
"172049 São Valério";-;-;-;1;-;-;-;-;-;-;-;-;1
"172065 Silvanópolis";5;-;23;23;46;4;1;1;-;-;-;-;103
"172080 Sítio Novo do Tocantins";5;6;2;-;2;2;2;1;1;1;2;4;28
"172085 Sucupira";-;1;1;2;4;-;-;-;-;1;3;2;14
"172090 Taguatinga";20;26;61;28;22;2;1;1;-;-;-;-;161
"172097 Talismã";1;12;21;-;-;-;-;-;-;-;-;-;34
"172110 Tocantínia";1;3;4;2;3;-;-;5;1;3;11;5;38
"172120 Tocantinópolis";16;7;58;118;168;46;31;28;14;47;20;11;564
"172130 Tupiratins";-;-;-;-;-;-;-;-;1;-;1;-;2
"172208 Wanderlândia";-;-;4;3;2;-;-;-;-;-;1;-;10
"172210 Xambioá";-;-;-;2;5;2;2;-;-;-;7;16;34
"211190 Sucupira do Norte";-;-;-;-;-;-;-;-;-;-;1;-;1
"231290 Sobral";-;-;-;-;1;-;-;-;-;-;-;-;1
"510677 Porto Alegre do Norte";1;-;-;-;-;-;-;-;-;-;-;-;1
"520490 Campos Belos";1;-;-;-;-;-;-;-;-;-;-;-;1
"520870 Goiânia";-;-;-;-;-;-;-;-;-;-;-;1;1
"000000 Ignorado ou exterior";27;39;79;89;28;18;18;10;7;26;103;102;546
"Total";1756;2528;2779;1650;1138;486;240;178;181;423;693;712;12764
 Fonte: Ministério da Saúde/SVS - Sistema de Informação de Agravos de Notificação - Sinan Net
 Notas:
 
 ncluídas notificações de indivíduos residentes no Brasil, independente de sua confirmação, exceto os descartados, pois em situações de epidemia nem sempre é possível confirmar todos os casos.
 Para tabular os óbitos por dengue até 2012, deve-se considerar apenas os casos graves (DCC, FHD, SCD, DSA, DG) em que a evolução seja "óbito pelo agravo notificado" com critério de confirmação laboratorial e clínico-epidemiológico. A partir de 2013,
 Períodos Disponíveis ou período - Correspondem aos anos de notificação dos casos.
 Para cálculo da incidência utilize locais de residência.
 Dados de 2007 atualizados em 30/08/2009.
 Dados de 2008 atualizados em 17/03/2011.
 Dados de 2009 atualizados em 23/06/2011.
 Dados de 2010 atualizados em 18/06/2011.
 Dados de 2011 atualizados em 11/01/2012.
 Dados de 2012 atualizados em 25/07/2013.
 Dados de 2013 atualizados em 10/07/2014.
 Data da publicação dos dados 04/02/2019.
 
