DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - Brasil
Casos Prováveis por Município infecção e Mês 1º Sintoma(s)
Período:2017
"Município infecção";"Ign/Em Branco";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"241105 Tibau";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"241420 Tibau do Sul";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"241470 Várzea";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"250030 Alagoa Grande";-;1;2;1;-;-;-;2;1;-;-;-;-;7
"250060 Alhandra";-;6;16;7;5;2;-;1;-;-;-;-;-;37
"250077 Aparecida";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"250100 Araruna";-;1;-;-;-;-;-;-;-;-;-;2;-;3
"250110 Areia";-;-;-;-;-;-;-;-;1;-;-;2;-;3
"250157 Barra de Santana";-;-;-;-;-;-;-;-;3;1;-;-;-;4
"250180 Bayeux";-;1;-;-;1;-;1;-;-;-;-;1;1;5
"250200 Belém do Brejo do Cruz";-;-;-;-;-;-;-;10;25;-;-;-;-;35
"250215 Boa Vista";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"250220 Bom Jesus";-;-;-;-;-;-;-;1;-;1;-;-;-;2
"250240 Bonito de Santa Fé";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"250250 Boqueirão";-;-;-;-;-;-;-;-;1;-;1;2;-;4
"250300 Caaporã";-;-;-;1;4;-;-;-;-;-;-;-;-;5
"250310 Cabaceiras";-;-;-;-;-;-;-;-;-;-;-;-;5;5
"250320 Cabedelo";-;-;-;1;-;1;-;-;-;-;-;-;-;2
"250330 Cachoeira dos Índios";-;-;-;-;-;-;-;-;3;-;-;-;-;3
"250370 Cajazeiras";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"250390 Camalaú";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"250400 Campina Grande";-;1;-;-;-;-;9;14;14;13;14;15;3;83
"250407 Caraúbas";-;-;-;-;-;1;-;-;-;-;-;-;1;2
"250420 Catingueira";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"250430 Catolé do Rocha";-;-;-;-;-;1;1;2;7;2;-;-;-;13
"250440 Conceição";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"250460 Conde";-;-;1;1;1;1;2;1;-;1;-;-;-;8
"250490 Cruz do Espírito Santo";-;-;1;-;-;2;2;2;3;-;-;-;-;10
"250510 Cuité";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"250523 Cuité de Mamanguape";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"250600 Esperança";-;-;-;-;1;-;-;-;-;1;5;-;-;7
"250610 Fagundes";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"250630 Guarabira";-;-;-;-;-;4;2;7;2;-;-;-;-;15
"250690 Itabaiana";-;-;-;1;-;-;1;-;-;-;-;-;-;2
"250750 João Pessoa";-;4;31;48;8;74;71;63;37;17;23;35;29;440
"250770 Juazeirinho";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"250800 Juru";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"250830 Lagoa Seca";-;-;-;-;3;1;-;-;-;1;-;1;-;6
"250840 Lastro";-;-;-;-;-;-;-;-;-;-;-;6;-;6
"250860 Lucena";-;-;-;-;-;-;-;-;-;2;1;-;-;3
"250880 Malta";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"250890 Mamanguape";-;-;1;-;-;-;-;-;-;-;-;1;-;2
"250900 Manaíra";-;-;-;-;2;-;-;-;-;-;-;-;-;2
"250915 Marizópolis";-;-;-;-;-;-;-;-;2;-;-;-;-;2
"250970 Monteiro";-;-;1;-;1;1;1;-;1;1;-;-;-;6
"251050 Olivedos";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"251110 Pedra Lavrada";-;-;-;3;-;1;-;-;-;-;-;-;-;4
"251140 Picuí";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"251200 Pocinhos";-;-;-;-;-;-;-;-;-;-;-;-;1;1
"251230 Princesa Isabel";-;-;-;-;-;-;-;1;1;-;-;-;-;2
"251250 Queimadas";-;-;-;-;-;-;-;-;-;5;1;2;3;11
"251315 Santa Cecília";-;-;-;-;-;-;1;1;1;-;-;-;-;3
"251340 Santa Luzia";-;-;-;-;-;1;-;-;-;1;-;1;1;4
"251370 Santa Rita";-;1;2;4;-;12;33;27;26;8;3;-;11;127
"251398 São Francisco";-;-;-;-;-;-;-;-;-;-;4;1;-;5
"250070 São João do Rio do Peixe";-;-;-;-;-;-;-;-;2;-;-;-;-;2
"251430 São José de Caiana";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"251450 São José de Piranhas";-;-;-;-;-;-;-;-;-;-;1;1;-;2
"251500 São Miguel de Taipu";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"251510 São Sebastião de Lagoa de Roça";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"251530 Sapé";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"251615 Sossêgo";-;-;-;-;-;-;-;-;-;-;-;-;1;1
"251620 Sousa";-;1;5;5;-;1;1;1;1;-;3;-;1;19
"251680 Triunfo";-;2;-;-;-;4;2;-;-;-;-;-;-;8
"251690 Uiraúna";-;-;-;-;-;6;4;2;2;-;-;-;-;14
"251720 Vieirópolis";-;-;-;-;-;-;-;-;-;-;4;-;-;4
"250550 Vista Serrana";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"260005 Abreu e Lima";-;-;-;-;-;1;-;-;-;-;1;-;-;2
"260010 Afogados da Ingazeira";-;1;1;1;1;2;3;3;4;2;3;-;1;22
"260040 Água Preta";-;-;-;-;-;-;-;-;1;-;-;1;-;2
"260050 Águas Belas";-;-;-;-;-;-;-;-;-;-;1;1;1;3
"260080 Altinho";-;1;1;3;17;18;11;1;1;10;-;-;-;63
"260090 Amaraji";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"260100 Angelim";-;-;2;-;20;18;3;-;-;-;-;-;-;43
"260110 Araripina";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"260130 Barra de Guabiraba";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"260170 Belo Jardim";-;31;40;66;1;-;1;-;1;-;-;-;-;140
"260190 Bezerros";-;-;-;-;-;1;6;-;-;-;1;1;-;9
"260210 Bom Conselho";-;-;2;-;-;-;-;-;-;-;2;-;-;4
"260230 Bonito";-;-;-;1;1;-;2;3;1;3;-;-;-;11
"260250 Brejinho";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"260260 Brejo da Madre de Deus";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"260280 Buíque";-;-;-;-;-;1;-;1;-;-;-;-;-;2
"260290 Cabo de Santo Agostinho";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"260310 Cachoeirinha";-;-;-;-;-;-;2;1;1;1;-;3;-;8
"260320 Caetés";-;2;7;5;14;15;34;21;3;-;-;2;14;117
"260340 Calumbi";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"260350 Camocim de São Félix";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"260370 Canhotinho";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"260380 Capoeiras";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"260410 Caruaru";-;1;-;-;1;-;-;-;1;-;-;-;-;3
"260415 Casinhas";-;-;-;-;-;-;-;-;2;7;3;-;-;12
"260450 Chã Grande";-;-;-;-;-;6;4;-;-;-;-;-;-;10
"260460 Condado";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"260490 Cumaru";-;-;-;-;-;-;-;2;-;5;-;1;-;8
"260500 Cupira";-;-;-;-;-;-;1;1;-;1;-;-;-;3
"260510 Custódia";-;-;-;-;-;-;-;-;1;1;-;-;-;2
"260520 Escada";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"260530 Exu";-;-;1;-;1;-;-;-;-;-;1;-;-;3
"260540 Feira Nova";-;-;1;1;1;1;1;5;2;-;1;1;1;15
"260545 Fernando de Noronha";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"260570 Floresta";-;-;-;-;-;-;-;-;-;-;-;-;1;1
"260580 Frei Miguelinho";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"260600 Garanhuns";-;1;4;3;5;11;2;1;-;-;-;-;-;27
"260620 Goiana";-;-;1;26;10;17;-;-;-;-;-;2;3;59
"260640 Gravatá";-;-;-;-;-;-;-;1;-;-;3;21;55;80
"260650 Iati";-;2;-;-;-;-;-;-;-;-;-;-;-;2
"260660 Ibimirim";-;-;-;-;-;-;-;-;-;-;-;3;-;3
"260670 Ibirajuba";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"260690 Iguaracy";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"260760 Ilha de Itamaracá";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"260710 Ingazeira";-;-;-;1;1;-;-;-;1;-;-;-;-;3
"260750 Itaíba";-;1;2;1;5;6;-;2;-;-;-;-;-;17
"260775 Itapissuma";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"260790 Jaboatão dos Guararapes";-;-;-;-;2;-;1;1;-;1;-;-;-;5
"260795 Jaqueira";-;-;-;2;4;7;1;4;5;5;2;-;-;30
"260800 Jataúba";-;2;2;12;25;12;24;11;7;6;10;9;3;123
"260805 Jatobá";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"260810 João Alfredo";-;-;-;-;-;-;1;-;2;1;-;-;-;4
"260820 Joaquim Nabuco";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"260845 Lagoa do Carro";-;-;-;-;-;-;-;-;-;-;-;-;1;1
"260860 Lagoa do Ouro";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"260870 Lagoa dos Gatos";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"260880 Lajedo";-;-;1;-;2;30;64;5;10;1;-;-;-;113
"260890 Limoeiro";-;-;-;-;-;-;-;-;-;-;-;2;-;2
"260910 Machados";-;-;-;-;7;2;2;-;-;-;-;-;-;11
"260915 Manari";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"261430 Moreilândia";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"260940 Moreno";-;-;-;-;-;-;-;1;-;1;-;-;-;2
"260960 Olinda";-;9;8;41;29;29;18;78;35;6;15;7;6;281
"260970 Orobó";-;-;-;-;-;-;1;-;-;9;4;-;-;14
"261000 Palmares";-;-;-;-;-;-;-;2;3;-;-;2;-;7
"261020 Panelas";-;-;-;-;1;-;2;4;4;1;-;-;1;13
"261030 Paranatama";-;-;-;-;-;2;1;-;-;-;-;-;-;3
"261070 Paulista";-;1;-;-;-;-;1;-;-;-;-;-;-;2
"261080 Pedra";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"261090 Pesqueira";-;9;3;7;2;13;13;17;13;3;5;2;-;87
"261110 Petrolina";-;1;-;2;3;1;-;-;-;-;-;-;1;8
"261140 Primavera";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"261160 Recife";-;27;30;47;24;36;28;29;29;38;16;8;10;322
"261190 Rio Formoso";-;3;-;-;-;-;-;-;-;-;1;-;-;4
"261220 Salgueiro";-;1;-;1;-;-;-;-;-;-;-;-;-;2
"261230 Saloá";-;1;-;3;1;2;3;-;-;-;-;1;-;11
"261245 Santa Cruz";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"261247 Santa Cruz da Baixa Verde";-;-;-;-;1;-;-;-;1;-;-;-;-;2
"261250 Santa Cruz do Capibaribe";-;-;-;1;-;11;1;2;6;2;2;-;-;25
"261270 Santa Maria do Cambucá";-;-;-;-;-;-;-;2;-;-;-;-;-;2
"261280 Santa Terezinha";-;-;-;-;11;7;2;1;-;-;-;-;-;21
"261300 São Bento do Una";-;-;-;3;-;4;4;5;10;2;1;2;1;32
"261310 São Caitano";-;-;-;1;-;-;-;2;-;2;-;-;-;5
"261320 São João";-;7;17;10;49;55;28;10;5;4;9;3;-;197
"261330 São Joaquim do Monte";-;-;-;-;1;-;1;5;1;-;-;-;-;8
"261340 São José da Coroa Grande";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"261350 São José do Belmonte";-;-;-;-;2;3;-;-;-;-;-;-;-;5
"261370 São Lourenço da Mata";-;-;1;2;3;1;-;-;-;-;-;-;-;7
"261390 Serra Talhada";-;-;1;-;-;-;-;-;1;-;-;-;-;2
"261410 Sertânia";-;-;-;-;-;-;-;-;-;-;-;2;-;2
"261420 Sirinhaém";-;10;-;-;-;-;-;-;-;-;-;-;1;11
"261450 Surubim";-;2;-;1;-;2;3;5;7;13;7;3;-;43
"261460 Tabira";-;-;-;-;-;-;-;-;1;-;1;-;-;2
"261470 Tacaimbó";-;-;-;-;1;10;3;5;3;3;-;5;-;30
"261480 Tacaratu";-;-;-;-;-;1;-;1;-;-;-;-;-;2
"261530 Timbaúba";-;-;-;-;-;-;-;-;-;1;4;-;1;6
"261540 Toritama";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"261580 Tupanatinga";-;-;-;1;2;2;1;1;-;-;-;1;-;8
"261620 Vertentes";-;5;-;-;-;-;-;-;-;-;1;-;-;6
"261630 Vicência";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"261640 Vitória de Santo Antão";-;-;1;-;1;-;-;-;-;-;-;1;-;3
"261650 Xexéu";-;-;-;-;-;-;-;-;-;-;-;4;3;7
"270030 Arapiraca";-;-;-;-;-;2;-;-;-;-;1;1;5;9
"270040 Atalaia";-;-;-;-;-;-;2;-;-;-;-;-;-;2
"270050 Barra de Santo Antônio";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"270060 Barra de São Miguel";-;-;-;-;1;1;-;-;-;-;-;-;-;2
"270130 Cajueiro";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"270135 Campestre";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"270140 Campo Alegre";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"270150 Campo Grande";-;-;1;1;-;-;-;-;-;-;-;-;-;2
"270200 Coité do Nóia";-;-;-;-;-;-;3;-;-;2;-;3;-;8
"270235 Craíbas";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"270240 Delmiro Gouveia";-;-;1;2;-;2;-;4;-;1;-;-;-;10
"270255 Estrela de Alagoas";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"270300 Ibateguara";-;-;-;-;-;-;2;-;-;-;-;-;-;2
"270310 Igaci";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"270320 Igreja Nova";-;-;-;-;-;-;1;-;-;-;1;-;-;2
"270330 Inhapi";-;1;-;1;1;-;-;-;-;-;-;-;-;3
"270360 Japaratinga";-;-;-;3;4;2;2;3;-;-;-;-;-;14
"270380 Joaquim Gomes";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"270400 Junqueiro";-;-;1;1;-;-;-;-;-;-;1;-;-;3
"270430 Maceió";-;27;12;39;72;46;24;54;23;29;35;27;18;406
"270450 Maragogi";-;6;3;15;21;13;5;3;3;5;3;3;-;80
"270460 Maravilha";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"270470 Marechal Deodoro";-;-;-;-;-;-;2;4;-;-;-;2;-;8
"270500 Mata Grande";-;-;-;1;-;-;-;-;-;1;-;-;-;2
"270520 Messias";-;-;-;-;-;-;-;-;1;1;1;-;-;3
"270550 Murici";-;-;-;-;-;-;2;5;6;1;2;-;-;16
"270560 Novo Lino";-;-;-;-;-;-;-;1;-;-;-;1;-;2
"270570 Olho d'Água das Flores";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"270600 Olivença";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"270610 Ouro Branco";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"270630 Palmeira dos Índios";-;-;1;1;8;11;15;3;4;-;-;2;3;48
"270640 Pão de Açúcar";-;1;-;1;-;2;-;-;-;2;-;-;-;6
"270650 Passo de Camaragibe";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"270680 Piaçabuçu";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"270690 Pilar";-;3;4;7;-;1;-;-;1;-;-;-;1;17
"270720 Poço das Trincheiras";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"270730 Porto Calvo";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"270740 Porto de Pedras";-;-;-;1;-;-;-;-;-;-;-;-;1;2
"270760 Quebrangulo";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"270770 Rio Largo";-;2;4;1;5;6;14;9;2;4;5;3;2;57
"270800 Santana do Ipanema";-;-;-;-;1;-;-;-;-;-;3;7;1;12
"270810 Santana do Mundaú";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"270820 São Brás";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"270830 São José da Laje";-;-;-;-;-;1;-;3;1;-;-;-;-;5
"270850 São Luís do Quitunde";-;-;-;-;5;-;-;-;1;1;1;-;-;8
"270860 São Miguel dos Campos";-;1;1;-;-;1;1;-;-;-;-;1;-;5
"270870 São Miguel dos Milagres";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"270895 Senador Rui Palmeira";-;-;1;-;-;-;-;-;1;1;-;-;-;3
"270910 Taquarana";-;1;2;-;-;2;1;1;-;-;-;-;-;7
"270915 Teotônio Vilela";-;-;-;-;-;-;-;-;-;-;2;-;-;2
"270930 União dos Palmares";-;-;1;-;-;-;-;1;-;-;-;-;-;2
"270940 Viçosa";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"280010 Amparo de São Francisco";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"280030 Aracaju";-;26;7;9;10;10;6;2;3;5;4;7;3;92
"280050 Areia Branca";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"280060 Barra dos Coqueiros";-;-;-;-;1;1;-;1;-;1;-;-;-;4
"280100 Campo do Brito";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"280110 Canhoba";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"280130 Capela";-;2;1;1;-;-;-;-;-;-;-;-;-;4
"280160 Cedro de São João";-;-;-;-;-;-;-;-;-;1;3;-;-;4
"280190 Cumbe";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"280210 Estância";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"280220 Feira Nova";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"280240 Gararu";-;-;-;-;-;-;-;-;-;2;-;-;-;2
"280270 Ilha das Flores";-;1;-;-;-;-;-;-;1;-;-;-;-;2
"280290 Itabaiana";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"280320 Itaporanga d'Ajuda";-;-;-;-;-;-;-;-;-;1;-;-;1;2
"280340 Japoatã";-;-;-;1;2;-;-;-;-;-;-;-;-;3
"280350 Lagarto";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"280360 Laranjeiras";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"280380 Malhada dos Bois";-;-;-;-;-;-;-;-;-;1;1;-;-;2
"280390 Malhador";-;-;-;-;-;-;-;-;1;-;1;-;-;2
"280430 Muribeca";-;-;-;-;-;-;-;-;-;1;-;1;-;2
"280440 Neópolis";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"280450 Nossa Senhora da Glória";-;-;-;-;1;-;-;-;-;1;-;-;-;2
"280470 Nossa Senhora de Lourdes";-;-;-;-;-;-;-;-;-;1;1;-;-;2
"280480 Nossa Senhora do Socorro";-;4;5;7;10;12;13;6;4;5;7;6;4;83
"280490 Pacatuba";-;-;-;-;-;-;-;-;-;-;-;2;-;2
"280520 Pinhão";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"280570 Propriá";-;1;3;6;5;14;6;2;4;9;8;8;2;68
"280620 Salgado";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"280660 Santo Amaro das Brotas";-;-;-;-;1;-;1;-;-;-;-;-;-;2
"280670 São Cristóvão";-;3;-;2;6;9;6;6;5;2;1;3;2;45
"280690 São Francisco";-;-;-;-;1;-;-;-;-;-;1;-;-;2
"280700 São Miguel do Aleixo";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"280710 Simão Dias";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"280720 Siriri";-;-;-;1;1;-;-;-;-;-;1;-;-;3
"280730 Telha";-;-;-;-;-;-;-;-;-;-;1;1;-;2
"290035 Adustina";-;-;-;-;-;-;-;-;7;-;-;-;-;7
"290070 Alagoinhas";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"290100 Amargosa";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"290115 América Dourada";-;-;-;3;1;-;-;-;-;-;-;-;-;4
"290135 Andorinha";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"290150 Anguera";-;-;-;-;-;2;-;-;-;-;-;-;-;2
"290195 Apuarema";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"290225 Arataca";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"290260 Baixa Grande";-;-;-;-;-;1;2;-;-;-;-;-;-;3
"290270 Barra";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"290320 Barreiras";-;-;-;1;-;1;-;-;-;-;-;-;-;2
"290323 Barro Alto";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"290330 Barro Preto";-;11;3;2;1;1;-;-;-;-;-;-;-;18
"290327 Barrocas";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"290340 Belmonte";-;2;-;-;-;2;1;1;10;-;5;20;1;42
"290360 Biritinga";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"290370 Boa Nova";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"290390 Bom Jesus da Lapa";-;-;-;-;-;-;6;1;1;-;-;3;3;14
"290420 Botuporã";-;1;6;13;3;-;-;-;-;-;-;-;-;23
"290450 Brotas de Macaúbas";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"290470 Buerarema";-;11;4;3;2;-;1;-;-;-;-;3;-;24
"290475 Buritirama";-;-;-;-;2;14;15;3;-;-;-;-;-;34
"290480 Caatiba";-;-;-;-;1;-;3;-;-;-;-;-;-;4
"290510 Caém";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"290520 Caetité";-;1;1;2;3;-;-;-;-;-;-;-;-;7
"290560 Camacan";-;-;-;1;3;-;-;-;-;-;-;-;1;5
"290570 Camaçari";-;-;-;-;2;1;4;4;2;1;1;1;-;16
"290580 Camamu";-;-;-;1;-;2;-;-;-;-;-;-;1;4
"290600 Campo Formoso";-;8;1;-;-;-;1;-;-;-;-;-;-;10
"290610 Canápolis";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"290630 Canavieiras";-;1;3;-;-;-;-;-;-;-;-;-;-;4
"290640 Candeal";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"290670 Cândido Sales";-;-;1;1;-;-;-;-;-;-;-;-;-;2
"290680 Cansanção";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"290687 Capim Grosso";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"290690 Caravelas";-;1;1;3;-;1;-;-;-;-;-;1;-;7
"290750 Catu";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"290755 Caturama";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"290800 Coaraci";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"290880 Contendas do Sincorá";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"290930 Correntina";-;1;1;7;3;1;-;-;-;-;-;1;-;14
"290970 Cristópolis";-;-;-;-;1;-;-;1;-;-;-;-;-;2
"290980 Cruz das Almas";-;-;-;-;-;-;-;-;-;-;1;1;-;2
"291000 Dário Meira";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"291005 Dias d'Ávila";-;-;-;-;-;1;1;-;1;1;-;-;-;4
"291072 Eunápolis";-;136;54;69;73;43;17;23;12;1;-;4;77;509
"291080 Feira de Santana";-;4;5;1;1;2;-;-;2;-;1;8;7;31
"291100 Floresta Azul";-;1;-;-;-;1;-;-;-;-;-;-;-;2
"291140 Glória";-;-;-;-;-;1;-;-;1;-;-;-;-;2
"291150 Gongogi";-;1;4;2;-;-;-;-;-;-;-;-;-;7
"291170 Guanambi";-;-;-;-;-;-;-;-;-;-;-;-;1;1
"291180 Guaratinga";-;2;-;-;1;6;-;-;-;-;-;-;-;9
"291200 Ibiassucê";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"291210 Ibicaraí";-;-;-;-;-;-;-;-;-;-;1;-;1;2
"291240 Ibipeba";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"291250 Ibipitanga";-;-;-;-;-;-;-;-;-;-;-;-;1;1
"291270 Ibirapitanga";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"291280 Ibirapuã";-;146;279;37;1;-;-;-;-;-;-;-;-;463
"291290 Ibirataia";-;4;2;5;7;3;-;3;-;1;1;-;1;27
"291340 Igaporã";-;-;-;-;-;1;1;-;-;-;-;-;-;2
"291360 Ilhéus";-;5;2;5;1;4;-;1;1;-;-;3;1;23
"291380 Ipecaetá";-;-;-;-;-;-;-;-;13;1;-;-;-;14
"291390 Ipiaú";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"291410 Ipupiara";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"291450 Irará";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"291460 Irecê";-;-;4;15;4;6;-;-;1;-;2;1;1;34
"291465 Itabela";-;28;-;-;-;-;-;-;1;-;-;-;-;29
"291470 Itaberaba";-;12;15;9;10;23;13;3;-;-;1;-;-;86
"291480 Itabuna";-;169;89;84;38;36;15;8;13;17;19;12;11;511
"291490 Itacaré";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"291550 Itajuípe";-;-;-;-;-;-;-;-;1;1;-;-;-;2
"291560 Itamaraju";-;2;1;4;-;1;-;3;-;-;1;-;-;12
"291570 Itamari";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"291580 Itambé";-;-;-;-;-;-;-;-;-;-;-;-;1;1
"291600 Itanhém";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"291610 Itaparica";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"291640 Itapetinga";-;-;-;-;-;1;-;-;-;-;-;-;1;2
"291680 Itarantim";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"291700 Itiúba";-;-;1;-;4;4;-;-;-;-;-;-;-;9
"291720 Ituaçu";-;3;1;-;-;-;-;-;-;-;-;-;-;4
"291730 Ituberá";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"291735 Jaborandi";-;-;-;-;1;1;-;-;1;-;-;-;-;3
"291750 Jacobina";-;5;5;5;8;5;-;-;-;4;5;3;1;41
"291760 Jaguaquara";-;-;-;-;-;-;-;1;-;-;1;-;-;2
"291800 Jequié";-;5;4;13;2;12;-;-;-;1;1;-;-;38
"291840 Juazeiro";-;6;1;3;3;-;-;1;3;1;3;-;-;21
"291855 Jussari";-;1;-;3;-;-;-;-;-;-;-;-;-;4
"291890 Lajedão";-;-;3;4;1;-;-;-;-;-;-;-;1;9
"291905 Lajedo do Tabocal";-;-;-;-;3;1;-;-;-;-;-;-;-;4
"291920 Lauro de Freitas";-;-;-;1;1;4;2;2;-;-;-;-;1;11
"291955 Luís Eduardo Magalhães";-;1;-;1;1;-;1;2;-;-;-;-;-;6
"291960 Macajuba";-;-;-;-;-;-;-;-;-;-;-;-;2;2
"291980 Macaúbas";-;1;-;2;-;-;-;-;-;-;-;-;-;3
"292000 Maiquinique";-;2;-;-;-;-;2;-;-;-;-;-;-;4
"292010 Mairi";-;-;-;1;-;-;-;-;-;-;-;-;-;1
