DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - Maranhão
Casos Prováveis por Município infecção e Mês 1º Sintoma(s)
Período:2010
"Município infecção";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"210596 Lagoa Grande do Maranhão";-;-;-;-;-;-;1;-;-;-;-;1;2
"210598 Lajeado Novo";1;1;-;-;3;7;1;-;1;1;4;5;24
"210600 Lima Campos";-;-;-;-;1;-;-;-;-;-;-;-;1
"210637 Maranhãozinho";-;-;-;-;-;-;8;40;-;-;-;-;48
"210640 Mata Roma";-;-;-;-;-;-;2;-;-;-;-;-;2
"210650 Matinha";-;-;-;-;-;-;1;-;1;-;-;-;2
"210660 Matões";-;1;-;-;2;1;-;-;-;-;-;-;4
"210670 Mirador";-;1;-;-;-;-;-;-;-;-;-;1;2
"210675 Miranda do Norte";-;1;-;-;-;-;-;-;-;-;-;-;1
"210680 Mirinzal";-;-;-;-;-;-;-;-;-;-;-;1;1
"210700 Montes Altos";-;1;-;3;1;-;-;-;-;-;-;3;8
"210720 Nina Rodrigues";-;-;-;-;-;-;-;2;4;-;-;1;7
"210730 Nova Iorque";1;-;-;-;-;-;-;-;-;-;-;-;1
"210735 Nova Olinda do Maranhão";-;-;-;-;-;-;-;-;1;-;-;-;1
"210750 Paço do Lumiar";1;-;-;-;-;-;6;13;9;6;2;3;40
"210770 Paraibano";-;1;7;3;-;-;-;1;-;-;-;1;13
"210780 Parnarama";2;2;7;1;-;1;1;-;-;-;-;-;14
"210800 Pastos Bons";-;1;1;-;-;-;-;-;-;-;-;-;2
"210820 Pedreiras";3;5;16;58;63;49;6;15;5;1;1;1;223
"210825 Pedro do Rosário";-;-;-;-;-;-;-;1;-;1;-;-;2
"210850 Pindaré-Mirim";-;-;-;-;-;1;-;-;-;1;-;-;2
"210860 Pinheiro";-;-;-;-;-;-;-;1;2;2;13;-;18
"210880 Pirapemas";-;-;-;-;-;-;-;-;-;1;1;-;2
"210900 Porto Franco";-;1;1;1;-;1;1;-;-;-;1;-;6
"210905 Porto Rico do Maranhão";-;-;-;-;-;-;-;-;-;-;-;1;1
"210910 Presidente Dutra";-;-;-;-;-;1;1;-;-;-;-;-;2
"210940 Primeira Cruz";-;-;-;-;-;-;-;-;1;-;15;5;21
"210945 Raposa";-;-;-;-;-;-;-;4;2;-;-;-;6
"210950 Riachão";-;-;-;-;-;-;-;-;-;-;1;-;1
"210955 Ribamar Fiquene";-;-;1;3;-;-;-;-;-;-;-;-;4
"210960 Rosário";-;-;-;-;-;-;-;-;2;-;1;-;3
"210970 Sambaíba";-;-;-;-;-;1;-;-;-;-;-;-;1
"210975 Santa Filomena do Maranhão";2;-;-;-;-;-;-;-;-;-;-;-;2
"210980 Santa Helena";-;-;-;-;9;8;2;8;14;4;-;1;46
"210990 Santa Inês";-;-;1;-;4;1;1;-;-;1;2;4;14
"211000 Santa Luzia";-;2;2;-;1;-;-;-;1;-;1;-;7
"211003 Santa Luzia do Paruá";-;-;-;-;-;1;-;-;1;-;2;-;4
"211010 Santa Quitéria do Maranhão";2;3;7;6;-;-;-;-;-;-;-;-;18
"211020 Santa Rita";-;-;-;-;-;-;-;1;-;-;-;-;1
"211040 São Benedito do Rio Preto";-;-;-;-;-;1;-;1;-;-;-;-;2
"211065 São Domingos do Azeitão";-;-;-;-;-;-;1;-;-;-;-;-;1
"211080 São Félix de Balsas";-;-;-;-;-;-;-;-;-;-;-;1;1
"211085 São Francisco do Brejão";-;-;1;1;-;-;-;-;-;-;1;1;4
"211090 São Francisco do Maranhão";-;-;-;-;1;-;-;-;-;-;-;-;1
"211100 São João Batista";-;-;-;-;-;-;1;-;-;-;-;-;1
"211107 São João do Soter";-;-;-;-;-;-;-;-;-;-;-;1;1
"211110 São João dos Patos";1;-;-;4;7;2;1;-;-;-;-;1;16
"211120 São José de Ribamar";-;-;-;2;2;6;20;31;34;30;20;3;148
"211130 São Luís";4;4;-;7;29;137;409;1056;552;170;61;28;2457
"211140 São Luís Gonzaga do Maranhão";-;-;-;-;-;1;1;-;-;-;-;-;2
"211150 São Mateus do Maranhão";-;-;-;-;1;-;1;-;-;-;-;-;2
"211153 São Pedro da Água Branca";-;-;-;-;-;-;-;-;-;-;-;1;1
"211157 São Pedro dos Crentes";-;-;-;-;-;-;-;-;4;34;-;-;38
"211176 Senador La Rocque";-;-;1;-;1;-;-;-;-;-;-;-;2
"211178 Serrano do Maranhão";-;-;-;-;-;-;-;1;-;-;-;1;2
"211195 Sucupira do Riachão";-;-;3;-;-;1;-;-;-;-;-;-;4
"211200 Tasso Fragoso";-;3;4;27;16;-;-;-;-;-;-;-;50
"211220 Timon";4;15;19;19;38;41;19;3;2;3;-;3;166
"211223 Trizidela do Vale";1;2;5;6;2;2;2;-;1;-;-;1;22
"211230 Tuntum";-;1;-;-;-;-;1;-;1;2;4;4;13
"211240 Turiaçu";-;-;-;-;-;10;6;3;1;-;-;-;20
"211245 Turilândia";-;-;-;-;-;-;-;-;1;1;-;-;2
"211250 Tutóia";-;-;-;-;-;2;2;2;1;2;6;2;17
"211260 Urbano Santos";-;-;1;-;-;-;-;-;-;-;-;-;1
"211270 Vargem Grande";-;1;-;-;-;-;-;-;-;11;6;5;23
"211290 Vitória do Mearim";-;-;-;-;-;-;1;-;-;-;-;-;1
"211300 Vitorino Freire";1;4;7;6;5;10;-;3;-;-;-;1;37
"211400 Zé Doca";2;1;1;1;-;-;-;-;1;2;-;-;8
"210000 Município ignorado - MA";-;-;-;-;-;-;-;-;-;-;-;1;1
"221100 Teresina";-;-;-;-;1;-;-;-;-;-;-;-;1
"221130 Valença do Piauí";-;-;-;-;-;1;-;-;-;-;-;-;1
"280030 Aracaju";-;-;-;-;-;-;-;-;-;-;-;1;1
"310620 Belo Horizonte";1;-;-;-;-;-;-;-;-;-;-;-;1
"520870 Goiânia";-;1;-;-;-;-;-;-;-;-;-;-;1
"000000 Ignorado ou exterior";58;26;70;79;91;75;95;143;170;129;101;76;1113
"Total";128;161;286;313;428;469;642;1378;835;447;321;209;5617
 Fonte: Ministério da Saúde/SVS - Sistema de Informação de Agravos de Notificação - Sinan Net
 Notas:
 
 ncluídas notificações de indivíduos residentes no Brasil, independente de sua confirmação, exceto os descartados, pois em situações de epidemia nem sempre é possível confirmar todos os casos.
 Para tabular os óbitos por dengue até 2012, deve-se considerar apenas os casos graves (DCC, FHD, SCD, DSA, DG) em que a evolução seja "óbito pelo agravo notificado" com critério de confirmação laboratorial e clínico-epidemiológico. A partir de 2013,
 Períodos Disponíveis ou período - Correspondem aos anos de notificação dos casos.
 Para cálculo da incidência utilize locais de residência.
 Dados de 2007 atualizados em 30/08/2009.
 Dados de 2008 atualizados em 17/03/2011.
 Dados de 2009 atualizados em 23/06/2011.
 Dados de 2010 atualizados em 18/06/2011.
 Dados de 2011 atualizados em 11/01/2012.
 Dados de 2012 atualizados em 25/07/2013.
 Dados de 2013 atualizados em 10/07/2014.
 Data da publicação dos dados 04/02/2019.
 
