DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - Mato Grosso
Casos Prováveis por Município infecção e Mês 1º Sintoma(s)
Período:2012
"Município infecção";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"510330 Comodoro";11;5;9;17;11;28;18;10;9;38;85;81;322
"510335 Confresa";1;3;7;5;75;30;16;8;-;-;-;1;146
"510336 Conquista D'Oeste";-;1;4;6;10;27;8;7;2;3;9;1;78
"510337 Cotriguaçu";1;-;1;-;-;-;-;-;-;-;-;-;2
"510340 Cuiabá";120;786;1576;1808;1645;430;144;87;32;28;74;141;6871
"510343 Curvelândia";-;-;2;7;2;-;1;-;-;1;15;1;29
"510345 Denise";-;-;-;1;5;1;-;-;-;-;-;-;7
"510350 Diamantino";1;12;30;30;61;51;18;5;7;6;7;22;250
"510360 Dom Aquino";-;-;2;-;-;-;-;-;-;-;3;-;5
"510370 Feliz Natal";1;2;4;5;24;51;23;4;4;8;3;3;132
"510380 Figueirópolis D'Oeste";-;-;1;6;70;13;2;3;1;-;-;-;96
"510385 Gaúcha do Norte";-;-;-;-;-;-;-;-;1;2;1;6;10
"510390 General Carneiro";-;-;-;-;-;-;-;-;-;-;-;1;1
"510395 Glória D'Oeste";-;-;-;2;6;2;3;5;3;3;-;-;24
"510410 Guarantã do Norte";55;36;21;9;6;3;4;1;6;3;30;80;254
"510450 Indiavaí";-;6;16;42;25;6;2;-;-;1;3;1;102
"510452 Ipiranga do Norte";-;2;10;26;30;40;16;3;-;-;-;-;127
"510454 Itanhangá";-;7;4;5;34;6;1;-;-;-;-;-;57
"510455 Itaúba";-;6;6;6;10;-;2;7;1;2;6;-;46
"510460 Itiquira";-;-;-;-;1;-;1;-;-;-;-;1;3
"510480 Jaciara";3;21;39;97;62;26;10;6;-;1;5;10;280
"510490 Jangada";12;1;-;-;-;-;-;-;-;-;-;-;13
"510500 Jauru";-;4;23;21;8;2;1;7;1;4;3;1;75
"510510 Juara";218;110;49;22;10;2;1;1;-;-;-;11;424
"510515 Juína";2;14;33;39;12;5;4;-;1;7;14;20;151
"510517 Juruena";2;8;5;2;-;-;-;-;-;-;2;8;27
"510520 Juscimeira";2;9;16;16;14;8;2;1;-;-;2;1;71
"510523 Lambari D'Oeste";-;2;17;27;7;4;1;-;-;1;-;-;59
"510525 Lucas do Rio Verde";15;26;32;46;67;59;52;15;14;28;81;124;559
"510558 Marcelândia";-;1;-;-;-;-;-;-;-;-;-;7;8
"510560 Matupá";21;14;27;9;5;2;5;1;2;2;2;11;101
"510562 Mirassol d'Oeste";-;-;4;4;4;15;18;1;-;-;-;9;55
"510590 Nobres";-;8;15;6;3;-;-;2;-;-;-;-;34
"510600 Nortelândia";7;8;4;55;23;22;3;4;-;1;-;-;127
"510610 Nossa Senhora do Livramento";-;2;19;28;25;7;2;-;-;-;1;1;85
"510615 Nova Bandeirantes";1;6;31;6;1;1;1;-;-;-;-;-;47
"510620 Nova Brasilândia";-;1;1;-;1;1;5;7;18;12;14;7;67
"510621 Nova Canaã do Norte";8;-;-;2;-;-;-;-;-;-;-;-;10
"510880 Nova Guarita";-;1;-;-;1;-;2;1;-;3;134;99;241
"510618 Nova Lacerda";-;-;-;1;5;6;15;16;10;47;32;10;142
"510885 Nova Marilândia";-;-;6;3;-;-;-;-;-;-;-;-;9
"510890 Nova Maringá";-;-;-;-;2;2;1;1;-;1;1;5;13
"510895 Nova Monte Verde";-;1;-;2;-;-;-;-;-;-;3;8;14
"510622 Nova Mutum";6;18;27;42;41;33;17;6;1;1;1;5;198
"510623 Nova Olímpia";1;-;-;14;26;26;15;7;2;2;-;2;95
"510619 Nova Santa Helena";4;5;7;6;11;4;-;1;-;4;5;2;49
"510624 Nova Ubiratã";10;19;28;21;33;30;34;5;3;5;15;43;246
"510625 Nova Xavantina";50;22;15;9;-;2;1;-;-;2;1;2;104
"510627 Novo Horizonte do Norte";2;5;5;4;3;-;-;-;-;-;-;-;19
"510628 Novo São Joaquim";-;-;-;-;-;-;-;-;-;1;23;5;29
"510629 Paranaíta";2;6;9;14;6;2;1;-;3;10;96;217;366
"510630 Paranatinga";-;-;-;-;-;1;1;3;1;-;-;-;6
"510637 Pedra Preta";1;-;-;1;3;-;-;-;1;-;3;7;16
"510642 Peixoto de Azevedo";1;8;21;6;9;20;8;8;1;2;3;6;93
"510650 Poconé";1;4;13;14;1;-;-;-;-;-;-;-;33
"510665 Pontal do Araguaia";3;4;3;2;9;3;4;10;-;2;2;6;48
"510670 Ponte Branca";-;-;-;1;-;-;-;-;-;-;-;-;1
"510675 Pontes e Lacerda";33;60;112;106;108;95;56;19;32;32;41;45;739
"510677 Porto Alegre do Norte";-;1;-;-;1;-;-;-;-;1;-;2;5
"510680 Porto dos Gaúchos";-;-;-;-;-;-;-;-;-;2;-;-;2
"510682 Porto Esperidião";-;5;21;9;8;-;-;-;-;-;1;2;46
"510685 Porto Estrela";-;-;-;-;2;1;-;1;-;3;1;-;8
"510700 Poxoréo";6;3;6;-;3;3;3;2;2;2;11;56;97
"510704 Primavera do Leste";6;13;8;6;8;11;4;3;1;2;9;18;89
"510706 Querência";1;2;6;25;27;19;7;1;-;-;-;-;88
"510715 Reserva do Cabaçal";2;4;7;1;-;-;1;1;1;-;-;3;20
"510718 Ribeirão Cascalheira";23;4;1;-;-;-;-;-;-;-;1;3;32
"510719 Ribeirãozinho";-;-;-;-;-;1;2;3;-;-;-;-;6
"510720 Rio Branco";1;4;2;44;60;4;1;-;-;-;-;7;123
"510760 Rondonópolis";-;1;1;4;4;1;1;2;-;2;-;3;19
"510770 Rosário Oeste";-;1;1;-;-;-;-;-;-;-;-;-;2
"510775 Salto do Céu";-;-;1;1;-;-;-;-;-;-;-;-;2
"510724 Santa Carmem";-;1;5;30;72;34;19;-;-;-;1;2;164
"510774 Santa Cruz do Xingu";-;-;-;-;-;-;-;-;1;-;-;-;1
"510776 Santa Rita do Trivelato";-;-;1;1;3;1;1;-;3;-;10;2;22
"510726 Santo Afonso";-;-;-;1;6;3;8;-;-;-;-;-;18
"510779 Santo Antônio do Leste";-;-;-;2;-;-;-;2;1;-;2;-;7
"510780 Santo Antônio do Leverger";-;2;6;1;2;-;-;-;-;-;-;1;12
"510785 São Félix do Araguaia";-;-;-;-;2;-;-;-;-;-;-;-;2
"510729 São José do Povo";-;-;-;-;-;-;2;1;-;-;-;-;3
"510730 São José do Rio Claro";-;-;-;5;38;25;9;-;-;-;-;-;77
"510735 São José do Xingu";-;-;-;-;-;1;6;4;2;5;11;3;32
"510710 São José dos Quatro Marcos";6;5;37;70;57;27;21;17;1;3;8;7;259
"510740 São Pedro da Cipa";6;1;2;4;3;1;-;-;-;-;-;2;19
"510787 Sapezal";2;-;10;21;16;19;3;3;-;-;7;1;82
"510788 Serra Nova Dourada";-;-;-;-;-;-;-;-;-;-;38;1;39
"510790 Sinop";285;349;391;412;500;456;454;280;136;247;240;309;4059
"510792 Sorriso";182;2;5;3;9;7;3;1;-;-;3;26;241
"510794 Tabaporã";25;36;18;5;12;9;9;8;3;5;5;21;156
"510795 Tangará da Serra";11;32;81;199;285;82;54;22;9;13;29;49;866
"510800 Tapurah";8;14;16;19;27;31;42;13;1;1;-;2;174
"510805 Terra Nova do Norte";4;-;2;3;1;-;8;2;-;-;-;-;20
"510810 Tesouro";-;1;-;-;-;-;-;-;-;-;-;-;1
"510820 Torixoréu";2;1;9;24;35;51;91;38;4;3;12;19;289
"510830 União do Sul";-;1;1;-;-;-;-;-;1;-;1;3;7
"510835 Vale de São Domingos";-;-;2;-;-;3;1;-;1;1;-;-;8
"510840 Várzea Grande";135;540;775;562;151;45;24;11;6;-;5;6;2260
"510850 Vera";2;5;8;37;48;80;22;11;-;5;6;6;230
"510550 Vila Bela da Santíssima Trindade";11;7;3;-;2;3;-;-;-;-;-;-;26
"510860 Vila Rica";-;-;-;-;-;2;-;-;-;1;-;1;4
"520547 Chapadão do Céu";-;1;-;-;-;-;-;-;-;-;-;-;1
"520870 Goiânia";-;1;-;-;1;-;-;-;-;-;-;-;2
"521520 Novo Brasil";-;-;-;-;-;1;-;-;-;-;-;-;1
"000000 Ignorado ou exterior";163;473;1330;1375;914;461;333;240;121;178;262;553;6403
"Total";1759;3098;5371;5869;5214;2685;1798;1064;564;957;1788;2666;32833
 Fonte: Ministério da Saúde/SVS - Sistema de Informação de Agravos de Notificação - Sinan Net
 Notas:
 
 ncluídas notificações de indivíduos residentes no Brasil, independente de sua confirmação, exceto os descartados, pois em situações de epidemia nem sempre é possível confirmar todos os casos.
 Para tabular os óbitos por dengue até 2012, deve-se considerar apenas os casos graves (DCC, FHD, SCD, DSA, DG) em que a evolução seja "óbito pelo agravo notificado" com critério de confirmação laboratorial e clínico-epidemiológico. A partir de 2013,
 Períodos Disponíveis ou período - Correspondem aos anos de notificação dos casos.
 Para cálculo da incidência utilize locais de residência.
 Dados de 2007 atualizados em 30/08/2009.
 Dados de 2008 atualizados em 17/03/2011.
 Dados de 2009 atualizados em 23/06/2011.
 Dados de 2010 atualizados em 18/06/2011.
 Dados de 2011 atualizados em 11/01/2012.
 Dados de 2012 atualizados em 25/07/2013.
 Dados de 2013 atualizados em 10/07/2014.
 Data da publicação dos dados 04/02/2019.
 
