DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - Pará
Casos Prováveis por Município infecção e Mês 1º Sintoma(s)
Período:2016
"Município infecção";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"150442 Marituba";1;3;7;-;-;1;-;-;-;-;-;-;12
"150460 Mocajuba";-;1;-;-;-;-;-;-;-;-;-;-;1
"150470 Moju";-;2;1;-;-;-;-;-;-;-;-;-;3
"150475 Mojuí dos Campos";-;-;-;-;-;1;-;-;-;-;-;-;1
"150480 Monte Alegre";69;35;23;25;21;4;2;-;-;-;-;7;186
"150490 Muaná";1;-;-;1;-;-;-;-;-;-;-;-;2
"150495 Nova Esperança do Piriá";-;-;3;-;1;-;-;-;1;-;-;10;15
"150497 Nova Ipixuna";16;8;3;1;14;20;22;6;-;-;-;-;90
"150503 Novo Progresso";54;71;12;8;21;2;8;2;8;11;22;21;240
"150506 Novo Repartimento";2;9;40;32;14;5;-;1;-;-;1;3;107
"150510 Óbidos";-;1;2;5;9;1;3;2;-;3;7;-;33
"150520 Oeiras do Pará";-;-;2;-;3;1;-;1;-;-;-;-;7
"150530 Oriximiná";70;138;44;15;9;4;2;4;-;1;2;2;291
"150543 Ourilândia do Norte";11;7;-;2;3;5;8;3;1;1;-;-;41
"150548 Pacajá";23;97;61;22;10;3;-;1;1;-;1;-;219
"150550 Paragominas";-;2;-;-;1;1;1;-;-;1;2;-;8
"150553 Parauapebas";37;83;44;15;25;22;18;14;19;18;6;24;325
"150555 Pau D'Arco";8;14;15;3;-;-;-;-;-;-;-;-;40
"150565 Placas";-;1;-;1;-;-;-;-;-;1;-;-;3
"150570 Ponta de Pedras";13;12;5;2;-;-;-;-;-;-;-;-;32
"150580 Portel";1;4;6;5;1;-;2;1;-;-;-;-;20
"150590 Porto de Moz";-;-;2;-;-;-;-;-;-;-;1;-;3
"150600 Prainha";12;13;14;7;-;-;-;-;-;-;-;-;46
"150610 Primavera";-;-;-;-;-;-;-;2;1;-;-;-;3
"150613 Redenção";2;4;1;1;-;-;-;-;-;1;3;5;17
"150618 Rondon do Pará";-;4;9;50;47;3;-;1;1;-;-;-;115
"150619 Rurópolis";1;-;-;-;1;-;-;-;-;-;-;-;2
"150620 Salinópolis";-;2;-;-;-;-;-;3;6;1;-;1;13
"150630 Salvaterra";-;1;2;3;-;2;-;-;-;-;-;-;8
"150635 Santa Bárbara do Pará";2;1;1;-;-;-;-;-;-;-;-;-;4
"150650 Santa Izabel do Pará";6;7;3;1;1;1;-;-;-;-;-;1;20
"150655 Santa Luzia do Pará";-;1;-;-;-;-;-;-;-;-;-;-;1
"150658 Santa Maria das Barreiras";1;1;-;-;-;-;-;-;-;-;-;1;3
"150660 Santa Maria do Pará";3;-;-;-;-;-;-;-;1;-;-;-;4
"150670 Santana do Araguaia";34;59;31;4;6;2;1;-;-;-;-;3;140
"150680 Santarém";1;-;-;-;-;-;-;-;-;-;-;-;1
"150690 Santarém Novo";-;-;-;-;1;1;-;-;-;-;-;-;2
"150700 Santo Antônio do Tauá";5;2;-;-;-;-;-;-;-;-;-;2;9
"150710 São Caetano de Odivelas";-;1;-;-;-;-;-;1;-;-;-;-;2
"150715 São Domingos do Araguaia";-;4;3;-;-;-;-;-;-;1;-;-;8
"150720 São Domingos do Capim";-;-;1;1;-;-;-;-;-;-;-;-;2
"150730 São Félix do Xingu";26;42;31;15;6;8;3;-;-;-;-;1;132
"150745 São Geraldo do Araguaia";13;19;6;14;14;13;5;5;2;-;-;-;91
"150747 São João de Pirabas";-;2;-;-;-;-;-;-;-;-;-;-;2
"150750 São João do Araguaia";-;-;-;-;-;1;-;-;-;-;-;-;1
"150780 Senador José Porfírio";2;-;7;5;1;1;3;2;-;-;-;-;21
"150790 Soure";-;-;-;-;-;-;1;-;-;-;-;-;1
"150795 Tailândia";2;5;-;-;-;-;1;1;-;-;-;-;9
"150797 Terra Santa";-;-;1;3;-;-;-;-;-;-;-;-;4
"150800 Tomé-Açu";16;54;15;-;-;-;-;-;1;-;-;-;86
"150803 Tracuateua";1;1;-;-;-;-;-;-;-;-;-;-;2
"150808 Tucumã";-;1;-;-;-;-;-;-;-;-;-;-;1
"150810 Tucuruí";24;28;11;88;64;11;31;33;22;11;4;-;327
"150812 Ulianópolis";-;-;-;-;-;1;-;-;-;-;-;-;1
"150820 Vigia";-;1;-;-;-;-;-;-;-;-;-;-;1
"150835 Vitória do Xingu";-;1;-;1;2;-;-;-;-;-;-;1;5
"150840 Xinguara";-;-;-;-;3;1;-;-;-;1;-;28;33
"210005 Açailândia";-;-;-;1;-;-;-;-;-;-;-;-;1
"210530 Imperatriz";-;-;-;1;-;-;-;-;-;-;-;-;1
"211130 São Luís";-;-;-;-;-;-;-;-;-;1;-;-;1
"293300 Valente";-;-;1;-;-;-;-;-;-;-;-;-;1
"314390 Muriaé";1;-;-;-;-;-;-;-;-;-;-;-;1
"000000 Ignorado ou exterior";859;1059;1009;1038;563;306;232;223;154;206;211;326;6186
"Total";1521;2303;1871;1705;998;478;402;345;255;288;299;480;10945
 Fonte: Ministério da Saúde/SVS - Sistema de Informação de Agravos de Notificação - Sinan Net
 Notas:
 
 Incluídas notificações de casos descartados.
 As bases de dados de dengue aqui disponíveis compõem um banco único a partir de 2014, podendo haver pequenas divergências com os dados disponibilizados pelo CGARB (Coordenação Geral de Vigilância de Arboviroses-CGARB) em sua série histórica, que par
 Para tabular os casos graves (classificação final igual a dengue com complicações, febre hemorrágica da dengue, síndrome do choque da dengue, dengue com sinais de alarme e dengue grave) é necessário considerar também o critério de confirmação (labor
 Para o Período de 2020 o estado do Espírito Santo passou a utilizar sistema o e-SUS Vigilância em Saúde. Portanto, para os casos de Arbovirose urbanas do Espírito Santo foram considerados apenas os dados disponibilizados pelo Sinan online (dengue e
 Períodos Disponíveis ou período - Correspondem aos anos de notificação dos casos.
 Para cálculo da incidência utilize locais de residência.
 Dados de 2014 atualizados em 13/07/2015.
 Dados de 2015 atualizados em 27/09/2016.
 Dados de 2016 atualizados em 06/07/2017.
 Dados de 2017 atualizados em 18/07/2018.
 Dados de 2018 atualizados em 01/10/2019.
 Dados de 2019 atualizados em 10/07/2020.
 Dados de 2020 atualizados em 11/01/2021, sujeitos a revisão.
 *Data da publicação dos dados 03/2021.
 
