DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - Mato Grosso
Casos Prováveis por Município infecção e Mês 1º Sintoma(s)
Período:2014
"Município infecção";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"510515 Juína";12;18;11;33;7;2;1;-;3;5;3;9;104
"510517 Juruena";-;-;-;-;-;-;-;-;-;-;2;1;3
"510520 Juscimeira";-;-;2;-;-;-;-;2;-;-;-;-;4
"510523 Lambari D'Oeste";1;-;-;-;-;-;-;-;-;1;-;-;2
"510525 Lucas do Rio Verde";2;2;1;5;2;1;1;-;3;2;6;-;25
"510558 Marcelândia";1;2;21;10;4;-;-;-;-;-;-;-;38
"510560 Matupá";2;13;10;4;8;6;3;-;-;1;-;3;50
"510562 Mirassol d'Oeste";-;1;1;-;-;-;-;-;-;-;-;-;2
"510590 Nobres";-;2;2;-;4;-;-;-;2;-;-;-;10
"510600 Nortelândia";-;-;-;-;-;-;-;-;-;-;1;-;1
"510610 Nossa Senhora do Livramento";-;-;-;1;-;-;-;1;-;-;-;-;2
"510615 Nova Bandeirantes";1;1;1;-;-;-;-;-;-;-;-;-;3
"510621 Nova Canaã do Norte";3;3;10;-;2;2;1;-;1;-;-;2;24
"510618 Nova Lacerda";-;-;1;1;-;-;-;-;-;-;-;-;2
"510895 Nova Monte Verde";-;5;3;1;-;1;-;-;-;-;-;-;10
"510622 Nova Mutum";1;3;4;2;1;3;-;-;-;-;-;-;14
"510623 Nova Olímpia";4;6;1;1;2;-;1;9;-;3;-;3;30
"510619 Nova Santa Helena";-;2;6;1;3;5;3;1;3;-;1;-;25
"510624 Nova Ubiratã";3;2;2;5;5;2;-;-;-;2;-;-;21
"510625 Nova Xavantina";2;8;3;4;1;1;1;-;-;-;-;3;23
"510626 Novo Mundo";-;-;-;1;-;-;-;-;-;-;-;-;1
"510629 Paranaíta";2;2;1;7;7;6;1;-;-;1;3;3;33
"510637 Pedra Preta";1;-;-;-;1;1;-;-;-;1;-;-;4
"510642 Peixoto de Azevedo";3;6;3;6;1;-;2;2;1;-;-;-;24
"510650 Poconé";-;-;-;-;-;-;-;-;-;-;-;1;1
"510665 Pontal do Araguaia";-;1;1;2;-;-;-;-;-;-;-;-;4
"510670 Ponte Branca";-;1;4;-;-;-;-;-;-;-;1;-;6
"510675 Pontes e Lacerda";21;17;5;8;3;1;1;1;4;6;8;21;96
"510677 Porto Alegre do Norte";10;6;-;-;-;-;-;-;-;-;-;-;16
"510680 Porto dos Gaúchos";1;1;4;-;-;-;-;-;-;-;-;-;6
"510682 Porto Esperidião";7;9;11;19;8;-;-;-;-;-;-;4;58
"510700 Poxoréo";-;-;1;1;-;-;-;-;-;-;-;1;3
"510704 Primavera do Leste";1;1;3;5;1;1;-;-;-;3;-;-;15
"510706 Querência";-;1;2;-;6;-;-;-;-;-;-;-;9
"510715 Reserva do Cabaçal";5;10;31;47;17;1;1;1;-;-;-;-;113
"510718 Ribeirão Cascalheira";-;-;1;-;1;-;-;-;-;-;-;-;2
"510719 Ribeirãozinho";-;-;2;-;-;-;-;-;-;1;1;-;4
"510720 Rio Branco";1;-;-;-;1;-;-;-;-;-;-;-;2
"510760 Rondonópolis";24;25;20;20;16;3;6;2;1;2;2;9;130
"510770 Rosário Oeste";-;2;1;-;-;-;-;-;-;-;1;-;4
"510775 Salto do Céu";-;2;-;-;-;-;1;-;-;1;-;-;4
"510724 Santa Carmem";-;-;1;-;1;3;4;-;-;-;-;-;9
"510774 Santa Cruz do Xingu";-;-;1;-;-;1;-;-;-;-;-;-;2
"510776 Santa Rita do Trivelato";-;-;-;1;-;-;-;-;-;-;-;-;1
"510785 São Félix do Araguaia";-;-;1;-;-;-;-;-;-;-;-;-;1
"510729 São José do Povo";1;-;-;-;-;-;-;-;-;-;-;-;1
"510730 São José do Rio Claro";2;-;-;-;-;-;-;-;-;-;-;-;2
"510710 São José dos Quatro Marcos";-;2;1;1;4;7;-;-;-;-;-;2;17
"510787 Sapezal";3;7;6;6;5;5;3;3;-;1;-;-;39
"510788 Serra Nova Dourada";-;-;-;-;1;-;-;-;-;-;-;-;1
"510790 Sinop";324;370;206;188;99;52;38;26;29;33;71;107;1543
"510792 Sorriso";7;16;27;11;13;5;1;4;5;5;10;-;104
"510795 Tangará da Serra";7;4;-;-;-;-;1;-;-;3;3;3;21
"510800 Tapurah";9;22;18;11;23;8;1;3;1;2;-;-;98
"510805 Terra Nova do Norte";4;-;-;3;4;2;-;-;-;1;1;-;15
"510810 Tesouro";1;-;-;-;-;-;-;-;-;-;-;-;1
"510820 Torixoréu";-;1;1;-;1;-;-;-;-;-;1;2;6
"510830 União do Sul";-;-;-;1;4;-;-;-;-;-;-;-;5
"510835 Vale de São Domingos";-;-;2;-;-;-;-;-;-;-;-;1;3
"510840 Várzea Grande";28;35;41;15;13;4;2;12;22;22;15;16;225
"510850 Vera";1;6;8;2;3;6;4;2;-;-;-;-;32
"510550 Vila Bela da Santíssima Trindade";75;1;-;-;-;-;-;-;-;-;-;2;78
"520725 Doverlândia";1;-;-;-;-;-;-;-;-;-;-;-;1
"520870 Goiânia";-;-;-;-;-;-;-;-;-;-;-;1;1
"521190 Jataí";-;-;-;-;-;-;-;1;-;-;-;-;1
"521310 Mineiros";-;-;-;-;-;-;-;-;-;-;1;-;1
"521720 Piranhas";1;-;-;-;-;-;-;-;-;-;-;-;1
"000000 Ignorado ou exterior";185;196;160;151;113;56;73;32;39;51;83;157;1296
"Total";1064;1191;1147;961;636;386;263;221;317;293;356;476;7311
 Fonte: Ministério da Saúde/SVS - Sistema de Informação de Agravos de Notificação - Sinan Net
 Notas:
 
 Incluídas notificações de casos descartados.
 As bases de dados de dengue aqui disponíveis compõem um banco único a partir de 2014, podendo haver pequenas divergências com os dados disponibilizados pelo CGARB (Coordenação Geral de Vigilância de Arboviroses-CGARB) em sua série histórica, que par
 Para tabular os casos graves (classificação final igual a dengue com complicações, febre hemorrágica da dengue, síndrome do choque da dengue, dengue com sinais de alarme e dengue grave) é necessário considerar também o critério de confirmação (labor
 Para o Período de 2020 o estado do Espírito Santo passou a utilizar sistema o e-SUS Vigilância em Saúde. Portanto, para os casos de Arbovirose urbanas do Espírito Santo foram considerados apenas os dados disponibilizados pelo Sinan online (dengue e
 Períodos Disponíveis ou período - Correspondem aos anos de notificação dos casos.
 Para cálculo da incidência utilize locais de residência.
 Dados de 2014 atualizados em 13/07/2015.
 Dados de 2015 atualizados em 27/09/2016.
 Dados de 2016 atualizados em 06/07/2017.
 Dados de 2017 atualizados em 18/07/2018.
 Dados de 2018 atualizados em 01/10/2019.
 Dados de 2019 atualizados em 10/07/2020.
 Dados de 2020 atualizados em 11/01/2021, sujeitos a revisão.
 *Data da publicação dos dados 03/2021.
 
