DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - Mato Grosso
Casos Prováveis por Município infecção e Mês 1º Sintoma(s)
Período:2008
"Município infecção";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"510270 Canarana";-;1;1;5;2;-;-;-;-;2;-;-;11
"510279 Carlinda";37;12;11;8;1;-;-;-;-;-;-;3;72
"510305 Cláudia";13;6;8;3;-;1;-;-;-;-;1;2;34
"510320 Colíder";73;76;84;32;13;6;2;1;-;-;-;10;297
"510325 Colniza";-;1;2;2;-;-;-;-;-;-;-;-;5
"510330 Comodoro";7;15;24;10;1;-;-;-;-;-;-;1;58
"510335 Confresa";13;81;64;6;3;-;-;-;-;-;-;1;168
"510336 Conquista D'Oeste";3;4;-;-;-;-;-;-;-;-;-;-;7
"510337 Cotriguaçu";1;-;21;13;-;-;-;-;-;-;-;-;35
"510340 Cuiabá";92;125;100;98;32;8;2;1;6;5;4;20;493
"510343 Curvelândia";-;1;-;-;-;-;-;-;-;-;-;-;1
"510345 Denise";1;-;-;-;-;-;-;-;-;-;-;-;1
"510350 Diamantino";12;5;1;-;-;-;-;-;-;-;1;1;20
"510360 Dom Aquino";-;-;-;1;-;-;-;-;-;-;-;-;1
"510370 Feliz Natal";-;6;1;-;-;-;-;-;-;-;-;-;7
"510380 Figueirópolis D'Oeste";-;-;1;-;-;-;-;-;-;-;-;-;1
"510385 Gaúcha do Norte";6;-;2;5;2;-;-;-;1;1;-;2;19
"510390 General Carneiro";13;-;-;-;-;-;-;-;-;-;-;7;20
"510410 Guarantã do Norte";8;13;10;6;1;-;-;-;1;-;-;1;40
"510420 Guiratinga";1;1;-;1;-;-;-;-;-;-;-;-;3
"510452 Ipiranga do Norte";-;1;-;-;-;-;1;-;-;-;-;-;2
"510454 Itanhangá";-;1;3;1;-;-;-;-;-;-;-;-;5
"510455 Itaúba";3;2;8;5;-;1;3;-;-;-;-;-;22
"510480 Jaciara";-;-;-;5;-;-;-;-;-;-;-;-;5
"510500 Jauru";1;6;3;10;6;1;-;-;-;-;3;3;33
"510510 Juara";1;-;2;3;1;-;-;-;-;-;-;-;7
"510515 Juína";4;4;24;4;1;-;-;-;-;-;-;-;37
"510517 Juruena";-;1;1;-;-;-;-;-;-;-;-;-;2
"510520 Juscimeira";-;-;-;4;1;-;-;-;-;-;-;-;5
"510525 Lucas do Rio Verde";17;20;54;39;22;2;1;-;1;-;2;5;163
"510558 Marcelândia";52;101;70;71;22;11;-;-;-;-;1;18;346
"510560 Matupá";125;45;1;3;1;-;-;-;-;-;4;17;196
"510562 Mirassol d'Oeste";-;-;1;-;1;-;-;-;-;-;-;-;2
"510590 Nobres";1;1;1;-;2;-;-;-;-;-;-;-;5
"510600 Nortelândia";-;-;1;-;1;-;-;-;-;-;-;-;2
"510610 Nossa Senhora do Livramento";1;-;-;-;-;-;-;-;-;-;-;-;1
"510615 Nova Bandeirantes";1;3;-;4;-;-;-;-;-;-;-;-;8
"510620 Nova Brasilândia";-;-;-;1;-;1;-;-;-;-;-;-;2
"510621 Nova Canaã do Norte";92;72;31;13;4;-;-;-;-;-;-;23;235
"510880 Nova Guarita";-;1;-;-;-;-;-;-;-;-;-;-;1
"510618 Nova Lacerda";-;-;-;1;-;-;-;-;-;-;-;-;1
"510885 Nova Marilândia";1;-;-;-;-;-;-;-;-;-;-;-;1
"510890 Nova Maringá";-;-;-;-;1;1;-;-;-;-;-;-;2
"510895 Nova Monte Verde";-;-;-;-;-;-;1;-;-;-;-;-;1
"510622 Nova Mutum";-;9;13;9;1;1;-;1;-;-;2;4;40
"510623 Nova Olímpia";-;1;4;-;-;-;-;-;-;-;-;-;5
"510619 Nova Santa Helena";20;17;9;-;-;-;-;-;-;-;-;3;49
"510624 Nova Ubiratã";-;-;-;-;1;-;-;-;-;-;-;-;1
"510625 Nova Xavantina";2;2;4;1;-;-;-;-;-;-;2;1;12
"510626 Novo Mundo";-;-;2;-;-;1;-;-;-;-;-;-;3
"510628 Novo São Joaquim";1;2;1;2;-;-;-;-;-;-;-;-;6
"510629 Paranaíta";10;12;20;12;2;16;8;-;-;-;-;-;80
"510630 Paranatinga";-;5;23;10;-;1;-;-;-;-;-;-;39
"510637 Pedra Preta";-;-;9;1;1;-;-;-;-;-;-;-;11
"510642 Peixoto de Azevedo";21;5;5;2;3;-;-;-;-;-;-;8;44
"510645 Planalto da Serra";-;-;1;-;-;-;-;-;-;-;-;-;1
"510650 Poconé";2;1;3;-;-;-;-;-;-;-;-;1;7
"510665 Pontal do Araguaia";8;3;-;4;-;-;-;-;-;-;-;-;15
"510675 Pontes e Lacerda";59;32;39;44;16;6;5;-;7;2;4;11;225
"510677 Porto Alegre do Norte";-;-;-;-;-;-;-;-;-;-;-;1;1
"510680 Porto dos Gaúchos";-;-;-;1;-;-;-;-;-;-;-;-;1
"510685 Porto Estrela";-;-;4;-;-;-;-;-;-;-;-;-;4
"510700 Poxoréo";-;-;-;-;-;-;1;-;2;-;-;1;4
"510704 Primavera do Leste";-;-;1;1;-;-;-;-;1;-;1;-;4
"510706 Querência";-;-;6;4;3;2;1;-;-;-;-;1;17
"510715 Reserva do Cabaçal";-;-;-;-;-;-;-;-;-;-;-;1;1
"510718 Ribeirão Cascalheira";6;2;3;6;3;-;1;2;-;-;-;2;25
"510719 Ribeirãozinho";-;1;52;33;5;10;2;-;-;-;-;-;103
"510720 Rio Branco";-;1;-;-;-;-;-;1;-;-;-;4;6
"510760 Rondonópolis";-;-;2;-;-;-;-;1;-;-;-;-;3
"510770 Rosário Oeste";-;2;-;-;-;-;-;-;-;-;-;39;41
"510775 Salto do Céu";-;1;-;1;-;-;-;-;-;-;-;-;2
"510724 Santa Carmem";-;-;1;14;11;-;-;-;-;-;-;-;26
"510774 Santa Cruz do Xingu";55;14;4;-;-;-;-;-;-;-;-;7;80
"510776 Santa Rita do Trivelato";-;1;-;-;-;-;1;-;-;-;-;-;2
"510726 Santo Afonso";-;-;2;-;-;1;1;-;-;-;-;-;4
"510780 Santo Antônio do Leverger";1;2;1;-;-;-;-;-;-;-;-;-;4
"510785 São Félix do Araguaia";-;1;6;-;-;-;-;1;1;1;-;1;11
"510729 São José do Povo";-;-;2;-;-;-;-;-;-;-;-;-;2
"510730 São José do Rio Claro";-;-;1;-;-;-;-;-;-;-;-;-;1
"510735 São José do Xingu";49;26;14;25;-;-;-;-;-;-;1;15;130
"510710 São José dos Quatro Marcos";-;1;2;1;-;-;-;-;-;-;-;-;4
"510740 São Pedro da Cipa";-;-;-;-;-;-;-;-;-;-;-;1;1
"510787 Sapezal";-;1;3;1;1;-;-;-;-;-;2;-;8
"510788 Serra Nova Dourada";-;-;-;-;-;-;-;-;-;-;-;2;2
"510790 Sinop";17;11;10;6;5;4;1;-;-;-;-;3;57
"510792 Sorriso";7;4;9;2;1;-;-;1;-;-;1;1;26
"510795 Tangará da Serra";44;57;42;6;4;1;-;1;1;2;2;17;177
"510800 Tapurah";-;-;-;2;-;-;-;-;-;-;-;-;2
"510805 Terra Nova do Norte";28;39;23;10;6;-;-;-;-;-;2;-;108
"510820 Torixoréu";-;-;3;6;3;-;-;-;-;-;-;-;12
"510835 Vale de São Domingos";4;1;-;1;-;-;-;-;-;-;1;-;7
"510840 Várzea Grande";34;54;35;37;11;3;-;2;-;-;-;13;189
"510850 Vera";1;-;-;1;-;-;-;-;-;-;-;-;2
"510550 Vila Bela da Santíssima Trindade";2;-;-;-;-;-;-;-;-;-;-;-;2
"510860 Vila Rica";55;18;4;6;1;-;-;-;-;-;-;14;98
"520870 Goiânia";1;-;2;-;-;-;-;-;-;-;-;-;3
"521310 Mineiros";-;-;-;2;-;-;-;-;-;-;-;-;2
"000000 Ignorado ou exterior";159;161;205;164;96;38;7;48;59;68;121;111;1237
"Total";1551;1473;1376;940;313;126;42;74;99;106;202;476;6778
 Fonte: Ministério da Saúde/SVS - Sistema de Informação de Agravos de Notificação - Sinan Net
 Notas:
 
 ncluídas notificações de indivíduos residentes no Brasil, independente de sua confirmação, exceto os descartados, pois em situações de epidemia nem sempre é possível confirmar todos os casos.
 Para tabular os óbitos por dengue até 2012, deve-se considerar apenas os casos graves (DCC, FHD, SCD, DSA, DG) em que a evolução seja "óbito pelo agravo notificado" com critério de confirmação laboratorial e clínico-epidemiológico. A partir de 2013,
 Períodos Disponíveis ou período - Correspondem aos anos de notificação dos casos.
 Para cálculo da incidência utilize locais de residência.
 Dados de 2007 atualizados em 30/08/2009.
 Dados de 2008 atualizados em 17/03/2011.
 Dados de 2009 atualizados em 23/06/2011.
 Dados de 2010 atualizados em 18/06/2011.
 Dados de 2011 atualizados em 11/01/2012.
 Dados de 2012 atualizados em 25/07/2013.
 Dados de 2013 atualizados em 10/07/2014.
 Data da publicação dos dados 04/02/2019.
 
