DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - Pará
Casos Prováveis por Município infecção e Mês 1º Sintoma(s)
Período:2008
"Município infecção";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"150795 Tailândia";92;44;43;59;2;-;-;-;1;1;-;1;243
"150797 Terra Santa";-;8;-;-;-;-;-;-;-;-;-;-;8
"150800 Tomé-Açu";3;16;3;2;2;1;-;-;-;1;-;1;29
"150803 Tracuateua";1;1;7;2;1;-;-;-;-;-;-;-;12
"150808 Tucumã";79;18;23;41;9;4;4;2;-;2;8;12;202
"150810 Tucuruí";55;83;89;65;9;4;-;-;-;-;2;6;313
"150812 Ulianópolis";-;-;5;4;2;-;-;-;-;-;-;-;11
"150815 Uruará";1;-;-;-;-;-;-;-;-;-;-;-;1
"150830 Viseu";2;2;7;6;1;1;1;-;-;-;-;-;20
"150840 Xinguara";103;98;34;20;11;6;5;2;-;-;10;9;298
"160030 Macapá";1;-;1;-;-;-;-;-;-;-;-;-;2
"170210 Araguaína";-;1;-;-;-;-;-;-;-;-;-;-;1
"170600 Couto Magalhães";-;-;-;-;-;-;-;-;-;-;-;1;1
"171250 Marianópolis do Tocantins";1;-;-;-;-;-;-;-;-;-;-;-;1
"171610 Paraíso do Tocantins";1;-;-;-;-;-;-;-;-;-;-;-;1
"210100 Arari";1;-;-;-;-;-;-;-;-;-;-;-;1
"210467 Governador Nunes Freire";-;-;1;-;-;-;-;-;-;-;-;-;1
"210530 Imperatriz";-;1;-;-;-;-;-;1;-;-;-;-;2
"210620 Luís Domingues";1;-;-;-;-;-;-;-;-;-;-;-;1
"230440 Fortaleza";1;-;-;-;-;-;-;-;-;-;-;-;1
"330455 Rio de Janeiro";-;-;1;-;-;-;-;-;-;-;-;-;1
"510320 Colíder";-;1;-;-;-;-;-;-;-;-;-;-;1
"510860 Vila Rica";1;1;-;-;-;-;-;-;-;-;-;-;2
"000000 Ignorado ou exterior";987;585;627;599;248;170;104;54;84;111;147;219;3935
"Total";4317;3285;2771;2140;779;451;225;132;172;310;353;758;15693
 Fonte: Ministério da Saúde/SVS - Sistema de Informação de Agravos de Notificação - Sinan Net
 Notas:
 
 ncluídas notificações de indivíduos residentes no Brasil, independente de sua confirmação, exceto os descartados, pois em situações de epidemia nem sempre é possível confirmar todos os casos.
 Para tabular os óbitos por dengue até 2012, deve-se considerar apenas os casos graves (DCC, FHD, SCD, DSA, DG) em que a evolução seja "óbito pelo agravo notificado" com critério de confirmação laboratorial e clínico-epidemiológico. A partir de 2013,
 Períodos Disponíveis ou período - Correspondem aos anos de notificação dos casos.
 Para cálculo da incidência utilize locais de residência.
 Dados de 2007 atualizados em 30/08/2009.
 Dados de 2008 atualizados em 17/03/2011.
 Dados de 2009 atualizados em 23/06/2011.
 Dados de 2010 atualizados em 18/06/2011.
 Dados de 2011 atualizados em 11/01/2012.
 Dados de 2012 atualizados em 25/07/2013.
 Dados de 2013 atualizados em 10/07/2014.
 Data da publicação dos dados 04/02/2019.
 
