DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - Maranhão
Casos Prováveis por Município infecção e Mês 1º Sintoma(s)
Período:2014
"Município infecção";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"210675 Miranda do Norte";-;1;-;1;-;-;1;-;-;-;-;-;3
"210700 Montes Altos";-;-;-;-;-;1;-;-;-;-;-;-;1
"210735 Nova Olinda do Maranhão";2;-;1;-;2;1;4;1;-;-;-;-;11
"210745 Olinda Nova do Maranhão";-;-;1;-;-;-;-;-;-;-;-;-;1
"210750 Paço do Lumiar";1;-;3;1;3;4;5;22;6;-;-;1;46
"210760 Palmeirândia";-;1;-;-;-;-;-;-;-;-;-;-;1
"210780 Parnarama";-;-;-;1;-;-;-;-;-;-;-;-;1
"210810 Paulo Ramos";-;-;-;-;-;-;-;-;-;-;1;-;1
"210840 Peri Mirim";-;-;-;-;-;-;2;-;-;-;-;9;11
"210845 Peritoró";-;-;-;-;-;1;-;-;-;-;-;-;1
"210860 Pinheiro";8;-;-;-;-;1;1;2;-;1;8;96;117
"210870 Pio XII";-;-;-;-;1;-;-;-;-;-;-;-;1
"210910 Presidente Dutra";-;-;-;-;-;-;-;-;1;-;-;-;1
"210923 Presidente Médici";-;-;-;1;-;-;-;-;-;-;-;-;1
"210927 Presidente Sarney";-;-;-;-;-;-;-;1;-;1;-;-;2
"210945 Raposa";-;-;-;-;-;1;-;-;-;1;-;-;2
"210950 Riachão";-;-;-;2;-;-;-;-;-;-;-;-;2
"210980 Santa Helena";-;-;-;1;-;-;-;-;-;3;4;15;23
"210990 Santa Inês";1;1;-;-;-;1;-;3;-;-;1;-;7
"211000 Santa Luzia";-;-;-;-;1;1;-;-;1;-;-;-;3
"211003 Santa Luzia do Paruá";-;-;-;7;-;-;-;-;-;-;-;-;7
"211020 Santa Rita";-;-;-;-;1;-;1;-;-;-;-;-;2
"211030 Santo Antônio dos Lopes";-;-;-;1;-;-;-;-;-;-;-;-;1
"211060 São Bernardo";2;7;27;4;1;-;-;-;-;2;-;-;43
"211070 São Domingos do Maranhão";-;2;8;7;1;3;2;-;-;-;-;-;23
"211085 São Francisco do Brejão";-;-;1;-;-;-;-;-;-;-;-;-;1
"211090 São Francisco do Maranhão";-;1;-;-;-;-;-;-;-;-;-;-;1
"211102 São João do Carú";-;-;-;-;-;-;-;-;-;-;-;1;1
"211105 São João do Paraíso";-;-;2;3;-;-;-;-;-;-;-;-;5
"211107 São João do Soter";-;-;-;1;-;-;-;-;-;-;-;-;1
"211110 São João dos Patos";-;1;-;-;-;-;-;-;-;-;-;-;1
"211120 São José de Ribamar";1;1;3;2;3;2;4;3;1;3;1;2;26
"211130 São Luís";14;52;24;88;70;46;93;78;58;22;21;19;585
"211153 São Pedro da Água Branca";-;-;1;-;-;-;-;-;-;-;-;-;1
"211176 Senador La Rocque";-;-;-;1;-;-;-;-;-;-;-;-;1
"211180 Sítio Novo";-;-;4;5;2;3;5;2;-;-;-;-;21
"211220 Timon";2;1;-;2;1;2;-;-;-;-;-;1;9
"211230 Tuntum";4;2;1;-;2;1;1;1;-;-;-;1;13
"211245 Turilândia";-;-;-;-;-;-;-;-;-;2;-;-;2
"211270 Vargem Grande";-;-;-;3;2;3;-;-;-;-;-;-;8
"211280 Viana";-;-;-;-;-;-;1;1;-;-;-;-;2
"211300 Vitorino Freire";-;-;-;-;-;-;-;-;1;-;-;-;1
"211400 Zé Doca";2;8;-;1;1;-;1;-;1;-;1;-;15
"221100 Teresina";-;-;-;-;-;-;-;-;1;-;-;-;1
"230440 Fortaleza";1;-;-;-;-;-;-;-;-;-;-;-;1
"355030 São Paulo";-;-;-;1;-;1;-;-;-;-;-;-;2
"530010 Brasília";-;1;-;-;-;-;-;-;-;-;-;-;1
"000000 Ignorado ou exterior";68;121;169;170;160;121;75;68;46;29;46;79;1152
"Total";133;265;354;396;345;231;216;197;129;72;106;241;2685
 Fonte: Ministério da Saúde/SVS - Sistema de Informação de Agravos de Notificação - Sinan Net
 Notas:
 
 Incluídas notificações de casos descartados.
 As bases de dados de dengue aqui disponíveis compõem um banco único a partir de 2014, podendo haver pequenas divergências com os dados disponibilizados pelo CGARB (Coordenação Geral de Vigilância de Arboviroses-CGARB) em sua série histórica, que par
 Para tabular os casos graves (classificação final igual a dengue com complicações, febre hemorrágica da dengue, síndrome do choque da dengue, dengue com sinais de alarme e dengue grave) é necessário considerar também o critério de confirmação (labor
 Para o Período de 2020 o estado do Espírito Santo passou a utilizar sistema o e-SUS Vigilância em Saúde. Portanto, para os casos de Arbovirose urbanas do Espírito Santo foram considerados apenas os dados disponibilizados pelo Sinan online (dengue e
 Períodos Disponíveis ou período - Correspondem aos anos de notificação dos casos.
 Para cálculo da incidência utilize locais de residência.
 Dados de 2014 atualizados em 13/07/2015.
 Dados de 2015 atualizados em 27/09/2016.
 Dados de 2016 atualizados em 06/07/2017.
 Dados de 2017 atualizados em 18/07/2018.
 Dados de 2018 atualizados em 01/10/2019.
 Dados de 2019 atualizados em 10/07/2020.
 Dados de 2020 atualizados em 11/01/2021, sujeitos a revisão.
 *Data da publicação dos dados 03/2021.
 
