DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - Pará
Casos Prováveis por Município infecção e Mês 1º Sintoma(s)
Período:2010
"Município infecção";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"150555 Pau D'Arco";1;9;14;2;2;4;2;-;-;-;-;-;34
"150563 Piçarra";1;2;4;2;-;2;-;1;2;1;5;1;21
"150565 Placas";1;6;22;11;12;3;4;5;-;1;1;1;67
"150580 Portel";1;-;-;2;-;2;2;62;64;43;14;14;204
"150590 Porto de Moz";-;-;-;-;-;1;-;-;-;-;-;-;1
"150600 Prainha";-;-;-;-;-;-;-;-;-;1;135;97;233
"150610 Primavera";-;-;-;1;-;-;-;-;-;-;-;-;1
"150611 Quatipuru";-;-;-;-;-;-;-;-;1;-;-;-;1
"150613 Redenção";3;25;10;4;8;4;2;-;3;5;8;8;80
"150616 Rio Maria";-;-;-;4;-;-;-;-;1;3;1;-;9
"150618 Rondon do Pará";-;-;-;3;4;8;1;-;-;-;2;5;23
"150619 Rurópolis";5;19;81;48;20;8;1;-;-;-;4;9;195
"150620 Salinópolis";1;9;29;21;44;43;44;68;53;54;23;25;414
"150630 Salvaterra";-;-;4;-;-;-;-;-;-;-;-;-;4
"150635 Santa Bárbara do Pará";3;1;2;1;-;1;5;2;5;2;4;-;26
"150650 Santa Izabel do Pará";1;-;1;-;1;3;2;5;5;3;12;6;39
"150660 Santa Maria do Pará";-;-;2;-;3;-;2;4;6;3;-;2;22
"150670 Santana do Araguaia";-;2;9;13;-;-;-;-;-;-;-;-;24
"150680 Santarém";4;8;28;32;38;68;37;56;34;37;36;62;440
"150690 Santarém Novo";-;-;17;41;91;45;8;-;1;2;5;-;210
"150700 Santo Antônio do Tauá";-;-;1;1;1;2;-;-;-;-;-;-;5
"150710 São Caetano de Odivelas";-;-;-;-;-;-;-;1;-;1;3;-;5
"150715 São Domingos do Araguaia";-;-;3;-;-;3;3;1;-;-;1;8;19
"150720 São Domingos do Capim";-;-;1;-;1;-;-;-;-;3;61;7;73
"150730 São Félix do Xingu";49;42;33;24;17;3;10;1;-;7;49;9;244
"150740 São Francisco do Pará";34;9;2;-;1;3;-;-;-;-;-;-;49
"150745 São Geraldo do Araguaia";1;-;-;-;-;-;-;-;-;-;1;-;2
"150746 São João da Ponta";-;1;-;-;-;-;1;-;-;1;2;-;5
"150747 São João de Pirabas";-;1;6;6;1;1;3;6;1;7;3;-;35
"150750 São João do Araguaia";1;2;1;1;1;-;-;2;9;59;26;23;125
"150775 Sapucaia";-;-;-;-;-;-;-;-;-;-;-;2;2
"150780 Senador José Porfírio";-;-;1;1;-;-;-;-;-;-;-;-;2
"150790 Soure";-;-;-;-;1;-;2;3;1;1;9;21;38
"150795 Tailândia";-;-;2;1;2;14;40;25;22;14;5;4;129
"150796 Terra Alta";-;-;-;-;1;-;-;-;1;2;2;-;6
"150800 Tomé-Açu";2;6;3;4;-;-;-;2;-;1;1;1;20
"150808 Tucumã";5;6;24;12;2;-;-;-;3;29;66;97;244
"150810 Tucuruí";6;-;4;-;1;2;1;2;-;6;14;30;66
"150812 Ulianópolis";-;-;-;-;-;-;-;2;18;7;32;31;90
"150815 Uruará";16;10;16;19;7;20;14;24;28;52;51;23;280
"150820 Vigia";-;1;1;1;-;-;-;-;1;-;-;-;4
"150830 Viseu";-;-;1;-;11;3;11;16;-;13;-;2;57
"150835 Vitória do Xingu";-;2;2;1;1;-;5;40;9;1;6;6;73
"150840 Xinguara";1;3;8;13;19;3;-;-;-;4;10;16;77
"150000 Município ignorado - PA";-;-;-;-;1;-;-;-;-;-;-;-;1
"000000 Ignorado ou exterior";105;250;372;243;227;171;192;289;301;386;607;521;3664
"Total";662;960;1791;1259;1146;959;813;1210;1031;1196;1975;1851;14853
 Fonte: Ministério da Saúde/SVS - Sistema de Informação de Agravos de Notificação - Sinan Net
 Notas:
 
 ncluídas notificações de indivíduos residentes no Brasil, independente de sua confirmação, exceto os descartados, pois em situações de epidemia nem sempre é possível confirmar todos os casos.
 Para tabular os óbitos por dengue até 2012, deve-se considerar apenas os casos graves (DCC, FHD, SCD, DSA, DG) em que a evolução seja "óbito pelo agravo notificado" com critério de confirmação laboratorial e clínico-epidemiológico. A partir de 2013,
 Períodos Disponíveis ou período - Correspondem aos anos de notificação dos casos.
 Para cálculo da incidência utilize locais de residência.
 Dados de 2007 atualizados em 30/08/2009.
 Dados de 2008 atualizados em 17/03/2011.
 Dados de 2009 atualizados em 23/06/2011.
 Dados de 2010 atualizados em 18/06/2011.
 Dados de 2011 atualizados em 11/01/2012.
 Dados de 2012 atualizados em 25/07/2013.
 Dados de 2013 atualizados em 10/07/2014.
 Data da publicação dos dados 04/02/2019.
 
