DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - Brasil
Casos Prováveis por Município infecção e Sorotipo                     
Período:2018
"Município infecção";"Ign/Branco";"DEN 1";"DEN 2";"DEN 3";"DEN 4";"Total"
"130100 Carauari";1;-;-;-;-;1
"130120 Coari";13;-;-;-;-;13
"130140 Eirunepé";1;-;-;-;-;1
"130165 Guajará";95;-;-;-;-;95
"130170 Humaitá";15;1;-;-;-;16
"130180 Ipixuna";1;-;-;-;-;1
"130185 Iranduba";1;-;-;-;-;1
"130190 Itacoatiara";315;1;-;-;-;316
"130240 Lábrea";2;-;-;-;-;2
"130250 Manacapuru";2;-;-;-;-;2
"130260 Manaus";83;1;-;-;-;84
"130290 Maués";1;-;-;-;-;1
"130330 Novo Aripuanã";10;-;-;-;-;10
"130340 Parintins";2;-;-;-;-;2
"130353 Presidente Figueiredo";1;-;-;-;-;1
"130356 Rio Preto da Eva";1;-;-;-;-;1
"130380 São Gabriel da Cachoeira";62;-;-;-;-;62
"130406 Tabatinga";7;-;-;-;-;7
"130410 Tapauá";1;-;-;-;-;1
"130420 Tefé";270;-;-;-;-;270
"130440 Urucurituba";3;-;-;-;-;3
"140010 Boa Vista";41;12;1;-;-;54
"140020 Caracaraí";1;-;-;-;-;1
"140030 Mucajaí";1;-;-;-;-;1
"140045 Pacaraima";1;-;-;-;-;1
"140047 Rorainópolis";18;-;-;-;-;18
"140050 São João da Baliza";2;-;-;-;-;2
"140070 Uiramutã";1;-;-;-;-;1
"150010 Abaetetuba";14;5;-;-;-;19
"150013 Abel Figueiredo";1;-;-;-;-;1
"150030 Afuá";6;-;-;-;-;6
"150040 Alenquer";14;-;-;-;-;14
"150050 Almeirim";1;-;-;-;-;1
"150060 Altamira";1;-;-;-;-;1
"150080 Ananindeua";7;-;-;-;-;7
"150085 Anapu";3;-;-;-;-;3
"150090 Augusto Corrêa";2;-;-;-;-;2
"150095 Aurora do Pará";7;-;-;-;-;7
"150120 Baião";4;-;-;-;-;4
"150125 Bannach";2;-;-;-;-;2
"150130 Barcarena";3;2;-;-;-;5
"150140 Belém";14;-;-;-;-;14
"150145 Belterra";4;-;-;-;-;4
"150150 Benevides";1;-;-;-;-;1
"150172 Brasil Novo";4;-;-;-;-;4
"150175 Brejo Grande do Araguaia";14;-;-;-;-;14
"150180 Breves";3;-;-;-;-;3
"150215 Canaã dos Carajás";16;-;-;-;-;16
"150230 Capitão Poço";39;-;-;-;-;39
"150240 Castanhal";18;-;-;-;-;18
"150270 Conceição do Araguaia";2;-;-;-;-;2
"150275 Concórdia do Pará";1;-;-;-;-;1
"150276 Cumaru do Norte";7;1;-;-;-;8
"150280 Curralinho";1;-;-;-;-;1
"150290 Curuçá";5;-;-;-;-;5
"150293 Dom Eliseu";2;-;-;-;-;2
"150307 Garrafão do Norte";1;-;-;-;-;1
"150309 Goianésia do Pará";1;-;-;-;-;1
"150310 Gurupá";1;-;-;-;-;1
"150320 Igarapé-Açu";3;-;-;-;-;3
"150330 Igarapé-Miri";2;-;-;-;-;2
"150340 Inhangapi";6;-;-;-;-;6
"150350 Irituia";6;-;-;-;-;6
"150360 Itaituba";28;-;-;-;-;28
"150370 Itupiranga";4;-;-;-;-;4
"150380 Jacundá";3;-;-;-;-;3
"150390 Juruti";3;-;-;-;-;3
"150405 Mãe do Rio";99;-;-;-;-;99
"150410 Magalhães Barata";1;-;-;-;-;1
"150420 Marabá";18;1;-;-;-;19
"150430 Maracanã";1;-;-;-;-;1
"150440 Marapanim";163;-;-;-;-;163
"150442 Marituba";13;1;-;-;-;14
"150470 Moju";56;-;-;-;-;56
"150475 Mojuí dos Campos";1;-;-;-;-;1
"150495 Nova Esperança do Piriá";9;-;-;-;-;9
"150497 Nova Ipixuna";5;-;-;-;-;5
"150503 Novo Progresso";61;1;-;-;-;62
"150506 Novo Repartimento";91;-;-;-;-;91
"150510 Óbidos";1;-;-;-;-;1
"150530 Oriximiná";9;-;-;-;-;9
"150543 Ourilândia do Norte";15;-;-;-;-;15
"150548 Pacajá";50;-;-;-;-;50
"150549 Palestina do Pará";25;-;-;-;-;25
"150550 Paragominas";1;-;-;-;-;1
"150553 Parauapebas";248;-;-;-;-;248
"150555 Pau D'Arco";31;6;5;-;-;42
"150570 Ponta de Pedras";1;-;-;-;-;1
"150580 Portel";2;-;-;-;-;2
"150611 Quatipuru";2;-;-;-;-;2
"150613 Redenção";60;-;-;-;-;60
"150616 Rio Maria";4;-;1;-;-;5
"150618 Rondon do Pará";20;-;-;-;-;20
"150620 Salinópolis";6;-;-;-;-;6
"150635 Santa Bárbara do Pará";5;-;-;-;-;5
"150650 Santa Izabel do Pará";2;-;-;-;-;2
"150655 Santa Luzia do Pará";4;-;-;-;-;4
"150660 Santa Maria do Pará";3;-;-;-;-;3
"150670 Santana do Araguaia";1;-;-;-;-;1
"150680 Santarém";5;-;-;-;-;5
"150690 Santarém Novo";-;-;1;-;-;1
"150700 Santo Antônio do Tauá";1;-;-;-;-;1
"150720 São Domingos do Capim";1;-;-;-;-;1
"150730 São Félix do Xingu";62;1;-;-;-;63
"150740 São Francisco do Pará";7;-;-;-;-;7
"150745 São Geraldo do Araguaia";4;-;-;-;-;4
"150746 São João da Ponta";1;-;-;-;-;1
"150747 São João de Pirabas";2;-;-;-;-;2
"150750 São João do Araguaia";1;-;-;-;-;1
"150760 São Miguel do Guamá";1;-;-;-;-;1
"150780 Senador José Porfírio";1;-;-;-;-;1
"150795 Tailândia";2;-;-;-;-;2
"150803 Tracuateua";1;-;-;-;-;1
"150810 Tucuruí";14;-;-;-;-;14
"150820 Vigia";20;-;-;-;-;20
"150835 Vitória do Xingu";16;-;-;-;-;16
"150840 Xinguara";2;-;-;-;-;2
"160010 Amapá";1;-;-;-;-;1
"160020 Calçoene";2;-;-;-;-;2
"160023 Ferreira Gomes";52;-;-;-;-;52
"160025 Itaubal";1;-;-;-;-;1
"160027 Laranjal do Jari";155;-;-;-;-;155
"160030 Macapá";337;-;-;-;-;337
"160040 Mazagão";13;-;-;-;-;13
"160050 Oiapoque";2;-;-;-;-;2
"160015 Pedra Branca do Amapari";85;-;-;-;-;85
"160053 Porto Grande";2;-;-;-;-;2
"160060 Santana";38;-;-;-;-;38
"160005 Serra do Navio";11;-;-;-;-;11
"160070 Tartarugalzinho";23;-;-;-;-;23
"170025 Abreulândia";1;-;-;-;-;1
"170040 Almas";1;-;-;-;-;1
"170070 Alvorada";1;-;-;-;-;1
"170100 Ananás";2;-;-;-;-;2
"170200 Araguaçu";1;-;-;-;-;1
"170210 Araguaína";401;-;1;-;-;402
"170215 Araguanã";1;-;-;-;-;1
"170220 Araguatins";1;-;-;-;-;1
"170230 Arapoema";5;-;-;-;-;5
"170240 Arraias";16;-;-;-;-;16
"170290 Axixá do Tocantins";1;-;-;-;-;1
"170300 Babaçulândia";1;-;-;-;-;1
"170310 Barrolândia";1;-;-;-;-;1
"170320 Bernardo Sayão";5;-;-;-;-;5
"170370 Brejinho de Nazaré";3;-;-;-;-;3
"170384 Campos Lindos";9;-;-;-;-;9
"170386 Cariri do Tocantins";42;-;-;-;-;42
"170389 Carrasco Bonito";1;-;-;-;-;1
"170510 Chapada da Natividade";9;-;-;-;-;9
"170550 Colinas do Tocantins";1;-;1;-;-;2
"170555 Combinado";25;-;-;-;-;25
"170560 Conceição do Tocantins";1;-;-;-;-;1
"170600 Couto Magalhães";3;-;-;-;-;3
"170700 Dianópolis";18;-;-;-;-;18
"170710 Divinópolis do Tocantins";13;-;-;-;-;13
"170720 Dois Irmãos do Tocantins";2;-;-;-;-;2
"170740 Esperantina";10;-;-;-;-;10
"170765 Figueirópolis";5;-;-;-;-;5
"170770 Filadélfia";2;-;-;-;-;2
"170820 Formoso do Araguaia";28;-;-;-;-;28
"170825 Fortaleza do Tabocão";4;-;-;-;-;4
"170900 Goiatins";1;-;-;-;-;1
"170930 Guaraí";7;-;-;-;-;7
"170950 Gurupi";39;-;-;-;-;39
"170980 Ipueiras";1;-;-;-;-;1
"171050 Itacajá";12;-;-;-;-;12
"171090 Itapiratins";1;-;-;-;-;1
"171110 Itaporã do Tocantins";1;-;-;-;-;1
"171150 Jaú do Tocantins";2;-;-;-;-;2
"171200 Lajeado";3;-;-;-;-;3
"171245 Luzinópolis";3;-;-;-;-;3
"171250 Marianópolis do Tocantins";3;-;-;-;-;3
"171320 Miracema do Tocantins";3;-;1;-;-;4
"171330 Miranorte";2;-;-;-;-;2
"171360 Monte do Carmo";7;-;-;-;-;7
"171370 Monte Santo do Tocantins";1;-;-;-;-;1
"171395 Muricilândia";1;-;-;-;-;1
"171420 Natividade";20;-;3;-;-;23
"171430 Nazaré";2;-;-;-;-;2
"171488 Nova Olinda";9;-;-;-;-;9
"171550 Oliveira de Fátima";5;-;-;-;-;5
"172100 Palmas";62;-;12;-;-;74
"171570 Palmeirante";2;-;-;-;-;2
"171575 Palmeirópolis";11;-;-;-;-;11
"171610 Paraíso do Tocantins";7;-;-;-;-;7
"171620 Paranã";1;-;-;-;-;1
"171650 Pedro Afonso";3;-;-;-;-;3
"171660 Peixe";1;-;-;-;-;1
"171750 Pium";1;-;-;-;-;1
"171780 Ponte Alta do Bom Jesus";1;-;-;-;-;1
"171790 Ponte Alta do Tocantins";2;-;-;-;-;2
"171800 Porto Alegre do Tocantins";5;-;-;-;-;5
"171820 Porto Nacional";79;-;-;-;-;79
"171830 Praia Norte";3;-;-;-;-;3
"171845 Pugmil";1;-;-;-;-;1
"171870 Rio dos Bois";9;-;-;-;-;9
"171875 Rio Sono";1;-;-;-;-;1
"171886 Santa Fé do Araguaia";2;-;-;-;-;2
"171888 Santa Maria do Tocantins";2;-;-;-;-;2
"171890 Santa Rosa do Tocantins";4;-;-;-;-;4
"171900 Santa Tereza do Tocantins";1;-;-;-;-;1
"172000 Santa Terezinha do Tocantins";2;-;-;-;-;2
"172025 São Salvador do Tocantins";1;-;-;-;-;1
"172049 São Valério";1;-;-;-;-;1
"172065 Silvanópolis";2;-;-;-;-;2
"172090 Taguatinga";4;-;-;-;-;4
"172093 Taipas do Tocantins";1;-;-;-;-;1
"172097 Talismã";36;-;-;-;-;36
"172110 Tocantínia";2;-;-;-;-;2
"172120 Tocantinópolis";18;-;-;-;-;18
"172208 Wanderlândia";1;-;-;-;-;1
"172210 Xambioá";1;-;-;-;-;1
"210020 Alcântara";3;-;-;-;-;3
"210030 Aldeias Altas";8;-;-;-;-;8
"210047 Alto Alegre do Pindaré";26;-;-;-;-;26
"210050 Alto Parnaíba";20;-;-;-;-;20
"210060 Amarante do Maranhão";1;-;-;-;-;1
"210070 Anajatuba";2;-;-;-;-;2
"210080 Anapurus";40;-;-;-;-;40
"210100 Arari";2;-;-;-;-;2
"210120 Bacabal";1;-;-;-;-;1
"210125 Bacabeira";1;-;-;-;-;1
"210130 Bacuri";1;-;-;-;-;1
"210140 Balsas";4;-;-;-;-;4
"210160 Barra do Corda";124;-;-;-;-;124
"210190 Bequimão";1;-;-;-;-;1
"210197 Boa Vista do Gurupi";1;-;-;-;-;1
"210200 Bom Jardim";1;-;-;-;-;1
"210210 Brejo";4;-;-;-;-;4
"210220 Buriti";1;-;-;-;-;1
"210232 Buriticupu";3;-;-;-;-;3
"210235 Buritirana";1;-;-;-;-;1
"210255 Campestre do Maranhão";1;-;-;-;-;1
"210275 Capinzal do Norte";1;-;-;-;-;1
"210280 Carolina";5;-;-;-;-;5
"210290 Carutapera";1;-;-;-;-;1
"210300 Caxias";182;-;-;-;-;182
"210320 Chapadinha";16;-;-;-;-;16
"210360 Coroatá";9;-;-;-;-;9
"210370 Cururupu";2;-;-;-;-;2
"210390 Duque Bacelar";1;-;-;-;-;1
"210400 Esperantinópolis";3;-;-;-;-;3
"210405 Estreito";11;-;-;-;-;11
"210410 Fortaleza dos Nogueiras";4;-;-;-;-;4
"210450 Governador Archer";2;-;-;-;-;2
"210455 Governador Edison Lobão";12;-;-;-;-;12
"210462 Governador Luiz Rocha";5;-;-;-;-;5
"210500 Humberto de Campos";1;-;-;-;-;1
"210515 Igarapé do Meio";-;1;-;-;-;1
"210520 Igarapé Grande";2;-;-;-;-;2
"210530 Imperatriz";29;-;-;-;-;29
"210540 Itapecuru Mirim";9;-;-;-;-;9
"210542 Itinga do Maranhão";3;-;-;-;-;3
"210547 Jenipapo dos Vieiras";1;-;-;-;-;1
"210550 João Lisboa";1;-;-;-;-;1
"210570 Lago da Pedra";1;-;-;-;-;1
"210596 Lagoa Grande do Maranhão";3;-;-;-;-;3
"210632 Maracaçumé";59;-;-;-;-;59
"210640 Mata Roma";1;-;-;-;-;1
"210663 Matões do Norte";1;-;-;-;-;1
"210667 Milagres do Maranhão";1;-;-;-;-;1
"210675 Miranda do Norte";2;-;-;-;-;2
"210700 Montes Altos";4;-;-;-;-;4
"210720 Nina Rodrigues";2;-;-;-;-;2
"210750 Paço do Lumiar";23;-;-;-;-;23
"210780 Parnarama";1;-;-;-;-;1
"210820 Pedreiras";3;-;-;-;-;3
"210860 Pinheiro";1;-;-;-;-;1
"210900 Porto Franco";2;-;-;-;-;2
"210910 Presidente Dutra";2;-;-;-;-;2
"210920 Presidente Juscelino";1;-;-;-;-;1
"210927 Presidente Sarney";1;-;-;-;-;1
"210930 Presidente Vargas";1;-;-;-;-;1
"210945 Raposa";6;-;-;-;-;6
"210950 Riachão";7;-;-;-;-;7
"210955 Ribamar Fiquene";1;-;-;-;-;1
"210960 Rosário";1;-;-;-;-;1
"210980 Santa Helena";2;-;-;-;-;2
"210990 Santa Inês";5;-;-;-;-;5
"211000 Santa Luzia";3;-;-;-;-;3
"211020 Santa Rita";7;-;-;-;-;7
"211040 São Benedito do Rio Preto";2;-;-;-;-;2
"211085 São Francisco do Brejão";4;-;-;-;-;4
"211105 São João do Paraíso";2;-;-;-;-;2
"211107 São João do Soter";1;-;-;-;-;1
"211120 São José de Ribamar";64;-;-;-;-;64
"211130 São Luís";495;-;1;-;-;496
"211153 São Pedro da Água Branca";1;-;-;-;-;1
"211167 São Roberto";1;-;-;-;-;1
"211176 Senador La Rocque";4;-;-;-;-;4
"211180 Sítio Novo";5;-;-;-;-;5
"211200 Tasso Fragoso";4;-;-;-;-;4
"211220 Timon";9;-;-;-;-;9
"211223 Trizidela do Vale";1;-;-;-;-;1
"211230 Tuntum";2;-;-;-;-;2
"211240 Turiaçu";3;-;-;-;-;3
"211250 Tutóia";1;-;-;-;-;1
"211260 Urbano Santos";1;-;-;-;-;1
"211270 Vargem Grande";2;-;-;-;-;2
"211280 Viana";4;-;-;-;-;4
"211285 Vila Nova dos Martírios";1;-;-;-;-;1
"211290 Vitória do Mearim";1;-;-;-;-;1
"211300 Vitorino Freire";1;-;-;-;-;1
"211400 Zé Doca";2;-;-;-;-;2
"220010 Agricolândia";1;-;-;-;-;1
"220030 Alto Longá";13;-;-;-;-;13
"220040 Altos";4;-;-;-;-;4
"220060 Angical do Piauí";2;-;-;-;-;2
"220080 Antônio Almeida";1;-;-;-;-;1
"220110 Avelino Lopes";1;-;-;-;-;1
"220115 Baixa Grande do Ribeiro";1;-;-;-;-;1
"220117 Barra D'Alcântara";1;-;-;-;-;1
"220155 Bela Vista do Piauí";7;-;-;-;-;7
"220160 Beneditinos";17;-;-;-;-;17
"220177 Boa Hora";2;-;-;-;-;2
"220190 Bom Jesus";4;-;-;-;-;4
"220194 Boqueirão do Piauí";1;-;-;-;-;1
"220200 Buriti dos Lopes";1;-;-;-;-;1
"220210 Campinas do Piauí";31;-;-;-;-;31
"220230 Canto do Buriti";2;-;-;-;-;2
"220260 Castelo do Piauí";3;-;-;-;-;3
"220320 Curimatá";7;-;-;-;-;7
"220345 Dom Inocêncio";1;2;-;-;-;3
"220342 Domingos Mourão";1;-;-;-;-;1
"220480 Ipiranga do Piauí";1;-;-;-;-;1
"220500 Itainópolis";10;1;-;-;-;11
"220520 Jaicós";1;-;-;-;-;1
"220552 Júlio Borges";2;-;-;-;-;2
"220553 Jurema";26;-;-;-;-;26
"220557 Lagoa de São Francisco";2;-;-;-;-;2
"220610 Matias Olímpio";2;-;-;-;-;2
"220690 Novo Oriente do Piauí";1;-;-;-;-;1
"220700 Oeiras";19;-;-;-;-;19
"220730 Paes Landim";1;-;-;-;-;1
"220760 Parnaguá";13;-;-;-;-;13
"220777 Patos do Piauí";1;-;-;-;-;1
"220780 Paulistana";9;1;-;-;-;10
"220790 Pedro II";4;-;-;-;-;4
"220800 Picos";27;-;-;-;-;27
"220830 Piracuruca";4;-;-;-;-;4
"220840 Piripiri";1;-;-;-;-;1
"220885 Riacho Frio";2;-;-;-;-;2
"220900 Rio Grande do Piauí";1;-;-;-;-;1
"220910 Santa Cruz do Piauí";1;-;-;-;-;1
"220920 Santa Filomena";1;-;-;-;-;1
"220987 São João da Fronteira";1;-;-;-;-;1
"220997 São João do Arraial";2;-;-;-;-;2
"221000 São João do Piauí";1;-;-;-;-;1
"221005 São José do Divino";1;-;-;-;-;1
"221060 São Raimundo Nonato";7;-;-;-;-;7
"221080 Simplício Mendes";11;-;-;-;-;11
"221100 Teresina";890;-;4;-;-;894
"221135 Várzea Branca";1;-;-;-;-;1
"230010 Abaiara";1;-;-;-;-;1
"230020 Acaraú";1;-;-;-;-;1
"230070 Alto Santo";1;-;-;-;-;1
"230090 Apuiarés";1;-;-;-;-;1
"230110 Aracati";23;2;-;-;-;25
"230140 Aratuba";3;-;-;-;-;3
"230180 Baixio";3;-;-;-;-;3
"230190 Barbalha";1;-;-;-;-;1
"230200 Barro";2;-;-;-;-;2
"230220 Beberibe";1;-;-;-;-;1
"230250 Brejo Santo";95;-;-;-;-;95
"230280 Canindé";3;-;-;-;-;3
"230350 Cascavel";2;-;-;-;-;2
"230360 Catarina";2;-;-;-;-;2
"230370 Caucaia";201;1;-;-;-;202
"230380 Cedro";6;-;-;-;-;6
"230410 Crateús";43;-;-;-;-;43
"230420 Crato";12;-;-;-;-;12
"230426 Deputado Irapuan Pinheiro";1;-;-;-;-;1
"230427 Ererê";2;-;-;-;-;2
"230435 Forquilha";1;-;-;-;-;1
"230440 Fortaleza";390;1;-;-;-;391
"230470 Granja";2;-;-;-;-;2
"230490 Groaíras";2;-;-;-;-;2
"230500 Guaraciaba do Norte";2;-;-;-;-;2
"230535 Icapuí";8;-;-;-;-;8
"230540 Icó";151;-;-;-;-;151
"230550 Iguatu";161;-;-;-;-;161
"230565 Ipaporanga";1;-;-;-;-;1
"230570 Ipaumirim";67;-;-;-;-;67
"230580 Ipu";1;-;-;-;-;1
"230610 Irauçuba";7;-;-;-;-;7
"230625 Itaitinga";1;-;-;-;-;1
"230630 Itapagé";1;-;-;-;-;1
"230640 Itapipoca";1;-;-;-;-;1
"230680 Jaguaribara";6;-;-;-;-;6
"230700 Jaguaruana";121;1;-;-;-;122
"230710 Jardim";1;-;-;-;-;1
"230720 Jati";1;-;-;-;-;1
"230730 Juazeiro do Norte";5;-;-;-;-;5
"230750 Lavras da Mangabeira";34;-;-;-;-;34
"230760 Limoeiro do Norte";3;-;-;-;-;3
"230763 Madalena";3;-;-;-;-;3
"230765 Maracanaú";7;-;-;-;-;7
"230770 Maranguape";10;-;-;-;-;10
"230800 Massapê";1;-;-;-;-;1
"230810 Mauriti";69;-;-;-;-;69
"230830 Milagres";7;-;-;-;-;7
"230835 Milhã";180;-;-;-;-;180
"230840 Missão Velha";4;-;-;-;-;4
"230860 Monsenhor Tabosa";1;-;-;-;-;1
"230870 Morada Nova";33;-;-;-;-;33
"230880 Moraújo";2;-;-;-;-;2
"230910 Mulungu";2;-;-;-;-;2
"230930 Nova Russas";2;-;-;-;-;2
"230940 Novo Oriente";12;-;-;-;-;12
"230950 Orós";1;-;-;-;-;1
"230960 Pacajus";1;-;-;-;-;1
"230970 Pacatuba";1;-;-;-;-;1
"231010 Palmácia";2;-;-;-;-;2
"231020 Paracuru";1;-;-;-;-;1
"231050 Pedra Branca";1;-;-;-;-;1
"231070 Pentecoste";2;-;-;-;-;2
"231110 Porteiras";7;-;-;-;-;7
"231130 Quixadá";2;-;-;-;-;2
"231135 Quixelô";78;-;-;-;-;78
"231140 Quixeramobim";60;-;-;-;-;60
"231150 Quixeré";15;-;-;-;-;15
"231160 Redenção";1;-;-;-;-;1
"231180 Russas";126;-;-;-;-;126
"231210 Santana do Cariri";9;-;-;-;-;9
"231230 São Benedito";1;-;-;-;-;1
"231250 São João do Jaguaribe";1;-;-;-;-;1
"231270 Senador Pompeu";10;-;-;-;-;10
"231290 Sobral";1;-;-;-;-;1
"231300 Solonópole";4;-;-;-;-;4
"231310 Tabuleiro do Norte";3;-;-;-;-;3
"231320 Tamboril";2;-;-;-;-;2
"231330 Tauá";5;-;-;-;-;5
"231340 Tianguá";1;-;-;-;-;1
"231395 Varjota";5;-;-;-;-;5
"231400 Várzea Alegre";19;-;-;-;-;19
"240010 Acari";19;-;-;-;-;19
"240020 Açu";155;-;-;-;-;155
"240030 Afonso Bezerra";6;-;-;-;-;6
"240040 Água Nova";1;-;-;-;-;1
"240080 Angicos";25;-;-;-;-;25
"240100 Apodi";2;-;-;-;-;2
"240110 Areia Branca";2;-;-;-;-;2
"240140 Baía Formosa";15;-;-;-;-;15
"240145 Baraúna";13;-;-;-;-;13
"240150 Barcelona";-;1;-;-;-;1
"240160 Bento Fernandes";17;-;-;-;-;17
"240165 Bodó";31;1;-;-;-;32
"240170 Bom Jesus";1;-;-;-;-;1
"240180 Brejinho";26;-;-;-;-;26
"240185 Caiçara do Norte";7;-;-;-;-;7
"240190 Caiçara do Rio do Vento";24;-;-;-;-;24
"240200 Caicó";176;-;-;-;-;176
"240210 Campo Redondo";3;-;-;-;-;3
"240220 Canguaretama";3;-;-;-;-;3
"240230 Caraúbas";1;-;-;-;-;1
"240240 Carnaúba dos Dantas";19;-;-;-;-;19
"240260 Ceará-Mirim";11;-;-;-;-;11
"240270 Cerro Corá";44;-;-;-;-;44
"240310 Currais Novos";3;-;-;-;-;3
"240340 Equador";1;-;-;-;-;1
"240350 Espírito Santo";6;-;-;-;-;6
"240360 Extremoz";34;-;-;-;-;34
"240375 Fernando Pedroza";1;-;-;-;-;1
"240380 Florânia";5;-;-;-;-;5
"240420 Goianinha";57;-;-;-;-;57
"240430 Governador Dix-Sept Rosado";3;-;-;-;-;3
"240440 Grossos";1;-;-;-;-;1
"240450 Guamaré";56;-;-;-;-;56
"240460 Ielmo Marinho";6;-;-;-;-;6
"240470 Ipanguaçu";2;-;-;-;-;2
"240500 Jaçanã";7;-;-;-;-;7
"240510 Jandaíra";4;-;-;-;-;4
"240530 Januário Cicco";1;-;-;-;-;1
"240540 Japi";4;-;-;-;-;4
"240550 Jardim de Angicos";12;-;-;-;-;12
"240560 Jardim de Piranhas";6;3;-;-;-;9
"240570 Jardim do Seridó";17;-;-;-;-;17
"240580 João Câmara";153;-;-;-;-;153
"240600 José da Penha";18;-;-;-;-;18
"240610 Jucurutu";68;-;1;-;-;69
"240615 Jundiá";2;-;-;-;-;2
"240630 Lagoa de Pedras";12;-;-;-;-;12
"240640 Lagoa de Velhos";3;-;-;-;-;3
"240650 Lagoa Nova";21;-;-;-;-;21
"240660 Lagoa Salgada";1;-;-;-;-;1
"240670 Lajes";7;-;-;-;-;7
"240680 Lajes Pintadas";5;-;-;-;-;5
"240710 Macaíba";12;-;-;-;-;12
"240720 Macau";1;-;-;-;-;1
"240730 Marcelino Vieira";1;-;-;-;-;1
"240750 Maxaranguape";39;-;-;-;-;39
"240770 Montanhas";4;-;-;-;-;4
"240800 Mossoró";582;1;-;-;-;583
"240810 Natal";870;7;-;-;-;877
"240820 Nísia Floresta";6;-;-;-;-;6
"240830 Nova Cruz";5;-;-;-;-;5
"240850 Ouro Branco";41;-;-;-;-;41
"240860 Paraná";1;-;-;-;-;1
"240880 Parazinho";4;-;-;-;-;4
"240890 Parelhas";7;-;-;-;-;7
"240325 Parnamirim";81;1;-;-;-;82
"240910 Passa e Fica";18;-;-;-;-;18
"240920 Passagem";1;-;-;-;-;1
"240940 Pau dos Ferros";2;-;-;-;-;2
"240950 Pedra Grande";79;-;-;-;-;79
"240960 Pedra Preta";1;-;-;-;-;1
"240980 Pedro Velho";3;-;-;-;-;3
"241000 Pilões";13;-;-;-;-;13
"241010 Poço Branco";2;-;-;-;-;2
"241025 Porto do Mangue";1;-;-;-;-;1
"241040 Pureza";7;-;-;-;-;7
"241070 Riacho da Cruz";2;-;-;-;-;2
"241090 Riachuelo";14;-;-;-;-;14
"240895 Rio do Fogo";1;-;-;-;-;1
"241110 Ruy Barbosa";19;-;-;-;-;19
