DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - Maranhão
Casos Prováveis por Município infecção e Mês 1º Sintoma(s)
Período:2009
"Município infecção";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"210570 Lago da Pedra";1;5;93;2;1;1;-;12;17;1;1;1;135
"210590 Lago Verde";-;1;-;-;-;-;-;-;-;-;-;-;1
"210598 Lajeado Novo";-;1;7;-;5;-;-;-;-;-;-;-;13
"210610 Loreto";-;6;-;-;3;-;-;-;-;-;-;-;9
"210630 Magalhães de Almeida";-;-;4;-;-;-;-;-;-;-;-;-;4
"210660 Matões";-;-;-;4;2;1;-;-;-;-;-;-;7
"210670 Mirador";7;4;-;-;-;-;-;-;-;-;-;-;11
"210675 Miranda do Norte";1;-;-;1;-;1;-;-;-;-;-;-;3
"210690 Monção";-;-;1;-;-;-;-;-;-;-;-;-;1
"210700 Montes Altos";1;-;-;2;-;-;-;-;-;-;-;1;4
"210710 Morros";-;-;-;-;8;5;1;-;-;-;-;-;14
"210725 Nova Colinas";-;-;1;-;-;1;-;-;-;-;-;-;2
"210750 Paço do Lumiar";1;5;-;-;2;-;-;-;1;-;-;-;9
"210770 Paraibano";-;6;1;2;5;-;-;-;-;-;-;-;14
"210780 Parnarama";2;1;3;1;-;-;1;-;-;-;-;-;8
"210800 Pastos Bons";1;-;-;1;-;1;-;-;-;-;-;-;3
"210810 Paulo Ramos";-;-;1;-;-;-;-;-;-;-;-;-;1
"210820 Pedreiras";-;4;13;7;-;1;-;-;-;1;-;2;28
"210845 Peritoró";-;-;1;-;-;-;-;-;1;-;-;-;2
"210850 Pindaré-Mirim";-;1;5;3;-;-;-;-;-;-;-;-;9
"210870 Pio XII";1;2;-;-;-;-;-;-;-;-;-;-;3
"210880 Pirapemas";-;-;-;1;5;-;-;-;-;-;-;-;6
"210900 Porto Franco";1;1;2;-;4;3;2;-;1;-;-;-;14
"210910 Presidente Dutra";-;1;1;3;6;3;-;-;-;-;-;-;14
"210930 Presidente Vargas";-;1;-;-;-;-;-;-;-;-;-;1;2
"210940 Primeira Cruz";-;-;-;-;2;-;-;-;-;-;-;-;2
"210945 Raposa";-;-;-;1;-;1;-;-;-;-;-;-;2
"210950 Riachão";-;-;-;-;-;2;-;-;-;-;-;-;2
"210960 Rosário";-;-;-;-;-;1;-;-;-;-;-;-;1
"210970 Sambaíba";-;-;-;-;3;-;-;-;-;-;-;-;3
"210975 Santa Filomena do Maranhão";-;3;9;7;10;6;-;-;-;-;-;-;35
"210980 Santa Helena";-;-;1;-;-;-;-;-;-;-;-;-;1
"210990 Santa Inês";-;2;3;5;1;-;-;-;-;-;-;-;11
"211000 Santa Luzia";5;7;8;4;1;2;-;-;-;-;-;-;27
"211003 Santa Luzia do Paruá";-;-;6;1;1;-;-;-;-;-;-;-;8
"211010 Santa Quitéria do Maranhão";1;-;3;3;4;3;2;1;1;-;-;-;18
"211020 Santa Rita";-;-;-;-;1;-;-;-;-;-;-;1;2
"211030 Santo Antônio dos Lopes";-;2;-;13;1;-;-;-;-;-;-;-;16
"211060 São Bernardo";1;-;4;-;-;2;-;-;-;1;-;-;8
"211070 São Domingos do Maranhão";2;-;1;1;-;1;-;1;1;-;-;-;7
"211085 São Francisco do Brejão";2;4;1;1;-;-;-;-;-;-;-;-;8
"211090 São Francisco do Maranhão";-;-;-;1;-;-;-;-;-;-;-;-;1
"211110 São João dos Patos";1;2;9;11;15;4;1;-;-;-;-;-;43
"211120 São José de Ribamar";1;-;-;-;-;1;1;-;-;-;1;-;4
"211130 São Luís";6;10;12;11;5;5;4;1;-;2;2;-;58
"211150 São Mateus do Maranhão";-;-;-;-;1;-;-;-;-;-;-;-;1
"211153 São Pedro da Água Branca";-;1;-;-;-;-;-;-;-;-;-;-;1
"211167 São Roberto";-;-;-;-;1;-;-;-;-;-;-;-;1
"211200 Tasso Fragoso";1;-;-;2;1;-;-;-;-;-;-;-;4
"211220 Timon";5;1;13;7;5;-;1;4;-;-;-;-;36
"211223 Trizidela do Vale";-;-;1;1;4;-;-;-;6;9;-;1;22
"211230 Tuntum";6;8;-;1;13;-;-;-;-;-;-;-;28
"211250 Tutóia";-;-;-;2;-;1;-;-;-;-;-;-;3
"211260 Urbano Santos";-;-;1;-;-;-;-;-;-;-;-;-;1
"211270 Vargem Grande";-;-;1;-;-;-;-;-;-;-;-;-;1
"211300 Vitorino Freire";-;-;-;2;-;2;-;-;-;-;-;1;5
"211400 Zé Doca";-;7;17;5;3;2;1;1;1;-;-;-;37
"220920 Santa Filomena";-;-;-;1;-;-;-;-;-;-;-;-;1
"221060 São Raimundo Nonato";-;-;-;-;1;-;-;-;-;-;-;-;1
"330455 Rio de Janeiro";1;-;-;-;-;-;-;-;-;-;-;-;1
"510787 Sapezal";-;-;-;-;-;-;-;-;1;-;-;-;1
"000000 Ignorado ou exterior";40;52;120;93;197;70;25;28;10;5;6;4;650
"Total";148;253;624;369;479;193;59;57;46;22;12;19;2281
 Fonte: Ministério da Saúde/SVS - Sistema de Informação de Agravos de Notificação - Sinan Net
 Notas:
 
 ncluídas notificações de indivíduos residentes no Brasil, independente de sua confirmação, exceto os descartados, pois em situações de epidemia nem sempre é possível confirmar todos os casos.
 Para tabular os óbitos por dengue até 2012, deve-se considerar apenas os casos graves (DCC, FHD, SCD, DSA, DG) em que a evolução seja "óbito pelo agravo notificado" com critério de confirmação laboratorial e clínico-epidemiológico. A partir de 2013,
 Períodos Disponíveis ou período - Correspondem aos anos de notificação dos casos.
 Para cálculo da incidência utilize locais de residência.
 Dados de 2007 atualizados em 30/08/2009.
 Dados de 2008 atualizados em 17/03/2011.
 Dados de 2009 atualizados em 23/06/2011.
 Dados de 2010 atualizados em 18/06/2011.
 Dados de 2011 atualizados em 11/01/2012.
 Dados de 2012 atualizados em 25/07/2013.
 Dados de 2013 atualizados em 10/07/2014.
 Data da publicação dos dados 04/02/2019.
 
