DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - Mato Grosso
Casos Prováveis por Município infecção e Mês 1º Sintoma(s)
Período:2015
"Município infecção";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"510325 Colniza";33;42;29;31;20;6;8;6;29;118;268;242;832
"510330 Comodoro";1;4;3;4;6;1;1;-;-;1;4;8;33
"510335 Confresa";-;-;1;9;10;4;-;1;-;1;-;-;26
"510337 Cotriguaçu";1;3;5;2;4;2;6;1;-;1;8;19;52
"510340 Cuiabá";74;122;328;386;410;213;176;230;236;264;413;497;3349
"510343 Curvelândia";-;-;1;-;-;-;-;-;-;-;-;1;2
"510345 Denise";-;-;-;-;-;-;-;-;-;1;-;-;1
"510350 Diamantino";-;-;-;1;1;1;1;-;-;-;1;1;6
"510360 Dom Aquino";-;-;-;-;1;1;-;-;-;-;-;2;4
"510370 Feliz Natal";3;5;-;8;3;6;4;3;8;2;3;2;47
"510380 Figueirópolis D'Oeste";-;-;-;1;-;-;-;-;-;-;1;-;2
"510385 Gaúcha do Norte";1;2;3;4;5;5;7;2;2;2;5;4;42
"510390 General Carneiro";-;-;-;-;-;-;-;-;-;-;1;-;1
"510395 Glória D'Oeste";-;-;-;-;-;-;-;-;-;1;-;-;1
"510410 Guarantã do Norte";6;16;46;13;22;21;9;4;3;7;11;74;232
"510420 Guiratinga";5;9;2;4;5;1;1;1;-;-;-;2;30
"510450 Indiavaí";-;1;-;-;-;-;-;-;-;3;-;-;4
"510452 Ipiranga do Norte";1;-;1;1;3;1;-;-;-;-;-;-;7
"510454 Itanhangá";4;7;7;22;15;9;3;-;-;1;3;2;73
"510455 Itaúba";-;3;2;13;16;2;5;3;-;1;6;47;98
"510460 Itiquira";1;1;-;-;-;1;-;2;-;-;2;2;9
"510480 Jaciara";-;7;5;24;36;25;17;17;1;-;12;17;161
"510490 Jangada";-;-;-;1;1;-;-;-;-;-;-;-;2
"510500 Jauru";-;-;1;1;3;2;-;1;-;1;-;2;11
"510510 Juara";128;114;15;3;-;-;-;2;-;-;7;27;296
"510515 Juína";12;7;32;9;7;1;2;2;1;1;2;17;93
"510517 Juruena";2;1;-;-;1;1;2;-;-;-;-;4;11
"510520 Juscimeira";-;-;-;1;2;5;1;-;1;1;1;4;16
"510523 Lambari D'Oeste";-;-;-;-;-;3;-;-;-;-;-;-;3
"510525 Lucas do Rio Verde";5;8;17;57;35;19;10;3;3;3;4;25;189
"510558 Marcelândia";-;1;2;12;5;13;1;2;1;-;5;48;90
"510560 Matupá";4;4;30;119;109;86;30;9;4;6;44;100;545
"510562 Mirassol d'Oeste";-;-;3;1;7;1;40;88;20;6;10;12;188
"510590 Nobres";-;-;4;1;6;2;1;2;-;-;1;4;21
"510600 Nortelândia";-;1;-;-;2;-;2;-;-;-;-;-;5
"510610 Nossa Senhora do Livramento";-;-;-;1;1;-;-;1;-;-;4;-;7
"510615 Nova Bandeirantes";-;-;2;1;1;-;-;-;-;-;-;1;5
"510620 Nova Brasilândia";-;-;-;-;-;-;-;1;2;-;1;1;5
"510621 Nova Canaã do Norte";3;3;1;1;3;3;4;6;1;-;2;2;29
"510880 Nova Guarita";-;2;-;-;1;-;-;-;-;1;1;20;25
"510618 Nova Lacerda";1;-;-;1;1;-;-;7;-;-;-;1;11
"510885 Nova Marilândia";-;1;-;-;-;-;-;-;-;-;-;-;1
"510890 Nova Maringá";2;1;1;1;-;-;-;-;-;-;1;3;9
"510895 Nova Monte Verde";2;1;-;-;1;1;-;-;-;-;-;-;5
"510622 Nova Mutum";4;5;20;29;74;76;37;8;4;1;3;24;285
"510623 Nova Olímpia";2;1;12;9;1;-;-;-;-;-;-;-;25
"510619 Nova Santa Helena";1;2;1;7;11;11;5;2;-;-;1;8;49
"510624 Nova Ubiratã";-;2;4;2;3;13;2;1;1;1;4;-;33
"510625 Nova Xavantina";3;4;3;13;3;5;1;-;-;-;1;5;38
"510627 Novo Horizonte do Norte";5;15;11;8;-;1;-;-;-;-;1;3;44
"510626 Novo Mundo";-;-;4;27;14;1;1;-;-;-;-;1;48
"510628 Novo São Joaquim";-;-;3;-;-;3;-;2;-;2;10;20;40
"510629 Paranaíta";11;17;9;15;7;1;-;-;-;-;-;3;63
"510630 Paranatinga";-;2;1;-;-;1;-;-;-;1;5;10;20
"510637 Pedra Preta";1;2;2;-;-;-;1;-;-;-;1;1;8
"510642 Peixoto de Azevedo";1;-;9;6;4;6;1;-;-;2;63;94;186
"510650 Poconé";-;-;-;2;1;1;1;-;-;-;-;1;6
"510665 Pontal do Araguaia";-;-;1;2;-;-;-;-;-;-;1;-;4
"510670 Ponte Branca";3;1;2;1;2;-;-;-;-;-;-;-;9
"510675 Pontes e Lacerda";5;7;8;5;17;3;2;2;1;1;4;23;78
"510680 Porto dos Gaúchos";1;3;1;2;1;3;1;-;-;-;-;3;15
"510700 Poxoréo";3;-;4;-;8;11;1;2;-;-;-;1;30
"510704 Primavera do Leste";13;13;29;93;127;57;7;11;3;16;39;136;544
"510706 Querência";-;-;6;27;70;12;3;2;-;-;-;-;120
"510715 Reserva do Cabaçal";-;-;-;-;-;2;-;-;-;-;2;16;20
"510718 Ribeirão Cascalheira";1;-;3;2;4;2;-;1;2;1;-;20;36
"510719 Ribeirãozinho";2;3;26;23;9;1;-;-;-;-;-;2;66
"510720 Rio Branco";-;-;-;1;8;27;1;2;6;15;13;12;85
"510757 Rondolândia";-;-;-;-;-;-;-;-;-;-;-;1;1
"510760 Rondonópolis";22;12;37;17;13;22;14;1;-;2;7;11;158
"510770 Rosário Oeste";2;1;2;1;-;1;3;-;-;1;3;12;26
"510775 Salto do Céu";-;-;-;-;-;-;-;1;-;-;-;-;1
"510724 Santa Carmem";10;40;36;12;16;4;-;-;-;-;-;1;119
"510776 Santa Rita do Trivelato";-;6;8;40;24;13;4;-;-;-;-;1;96
"510779 Santo Antônio do Leste";-;-;-;21;6;14;4;2;-;1;3;1;52
"510780 Santo Antônio do Leverger";-;2;-;1;-;-;-;-;2;1;-;-;6
"510730 São José do Rio Claro";-;-;-;-;-;-;-;-;-;1;-;-;1
"510735 São José do Xingu";-;-;2;2;-;-;1;1;-;-;-;-;6
"510710 São José dos Quatro Marcos";1;1;3;7;-;-;-;-;-;-;-;-;12
"510740 São Pedro da Cipa";-;-;-;-;1;1;-;-;-;-;-;-;2
"510787 Sapezal";-;3;3;43;35;17;7;4;1;-;-;1;114
"510788 Serra Nova Dourada";-;-;2;4;11;1;-;-;-;-;-;-;18
"510790 Sinop";171;218;325;334;331;244;110;62;89;122;241;285;2532
"510792 Sorriso";8;11;27;75;103;92;34;17;9;11;19;42;448
"510794 Tabaporã";11;8;38;41;11;1;-;-;-;1;5;6;122
"510795 Tangará da Serra";2;6;12;13;50;45;36;12;6;10;38;88;318
"510800 Tapurah";-;-;7;4;-;-;1;1;-;-;1;10;24
"510805 Terra Nova do Norte";1;1;1;-;2;1;1;4;-;-;3;8;22
"510810 Tesouro";-;-;2;11;14;11;1;-;1;3;-;2;45
"510820 Torixoréu";18;7;6;3;2;-;1;-;1;-;1;2;41
"510830 União do Sul";-;-;1;1;-;1;-;-;-;-;-;6;9
"510835 Vale de São Domingos";-;2;-;1;2;2;-;-;-;-;-;-;7
"510840 Várzea Grande";18;29;82;269;352;168;114;239;206;83;73;89;1722
"510850 Vera";-;-;1;-;-;2;8;19;8;14;108;110;270
"510550 Vila Bela da Santíssima Trindade";-;-;-;-;-;-;-;1;1;-;-;1;3
"510860 Vila Rica";1;-;-;1;-;-;-;-;-;-;-;-;2
"520870 Goiânia";-;-;-;4;3;-;-;-;-;-;-;-;7
"521225 Lagoa Santa";1;-;-;-;-;-;-;-;-;-;-;-;1
"521310 Mineiros";1;-;-;1;-;-;-;-;-;-;-;-;2
"000000 Ignorado ou exterior";135;203;486;503;691;266;169;135;82;129;221;616;3636
"Total";803;1076;2035;3029;3543;2002;1066;1009;777;942;1987;3455;21724
 Fonte: Ministério da Saúde/SVS - Sistema de Informação de Agravos de Notificação - Sinan Net
 Notas:
 
 Incluídas notificações de casos descartados.
 As bases de dados de dengue aqui disponíveis compõem um banco único a partir de 2014, podendo haver pequenas divergências com os dados disponibilizados pelo CGARB (Coordenação Geral de Vigilância de Arboviroses-CGARB) em sua série histórica, que par
 Para tabular os casos graves (classificação final igual a dengue com complicações, febre hemorrágica da dengue, síndrome do choque da dengue, dengue com sinais de alarme e dengue grave) é necessário considerar também o critério de confirmação (labor
 Para o Período de 2020 o estado do Espírito Santo passou a utilizar sistema o e-SUS Vigilância em Saúde. Portanto, para os casos de Arbovirose urbanas do Espírito Santo foram considerados apenas os dados disponibilizados pelo Sinan online (dengue e
 Períodos Disponíveis ou período - Correspondem aos anos de notificação dos casos.
 Para cálculo da incidência utilize locais de residência.
 Dados de 2014 atualizados em 13/07/2015.
 Dados de 2015 atualizados em 27/09/2016.
 Dados de 2016 atualizados em 06/07/2017.
 Dados de 2017 atualizados em 18/07/2018.
 Dados de 2018 atualizados em 01/10/2019.
 Dados de 2019 atualizados em 10/07/2020.
 Dados de 2020 atualizados em 11/01/2021, sujeitos a revisão.
 *Data da publicação dos dados 03/2021.
 
