DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - Mato Grosso
Casos Prováveis por Município infecção e Mês 1º Sintoma(s)
Período:2010
"Município infecção";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"510860 Vila Rica";1;-;1;1;1;1;1;1;-;-;-;-;7
"520170 Aragarças";-;-;-;1;-;-;-;-;-;-;-;-;1
"520725 Doverlândia";2;-;-;-;-;-;-;-;-;-;-;-;2
"520870 Goiânia";5;2;-;3;-;1;-;-;-;-;-;-;11
"521310 Mineiros";-;-;-;1;-;-;-;-;-;-;-;1;2
"521370 Montes Claros de Goiás";-;1;-;-;-;-;-;-;-;-;-;-;1
"530010 Brasília";1;-;-;-;-;-;-;-;-;-;-;-;1
"000000 Ignorado ou exterior";537;226;174;108;55;40;33;20;73;49;151;278;1744
"Total";14715;8599;5143;2261;968;511;349;252;295;299;754;2520;36666
 Fonte: Ministério da Saúde/SVS - Sistema de Informação de Agravos de Notificação - Sinan Net
 Notas:
 
 ncluídas notificações de indivíduos residentes no Brasil, independente de sua confirmação, exceto os descartados, pois em situações de epidemia nem sempre é possível confirmar todos os casos.
 Para tabular os óbitos por dengue até 2012, deve-se considerar apenas os casos graves (DCC, FHD, SCD, DSA, DG) em que a evolução seja "óbito pelo agravo notificado" com critério de confirmação laboratorial e clínico-epidemiológico. A partir de 2013,
 Períodos Disponíveis ou período - Correspondem aos anos de notificação dos casos.
 Para cálculo da incidência utilize locais de residência.
 Dados de 2007 atualizados em 30/08/2009.
 Dados de 2008 atualizados em 17/03/2011.
 Dados de 2009 atualizados em 23/06/2011.
 Dados de 2010 atualizados em 18/06/2011.
 Dados de 2011 atualizados em 11/01/2012.
 Dados de 2012 atualizados em 25/07/2013.
 Dados de 2013 atualizados em 10/07/2014.
 Data da publicação dos dados 04/02/2019.
 
