DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - Mato Grosso
Casos Prováveis por Município infecção e Mês 1º Sintoma(s)
Período:2011
"Município infecção";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"510623 Nova Olímpia";1;-;-;-;-;-;-;-;-;-;-;-;1
"510624 Nova Ubiratã";1;3;1;-;3;2;1;-;1;-;-;1;13
"510625 Nova Xavantina";-;-;-;1;-;-;-;-;-;1;-;1;3
"510627 Novo Horizonte do Norte";4;-;1;1;-;-;-;1;-;-;-;-;7
"510626 Novo Mundo";2;-;-;-;-;-;-;-;-;-;-;1;3
"510629 Paranaíta";-;2;1;-;-;-;-;-;-;-;-;-;3
"510630 Paranatinga";5;1;1;-;-;-;-;-;1;-;-;-;8
"510637 Pedra Preta";16;4;-;-;-;-;-;-;-;-;1;-;21
"510642 Peixoto de Azevedo";4;2;5;1;-;1;-;-;-;1;2;-;16
"510645 Planalto da Serra";2;6;-;-;-;-;-;-;-;-;-;1;9
"510650 Poconé";4;-;1;-;-;-;-;-;-;-;-;-;5
"510665 Pontal do Araguaia";5;2;3;-;-;1;-;-;1;-;-;1;13
"510675 Pontes e Lacerda";44;20;14;20;15;10;3;1;1;7;-;9;144
"510680 Porto dos Gaúchos";-;1;-;-;-;-;-;-;-;-;1;-;2
"510682 Porto Esperidião";2;-;1;2;-;-;-;-;-;1;-;-;6
"510700 Poxoréo";2;1;-;-;1;-;-;1;7;-;3;-;15
"510704 Primavera do Leste";3;4;-;1;-;-;-;-;-;-;-;-;8
"510715 Reserva do Cabaçal";-;1;-;-;-;-;-;-;-;-;-;-;1
"510718 Ribeirão Cascalheira";1;-;-;2;2;3;2;8;8;4;9;7;46
"510719 Ribeirãozinho";1;-;-;-;-;-;-;-;-;-;-;-;1
"510720 Rio Branco";8;7;2;1;-;1;-;-;-;-;-;-;19
"510760 Rondonópolis";11;7;4;1;-;-;-;-;-;-;-;2;25
"510770 Rosário Oeste";2;-;-;-;-;-;-;-;-;-;-;-;2
"510724 Santa Carmem";1;-;-;1;-;-;-;-;-;-;-;-;2
"510776 Santa Rita do Trivelato";1;-;1;-;1;1;-;-;-;-;-;-;4
"510780 Santo Antônio do Leverger";8;-;-;-;-;-;-;-;-;-;-;1;9
"510785 São Félix do Araguaia";-;-;-;-;-;-;-;-;-;-;1;-;1
"510730 São José do Rio Claro";3;1;-;-;-;1;-;-;-;-;-;-;5
"510735 São José do Xingu";1;4;4;-;1;-;-;-;-;-;-;-;10
"510710 São José dos Quatro Marcos";14;6;9;3;2;3;-;-;-;-;-;-;37
"510740 São Pedro da Cipa";4;4;-;1;-;-;-;-;-;-;-;2;11
"510787 Sapezal";-;3;9;6;2;-;1;-;-;1;-;-;22
"510790 Sinop";153;116;104;7;38;76;87;54;15;57;19;15;741
"510792 Sorriso";3;4;5;1;3;3;16;9;17;19;23;3;106
"510794 Tabaporã";2;2;-;1;-;-;-;-;-;1;5;16;27
"510795 Tangará da Serra";2;1;-;-;-;-;-;1;-;-;-;-;4
"510800 Tapurah";1;-;1;-;-;-;-;-;-;-;-;-;2
"510805 Terra Nova do Norte";6;8;-;-;-;-;-;-;-;-;-;1;15
"510820 Torixoréu";19;31;22;31;24;6;-;3;3;1;-;-;140
"510835 Vale de São Domingos";2;-;-;-;-;-;-;-;-;-;-;-;2
"510840 Várzea Grande";39;13;28;39;5;4;5;5;4;4;-;5;151
"510850 Vera";2;1;-;-;-;-;-;-;-;-;-;-;3
"510550 Vila Bela da Santíssima Trindade";8;-;-;-;-;-;-;-;-;-;-;-;8
"510860 Vila Rica";1;2;-;1;-;-;-;-;-;-;-;-;4
"520140 Aparecida de Goiânia";1;-;-;-;-;-;-;-;-;-;-;-;1
"520870 Goiânia";1;-;1;-;-;-;-;-;-;-;1;-;3
"000000 Ignorado ou exterior";233;175;250;83;66;44;15;23;13;51;17;12;982
"Total";1236;790;730;418;278;230;197;175;139;280;322;208;5003
 Fonte: Ministério da Saúde/SVS - Sistema de Informação de Agravos de Notificação - Sinan Net
 Notas:
 
 ncluídas notificações de indivíduos residentes no Brasil, independente de sua confirmação, exceto os descartados, pois em situações de epidemia nem sempre é possível confirmar todos os casos.
 Para tabular os óbitos por dengue até 2012, deve-se considerar apenas os casos graves (DCC, FHD, SCD, DSA, DG) em que a evolução seja "óbito pelo agravo notificado" com critério de confirmação laboratorial e clínico-epidemiológico. A partir de 2013,
 Períodos Disponíveis ou período - Correspondem aos anos de notificação dos casos.
 Para cálculo da incidência utilize locais de residência.
 Dados de 2007 atualizados em 30/08/2009.
 Dados de 2008 atualizados em 17/03/2011.
 Dados de 2009 atualizados em 23/06/2011.
 Dados de 2010 atualizados em 18/06/2011.
 Dados de 2011 atualizados em 11/01/2012.
 Dados de 2012 atualizados em 25/07/2013.
 Dados de 2013 atualizados em 10/07/2014.
 Data da publicação dos dados 04/02/2019.
 
