DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - Brasil
Casos Prováveis por Município infecção e Sorotipo                     
Período:2019
"Município infecção";"Ign/Branco";"DEN 1";"DEN 2";"DEN 3";"DEN 4";"Total"
"220830 Piracuruca";8;-;-;-;-;8
"220840 Piripiri";5;-;-;-;-;5
"220855 Porto Alegre do Piauí";1;-;-;-;-;1
"220870 Redenção do Gurguéia";2;-;-;-;-;2
"220890 Ribeiro Gonçalves";4;-;-;-;-;4
"220900 Rio Grande do Piauí";37;-;-;-;-;37
"220930 Santa Luz";3;-;-;-;-;3
"220940 Santo Antônio de Lisboa";1;-;-;-;-;1
"220975 São Gonçalo do Gurguéia";1;-;-;-;-;1
"220987 São João da Fronteira";1;-;-;-;-;1
"220990 São João da Serra";4;-;-;-;-;4
"220995 São João da Varjota";11;-;-;-;-;11
"220997 São João do Arraial";3;-;-;-;-;3
"221000 São João do Piauí";28;-;-;-;-;28
"221030 São Julião";1;-;-;-;-;1
"221040 São Miguel do Tapuio";35;-;-;-;-;35
"221060 São Raimundo Nonato";10;-;-;-;-;10
"221063 Sebastião Leal";34;1;-;-;-;35
"221065 Sigefredo Pacheco";1;-;-;-;-;1
"221070 Simões";15;-;-;-;-;15
"221080 Simplício Mendes";27;-;-;-;-;27
"221090 Socorro do Piauí";-;1;-;-;-;1
"221093 Sussuapara";30;-;-;-;-;30
"221095 Tamboril do Piauí";5;-;-;-;-;5
"221100 Teresina";3791;68;30;-;-;3889
"221110 União";2;-;-;-;-;2
"221120 Uruçuí";128;1;-;-;-;129
"221130 Valença do Piauí";5;-;-;-;-;5
"221135 Várzea Branca";1;-;-;-;-;1
"221140 Várzea Grande";1;-;-;-;-;1
"230010 Abaiara";3;-;-;-;-;3
"230020 Acaraú";2;-;-;-;-;2
"230030 Acopiara";471;-;-;-;-;471
"230050 Alcântaras";16;-;-;-;-;16
"230060 Altaneira";9;1;-;-;-;10
"230070 Alto Santo";1;-;-;-;-;1
"230100 Aquiraz";1;-;-;-;-;1
"230110 Aracati";350;2;-;-;-;352
"230120 Aracoiaba";-;1;-;-;-;1
"230125 Ararendá";1;-;-;-;-;1
"230130 Araripe";1;-;-;-;-;1
"230140 Aratuba";59;-;-;-;-;59
"230150 Arneiroz";2;-;-;-;-;2
"230160 Assaré";12;-;-;-;-;12
"230180 Baixio";21;-;-;-;-;21
"230185 Banabuiú";5;-;-;-;-;5
"230190 Barbalha";15;-;-;-;-;15
"230195 Barreira";1;-;-;-;-;1
"230200 Barro";1;-;-;-;-;1
"230210 Baturité";2;-;-;-;-;2
"230220 Beberibe";81;-;-;-;-;81
"230240 Boa Viagem";31;-;-;-;-;31
"230250 Brejo Santo";344;-;-;-;-;344
"230270 Campos Sales";4;-;-;-;-;4
"230280 Canindé";130;1;1;-;-;132
"230290 Capistrano";2;-;-;-;-;2
"230300 Caridade";1;-;-;-;-;1
"230320 Caririaçu";14;-;-;-;-;14
"230330 Cariús";1;-;-;-;-;1
"230350 Cascavel";57;-;-;-;-;57
"230360 Catarina";48;-;-;-;-;48
"230370 Caucaia";211;-;-;-;-;211
"230395 Chorozinho";2;-;-;-;-;2
"230400 Coreaú";1;-;-;-;-;1
"230410 Crateús";31;-;-;-;-;31
"230420 Crato";101;-;-;-;-;101
"230425 Cruz";1;-;-;-;-;1
"230427 Ererê";139;8;-;-;-;147
"230428 Eusébio";3;-;-;-;-;3
"230430 Farias Brito";3;-;-;-;-;3
"230440 Fortaleza";1337;18;13;-;-;1368
"230445 Fortim";19;-;-;-;-;19
"230470 Granja";2;-;-;-;-;2
"230495 Guaiúba";1;-;-;-;-;1
"230510 Guaramiranga";20;-;-;-;-;20
"230523 Horizonte";1;-;-;-;-;1
"230533 Ibicuitinga";14;-;-;-;-;14
"230535 Icapuí";10;-;-;-;-;10
"230540 Icó";45;-;-;-;-;45
"230550 Iguatu";1243;2;7;-;-;1252
"230560 Independência";1;-;-;-;-;1
"230570 Ipaumirim";8;-;-;-;-;8
"230580 Ipu";1;-;-;-;-;1
"230610 Irauçuba";15;-;-;-;-;15
"230620 Itaiçaba";16;-;-;-;-;16
"230625 Itaitinga";7;-;-;-;-;7
"230630 Itapagé";1;-;-;-;-;1
"230640 Itapipoca";7;-;-;-;-;7
"230650 Itapiúna";1;-;-;-;-;1
"230655 Itarema";11;-;-;-;-;11
"230670 Jaguaretama";227;-;-;-;-;227
"230680 Jaguaribara";34;-;-;-;-;34
"230690 Jaguaribe";2;-;-;-;-;2
"230700 Jaguaruana";237;4;-;-;-;241
"230710 Jardim";66;1;-;-;-;67
"230720 Jati";105;-;4;-;-;109
"230725 Jijoca de Jericoacoara";4;-;-;-;-;4
"230730 Juazeiro do Norte";30;-;-;-;-;30
"230740 Jucás";5;-;-;-;-;5
"230750 Lavras da Mangabeira";1;-;-;-;-;1
"230760 Limoeiro do Norte";177;-;-;-;-;177
"230763 Madalena";44;-;-;-;-;44
"230765 Maracanaú";13;1;-;-;-;14
"230770 Maranguape";103;8;-;-;-;111
"230780 Marco";1;-;-;-;-;1
"230800 Massapê";2;-;-;-;-;2
"230810 Mauriti";224;-;-;-;-;224
"230820 Meruoca";1;-;-;-;-;1
"230830 Milagres";197;-;-;-;-;197
"230835 Milhã";25;-;-;-;-;25
"230840 Missão Velha";17;-;-;-;-;17
"230850 Mombaça";131;-;-;-;-;131
"230870 Morada Nova";7;1;-;-;-;8
"230910 Mulungu";13;-;-;-;-;13
"230920 Nova Olinda";2;-;-;-;-;2
"230930 Nova Russas";32;-;-;-;-;32
"230945 Ocara";3;-;-;-;-;3
"230950 Orós";1;-;-;-;-;1
"230970 Pacatuba";12;-;-;-;-;12
"231000 Palhano";20;-;-;-;-;20
"231025 Paraipaba";1;-;-;-;-;1
"231030 Parambu";1;-;-;-;-;1
"231050 Pedra Branca";2;-;-;-;-;2
"231060 Penaforte";77;-;-;-;-;77
"231080 Pereiro";397;6;-;-;-;403
"231090 Piquet Carneiro";1;-;-;-;-;1
"231100 Poranga";3;-;-;-;-;3
"231110 Porteiras";76;-;-;-;-;76
"231126 Quiterianópolis";1;-;-;-;-;1
"231130 Quixadá";1;-;-;-;-;1
"231135 Quixelô";85;-;-;-;-;85
"231140 Quixeramobim";115;-;-;-;-;115
"231150 Quixeré";595;-;-;-;-;595
"231160 Redenção";2;-;-;-;-;2
"231170 Reriutaba";1;-;-;-;-;1
"231180 Russas";1611;-;-;-;-;1611
"231190 Saboeiro";21;1;-;-;-;22
"231195 Salitre";8;-;-;-;-;8
"231200 Santana do Acaraú";1;-;-;-;-;1
"231210 Santana do Cariri";31;-;-;-;-;31
"231240 São Gonçalo do Amarante";1;-;-;-;-;1
"231250 São João do Jaguaribe";1;-;-;-;-;1
"231270 Senador Pompeu";22;-;-;-;-;22
"231290 Sobral";30;-;-;-;-;30
"231300 Solonópole";1;-;-;-;-;1
"231310 Tabuleiro do Norte";58;1;-;-;-;59
"231320 Tamboril";5;-;-;-;-;5
"231325 Tarrafas";1;-;-;-;-;1
"231330 Tauá";17;-;-;-;-;17
"231335 Tejuçuoca";2;-;-;-;-;2
"231340 Tianguá";5;-;-;-;-;5
"231360 Ubajara";2;-;-;-;-;2
"231380 Uruburetama";3;-;-;-;-;3
"231395 Varjota";1;-;-;-;-;1
"231400 Várzea Alegre";72;-;-;-;-;72
"240010 Acari";44;-;-;-;-;44
"240020 Açu";308;-;-;-;-;308
"240030 Afonso Bezerra";7;-;-;-;-;7
"240050 Alexandria";15;-;-;-;-;15
"240070 Alto do Rodrigues";1;-;-;-;-;1
"240080 Angicos";1;-;-;-;-;1
"240110 Areia Branca";6;-;-;-;-;6
"240120 Arês";29;-;-;-;-;29
"240150 Barcelona";8;-;-;-;-;8
"240160 Bento Fernandes";9;-;-;-;-;9
"240165 Bodó";17;-;-;-;-;17
"240170 Bom Jesus";7;-;-;-;-;7
"240180 Brejinho";20;-;-;-;-;20
"240185 Caiçara do Norte";19;-;-;-;-;19
"240200 Caicó";324;-;-;-;-;324
"240210 Campo Redondo";2;-;-;-;-;2
"240220 Canguaretama";8;-;-;-;-;8
"240240 Carnaúba dos Dantas";8;-;-;-;-;8
"240250 Carnaubais";6;-;-;-;-;6
"240260 Ceará-Mirim";11;2;-;-;-;13
"240270 Cerro Corá";37;-;-;-;-;37
"240280 Coronel Ezequiel";2;-;-;-;-;2
"240320 Doutor Severiano";34;-;-;-;-;34
"240340 Equador";1;-;-;-;-;1
"240350 Espírito Santo";10;-;-;-;-;10
"240360 Extremoz";73;2;-;2;-;77
"240375 Fernando Pedroza";1;-;-;-;-;1
"240390 Francisco Dantas";9;-;-;-;-;9
"240420 Goianinha";68;-;-;-;-;68
"240430 Governador Dix-Sept Rosado";3;-;-;-;-;3
"240440 Grossos";1;-;-;-;-;1
"240450 Guamaré";625;-;-;-;-;625
"240485 Itajá";1;-;-;-;-;1
"240490 Itaú";14;-;-;-;-;14
"240500 Jaçanã";6;-;-;-;-;6
"240510 Jandaíra";11;-;-;-;-;11
"240520 Janduís";1;-;-;-;-;1
"240530 Januário Cicco";59;-;-;-;-;59
"240540 Japi";40;-;-;-;-;40
"240560 Jardim de Piranhas";1;-;-;-;-;1
"240570 Jardim do Seridó";23;-;-;-;-;23
"240580 João Câmara";89;-;-;-;-;89
"240600 José da Penha";1;1;-;-;-;2
"240610 Jucurutu";3;-;-;-;-;3
"240620 Lagoa d'Anta";26;-;-;-;-;26
"240630 Lagoa de Pedras";49;-;-;-;-;49
"240640 Lagoa de Velhos";115;-;-;-;-;115
"240650 Lagoa Nova";38;1;-;-;-;39
"240660 Lagoa Salgada";2;-;-;-;-;2
"240680 Lajes Pintadas";20;-;-;-;-;20
"240690 Lucrécia";8;-;-;-;-;8
"240700 Luís Gomes";2;-;-;-;-;2
"240710 Macaíba";6;-;-;-;-;6
"240720 Macau";2;-;-;-;-;2
"240750 Maxaranguape";1;-;-;-;-;1
"240760 Messias Targino";2;-;-;-;-;2
"240780 Monte Alegre";2;-;-;-;-;2
"240790 Monte das Gameleiras";80;-;-;-;-;80
"240800 Mossoró";46;-;-;-;-;46
"240810 Natal";1404;2;-;-;-;1406
"240820 Nísia Floresta";111;-;-;-;-;111
"240830 Nova Cruz";14;-;-;-;-;14
"240850 Ouro Branco";7;-;-;-;-;7
"240860 Paraná";1;-;-;-;-;1
"240870 Paraú";1;-;-;-;-;1
"240880 Parazinho";2;-;-;-;-;2
"240890 Parelhas";1;-;-;-;-;1
"240325 Parnamirim";71;-;-;-;-;71
"240910 Passa e Fica";41;2;-;-;-;43
"240920 Passagem";6;-;-;-;-;6
"240940 Pau dos Ferros";14;1;-;-;-;15
"240970 Pedro Avelino";4;-;-;-;-;4
"240980 Pedro Velho";7;1;-;-;-;8
"240990 Pendências";1;-;-;-;-;1
"241020 Portalegre";2;-;-;-;-;2
"241025 Porto do Mangue";1;-;-;-;-;1
"241040 Pureza";2;-;-;-;-;2
"241050 Rafael Fernandes";19;-;-;-;-;19
"241070 Riacho da Cruz";1;-;-;-;-;1
"241090 Riachuelo";3;-;-;-;-;3
"240895 Rio do Fogo";1;-;-;-;-;1
"241110 Ruy Barbosa";14;-;-;-;-;14
"241120 Santa Cruz";10;-;-;-;-;10
"240933 Santa Maria";2;-;-;-;-;2
"241140 Santana do Matos";1;-;-;-;-;1
"241150 Santo Antônio";17;-;-;-;-;17
"241160 São Bento do Norte";10;-;-;-;-;10
"241170 São Bento do Trairí";12;-;-;-;-;12
"241180 São Fernando";1;-;-;-;-;1
"241190 São Francisco do Oeste";11;-;-;-;-;11
"241200 São Gonçalo do Amarante";98;1;-;-;-;99
"241220 São José de Mipibu";246;2;-;-;-;248
"241230 São José do Campestre";3;-;-;-;-;3
"241250 São Miguel";1;-;-;-;-;1
"241255 São Miguel do Gostoso";6;-;-;-;-;6
"241290 São Tomé";1;-;-;-;-;1
"241300 São Vicente";30;-;-;-;-;30
"241310 Senador Elói de Souza";2;-;-;-;-;2
"241320 Senador Georgino Avelino";7;-;-;-;-;7
"241030 Serra Caiada";1;-;-;-;-;1
"241330 Serra de São Bento";8;-;-;-;-;8
"241335 Serra do Mel";6;-;-;-;-;6
"241340 Serra Negra do Norte";1;-;-;-;-;1
"241350 Serrinha";10;-;-;-;-;10
"241355 Serrinha dos Pintos";1;-;-;-;-;1
"241390 Taipu";2;-;-;-;-;2
"241400 Tangará";2;-;-;-;-;2
"241415 Tenente Laurentino Cruz";12;-;-;-;-;12
"241105 Tibau";1;-;-;-;-;1
"241420 Tibau do Sul";57;9;-;-;-;66
"241440 Touros";14;-;-;-;-;14
"241450 Umarizal";2;-;-;-;-;2
"241460 Upanema";1;-;-;-;-;1
"241480 Vera Cruz";1;-;-;-;-;1
"241490 Viçosa";1;-;-;-;-;1
"241500 Vila Flor";7;-;-;-;-;7
"250010 Água Branca";18;-;-;-;-;18
"250030 Alagoa Grande";62;-;-;-;-;62
"250040 Alagoa Nova";5;-;-;-;-;5
"250050 Alagoinha";2;-;-;-;-;2
"250057 Algodão de Jandaíra";3;-;-;-;-;3
"250060 Alhandra";22;-;-;-;-;22
"250073 Amparo";1;-;-;-;-;1
"250077 Aparecida";15;-;-;-;-;15
"250080 Araçagi";2;-;-;-;-;2
"250100 Araruna";68;-;-;-;-;68
"250110 Areia";84;-;-;-;-;84
"250115 Areia de Baraúnas";2;-;-;-;-;2
"250120 Areial";1;-;-;-;-;1
"250130 Aroeiras";8;-;-;-;-;8
"250135 Assunção";6;-;-;-;-;6
"250150 Bananeiras";33;-;-;-;-;33
"250153 Baraúna";1;-;-;-;-;1
"250160 Barra de Santa Rosa";1;-;-;-;-;1
"250157 Barra de Santana";7;-;-;-;-;7
"250180 Bayeux";115;-;-;-;-;115
"250205 Bernardino Batista";34;-;-;-;-;34
"250215 Boa Vista";2;-;-;-;-;2
"250240 Bonito de Santa Fé";4;-;-;-;-;4
"250250 Boqueirão";2;-;-;-;-;2
"250270 Borborema";-;1;-;-;-;1
"250290 Brejo dos Santos";1;-;-;-;-;1
"250300 Caaporã";2;-;-;-;-;2
"250310 Cabaceiras";8;-;-;-;-;8
"250320 Cabedelo";15;-;-;-;-;15
"250330 Cachoeira dos Índios";2;-;-;-;-;2
"250340 Cacimba de Areia";2;-;-;-;-;2
"250350 Cacimba de Dentro";9;-;-;-;-;9
"250370 Cajazeiras";12;-;-;-;-;12
"250375 Cajazeirinhas";1;-;-;-;-;1
"250380 Caldas Brandão";3;-;-;-;-;3
"250390 Camalaú";56;-;-;-;-;56
"250400 Campina Grande";47;1;-;-;-;48
"250403 Capim";5;-;-;-;-;5
"250407 Caraúbas";3;-;-;-;-;3
"250415 Casserengue";11;-;-;-;-;11
"250420 Catingueira";1;-;-;-;-;1
"250430 Catolé do Rocha";15;-;-;-;-;15
"250435 Caturité";1;-;-;-;-;1
"250450 Condado";1;-;-;-;-;1
"250460 Conde";149;-;-;-;-;149
"250470 Congo";4;-;-;-;-;4
"250480 Coremas";1;-;-;-;-;1
"250490 Cruz do Espírito Santo";2;-;-;-;-;2
"250510 Cuité";53;-;-;-;-;53
"250520 Cuitegi";1;-;-;-;-;1
"250527 Curral de Cima";4;-;-;-;-;4
"250535 Damião";1;-;-;-;-;1
"250540 Desterro";1;-;-;-;-;1
"250580 Duas Estradas";1;-;-;-;-;1
"250600 Esperança";341;1;-;-;-;342
"250620 Frei Martinho";11;-;-;-;-;11
"250630 Guarabira";187;-;-;-;-;187
"250640 Gurinhém";9;-;-;-;-;9
"250670 Imaculada";2;-;-;-;-;2
"250690 Itabaiana";2;-;-;-;-;2
"250700 Itaporanga";3;-;-;-;-;3
"250730 Jacaraú";2;-;-;-;-;2
"250740 Jericó";1;-;-;-;-;1
"250750 João Pessoa";5285;19;-;-;-;5304
"251365 Joca Claudino";33;-;-;-;-;33
"250780 Junco do Seridó";22;-;-;-;-;22
"250790 Juripiranga";2;-;-;-;-;2
"250800 Juru";3;-;-;-;-;3
"250810 Lagoa";1;-;-;-;-;1
"250820 Lagoa de Dentro";14;-;-;-;-;14
"250830 Lagoa Seca";24;-;-;-;-;24
"250840 Lastro";1;-;-;-;-;1
"250850 Livramento";5;-;-;-;-;5
"250855 Logradouro";1;-;-;-;-;1
"250860 Lucena";1;-;-;-;-;1
"250870 Mãe d'Água";3;-;-;-;-;3
"250880 Malta";1;-;-;-;-;1
"250890 Mamanguape";40;2;-;-;-;42
"250900 Manaíra";1;-;-;-;-;1
"250905 Marcação";9;-;-;-;-;9
"250915 Marizópolis";13;-;-;-;-;13
"250939 Maturéia";6;-;-;-;-;6
"250940 Mogeiro";2;-;-;-;-;2
"250960 Monte Horebe";20;-;-;-;-;20
"250970 Monteiro";102;10;-;-;-;112
"251000 Nazarezinho";6;-;-;-;-;6
"251010 Nova Floresta";7;-;-;-;-;7
"251020 Nova Olinda";12;-;-;-;-;12
"251040 Olho d'Água";9;-;-;-;-;9
"251050 Olivedos";1;-;-;-;-;1
"251060 Ouro Velho";4;-;-;-;-;4
"251065 Parari";1;-;-;-;-;1
"251070 Passagem";1;-;-;-;-;1
"251080 Patos";30;-;-;-;-;30
"251090 Paulista";1;-;-;-;-;1
"251110 Pedra Lavrada";52;-;-;-;-;52
"251130 Piancó";86;-;-;-;-;86
"251140 Picuí";18;-;-;-;-;18
"251150 Pilar";5;-;-;-;-;5
"251170 Pilõezinhos";4;-;-;-;-;4
"251200 Pocinhos";3;-;-;-;-;3
"251207 Poço de José de Moura";1;-;-;-;-;1
"251210 Pombal";3;-;-;-;-;3
"251220 Prata";22;-;-;-;-;22
"251230 Princesa Isabel";49;-;-;-;-;49
"251240 Puxinanã";4;-;-;-;-;4
"251250 Queimadas";1;-;-;-;-;1
"251270 Remígio";1;-;-;-;-;1
"251276 Riachão do Poço";12;-;-;-;-;12
"251278 Riacho de Santo Antônio";1;-;-;-;-;1
"251290 Rio Tinto";28;-;-;-;-;28
"251320 Santa Cruz";2;-;-;-;-;2
"251335 Santa Inês";1;-;-;-;-;1
"251340 Santa Luzia";7;-;-;-;-;7
"251370 Santa Rita";437;1;-;-;-;438
"251380 Santa Teresinha";2;-;-;-;-;2
"251360 Santana dos Garrotes";4;-;-;-;-;4
"251392 São Bentinho";2;-;-;-;-;2
"251390 São Bento";5;-;-;-;-;5
"251398 São Francisco";4;-;-;-;-;4
"251400 São João do Cariri";1;-;-;-;-;1
"250070 São João do Rio do Peixe";9;1;-;-;-;10
"251410 São João do Tigre";5;-;-;-;-;5
"251440 São José de Espinharas";2;-;-;-;-;2
"251450 São José de Piranhas";28;-;-;-;-;28
"251455 São José de Princesa";5;-;-;-;-;5
"251470 São José do Sabugi";1;-;-;-;-;1
"251480 São José dos Cordeiros";3;-;-;-;-;3
"251490 São Mamede";1;-;-;-;-;1
"251500 São Miguel de Taipu";1;-;-;-;-;1
"251510 São Sebastião de Lagoa de Roça";17;-;-;-;-;17
"251520 São Sebastião do Umbuzeiro";18;-;-;-;-;18
"251530 Sapé";2;-;-;-;-;2
"251550 Serra Branca";1;-;-;-;-;1
"251593 Sertãozinho";29;-;-;-;-;29
"251600 Solânea";84;-;-;-;-;84
"251610 Soledade";1;-;-;-;-;1
"251615 Sossêgo";1;-;-;-;-;1
"251620 Sousa";34;-;-;-;-;34
"251630 Sumé";25;-;-;-;-;25
"251640 Tacima";-;1;-;-;-;1
"251660 Tavares";15;-;-;-;-;15
"251670 Teixeira";17;-;-;-;-;17
"251690 Uiraúna";41;-;-;-;-;41
"251700 Umbuzeiro";2;-;-;-;-;2
"251710 Várzea";5;-;-;-;-;5
"251720 Vieirópolis";16;-;-;-;-;16
"250550 Vista Serrana";1;-;-;-;-;1
"251740 Zabelê";9;-;-;-;-;9
"260005 Abreu e Lima";12;-;-;-;-;12
"260010 Afogados da Ingazeira";299;-;-;-;-;299
"260020 Afrânio";7;-;-;-;-;7
"260030 Agrestina";6;-;-;-;-;6
"260040 Água Preta";3;-;-;-;-;3
"260050 Águas Belas";4;-;-;-;-;4
"260060 Alagoinha";1;-;-;-;-;1
"260070 Aliança";3;-;-;-;-;3
"260080 Altinho";4;-;-;-;-;4
"260090 Amaraji";2;-;-;-;-;2
"260100 Angelim";36;-;-;-;-;36
"260105 Araçoiaba";16;-;-;-;-;16
"260110 Araripina";1;-;-;-;-;1
"260120 Arcoverde";7;-;-;-;-;7
"260130 Barra de Guabiraba";6;-;-;-;-;6
"260140 Barreiros";5;-;-;-;-;5
"260160 Belém do São Francisco";11;-;-;-;-;11
"260180 Betânia";24;-;-;-;-;24
"260210 Bom Conselho";17;-;-;-;-;17
"260220 Bom Jardim";1;-;-;-;-;1
"260230 Bonito";19;-;-;-;-;19
"260250 Brejinho";7;-;-;-;-;7
"260260 Brejo da Madre de Deus";1;-;-;-;-;1
"260280 Buíque";3;-;-;-;-;3
"260290 Cabo de Santo Agostinho";5;-;-;-;-;5
"260300 Cabrobó";257;-;-;-;-;257
"260310 Cachoeirinha";1;-;-;-;-;1
"260320 Caetés";135;-;-;-;-;135
"260340 Calumbi";9;-;-;-;-;9
"260345 Camaragibe";11;-;-;-;-;11
"260350 Camocim de São Félix";4;-;-;-;-;4
"260360 Camutanga";8;-;-;-;-;8
"260380 Capoeiras";1;-;-;-;-;1
"260390 Carnaíba";39;-;-;-;-;39
"260392 Carnaubeira da Penha";2;-;-;-;-;2
"260400 Carpina";10;-;-;-;-;10
"260410 Caruaru";7;-;-;-;-;7
"260420 Catende";38;-;-;-;-;38
"260430 Cedro";1;-;-;-;-;1
"260440 Chã de Alegria";2;-;-;-;-;2
"260450 Chã Grande";72;-;-;-;-;72
"260460 Condado";2;-;-;-;-;2
"260470 Correntes";14;2;-;-;-;16
"260480 Cortês";6;-;-;-;-;6
"260490 Cumaru";2;-;-;-;-;2
"260500 Cupira";42;-;-;-;-;42
"260510 Custódia";151;23;1;-;-;175
"260515 Dormentes";48;-;-;-;-;48
"260520 Escada";3;-;-;-;-;3
"260540 Feira Nova";11;-;-;-;-;11
"260545 Fernando de Noronha";33;4;-;-;-;37
"260550 Ferreiros";7;-;-;-;-;7
"260560 Flores";12;-;-;-;-;12
"260570 Floresta";4;-;-;-;-;4
"260590 Gameleira";9;-;-;-;-;9
"260600 Garanhuns";12;1;-;-;-;13
"260610 Glória do Goitá";1;-;-;-;-;1
"260620 Goiana";52;-;-;-;-;52
"260640 Gravatá";25;-;-;-;-;25
"260650 Iati";9;-;-;-;-;9
"260660 Ibimirim";43;1;-;-;-;44
"260680 Igarassu";10;-;-;-;-;10
"260690 Iguaracy";10;-;-;-;-;10
"260700 Inajá";2;-;-;-;-;2
"260710 Ingazeira";16;-;-;-;-;16
"260720 Ipojuca";209;1;-;-;-;210
"260740 Itacuruba";8;-;-;-;-;8
"260750 Itaíba";11;-;-;-;-;11
"260765 Itambé";3;-;-;-;-;3
"260770 Itapetim";3;-;-;-;-;3
"260775 Itapissuma";3;-;-;-;-;3
"260790 Jaboatão dos Guararapes";27;-;-;-;-;27
"260795 Jaqueira";27;-;-;-;-;27
"260800 Jataúba";71;-;-;-;-;71
"260805 Jatobá";5;-;-;-;-;5
"260810 João Alfredo";11;-;-;-;-;11
"260820 Joaquim Nabuco";59;-;-;-;-;59
"260830 Jupi";1;-;-;-;-;1
"260850 Lagoa de Itaenga";3;-;-;-;-;3
"260860 Lagoa do Ouro";128;-;-;-;-;128
"260870 Lagoa dos Gatos";1;-;-;-;-;1
"260875 Lagoa Grande";7;-;-;-;-;7
"260890 Limoeiro";8;-;-;-;-;8
"260900 Macaparana";42;-;-;-;-;42
"260915 Manari";7;-;-;-;-;7
"260920 Maraial";11;-;-;-;-;11
"260930 Mirandiba";7;-;-;-;-;7
"261430 Moreilândia";3;-;-;-;-;3
"260940 Moreno";8;-;-;-;-;8
"260950 Nazaré da Mata";1;-;-;-;-;1
"260960 Olinda";554;2;-;-;1;557
"260970 Orobó";32;-;-;-;-;32
"260980 Orocó";6;-;-;-;-;6
"260990 Ouricuri";3;-;-;-;-;3
"261000 Palmares";19;-;-;-;-;19
"261020 Panelas";124;-;-;-;-;124
"261030 Paranatama";83;-;-;-;-;83
"261040 Parnamirim";212;4;-;-;-;216
"261050 Passira";1;-;-;-;-;1
"261060 Paudalho";4;-;-;-;-;4
"261070 Paulista";24;-;-;-;-;24
"261080 Pedra";2;-;-;-;-;2
"261090 Pesqueira";4;-;-;-;-;4
"261110 Petrolina";30;-;-;-;-;30
"261120 Poção";1;-;-;-;-;1
"261130 Pombos";78;-;-;-;-;78
"261140 Primavera";1;-;-;-;-;1
"261150 Quipapá";1;-;-;-;-;1
"261153 Quixaba";3;-;-;-;-;3
"261160 Recife";985;4;-;-;-;989
"261180 Ribeirão";25;-;-;-;-;25
"261190 Rio Formoso";18;-;-;-;-;18
"261200 Sairé";1;-;-;-;-;1
"261210 Salgadinho";3;-;-;-;-;3
"261220 Salgueiro";250;1;-;-;-;251
"261230 Saloá";11;-;-;-;-;11
"261247 Santa Cruz da Baixa Verde";4;-;-;-;-;4
"261250 Santa Cruz do Capibaribe";15;-;-;-;-;15
"261260 Santa Maria da Boa Vista";2;-;-;-;-;2
"261270 Santa Maria do Cambucá";1;-;-;-;-;1
"261280 Santa Terezinha";3;-;-;-;-;3
"261300 São Bento do Una";1;-;-;-;-;1
"261310 São Caitano";4;-;-;-;-;4
"261320 São João";54;-;-;-;-;54
"261330 São Joaquim do Monte";15;-;-;-;-;15
"261340 São José da Coroa Grande";27;1;-;-;-;28
"261350 São José do Belmonte";182;-;-;-;-;182
"261360 São José do Egito";28;-;-;-;-;28
"261370 São Lourenço da Mata";7;-;-;-;-;7
"261380 São Vicente Ferrer";28;-;-;-;-;28
"261390 Serra Talhada";577;-;-;-;-;577
"261400 Serrita";31;-;-;-;-;31
"261410 Sertânia";380;1;-;-;-;381
"261420 Sirinhaém";10;-;-;-;-;10
"261440 Solidão";61;-;-;-;-;61
"261450 Surubim";4;-;-;-;-;4
"261460 Tabira";51;-;-;-;-;51
"261470 Tacaimbó";3;-;-;-;-;3
"261480 Tacaratu";2;-;-;-;-;2
"261485 Tamandaré";59;-;-;-;-;59
"261510 Terezinha";15;-;-;-;-;15
"261520 Terra Nova";348;-;-;-;-;348
"261530 Timbaúba";139;3;-;-;-;142
"261560 Trindade";2;-;-;-;-;2
"261570 Triunfo";67;-;-;-;-;67
"261580 Tupanatinga";2;-;-;-;-;2
"261600 Venturosa";4;-;-;-;-;4
"261610 Verdejante";317;1;-;-;-;318
"261620 Vertentes";4;-;-;-;-;4
"261630 Vicência";42;-;-;-;-;42
"261640 Vitória de Santo Antão";3;-;-;-;-;3
"261650 Xexéu";36;-;-;-;-;36
"270020 Anadia";29;-;-;-;-;29
"270030 Arapiraca";2212;13;-;-;-;2225
"270040 Atalaia";23;-;-;-;-;23
"270050 Barra de Santo Antônio";2;-;-;-;-;2
"270060 Barra de São Miguel";33;-;-;-;-;33
"270070 Batalha";56;1;-;-;-;57
"270080 Belém";6;-;-;-;-;6
"270090 Belo Monte";14;-;-;-;-;14
"270100 Boca da Mata";33;-;-;-;-;33
"270110 Branquinha";3;-;-;-;-;3
"270120 Cacimbinhas";2;-;-;-;-;2
"270130 Cajueiro";31;-;-;-;-;31
"270135 Campestre";6;-;-;-;-;6
"270140 Campo Alegre";31;-;-;-;-;31
"270150 Campo Grande";25;-;-;-;-;25
"270160 Canapi";10;-;-;-;-;10
"270170 Capela";28;-;-;-;-;28
"270180 Carneiros";2;-;-;-;-;2
"270200 Coité do Nóia";110;-;-;-;-;110
"270210 Colônia Leopoldina";32;1;-;-;-;33
"270220 Coqueiro Seco";44;-;-;-;-;44
"270230 Coruripe";10;-;-;-;-;10
"270235 Craíbas";12;1;-;-;-;13
"270240 Delmiro Gouveia";48;-;-;-;-;48
"270250 Dois Riachos";2;-;-;-;-;2
