DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - Mato Grosso
Casos Prováveis por Município infecção e Mês 1º Sintoma(s)
Período:2013
"Município infecção";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"510270 Canarana";29;41;43;50;22;4;-;-;-;-;2;1;192
"510279 Carlinda";32;58;9;5;-;2;-;1;-;-;-;-;107
"510285 Castanheira";8;2;-;-;2;-;-;-;-;1;-;-;13
"510300 Chapada dos Guimarães";3;3;7;1;-;-;-;-;-;-;1;-;15
"510305 Cláudia";24;11;16;18;6;4;6;-;1;-;1;-;87
"510320 Colíder";19;79;19;6;4;7;14;3;5;5;7;5;173
"510325 Colniza";27;26;17;5;6;-;-;-;-;2;35;37;155
"510330 Comodoro";80;77;51;37;23;5;11;5;3;5;4;12;313
"510335 Confresa";47;41;35;31;4;1;-;-;-;-;-;-;159
"510336 Conquista D'Oeste";2;-;-;-;-;1;-;-;-;-;-;-;3
"510337 Cotriguaçu";3;6;10;1;-;-;-;-;-;-;-;2;22
"510340 Cuiabá";281;541;595;357;293;111;126;93;116;107;101;60;2781
"510343 Curvelândia";7;4;2;1;-;-;-;-;-;-;-;-;14
"510345 Denise";-;1;2;-;-;-;-;-;-;-;-;-;3
"510350 Diamantino";50;22;22;6;-;5;-;-;-;1;-;4;110
"510360 Dom Aquino";22;4;-;-;-;-;-;2;-;-;-;2;30
"510370 Feliz Natal";21;29;30;12;19;4;6;1;-;-;2;4;128
"510380 Figueirópolis D'Oeste";-;-;2;1;-;-;-;-;-;1;-;-;4
"510385 Gaúcha do Norte";20;2;1;12;-;-;-;-;-;-;1;2;38
"510390 General Carneiro";1;1;4;1;-;-;-;-;-;1;5;-;13
"510395 Glória D'Oeste";-;2;1;1;-;-;-;-;-;-;-;-;4
"510410 Guarantã do Norte";446;168;56;23;4;1;-;-;1;1;9;15;724
"510420 Guiratinga";-;-;1;-;-;-;-;-;-;1;-;-;2
"510450 Indiavaí";5;1;2;4;1;-;-;-;-;-;-;2;15
"510452 Ipiranga do Norte";3;4;1;6;13;18;14;3;1;-;-;-;63
"510454 Itanhangá";2;6;15;10;34;7;1;4;-;-;-;-;79
"510455 Itaúba";7;23;9;22;51;35;8;3;6;1;2;2;169
"510460 Itiquira";25;30;6;1;-;1;-;-;-;-;-;-;63
"510480 Jaciara";93;98;102;66;28;3;6;6;3;4;-;3;412
"510490 Jangada";-;-;1;1;-;-;-;-;-;-;-;-;2
"510500 Jauru";17;11;36;26;18;10;2;2;2;-;1;-;125
"510510 Juara";24;26;9;-;1;-;-;-;-;-;-;2;62
"510515 Juína";413;204;59;13;2;3;1;-;-;1;7;25;728
"510517 Juruena";24;24;6;2;-;-;-;-;-;-;-;1;57
"510520 Juscimeira";18;7;7;11;3;1;-;2;1;-;-;-;50
"510523 Lambari D'Oeste";2;1;4;2;2;1;1;-;-;-;-;-;13
"510525 Lucas do Rio Verde";306;188;92;41;10;3;1;-;-;2;6;16;665
"510558 Marcelândia";95;129;172;82;67;12;2;1;-;7;5;7;579
"510560 Matupá";90;115;51;29;22;1;-;1;-;-;4;3;316
"510562 Mirassol d'Oeste";161;126;60;8;2;-;-;-;-;-;-;1;358
"510590 Nobres";4;8;3;1;-;2;3;-;-;-;-;1;22
"510600 Nortelândia";1;3;4;3;2;-;-;-;-;-;-;-;13
"510610 Nossa Senhora do Livramento";1;-;1;-;-;-;1;1;-;-;-;-;4
"510615 Nova Bandeirantes";16;-;2;-;1;-;1;1;1;-;-;-;22
"510620 Nova Brasilândia";-;1;-;1;-;3;1;1;-;-;1;3;11
"510621 Nova Canaã do Norte";11;84;190;86;46;18;3;1;-;1;1;-;441
"510880 Nova Guarita";14;14;4;6;5;2;-;1;1;1;2;-;50
"510618 Nova Lacerda";20;5;6;1;1;1;2;-;3;-;-;3;42
"510885 Nova Marilândia";-;2;4;-;-;-;-;-;-;-;-;-;6
"510890 Nova Maringá";8;2;-;2;-;2;-;-;-;-;-;-;14
"510895 Nova Monte Verde";196;165;86;9;-;-;-;1;1;-;3;7;468
"510622 Nova Mutum";23;44;91;97;43;15;1;1;-;-;1;1;317
"510623 Nova Olímpia";8;21;19;13;4;3;2;-;1;-;2;3;76
"510619 Nova Santa Helena";39;27;9;3;17;-;2;1;3;1;3;1;106
"510624 Nova Ubiratã";89;78;52;12;18;14;3;5;8;17;29;9;334
"510625 Nova Xavantina";7;14;27;7;3;1;-;-;-;-;7;6;72
"510627 Novo Horizonte do Norte";3;1;2;7;13;3;6;1;-;-;-;-;36
"510626 Novo Mundo";-;-;1;-;-;-;-;-;-;-;-;1;2
"510631 Novo Santo Antônio";-;-;-;3;-;-;-;-;-;-;-;-;3
"510628 Novo São Joaquim";9;2;1;2;-;-;-;-;1;1;5;-;21
"510629 Paranaíta";155;35;46;21;9;1;3;7;1;4;18;9;309
"510630 Paranatinga";2;2;3;-;-;-;-;-;-;-;-;1;8
"510637 Pedra Preta";18;16;4;-;-;-;-;-;-;-;1;-;39
"510642 Peixoto de Azevedo";47;14;-;5;1;1;-;1;-;2;1;3;75
"510645 Planalto da Serra";2;-;-;-;-;-;-;-;-;-;-;-;2
"510665 Pontal do Araguaia";15;18;27;2;-;-;-;-;-;-;-;-;62
"510670 Ponte Branca";-;-;-;-;1;-;-;-;-;-;1;2;4
"510675 Pontes e Lacerda";256;200;164;96;34;7;22;1;3;10;17;13;823
"510677 Porto Alegre do Norte";178;36;30;1;-;-;-;-;-;-;-;2;247
"510680 Porto dos Gaúchos";1;1;1;-;-;-;-;-;-;-;-;-;3
"510682 Porto Esperidião";6;6;39;20;2;10;2;5;3;1;2;6;102
"510685 Porto Estrela";18;1;-;-;-;-;-;-;-;-;-;-;19
"510700 Poxoréo";117;36;5;-;-;1;-;-;-;2;1;7;169
"510704 Primavera do Leste";262;272;284;70;9;8;2;2;-;-;2;3;914
"510706 Querência";6;6;10;4;3;-;-;-;-;-;-;-;29
"510715 Reserva do Cabaçal";3;-;3;3;-;1;-;-;-;-;1;-;11
"510718 Ribeirão Cascalheira";1;3;5;4;1;-;-;-;-;-;4;-;18
"510719 Ribeirãozinho";3;5;7;-;-;-;-;-;-;-;-;-;15
"510720 Rio Branco";11;3;-;-;-;-;-;-;-;-;-;-;14
"510757 Rondolândia";4;8;12;2;6;9;14;3;-;-;-;-;58
"510760 Rondonópolis";16;5;2;2;20;19;13;17;18;25;14;7;158
"510770 Rosário Oeste";8;1;-;-;1;-;-;-;-;-;1;1;12
"510775 Salto do Céu";3;2;-;-;-;-;-;-;-;-;-;-;5
"510724 Santa Carmem";5;3;3;-;3;5;1;-;-;-;-;2;22
"510774 Santa Cruz do Xingu";-;-;-;-;-;-;-;-;-;-;1;-;1
"510776 Santa Rita do Trivelato";1;1;3;4;-;-;-;-;1;-;-;-;10
"510726 Santo Afonso";4;9;9;12;6;4;-;-;-;-;-;-;44
"510779 Santo Antônio do Leste";11;7;4;-;-;-;-;-;-;-;-;-;22
"510780 Santo Antônio do Leverger";1;-;-;-;-;-;-;-;-;-;-;-;1
"510785 São Félix do Araguaia";-;-;-;-;-;1;-;-;-;-;-;-;1
"510730 São José do Rio Claro";1;3;3;8;3;2;-;-;-;1;3;-;24
"510735 São José do Xingu";76;18;3;-;2;4;-;-;-;-;2;3;108
"510710 São José dos Quatro Marcos";37;60;36;6;1;-;-;-;-;-;2;-;142
"510740 São Pedro da Cipa";-;-;1;3;-;-;-;-;-;-;-;-;4
"510787 Sapezal";53;111;159;49;43;12;5;-;-;-;2;-;434
"510788 Serra Nova Dourada";4;4;2;11;5;1;1;-;-;-;-;5;33
"510790 Sinop";705;1051;1310;818;533;248;132;87;42;61;141;137;5265
"510792 Sorriso";59;146;296;206;126;40;19;16;6;6;6;14;940
"510794 Tabaporã";36;12;17;9;25;-;4;-;1;-;1;3;108
"510795 Tangará da Serra";383;251;205;111;41;20;10;-;4;-;-;5;1030
"510800 Tapurah";5;8;11;13;10;4;5;3;-;-;-;-;59
"510805 Terra Nova do Norte";8;6;19;9;20;3;-;-;-;1;1;1;68
"510810 Tesouro";-;3;1;-;2;-;-;-;-;-;-;1;7
"510820 Torixoréu";36;8;5;1;1;1;-;-;-;-;4;3;59
"510830 União do Sul";29;35;31;7;3;4;1;-;-;-;-;4;114
"510835 Vale de São Domingos";3;1;7;2;4;1;-;-;-;-;7;-;25
"510840 Várzea Grande";15;11;26;21;9;5;4;10;9;5;-;5;120
"510850 Vera";25;27;7;6;4;2;1;1;1;2;6;2;84
"510550 Vila Bela da Santíssima Trindade";53;54;5;-;1;-;-;-;-;-;4;4;121
"510860 Vila Rica";14;3;-;2;-;-;-;-;-;-;-;-;19
"520425 Cachoeira Dourada";1;-;-;-;-;-;-;-;-;-;-;-;1
"520870 Goiânia";2;-;3;-;-;-;-;-;-;-;-;-;5
"521150 Itumbiara";-;-;-;1;-;-;-;-;-;-;-;-;1
"521370 Montes Claros de Goiás";-;1;-;-;-;-;-;-;-;-;-;-;1
"521800 Porangatu";1;-;-;-;-;-;-;-;-;-;-;-;1
"521880 Rio Verde";-;-;-;1;-;-;-;-;-;-;-;-;1
"000000 Ignorado ou exterior";2108;1739;1334;931;333;146;78;55;58;123;165;240;7310
"Total";9057;7925;7037;4370;2302;948;592;381;361;451;774;861;35059
 Fonte: Ministério da Saúde/SVS - Sistema de Informação de Agravos de Notificação - Sinan Net
 Notas:
 
 ncluídas notificações de indivíduos residentes no Brasil, independente de sua confirmação, exceto os descartados, pois em situações de epidemia nem sempre é possível confirmar todos os casos.
 Para tabular os óbitos por dengue até 2012, deve-se considerar apenas os casos graves (DCC, FHD, SCD, DSA, DG) em que a evolução seja "óbito pelo agravo notificado" com critério de confirmação laboratorial e clínico-epidemiológico. A partir de 2013,
 Períodos Disponíveis ou período - Correspondem aos anos de notificação dos casos.
 Para cálculo da incidência utilize locais de residência.
 Dados de 2007 atualizados em 30/08/2009.
 Dados de 2008 atualizados em 17/03/2011.
 Dados de 2009 atualizados em 23/06/2011.
 Dados de 2010 atualizados em 18/06/2011.
 Dados de 2011 atualizados em 11/01/2012.
 Dados de 2012 atualizados em 25/07/2013.
 Dados de 2013 atualizados em 10/07/2014.
 Data da publicação dos dados 04/02/2019.
 
