DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - Pará
Casos Prováveis por Município infecção e Mês 1º Sintoma(s)
Período:2012
"Município infecção";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"150270 Conceição do Araguaia";3;2;-;-;-;-;-;1;-;-;3;7;16
"150276 Cumaru do Norte";-;-;2;-;-;-;1;-;-;-;-;-;3
"150277 Curionópolis";1;15;21;22;3;-;-;-;-;-;-;-;62
"150290 Curuçá";1;-;1;-;-;-;-;-;-;-;-;-;2
"150293 Dom Eliseu";1;1;1;-;3;1;-;-;1;-;-;1;9
"150295 Eldorado do Carajás";-;1;-;-;-;-;-;-;-;-;-;-;1
"150307 Garrafão do Norte";-;-;-;-;1;-;-;-;-;-;-;-;1
"150309 Goianésia do Pará";10;-;1;-;-;-;-;-;-;-;-;-;11
"150310 Gurupá";-;-;-;-;-;-;-;-;-;6;16;-;22
"150320 Igarapé-Açu";2;4;14;8;7;2;2;3;3;3;2;1;51
"150330 Igarapé-Miri";6;-;2;3;-;-;-;2;-;1;-;-;14
"150340 Inhangapi";26;29;4;5;-;2;1;3;-;-;-;-;70
"150345 Ipixuna do Pará";3;7;10;6;6;2;1;-;-;-;-;-;35
"150350 Irituia";-;2;1;4;2;4;15;15;12;9;20;5;89
"150360 Itaituba";17;13;18;6;1;5;1;3;8;16;84;37;209
"150370 Itupiranga";22;15;8;2;1;-;5;3;2;1;10;42;111
"150380 Jacundá";15;14;5;-;-;-;-;-;1;-;1;-;36
"150390 Juruti";6;1;1;-;-;-;-;2;1;-;1;-;12
"150405 Mãe do Rio";-;-;1;-;1;-;7;4;-;-;-;-;13
"150410 Magalhães Barata";1;1;-;-;-;2;2;1;-;-;-;-;7
"150420 Marabá";68;71;58;50;13;8;5;10;2;1;3;5;294
"150430 Maracanã";-;-;1;-;-;-;3;-;-;-;-;1;5
"150440 Marapanim";-;-;-;-;-;2;-;-;-;-;-;-;2
"150442 Marituba";136;48;29;9;3;1;6;9;7;2;-;14;264
"150445 Medicilândia";-;-;2;-;-;-;-;-;1;1;1;-;5
"150460 Mocajuba";-;-;1;-;-;-;-;-;-;-;-;3;4
"150470 Moju";1;2;4;-;1;-;-;-;-;-;-;1;9
"150480 Monte Alegre";5;18;25;45;31;12;90;159;42;7;2;2;438
"150490 Muaná";-;-;-;-;-;-;-;-;-;2;-;4;6
"150495 Nova Esperança do Piriá";1;1;2;1;-;-;2;-;-;-;-;-;7
"150497 Nova Ipixuna";7;6;1;2;2;1;2;1;1;-;-;-;23
"150503 Novo Progresso";5;21;9;7;2;4;8;3;-;3;1;3;66
"150506 Novo Repartimento";95;109;-;-;-;-;-;-;-;-;-;1;205
"150510 Óbidos";-;-;-;-;-;-;-;1;-;1;1;-;3
"150520 Oeiras do Pará";1;-;-;-;-;-;-;-;-;-;-;-;1
"150530 Oriximiná";2;9;15;7;10;11;20;29;79;111;266;79;638
"150540 Ourém";-;-;3;-;-;-;-;-;-;-;-;-;3
"150543 Ourilândia do Norte";68;49;37;24;19;3;9;4;3;3;-;2;221
"150548 Pacajá";16;28;117;71;3;1;-;-;-;-;1;2;239
"150549 Palestina do Pará";6;9;3;1;2;2;3;-;-;-;-;2;28
"150550 Paragominas";25;59;48;28;27;10;17;3;2;-;3;5;227
"150553 Parauapebas";351;522;249;48;54;20;3;2;2;4;11;74;1340
"150555 Pau D'Arco";2;1;4;1;4;1;-;-;1;-;2;-;16
"150563 Piçarra";-;-;1;-;-;-;-;-;-;-;-;-;1
"150565 Placas";8;8;22;9;2;2;2;2;-;-;2;-;57
"150570 Ponta de Pedras";-;4;12;10;2;-;-;-;-;-;-;-;28
"150580 Portel";-;1;-;-;1;-;1;1;4;2;2;8;20
"150590 Porto de Moz";-;-;-;-;-;-;-;-;1;-;-;-;1
"150610 Primavera";-;-;-;1;-;-;-;-;-;-;-;-;1
"150613 Redenção";25;16;34;15;1;6;1;1;1;1;-;3;104
"150616 Rio Maria";1;1;1;-;-;1;-;-;-;-;2;-;6
"150618 Rondon do Pará";13;20;21;21;12;2;6;-;-;1;-;4;100
"150619 Rurópolis";26;13;19;6;3;1;2;6;1;10;32;15;134
"150620 Salinópolis";4;9;65;98;54;54;17;27;18;5;8;9;368
"150630 Salvaterra";-;2;-;-;-;-;-;-;-;-;-;1;3
"150635 Santa Bárbara do Pará";-;1;1;-;-;-;-;-;-;-;-;-;2
"150650 Santa Izabel do Pará";25;27;21;14;27;13;17;15;6;5;2;3;175
"150655 Santa Luzia do Pará";-;1;1;1;-;-;-;-;-;-;-;-;3
"150658 Santa Maria das Barreiras";1;-;-;-;-;-;-;-;-;-;-;9;10
"150660 Santa Maria do Pará";6;-;-;-;-;-;-;-;-;7;4;-;17
"150670 Santana do Araguaia";-;2;-;2;-;-;-;1;-;-;17;20;42
"150680 Santarém";45;74;115;80;32;20;21;27;36;8;16;4;478
"150690 Santarém Novo";6;7;24;12;6;3;3;1;-;-;-;-;62
"150700 Santo Antônio do Tauá";1;2;-;-;-;-;-;-;1;-;-;1;5
"150710 São Caetano de Odivelas";-;-;2;1;5;2;2;1;1;-;-;-;14
"150715 São Domingos do Araguaia";10;84;55;2;-;-;-;-;-;1;-;-;152
"150720 São Domingos do Capim";-;-;3;2;1;-;-;-;-;1;-;-;7
"150730 São Félix do Xingu";2;-;-;7;7;2;3;14;3;4;10;28;80
"150740 São Francisco do Pará";4;3;4;1;-;-;-;-;-;-;-;-;12
"150745 São Geraldo do Araguaia";39;35;50;20;16;8;3;1;4;-;-;3;179
"150746 São João da Ponta";-;-;-;-;3;2;2;3;-;-;-;-;10
"150747 São João de Pirabas";-;4;3;1;1;1;-;-;-;-;-;-;10
"150750 São João do Araguaia";6;3;3;-;3;-;1;2;-;1;1;-;20
"150760 São Miguel do Guamá";2;-;1;2;1;1;-;1;-;-;-;-;8
"150790 Soure";7;8;6;7;7;27;2;-;1;4;-;1;70
"150795 Tailândia";39;4;7;2;1;2;2;1;1;1;-;1;61
"150796 Terra Alta";1;-;-;-;2;-;-;1;3;-;-;-;7
"150800 Tomé-Açu";11;3;8;4;3;2;3;3;2;1;3;2;45
"150803 Tracuateua";-;-;-;1;-;-;-;-;-;-;-;-;1
"150808 Tucumã";42;41;76;70;15;8;6;-;-;3;2;2;265
"150810 Tucuruí";29;18;20;3;3;-;-;-;-;-;-;1;74
"150812 Ulianópolis";8;3;8;21;11;8;23;19;14;3;-;-;118
"150815 Uruará";2;-;3;8;-;1;1;14;6;-;1;-;36
"150820 Vigia";-;-;-;1;-;2;-;-;1;1;-;-;5
"150830 Viseu";-;-;-;-;5;3;-;-;-;1;-;-;9
"150835 Vitória do Xingu";-;1;1;-;3;1;1;-;1;-;-;-;8
"150840 Xinguara";8;12;14;8;6;3;1;-;-;2;4;-;58
"520870 Goiânia";-;-;-;1;-;-;-;-;-;-;-;-;1
"530010 Brasília";1;-;-;-;-;-;-;-;-;-;-;-;1
"000000 Ignorado ou exterior";927;1092;1057;596;385;299;284;338;219;136;192;193;5718
"Total";2585;3131;3100;1752;1066;707;717;859;567;425;780;672;16361
 Fonte: Ministério da Saúde/SVS - Sistema de Informação de Agravos de Notificação - Sinan Net
 Notas:
 
 ncluídas notificações de indivíduos residentes no Brasil, independente de sua confirmação, exceto os descartados, pois em situações de epidemia nem sempre é possível confirmar todos os casos.
 Para tabular os óbitos por dengue até 2012, deve-se considerar apenas os casos graves (DCC, FHD, SCD, DSA, DG) em que a evolução seja "óbito pelo agravo notificado" com critério de confirmação laboratorial e clínico-epidemiológico. A partir de 2013,
 Períodos Disponíveis ou período - Correspondem aos anos de notificação dos casos.
 Para cálculo da incidência utilize locais de residência.
 Dados de 2007 atualizados em 30/08/2009.
 Dados de 2008 atualizados em 17/03/2011.
 Dados de 2009 atualizados em 23/06/2011.
 Dados de 2010 atualizados em 18/06/2011.
 Dados de 2011 atualizados em 11/01/2012.
 Dados de 2012 atualizados em 25/07/2013.
 Dados de 2013 atualizados em 10/07/2014.
 Data da publicação dos dados 04/02/2019.
 
