DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - Pará
Casos Prováveis por Município infecção e Mês 1º Sintoma(s)
Período:2019
"Município infecção";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"150480 Monte Alegre";-;-;1;-;-;-;-;-;-;-;-;-;1
"150495 Nova Esperança do Piriá";1;-;2;-;-;1;-;-;-;-;-;-;4
"150497 Nova Ipixuna";4;-;-;-;1;-;-;1;2;15;31;6;60
"150503 Novo Progresso";2;2;2;3;2;-;5;4;5;13;14;4;56
"150506 Novo Repartimento";18;21;17;24;20;7;-;-;-;-;1;1;109
"150530 Oriximiná";-;-;-;1;-;-;2;-;-;2;-;-;5
"150543 Ourilândia do Norte";-;-;2;8;7;7;12;15;6;2;-;1;60
"150548 Pacajá";9;1;6;16;17;6;1;1;2;-;2;-;61
"150550 Paragominas";-;-;2;32;7;-;-;-;-;-;-;-;41
"150553 Parauapebas";112;225;206;162;69;9;-;2;3;2;-;7;797
"150563 Piçarra";-;-;-;1;2;-;-;-;-;-;-;-;3
"150570 Ponta de Pedras";-;-;-;-;-;-;-;-;-;1;-;-;1
"150613 Redenção";-;2;-;-;4;-;1;-;-;-;1;1;9
"150616 Rio Maria";1;5;-;3;11;-;-;-;-;2;5;1;28
"150618 Rondon do Pará";6;3;-;1;1;-;-;-;1;-;-;-;12
"150619 Rurópolis";-;1;-;5;5;3;-;-;-;-;6;-;20
"150620 Salinópolis";-;2;-;-;1;1;3;3;-;-;-;-;10
"150635 Santa Bárbara do Pará";1;1;-;-;-;1;-;2;-;-;-;-;5
"150650 Santa Izabel do Pará";-;-;2;-;-;-;-;-;-;-;-;-;2
"150655 Santa Luzia do Pará";-;1;-;-;-;-;-;-;-;-;-;1;2
"150658 Santa Maria das Barreiras";-;-;-;-;1;1;-;-;-;-;-;-;2
"150670 Santana do Araguaia";1;2;25;22;6;2;-;-;-;1;-;-;59
"150680 Santarém";-;1;3;1;1;-;-;2;3;2;2;1;16
"150710 São Caetano de Odivelas";-;-;1;-;-;-;-;-;-;-;-;-;1
"150715 São Domingos do Araguaia";-;3;-;-;-;-;-;-;-;-;-;5;8
"150720 São Domingos do Capim";-;1;-;-;-;-;-;-;-;-;-;-;1
"150730 São Félix do Xingu";21;10;5;18;3;-;-;1;-;-;-;3;61
"150745 São Geraldo do Araguaia";1;-;-;1;1;-;-;-;-;-;-;-;3
"150747 São João de Pirabas";-;-;-;-;-;-;-;-;1;2;2;-;5
"150750 São João do Araguaia";1;-;-;-;-;4;-;1;-;-;-;-;6
"150760 São Miguel do Guamá";-;-;-;-;1;-;-;-;-;-;-;-;1
"150780 Senador José Porfírio";-;-;3;-;-;1;2;38;99;43;3;-;189
"150790 Soure";-;-;-;-;-;-;-;-;-;-;-;1;1
"150795 Tailândia";4;1;1;3;-;2;-;2;-;-;-;-;13
"150800 Tomé-Açu";-;-;-;3;-;-;-;-;-;-;-;-;3
"150803 Tracuateua";-;-;-;-;-;-;-;-;-;-;-;1;1
"150808 Tucumã";-;5;1;-;3;3;1;-;-;-;-;-;13
"150810 Tucuruí";-;2;3;1;-;1;1;1;-;-;1;-;10
"150815 Uruará";-;-;-;-;-;-;-;-;-;-;-;2;2
"150820 Vigia";-;1;1;1;-;-;-;-;-;-;-;-;3
"150835 Vitória do Xingu";1;1;8;5;-;2;8;6;-;2;7;1;41
"150840 Xinguara";-;-;2;-;-;-;-;-;-;-;-;-;2
"170550 Colinas do Tocantins";-;-;2;-;-;-;-;-;-;-;-;-;2
"170825 Fortaleza do Tabocão";-;-;1;-;-;-;-;-;-;-;-;-;1
"171610 Paraíso do Tocantins";1;-;-;-;-;-;-;-;-;-;-;-;1
"210480 Grajaú";1;-;-;-;-;-;-;-;-;-;-;-;1
"350570 Barueri";-;-;1;-;-;-;-;-;-;-;-;-;1
"000000 Ignorado ou exterior";348;422;396;361;451;255;153;145;132;152;171;140;3126
"Total";609;803;828;740;693;352;211;242;263;248;285;192;5466
 Fonte: Ministério da Saúde/SVS - Sistema de Informação de Agravos de Notificação - Sinan Net
 Notas:
 
 Incluídas notificações de casos descartados.
 As bases de dados de dengue aqui disponíveis compõem um banco único a partir de 2014, podendo haver pequenas divergências com os dados disponibilizados pelo CGARB (Coordenação Geral de Vigilância de Arboviroses-CGARB) em sua série histórica, que par
 Para tabular os casos graves (classificação final igual a dengue com complicações, febre hemorrágica da dengue, síndrome do choque da dengue, dengue com sinais de alarme e dengue grave) é necessário considerar também o critério de confirmação (labor
 Para o Período de 2020 o estado do Espírito Santo passou a utilizar sistema o e-SUS Vigilância em Saúde. Portanto, para os casos de Arbovirose urbanas do Espírito Santo foram considerados apenas os dados disponibilizados pelo Sinan online (dengue e
 Períodos Disponíveis ou período - Correspondem aos anos de notificação dos casos.
 Para cálculo da incidência utilize locais de residência.
 Dados de 2014 atualizados em 13/07/2015.
 Dados de 2015 atualizados em 27/09/2016.
 Dados de 2016 atualizados em 06/07/2017.
 Dados de 2017 atualizados em 18/07/2018.
 Dados de 2018 atualizados em 01/10/2019.
 Dados de 2019 atualizados em 10/07/2020.
 Dados de 2020 atualizados em 11/01/2021, sujeitos a revisão.
 *Data da publicação dos dados 03/2021.
 
