DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - Pará
Casos Prováveis por Município infecção e Mês 1º Sintoma(s)
Período:2011
"Município infecção";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"150293 Dom Eliseu";5;3;3;-;3;-;-;-;-;-;-;-;14
"150295 Eldorado do Carajás";-;-;-;-;1;-;-;-;-;-;1;-;2
"150304 Floresta do Araguaia";1;1;-;-;4;-;-;-;-;-;2;-;8
"150307 Garrafão do Norte";-;-;4;-;-;-;-;-;-;-;-;-;4
"150309 Goianésia do Pará";1;2;4;-;-;-;-;-;-;-;-;-;7
"150320 Igarapé-Açu";6;18;4;4;2;1;4;-;-;4;3;1;47
"150330 Igarapé-Miri";8;7;5;-;-;-;-;1;1;1;-;2;25
"150340 Inhangapi";2;3;2;-;-;-;-;-;1;2;-;-;10
"150345 Ipixuna do Pará";22;38;15;17;2;2;1;1;-;-;3;2;103
"150350 Irituia";1;8;6;2;-;-;-;-;-;1;-;-;18
"150360 Itaituba";112;138;64;8;4;3;9;6;3;-;1;4;352
"150370 Itupiranga";4;53;24;4;-;-;-;-;-;-;-;-;85
"150380 Jacundá";7;31;41;23;9;4;-;1;-;1;-;-;117
"150390 Juruti";26;55;49;9;3;4;1;-;-;-;-;-;147
"150405 Mãe do Rio";-;4;-;-;-;-;-;-;-;-;-;-;4
"150410 Magalhães Barata";-;-;-;1;-;-;-;-;-;-;-;-;1
"150420 Marabá";110;126;98;26;2;-;6;-;-;-;4;12;384
"150430 Maracanã";3;-;4;-;-;1;-;1;-;-;-;-;9
"150440 Marapanim";-;-;5;3;1;1;-;-;-;-;-;-;10
"150442 Marituba";69;75;32;23;15;10;6;6;17;17;45;21;336
"150445 Medicilândia";6;1;1;-;2;-;1;-;-;-;-;-;11
"150470 Moju";1;-;-;-;-;-;-;-;-;-;1;-;2
"150480 Monte Alegre";8;5;2;-;-;-;-;-;-;-;-;2;17
"150495 Nova Esperança do Piriá";-;-;-;1;1;1;-;-;-;-;-;-;3
"150497 Nova Ipixuna";56;24;3;2;1;-;-;1;2;-;1;1;91
"150503 Novo Progresso";262;50;21;12;9;-;-;-;1;3;-;66;424
"150506 Novo Repartimento";4;2;3;1;1;-;-;-;-;-;-;-;11
"150510 Óbidos";-;-;1;-;-;-;-;-;-;-;-;-;1
"150520 Oeiras do Pará";-;-;1;-;-;-;-;-;-;-;-;1;2
"150530 Oriximiná";14;77;71;14;7;4;2;-;-;-;1;1;191
"150540 Ourém";-;-;-;1;-;-;1;-;-;-;-;-;2
"150543 Ourilândia do Norte";4;26;38;8;11;8;2;2;6;5;19;42;171
"150548 Pacajá";37;32;50;104;33;4;-;-;-;-;-;3;263
"150549 Palestina do Pará";-;3;12;4;-;-;-;-;-;-;-;2;21
"150550 Paragominas";99;110;41;52;18;7;5;11;12;5;12;21;393
"150553 Parauapebas";202;192;120;50;17;5;4;1;9;21;56;4;681
"150555 Pau D'Arco";4;8;7;4;17;-;-;-;1;-;-;-;41
"150560 Peixe-Boi";-;3;2;-;-;-;-;1;-;-;-;-;6
"150563 Piçarra";5;5;2;1;-;-;-;-;-;-;4;4;21
"150565 Placas";2;2;3;6;1;4;7;4;2;-;-;-;31
"150570 Ponta de Pedras";2;3;1;1;3;-;-;-;-;1;-;-;11
"150580 Portel";12;11;3;2;-;-;-;1;-;-;-;1;30
"150590 Porto de Moz";1;-;-;-;-;-;-;-;-;-;-;-;1
"150600 Prainha";12;1;1;-;1;-;-;-;-;-;-;6;21
"150613 Redenção";34;48;44;48;10;5;4;1;2;3;8;4;211
"150616 Rio Maria";-;-;-;1;1;1;1;-;-;-;-;-;4
"150618 Rondon do Pará";-;2;2;12;14;11;1;-;3;-;-;-;45
"150619 Rurópolis";6;9;8;7;-;-;-;-;-;-;-;2;32
"150620 Salinópolis";48;37;56;26;16;7;10;10;9;3;-;4;226
"150630 Salvaterra";1;1;-;-;-;-;-;-;-;-;-;-;2
"150635 Santa Bárbara do Pará";9;5;-;2;-;-;-;-;-;-;-;2;18
"150650 Santa Izabel do Pará";7;12;26;5;2;3;2;3;1;1;2;1;65
"150658 Santa Maria das Barreiras";-;-;-;1;-;-;-;-;-;-;-;-;1
"150660 Santa Maria do Pará";1;11;2;2;1;1;-;-;-;-;3;-;21
"150670 Santana do Araguaia";-;3;9;9;-;-;-;-;-;-;-;-;21
"150680 Santarém";295;345;215;244;118;16;8;10;10;3;10;21;1295
"150690 Santarém Novo";3;-;-;-;-;-;-;-;-;-;-;-;3
"150700 Santo Antônio do Tauá";2;2;-;-;-;-;-;-;-;1;-;-;5
"150710 São Caetano de Odivelas";-;-;-;1;-;-;-;-;-;-;1;-;2
"150715 São Domingos do Araguaia";32;20;3;5;-;-;-;-;-;-;-;3;63
"150720 São Domingos do Capim";4;3;8;2;-;-;-;-;-;-;-;-;17
"150730 São Félix do Xingu";152;109;100;26;13;3;-;-;1;-;1;25;430
"150745 São Geraldo do Araguaia";41;40;44;12;11;6;-;-;-;-;1;-;155
"150747 São João de Pirabas";1;1;1;1;1;-;1;-;2;-;-;-;8
"150750 São João do Araguaia";30;4;13;3;3;1;-;4;1;-;5;10;74
"150760 São Miguel do Guamá";-;-;2;-;1;-;-;-;-;-;-;-;3
"150775 Sapucaia";-;-;1;-;-;-;-;-;-;-;-;-;1
"150790 Soure";17;33;70;27;7;2;2;1;4;3;2;-;168
"150795 Tailândia";36;16;18;9;3;9;7;4;1;-;1;5;109
"150796 Terra Alta";1;-;1;2;-;-;-;-;-;-;-;-;4
"150797 Terra Santa";-;-;-;-;1;-;-;-;-;-;-;-;1
"150800 Tomé-Açu";4;7;6;2;4;-;-;1;1;-;-;-;25
"150803 Tracuateua";8;8;-;-;-;-;-;-;-;1;-;-;17
"150808 Tucumã";56;104;98;56;22;9;-;-;-;3;1;6;355
"150810 Tucuruí";131;189;100;16;8;2;2;1;4;2;1;5;461
"150812 Ulianópolis";42;123;69;16;14;41;54;68;24;11;-;3;465
"150815 Uruará";36;14;13;14;11;2;1;4;1;2;-;2;100
"150820 Vigia";-;-;-;-;-;-;-;-;-;-;-;1;1
"150830 Viseu";3;4;1;-;-;-;-;-;-;-;-;-;8
"150835 Vitória do Xingu";44;11;2;-;-;-;1;-;-;-;-;7;65
"150840 Xinguara";49;70;25;9;4;-;1;-;-;1;-;6;165
"210317 Centro Novo do Maranhão";-;1;-;-;-;-;-;-;-;-;-;-;1
"240810 Natal";1;-;-;-;-;-;-;-;-;-;-;-;1
"292260 Nilo Peçanha";1;-;-;-;-;-;-;-;-;-;-;-;1
"000000 Ignorado ou exterior";869;1384;1126;527;266;150;109;156;224;234;172;106;5323
"Total";3745;4380;3306;1723;828;383;305;376;432;421;437;490;16826
 Fonte: Ministério da Saúde/SVS - Sistema de Informação de Agravos de Notificação - Sinan Net
 Notas:
 
 ncluídas notificações de indivíduos residentes no Brasil, independente de sua confirmação, exceto os descartados, pois em situações de epidemia nem sempre é possível confirmar todos os casos.
 Para tabular os óbitos por dengue até 2012, deve-se considerar apenas os casos graves (DCC, FHD, SCD, DSA, DG) em que a evolução seja "óbito pelo agravo notificado" com critério de confirmação laboratorial e clínico-epidemiológico. A partir de 2013,
 Períodos Disponíveis ou período - Correspondem aos anos de notificação dos casos.
 Para cálculo da incidência utilize locais de residência.
 Dados de 2007 atualizados em 30/08/2009.
 Dados de 2008 atualizados em 17/03/2011.
 Dados de 2009 atualizados em 23/06/2011.
 Dados de 2010 atualizados em 18/06/2011.
 Dados de 2011 atualizados em 11/01/2012.
 Dados de 2012 atualizados em 25/07/2013.
 Dados de 2013 atualizados em 10/07/2014.
 Data da publicação dos dados 04/02/2019.
 
