DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - Maranhão
Casos Prováveis por Município infecção e Mês 1º Sintoma(s)
Período:2018
"Município infecção";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"210500 Humberto de Campos";1;-;-;-;-;-;-;-;-;-;-;-;1
"210515 Igarapé do Meio";-;1;-;-;-;-;-;-;-;-;-;-;1
"210520 Igarapé Grande";-;1;-;-;1;-;-;-;-;-;-;-;2
"210530 Imperatriz";3;3;4;13;1;1;-;3;-;-;-;1;29
"210540 Itapecuru Mirim";-;-;2;1;5;-;-;-;-;-;-;1;9
"210542 Itinga do Maranhão";-;-;1;1;-;-;-;-;-;-;1;-;3
"210547 Jenipapo dos Vieiras";-;-;-;-;-;-;-;-;-;-;1;-;1
"210550 João Lisboa";-;-;-;-;-;-;-;1;-;-;-;-;1
"210570 Lago da Pedra";-;-;-;-;-;-;1;-;-;-;-;-;1
"210596 Lagoa Grande do Maranhão";2;-;-;1;-;-;-;-;-;-;-;-;3
"210632 Maracaçumé";8;8;29;5;6;2;1;-;-;-;-;-;59
"210640 Mata Roma";-;-;-;1;-;-;-;-;-;-;-;-;1
"210663 Matões do Norte";-;-;-;-;-;-;-;-;1;-;-;-;1
"210667 Milagres do Maranhão";-;-;-;-;1;-;-;-;-;-;-;-;1
"210675 Miranda do Norte";-;-;-;-;1;1;-;-;-;-;-;-;2
"210700 Montes Altos";2;-;1;-;1;-;-;-;-;-;-;-;4
"210720 Nina Rodrigues";-;-;1;1;-;-;-;-;-;-;-;-;2
"210750 Paço do Lumiar";2;5;1;2;4;1;2;1;3;2;-;-;23
"210780 Parnarama";-;-;-;1;-;-;-;-;-;-;-;-;1
"210820 Pedreiras";-;-;1;-;2;-;-;-;-;-;-;-;3
"210860 Pinheiro";-;-;-;-;-;-;-;-;-;1;-;-;1
"210900 Porto Franco";1;-;-;-;-;-;1;-;-;-;-;-;2
"210910 Presidente Dutra";-;-;-;1;-;-;-;-;-;-;-;1;2
"210920 Presidente Juscelino";-;-;-;-;-;-;-;-;-;1;-;-;1
"210927 Presidente Sarney";-;-;1;-;-;-;-;-;-;-;-;-;1
"210930 Presidente Vargas";-;-;-;-;-;-;-;-;1;-;-;-;1
"210945 Raposa";-;1;1;-;3;-;-;-;-;-;1;-;6
"210950 Riachão";-;-;1;-;-;1;1;-;-;1;1;2;7
"210955 Ribamar Fiquene";-;-;-;1;-;-;-;-;-;-;-;-;1
"210960 Rosário";-;1;-;-;-;-;-;-;-;-;-;-;1
"210980 Santa Helena";-;-;-;-;-;-;-;2;-;-;-;-;2
"210990 Santa Inês";-;-;1;1;-;1;1;1;-;-;-;-;5
"211000 Santa Luzia";-;-;-;2;1;-;-;-;-;-;-;-;3
"211020 Santa Rita";5;1;-;-;-;1;-;-;-;-;-;-;7
"211040 São Benedito do Rio Preto";-;-;-;-;-;-;1;-;-;-;1;-;2
"211085 São Francisco do Brejão";-;-;-;2;-;1;-;-;1;-;-;-;4
"211105 São João do Paraíso";-;-;1;1;-;-;-;-;-;-;-;-;2
"211107 São João do Soter";-;1;-;-;-;-;-;-;-;-;-;-;1
"211120 São José de Ribamar";5;10;2;5;28;3;4;2;-;2;2;1;64
"211130 São Luís";36;82;74;74;88;21;23;27;17;14;21;19;496
"211153 São Pedro da Água Branca";-;-;-;-;-;-;-;-;-;1;-;-;1
"211167 São Roberto";-;-;-;-;-;-;-;-;-;-;-;1;1
"211176 Senador La Rocque";-;-;-;2;2;-;-;-;-;-;-;-;4
"211180 Sítio Novo";-;-;2;2;-;-;-;-;-;1;-;-;5
"211200 Tasso Fragoso";-;1;-;2;1;-;-;-;-;-;-;-;4
"211220 Timon";2;3;-;1;2;-;-;-;-;1;-;-;9
"211223 Trizidela do Vale";-;-;-;-;-;-;1;-;-;-;-;-;1
"211230 Tuntum";1;-;-;-;-;-;-;-;-;-;-;1;2
"211240 Turiaçu";-;-;-;-;-;-;-;2;-;1;-;-;3
"211250 Tutóia";-;-;-;-;-;-;-;1;-;-;-;-;1
"211260 Urbano Santos";-;-;-;-;-;-;-;1;-;-;-;-;1
"211270 Vargem Grande";-;-;-;-;-;-;-;-;-;-;2;-;2
"211280 Viana";-;-;-;-;1;1;-;-;-;-;1;1;4
"211285 Vila Nova dos Martírios";1;-;-;-;-;-;-;-;-;-;-;-;1
"211290 Vitória do Mearim";-;-;-;-;-;-;-;-;-;1;-;-;1
"211300 Vitorino Freire";-;-;1;-;-;-;-;-;-;-;-;-;1
"211400 Zé Doca";-;-;-;1;-;-;-;1;-;-;-;-;2
"000000 Ignorado ou exterior";121;82;98;237;201;38;16;22;16;9;14;31;885
"Total";212;209;238;462;497;130;72;89;72;77;64;63;2185
 Fonte: Ministério da Saúde/SVS - Sistema de Informação de Agravos de Notificação - Sinan Net
 Notas:
 
 Incluídas notificações de casos descartados.
 As bases de dados de dengue aqui disponíveis compõem um banco único a partir de 2014, podendo haver pequenas divergências com os dados disponibilizados pelo CGARB (Coordenação Geral de Vigilância de Arboviroses-CGARB) em sua série histórica, que par
 Para tabular os casos graves (classificação final igual a dengue com complicações, febre hemorrágica da dengue, síndrome do choque da dengue, dengue com sinais de alarme e dengue grave) é necessário considerar também o critério de confirmação (labor
 Para o Período de 2020 o estado do Espírito Santo passou a utilizar sistema o e-SUS Vigilância em Saúde. Portanto, para os casos de Arbovirose urbanas do Espírito Santo foram considerados apenas os dados disponibilizados pelo Sinan online (dengue e
 Períodos Disponíveis ou período - Correspondem aos anos de notificação dos casos.
 Para cálculo da incidência utilize locais de residência.
 Dados de 2014 atualizados em 13/07/2015.
 Dados de 2015 atualizados em 27/09/2016.
 Dados de 2016 atualizados em 06/07/2017.
 Dados de 2017 atualizados em 18/07/2018.
 Dados de 2018 atualizados em 01/10/2019.
 Dados de 2019 atualizados em 10/07/2020.
 Dados de 2020 atualizados em 11/01/2021, sujeitos a revisão.
 *Data da publicação dos dados 03/2021.
 
