DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - Pará
Casos Prováveis por Município infecção e Mês 1º Sintoma(s)
Período:2020
"Município infecção";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"150442 Marituba";1;-;-;-;-;-;-;1;-;2;1;-;5
"150445 Medicilândia";-;5;-;-;2;1;1;1;1;-;-;-;11
"150460 Mocajuba";1;-;2;2;-;-;1;-;-;-;-;-;6
"150470 Moju";-;1;-;-;-;-;-;-;-;-;-;-;1
"150475 Mojuí dos Campos";1;-;-;-;-;-;-;-;-;-;-;-;1
"150480 Monte Alegre";-;-;2;-;4;3;1;-;-;-;-;-;10
"150490 Muaná";-;1;1;-;-;-;-;-;-;-;-;-;2
"150495 Nova Esperança do Piriá";-;1;-;-;-;-;-;-;-;-;-;-;1
"150497 Nova Ipixuna";1;-;-;-;-;-;-;-;-;-;-;-;1
"150503 Novo Progresso";21;88;35;22;23;14;-;-;1;1;-;3;208
"150506 Novo Repartimento";2;14;7;8;3;-;-;-;-;-;-;-;34
"150510 Óbidos";-;-;1;-;-;-;-;-;-;-;-;-;1
"150543 Ourilândia do Norte";17;7;2;1;2;1;1;3;-;-;-;5;39
"150548 Pacajá";2;12;5;18;3;-;-;-;-;-;-;1;41
"150549 Palestina do Pará";-;2;3;-;-;-;-;-;-;-;-;-;5
"150550 Paragominas";-;-;-;-;-;-;-;1;-;-;-;-;1
"150553 Parauapebas";2;-;2;1;2;2;1;-;2;1;-;-;13
"150555 Pau D'Arco";-;-;1;-;11;2;-;-;-;-;-;-;14
"150613 Redenção";3;2;8;4;8;8;2;-;1;-;3;-;39
"150616 Rio Maria";9;6;11;4;5;6;2;1;-;-;-;2;46
"150619 Rurópolis";4;-;-;-;-;-;-;-;-;-;-;-;4
"150620 Salinópolis";-;1;2;-;-;-;-;-;-;-;-;-;3
"150630 Salvaterra";1;1;-;-;-;-;-;-;-;-;-;-;2
"150650 Santa Izabel do Pará";2;1;2;-;-;-;-;-;-;-;-;-;5
"150660 Santa Maria do Pará";-;1;-;-;-;-;-;-;-;-;-;-;1
"150670 Santana do Araguaia";10;3;28;32;31;15;2;-;1;-;2;4;128
"150680 Santarém";8;8;5;2;2;-;1;1;-;1;-;-;28
"150690 Santarém Novo";-;1;1;-;-;2;2;-;-;-;-;-;6
"150715 São Domingos do Araguaia";8;5;-;1;-;-;-;-;-;-;-;-;14
"150720 São Domingos do Capim";-;-;-;-;1;-;-;-;-;-;-;-;1
"150730 São Félix do Xingu";-;1;2;2;13;4;5;8;5;4;1;-;45
"150745 São Geraldo do Araguaia";1;-;2;1;-;-;-;-;-;-;-;-;4
"150747 São João de Pirabas";3;7;5;-;-;-;-;-;1;1;-;-;17
"150750 São João do Araguaia";-;-;1;-;-;-;-;1;3;1;3;-;9
"150780 Senador José Porfírio";2;4;5;-;-;-;1;-;-;-;-;-;12
"150790 Soure";-;-;2;1;-;-;-;-;-;-;-;-;3
"150795 Tailândia";-;-;-;1;-;-;-;-;-;-;-;-;1
"150803 Tracuateua";1;-;-;2;-;-;-;-;-;-;-;-;3
"150805 Trairão";1;1;4;-;-;2;1;-;-;-;-;-;9
"150808 Tucumã";4;2;1;1;-;-;-;-;-;-;1;-;9
"150810 Tucuruí";1;-;-;-;-;-;-;-;-;-;-;-;1
"150815 Uruará";-;27;14;1;-;-;-;-;-;-;-;-;42
"150820 Vigia";2;-;-;-;-;-;-;-;-;-;-;-;2
"150835 Vitória do Xingu";11;40;19;4;4;-;-;4;-;-;-;1;83
"150840 Xinguara";-;1;-;-;-;-;-;-;-;-;-;-;1
"410754 Espigão Alto do Iguaçu";-;-;-;1;-;-;-;-;-;-;-;-;1
"000000 Ignorado ou exterior";440;543;438;225;204;74;54;62;43;41;103;119;2346
"Total";713;877;705;386;369;150;86;91;71;60;133;163;3804
 Fonte: Ministério da Saúde/SVS - Sistema de Informação de Agravos de Notificação - Sinan Net
 Notas:
 
 Incluídas notificações de casos descartados.
 As bases de dados de dengue aqui disponíveis compõem um banco único a partir de 2014, podendo haver pequenas divergências com os dados disponibilizados pelo CGARB (Coordenação Geral de Vigilância de Arboviroses-CGARB) em sua série histórica, que par
 Para tabular os casos graves (classificação final igual a dengue com complicações, febre hemorrágica da dengue, síndrome do choque da dengue, dengue com sinais de alarme e dengue grave) é necessário considerar também o critério de confirmação (labor
 Para o Período de 2020 o estado do Espírito Santo passou a utilizar sistema o e-SUS Vigilância em Saúde. Portanto, para os casos de Arbovirose urbanas do Espírito Santo foram considerados apenas os dados disponibilizados pelo Sinan online (dengue e
 Períodos Disponíveis ou período - Correspondem aos anos de notificação dos casos.
 Para cálculo da incidência utilize locais de residência.
 Dados de 2014 atualizados em 13/07/2015.
 Dados de 2015 atualizados em 27/09/2016.
 Dados de 2016 atualizados em 06/07/2017.
 Dados de 2017 atualizados em 18/07/2018.
 Dados de 2018 atualizados em 01/10/2019.
 Dados de 2019 atualizados em 10/07/2020.
 Dados de 2020 atualizados em 11/01/2021, sujeitos a revisão.
 *Data da publicação dos dados 03/2021.
 
