DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - Rondônia
Casos Prováveis por Município infecção e Mês 1º Sintoma(s)
Período:2010
"Município infecção";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"110148 São Felipe D'Oeste";29;49;7;4;-;10;5;-;-;-;-;4;108
"110149 São Francisco do Guaporé";9;1;1;-;-;-;-;-;-;-;1;1;13
"110032 São Miguel do Guaporé";45;58;5;10;3;-;-;-;-;1;-;2;124
"110150 Seringueiras";54;26;2;-;-;-;-;-;-;-;-;-;82
"110155 Teixeirópolis";60;26;4;-;-;-;-;-;-;-;-;4;94
"110160 Theobroma";14;11;2;4;1;1;-;-;-;-;2;-;35
"110170 Urupá";212;13;-;-;1;-;-;-;-;1;4;50;281
"110175 Vale do Anari";16;8;2;-;-;-;-;-;-;-;-;3;29
"110180 Vale do Paraíso";1;2;-;1;-;-;-;-;-;1;-;1;6
"110030 Vilhena";254;275;265;149;112;35;1;1;-;1;2;42;1137
"120070 Xapuri";1;-;-;-;-;-;-;-;-;-;-;-;1
"130170 Humaitá";1;-;-;-;-;-;-;-;-;-;-;-;1
"311860 Contagem";1;-;-;-;-;-;-;-;-;-;-;-;1
"320530 Vitória";-;-;-;-;-;-;-;-;-;-;-;1;1
"500270 Campo Grande";1;-;-;-;-;-;-;-;-;-;-;-;1
"510140 Aripuanã";-;-;-;-;-;-;-;-;-;-;-;1;1
"510180 Barra do Garças";-;1;-;-;-;-;-;-;-;-;-;-;1
"510325 Colniza";1;-;-;-;-;-;-;-;-;-;-;-;1
"510330 Comodoro";-;-;1;-;-;-;-;-;-;-;-;-;1
"510340 Cuiabá";1;-;-;-;-;-;-;-;-;-;-;-;1
"510515 Juína";1;-;-;-;-;-;-;-;-;-;-;-;1
"510787 Sapezal";-;1;-;-;-;-;-;-;-;-;-;-;1
"510840 Várzea Grande";-;1;-;-;-;-;-;-;-;-;-;-;1
"000000 Ignorado ou exterior";2711;1416;376;262;77;44;24;47;33;104;479;668;6241
"Total";9934;5463;1878;853;359;194;97;85;77;174;705;1653;21472
 Fonte: Ministério da Saúde/SVS - Sistema de Informação de Agravos de Notificação - Sinan Net
 Notas:
 
 ncluídas notificações de indivíduos residentes no Brasil, independente de sua confirmação, exceto os descartados, pois em situações de epidemia nem sempre é possível confirmar todos os casos.
 Para tabular os óbitos por dengue até 2012, deve-se considerar apenas os casos graves (DCC, FHD, SCD, DSA, DG) em que a evolução seja "óbito pelo agravo notificado" com critério de confirmação laboratorial e clínico-epidemiológico. A partir de 2013,
 Períodos Disponíveis ou período - Correspondem aos anos de notificação dos casos.
 Para cálculo da incidência utilize locais de residência.
 Dados de 2007 atualizados em 30/08/2009.
 Dados de 2008 atualizados em 17/03/2011.
 Dados de 2009 atualizados em 23/06/2011.
 Dados de 2010 atualizados em 18/06/2011.
 Dados de 2011 atualizados em 11/01/2012.
 Dados de 2012 atualizados em 25/07/2013.
 Dados de 2013 atualizados em 10/07/2014.
 Data da publicação dos dados 04/02/2019.
 
