DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - Brasil
Casos Prováveis por Município infecção e Sorotipo                     
Período:2014
"Município infecção";"Ign/Branco";"DEN 1";"DEN 2";"DEN 3";"DEN 4";"Total"
"230523 Horizonte";5;-;-;-;-;5
"230526 Ibaretama";2;-;-;-;-;2
"230530 Ibiapina";1;-;-;-;-;1
"230533 Ibicuitinga";34;-;-;-;-;34
"230535 Icapuí";4;-;-;-;-;4
"230540 Icó";494;-;-;-;-;494
"230550 Iguatu";126;-;-;-;-;126
"230560 Independência";40;-;-;-;-;40
"230565 Ipaporanga";1;-;-;-;-;1
"230580 Ipu";328;-;-;-;-;328
"230590 Ipueiras";4;-;-;-;-;4
"230600 Iracema";6;-;-;-;-;6
"230610 Irauçuba";14;-;-;-;-;14
"230620 Itaiçaba";9;-;-;-;-;9
"230625 Itaitinga";24;-;-;-;-;24
"230630 Itapagé";4;-;-;-;-;4
"230640 Itapipoca";142;-;-;-;-;142
"230650 Itapiúna";27;-;-;-;-;27
"230660 Itatira";23;-;-;-;-;23
"230670 Jaguaretama";3;-;-;-;-;3
"230680 Jaguaribara";236;-;-;-;-;236
"230690 Jaguaribe";4;-;-;-;-;4
"230700 Jaguaruana";10;-;-;-;-;10
"230710 Jardim";41;-;-;-;-;41
"230720 Jati";5;-;-;-;-;5
"230725 Jijoca de Jericoacoara";90;-;-;-;1;91
"230730 Juazeiro do Norte";63;-;-;-;-;63
"230750 Lavras da Mangabeira";79;-;-;-;-;79
"230760 Limoeiro do Norte";92;-;-;-;-;92
"230763 Madalena";34;-;-;-;-;34
"230765 Maracanaú";32;-;-;-;-;32
"230770 Maranguape";25;1;-;-;-;26
"230780 Marco";6;-;-;-;-;6
"230790 Martinópole";3;-;-;-;-;3
"230800 Massapê";12;-;-;-;-;12
"230810 Mauriti";120;-;-;-;-;120
"230830 Milagres";78;-;-;-;-;78
"230837 Miraíma";16;-;-;-;-;16
"230840 Missão Velha";29;-;-;-;-;29
"230850 Mombaça";16;-;-;-;-;16
"230870 Morada Nova";19;-;-;-;-;19
"230900 Mucambo";7;-;-;-;-;7
"230910 Mulungu";2;-;-;-;-;2
"230920 Nova Olinda";60;-;-;-;-;60
"230930 Nova Russas";45;-;-;-;-;45
"230940 Novo Oriente";9;-;-;-;-;9
"230945 Ocara";5;-;-;-;-;5
"230950 Orós";16;-;-;-;-;16
"230960 Pacajus";6;-;-;-;1;7
"230970 Pacatuba";16;-;-;-;-;16
"230980 Pacoti";20;-;-;-;-;20
"230990 Pacujá";1;-;-;-;-;1
"231000 Palhano";4;-;-;-;-;4
"231010 Palmácia";1;-;-;-;-;1
"231020 Paracuru";5;-;-;-;-;5
"231025 Paraipaba";1;-;-;-;-;1
"231030 Parambu";217;-;-;-;-;217
"231060 Penaforte";9;-;-;-;-;9
"231070 Pentecoste";250;-;-;-;-;250
"231080 Pereiro";402;-;-;-;-;402
"231085 Pindoretama";53;-;-;-;-;53
"231090 Piquet Carneiro";166;-;-;-;-;166
"231095 Pires Ferreira";1;-;-;-;-;1
"231110 Porteiras";82;-;-;-;-;82
"231120 Potengi";2;-;-;-;-;2
"231123 Potiretama";1;-;-;-;-;1
"231126 Quiterianópolis";6;-;-;-;-;6
"231130 Quixadá";2;-;-;-;-;2
"231135 Quixelô";10;-;-;-;-;10
"231140 Quixeramobim";14;-;-;-;-;14
"231150 Quixeré";177;-;-;-;-;177
"231160 Redenção";2;-;-;-;-;2
"231170 Reriutaba";15;-;-;-;-;15
"231180 Russas";281;-;-;-;-;281
"231195 Salitre";34;-;-;-;-;34
"231220 Santa Quitéria";4;-;-;-;-;4
"231200 Santana do Acaraú";2;-;-;-;-;2
"231210 Santana do Cariri";221;-;-;-;-;221
"231230 São Benedito";6;-;-;-;-;6
"231240 São Gonçalo do Amarante";110;-;-;-;-;110
"231260 São Luís do Curu";7;-;-;-;-;7
"231280 Senador Sá";1;-;-;-;-;1
"231290 Sobral";213;-;-;-;-;213
"231310 Tabuleiro do Norte";121;-;-;-;-;121
"231320 Tamboril";2;-;-;-;-;2
"231325 Tarrafas";1;-;-;-;-;1
"231330 Tauá";1170;1;-;-;4;1175
"231340 Tianguá";10;-;-;-;-;10
"231350 Trairi";28;-;-;-;-;28
"231355 Tururu";10;-;-;-;-;10
"231360 Ubajara";1;-;-;-;-;1
"231370 Umari";49;-;-;-;-;49
"231375 Umirim";86;1;-;3;8;98
"231380 Uruburetama";18;-;-;-;-;18
"231390 Uruoca";7;-;-;-;-;7
"231395 Varjota";5;-;-;-;-;5
"231400 Várzea Alegre";3;-;-;-;-;3
"231410 Viçosa do Ceará";9;-;-;-;-;9
"230000 Município ignorado - CE";1;-;-;-;-;1
"240010 Acari";2;-;-;-;-;2
"240020 Açu";7;-;-;-;-;7
"240040 Água Nova";35;-;-;-;-;35
"240050 Alexandria";52;-;-;-;-;52
"240070 Alto do Rodrigues";3;-;-;-;-;3
"240080 Angicos";38;-;-;-;-;38
"240100 Apodi";1;-;-;-;-;1
"240120 Arês";42;-;-;-;-;42
"240145 Baraúna";1;-;-;-;-;1
"240160 Bento Fernandes";2;-;-;-;-;2
"240180 Brejinho";19;1;-;-;-;20
"240190 Caiçara do Rio do Vento";5;-;-;-;1;6
"240200 Caicó";561;-;-;-;-;561
"240220 Canguaretama";16;-;-;-;-;16
"240230 Caraúbas";27;-;-;-;-;27
"240240 Carnaúba dos Dantas";5;-;-;-;-;5
"240260 Ceará-Mirim";6;-;-;-;-;6
"240270 Cerro Corá";60;-;-;-;-;60
"240290 Coronel João Pessoa";40;-;-;-;-;40
"240300 Cruzeta";26;-;-;-;-;26
"240310 Currais Novos";4;-;-;-;-;4
"240375 Fernando Pedroza";21;-;-;-;-;21
"240390 Francisco Dantas";2;-;-;-;-;2
"240410 Galinhos";6;-;-;-;-;6
"240420 Goianinha";31;-;-;-;-;31
"240450 Guamaré";163;-;-;-;-;163
"240460 Ielmo Marinho";1;-;-;-;-;1
"240485 Itajá";1;-;-;-;-;1
"240500 Jaçanã";1;-;-;-;-;1
"240510 Jandaíra";23;-;-;-;-;23
"240550 Jardim de Angicos";1;-;-;-;-;1
"240560 Jardim de Piranhas";7;-;-;-;-;7
"240570 Jardim do Seridó";19;-;-;-;-;19
"240580 João Câmara";20;4;-;-;-;24
"240610 Jucurutu";18;-;-;-;-;18
"240615 Jundiá";1;-;-;-;-;1
"240630 Lagoa de Pedras";5;1;-;-;-;6
"240650 Lagoa Nova";2;-;-;-;-;2
"240680 Lajes Pintadas";3;-;-;-;-;3
"240700 Luís Gomes";6;-;-;-;-;6
"240710 Macaíba";13;-;-;-;-;13
"240725 Major Sales";82;-;-;-;-;82
"240730 Marcelino Vieira";2;-;-;-;-;2
"240750 Maxaranguape";3;-;-;-;-;3
"240780 Monte Alegre";3;-;-;-;-;3
"240800 Mossoró";115;-;-;-;-;115
"240810 Natal";416;1;-;-;2;419
"240820 Nísia Floresta";10;1;-;-;-;11
"240850 Ouro Branco";98;-;-;-;-;98
"240860 Paraná";5;-;-;-;-;5
"240870 Paraú";1;-;-;-;-;1
"240890 Parelhas";685;-;-;-;-;685
"240325 Parnamirim";129;-;-;-;-;129
"240930 Patu";8;-;-;-;-;8
"240940 Pau dos Ferros";36;1;-;-;-;37
"240950 Pedra Grande";1;-;-;-;-;1
"240970 Pedro Avelino";6;-;-;-;-;6
"240990 Pendências";1;-;-;-;-;1
"241000 Pilões";1;-;-;-;-;1
"241010 Poço Branco";1;-;-;-;-;1
"241040 Pureza";2;-;-;-;-;2
"241050 Rafael Fernandes";265;1;-;-;-;266
"241080 Riacho de Santana";103;-;-;-;-;103
"241120 Santa Cruz";6;-;-;-;-;6
"240933 Santa Maria";1;-;-;-;-;1
"241140 Santana do Matos";22;-;-;-;-;22
"241142 Santana do Seridó";2;-;-;-;-;2
"241150 Santo Antônio";1;-;-;-;-;1
"241170 São Bento do Trairí";1;-;-;-;-;1
"241180 São Fernando";69;-;-;-;-;69
"241190 São Francisco do Oeste";-;3;-;-;-;3
"241200 São Gonçalo do Amarante";38;-;-;-;-;38
"241210 São João do Sabugi";6;-;-;-;-;6
"241220 São José de Mipibu";14;-;-;-;-;14
"241240 São José do Seridó";8;-;-;-;-;8
"241250 São Miguel";2;-;-;-;-;2
"241270 São Pedro";2;-;-;-;-;2
"241030 Serra Caiada";4;-;-;-;-;4
"241350 Serrinha";1;-;-;-;-;1
"241370 Sítio Novo";9;-;-;-;-;9
"241380 Taboleiro Grande";3;-;-;-;-;3
"241390 Taipu";5;-;-;-;-;5
"241400 Tangará";1;-;-;-;-;1
"241410 Tenente Ananias";99;-;-;-;-;99
"241415 Tenente Laurentino Cruz";1;-;-;-;-;1
"241105 Tibau";1;-;-;-;-;1
"241420 Tibau do Sul";25;-;-;-;1;26
"241430 Timbaúba dos Batistas";2;-;-;-;-;2
"241440 Touros";1;-;-;-;-;1
"241470 Várzea";5;-;-;-;-;5
"241475 Venha-Ver";8;-;-;-;-;8
"241480 Vera Cruz";5;-;-;-;-;5
"250010 Água Branca";5;-;-;-;-;5
"250030 Alagoa Grande";11;-;-;-;-;11
"250050 Alagoinha";2;-;-;-;-;2
"250060 Alhandra";95;-;-;-;-;95
"250100 Araruna";-;1;-;-;-;1
"250110 Areia";1;-;-;-;-;1
"250115 Areia de Baraúnas";2;-;-;-;-;2
"250120 Areial";12;-;-;-;-;12
"250130 Aroeiras";7;-;-;-;-;7
"250150 Bananeiras";3;-;-;-;-;3
"250180 Bayeux";5;-;-;-;-;5
"250190 Belém";1;-;-;-;-;1
"250200 Belém do Brejo do Cruz";2;-;-;-;-;2
"250205 Bernardino Batista";2;-;-;-;-;2
"250215 Boa Vista";3;-;-;-;-;3
"250220 Bom Jesus";4;-;-;-;-;4
"250230 Bom Sucesso";3;-;-;-;-;3
"250240 Bonito de Santa Fé";1;-;-;-;-;1
"250250 Boqueirão";9;-;-;-;-;9
"250270 Borborema";1;-;-;-;-;1
"250280 Brejo do Cruz";1;-;-;-;-;1
"250310 Cabaceiras";2;-;-;-;-;2
"250320 Cabedelo";1;-;-;-;-;1
"250330 Cachoeira dos Índios";1;-;-;-;-;1
"250370 Cajazeiras";9;-;-;-;-;9
"250390 Camalaú";7;-;-;-;-;7
"250400 Campina Grande";135;-;-;-;-;135
"250410 Carrapateira";1;-;-;-;-;1
"250415 Casserengue";1;-;-;-;-;1
"250430 Catolé do Rocha";2;-;-;-;-;2
"250435 Caturité";3;-;-;-;-;3
"250460 Conde";7;-;-;-;-;7
"250490 Cruz do Espírito Santo";1;-;-;-;-;1
"250500 Cubati";2;-;-;-;-;2
"250510 Cuité";39;-;-;-;-;39
"250535 Damião";1;-;-;-;-;1
"250600 Esperança";2;-;-;-;-;2
"250610 Fagundes";2;-;-;-;-;2
"250620 Frei Martinho";1;-;-;-;-;1
"250630 Guarabira";35;-;-;-;-;35
"250650 Gurjão";27;2;-;-;-;29
"250260 Igaracy";1;-;-;-;-;1
"250710 Itapororoca";1;-;-;-;-;1
"250750 João Pessoa";195;-;-;-;-;195
"251365 Joca Claudino";53;-;-;-;-;53
"250770 Juazeirinho";1;-;-;-;-;1
"250800 Juru";6;-;-;-;-;6
"250820 Lagoa de Dentro";1;-;-;-;-;1
"250830 Lagoa Seca";34;-;-;-;-;34
"250850 Livramento";5;-;-;-;-;5
"250855 Logradouro";2;-;-;-;-;2
"250880 Malta";1;-;-;-;-;1
"250900 Manaíra";2;-;-;-;-;2
"250933 Matinhas";2;-;-;-;-;2
"250937 Mato Grosso";2;-;-;-;-;2
"250939 Maturéia";9;-;-;-;-;9
"250970 Monteiro";273;-;-;-;-;273
"250990 Natuba";1;-;-;-;-;1
"251000 Nazarezinho";2;-;-;-;-;2
"251010 Nova Floresta";8;-;-;-;-;8
"251030 Nova Palmeira";35;-;-;-;-;35
"251060 Ouro Velho";1;-;-;-;-;1
"251070 Passagem";1;-;-;-;-;1
"251080 Patos";10;-;-;-;-;10
"251090 Paulista";1;-;-;-;-;1
"251110 Pedra Lavrada";2;-;-;-;-;2
"251120 Pedras de Fogo";11;-;-;-;-;11
"251130 Piancó";2;-;-;-;-;2
"251140 Picuí";17;-;-;-;-;17
"251150 Pilar";1;-;-;-;-;1
"251170 Pilõezinhos";1;-;-;-;-;1
"251180 Pirpirituba";1;-;-;-;-;1
"251190 Pitimbu";2;-;-;-;-;2
"251200 Pocinhos";95;-;-;-;-;95
"251220 Prata";3;-;-;-;-;3
"251230 Princesa Isabel";18;-;-;-;-;18
"251240 Puxinanã";2;1;-;-;-;3
"251250 Queimadas";1;-;-;-;-;1
"251270 Remígio";5;-;-;-;-;5
"251274 Riachão";4;-;-;-;-;4
"251315 Santa Cecília";1;-;-;-;-;1
"251340 Santa Luzia";1;-;-;-;-;1
"251370 Santa Rita";5;-;-;-;-;5
"251380 Santa Teresinha";2;-;-;-;-;2
"251390 São Bento";5;-;-;-;-;5
"250070 São João do Rio do Peixe";66;-;-;-;-;66
"251410 São João do Tigre";1;-;-;-;-;1
"251420 São José da Lagoa Tapada";19;-;-;-;-;19
"251450 São José de Piranhas";12;-;-;-;-;12
"251455 São José de Princesa";1;-;-;-;-;1
"251460 São José do Bonfim";1;-;-;-;-;1
"251470 São José do Sabugi";5;-;-;-;-;5
"251445 São José dos Ramos";1;-;-;-;-;1
"251510 São Sebastião de Lagoa de Roça";9;-;-;-;-;9
"251520 São Sebastião do Umbuzeiro";26;-;-;-;-;26
"251540 São Vicente do Seridó";4;-;-;-;-;4
"251550 Serra Branca";1;-;-;-;-;1
"251593 Sertãozinho";5;-;-;-;-;5
"251620 Sousa";172;1;-;-;-;173
"251630 Sumé";1;-;-;-;-;1
"251650 Taperoá";13;-;-;-;-;13
"251670 Teixeira";1;-;-;-;-;1
"251675 Tenório";1;-;-;-;-;1
"251690 Uiraúna";2;-;-;-;-;2
"251720 Vieirópolis";1;-;-;-;-;1
"250550 Vista Serrana";2;-;-;-;-;2
"251740 Zabelê";11;-;-;-;-;11
"260005 Abreu e Lima";18;-;-;-;-;18
"260020 Afrânio";33;-;-;-;-;33
"260040 Água Preta";47;-;-;-;-;47
"260050 Águas Belas";1;-;-;-;-;1
"260080 Altinho";32;-;-;-;-;32
"260090 Amaraji";1;-;-;-;-;1
"260110 Araripina";8;-;-;-;-;8
"260120 Arcoverde";1;-;-;-;-;1
"260150 Belém de Maria";2;-;-;-;-;2
"260160 Belém do São Francisco";2;-;-;-;-;2
"260170 Belo Jardim";2;-;-;-;-;2
"260190 Bezerros";1;-;-;-;-;1
"260200 Bodocó";1;-;-;-;-;1
"260210 Bom Conselho";1;-;-;-;-;1
"260220 Bom Jardim";13;-;-;-;-;13
"260230 Bonito";23;-;-;-;-;23
"260280 Buíque";7;-;-;-;-;7
"260290 Cabo de Santo Agostinho";17;-;-;-;-;17
"260300 Cabrobó";7;-;-;-;-;7
"260320 Caetés";1;-;-;-;-;1
"260330 Calçado";3;-;-;-;-;3
"260340 Calumbi";1;-;-;-;-;1
"260345 Camaragibe";14;-;-;-;-;14
"260350 Camocim de São Félix";1;-;-;-;-;1
"260390 Carnaíba";1;-;-;-;-;1
"260392 Carnaubeira da Penha";7;-;-;-;-;7
"260400 Carpina";2;-;-;-;-;2
"260410 Caruaru";7;-;-;-;1;8
"260415 Casinhas";2;-;-;-;-;2
"260420 Catende";2;-;-;-;-;2
"260430 Cedro";88;-;-;-;-;88
"260450 Chã Grande";3;-;-;-;-;3
"260460 Condado";7;-;-;-;-;7
"260470 Correntes";3;-;-;-;-;3
"260490 Cumaru";4;-;-;-;-;4
"260510 Custódia";27;-;-;-;-;27
"260515 Dormentes";38;-;-;-;-;38
"260520 Escada";1;-;-;-;-;1
"260530 Exu";18;-;-;-;-;18
"260540 Feira Nova";6;-;-;-;-;6
"260545 Fernando de Noronha";7;-;-;-;-;7
"260550 Ferreiros";1;-;-;-;-;1
"260560 Flores";1;-;-;-;-;1
"260570 Floresta";12;-;-;-;-;12
"260580 Frei Miguelinho";17;-;-;-;-;17
"260590 Gameleira";1;-;-;-;-;1
"260600 Garanhuns";6;-;-;-;-;6
"260610 Glória do Goitá";5;-;-;-;-;5
"260630 Granito";1;-;-;-;-;1
"260640 Gravatá";569;-;-;-;-;569
"260650 Iati";4;-;-;-;-;4
"260660 Ibimirim";4;-;-;-;-;4
"260680 Igarassu";2;-;-;-;-;2
"260690 Iguaracy";5;-;-;-;-;5
"260760 Ilha de Itamaracá";5;-;-;-;-;5
"260720 Ipojuca";13;-;-;-;-;13
"260740 Itacuruba";9;-;-;-;-;9
"260765 Itambé";3;-;-;-;-;3
"260770 Itapetim";2;-;-;-;-;2
"260775 Itapissuma";3;-;-;-;-;3
"260780 Itaquitinga";1;-;-;-;-;1
"260790 Jaboatão dos Guararapes";18;-;-;-;-;18
"260800 Jataúba";2;-;-;-;-;2
"260805 Jatobá";1;-;-;-;-;1
"260810 João Alfredo";2;-;-;-;-;2
"260820 Joaquim Nabuco";1;-;-;-;-;1
"260840 Jurema";1;-;-;-;-;1
"260850 Lagoa de Itaenga";5;-;-;-;-;5
"260845 Lagoa do Carro";3;-;-;-;-;3
"260860 Lagoa do Ouro";108;14;-;-;2;124
"260890 Limoeiro";25;-;-;-;-;25
"260900 Macaparana";7;-;-;-;-;7
"260910 Machados";5;-;-;-;-;5
"260920 Maraial";1;-;-;-;-;1
"260930 Mirandiba";109;-;-;-;-;109
"260940 Moreno";2;-;-;-;-;2
"260960 Olinda";5;-;-;-;-;5
"260980 Orocó";1;-;-;-;-;1
"261000 Palmares";3;-;-;-;-;3
"261010 Palmeirina";1;-;-;-;-;1
"261020 Panelas";2;-;-;-;-;2
"261040 Parnamirim";10;-;-;-;2;12
"261050 Passira";3;-;-;-;-;3
"261060 Paudalho";2;-;-;-;-;2
"261070 Paulista";11;-;-;-;-;11
"261080 Pedra";1;-;-;-;-;1
"261100 Petrolândia";3;-;-;-;-;3
"261110 Petrolina";377;-;-;-;-;377
"261130 Pombos";3;-;-;-;-;3
"261140 Primavera";1;-;-;-;-;1
"261153 Quixaba";3;-;-;-;-;3
"261160 Recife";405;3;-;-;-;408
"261180 Ribeirão";2;-;-;-;-;2
"261190 Rio Formoso";2;-;-;-;-;2
"261210 Salgadinho";1;-;-;-;-;1
"261220 Salgueiro";1413;-;-;-;1;1414
"261240 Sanharó";8;-;-;-;-;8
"261245 Santa Cruz";1;-;-;-;-;1
"261250 Santa Cruz do Capibaribe";3;-;-;-;-;3
"261260 Santa Maria da Boa Vista";2;-;-;-;-;2
"261270 Santa Maria do Cambucá";3;-;-;-;-;3
"261300 São Bento do Una";1;-;-;-;-;1
"261350 São José do Belmonte";55;-;-;-;-;55
"261360 São José do Egito";1;-;-;-;-;1
"261370 São Lourenço da Mata";14;-;-;-;-;14
"261380 São Vicente Ferrer";33;-;-;-;-;33
"261390 Serra Talhada";45;-;-;-;-;45
"261400 Serrita";28;-;-;-;-;28
"261410 Sertânia";2;-;-;-;-;2
"261420 Sirinhaém";29;-;-;-;-;29
"261450 Surubim";7;-;-;1;-;8
"261460 Tabira";1;-;-;-;-;1
"261485 Tamandaré";1;-;-;-;-;1
"261510 Terezinha";50;-;-;-;-;50
"261520 Terra Nova";13;-;-;-;-;13
"261530 Timbaúba";1;-;-;-;-;1
"261540 Toritama";1;-;-;-;-;1
"261560 Trindade";1;-;-;-;-;1
"261580 Tupanatinga";16;-;-;-;-;16
"261610 Verdejante";43;-;-;-;-;43
"261620 Vertentes";48;-;-;-;-;48
"261630 Vicência";4;-;-;-;-;4
"261640 Vitória de Santo Antão";6;1;-;-;-;7
"261650 Xexéu";5;-;-;-;-;5
"270020 Anadia";1;-;-;-;-;1
"270030 Arapiraca";560;-;-;-;-;560
"270040 Atalaia";1;-;-;-;-;1
"270050 Barra de Santo Antônio";25;-;-;-;-;25
"270060 Barra de São Miguel";16;-;-;-;-;16
"270080 Belém";5;-;-;-;-;5
"270100 Boca da Mata";23;-;-;-;-;23
"270110 Branquinha";47;-;-;-;-;47
"270120 Cacimbinhas";5;-;-;-;-;5
"270130 Cajueiro";68;-;-;-;-;68
"270135 Campestre";1;-;-;-;-;1
"270140 Campo Alegre";5;-;-;-;-;5
"270160 Canapi";16;-;-;-;-;16
"270170 Capela";2;-;-;-;-;2
"270190 Chã Preta";5;-;-;-;-;5
"270200 Coité do Nóia";43;-;-;-;-;43
"270210 Colônia Leopoldina";3;-;-;-;-;3
"270220 Coqueiro Seco";22;-;-;-;-;22
"270235 Craíbas";7;-;-;-;-;7
"270240 Delmiro Gouveia";44;-;-;-;-;44
"270250 Dois Riachos";2;-;-;-;-;2
"270255 Estrela de Alagoas";2;-;-;-;-;2
"270260 Feira Grande";101;-;-;-;-;101
"270280 Flexeiras";2;-;-;-;-;2
"270290 Girau do Ponciano";9;-;-;-;-;9
"270300 Ibateguara";1;-;-;-;-;1
"270310 Igaci";3;-;-;-;-;3
"270330 Inhapi";20;-;-;-;-;20
"270350 Jacuípe";1;-;-;-;-;1
"270360 Japaratinga";2;-;-;-;-;2
"270375 Jequiá da Praia";6;1;-;-;-;7
"270400 Junqueiro";22;1;-;-;-;23
"270410 Lagoa da Canoa";16;1;-;-;-;17
"270420 Limoeiro de Anadia";8;-;-;-;-;8
"270430 Maceió";184;-;-;-;-;184
"270440 Major Isidoro";1;-;-;-;-;1
"270450 Maragogi";105;-;-;-;-;105
"270470 Marechal Deodoro";78;-;-;-;-;78
"270480 Maribondo";26;-;-;-;-;26
"270500 Mata Grande";2;-;-;-;-;2
"270520 Messias";4;-;-;-;-;4
"270550 Murici";20;-;-;-;-;20
"270570 Olho d'Água das Flores";1;-;-;-;-;1
"270600 Olivença";1;-;-;-;-;1
"270610 Ouro Branco";2;-;-;-;-;2
"270620 Palestina";4;-;-;-;-;4
"270630 Palmeira dos Índios";43;-;-;-;-;43
"270640 Pão de Açúcar";22;-;-;-;-;22
"270642 Pariconha";3;-;-;-;-;3
"270644 Paripueira";1;-;-;-;-;1
"270650 Passo de Camaragibe";1;-;-;-;-;1
"270670 Penedo";85;-;-;-;-;85
"270690 Pilar";66;-;-;-;-;66
"270710 Piranhas";4;-;-;-;-;4
"270770 Rio Largo";396;-;-;-;-;396
"270790 Santa Luzia do Norte";9;-;-;-;-;9
"270800 Santana do Ipanema";30;-;-;-;-;30
"270810 Santana do Mundaú";6;-;-;-;-;6
"270830 São José da Laje";3;-;-;-;-;3
"270840 São José da Tapera";3;-;-;-;-;3
"270850 São Luís do Quitunde";9;-;-;-;-;9
"270860 São Miguel dos Campos";47;-;-;-;-;47
"270870 São Miguel dos Milagres";1;-;-;-;-;1
"270880 São Sebastião";11;-;-;-;-;11
"270890 Satuba";40;-;-;-;-;40
"270910 Taquarana";15;-;-;-;-;15
"270915 Teotônio Vilela";3;-;-;-;-;3
"270930 União dos Palmares";14;-;-;-;-;14
"270940 Viçosa";29;-;-;-;-;29
"270000 Município ignorado - AL";1;-;-;-;-;1
"280020 Aquidabã";11;-;-;-;-;11
"280030 Aracaju";718;1;-;-;4;723
"280040 Arauá";17;-;-;-;-;17
"280050 Areia Branca";3;-;-;-;-;3
"280060 Barra dos Coqueiros";78;-;-;-;-;78
"280067 Boquim";10;-;-;-;-;10
"280070 Brejo Grande";4;-;-;-;-;4
"280100 Campo do Brito";4;-;-;-;-;4
"280120 Canindé de São Francisco";11;-;-;-;-;11
"280130 Capela";1;-;-;-;-;1
"280140 Carira";1;-;-;-;-;1
"280150 Carmópolis";20;-;-;-;1;21
"280160 Cedro de São João";2;-;-;-;-;2
"280170 Cristinápolis";1;-;-;-;-;1
"280210 Estância";28;-;-;-;-;28
"280240 Gararu";15;-;-;-;-;15
"280250 General Maynard";4;-;-;-;-;4
"280270 Ilha das Flores";14;-;-;-;-;14
"280290 Itabaiana";5;-;-;-;-;5
"280300 Itabaianinha";120;5;-;-;-;125
"280320 Itaporanga d'Ajuda";3;-;-;-;-;3
"280330 Japaratuba";1;-;-;-;-;1
"280350 Lagarto";16;-;-;-;-;16
"280390 Malhador";15;-;-;-;-;15
"280440 Neópolis";19;-;-;-;-;19
"280450 Nossa Senhora da Glória";6;-;-;-;-;6
"280460 Nossa Senhora das Dores";2;-;-;-;-;2
"280480 Nossa Senhora do Socorro";15;-;-;-;-;15
"280490 Pacatuba";10;-;-;-;-;10
"280500 Pedra Mole";1;-;-;-;-;1
"280510 Pedrinhas";2;-;-;-;-;2
"280520 Pinhão";3;-;-;-;-;3
"280530 Pirambu";2;-;-;-;-;2
"280540 Poço Redondo";1;-;-;-;-;1
"280570 Propriá";5;-;-;-;-;5
"280600 Ribeirópolis";4;-;-;-;-;4
"280620 Salgado";1;-;-;-;-;1
"280630 Santa Luzia do Itanhy";1;-;-;-;-;1
"280650 Santa Rosa de Lima";1;-;-;-;-;1
"280640 Santana do São Francisco";2;-;-;-;-;2
"280660 Santo Amaro das Brotas";3;-;-;-;-;3
"280670 São Cristóvão";12;-;-;-;-;12
"280680 São Domingos";1;-;-;-;-;1
"280710 Simão Dias";2;-;-;-;-;2
"280720 Siriri";1;-;-;-;-;1
"280730 Telha";5;-;-;-;-;5
"280740 Tobias Barreto";66;-;-;-;-;66
"280750 Tomar do Geru";2;-;-;-;-;2
"280760 Umbaúba";5;-;-;-;-;5
"290035 Adustina";52;-;-;-;-;52
"290070 Alagoinhas";31;-;-;-;1;32
"290080 Alcobaça";16;2;-;-;-;18
"290100 Amargosa";5;-;-;-;1;6
"290115 América Dourada";5;-;-;-;-;5
"290130 Andaraí";11;-;-;-;-;11
"290135 Andorinha";2;-;-;-;-;2
"290150 Anguera";2;-;-;-;-;2
"290160 Antas";1;-;-;-;-;1
"290180 Antônio Gonçalves";3;-;-;-;-;3
"290210 Araci";3;-;-;-;-;3
"290225 Arataca";2;-;-;-;-;2
"290250 Baianópolis";1;-;-;-;-;1
"290260 Baixa Grande";1;-;-;-;-;1
"290270 Barra";23;-;-;-;-;23
"290280 Barra da Estiva";371;-;-;-;-;371
"290300 Barra do Mendes";13;-;-;-;-;13
"290320 Barreiras";5;-;-;-;-;5
"290330 Barro Preto";21;-;-;-;-;21
"290340 Belmonte";1;-;-;-;-;1
"290360 Biritinga";5;-;-;-;-;5
"290390 Bom Jesus da Lapa";15;-;-;-;-;15
"290410 Boquira";2;-;-;-;-;2
"290430 Brejões";2;-;-;-;-;2
"290450 Brotas de Macaúbas";2;-;-;-;-;2
"290460 Brumado";14;-;-;-;-;14
"290470 Buerarema";3;-;-;-;-;3
"290475 Buritirama";20;-;-;-;-;20
"290480 Caatiba";4;-;-;-;-;4
"290485 Cabaceiras do Paraguaçu";12;-;-;-;-;12
"290490 Cachoeira";9;1;-;-;-;10
"290510 Caém";1;-;-;-;-;1
"290520 Caetité";11;-;-;-;-;11
"290550 Caldeirão Grande";1;-;-;-;-;1
"290560 Camacan";1;-;-;-;-;1
"290570 Camaçari";52;-;-;-;2;54
"290590 Campo Alegre de Lourdes";7;-;-;-;-;7
"290600 Campo Formoso";6;-;-;-;-;6
"290620 Canarana";3;-;-;-;-;3
"290630 Canavieiras";2;-;-;-;-;2
"290640 Candeal";1;-;-;-;-;1
"290650 Candeias";1;-;-;-;-;1
"290670 Cândido Sales";2;-;-;-;-;2
"290680 Cansanção";3;1;-;-;-;4
"290682 Canudos";1;-;-;-;-;1
"290690 Caravelas";4;-;-;-;-;4
"290710 Carinhanha";4;-;-;-;-;4
"290720 Casa Nova";167;-;-;-;2;169
"290750 Catu";8;1;-;-;-;9
"290770 Chorrochó";19;-;-;-;-;19
"290780 Cícero Dantas";14;-;-;-;-;14
"290800 Coaraci";4;-;-;-;-;4
"290810 Cocos";1;-;-;-;-;1
"290820 Conceição da Feira";8;-;-;-;-;8
"290830 Conceição do Almeida";4;-;-;-;-;4
