DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - Maranhão
Casos Prováveis por Município infecção e Mês 1º Sintoma(s)
Período:2017
"Município infecção";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"210350 Colinas";-;-;1;-;-;-;-;1;1;-;-;-;3
"210360 Coroatá";-;1;4;2;1;-;-;-;3;2;-;-;13
"210370 Cururupu";-;-;-;1;3;2;7;-;-;-;-;-;13
"210380 Dom Pedro";-;-;-;1;3;2;-;-;-;-;-;-;6
"210405 Estreito";1;6;31;27;3;-;-;-;-;-;-;-;68
"210407 Feira Nova do Maranhão";-;-;8;3;4;4;2;1;-;-;-;-;22
"210409 Formosa da Serra Negra";-;3;2;1;1;-;-;-;-;-;1;-;8
"210410 Fortaleza dos Nogueiras";-;-;-;17;4;9;-;-;-;1;-;2;33
"210420 Fortuna";2;4;2;1;-;-;-;-;-;1;-;-;10
"210430 Godofredo Viana";-;-;-;1;-;-;-;-;-;-;-;-;1
"210455 Governador Edison Lobão";3;4;2;2;1;-;-;-;-;-;-;-;12
"210462 Governador Luiz Rocha";-;13;1;-;-;-;-;-;-;-;-;-;14
"210470 Graça Aranha";1;-;2;-;-;-;-;-;-;-;-;-;3
"210480 Grajaú";1;1;2;1;-;-;-;-;-;-;-;-;5
"210515 Igarapé do Meio";-;1;-;-;-;-;-;-;-;-;-;-;1
"210530 Imperatriz";9;48;52;50;7;2;5;-;1;-;-;1;175
"210535 Itaipava do Grajaú";1;-;-;-;-;-;-;-;-;-;-;-;1
"210540 Itapecuru Mirim";-;-;1;2;3;1;-;-;-;-;-;-;7
"210542 Itinga do Maranhão";-;4;9;6;11;3;-;1;-;-;-;-;34
"210547 Jenipapo dos Vieiras";2;14;18;4;1;-;-;-;-;-;1;-;40
"210570 Lago da Pedra";-;1;1;-;1;1;1;-;-;-;-;-;5
"210590 Lago Verde";-;-;-;1;-;1;-;-;-;-;-;-;2
"210592 Lagoa do Mato";-;-;-;-;-;-;-;-;-;-;1;-;1
"210596 Lagoa Grande do Maranhão";-;-;-;-;-;-;-;-;-;-;-;1;1
"210610 Loreto";-;1;-;-;-;-;-;-;-;-;-;-;1
"210660 Matões";-;1;-;-;-;1;-;-;-;-;-;-;2
"210700 Montes Altos";3;-;-;-;-;-;-;-;-;-;-;-;3
"210725 Nova Colinas";-;-;1;1;-;-;-;-;-;-;-;-;2
"210730 Nova Iorque";-;-;-;1;-;-;-;-;-;-;-;-;1
"210750 Paço do Lumiar";-;1;-;1;2;2;8;8;3;3;-;-;28
"210770 Paraibano";1;-;-;-;-;-;-;-;-;-;-;-;1
"210790 Passagem Franca";-;-;-;-;-;4;5;3;-;-;1;-;13
"210800 Pastos Bons";-;-;1;-;-;-;-;-;-;-;-;-;1
"210810 Paulo Ramos";-;1;-;-;-;-;-;-;-;-;-;-;1
"210820 Pedreiras";-;-;-;-;-;-;2;-;1;-;-;-;3
"210845 Peritoró";-;-;1;1;2;-;1;-;-;-;-;-;5
"210850 Pindaré-Mirim";2;-;1;-;-;-;-;-;-;-;-;-;3
"210870 Pio XII";1;-;1;-;-;-;-;-;-;-;-;-;2
"210890 Poção de Pedras";-;-;-;-;-;-;1;-;-;-;-;-;1
"210900 Porto Franco";1;2;-;-;-;-;-;-;-;-;-;-;3
"210910 Presidente Dutra";-;1;2;-;-;-;-;-;-;-;-;-;3
"210945 Raposa";-;-;1;-;1;1;-;-;-;-;-;-;3
"210950 Riachão";2;10;3;3;4;7;1;-;-;-;-;-;30
"210960 Rosário";1;-;-;1;-;-;-;2;-;-;-;-;4
"210970 Sambaíba";-;-;8;4;-;-;-;-;-;-;-;-;12
"210990 Santa Inês";-;-;4;5;7;-;6;1;-;-;-;1;24
"211020 Santa Rita";1;-;-;-;-;-;-;-;-;-;-;-;1
"211060 São Bernardo";-;-;-;-;-;-;-;1;-;-;-;-;1
"211085 São Francisco do Brejão";-;6;11;3;10;-;-;-;-;-;-;-;30
"211105 São João do Paraíso";1;2;2;-;-;-;-;-;-;-;-;-;5
"211110 São João dos Patos";-;-;-;1;2;1;-;-;-;-;-;-;4
"211120 São José de Ribamar";2;49;42;23;12;19;10;8;3;2;2;2;174
"211125 São José dos Basílios";-;-;-;-;2;1;-;-;-;-;-;-;3
"211130 São Luís";71;193;127;120;122;85;79;54;31;12;21;24;939
"211140 São Luís Gonzaga do Maranhão";-;-;1;-;-;-;-;-;-;1;-;-;2
"211157 São Pedro dos Crentes";-;2;-;-;-;-;-;-;-;-;-;-;2
"211160 São Raimundo das Mangabeiras";3;11;19;40;6;-;-;-;-;-;-;-;79
"211167 São Roberto";1;-;-;-;-;-;-;-;-;-;-;-;1
"211190 Sucupira do Norte";-;-;-;1;-;-;-;-;-;-;-;-;1
"211200 Tasso Fragoso";3;2;-;4;1;2;-;1;1;1;1;1;17
"211220 Timon";-;1;6;-;5;4;-;3;-;-;-;1;20
"211230 Tuntum";-;-;2;-;3;-;-;-;-;-;-;-;5
"211240 Turiaçu";-;3;-;-;-;-;-;-;-;-;-;-;3
"211245 Turilândia";-;-;-;-;-;1;-;-;-;-;-;-;1
"211250 Tutóia";-;-;-;1;-;-;-;-;-;-;-;-;1
"211270 Vargem Grande";-;2;5;1;-;-;-;-;-;-;-;-;8
"211280 Viana";-;-;-;-;-;1;-;-;-;-;-;-;1
"211285 Vila Nova dos Martírios";-;-;6;7;2;-;-;-;-;-;-;-;15
"211290 Vitória do Mearim";-;-;-;-;-;-;-;-;-;-;1;-;1
"000000 Ignorado ou exterior";348;1057;818;517;408;173;80;86;47;67;87;125;3813
"Total";499;1848;1512;969;872;482;277;247;136;104;123;159;7228
 Fonte: Ministério da Saúde/SVS - Sistema de Informação de Agravos de Notificação - Sinan Net
 Notas:
 
 Incluídas notificações de casos descartados.
 As bases de dados de dengue aqui disponíveis compõem um banco único a partir de 2014, podendo haver pequenas divergências com os dados disponibilizados pelo CGARB (Coordenação Geral de Vigilância de Arboviroses-CGARB) em sua série histórica, que par
 Para tabular os casos graves (classificação final igual a dengue com complicações, febre hemorrágica da dengue, síndrome do choque da dengue, dengue com sinais de alarme e dengue grave) é necessário considerar também o critério de confirmação (labor
 Para o Período de 2020 o estado do Espírito Santo passou a utilizar sistema o e-SUS Vigilância em Saúde. Portanto, para os casos de Arbovirose urbanas do Espírito Santo foram considerados apenas os dados disponibilizados pelo Sinan online (dengue e
 Períodos Disponíveis ou período - Correspondem aos anos de notificação dos casos.
 Para cálculo da incidência utilize locais de residência.
 Dados de 2014 atualizados em 13/07/2015.
 Dados de 2015 atualizados em 27/09/2016.
 Dados de 2016 atualizados em 06/07/2017.
 Dados de 2017 atualizados em 18/07/2018.
 Dados de 2018 atualizados em 01/10/2019.
 Dados de 2019 atualizados em 10/07/2020.
 Dados de 2020 atualizados em 11/01/2021, sujeitos a revisão.
 *Data da publicação dos dados 03/2021.
 
