DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - Tocantins
Casos Prováveis por Município infecção e Mês 1º Sintoma(s)
Período:2018
"Município infecção";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"170560 Conceição do Tocantins";-;1;-;-;-;-;-;-;-;-;-;-;1
"170600 Couto Magalhães";-;-;-;1;-;-;-;-;-;1;1;-;3
"170700 Dianópolis";1;-;-;-;-;1;-;1;-;-;1;14;18
"170710 Divinópolis do Tocantins";-;-;1;8;1;-;1;-;-;-;1;1;13
"170720 Dois Irmãos do Tocantins";-;2;-;-;-;-;-;-;-;-;-;-;2
"170740 Esperantina";-;1;2;3;3;1;-;-;-;-;-;-;10
"170765 Figueirópolis";-;1;-;1;2;-;-;-;-;-;1;-;5
"170770 Filadélfia";1;-;-;1;-;-;-;-;-;-;-;-;2
"170820 Formoso do Araguaia";2;1;-;1;5;-;1;-;-;2;8;8;28
"170825 Fortaleza do Tabocão";-;1;-;3;-;-;-;-;-;-;-;-;4
"170900 Goiatins";-;-;-;-;1;-;-;-;-;-;-;-;1
"170930 Guaraí";4;1;-;-;1;-;-;-;-;-;1;-;7
"170950 Gurupi";7;5;5;7;5;1;-;2;1;1;1;3;38
"170980 Ipueiras";-;-;-;1;-;-;-;-;-;-;-;-;1
"171050 Itacajá";-;-;7;4;-;1;-;-;-;-;-;-;12
"171090 Itapiratins";-;-;1;-;-;-;-;-;-;-;-;-;1
"171110 Itaporã do Tocantins";-;-;1;-;-;-;-;-;-;-;-;-;1
"171150 Jaú do Tocantins";-;-;-;-;2;-;-;-;-;-;-;-;2
"171200 Lajeado";-;-;-;1;1;1;-;-;-;-;-;-;3
"171245 Luzinópolis";-;-;1;1;-;-;-;-;-;-;-;1;3
"171250 Marianópolis do Tocantins";-;-;1;1;-;-;-;-;-;-;-;1;3
"171320 Miracema do Tocantins";1;-;1;-;-;-;-;-;-;1;-;1;4
"171330 Miranorte";-;-;1;-;-;-;-;-;-;1;-;-;2
"171360 Monte do Carmo";-;-;-;-;-;-;-;-;-;-;4;3;7
"171370 Monte Santo do Tocantins";-;-;-;-;-;-;-;-;-;-;-;1;1
"171395 Muricilândia";-;-;-;-;1;-;-;-;-;-;-;-;1
"171420 Natividade";-;3;10;8;2;-;-;-;-;-;-;-;23
"171430 Nazaré";-;-;2;-;-;-;-;-;-;-;-;-;2
"171488 Nova Olinda";3;2;-;1;-;1;-;1;-;-;-;1;9
"171550 Oliveira de Fátima";-;-;-;-;-;-;-;-;-;1;1;3;5
"172100 Palmas";3;4;-;10;16;11;1;-;4;-;12;9;70
"171570 Palmeirante";1;-;-;-;1;-;-;-;-;-;-;-;2
"171575 Palmeirópolis";1;3;-;-;3;1;1;-;-;-;-;2;11
"171610 Paraíso do Tocantins";1;-;2;1;-;1;-;-;-;-;1;1;7
"171620 Paranã";1;-;-;-;-;-;-;-;-;-;-;-;1
"171650 Pedro Afonso";-;-;1;-;-;-;-;-;-;1;-;1;3
"171660 Peixe";1;-;-;-;-;-;-;-;-;-;-;-;1
"171750 Pium";-;-;-;-;-;-;-;-;-;1;-;-;1
"171780 Ponte Alta do Bom Jesus";-;-;-;-;-;-;-;-;-;-;-;1;1
"171790 Ponte Alta do Tocantins";1;1;-;-;-;-;-;-;-;-;-;-;2
"171800 Porto Alegre do Tocantins";-;-;-;2;1;-;2;-;-;-;-;-;5
"171820 Porto Nacional";-;-;1;3;9;7;5;-;9;5;15;25;79
"171830 Praia Norte";-;1;1;-;-;-;-;-;1;-;-;-;3
"171845 Pugmil";-;-;-;-;-;-;-;-;-;-;1;-;1
"171870 Rio dos Bois";-;-;1;2;2;1;-;-;-;1;-;2;9
"171875 Rio Sono";-;1;-;-;-;-;-;-;-;-;-;-;1
"171886 Santa Fé do Araguaia";-;-;-;-;2;-;-;-;-;-;-;-;2
"171888 Santa Maria do Tocantins";-;-;1;-;1;-;-;-;-;-;-;-;2
"171890 Santa Rosa do Tocantins";-;-;-;-;-;-;-;3;-;-;-;1;4
"171900 Santa Tereza do Tocantins";-;-;-;-;-;-;-;-;-;-;-;1;1
"172000 Santa Terezinha do Tocantins";-;-;-;-;2;-;-;-;-;-;-;-;2
"172025 São Salvador do Tocantins";-;-;1;-;-;-;-;-;-;-;-;-;1
"172049 São Valério";-;-;-;-;-;-;-;-;-;-;-;1;1
"172065 Silvanópolis";-;-;-;-;-;-;-;1;-;-;1;-;2
"172090 Taguatinga";-;1;-;-;-;1;-;-;-;1;1;-;4
"172093 Taipas do Tocantins";-;-;-;1;-;-;-;-;-;-;-;-;1
"172097 Talismã";18;7;6;2;-;-;-;-;1;-;-;2;36
"172110 Tocantínia";-;-;1;-;-;-;-;-;1;-;-;-;2
"172120 Tocantinópolis";1;-;3;3;4;-;1;1;-;1;1;3;18
"172208 Wanderlândia";-;-;-;-;-;1;-;-;-;-;-;-;1
"172210 Xambioá";-;-;-;-;1;-;-;-;-;-;-;-;1
"291955 Luís Eduardo Magalhães";-;-;-;-;-;1;-;-;-;-;-;-;1
"520450 Caldas Novas";1;-;-;-;-;-;-;-;-;-;-;-;1
"520870 Goiânia";1;1;1;-;-;-;-;-;-;-;-;-;3
"000000 Ignorado ou exterior";49;79;164;237;216;55;29;32;27;46;276;583;1793
"Total";182;165;281;426;344;120;52;65;58;85;342;697;2817
 Fonte: Ministério da Saúde/SVS - Sistema de Informação de Agravos de Notificação - Sinan Net
 Notas:
 
 Incluídas notificações de casos descartados.
 As bases de dados de dengue aqui disponíveis compõem um banco único a partir de 2014, podendo haver pequenas divergências com os dados disponibilizados pelo CGARB (Coordenação Geral de Vigilância de Arboviroses-CGARB) em sua série histórica, que par
 Para tabular os casos graves (classificação final igual a dengue com complicações, febre hemorrágica da dengue, síndrome do choque da dengue, dengue com sinais de alarme e dengue grave) é necessário considerar também o critério de confirmação (labor
 Para o Período de 2020 o estado do Espírito Santo passou a utilizar sistema o e-SUS Vigilância em Saúde. Portanto, para os casos de Arbovirose urbanas do Espírito Santo foram considerados apenas os dados disponibilizados pelo Sinan online (dengue e
 Períodos Disponíveis ou período - Correspondem aos anos de notificação dos casos.
 Para cálculo da incidência utilize locais de residência.
 Dados de 2014 atualizados em 13/07/2015.
 Dados de 2015 atualizados em 27/09/2016.
 Dados de 2016 atualizados em 06/07/2017.
 Dados de 2017 atualizados em 18/07/2018.
 Dados de 2018 atualizados em 01/10/2019.
 Dados de 2019 atualizados em 10/07/2020.
 Dados de 2020 atualizados em 11/01/2021, sujeitos a revisão.
 *Data da publicação dos dados 03/2021.
 
